model,split,base_integrity,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,8,7,-0.0674830877895,-0.192292116462,0.0541109151125
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,8,7,-0.0123881298271,-0.045971476335,0.021178438698
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,8,7,0,-0.428571428571,0.428571428571
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,8,7,1.57142857143,-0.571428571429,4.14642857143
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,8,7,-0.0745528366037,-0.258083798898,0.0813042301629
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,8,7,-0.0142025790093,-0.0454314350887,0.0116173660281
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,8,7,0,-0.428571428571,0.428571428571
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,8,7,2.71428571429,-0.571428571429,7
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,3,3,0.333333333333,-1,1
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,3,3,0,0,0
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,3,3,0.01749494892,-0.18878316988,0.134295227525
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,3,3,0.0157027185081,-0.154688789669,0.104761904762
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,3,3,0,-1,1
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,3,3,-1.33333333333,-5,1
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,2,2,0.136121775754,0.133843537415,0.138400014094
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,2,2,0.12111410602,0.104761904762,0.137466307278
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,2,2,-0.5,-1,0
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,2,2,-5,-10,0
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,2,2,0.12258271233,0.089213043708,0.155952380952
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,2,2,0.124685534591,0.111904761905,0.137466307278
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,2,2,-0.5,-1,0
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,2,2,-8.5,-17,0
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
DISPOSITION,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,11,9,0.333333333333,0,0.666666666667
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,12,10,0.4,0.1,0.7
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,11,9,0.0585268110647,0.00261125215523,0.116000968766
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,11,9,-0.000328251084171,-0.0149960291498,0.0150096561563
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,11,9,0,0,0
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,11,9,-0.0555555555556,-0.166666666667,0
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,11,9,0.0891598238611,0.0118825330642,0.169609162814
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,11,9,0.00772721463358,-0.0192900106434,0.0358310348118
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,11,9,0.111111111111,0,0.333333333333
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,11,9,0.222222222222,-0.447222222222,1.11111111111
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,6,6,0.054185787109,-0.0571741242453,0.154097317457
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,6,6,0.000474615506669,-0.0597410069096,0.0554948823223
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,6,6,-0.166666666667,-0.666666666667,0.333333333333
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,6,6,-1.83333333333,-7.5,4.8375
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
DISPOSITION,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,3,3,-0.333333333333,-1,0
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,3,3,0.333333333333,0,1
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,3,3,-0.018877419785,-0.152903942326,0.0544010976801
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,3,3,0.0232170484468,-0.0294220323843,0.0658834312378
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,3,3,0.333333333333,0,0.666666666667
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,3,3,1.66666666667,0,4
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,3,3,-0.092813651456,-0.259528410295,0.0502659389798
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,3,3,0.0145665294156,-0.0294220323843,0.0658834312378
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,3,3,0.666666666667,0,1
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,3,3,3.66666666667,0,6
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,3,3,-0.0490101989524,-0.121569483408,0.0377980530212
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,3,3,-0.0101453380146,-0.0516772252626,0.0422613839937
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,3,3,0.666666666667,0,1
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,3,3,8.66666666667,0,14
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,2,2,0.5,0,1
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,2,2,0,0,0
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,2,2,0.0281249116584,-0.0780454042082,0.134295227525
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,2,2,0.0321000229842,-0.0328349944629,0.0970350404313
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,2,2,0,0,0
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,2,2,1,0,2
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,1,1,0.138400014094,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,1,1,0.137466307278,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,1,1,0,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,1,1,0,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,1,1,0.089213043708,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,1,1,0.137466307278,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,1,1,0,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,1,1,0,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,8,8,-0.125,-0.503125,0.25
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,10,10,0.4,0.1,0.7
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,8,8,0.0562589739793,-0.0143754090291,0.132969825391
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,8,8,-0.00560322823765,-0.0217660036821,0.0127639731397
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,8,8,0,0,0
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,8,8,-0.25,-0.5,0
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,8,8,0.057456943593,-0.00229382408822,0.129593047281
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,8,8,0.0125467561511,-0.0135731508144,0.0375254508292
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,8,8,-0.125,-0.375,0
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,8,8,-0.875,-1.5,-0.25
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,5,5,0.165858159067,0.074566507026,0.238041796737
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,5,5,0.0615284749452,0.00280621799621,0.11099029705
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,5,5,-0.8,-1,-0.4
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,5,5,-7.8,-11.2,-3.2
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,7,6,-0.166666666667,-0.5,0
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,7,6,-0.166666666667,-0.5,0
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,7,6,0.0128787716749,-0.0549858726487,0.0909824266662
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,7,6,-0.0256578459598,-0.0624673071444,0.0145273434907
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,7,6,0.166666666667,0,0.5
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,7,6,0.666666666667,0,2
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,6,5,0.039665991274,-0.0425508327052,0.130869111308
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,6,5,-0.0277264643823,-0.0725642209107,0.0182176319188
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,6,5,0.2,0,0.6
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,6,5,1.2,0,3.6
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,6,5,-0.0052264849733,-0.0773290775354,0.0587842708271
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,6,5,-0.03043560324,-0.0682716475134,0.0118653098765
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,6,5,0.2,0,0.6
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,6,5,2.8,0,8.4
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
UNIFORM,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,2,2,1,1,1
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,2,2,1,1,1
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,2,2,0.0410745989463,-0.0196542742126,0.101803472105
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,2,2,0.0680687081998,0.0530428605257,0.0830945558739
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,2,2,0,0,0
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,2,2,-0.5,-1,0
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,2,2,0.0463959372215,-0.03094166864,0.123733543083
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,2,2,0.039613423647,-0.00386770858,0.0830945558739
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,2,2,0.5,0,1
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,2,2,1,0,2
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,1,1,-0.11516299629,,
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,1,1,-0.00386770858,,
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,1,1,1,,
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,1,1,6,,
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
UNIFORM,holdout,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,7,7,0.428571428571,0.142857142857,0.857142857143
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,11,11,0.181818181818,-0.272727272727,0.636363636364
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,7,7,0.0331022461293,-0.0219846896041,0.0913365508232
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,7,7,0.0018538664472,-0.0180015965538,0.0217429660114
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,7,7,-0.142857142857,-0.428571428571,0
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,7,7,-0.714285714286,-2.14285714286,0
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,7,7,0.0834490673683,0.00265943913515,0.178731544983
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,7,7,0.0108543807472,-0.015449508256,0.0408178008114
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,7,7,-0.142857142857,-0.428571428571,0
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,7,7,-1.42857142857,-4.28571428571,0.285714285714
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,3,3,0.111649086646,-0.0725732899023,0.220007224301
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,3,3,0.0274998824361,-0.0608562121917,0.113765191116
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,3,3,-0.666666666667,-1,0
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,3,3,-10.3333333333,-20,0
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
UNIFORM,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
