model,split,base_integrity,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
ENSEMBLE,discovery,BASE_INTACT,reaction_probability,3,62,51,0.43137254902,0.313725490196,0.56862745098
ENSEMBLE,discovery,BASE_INTACT,close_favorable_probability,0,62,51,0.480392156863,0.362745098039,0.617647058824
ENSEMBLE,discovery,BASE_INTACT,future_return_5,5,62,51,0.00549697166557,-0.0104557605376,0.0246967832251
ENSEMBLE,discovery,BASE_INTACT,mae_5,5,62,51,-0.0554682767426,-0.0658441780052,-0.0451392786544
ENSEMBLE,discovery,BASE_INTACT,cross_probability_5,5,62,51,0.156862745098,0.078431372549,0.255147058824
ENSEMBLE,discovery,BASE_INTACT,sessions_beyond_5,5,62,51,0.598039215686,0.313725490196,1.01985294118
ENSEMBLE,discovery,BASE_INTACT,future_return_10,10,61,50,0.0057868030195,-0.0197976802231,0.0314598487717
ENSEMBLE,discovery,BASE_INTACT,mae_10,10,61,50,-0.0725692176799,-0.0887982729781,-0.0583623854432
ENSEMBLE,discovery,BASE_INTACT,cross_probability_10,10,61,50,0.27,0.16975,0.4
ENSEMBLE,discovery,BASE_INTACT,sessions_beyond_10,10,61,50,1.55,0.83875,2.38
ENSEMBLE,discovery,BASE_INTACT,future_return_20,20,60,49,0.00935276009555,-0.0225435775939,0.0486910840642
ENSEMBLE,discovery,BASE_INTACT,mae_20,20,60,49,-0.0929256270061,-0.112028147857,-0.0770081757178
ENSEMBLE,discovery,BASE_INTACT,cross_probability_20,20,60,49,0.367346938776,0.244897959184,0.479591836735
ENSEMBLE,discovery,BASE_INTACT,sessions_beyond_20,20,60,49,4.04081632653,2.45841836735,5.72474489796
ENSEMBLE,discovery,BASE_INTACT,future_return_40,40,0,0,,,
ENSEMBLE,discovery,BASE_INTACT,mae_40,40,0,0,,,
ENSEMBLE,discovery,BASE_INTACT,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,BASE_INTACT,sessions_beyond_40,40,0,0,,,
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,reaction_probability,3,23,23,0.391304347826,0.173913043478,0.565217391304
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,close_favorable_probability,0,23,23,0.521739130435,0.346739130435,0.695652173913
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,future_return_5,5,23,23,-0.0249564161833,-0.0484726595992,-0.00165574210151
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,mae_5,5,23,23,-0.0656137344867,-0.0838258537665,-0.049324812686
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,cross_probability_5,5,23,23,0.260869565217,0.0869565217391,0.434782608696
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,sessions_beyond_5,5,23,23,0.739130434783,0.217391304348,1.34782608696
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,future_return_10,10,22,22,-0.0297729979288,-0.0559142705437,-0.00235490404236
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,mae_10,10,22,22,-0.0887856938513,-0.113028299434,-0.0642154909533
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,cross_probability_10,10,22,22,0.318181818182,0.136363636364,0.5
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,sessions_beyond_10,10,22,22,1.81818181818,0.818181818182,3.18295454545
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,future_return_20,20,19,19,-0.0840793964979,-0.129797367225,-0.0313954389425
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,mae_20,20,19,19,-0.157669903257,-0.193398937939,-0.125555139608
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,cross_probability_20,20,19,19,0.631578947368,0.421052631579,0.842105263158
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,sessions_beyond_20,20,19,19,5.94736842105,3.63157894737,8.42105263158
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,future_return_40,40,0,0,,,
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,mae_40,40,0,0,,,
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,BASE_DAMAGED_OR_LOST,sessions_beyond_40,40,0,0,,,
ENSEMBLE,holdout,BASE_INTACT,reaction_probability,3,109,87,0.397509578544,0.297820881226,0.493366858238
ENSEMBLE,holdout,BASE_INTACT,close_favorable_probability,0,110,87,0.590996168582,0.479789272031,0.695402298851
ENSEMBLE,holdout,BASE_INTACT,future_return_5,5,109,87,-0.00939375213897,-0.0253463359001,0.00742053556502
ENSEMBLE,holdout,BASE_INTACT,mae_5,5,109,87,-0.0524848188689,-0.0632584915563,-0.0429421084688
ENSEMBLE,holdout,BASE_INTACT,cross_probability_5,5,109,87,0.0862068965517,0.0287356321839,0.138074712644
ENSEMBLE,holdout,BASE_INTACT,sessions_beyond_5,5,109,87,0.402298850575,0.183908045977,0.632471264368
ENSEMBLE,holdout,BASE_INTACT,future_return_10,10,103,84,-0.00266507108813,-0.0223356447137,0.0169342102117
ENSEMBLE,holdout,BASE_INTACT,mae_10,10,103,84,-0.0676973076673,-0.0818513352391,-0.0576020954327
ENSEMBLE,holdout,BASE_INTACT,cross_probability_10,10,103,84,0.14880952381,0.0714285714286,0.220238095238
ENSEMBLE,holdout,BASE_INTACT,sessions_beyond_10,10,103,84,1.20833333333,0.648660714286,1.76785714286
ENSEMBLE,holdout,BASE_INTACT,future_return_20,20,95,79,-0.00629983901195,-0.0318784993061,0.0262771565376
ENSEMBLE,holdout,BASE_INTACT,mae_20,20,95,79,-0.092148595175,-0.109514876814,-0.076632599817
ENSEMBLE,holdout,BASE_INTACT,cross_probability_20,20,95,79,0.335443037975,0.23417721519,0.443037974684
ENSEMBLE,holdout,BASE_INTACT,sessions_beyond_20,20,95,79,3.05696202532,1.91107594937,4.28544303797
ENSEMBLE,holdout,BASE_INTACT,future_return_40,40,0,0,,,
ENSEMBLE,holdout,BASE_INTACT,mae_40,40,0,0,,,
ENSEMBLE,holdout,BASE_INTACT,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,BASE_INTACT,sessions_beyond_40,40,0,0,,,
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,reaction_probability,3,49,49,0.387755102041,0.264795918367,0.510204081633
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,close_favorable_probability,0,61,60,0.433333333333,0.316666666667,0.566666666667
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,future_return_5,5,47,47,-0.00164003085492,-0.0193117997197,0.0155316854447
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,mae_5,5,47,47,-0.0435298288562,-0.0539342774272,-0.0340867952754
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,cross_probability_5,5,47,47,0.0425531914894,0,0.106382978723
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,sessions_beyond_5,5,47,47,0.170212765957,0.0212765957447,0.36170212766
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,future_return_10,10,44,44,-0.00962847117027,-0.03042962505,0.0109478688485
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,mae_10,10,44,44,-0.0581044763077,-0.0703967842364,-0.0464980300248
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,cross_probability_10,10,44,44,0.0909090909091,0.0227272727273,0.181818181818
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,sessions_beyond_10,10,44,44,0.568181818182,0.203977272727,1.04545454545
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,future_return_20,20,32,32,-0.0185099778839,-0.0481870978886,0.0143736493928
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,mae_20,20,32,32,-0.0886824000512,-0.102903137027,-0.0730016207358
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,cross_probability_20,20,32,32,0.375,0.21875,0.5625
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,sessions_beyond_20,20,32,32,3.09375,1.778125,4.59453125
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,future_return_40,40,0,0,,,
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,mae_40,40,0,0,,,
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,BASE_DAMAGED_OR_LOST,sessions_beyond_40,40,0,0,,,
ENSEMBLE,validation,BASE_INTACT,reaction_probability,3,86,82,0.506097560976,0.414634146341,0.603658536585
ENSEMBLE,validation,BASE_INTACT,close_favorable_probability,0,88,83,0.650602409639,0.55421686747,0.746987951807
ENSEMBLE,validation,BASE_INTACT,future_return_5,5,86,82,0.0190631883608,0.00300847468865,0.0348001075295
ENSEMBLE,validation,BASE_INTACT,mae_5,5,86,82,-0.0370997949799,-0.0426924560914,-0.0322681478788
ENSEMBLE,validation,BASE_INTACT,cross_probability_5,5,86,82,0.0243902439024,0,0.0609756097561
ENSEMBLE,validation,BASE_INTACT,sessions_beyond_5,5,86,82,0.134146341463,0.0362804878049,0.243902439024
ENSEMBLE,validation,BASE_INTACT,future_return_10,10,84,80,0.0266499272499,0.00816314488984,0.0495024199409
ENSEMBLE,validation,BASE_INTACT,mae_10,10,84,80,-0.0523632963258,-0.0611041062644,-0.0449212549338
ENSEMBLE,validation,BASE_INTACT,cross_probability_10,10,84,80,0.0875,0.0375,0.1625
ENSEMBLE,validation,BASE_INTACT,sessions_beyond_10,10,84,80,0.525,0.2121875,0.9253125
ENSEMBLE,validation,BASE_INTACT,future_return_20,20,79,75,0.0257988107021,-0.000140856598415,0.0553165228958
ENSEMBLE,validation,BASE_INTACT,mae_20,20,79,75,-0.0676428275358,-0.080870472704,-0.0571186362463
ENSEMBLE,validation,BASE_INTACT,cross_probability_20,20,79,75,0.14,0.0733333333333,0.213333333333
ENSEMBLE,validation,BASE_INTACT,sessions_beyond_20,20,79,75,1.62666666667,0.779833333333,2.59383333333
ENSEMBLE,validation,BASE_INTACT,future_return_40,40,0,0,,,
ENSEMBLE,validation,BASE_INTACT,mae_40,40,0,0,,,
ENSEMBLE,validation,BASE_INTACT,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,BASE_INTACT,sessions_beyond_40,40,0,0,,,
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,reaction_probability,3,38,35,0.614285714286,0.471428571429,0.757142857143
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,close_favorable_probability,0,38,35,0.542857142857,0.385714285714,0.7
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,future_return_5,5,37,34,0.0228517061855,-0.00412209192888,0.0536073012338
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,mae_5,5,37,34,-0.0506678536014,-0.0621315695022,-0.039500542672
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,cross_probability_5,5,37,34,0.102941176471,0.0147058823529,0.205882352941
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,sessions_beyond_5,5,37,34,0.382352941176,0.0882352941176,0.794117647059
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,future_return_10,10,36,33,0.0587745315353,0.000933954558158,0.124612649441
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,mae_10,10,36,33,-0.0589002374597,-0.0757963918764,-0.0444292104031
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,cross_probability_10,10,36,33,0.136363636364,0.030303030303,0.257954545455
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,sessions_beyond_10,10,36,33,0.939393939394,0.242424242424,1.87954545455
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,future_return_20,20,31,28,0.103511326921,0.0243623550614,0.195964872622
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,mae_20,20,31,28,-0.0715884022642,-0.0918687895341,-0.0530020707248
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,cross_probability_20,20,31,28,0.196428571429,0.0714285714286,0.339285714286
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,sessions_beyond_20,20,31,28,2.5,0.816964285714,4.42946428571
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,future_return_40,40,0,0,,,
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,mae_40,40,0,0,,,
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,cross_probability_40,40,0,0,,,
UNIFORM,discovery,BASE_DAMAGED_OR_LOST,sessions_beyond_40,40,0,0,,,
UNIFORM,discovery,BASE_INTACT,reaction_probability,3,64,49,0.513605442177,0.384353741497,0.646258503401
UNIFORM,discovery,BASE_INTACT,close_favorable_probability,0,64,49,0.482993197279,0.340051020408,0.605442176871
UNIFORM,discovery,BASE_INTACT,future_return_5,5,64,49,0.0167879797494,-0.00270144010268,0.0404164478523
UNIFORM,discovery,BASE_INTACT,mae_5,5,64,49,-0.0549372555247,-0.063996976279,-0.0454664000012
UNIFORM,discovery,BASE_INTACT,cross_probability_5,5,64,49,0.239795918367,0.122448979592,0.367346938776
UNIFORM,discovery,BASE_INTACT,sessions_beyond_5,5,64,49,0.719387755102,0.326147959184,1.12270408163
UNIFORM,discovery,BASE_INTACT,future_return_10,10,62,47,0.0463956302605,0.023932430646,0.0697371256683
UNIFORM,discovery,BASE_INTACT,mae_10,10,62,47,-0.058780596928,-0.0702114401474,-0.0471520393376
UNIFORM,discovery,BASE_INTACT,cross_probability_10,10,62,47,0.228723404255,0.122340425532,0.356382978723
UNIFORM,discovery,BASE_INTACT,sessions_beyond_10,10,62,47,1.11170212766,0.477925531915,1.8142287234
UNIFORM,discovery,BASE_INTACT,future_return_20,20,60,47,0.0651637533705,0.0276220382789,0.103702227047
UNIFORM,discovery,BASE_INTACT,mae_20,20,60,47,-0.0674226625855,-0.0827724701485,-0.0540202545537
UNIFORM,discovery,BASE_INTACT,cross_probability_20,20,60,47,0.271276595745,0.159574468085,0.409574468085
UNIFORM,discovery,BASE_INTACT,sessions_beyond_20,20,60,47,2.17553191489,0.924734042553,3.58537234043
UNIFORM,discovery,BASE_INTACT,future_return_40,40,0,0,,,
UNIFORM,discovery,BASE_INTACT,mae_40,40,0,0,,,
UNIFORM,discovery,BASE_INTACT,cross_probability_40,40,0,0,,,
UNIFORM,discovery,BASE_INTACT,sessions_beyond_40,40,0,0,,,
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,reaction_probability,3,22,20,0.225,0.05,0.4
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,close_favorable_probability,0,22,20,0.425,0.249375,0.65
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,future_return_5,5,22,20,-0.0447516630646,-0.0689102570414,-0.0229084524003
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,mae_5,5,22,20,-0.0838067874017,-0.100076654646,-0.0667383254546
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,cross_probability_5,5,22,20,0.3,0.124375,0.475
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,sessions_beyond_5,5,22,20,1.05,0.5,1.7
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,future_return_10,10,21,19,-0.0338916444441,-0.0639617780426,-0.00718458166592
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,mae_10,10,21,19,-0.100598062831,-0.118543984397,-0.0809133210317
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,cross_probability_10,10,21,19,0.368421052632,0.131578947368,0.579605263158
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,sessions_beyond_10,10,21,19,2.28947368421,0.946052631579,3.55460526316
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,future_return_20,20,17,15,-0.0697540337851,-0.119231286285,-0.0144254471136
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,mae_20,20,17,15,-0.148174948746,-0.182298264786,-0.116774409321
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,cross_probability_20,20,17,15,0.6,0.366666666667,0.800833333333
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,sessions_beyond_20,20,17,15,6.7,4.0975,9.66666666667
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,future_return_40,40,0,0,,,
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,mae_40,40,0,0,,,
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,cross_probability_40,40,0,0,,,
UNIFORM,holdout,BASE_DAMAGED_OR_LOST,sessions_beyond_40,40,0,0,,,
UNIFORM,holdout,BASE_INTACT,reaction_probability,3,106,81,0.405349794239,0.308590534979,0.508333333333
UNIFORM,holdout,BASE_INTACT,close_favorable_probability,0,109,82,0.579268292683,0.477540650407,0.678861788618
UNIFORM,holdout,BASE_INTACT,future_return_5,5,105,80,-0.0112069808415,-0.0261542412078,0.00434282946334
UNIFORM,holdout,BASE_INTACT,mae_5,5,105,80,-0.0515824681958,-0.0616000858084,-0.0430264807891
UNIFORM,holdout,BASE_INTACT,cross_probability_5,5,105,80,0.0854166666667,0.03125,0.154166666667
UNIFORM,holdout,BASE_INTACT,sessions_beyond_5,5,105,80,0.333333333333,0.14375,0.55625
UNIFORM,holdout,BASE_INTACT,future_return_10,10,100,79,-0.00464723579214,-0.0245953900311,0.0141540264784
UNIFORM,holdout,BASE_INTACT,mae_10,10,100,79,-0.0664653020685,-0.079732365371,-0.0569633382686
UNIFORM,holdout,BASE_INTACT,cross_probability_10,10,100,79,0.181434599156,0.105485232068,0.26582278481
UNIFORM,holdout,BASE_INTACT,sessions_beyond_10,10,100,79,1.11392405063,0.607436708861,1.69667721519
UNIFORM,holdout,BASE_INTACT,future_return_20,20,93,75,-0.017124395245,-0.0398553696672,0.00308140291946
UNIFORM,holdout,BASE_INTACT,mae_20,20,93,75,-0.0917443191306,-0.106281793488,-0.0768252733107
UNIFORM,holdout,BASE_INTACT,cross_probability_20,20,93,75,0.304444444444,0.211111111111,0.402333333333
UNIFORM,holdout,BASE_INTACT,sessions_beyond_20,20,93,75,3.26888888889,2.115,4.59655555556
UNIFORM,holdout,BASE_INTACT,future_return_40,40,0,0,,,
UNIFORM,holdout,BASE_INTACT,mae_40,40,0,0,,,
UNIFORM,holdout,BASE_INTACT,cross_probability_40,40,0,0,,,
UNIFORM,holdout,BASE_INTACT,sessions_beyond_40,40,0,0,,,
UNIFORM,validation,BASE_DAMAGED_OR_LOST,reaction_probability,3,62,59,0.398305084746,0.271186440678,0.533898305085
UNIFORM,validation,BASE_DAMAGED_OR_LOST,close_favorable_probability,0,74,70,0.497619047619,0.383333333333,0.614285714286
UNIFORM,validation,BASE_DAMAGED_OR_LOST,future_return_5,5,59,56,-0.00247662199695,-0.0144665675989,0.0102409217101
UNIFORM,validation,BASE_DAMAGED_OR_LOST,mae_5,5,59,56,-0.0393733650856,-0.0475045767527,-0.0320184908074
UNIFORM,validation,BASE_DAMAGED_OR_LOST,cross_probability_5,5,59,56,0.0178571428571,0,0.0535714285714
UNIFORM,validation,BASE_DAMAGED_OR_LOST,sessions_beyond_5,5,59,56,0.142857142857,0.00892857142857,0.330357142857
UNIFORM,validation,BASE_DAMAGED_OR_LOST,future_return_10,10,56,54,-0.0127931615682,-0.0264977300331,0.00327157553003
UNIFORM,validation,BASE_DAMAGED_OR_LOST,mae_10,10,56,54,-0.0553852565734,-0.0644327417108,-0.045729809331
UNIFORM,validation,BASE_DAMAGED_OR_LOST,cross_probability_10,10,56,54,0.0555555555556,0,0.111111111111
UNIFORM,validation,BASE_DAMAGED_OR_LOST,sessions_beyond_10,10,56,54,0.555555555556,0.203703703704,1.00046296296
UNIFORM,validation,BASE_DAMAGED_OR_LOST,future_return_20,20,42,41,-0.0351130760778,-0.0552714072715,-0.0132691089378
UNIFORM,validation,BASE_DAMAGED_OR_LOST,mae_20,20,42,41,-0.0838594684053,-0.0988844789486,-0.0698532631817
UNIFORM,validation,BASE_DAMAGED_OR_LOST,cross_probability_20,20,42,41,0.30487804878,0.18262195122,0.439024390244
UNIFORM,validation,BASE_DAMAGED_OR_LOST,sessions_beyond_20,20,42,41,2.90243902439,1.53536585366,4.46341463415
UNIFORM,validation,BASE_DAMAGED_OR_LOST,future_return_40,40,0,0,,,
UNIFORM,validation,BASE_DAMAGED_OR_LOST,mae_40,40,0,0,,,
UNIFORM,validation,BASE_DAMAGED_OR_LOST,cross_probability_40,40,0,0,,,
UNIFORM,validation,BASE_DAMAGED_OR_LOST,sessions_beyond_40,40,0,0,,,
UNIFORM,validation,BASE_INTACT,reaction_probability,3,88,81,0.611111111111,0.506018518519,0.710030864198
UNIFORM,validation,BASE_INTACT,close_favorable_probability,0,90,83,0.566265060241,0.463855421687,0.656626506024
UNIFORM,validation,BASE_INTACT,future_return_5,5,88,81,0.0281187723554,0.0123899693753,0.0482473580729
UNIFORM,validation,BASE_INTACT,mae_5,5,88,81,-0.0312911198684,-0.036002306403,-0.0263313486052
UNIFORM,validation,BASE_INTACT,cross_probability_5,5,88,81,0,0,0
UNIFORM,validation,BASE_INTACT,sessions_beyond_5,5,88,81,0.0617283950617,0,0.135802469136
UNIFORM,validation,BASE_INTACT,future_return_10,10,86,79,0.039821729245,0.0161019254375,0.0653002756198
UNIFORM,validation,BASE_INTACT,mae_10,10,86,79,-0.044125859648,-0.050880665249,-0.0377148531099
UNIFORM,validation,BASE_INTACT,cross_probability_10,10,86,79,0.0443037974684,0.00632911392405,0.0949367088608
UNIFORM,validation,BASE_INTACT,sessions_beyond_10,10,86,79,0.360759493671,0.132753164557,0.626740506329
UNIFORM,validation,BASE_INTACT,future_return_20,20,79,72,0.0455555997861,0.018817023363,0.0741411804789
UNIFORM,validation,BASE_INTACT,mae_20,20,79,72,-0.0575760778569,-0.0658158524905,-0.048389249027
UNIFORM,validation,BASE_INTACT,cross_probability_20,20,79,72,0.152777777778,0.0833333333333,0.236284722222
UNIFORM,validation,BASE_INTACT,sessions_beyond_20,20,79,72,1.40972222222,0.721701388889,2.20850694444
UNIFORM,validation,BASE_INTACT,future_return_40,40,0,0,,,
UNIFORM,validation,BASE_INTACT,mae_40,40,0,0,,,
UNIFORM,validation,BASE_INTACT,cross_probability_40,40,0,0,,,
UNIFORM,validation,BASE_INTACT,sessions_beyond_40,40,0,0,,,
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,4,4,0.25,-0.5,1
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,4,4,0,-0.75,0.75
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,4,4,0.0329127596563,-0.0177782599904,0.0905159729984
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,4,4,-0.0468346065552,-0.0772577838489,-0.0164613052661
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,4,4,0.25,0,0.75
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,4,4,0.75,0,2.25
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,4,4,-0.012138792409,-0.134689876188,0.0657838036416
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,4,4,-0.0468346065552,-0.0792029480236,-0.00850853556062
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,4,4,0.25,0,0.75
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,4,4,0.75,0,2.25
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,3,3,-0.0768758519262,-0.245191714194,0.090386762135
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,3,3,-0.0654330968728,-0.0946362181746,-0.0230871688619
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,3,3,0.666666666667,0,1
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,3,3,2.33333333333,0,3.66666666667
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
ACTIVE_STICKY,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,9,9,0,-0.444444444444,0.444444444444
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,9,9,-0.111111111111,-0.555555555556,0.333333333333
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,9,9,-0.0031364312284,-0.0932415017495,0.0567407165421
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,9,9,-0.00568063535371,-0.0634063742251,0.0447729244011
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,9,9,0.222222222222,0,0.555555555556
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,9,9,0.666666666667,0.111111111111,1.44444444444
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_10,10,9,9,0.0149261932885,-0.0759383045796,0.107305482521
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_10,10,9,9,-0.00340088118877,-0.0706141365258,0.0570569873962
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_10,10,9,9,0,-0.444444444444,0.444444444444
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_10,10,9,9,1.22222222222,-0.888888888889,3.88888888889
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_20,20,5,5,-0.0802567415539,-0.234410467718,0.0590506644882
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_20,20,5,5,-0.0510722079424,-0.174767943726,0.0426807098612
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_20,20,5,5,0.2,-0.4,0.8
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_20,20,5,5,5.4,-3.2,13.805
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,future_return_40,40,0,0,,,
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,mae_40,40,0,0,,,
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_40,40,0,0,,,
ACTIVE_STICKY,validation,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,reaction_probability,3,8,7,0,-0.428571428571,0.428571428571
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,close_favorable_probability,0,8,7,-0.142857142857,-0.571428571429,0.285714285714
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,future_return_5,5,8,7,-0.0172743622628,-0.0752291954501,0.0626308546137
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,mae_5,5,8,7,-0.00468971148297,-0.0414543994549,0.0284534974868
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,cross_probability_5,5,8,7,0,-0.428571428571,0.428571428571
DISPOSITION,discovery,MATCHED_INTACT_MINUS_DAMAGED,sessions_beyond_5,5,8,7,1,-0.571428571429,3.14285714286
