split,ambiguity_category,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
validation,LEVEL_DISAGREEMENT,future_volume_ratio_10,10,28,27,1.17912237333,0.869509200246,1.52554739691
validation,LEVEL_DISAGREEMENT,future_return_20,20,28,27,0.00210016148546,-0.0528265265614,0.0577442198393
validation,LEVEL_DISAGREEMENT,mfe_20,20,28,27,0.133587341242,0.0807554791389,0.195291175347
validation,LEVEL_DISAGREEMENT,mae_20,20,28,27,-0.0835506850211,-0.107695679472,-0.060880924565
validation,LEVEL_DISAGREEMENT,future_volatility_20,20,28,27,0.0265712960525,0.0219300722558,0.0315519380348
validation,LEVEL_DISAGREEMENT,future_volume_ratio_20,20,28,27,1.23064621263,0.843187439798,1.85402144951
validation,MODEL_BASE_MISSING,model_base_level_spread,0,21,21,0.100244319034,0.032519539655,0.187056620666
validation,MODEL_BASE_MISSING,model_base_mass_cv,0,21,21,0.210140056908,0.123084095443,0.312940890385
validation,MODEL_BASE_MISSING,model_mode_count_range,0,33,33,1.15151515152,0.939393939394,1.36363636364
validation,MODEL_BASE_MISSING,future_chop_10,10,33,33,0.534090909091,0.484848484848,0.590909090909
validation,MODEL_BASE_MISSING,future_return_5,5,33,33,0.0230406031365,-0.00287482610229,0.052002669748
validation,MODEL_BASE_MISSING,mfe_5,5,33,33,0.0913629907294,0.0648170224705,0.116630883773
validation,MODEL_BASE_MISSING,mae_5,5,33,33,-0.0383078660343,-0.0500884702681,-0.0272586636264
validation,MODEL_BASE_MISSING,future_volatility_5,5,33,33,0.0318119838465,0.0258432753153,0.0383433042247
validation,MODEL_BASE_MISSING,future_volume_ratio_5,5,33,33,1.30670798834,1.07195854428,1.61944588786
validation,MODEL_BASE_MISSING,future_return_10,10,33,33,0.026222223958,-0.0124515587687,0.0768873714104
validation,MODEL_BASE_MISSING,mfe_10,10,33,33,0.127659982228,0.0889764236252,0.181563857545
validation,MODEL_BASE_MISSING,mae_10,10,33,33,-0.0605931660813,-0.0773480241945,-0.0447935544034
validation,MODEL_BASE_MISSING,future_volatility_10,10,33,33,0.0337053458831,0.0281822207302,0.0400935254187
validation,MODEL_BASE_MISSING,future_volume_ratio_10,10,33,33,1.25406995225,0.992615572686,1.50855769811
validation,MODEL_BASE_MISSING,future_return_20,20,33,33,-0.0270422592265,-0.078128573997,0.0274640937578
validation,MODEL_BASE_MISSING,mfe_20,20,33,33,0.155807145366,0.106100157841,0.218609593802
validation,MODEL_BASE_MISSING,mae_20,20,33,33,-0.104769875997,-0.141092766176,-0.0757189022925
validation,MODEL_BASE_MISSING,future_volatility_20,20,33,33,0.0336334948138,0.027184039246,0.0407696351798
validation,MODEL_BASE_MISSING,future_volume_ratio_20,20,33,33,1.07112889711,0.854474815093,1.29681221504
validation,MODE_COUNT_DISAGREEMENT,model_base_level_spread,0,34,32,0.00514935266456,0.00188518799484,0.00897312609259
validation,MODE_COUNT_DISAGREEMENT,model_base_mass_cv,0,34,32,0.181803309423,0.131783041143,0.231218930542
validation,MODE_COUNT_DISAGREEMENT,model_mode_count_range,0,34,32,1.625,1.34375,1.984375
validation,MODE_COUNT_DISAGREEMENT,future_chop_10,10,34,32,0.5390625,0.48037109375,0.59765625
validation,MODE_COUNT_DISAGREEMENT,future_return_5,5,34,32,0.0192603997588,-0.000993001948858,0.0389141866493
validation,MODE_COUNT_DISAGREEMENT,mfe_5,5,34,32,0.0724767804044,0.0538997521253,0.0918424639832
validation,MODE_COUNT_DISAGREEMENT,mae_5,5,34,32,-0.0280968603213,-0.0386219653092,-0.0181448682199
validation,MODE_COUNT_DISAGREEMENT,future_volatility_5,5,34,32,0.0198525828597,0.0163596704807,0.0240290834795
validation,MODE_COUNT_DISAGREEMENT,future_volume_ratio_5,5,34,32,1.26464932456,1.0092034754,1.56108341588
validation,MODE_COUNT_DISAGREEMENT,future_return_10,10,34,32,0.0197336014064,-0.00713700214519,0.0445559784375
validation,MODE_COUNT_DISAGREEMENT,mfe_10,10,34,32,0.0987487285764,0.0754727567037,0.126710667112
validation,MODE_COUNT_DISAGREEMENT,mae_10,10,34,32,-0.0454104376229,-0.0609607388417,-0.0296858176439
validation,MODE_COUNT_DISAGREEMENT,future_volatility_10,10,34,32,0.0225221129052,0.0196235778039,0.0253164567107
validation,MODE_COUNT_DISAGREEMENT,future_volume_ratio_10,10,34,32,1.33628140746,1.00737799024,1.78408408801
validation,MODE_COUNT_DISAGREEMENT,future_return_20,20,34,32,0.0199154290182,-0.0251441300668,0.0797899419853
validation,MODE_COUNT_DISAGREEMENT,mfe_20,20,34,32,0.135890976216,0.094415295738,0.189235366261
validation,MODE_COUNT_DISAGREEMENT,mae_20,20,34,32,-0.0635672530525,-0.0836684720705,-0.0446990652115
validation,MODE_COUNT_DISAGREEMENT,future_volatility_20,20,34,32,0.0249846532952,0.0210933536096,0.0291100907543
validation,MODE_COUNT_DISAGREEMENT,future_volume_ratio_20,20,34,32,1.1970064826,0.866412332876,1.56112368741
validation,NON_AMBIGUOUS,model_base_level_spread,0,1829,490,0.132171617487,0.117909679275,0.147099745008
validation,NON_AMBIGUOUS,model_base_mass_cv,0,1829,490,0.286098943623,0.27339199725,0.301613948928
validation,NON_AMBIGUOUS,model_mode_count_range,0,1840,490,1.2037414966,1.14710459184,1.25329081633
validation,NON_AMBIGUOUS,future_chop_10,10,1839,489,0.540473755965,0.53220592621,0.548525903204
validation,NON_AMBIGUOUS,future_return_5,5,1839,489,0.0324143248892,0.0296853664036,0.035253427823
validation,NON_AMBIGUOUS,mfe_5,5,1839,489,0.0815617102559,0.0781507420235,0.0849198403219
validation,NON_AMBIGUOUS,mae_5,5,1839,489,-0.0230898018086,-0.0244409439321,-0.0219185604091
validation,NON_AMBIGUOUS,future_volatility_5,5,1839,489,0.0212069504876,0.0204692053423,0.0220110976052
validation,NON_AMBIGUOUS,future_volume_ratio_5,5,1839,489,1.32000632909,1.28897378218,1.35474527369
validation,NON_AMBIGUOUS,future_return_10,10,1839,489,0.0461812377635,0.0426126286447,0.0506470457127
validation,NON_AMBIGUOUS,mfe_10,10,1839,489,0.117631802925,0.112919883653,0.122605819819
validation,NON_AMBIGUOUS,mae_10,10,1839,489,-0.0400003416254,-0.0419965736205,-0.0377260280066
validation,NON_AMBIGUOUS,future_volatility_10,10,1839,489,0.0248045483471,0.0241209029988,0.0254481250505
validation,NON_AMBIGUOUS,future_volume_ratio_10,10,1839,489,1.37636209654,1.33835935696,1.41754553434
validation,NON_AMBIGUOUS,future_return_20,20,1839,489,0.0231002968918,0.0189021072575,0.0277683840391
validation,NON_AMBIGUOUS,mfe_20,20,1839,489,0.146706525955,0.1410153169,0.153113853758
validation,NON_AMBIGUOUS,mae_20,20,1839,489,-0.0553115895991,-0.0578899071619,-0.0529658842158
validation,NON_AMBIGUOUS,future_volatility_20,20,1839,489,0.0260197390349,0.0252942082347,0.0266294408184
validation,NON_AMBIGUOUS,future_volume_ratio_20,20,1839,489,1.30630210566,1.26437430324,1.34394466226
validation,TRANSITIONAL_OR_UNRESOLVED,model_base_level_spread,0,4,3,0.0114334864361,0.000833333333333,0.0318004593084
validation,TRANSITIONAL_OR_UNRESOLVED,model_base_mass_cv,0,4,3,0.101748980805,0.0209346808894,0.194498860522
validation,TRANSITIONAL_OR_UNRESOLVED,model_mode_count_range,0,4,3,0,0,0
validation,TRANSITIONAL_OR_UNRESOLVED,future_chop_10,10,4,3,0.625,0.5,0.75
validation,TRANSITIONAL_OR_UNRESOLVED,future_return_5,5,4,3,0.0546749450619,0.00669217063201,0.121671446129
validation,TRANSITIONAL_OR_UNRESOLVED,mfe_5,5,4,3,0.0936406610961,0.0470233728121,0.18189266694
validation,TRANSITIONAL_OR_UNRESOLVED,mae_5,5,4,3,0.00237814835535,-0.00607902735562,0.0102417042196
validation,TRANSITIONAL_OR_UNRESOLVED,future_volatility_5,5,4,3,0.0123148967688,0.00933253242237,0.0144268806156
validation,TRANSITIONAL_OR_UNRESOLVED,future_volume_ratio_5,5,4,3,0.872812548109,0.756328529404,0.981598205489
validation,TRANSITIONAL_OR_UNRESOLVED,future_return_10,10,4,3,0.0277497756049,0.0158938309516,0.0475215075789
validation,TRANSITIONAL_OR_UNRESOLVED,mfe_10,10,4,3,0.0961171345978,0.0470233728121,0.18189266694
validation,TRANSITIONAL_OR_UNRESOLVED,mae_10,10,4,3,-0.00618191039685,-0.0198721308039,0.0102417042196
validation,TRANSITIONAL_OR_UNRESOLVED,future_volatility_10,10,4,3,0.0171446380931,0.0113861494787,0.0268359350331
validation,TRANSITIONAL_OR_UNRESOLVED,future_volume_ratio_10,10,4,3,0.768998179778,0.683264084491,0.844263457162
validation,TRANSITIONAL_OR_UNRESOLVED,future_return_20,20,4,3,0.0975883556693,0.00333298396394,0.161751155907
validation,TRANSITIONAL_OR_UNRESOLVED,mfe_20,20,4,3,0.138916805646,0.0470233728121,0.27611634576
validation,TRANSITIONAL_OR_UNRESOLVED,mae_20,20,4,3,-0.00675662304053,-0.0215962687349,0.0102417042196
validation,TRANSITIONAL_OR_UNRESOLVED,future_volatility_20,20,4,3,0.0192381284129,0.0122911548342,0.0324625333645
validation,TRANSITIONAL_OR_UNRESOLVED,future_volume_ratio_20,20,4,3,0.765061860445,0.680773709618,0.868807251923
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_chop_10,10,107,96,0.0334201388889,-0.014990234375,0.0755316840278
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_return_5,5,107,96,0.0229701706756,-0.00897099676468,0.0538785700657
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mfe_5,5,107,96,0.0324379560411,0.00130613040732,0.0646572669427
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mae_5,5,107,96,0.027143768008,0.00584529785076,0.0488216186094
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volatility_5,5,107,96,0.000614524227703,-0.00313801328635,0.00492125695081
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volume_ratio_5,5,107,96,0.210700462518,-0.00136463784255,0.44163620732
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_return_10,10,107,96,-0.0105155742468,-0.0383981338236,0.0150600434393
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mfe_10,10,107,96,0.0188261465199,-0.0172947359632,0.0555282015619
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mae_10,10,107,96,0.0160514545355,-0.00462600630275,0.0377732082876
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volatility_10,10,107,96,0.00216799981317,-0.00154528629743,0.00545829203754
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volume_ratio_10,10,107,96,0.101709311009,-0.151566438831,0.319153479883
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_return_20,20,106,95,-0.0390422903249,-0.0708136243137,-0.00938040309776
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mfe_20,20,106,95,-0.00641291778795,-0.0391301810867,0.029146854652
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mae_20,20,106,95,-0.0112155336642,-0.0297310964716,0.00860931271914
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volatility_20,20,106,95,0.000513034529688,-0.00210442725338,0.00312926599249
discovery,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volume_ratio_20,20,106,95,-0.0611681955302,-0.296977111099,0.175702677343
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_chop_10,10,81,74,-0.0385698198198,-0.0918074324324,0.0146537162162
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_return_5,5,81,74,-0.0169351304081,-0.0405047458853,0.00847421083514
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mfe_5,5,81,74,0.00196302854891,-0.0163975186405,0.0222312800539
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mae_5,5,81,74,-0.0166459011618,-0.0264706528187,-0.00446054200041
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volatility_5,5,81,74,0.00107494514603,-0.00348769761354,0.00599550998114
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volume_ratio_5,5,81,74,0.230048413342,-0.168617746863,0.762081242333
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_return_10,10,81,74,-0.0333838303986,-0.0731740876111,0.0186153591233
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mfe_10,10,81,74,0.000826895527766,-0.0328941471017,0.0467015607411
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mae_10,10,81,74,-0.0230430669423,-0.0388940558658,-0.00607991008443
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volatility_10,10,81,74,0.00134433610718,-0.00184292117054,0.00506197029848
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volume_ratio_10,10,81,74,0.176136778008,-0.319322669005,0.947645138106
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_return_20,20,81,74,-0.0762462956831,-0.151908912038,-0.00841897510605
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mfe_20,20,81,74,-0.0455521512288,-0.109006652733,0.0158768874106
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mae_20,20,81,74,-0.0276102959305,-0.0514506022643,-0.000743334539964
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volatility_20,20,81,74,0.000465105365105,-0.00227006944814,0.00323488188558
holdout,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volume_ratio_20,20,81,74,-0.0306560493726,-0.617406640838,0.753944982859
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_chop_10,10,99,93,0.0125448028674,-0.025543234767,0.0511088709677
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_return_5,5,99,93,-0.0264622101684,-0.0508295799346,-0.00517405596496
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mfe_5,5,99,93,-0.0102212815679,-0.0278395062221,0.0108940303919
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mae_5,5,99,93,-0.0109995528349,-0.0199117295201,-0.00230576999117
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volatility_5,5,99,93,0.000443963561855,-0.0040285856739,0.00482557888313
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volume_ratio_5,5,99,93,-0.0686902233626,-0.325368132068,0.160379578217
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_return_10,10,99,93,-0.0623182590315,-0.0999405820426,-0.0146063855303
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mfe_10,10,99,93,-0.0325004131726,-0.0698919140438,0.00296236597901
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mae_10,10,99,93,-0.0188320962477,-0.0322028232384,-0.00627575446708
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volatility_10,10,99,93,-0.000524340874411,-0.00436603365685,0.00289810809801
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volume_ratio_10,10,99,93,-0.178530318507,-0.446553257137,0.139615241629
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_return_20,20,99,93,-0.0486136274901,-0.102470663668,0.000998328971118
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mfe_20,20,99,93,-0.0374935377851,-0.0874277062006,0.00563025756031
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,mae_20,20,99,93,-0.030411114637,-0.0514915791453,-0.00983639931686
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volatility_20,20,99,93,-0.0017383736828,-0.00563745328983,0.00228019081723
validation,MATCHED_AMBIGUOUS_MINUS_NON_AMBIGUOUS,future_volume_ratio_20,20,99,93,-0.216055365008,-0.503741191676,0.0781313434661
