audit_id,sequence_id,cohort,market_view,symbol,source_symbol,trade_date,target_year,block_id,market_sequence_rank,relative_day,daily_raw_close,minute_raw_close,binary_close_equal,daily_close_integer_cents,minute_close_integer_cents,integer_cent_difference,raw_close_signed_difference,raw_close_absolute_difference,coordinate_scale,coordinate_close,mapped_minute_close,support_low10,support_low20,support_low40,primary_level_tested,primary_recovery_completion,primary_recovery_speed,primary_recovery_volume_intensity,corporate_action_count,rights_ratio,corporate_action_blocking,daily_snapshot_id,descriptor_available_at
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-12,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-12,2018,1,1,-5,3.02,3.0199999809265137,False,302,302,0,-1.9073486345888568e-08,1.9073486345888568e-08,0.31545741324921139,0.95268138801261848,0.9526813819957457,0.9369085173501579,0.88958990536277605,0.88958990536277605,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-12T15:30:00+08:00
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-13,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-13,2018,1,1,-4,3,3,True,300,300,0,0,0,0.31545741324921145,0.94637223974763429,0.9463722397476344,0.9369085173501579,0.88958990536277605,0.88958990536277605,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-13T15:30:00+08:00
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-14,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-14,2018,1,1,-3,2.9500000000000002,2.9500000476837158,False,295,295,0,4.7683715642676816e-08,4.7683715642676816e-08,0.31545741324921139,0.93059936908517371,0.93059938412735521,0.9369085173501579,0.88958990536277605,0.88958990536277605,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-14T15:30:00+08:00
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-15,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-15,2018,1,1,-2,2.9399999999999999,2.940000057220459,False,294,294,0,5.7220459037665705e-08,5.7220459037665705e-08,0.31545741324921139,0.92744479495268151,0.92744481300329951,0.92744479495268151,0.88958990536277605,0.88958990536277605,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-15T15:30:00+08:00
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-16,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-16,2018,1,1,-1,2.9500000000000002,2.9500000476837158,False,295,295,0,4.7683715642676816e-08,4.7683715642676816e-08,0.31545741324921139,0.93059936908517371,0.93059938412735521,0.92113564668769732,0.88958990536277605,0.88958990536277605,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-16T15:30:00+08:00
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-12,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-12,2018,1,2,-5,6.7800000000000002,6.7800002098083496,False,678,678,0,2.0980834936068504e-07,2.0980834936068504e-07,0.1317523056653491,0.89328063241106692,0.89328066005380069,0.8076416337285901,0.75230566534914356,0.75230566534914356,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-12T15:30:00+08:00
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-13,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-13,2018,1,2,-4,6.8300000000000001,6.8299999237060547,False,683,683,0,-7.6293945383554274e-08,7.6293945383554274e-08,0.1317523056653491,0.89986824769433438,0.89986823764243107,0.81949934123847146,0.75230566534914356,0.75230566534914356,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-13T15:30:00+08:00
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-14,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-14,2018,1,2,-3,6.5999999999999996,6.6100001335144043,False,660,661,1,0.010000133514404652,0.010000133514404652,0.13175230566534912,0.8695652173913041,0.87088275803878834,0.8260869565217388,0.75230566534914356,0.75230566534914356,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-14T15:30:00+08:00
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-15,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-15,2018,1,2,-2,6.5800000000000001,6.570000171661377,False,658,657,-1,-0.0099998283386231179,0.0099998283386231179,0.1317523056653491,0.8669301712779971,0.86561267083812576,0.83267457180500648,0.76548089591567847,0.75230566534914356,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-15T15:30:00+08:00
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-16,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-16,2018,1,2,-1,6.54,6.5500001907348633,False,654,655,1,0.010000190734863246,0.010000190734863246,0.1317523056653491,0.86166007905138309,0.86297762723779459,0.83267457180500648,0.77733860342555994,0.75230566534914356,False,,,,0,0,False,PITB-80B916173F29877FD683,2018-03-16T15:30:00+08:00
