trade_date,family,nav,cash,positions,industries,industry_hhi
2020-03-31,industry_consensus_q1_event,18243762.8112,0,6,2,0.512551330628
2020-04-01,industry_consensus_q1_event,17887282.4939,7653448.78936,4,1,1
2020-04-02,industry_consensus_q1_event,18027407.5361,7653448.78936,4,1,1
2020-04-03,industry_consensus_q1_event,18172955.6807,7653448.78936,4,1,1
2020-04-07,industry_consensus_q1_event,18582559.0448,7653448.78936,4,1,1
2020-04-08,industry_consensus_q1_event,18210977.2347,7653448.78936,4,1,1
2020-04-09,industry_consensus_q1_event,18734617.9188,0,6,1,1
2020-04-10,industry_consensus_q1_event,18424778.8468,0,6,1,1
2020-04-13,industry_consensus_q1_event,18547067.286,0,6,1,1
2020-04-14,industry_consensus_q1_event,18918973.9776,0,6,1,1
2020-04-15,industry_consensus_q1_event,18484690.7912,0,6,1,1
2020-04-16,industry_consensus_q1_event,18405916.5471,10234928.6194,4,1,1
2020-04-17,industry_consensus_q1_event,18198987.4521,10234928.6194,4,1,1
2020-04-20,industry_consensus_q1_event,18252028.7122,10234928.6194,4,1,1
2020-04-21,industry_consensus_q1_event,18209934.9748,10234928.6194,4,1,1
2020-04-22,industry_consensus_q1_event,18486259.1893,10234928.6194,4,1,1
2020-04-23,industry_consensus_q1_event,18474502.7706,1619202.38003,4,2,0.504381542598
2020-04-24,industry_consensus_q1_event,18634454.6932,1619202.38003,4,2,0.505044990361
2020-04-27,industry_consensus_q1_event,18431405.9491,1619202.38003,4,2,0.503001645866
2020-04-28,industry_consensus_q1_event,19058899.9454,1619202.38003,4,2,0.505251963447
2020-04-29,industry_consensus_q1_event,18341820.53,1619202.38003,4,2,0.506118740938
2020-04-30,industry_consensus_q1_event,18617773.6571,1619202.38003,4,2,0.50628223563
2020-05-06,industry_consensus_q1_event,18665022.2932,1619202.38003,4,2,0.505214342747
2020-05-07,industry_consensus_q1_event,19177581.7014,1619202.38003,4,2,0.5056369575
2020-05-08,industry_consensus_q1_event,19256255.4962,1619202.38003,4,2,0.504797359787
2020-05-11,industry_consensus_q1_event,19002766.0273,1619202.38003,4,2,0.505488093938
2020-05-12,industry_consensus_q1_event,19178808.6242,9363202.91157,2,1,1
2020-05-13,industry_consensus_q1_event,19662124.0867,9363202.91157,2,1,1
2020-05-14,industry_consensus_q1_event,19571338.1399,9363202.91157,2,1,1
2020-05-15,industry_consensus_q1_event,19441636.5854,9363202.91157,2,1,1
2020-05-18,industry_consensus_q1_event,19714644.567,9363202.91157,2,1,1
2020-05-19,industry_consensus_q1_event,19773395.5694,9363202.91157,2,1,1
2020-05-20,industry_consensus_q1_event,19722218.4934,9363202.91157,2,1,1
2020-05-21,industry_consensus_q1_event,19887426.2832,9363202.91157,2,1,1
2020-05-22,industry_consensus_q1_event,19454302.1805,9363202.91157,2,1,1
2020-05-25,industry_consensus_q1_event,19727294.6826,9363202.91157,2,1,1
2020-05-26,industry_consensus_q1_event,20033603.1122,9865536.47095,2,1,1
2020-05-27,industry_consensus_q1_event,20093742.558,9865536.47095,2,1,1
2020-05-28,industry_consensus_q1_event,20147905.3788,9865536.47095,2,1,1
2020-05-29,industry_consensus_q1_event,20295564.7864,9865536.47095,2,1,1
2020-06-01,industry_consensus_q1_event,20332448.0813,9865536.47095,2,1,1
2020-06-02,industry_consensus_q1_event,20104441.7594,9865536.47095,2,1,1
2020-06-03,industry_consensus_q1_event,20250128.1673,9865536.47095,2,1,1
2020-06-04,industry_consensus_q1_event,21101111.2038,9865536.47095,2,1,1
2020-06-05,industry_consensus_q1_event,20577846.4367,9865536.47095,2,1,1
2020-06-08,industry_consensus_q1_event,20189448.1361,9865536.47095,2,1,1
2020-06-09,industry_consensus_q1_event,20239903.6932,9865536.47095,2,1,1
2020-06-10,industry_consensus_q1_event,20172053.3585,9865536.47095,2,1,1
2020-06-11,industry_consensus_q1_event,19988764.7045,9865536.47095,2,1,1
2020-06-12,industry_consensus_q1_event,20092304.6555,9865536.47095,2,1,1
2020-06-15,industry_consensus_q1_event,19946140.7762,9865536.47095,2,1,1
2020-06-16,industry_consensus_q1_event,20166137.1034,9865536.47095,2,1,1
2020-06-17,industry_consensus_q1_event,19996656.7033,9865536.47095,2,1,1
2020-06-18,industry_consensus_q1_event,19945542.5649,9865536.47095,2,1,1
2020-06-19,industry_consensus_q1_event,20391511.8443,9865536.47095,2,1,1
2020-06-22,industry_consensus_q1_event,20848904.7646,9865536.47095,2,1,1
2020-06-23,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-06-24,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
