role,coordinate,block,index_symbol,n,baseline_adjusted_r2,full_adjusted_r2,increment,support_pass
reacquisition_bars,absolute,B,csi000300,210,0.019294900085624178,0.04193279876799838,0.022637898682374202,True
reacquisition_bars,absolute,B,csi000852,210,0.019294900085624178,0.028303452594222289,0.0090085525085981111,True
reacquisition_bars,absolute,B,csi000905,210,0.019294900085624178,0.038193110820669007,0.018898210735044829,True
reacquisition_bars,absolute,B,sh000001,210,0.019294900085624178,0.044998693285461688,0.02570379319983751,True
reacquisition_bars,absolute,B,sz399001,210,0.019294900085624178,0.040668928638733504,0.021374028553109325,True
reacquisition_bars,absolute,B,sz399006,210,0.019294900085624178,0.03285372068194603,0.013558820596321852,True
reacquisition_bars,pit,A,csi000300,46,0.039634930959015602,0.011729932190761461,-0.027904998768254141,False
reacquisition_bars,pit,A,csi000852,46,0.039634930959015602,0.0087879780942450303,-0.030846952864770572,False
reacquisition_bars,pit,A,csi000905,46,0.039634930959015602,0.010591559080629032,-0.02904337187838657,False
reacquisition_bars,pit,A,sh000001,46,0.039634930959015602,0.0074752047402704136,-0.032159726218745188,False
reacquisition_bars,pit,A,sz399001,46,0.039634930959015602,0.007272029165976801,-0.032362901793038801,False
reacquisition_bars,pit,A,sz399006,46,0.039634930959015602,0.010037690896742668,-0.029597240062272934,False
reacquisition_bars,pit,B,csi000300,210,0.019294900085624178,0.037520456710158578,0.0182255566245344,True
reacquisition_bars,pit,B,csi000852,210,0.019294900085624178,0.026110358418577895,0.0068154583329537166,True
reacquisition_bars,pit,B,csi000905,210,0.019294900085624178,0.040443916112699374,0.021149016027075196,True
reacquisition_bars,pit,B,sh000001,210,0.019294900085624178,0.046201102549879858,0.02690620246425568,True
reacquisition_bars,pit,B,sz399001,210,0.019294900085624178,0.041418442826147039,0.022123542740522861,True
reacquisition_bars,pit,B,sz399006,210,0.019294900085624178,0.036467571934840959,0.017172671849216781,True
reacquisition_bars,relative,A,csi000300,171,0.033265017936572328,0.030839701898249361,-0.0024253160383229666,True
reacquisition_bars,relative,A,csi000852,171,0.033265017936572328,0.03171708795382111,-0.0015479299827512172,True
reacquisition_bars,relative,A,csi000905,171,0.033265017936572328,0.023393919496046411,-0.0098710984405259161,True
reacquisition_bars,relative,A,sh000001,171,0.033265017936572328,0.022348253347108105,-0.010916764589464223,True
reacquisition_bars,relative,A,sz399001,171,0.033265017936572328,0.034253327412059886,0.00098830947548755876,True
reacquisition_bars,relative,A,sz399006,171,0.033265017936572328,0.025969433502537886,-0.0072955844340344411,True
reacquisition_bars,relative,B,csi000300,210,0.019294900085624178,0.016013856424247908,-0.0032810436613762706,True
reacquisition_bars,relative,B,csi000852,210,0.019294900085624178,0.024639472636227677,0.0053445725506034991,True
reacquisition_bars,relative,B,csi000905,210,0.019294900085624178,0.026073694524191615,0.006778794438567437,True
