audit_type,channel,scope,scope_value,market_view,denominator,coordinate,horizon,n,partial_rho,low_n,high_n,tail_residual_gap
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:ALL_STATUS,ALL_A,ALL_STATUS,absolute,5,829,-0.3664452582415651,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:ALL_STATUS,ALL_A,ALL_STATUS,pit,1,829,-0.42277675641846268,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:ALL_STATUS,ALL_A,ALL_STATUS,pit,3,829,-0.38953125679790801,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:ALL_STATUS,ALL_A,ALL_STATUS,pit,5,829,-0.3751241473232626,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:NON_ST,ALL_A,NON_ST,absolute,1,829,-0.42569507099260018,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:NON_ST,ALL_A,NON_ST,absolute,3,829,-0.38453867162309779,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:NON_ST,ALL_A,NON_ST,absolute,5,829,-0.36936799401738185,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,1,829,-0.4282671089197877,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,3,829,-0.39097134120247207,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,5,829,-0.37724316600332258,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,absolute,1,826,-0.27520799652339667,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,absolute,3,826,-0.29186523303474993,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,absolute,5,826,-0.29874917991787059,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,1,826,-0.27236906344570627,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,3,826,-0.29521204754549507,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,5,826,-0.30233137391945991,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,absolute,1,827,-0.27242036059193675,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,absolute,3,827,-0.28662315691947177,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,absolute,5,827,-0.29332388039120111,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,1,827,-0.26829885533164927,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,3,827,-0.28886710151904388,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,5,827,-0.29610045473899232,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,absolute,1,829,-0.38028382173905462,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,absolute,3,829,-0.34746686789756742,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,absolute,5,829,-0.33159430162970338,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,pit,1,829,-0.38942815030120881,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,pit,3,829,-0.35708990679352537,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,pit,5,829,-0.33821375643569546,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:NON_ST,SH_A,NON_ST,absolute,1,829,-0.38490830492648476,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:NON_ST,SH_A,NON_ST,absolute,3,829,-0.35160216421664076,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:NON_ST,SH_A,NON_ST,absolute,5,829,-0.3346980483330117,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:NON_ST,SH_A,NON_ST,pit,1,829,-0.39316831735929575,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:NON_ST,SH_A,NON_ST,pit,3,829,-0.36017319632776923,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SH_A:NON_ST,SH_A,NON_ST,pit,5,829,-0.34103950445557302,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,absolute,1,829,-0.3789045683540701,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,absolute,3,829,-0.34661259338156308,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,absolute,5,829,-0.33341458898481291,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,pit,1,829,-0.38236538380965857,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,pit,3,829,-0.35307871905252891,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,pit,5,829,-0.34198643188984168,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:NON_ST,SZ_A,NON_ST,absolute,1,829,-0.38400632486732428,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:NON_ST,SZ_A,NON_ST,absolute,3,829,-0.34871414988305627,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:NON_ST,SZ_A,NON_ST,absolute,5,829,-0.33553076859410008,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:NON_ST,SZ_A,NON_ST,pit,1,829,-0.38506253329341728,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:NON_ST,SZ_A,NON_ST,pit,3,829,-0.3543375505310164,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,cell,SZ_A:NON_ST,SZ_A,NON_ST,pit,5,829,-0.34339031282482074,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2020,ALL_A,ALL_STATUS,pit,3,722,-0.40602715463732836,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2020,ALL_A,NON_ST,pit,3,722,-0.4088863927335028,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2020,CHINEXT_BOARD,ALL_STATUS,pit,3,719,-0.31259161191196605,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2020,CHINEXT_BOARD,NON_ST,pit,3,720,-0.30587769544162241,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2020,SH_A,ALL_STATUS,pit,3,722,-0.39049977798674401,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2020,SH_A,NON_ST,pit,3,722,-0.3936124628891064,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2020,SZ_A,ALL_STATUS,pit,3,722,-0.3646173039942962,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2020,SZ_A,NON_ST,pit,3,722,-0.36849784248544898,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2021,ALL_A,ALL_STATUS,pit,3,586,-0.44053545583353976,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2021,ALL_A,NON_ST,pit,3,586,-0.44060773108710682,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2021,CHINEXT_BOARD,ALL_STATUS,pit,3,586,-0.32857622167749762,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2021,CHINEXT_BOARD,NON_ST,pit,3,586,-0.3222105287510561,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2021,SH_A,ALL_STATUS,pit,3,586,-0.38305650919307871,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2021,SH_A,NON_ST,pit,3,586,-0.38514859925059475,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2021,SZ_A,ALL_STATUS,pit,3,586,-0.41469167422636394,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2021,SZ_A,NON_ST,pit,3,586,-0.4116249769597557,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2022,ALL_A,ALL_STATUS,pit,3,587,-0.42613666914053289,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2022,ALL_A,NON_ST,pit,3,587,-0.42534392766468404,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2022,CHINEXT_BOARD,ALL_STATUS,pit,3,584,-0.29473419105755572,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2022,CHINEXT_BOARD,NON_ST,pit,3,585,-0.28724223113253355,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2022,SH_A,ALL_STATUS,pit,3,587,-0.40608343812624947,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2022,SH_A,NON_ST,pit,3,587,-0.41251312045887872,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2022,SZ_A,ALL_STATUS,pit,3,587,-0.36400676504368085,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2022,SZ_A,NON_ST,pit,3,587,-0.36152214524199061,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2023,ALL_A,ALL_STATUS,pit,3,592,-0.2884259094449993,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2023,ALL_A,NON_ST,pit,3,592,-0.2915648468497809,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2023,CHINEXT_BOARD,ALL_STATUS,pit,3,589,-0.23219511480653149,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2023,CHINEXT_BOARD,NON_ST,pit,3,590,-0.22826601244484671,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2023,SH_A,ALL_STATUS,pit,3,592,-0.2595357641928876,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2023,SH_A,NON_ST,pit,3,592,-0.2608986310024759,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2023,SZ_A,ALL_STATUS,pit,3,592,-0.26697557179455933,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,leave_one_year_out,2023,SZ_A,NON_ST,pit,3,592,-0.27302017623248825,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,ALL_A,ALL_STATUS,pit,3,276,-0.38199352092690997,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,ALL_A,ALL_STATUS,pit,5,166,-0.32738423363928232,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,ALL_A,NON_ST,pit,3,276,-0.38098952627973659,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,ALL_A,NON_ST,pit,5,166,-0.33173940795453172,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,CHINEXT_BOARD,ALL_STATUS,pit,3,275,-0.32349538205096134,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,CHINEXT_BOARD,ALL_STATUS,pit,5,166,-0.32374515383462188,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,CHINEXT_BOARD,NON_ST,pit,3,275,-0.31829141983256654,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,CHINEXT_BOARD,NON_ST,pit,5,166,-0.31771196814039321,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,SH_A,ALL_STATUS,pit,3,276,-0.33359810459732248,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,SH_A,ALL_STATUS,pit,5,166,-0.31517373171685753,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,SH_A,NON_ST,pit,3,276,-0.33670843991771759,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,SH_A,NON_ST,pit,5,166,-0.32334273798293012,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,SZ_A,ALL_STATUS,pit,3,276,-0.31556031398547318,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,SZ_A,ALL_STATUS,pit,5,166,-0.32209588701710928,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,SZ_A,NON_ST,pit,3,276,-0.31884813082756969,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,0,SZ_A,NON_ST,pit,5,166,-0.31936665510070861,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,ALL_A,ALL_STATUS,pit,3,277,-0.40511230260718495,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,ALL_A,ALL_STATUS,pit,5,166,-0.4775614532437305,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,ALL_A,NON_ST,pit,3,277,-0.41018097552715033,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,ALL_A,NON_ST,pit,5,166,-0.48604334520108733,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,CHINEXT_BOARD,ALL_STATUS,pit,3,277,-0.17689983545649371,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,CHINEXT_BOARD,ALL_STATUS,pit,5,164,-0.37332417457519418,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,CHINEXT_BOARD,NON_ST,pit,3,277,-0.17055519174239353,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,CHINEXT_BOARD,NON_ST,pit,5,165,-0.35346190908114533,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,SH_A,ALL_STATUS,pit,3,277,-0.3742983076912933,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,SH_A,ALL_STATUS,pit,5,166,-0.47460947356806094,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,SH_A,NON_ST,pit,3,277,-0.38111663048077965,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,SH_A,NON_ST,pit,5,166,-0.47769741245109021,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,SZ_A,ALL_STATUS,pit,3,277,-0.36870396774713476,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,SZ_A,ALL_STATUS,pit,5,166,-0.41587105758783965,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,SZ_A,NON_ST,pit,3,277,-0.36261832485928014,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,1,SZ_A,NON_ST,pit,5,166,-0.41630036949622046,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,ALL_A,ALL_STATUS,pit,3,276,-0.36191659774025048,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,ALL_A,ALL_STATUS,pit,5,165,-0.29904685723390639,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,ALL_A,NON_ST,pit,3,276,-0.36257561141761763,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,ALL_A,NON_ST,pit,5,165,-0.30594748905881181,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,CHINEXT_BOARD,ALL_STATUS,pit,3,274,-0.36802483669070646,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,CHINEXT_BOARD,ALL_STATUS,pit,5,164,-0.23510242631740538,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,CHINEXT_BOARD,NON_ST,pit,3,275,-0.36044102614465945,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,CHINEXT_BOARD,NON_ST,pit,5,164,-0.23477590585170507,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,SH_A,ALL_STATUS,pit,3,276,-0.36144600575390529,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,SH_A,ALL_STATUS,pit,5,165,-0.29181471973737549,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,SH_A,NON_ST,pit,3,276,-0.3631072444016345,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,SH_A,NON_ST,pit,5,165,-0.30081520929554006,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,SZ_A,ALL_STATUS,pit,3,276,-0.36314604078204071,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,SZ_A,ALL_STATUS,pit,5,165,-0.24088806563618298,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,SZ_A,NON_ST,pit,3,276,-0.36861052574807507,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,2,SZ_A,NON_ST,pit,5,165,-0.24146280923508734,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,3,ALL_A,ALL_STATUS,pit,5,166,-0.33821509233266916,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,3,ALL_A,NON_ST,pit,5,166,-0.32972662954395993,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,3,CHINEXT_BOARD,ALL_STATUS,pit,5,166,-0.24056106042596065,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,3,CHINEXT_BOARD,NON_ST,pit,5,166,-0.23733645687029353,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,3,SH_A,ALL_STATUS,pit,5,166,-0.25925170674835418,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,3,SH_A,NON_ST,pit,5,166,-0.26090772740394547,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,3,SZ_A,ALL_STATUS,pit,5,166,-0.31454061475380701,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,3,SZ_A,NON_ST,pit,5,166,-0.31021342539563729,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,4,ALL_A,ALL_STATUS,pit,5,166,-0.395105173408758,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,4,ALL_A,NON_ST,pit,5,166,-0.4066387847234057,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,4,CHINEXT_BOARD,ALL_STATUS,pit,5,166,-0.30438983944819176,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,4,CHINEXT_BOARD,NON_ST,pit,5,166,-0.29361095201319443,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,4,SH_A,ALL_STATUS,pit,5,166,-0.32145993340104584,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,4,SH_A,NON_ST,pit,5,166,-0.3212863098662051,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,4,SZ_A,ALL_STATUS,pit,5,166,-0.38828447913318132,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,phase,4,SZ_A,NON_ST,pit,5,166,-0.39299723898918221,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2020,ALL_A,ALL_STATUS,pit,3,107,-0.3130660016277072,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2020,ALL_A,NON_ST,pit,3,107,-0.3040669250066152,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2020,CHINEXT_BOARD,ALL_STATUS,pit,3,107,-0.09793551427267605,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2020,CHINEXT_BOARD,NON_ST,pit,3,107,-0.093690388535472249,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2020,SH_A,ALL_STATUS,pit,3,107,-0.1545808363418523,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2020,SH_A,NON_ST,pit,3,107,-0.16484233000387408,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2020,SZ_A,ALL_STATUS,pit,3,107,-0.30925273915703577,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2020,SZ_A,NON_ST,pit,3,107,-0.29085046704917955,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2021,ALL_A,ALL_STATUS,pit,3,243,-0.25321925719227495,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2021,ALL_A,NON_ST,pit,3,243,-0.25827789959437747,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2021,CHINEXT_BOARD,ALL_STATUS,pit,3,240,-0.14651457441053978,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2021,CHINEXT_BOARD,NON_ST,pit,3,241,-0.13576539479268934,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2021,SH_A,ALL_STATUS,pit,3,243,-0.32237788920616955,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2021,SH_A,NON_ST,pit,3,243,-0.32937289769182138,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2021,SZ_A,ALL_STATUS,pit,3,243,-0.16657767083239322,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2021,SZ_A,NON_ST,pit,3,243,-0.18297238649673811,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2022,ALL_A,ALL_STATUS,pit,3,242,-0.37784671210389692,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2022,ALL_A,NON_ST,pit,3,242,-0.38982738482643559,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2022,CHINEXT_BOARD,ALL_STATUS,pit,3,242,-0.29377259108332193,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2022,CHINEXT_BOARD,NON_ST,pit,3,242,-0.29372069894579078,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2022,SH_A,ALL_STATUS,pit,3,242,-0.31283338079926221,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2022,SH_A,NON_ST,pit,3,242,-0.31676168854224013,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2022,SZ_A,ALL_STATUS,pit,3,242,-0.35750934242094895,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2022,SZ_A,NON_ST,pit,3,242,-0.37232747542163014,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2023,ALL_A,ALL_STATUS,pit,3,237,-0.5726496445586019,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2023,ALL_A,NON_ST,pit,3,237,-0.56866767362269832,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2023,CHINEXT_BOARD,ALL_STATUS,pit,3,237,-0.43519660713515496,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2023,CHINEXT_BOARD,NON_ST,pit,3,237,-0.42671010302798879,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2023,SH_A,ALL_STATUS,pit,3,237,-0.5685649385743281,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2023,SH_A,NON_ST,pit,3,237,-0.57248894889869328,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2023,SZ_A,ALL_STATUS,pit,3,237,-0.50229624340124124,,,
partial_rank,REJECTED_CROSSER_DOWNSIDE,year,2023,SZ_A,NON_ST,pit,3,237,-0.49288173807824393,,,
partial_rank,REJECTED_MINUS_ACCEPTED,block,A,ALL_A,ALL_STATUS,pit,3,107,-0.12153371157885658,,,
partial_rank,REJECTED_MINUS_ACCEPTED,block,A,ALL_A,NON_ST,pit,3,107,-0.11772351210665122,,,
partial_rank,REJECTED_MINUS_ACCEPTED,block,A,CHINEXT_BOARD,ALL_STATUS,pit,3,107,0.19184299039779176,,,
