trade_date,market_view,denominator,event_year,cal_idx,horizon,anchor_count,analysis_count,retention,supported,raw_rho,partial_rho,target_rank_r2,low_n,high_n,controlled_tail_gap
2019-12-17,ALL_A,ALL_STATUS,2019,476,3,1564,1558,0.99616368286445012,True,-0.20133893688426224,0.032943933828667803,0.57675460001372092,312,312,0.00015969825830077769
2019-12-17,ALL_A,ALL_STATUS,2019,476,5,1564,1558,0.99616368286445012,True,-0.16830182387894016,-0.019449212872550185,0.57675460001372092,312,312,0.00016048951047659249
2019-12-17,CHINEXT_BOARD,ALL_STATUS,2019,476,1,335,333,0.99402985074626871,True,-0.19864086401694367,0.11247835346454088,0.60026983393079569,67,67,0.00098358619137877789
2019-12-17,CHINEXT_BOARD,ALL_STATUS,2019,476,3,335,333,0.99402985074626871,True,-0.19818276032009596,0.069428747962335099,0.60026983393079569,67,67,-0.0011489782441177752
2019-12-17,CHINEXT_BOARD,ALL_STATUS,2019,476,5,335,333,0.99402985074626871,True,-0.21900346937333162,-0.091666353756347699,0.60026983393079569,67,67,-0.0036324739560402164
2019-12-17,SH_A,ALL_STATUS,2019,476,1,651,648,0.99539170506912444,True,-0.17192394542211725,0.085675374325459061,0.58443430554589337,130,130,0.0018191977225066247
2019-12-17,SH_A,ALL_STATUS,2019,476,3,651,648,0.99539170506912444,True,-0.19897218687514584,0.0044241594877513562,0.58443430554589337,130,130,0.00076427517506336877
2019-12-17,SH_A,ALL_STATUS,2019,476,5,651,648,0.99539170506912444,True,-0.16567672001218636,0.018061582417813474,0.58443430554589337,130,130,0.0027298924666547177
2019-12-17,SZ_A,ALL_STATUS,2019,476,1,913,910,0.99671412924424974,True,-0.23583812964275899,0.089337333604442876,0.57778424178625887,182,182,0.0011507843213339275
2019-12-17,SZ_A,ALL_STATUS,2019,476,3,913,910,0.99671412924424974,True,-0.20613370612900558,0.053073457259249723,0.57778424178625887,182,182,-0.00010752329101980043
2019-12-17,SZ_A,ALL_STATUS,2019,476,5,913,910,0.99671412924424974,True,-0.17396605900948109,-0.04125048915730218,0.57778424178625887,182,182,-0.0014895922181592646
2019-12-17,ALL_A,NON_ST,2019,476,1,1542,1537,0.99675745784695202,True,-0.20654926216848249,0.092517549366467694,0.57428766784331431,307,307,0.0014762267840260142
2019-12-17,ALL_A,NON_ST,2019,476,3,1542,1537,0.99675745784695202,True,-0.19532460748296451,0.037977871023313819,0.57428766784331431,307,307,0.00031746528359519915
2019-12-17,ALL_A,NON_ST,2019,476,5,1542,1537,0.99675745784695202,True,-0.16569998692885654,-0.015546408402371101,0.57428766784331431,307,307,0.00038071289397511259
2019-12-17,CHINEXT_BOARD,NON_ST,2019,476,1,335,333,0.99402985074626871,True,-0.19864086401694367,0.11247835346454088,0.60026983393079569,67,67,0.00098358619137877789
2019-12-17,CHINEXT_BOARD,NON_ST,2019,476,3,335,333,0.99402985074626871,True,-0.19818276032009596,0.069428747962335099,0.60026983393079569,67,67,-0.0011489782441177752
2019-12-17,CHINEXT_BOARD,NON_ST,2019,476,5,335,333,0.99402985074626871,True,-0.21900346937333162,-0.091666353756347699,0.60026983393079569,67,67,-0.0036324739560402164
2019-12-17,SH_A,NON_ST,2019,476,1,642,639,0.99532710280373837,True,-0.16781657082379794,0.089972199990432017,0.58538843430614884,128,128,0.0017070845575849248
2019-12-17,SH_A,NON_ST,2019,476,3,642,639,0.99532710280373837,True,-0.18856095099014791,0.011496192806519171,0.58538843430614884,128,128,0.00091841086537722315
2019-12-17,SH_A,NON_ST,2019,476,5,642,639,0.99532710280373837,True,-0.16032227435862517,0.026832823395420351,0.58538843430614884,128,128,0.0030599641081078292
2019-12-17,SZ_A,NON_ST,2019,476,1,900,898,0.99777777777777776,True,-0.2323699223733863,0.092529011260869556,0.57206064358464404,180,180,0.0014700757342225479
2019-12-17,SZ_A,NON_ST,2019,476,3,900,898,0.99777777777777776,True,-0.20291614799069674,0.055997241258208555,0.57206064358464404,180,180,0.00028888146585734223
2019-12-17,SZ_A,NON_ST,2019,476,5,900,898,0.99777777777777776,True,-0.1731467341554821,-0.040594436928420699,0.57206064358464404,180,180,-0.0011892589632030207
2019-12-18,ALL_A,ALL_STATUS,2019,477,1,1236,1228,0.99352750809061485,True,-0.40859008907421729,0.050369923338377476,0.704138216751937,246,246,-0.000613020446555145
2019-12-18,ALL_A,ALL_STATUS,2019,477,3,1236,1228,0.99352750809061485,True,-0.268077105932439,0.031990715192826945,0.704138216751937,246,246,0.00053439184768052132
2019-12-18,ALL_A,ALL_STATUS,2019,477,5,1236,1228,0.99352750809061485,True,-0.27799940101505816,0.043046744760598624,0.704138216751937,246,246,0.00016001652884184425
2019-12-18,CHINEXT_BOARD,ALL_STATUS,2019,477,1,293,290,0.98976109215017061,True,-0.33202996180172478,0.13655686289290878,0.74687018423620544,58,58,0.002188011288055792
2019-12-18,CHINEXT_BOARD,ALL_STATUS,2019,477,3,293,290,0.98976109215017061,True,-0.31473835859795518,-0.072866718901385422,0.74687018423620544,58,58,-0.0033266984054236282
2019-12-18,CHINEXT_BOARD,ALL_STATUS,2019,477,5,293,290,0.98976109215017061,True,-0.29863909027328828,-0.02935552413015308,0.74687018423620544,58,58,-0.0040897681588082536
2019-12-18,SH_A,ALL_STATUS,2019,477,1,496,494,0.99596774193548387,True,-0.42905113796157696,0.06447962050578547,0.68822570123612947,99,99,-0.000296550453974753
2019-12-18,SH_A,ALL_STATUS,2019,477,3,496,494,0.99596774193548387,True,-0.25263498172168086,0.076866305245270036,0.68822570123612947,99,99,0.001658651385164633
2019-12-18,SH_A,ALL_STATUS,2019,477,5,496,494,0.99596774193548387,True,-0.25723109613734324,0.096616625430539796,0.68822570123612947,99,99,0.0022290598714133575
2019-12-18,SZ_A,ALL_STATUS,2019,477,1,740,734,0.99189189189189186,True,-0.39239591628982012,0.051984498689596197,0.71126240964830223,147,147,0.00022283524271144936
2019-12-18,SZ_A,ALL_STATUS,2019,477,3,740,734,0.99189189189189186,True,-0.27042764901254368,0.0076857962131308185,0.71126240964830223,147,147,0.0020764950746457751
2019-12-18,SZ_A,ALL_STATUS,2019,477,5,740,734,0.99189189189189186,True,-0.28274125618739088,0.011619525101376191,0.71126240964830223,147,147,0.0014327988238684261
2019-12-18,ALL_A,NON_ST,2019,477,1,1210,1204,0.99504132231404963,True,-0.40683215152645213,0.060900767638529765,0.70725373096065203,241,241,-0.00061715434489600127
2019-12-18,ALL_A,NON_ST,2019,477,3,1210,1204,0.99504132231404963,True,-0.27870646512030206,0.034956192535900044,0.70725373096065203,241,241,0.00053757778800058733
2019-12-18,ALL_A,NON_ST,2019,477,5,1210,1204,0.99504132231404963,True,-0.28979227121528522,0.047080337316191295,0.70725373096065203,241,241,0.00012879601070094244
2019-12-18,CHINEXT_BOARD,NON_ST,2019,477,1,293,290,0.98976109215017061,True,-0.33202996180172478,0.13655686289290878,0.74687018423620544,58,58,0.002188011288055792
2019-12-18,CHINEXT_BOARD,NON_ST,2019,477,3,293,290,0.98976109215017061,True,-0.31473835859795518,-0.072866718901385422,0.74687018423620544,58,58,-0.0033266984054236282
2019-12-18,CHINEXT_BOARD,NON_ST,2019,477,5,293,290,0.98976109215017061,True,-0.29863909027328828,-0.02935552413015308,0.74687018423620544,58,58,-0.0040897681588082536
2019-12-18,SH_A,NON_ST,2019,477,1,489,487,0.99591002044989774,True,-0.42708585799655996,0.077006396672170588,0.68500801314034121,97,97,-0.00079640784763827257
2019-12-18,SH_A,NON_ST,2019,477,3,489,487,0.99591002044989774,True,-0.26580595788269334,0.078919379185486388,0.68500801314034121,97,97,0.0013598760719346378
2019-12-18,SH_A,NON_ST,2019,477,5,489,487,0.99591002044989774,True,-0.27187362460275705,0.098878989563589564,0.68500801314034121,97,97,0.0020143525384480809
2019-12-18,SZ_A,NON_ST,2019,477,1,721,717,0.99445214979195562,True,-0.39001481399118648,0.062632225907160777,0.71828780527940561,143,143,0.00021765042761719188
2019-12-18,SZ_A,NON_ST,2019,477,3,721,717,0.99445214979195562,True,-0.2786285365275819,0.010824536947050295,0.71828780527940561,143,143,0.00199272412584064
2019-12-18,SZ_A,NON_ST,2019,477,5,721,717,0.99445214979195562,True,-0.29173520227164473,0.015277029799656578,0.71828780527940561,143,143,0.0012428987278774335
2019-12-19,ALL_A,ALL_STATUS,2019,478,1,977,972,0.99488229273285567,True,-0.27080964803004598,0.05522805554458312,0.62416895251890847,194,194,0.0011648174507622663
2019-12-19,ALL_A,ALL_STATUS,2019,478,3,977,972,0.99488229273285567,True,-0.25317298759880663,0.054434264912018096,0.62416895251890847,194,194,0.0013221874501613334
2019-12-19,ALL_A,ALL_STATUS,2019,478,5,977,972,0.99488229273285567,True,-0.26213608157245677,0.057593089149417021,0.62416895251890847,194,194,0.0024249463174874294
2019-12-19,CHINEXT_BOARD,ALL_STATUS,2019,478,1,245,243,0.99183673469387756,True,-0.18713076393396408,0.14392291286137607,0.71730569760929219,49,49,0.0045638627001309291
2019-12-19,CHINEXT_BOARD,ALL_STATUS,2019,478,3,245,243,0.99183673469387756,True,-0.20719269591199377,0.063831681042861424,0.71730569760929219,49,49,0.0017572559444035433
2019-12-19,CHINEXT_BOARD,ALL_STATUS,2019,478,5,245,243,0.99183673469387756,True,-0.22023637779923744,0.073144188395518311,0.71730569760929219,49,49,0.0025380420126856649
2019-12-19,SH_A,ALL_STATUS,2019,478,1,369,368,0.99728997289972898,True,-0.32092891317644534,-0.023838766338584939,0.56989934817001364,74,74,-0.0021710982454617475
2019-12-19,SH_A,ALL_STATUS,2019,478,3,369,368,0.99728997289972898,True,-0.27497202814937988,0.0063196311342855905,0.56989934817001364,74,74,-0.0053623204353884573
2019-12-19,SH_A,ALL_STATUS,2019,478,5,369,368,0.99728997289972898,True,-0.28867904016228113,-0.0012551072256613944,0.56989934817001364,74,74,-0.0052946671597715843
2019-12-19,SZ_A,ALL_STATUS,2019,478,1,608,604,0.99342105263157898,True,-0.2282421116551297,0.088135995998961242,0.64727949019882103,121,121,0.0023385031508305646
2019-12-19,SZ_A,ALL_STATUS,2019,478,3,608,604,0.99342105263157898,True,-0.22604019497173372,0.074660616587158557,0.64727949019882103,121,121,0.0044671947517198494
2019-12-19,SZ_A,ALL_STATUS,2019,478,5,608,604,0.99342105263157898,True,-0.23016606955493216,0.081782641998288302,0.64727949019882103,121,121,0.0057149072588429427
2019-12-19,ALL_A,NON_ST,2019,478,1,937,933,0.99573105656350058,True,-0.28871420355733063,0.064267626607865655,0.63532038525720735,187,187,0.001010589305409885
2019-12-19,ALL_A,NON_ST,2019,478,3,937,933,0.99573105656350058,True,-0.28407284929795823,0.064179990089887631,0.63532038525720735,187,187,0.0010419761899689386
2019-12-19,ALL_A,NON_ST,2019,478,5,937,933,0.99573105656350058,True,-0.29154754878092737,0.064846694656283302,0.63532038525720735,187,187,0.0020694399346196596
2019-12-19,CHINEXT_BOARD,NON_ST,2019,478,1,245,243,0.99183673469387756,True,-0.18713076393396408,0.14392291286137607,0.71730569760929219,49,49,0.0045638627001309291
2019-12-19,CHINEXT_BOARD,NON_ST,2019,478,3,245,243,0.99183673469387756,True,-0.20719269591199377,0.063831681042861424,0.71730569760929219,49,49,0.0017572559444035433
2019-12-19,CHINEXT_BOARD,NON_ST,2019,478,5,245,243,0.99183673469387756,True,-0.22023637779923744,0.073144188395518311,0.71730569760929219,49,49,0.0025380420126856649
2019-12-19,SH_A,NON_ST,2019,478,1,356,355,0.9971910112359551,True,-0.32709989969680781,0.0015484128272114052,0.58066699733470239,71,71,-0.0016141602486556854
2019-12-19,SH_A,NON_ST,2019,478,3,356,355,0.9971910112359551,True,-0.2920498354976015,0.030346199861573133,0.58066699733470239,71,71,-0.0048701904309074893
2019-12-19,SH_A,NON_ST,2019,478,5,356,355,0.9971910112359551,True,-0.30056893000175511,0.023328886959422288,0.58066699733470239,71,71,-0.0048816504233427311
2019-12-19,SZ_A,NON_ST,2019,478,1,581,578,0.99483648881239239,True,-0.24919697818346231,0.094574413701672647,0.6598552537340332,116,116,0.0024694700841753894
2019-12-19,SZ_A,NON_ST,2019,478,3,581,578,0.99483648881239239,True,-0.2600752984345685,0.082600925546039219,0.6598552537340332,116,116,0.0044430483913669013
2019-12-19,SZ_A,NON_ST,2019,478,5,581,578,0.99483648881239239,True,-0.26556757572462031,0.084546516487558107,0.6598552537340332,116,116,0.0055734325658175574
2019-12-20,ALL_A,ALL_STATUS,2019,479,1,954,949,0.99475890985324944,True,-0.24486396075759481,-1.4721276874789409e-05,0.6224265227677992,190,190,0.00095215079313792873
2019-12-20,ALL_A,ALL_STATUS,2019,479,3,954,949,0.99475890985324944,True,-0.32241023874268937,0.008399405094177562,0.6224265227677992,190,190,0.0013763191351026105
2019-12-20,ALL_A,ALL_STATUS,2019,479,5,954,949,0.99475890985324944,True,-0.3365995027848957,0.020025581168128821,0.6224265227677992,190,190,0.0022796554586300027
2019-12-20,CHINEXT_BOARD,ALL_STATUS,2019,479,1,178,176,0.9887640449438202,True,-0.1624145303562109,-0.014812230261314898,0.64953419610503937,35,35,-0.00026377443464993419
2019-12-20,CHINEXT_BOARD,ALL_STATUS,2019,479,3,178,176,0.9887640449438202,True,-0.378331081727593,-0.017012950973938724,0.64953419610503937,35,35,-0.00066188235217798375
2019-12-20,CHINEXT_BOARD,ALL_STATUS,2019,479,5,178,176,0.9887640449438202,True,-0.37439087816802191,-0.0026841093562928889,0.64953419610503937,35,35,-0.00085705919157335936
2019-12-20,SH_A,ALL_STATUS,2019,479,1,376,375,0.99734042553191493,True,-0.30543058951116425,-0.059091185546556624,0.59674635013696353,75,75,-0.001494075942651012
2019-12-20,SH_A,ALL_STATUS,2019,479,3,376,375,0.99734042553191493,True,-0.32542267502944666,-0.020601867014327441,0.59674635013696353,75,75,-0.00064702795647429679
2019-12-20,SH_A,ALL_STATUS,2019,479,5,376,375,0.99734042553191493,True,-0.33985341934208624,-0.0074208966133097439,0.59674635013696353,75,75,2.5225571566916006e-05
2019-12-20,SZ_A,ALL_STATUS,2019,479,1,578,574,0.99307958477508651,True,-0.19991203343928513,0.035017886464714029,0.63687340245863266,115,115,0.0022694269748780179
2019-12-20,SZ_A,ALL_STATUS,2019,479,3,578,574,0.99307958477508651,True,-0.31439357493490161,0.023798708621728504,0.63687340245863266,115,115,0.0028284423415252339
2019-12-20,SZ_A,ALL_STATUS,2019,479,5,578,574,0.99307958477508651,True,-0.32944209527361423,0.039278291352257119,0.63687340245863266,115,115,0.0036833702942343409
2019-12-20,ALL_A,NON_ST,2019,479,1,910,906,0.99560439560439562,True,-0.27655192914153209,-0.013120707425775159,0.62599390910911423,181,181,-0.00024818151107301777
2019-12-20,ALL_A,NON_ST,2019,479,3,910,906,0.99560439560439562,True,-0.36015507859933987,-0.0091359680369977343,0.62599390910911423,181,181,8.2655341757120054e-05
2019-12-20,ALL_A,NON_ST,2019,479,5,910,906,0.99560439560439562,True,-0.37343233407864962,-0.0036226931911990897,0.62599390910911423,181,181,0.00097726799499885065
2019-12-20,CHINEXT_BOARD,NON_ST,2019,479,1,178,176,0.9887640449438202,True,-0.1624145303562109,-0.014812230261314898,0.64953419610503937,35,35,-0.00026377443464993419
2019-12-20,CHINEXT_BOARD,NON_ST,2019,479,3,178,176,0.9887640449438202,True,-0.378331081727593,-0.017012950973938724,0.64953419610503937,35,35,-0.00066188235217798375
2019-12-20,CHINEXT_BOARD,NON_ST,2019,479,5,178,176,0.9887640449438202,True,-0.37439087816802191,-0.0026841093562928889,0.64953419610503937,35,35,-0.00085705919157335936
2019-12-20,SH_A,NON_ST,2019,479,1,357,356,0.99719887955182074,True,-0.35273250326562078,-0.081100877453727849,0.60003554703328232,71,71,-0.0021176124968687766
2019-12-20,SH_A,NON_ST,2019,479,3,357,356,0.99719887955182074,True,-0.3660351701350969,-0.037218683863738396,0.60003554703328232,71,71,-0.0016184798386515802
2019-12-20,SH_A,NON_ST,2019,479,5,357,356,0.99719887955182074,True,-0.38167538182381655,-0.032432417415802134,0.60003554703328232,71,71,-0.0012428995706939758
2019-12-20,SZ_A,NON_ST,2019,479,1,553,550,0.99457504520795659,True,-0.22166676265150131,0.027909395102683289,0.6430581349680019,110,110,0.0013430337336028096
2019-12-20,SZ_A,NON_ST,2019,479,3,553,550,0.99457504520795659,True,-0.34937014467292959,0.0081706484278878874,0.6430581349680019,110,110,0.0018274097123062679
2019-12-20,SZ_A,NON_ST,2019,479,5,553,550,0.99457504520795659,True,-0.36240099465429676,0.017154437310719632,0.6430581349680019,110,110,0.0028734634352219667
2019-12-23,ALL_A,ALL_STATUS,2019,480,1,328,319,0.97256097560975607,True,-0.373780597128059,-0.089397408272787068,0.60467570382787694,64,64,-0.0062448471627384039
2019-12-23,ALL_A,ALL_STATUS,2019,480,3,328,319,0.97256097560975607,True,-0.36830457254932941,-0.14286586569413695,0.60467570382787694,64,64,-0.0088886691147920509
2019-12-23,ALL_A,ALL_STATUS,2019,480,5,328,319,0.97256097560975607,True,-0.33447592100473156,-0.080087200463676275,0.60467570382787694,64,64,-0.0070160707280200896
2019-12-23,CHINEXT_BOARD,ALL_STATUS,2019,480,1,75,73,0.97333333333333338,True,-0.40107368470960997,-0.15804211769742371,0.61414670326524745,15,15,-0.010262909908378172
2019-12-23,CHINEXT_BOARD,ALL_STATUS,2019,480,3,75,73,0.97333333333333338,True,-0.35465259780328279,-0.17531989015000188,0.61414670326524745,15,15,-0.010731707042733834
2019-12-23,CHINEXT_BOARD,ALL_STATUS,2019,480,5,75,73,0.97333333333333338,True,-0.35329507589781567,-0.10746385855417839,0.61414670326524745,15,15,-0.0053674920007771715
2019-12-23,SH_A,ALL_STATUS,2019,480,1,120,119,0.9916666666666667,True,-0.33723060489197809,-0.054098198968907357,0.61095978521247696,24,24,-0.0031514096997019205
2019-12-23,SH_A,ALL_STATUS,2019,480,3,120,119,0.9916666666666667,True,-0.34415987893845612,-0.11359524966445336,0.61095978521247696,24,24,-0.0028117065742000041
2019-12-23,SH_A,ALL_STATUS,2019,480,5,120,119,0.9916666666666667,True,-0.28521781241153688,-0.012125315842763024,0.61095978521247696,24,24,0.0063353226354783574
2019-12-23,SZ_A,ALL_STATUS,2019,480,1,208,200,0.96153846153846156,True,-0.38510759976698744,-0.12001209254843155,0.57999090528764619,40,40,-0.0078753126369690563
2019-12-23,SZ_A,ALL_STATUS,2019,480,3,208,200,0.96153846153846156,True,-0.37696645688626479,-0.17716719044437373,0.57999090528764619,40,40,-0.010483141502140155
2019-12-23,SZ_A,ALL_STATUS,2019,480,5,208,200,0.96153846153846156,True,-0.36431724455010611,-0.12619626375306736,0.57999090528764619,40,40,-0.0099564269709964247
2019-12-23,ALL_A,NON_ST,2019,480,1,296,292,0.98648648648648651,True,-0.39026716143027762,-0.10063666642715061,0.63386351886805692,58,58,-0.0053004422961758198
2019-12-23,ALL_A,NON_ST,2019,480,3,296,292,0.98648648648648651,True,-0.36516447083851172,-0.13375743880077431,0.63386351886805692,58,58,-0.0062909823163062343
2019-12-23,ALL_A,NON_ST,2019,480,5,296,292,0.98648648648648651,True,-0.34305403594720474,-0.054977891437319737,0.63386351886805692,58,58,-0.0036992937137173085
2019-12-23,CHINEXT_BOARD,NON_ST,2019,480,1,75,73,0.97333333333333338,True,-0.40107368470960997,-0.15804211769742371,0.61414670326524745,15,15,-0.010262909908378172
2019-12-23,CHINEXT_BOARD,NON_ST,2019,480,3,75,73,0.97333333333333338,True,-0.35465259780328279,-0.17531989015000188,0.61414670326524745,15,15,-0.010731707042733834
2019-12-23,CHINEXT_BOARD,NON_ST,2019,480,5,75,73,0.97333333333333338,True,-0.35329507589781567,-0.10746385855417839,0.61414670326524745,15,15,-0.0053674920007771715
2019-12-23,SH_A,NON_ST,2019,480,1,109,109,1,True,-0.34672350482146896,-0.055612221361938212,0.63784103908135648,22,22,-0.0025917736164415856
2019-12-23,SH_A,NON_ST,2019,480,3,109,109,1,True,-0.35592572428952868,-0.12326519363452339,0.63784103908135648,22,22,-0.0019291399895382177
2019-12-23,SH_A,NON_ST,2019,480,5,109,109,1,True,-0.2986127199898399,0.022658006606577217,0.63784103908135648,22,22,0.0078989897016099892
2019-12-23,SZ_A,NON_ST,2019,480,1,187,183,0.97860962566844922,True,-0.40690672388372828,-0.14059856742279436,0.61097384881739314,37,37,-0.0098658165109526304
2019-12-23,SZ_A,NON_ST,2019,480,3,187,183,0.97860962566844922,True,-0.36425611156637627,-0.15669084560020197,0.61097384881739314,37,37,-0.011817200886265835
2019-12-23,SZ_A,NON_ST,2019,480,5,187,183,0.97860962566844922,True,-0.3695477751501226,-0.10646392824561361,0.61097384881739314,37,37,-0.01283165917844001
2019-12-24,ALL_A,ALL_STATUS,2019,481,1,317,305,0.96214511041009465,True,-0.27014055094290007,-0.20511335871184708,0.3868491662357898,61,61,-0.0075003053025774202
2019-12-24,ALL_A,ALL_STATUS,2019,481,3,317,305,0.96214511041009465,True,-0.23617417295438925,-0.17302290464575293,0.3868491662357898,61,61,-0.010067709809530064
2019-12-24,ALL_A,ALL_STATUS,2019,481,5,317,305,0.96214511041009465,True,-0.15574001726486164,-0.10203167579678413,0.3868491662357898,61,61,-0.010458186268680579
2019-12-24,CHINEXT_BOARD,ALL_STATUS,2019,481,1,75,74,0.98666666666666669,True,-0.11058126619770452,-0.095485408612374034,0.4474966830780418,15,15,0.001921566453700627
2019-12-24,CHINEXT_BOARD,ALL_STATUS,2019,481,3,75,74,0.98666666666666669,True,-0.062895223991114385,-0.033874616100093444,0.4474966830780418,15,15,0.0025485694035398999
2019-12-24,CHINEXT_BOARD,ALL_STATUS,2019,481,5,75,74,0.98666666666666669,True,0.0034801925212884113,0.040215474384132706,0.4474966830780418,15,15,0.012816750753173439
2019-12-24,SH_A,ALL_STATUS,2019,481,1,107,106,0.99065420560747663,True,-0.3867988694442222,-0.38636026369878956,0.46573438759688712,21,21,-0.011817020272714415
2019-12-24,SH_A,ALL_STATUS,2019,481,3,107,106,0.99065420560747663,True,-0.37066650546260882,-0.40150567910104346,0.46573438759688712,21,21,-0.016783008118687732
2019-12-24,SH_A,ALL_STATUS,2019,481,5,107,106,0.99065420560747663,True,-0.25609749954696648,-0.31508072046219554,0.46573438759688712,21,21,-0.026171358506555407
2019-12-24,SZ_A,ALL_STATUS,2019,481,1,210,199,0.94761904761904758,True,-0.21567483136307869,-0.13319659386441332,0.35565901819282564,40,40,-0.0034487285112087033
2019-12-24,SZ_A,ALL_STATUS,2019,481,3,210,199,0.94761904761904758,True,-0.17400043703398585,-0.080218462507123528,0.35565901819282564,40,40,-0.0048146763675228216
2019-12-24,SZ_A,ALL_STATUS,2019,481,5,210,199,0.94761904761904758,True,-0.099920092858273135,-0.0099123655006832373,0.35565901819282564,40,40,-0.0017689939340413958
2019-12-24,ALL_A,NON_ST,2019,481,1,275,269,0.97818181818181815,True,-0.25962925430873696,-0.15017042311657142,0.4426762173698976,54,54,-0.0050109537499225427
2019-12-24,ALL_A,NON_ST,2019,481,3,275,269,0.97818181818181815,True,-0.22280583889991404,-0.092877044965326172,0.4426762173698976,54,54,-0.0051439174917784674
2019-12-24,ALL_A,NON_ST,2019,481,5,275,269,0.97818181818181815,True,-0.14337856670137197,-0.013045927595065532,0.4426762173698976,54,54,-0.0040680429762138806
2019-12-24,CHINEXT_BOARD,NON_ST,2019,481,1,75,74,0.98666666666666669,True,-0.11058126619770452,-0.095485408612374034,0.4474966830780418,15,15,0.001921566453700627
2019-12-24,CHINEXT_BOARD,NON_ST,2019,481,3,75,74,0.98666666666666669,True,-0.062895223991114385,-0.033874616100093444,0.4474966830780418,15,15,0.0025485694035398999
2019-12-24,CHINEXT_BOARD,NON_ST,2019,481,5,75,74,0.98666666666666669,True,0.0034801925212884113,0.040215474384132706,0.4474966830780418,15,15,0.012816750753173439
2019-12-24,SH_A,NON_ST,2019,481,1,92,92,1,True,-0.34587775641702279,-0.32005725150950753,0.51702106154814631,18,18,-0.0086596892004785955
2019-12-24,SH_A,NON_ST,2019,481,3,92,92,1,True,-0.33391772081425075,-0.32422122716031238,0.51702106154814631,18,18,-0.011500688187478167
2019-12-24,SH_A,NON_ST,2019,481,5,92,92,1,True,-0.23201081951846592,-0.25024285680710473,0.51702106154814631,18,18,-0.023455247288136354
2019-12-24,SZ_A,NON_ST,2019,481,1,183,177,0.96721311475409832,True,-0.22252603673559704,-0.090419110124740285,0.41830246240306856,35,35,-0.0011588543299932267
2019-12-24,SZ_A,NON_ST,2019,481,3,183,177,0.96721311475409832,True,-0.17447551898965469,-0.0079973145313737264,0.41830246240306856,35,35,-0.00084190729496365791
2019-12-24,SZ_A,NON_ST,2019,481,5,183,177,0.96721311475409832,True,-0.094979744118003515,0.0828735279703533,0.41830246240306856,35,35,0.0051712278237182451
2019-12-25,ALL_A,ALL_STATUS,2019,482,1,424,418,0.98584905660377353,True,-0.30013299021786832,-0.0542690929360597,0.53683263202356224,83,84,-0.0021219610934852507
2019-12-25,ALL_A,ALL_STATUS,2019,482,3,424,418,0.98584905660377353,True,-0.20565197454841477,0.068166559100605678,0.53683263202356224,83,84,-0.0020489662087445548
2019-12-25,ALL_A,ALL_STATUS,2019,482,5,424,418,0.98584905660377353,True,-0.22411617528244632,0.04100028841385496,0.53683263202356224,83,84,-0.0026255172107613953
2019-12-25,CHINEXT_BOARD,ALL_STATUS,2019,482,1,100,98,0.97999999999999998,True,-0.17579552048965943,0.15363422457837253,0.70248193147348725,20,20,-0.0050353426886414225
2019-12-25,CHINEXT_BOARD,ALL_STATUS,2019,482,3,100,98,0.97999999999999998,True,-0.10822510822510821,0.27078495873569525,0.70248193147348725,20,20,-0.0030754715258775132
2019-12-25,CHINEXT_BOARD,ALL_STATUS,2019,482,5,100,98,0.97999999999999998,True,-0.10794458364414179,0.26327775809439974,0.70248193147348725,20,20,-0.0025345167962084955
2019-12-25,SH_A,ALL_STATUS,2019,482,1,160,159,0.99375000000000002,True,-0.31087592548363985,-0.023214339430317223,0.55127372622681792,32,32,0.00035465043055133458
2019-12-25,SH_A,ALL_STATUS,2019,482,3,160,159,0.99375000000000002,True,-0.33285765464533079,-0.050047444699409756,0.55127372622681792,32,32,-3.9466443924670181e-05
2019-12-25,SH_A,ALL_STATUS,2019,482,5,160,159,0.99375000000000002,True,-0.32325053737759735,-0.053887528637563326,0.55127372622681792,32,32,0.0015661516566175978
2019-12-25,SZ_A,ALL_STATUS,2019,482,1,264,259,0.98106060606060608,True,-0.28637085032104709,-0.087177219890016852,0.53117300600747519,52,52,-0.00066100336210361626
2019-12-25,SZ_A,ALL_STATUS,2019,482,3,264,259,0.98106060606060608,True,-0.11650151487471246,0.1244118752568973,0.53117300600747519,52,52,0.0063088619124238646
2019-12-25,SZ_A,ALL_STATUS,2019,482,5,264,259,0.98106060606060608,True,-0.15304085240496076,0.08184451242662881,0.53117300600747519,52,52,0.0055378407116553618
2019-12-25,ALL_A,NON_ST,2019,482,1,381,376,0.98687664041994749,True,-0.26246827471781947,0.012504758502067968,0.54972083188559095,75,75,-0.00015189420087601273
2019-12-25,ALL_A,NON_ST,2019,482,3,381,376,0.98687664041994749,True,-0.18361359474548045,0.11220968310917695,0.54972083188559095,75,75,-0.0006812434513522789
2019-12-25,ALL_A,NON_ST,2019,482,5,381,376,0.98687664041994749,True,-0.1880804400114614,0.1061155900042602,0.54972083188559095,75,75,0.00023909636866530103
2019-12-25,CHINEXT_BOARD,NON_ST,2019,482,1,100,98,0.97999999999999998,True,-0.17579552048965943,0.15363422457837253,0.70248193147348725,20,20,-0.0050353426886414225
2019-12-25,CHINEXT_BOARD,NON_ST,2019,482,3,100,98,0.97999999999999998,True,-0.10822510822510821,0.27078495873569525,0.70248193147348725,20,20,-0.0030754715258775132
