trade_date,family,cost_per_side,nav,cash,positions,industries,industry_hhi
2020-07-17,slow_industry_daily_low_max,0.003,10497991.96,-4.656612873e-10,38,21,0.06590330741
2020-07-20,slow_industry_daily_low_max,0.003,10763132.35,-4.656612873e-10,38,21,0.06530128624
2020-07-21,slow_industry_daily_low_max,0.003,10880215.43,-4.656612873e-10,38,21,0.06543021731
2020-07-22,slow_industry_daily_low_max,0.003,10980228.09,-4.656612873e-10,38,21,0.06575416166
2020-07-23,slow_industry_daily_low_max,0.003,10939758.09,743.29314,40,20,0.06648661606
2020-07-24,slow_industry_daily_low_max,0.003,10451392.5,743.29314,40,20,0.06656057736
2020-07-27,slow_industry_daily_low_max,0.003,10596166.41,743.29314,40,20,0.06675990684
2020-07-28,slow_industry_daily_low_max,0.003,10713941.13,743.29314,40,20,0.06731878692
2020-07-29,slow_industry_daily_low_max,0.003,10900898.87,743.29314,40,20,0.06686445438
2020-07-30,slow_industry_daily_low_max,0.003,10843720.89,72116.45042,40,19,0.07831147129
2020-07-31,slow_industry_daily_low_max,0.003,10958950.07,72116.45042,40,19,0.07761014274
2020-08-03,slow_industry_daily_low_max,0.003,11162629.14,72116.45042,40,19,0.0773659791
2020-08-04,slow_industry_daily_low_max,0.003,11268899.81,72116.45042,40,19,0.07749639397
2020-08-05,slow_industry_daily_low_max,0.003,11269172.82,72116.45042,40,19,0.07667371442
2020-08-06,slow_industry_daily_low_max,0.003,11236773.45,111216.1084,40,20,0.08076284693
2020-08-07,slow_industry_daily_low_max,0.003,11070134.21,111216.1084,40,20,0.08089337318
2020-08-10,slow_industry_daily_low_max,0.003,11118876.34,111216.1084,40,20,0.0806094329
2020-08-11,slow_industry_daily_low_max,0.003,11026308.3,111216.1084,40,20,0.08094547274
2020-08-12,slow_industry_daily_low_max,0.003,10844515.66,111216.1084,40,20,0.0809495983
2020-08-13,slow_industry_daily_low_max,0.003,10991842.97,118760.4484,40,20,0.08957486549
2020-08-14,slow_industry_daily_low_max,0.003,10998749.15,118760.4484,40,20,0.08763061847
2020-08-17,slow_industry_daily_low_max,0.003,11175865.2,118760.4484,40,20,0.08823972659
2020-08-18,slow_industry_daily_low_max,0.003,11206248.11,118760.4484,40,20,0.0887452375
2020-08-19,slow_industry_daily_low_max,0.003,11136140.11,118760.4484,40,20,0.09044242942
2020-08-20,slow_industry_daily_low_max,0.003,10852224.25,72054.38516,40,15,0.1083653393
2020-08-21,slow_industry_daily_low_max,0.003,10857031.51,72054.38516,40,15,0.1072933881
2020-08-24,slow_industry_daily_low_max,0.003,11002031.17,72054.38516,40,15,0.1089690115
2020-08-25,slow_industry_daily_low_max,0.003,10882417.58,72054.38516,40,15,0.1076000179
2020-08-26,slow_industry_daily_low_max,0.003,10549519.06,72054.38516,40,15,0.1063683642
2020-08-27,slow_industry_daily_low_max,0.003,10586053.5,55721.927,40,12,0.1226414024
2020-08-28,slow_industry_daily_low_max,0.003,10829886.04,55721.927,40,12,0.1224442799
2020-08-31,slow_industry_daily_low_max,0.003,10830303.41,55721.927,40,12,0.1223119325
2020-09-01,slow_industry_daily_low_max,0.003,10913891.5,55721.927,40,12,0.1220377184
2020-09-02,slow_industry_daily_low_max,0.003,10912242.06,55721.927,40,12,0.1226995963
2020-09-03,slow_industry_daily_low_max,0.003,10814058.88,1555.237366,40,11,0.1424322749
2020-09-04,slow_industry_daily_low_max,0.003,10724783.39,1555.237366,40,11,0.1421663236
2020-09-07,slow_industry_daily_low_max,0.003,10480384.29,1555.237366,40,11,0.1420650385
2020-09-08,slow_industry_daily_low_max,0.003,10530420.84,1555.237366,40,11,0.1410649959
2020-09-09,slow_industry_daily_low_max,0.003,10444107.5,1555.237366,40,11,0.1412362416
2020-09-10,slow_industry_daily_low_max,0.003,10265714.42,23056.88798,40,8,0.2802777818
2020-09-11,slow_industry_daily_low_max,0.003,10398129.51,23056.88798,40,8,0.2862466154
2020-09-14,slow_industry_daily_low_max,0.003,10453664.91,23056.88798,40,8,0.2873185361
2020-09-15,slow_industry_daily_low_max,0.003,10543669.51,23056.88798,40,8,0.2840743235
2020-09-16,slow_industry_daily_low_max,0.003,10435469.02,23056.88798,40,8,0.2826525464
2020-09-17,slow_industry_daily_low_max,0.003,10338809.42,4444.545737,40,8,0.2876456156
2020-09-18,slow_industry_daily_low_max,0.003,10451348.29,4444.545737,40,8,0.288146457
2020-09-21,slow_industry_daily_low_max,0.003,10310496.37,4444.545737,40,8,0.287378102
2020-09-22,slow_industry_daily_low_max,0.003,10106715.72,4444.545737,40,8,0.2895379912
2020-09-23,slow_industry_daily_low_max,0.003,10120404.86,4444.545737,40,8,0.287532696
2020-09-24,slow_industry_daily_low_max,0.003,9888680.28,5.529727787e-10,40,5,0.3603988655
2020-09-25,slow_industry_daily_low_max,0.003,9848444.69,5.529727787e-10,40,5,0.3595767797
2020-09-28,slow_industry_daily_low_max,0.003,9825545.214,5.529727787e-10,40,5,0.3604866629
2020-09-29,slow_industry_daily_low_max,0.003,9833534.049,5.529727787e-10,40,5,0.3602862192
2020-09-30,slow_industry_daily_low_max,0.003,9953084.156,5.529727787e-10,40,5,0.3602439335
2020-10-09,slow_industry_daily_low_max,0.003,10248326.18,2.328306437e-10,40,5,0.2494068848
2020-10-12,slow_industry_daily_low_max,0.003,10650884.26,2.328306437e-10,40,5,0.2505004071
2020-10-13,slow_industry_daily_low_max,0.003,10778916.42,2.328306437e-10,40,5,0.2506364722
2020-10-14,slow_industry_daily_low_max,0.003,10821279.45,2.328306437e-10,40,5,0.2477136052
2020-10-15,slow_industry_daily_low_max,0.003,10694364.36,2.328306437e-10,40,5,0.2471093872
2020-10-16,slow_industry_daily_low_max,0.003,10540943.05,5.820766091e-11,40,7,0.212606084
2020-10-19,slow_industry_daily_low_max,0.003,10464497.81,5.820766091e-11,40,7,0.2118178283
2020-10-20,slow_industry_daily_low_max,0.003,10558859.3,5.820766091e-11,40,7,0.2115829245
2020-10-21,slow_industry_daily_low_max,0.003,10417135.03,5.820766091e-11,40,7,0.2101235151
2020-10-22,slow_industry_daily_low_max,0.003,10315325.91,5.820766091e-11,40,7,0.2105360172
2020-10-23,slow_industry_daily_low_max,0.003,10207976.88,83923.09674,40,10,0.1555488782
2020-10-26,slow_industry_daily_low_max,0.003,10193580.65,83923.09674,40,10,0.1566011594
2020-10-27,slow_industry_daily_low_max,0.003,10043001.25,83923.09674,40,10,0.1560848043
2020-10-28,slow_industry_daily_low_max,0.003,10154691.32,83923.09674,40,10,0.1560773298
2020-10-29,slow_industry_daily_low_max,0.003,10273320.51,83923.09674,40,10,0.1574201205
2020-10-30,slow_industry_daily_low_max,0.003,10051665.05,2.037268132e-10,40,9,0.2266358677
2020-11-02,slow_industry_daily_low_max,0.003,10225927.57,2.037268132e-10,40,9,0.2307448215
2020-11-03,slow_industry_daily_low_max,0.003,10299059.1,2.037268132e-10,40,9,0.2263629749
2020-11-04,slow_industry_daily_low_max,0.003,10502078.65,2.037268132e-10,40,9,0.2307307535
2020-11-05,slow_industry_daily_low_max,0.003,10906070.37,2.037268132e-10,40,9,0.2366147624
2020-11-06,slow_industry_daily_low_max,0.003,10783686.33,-2.910383046e-11,40,11,0.1966787291
2020-11-09,slow_industry_daily_low_max,0.003,10844291.39,-2.910383046e-11,40,11,0.1954891293
2020-11-10,slow_industry_daily_low_max,0.003,10737351.02,-2.910383046e-11,40,11,0.1922405233
2020-11-11,slow_industry_daily_low_max,0.003,10415535.7,-2.910383046e-11,40,11,0.1864541102
2020-11-12,slow_industry_daily_low_max,0.003,10470301.64,-2.910383046e-11,40,11,0.1869445411
2020-11-13,slow_industry_daily_low_max,0.003,10625457.62,2.619344741e-10,40,10,0.2076837139
2020-11-16,slow_industry_daily_low_max,0.003,10689328.37,2.619344741e-10,40,10,0.2075076531
2020-11-17,slow_industry_daily_low_max,0.003,10830755.5,2.619344741e-10,40,10,0.2130151304
2020-11-18,slow_industry_daily_low_max,0.003,10914369.71,2.619344741e-10,40,10,0.215850713
2020-11-19,slow_industry_daily_low_max,0.003,10821890.14,2.619344741e-10,40,10,0.2123348938
2020-11-20,slow_industry_daily_low_max,0.003,11211571.58,102360.7684,40,9,0.1606062524
2020-11-23,slow_industry_daily_low_max,0.003,11561897.48,102360.7684,40,9,0.1625359146
2020-11-24,slow_industry_daily_low_max,0.003,11724002.1,102360.7684,40,9,0.1628556734
2020-11-25,slow_industry_daily_low_max,0.003,11651275.5,102360.7684,40,9,0.1653069729
2020-11-26,slow_industry_daily_low_max,0.003,11411337.46,102360.7684,40,9,0.1647762624
2020-11-27,slow_industry_daily_low_max,0.003,11417007.71,365415.1615,40,9,0.1516158966
2020-11-30,slow_industry_daily_low_max,0.003,11338994.67,365415.1615,40,9,0.1519770545
2020-12-01,slow_industry_daily_low_max,0.003,11390059.76,365415.1615,40,9,0.1518038557
2020-12-02,slow_industry_daily_low_max,0.003,11318183.01,365415.1615,40,9,0.1526101109
2020-12-03,slow_industry_daily_low_max,0.003,11209966.86,365415.1615,40,9,0.1520152002
2020-12-04,slow_industry_daily_low_max,0.003,11371155.11,227920.5927,40,10,0.1600505135
2020-12-07,slow_industry_daily_low_max,0.003,11368422.77,227920.5927,40,10,0.159789164
2020-12-08,slow_industry_daily_low_max,0.003,11358001.73,227920.5927,40,10,0.1592689075
2020-12-09,slow_industry_daily_low_max,0.003,11253732.37,227920.5927,40,10,0.1591960949
2020-12-10,slow_industry_daily_low_max,0.003,11268647.53,227920.5927,40,10,0.1604238725
2020-12-11,slow_industry_daily_low_max,0.003,11199277.31,168060.0314,40,12,0.1413364568
2020-12-14,slow_industry_daily_low_max,0.003,11103968.86,168060.0314,40,12,0.1411188804
2020-12-15,slow_industry_daily_low_max,0.003,11017156.03,168060.0314,40,12,0.1410376009
2020-12-16,slow_industry_daily_low_max,0.003,11087857.62,168060.0314,40,12,0.1403878089
2020-12-17,slow_industry_daily_low_max,0.003,11346102.79,168060.0314,40,12,0.1414501904
2020-12-18,slow_industry_daily_low_max,0.003,11331451.15,102172.9349,40,14,0.107670758
2020-12-21,slow_industry_daily_low_max,0.003,11481227.88,102172.9349,40,14,0.107211747
2020-12-22,slow_industry_daily_low_max,0.003,11389944,102172.9349,40,14,0.1089494877
2020-12-23,slow_industry_daily_low_max,0.003,11483626.12,102172.9349,40,14,0.1101649419
2020-12-24,slow_industry_daily_low_max,0.003,11258124.52,102172.9349,40,14,0.1101729991
2020-12-25,slow_industry_daily_low_max,0.003,11344556.28,43688.14715,40,12,0.1461758386
2020-12-28,slow_industry_daily_low_max,0.003,11414172.29,43688.14715,40,12,0.1482648021
2020-12-29,slow_industry_daily_low_max,0.003,11028640.97,43688.14715,40,12,0.1475869559
2020-12-30,slow_industry_daily_low_max,0.003,11251162.54,43688.14715,40,12,0.1483688619
2020-12-31,slow_industry_daily_low_max,0.003,11355529.41,43688.14715,40,12,0.1485617589
2021-01-04,slow_industry_daily_low_max,0.003,11742045.7,5.238689482e-10,40,8,0.2534571217
2021-01-05,slow_industry_daily_low_max,0.003,12381608.95,5.238689482e-10,40,8,0.2567373942
2021-01-06,slow_industry_daily_low_max,0.003,12250659.43,5.238689482e-10,40,8,0.2589836478
2021-01-07,slow_industry_daily_low_max,0.003,12435749.16,5.238689482e-10,40,8,0.2553158381
2021-01-08,slow_industry_daily_low_max,0.003,12046744.66,5.238689482e-10,40,8,0.2530090159
2021-01-11,slow_industry_daily_low_max,0.003,11524862.66,0,40,7,0.2771876568
2021-01-12,slow_industry_daily_low_max,0.003,11908337.58,0,40,7,0.2805458531
2021-01-13,slow_industry_daily_low_max,0.003,11659923.72,0,40,7,0.2810812596
2021-01-14,slow_industry_daily_low_max,0.003,11309305.13,0,40,7,0.280297048
2021-01-15,slow_industry_daily_low_max,0.003,11347901.74,0,40,7,0.2754510675
2021-01-18,slow_industry_daily_low_max,0.003,11493632.96,-5.820766091e-10,40,10,0.2826815435
2021-01-19,slow_industry_daily_low_max,0.003,11233028.73,-5.820766091e-10,40,10,0.279562959
2021-01-20,slow_industry_daily_low_max,0.003,11565806.07,-5.820766091e-10,40,10,0.2841682573
2021-01-21,slow_industry_daily_low_max,0.003,11920608.45,-5.820766091e-10,40,10,0.2884086076
2021-01-22,slow_industry_daily_low_max,0.003,12203324.08,-5.820766091e-10,40,10,0.2979325888
2021-01-25,slow_industry_daily_low_max,0.003,12554304.83,122236.6106,40,10,0.4228726618
2021-01-26,slow_industry_daily_low_max,0.003,12295217.43,122236.6106,40,10,0.4241762368
2021-01-27,slow_industry_daily_low_max,0.003,12405126.21,122236.6106,40,10,0.4312541441
2021-01-28,slow_industry_daily_low_max,0.003,11959082.52,122236.6106,40,10,0.4245963652
2021-01-29,slow_industry_daily_low_max,0.003,11508663.34,122236.6106,40,10,0.4083590796
2021-02-01,slow_industry_daily_low_max,0.003,11409131.72,106327.9944,40,8,0.4017874464
2021-02-02,slow_industry_daily_low_max,0.003,11802728.02,106327.9944,40,8,0.4089444724
2021-02-03,slow_industry_daily_low_max,0.003,11854334.24,106327.9944,40,8,0.409374297
2021-02-04,slow_industry_daily_low_max,0.003,11237234.83,106327.9944,40,8,0.3968769322
2021-02-05,slow_industry_daily_low_max,0.003,10690852.67,106327.9944,40,8,0.3857786773
2021-02-08,slow_industry_daily_low_max,0.003,10811198.96,42988.14915,40,10,0.2229097864
2021-02-09,slow_industry_daily_low_max,0.003,11086396.08,42988.14915,40,10,0.2273594519
2021-02-10,slow_industry_daily_low_max,0.003,11072144.16,42988.14915,40,10,0.2250054455
2021-02-18,slow_industry_daily_low_max,0.003,11489766.28,42988.14915,40,10,0.2293471465
2021-02-19,slow_industry_daily_low_max,0.003,11602122.67,42988.14915,40,10,0.218844174
2021-02-22,slow_industry_daily_low_max,0.003,11781665.78,-5.820766091e-11,40,11,0.1477258905
2021-02-23,slow_industry_daily_low_max,0.003,11696797.57,-5.820766091e-11,40,11,0.1483973478
2021-02-24,slow_industry_daily_low_max,0.003,11536889.76,-5.820766091e-11,40,11,0.1470678503
2021-02-25,slow_industry_daily_low_max,0.003,11398420.6,-5.820766091e-11,40,11,0.1461816428
2021-02-26,slow_industry_daily_low_max,0.003,11161267.3,-5.820766091e-11,40,11,0.146386803
2021-03-01,slow_industry_daily_low_max,0.003,11512232.07,-5.820766091e-11,41,14,0.1206726627
2021-03-02,slow_industry_daily_low_max,0.003,11318950.91,-5.820766091e-11,41,14,0.121016997
2021-03-03,slow_industry_daily_low_max,0.003,11567385.3,-5.820766091e-11,41,14,0.120151278
2021-03-04,slow_industry_daily_low_max,0.003,11382424.09,-5.820766091e-11,41,14,0.1210623336
2021-03-05,slow_industry_daily_low_max,0.003,11393252.34,-5.820766091e-11,41,14,0.1198476533
2021-03-08,slow_industry_daily_low_max,0.003,11233738.74,370285.3507,41,19,0.08826113923
2021-03-09,slow_industry_daily_low_max,0.003,11217366.27,370285.3507,41,19,0.0917038085
2021-03-10,slow_industry_daily_low_max,0.003,11088938.42,370285.3507,41,19,0.09095398169
2021-03-11,slow_industry_daily_low_max,0.003,11356725.12,640827.2239,40,18,0.09410983414
2021-03-12,slow_industry_daily_low_max,0.003,11499266.97,640827.2239,40,18,0.09482326506
2021-03-15,slow_industry_daily_low_max,0.003,11629624.76,648827.6254,40,23,0.05954753324
2021-03-16,slow_industry_daily_low_max,0.003,11639560.79,648827.6254,40,23,0.05962044771
2021-03-17,slow_industry_daily_low_max,0.003,11601075.58,648827.6254,40,23,0.05939944127
2021-03-18,slow_industry_daily_low_max,0.003,11604335.52,648827.6254,40,23,0.05947950388
2021-03-19,slow_industry_daily_low_max,0.003,11474928.99,648827.6254,40,23,0.0592544662
2021-03-22,slow_industry_daily_low_max,0.003,11578296.96,629275.9399,40,21,0.07184159899
2021-03-23,slow_industry_daily_low_max,0.003,11347914.1,629275.9399,40,21,0.07191525741
2021-03-24,slow_industry_daily_low_max,0.003,11249198.32,629275.9399,40,21,0.07164002391
2021-03-25,slow_industry_daily_low_max,0.003,11278822.67,629275.9399,40,21,0.07189829089
2021-03-26,slow_industry_daily_low_max,0.003,11377489.19,629275.9399,40,21,0.07209459424
2021-03-29,slow_industry_daily_low_max,0.003,11391321.95,4.656612873e-10,40,19,0.1207685707
2021-03-30,slow_industry_daily_low_max,0.003,11381241.17,4.656612873e-10,40,19,0.1219952882
2021-03-31,slow_industry_daily_low_max,0.003,11366056.09,4.656612873e-10,40,19,0.1219640714
2021-04-01,slow_industry_daily_low_max,0.003,11430072.1,4.656612873e-10,40,19,0.1248765091
2021-04-02,slow_industry_daily_low_max,0.003,11355512.22,4.656612873e-10,40,19,0.1232184492
2021-04-06,slow_industry_daily_low_max,0.003,11424336.11,3555.583834,40,16,0.2387226911
2021-04-07,slow_industry_daily_low_max,0.003,11675302.24,3555.583834,40,16,0.2470467933
2021-04-08,slow_industry_daily_low_max,0.003,11682117.58,3555.583834,40,16,0.250037159
2021-04-09,slow_industry_daily_low_max,0.003,11758728.04,3555.583834,40,16,0.2541669408
2021-04-12,slow_industry_daily_low_max,0.003,11851168.52,3555.583834,40,16,0.2623446006
2021-04-13,slow_industry_daily_low_max,0.003,11577145.13,5.238689482e-10,40,13,0.2628836232
2021-04-14,slow_industry_daily_low_max,0.003,11796708.82,5.238689482e-10,40,13,0.2666927376
2021-04-15,slow_industry_daily_low_max,0.003,11719918.4,5.238689482e-10,40,13,0.2618695635
2021-04-16,slow_industry_daily_low_max,0.003,11823664.37,5.238689482e-10,40,13,0.2579307809
2021-04-19,slow_industry_daily_low_max,0.003,11800041.26,5.238689482e-10,40,13,0.2541047338
2021-04-20,slow_industry_daily_low_max,0.003,11820884.74,4.656612873e-10,40,13,0.2010641574
2021-04-21,slow_industry_daily_low_max,0.003,11720832.55,4.656612873e-10,40,13,0.197988418
2021-04-22,slow_industry_daily_low_max,0.003,11799305.13,4.656612873e-10,40,13,0.2017169589
2021-04-23,slow_industry_daily_low_max,0.003,11896480.06,4.656612873e-10,40,13,0.2033271175
2021-04-26,slow_industry_daily_low_max,0.003,11655435.45,4.656612873e-10,40,13,0.2040404944
2021-04-27,slow_industry_daily_low_max,0.003,11621417.44,29563.51844,40,12,0.1338446774
2021-04-28,slow_industry_daily_low_max,0.003,11693946.06,29563.51844,40,12,0.1351896932
2021-04-29,slow_industry_daily_low_max,0.003,11596590.27,29563.51844,40,12,0.1346104023
2021-04-30,slow_industry_daily_low_max,0.003,11496784.32,29563.51844,40,12,0.1341309976
2021-05-06,slow_industry_daily_low_max,0.003,11608039.75,29563.51844,40,12,0.1358979269
2021-05-07,slow_industry_daily_low_max,0.003,11619591.79,259458.1318,40,16,0.1138775432
2021-05-10,slow_industry_daily_low_max,0.003,11791560.4,259458.1318,40,16,0.1151119321
2021-05-11,slow_industry_daily_low_max,0.003,11789449.14,259458.1318,40,16,0.1154479033
2021-05-12,slow_industry_daily_low_max,0.003,11933711.42,259458.1318,40,16,0.1150976726
2021-05-13,slow_industry_daily_low_max,0.003,11870885.99,259458.1318,40,16,0.1164487346
2021-05-14,slow_industry_daily_low_max,0.003,11932636.78,140738.6802,40,12,0.1769236162
2021-05-17,slow_industry_daily_low_max,0.003,12019944,140738.6802,40,12,0.1770827376
2021-05-18,slow_industry_daily_low_max,0.003,12096802.63,140738.6802,40,12,0.1779523315
2021-05-19,slow_industry_daily_low_max,0.003,11976319.32,140738.6802,40,12,0.1758419735
2021-05-20,slow_industry_daily_low_max,0.003,11876572.05,140738.6802,40,12,0.1773889156
2021-05-21,slow_industry_daily_low_max,0.003,11905170.15,198850.7831,40,10,0.2219609308
2021-05-24,slow_industry_daily_low_max,0.003,12062187.25,198850.7831,40,10,0.2233502179
2021-05-25,slow_industry_daily_low_max,0.003,12151026.89,198850.7831,40,10,0.2207080848
2021-05-26,slow_industry_daily_low_max,0.003,12181139.35,481267.814,39,10,0.2230203913
2021-05-27,slow_industry_daily_low_max,0.003,12249604.92,481267.814,39,10,0.2213080687
2021-05-28,slow_industry_daily_low_max,0.003,12351061.93,561479.2555,39,14,0.1731784418
2021-05-31,slow_industry_daily_low_max,0.003,12477758.11,561479.2555,39,14,0.1775581324
2021-06-01,slow_industry_daily_low_max,0.003,12457168.81,561479.2555,39,14,0.1737420677
2021-06-02,slow_industry_daily_low_max,0.003,12416637.35,561479.2555,39,14,0.1732840035
2021-06-03,slow_industry_daily_low_max,0.003,12478962.42,561479.2555,39,14,0.1734284966
2021-06-04,slow_industry_daily_low_max,0.003,12671758.57,90552.1254,40,11,0.1775447518
2021-06-07,slow_industry_daily_low_max,0.003,12847015.93,90552.1254,40,11,0.177413927
2021-06-08,slow_industry_daily_low_max,0.003,12582063.04,90552.1254,40,11,0.1771280892
2021-06-09,slow_industry_daily_low_max,0.003,12574097.63,458701.804,39,10,0.187515201
2021-06-10,slow_industry_daily_low_max,0.003,12669562.36,458701.804,39,10,0.1901554926
2021-06-11,slow_industry_daily_low_max,0.003,12464428.39,278412.8402,40,11,0.137032209
2021-06-15,slow_industry_daily_low_max,0.003,12290597.59,278412.8402,40,11,0.1352964124
2021-06-16,slow_industry_daily_low_max,0.003,11979175.56,278412.8402,40,11,0.1328942668
2021-06-17,slow_industry_daily_low_max,0.003,12191321.86,278412.8402,40,11,0.1332403023
2021-06-18,slow_industry_daily_low_max,0.003,12371370.28,278412.8402,40,11,0.1348552801
2021-06-21,slow_industry_daily_low_max,0.003,12394962.02,192778.5981,40,16,0.10222033
2021-06-22,slow_industry_daily_low_max,0.003,12442119.16,192778.5981,40,16,0.1014838585
2021-06-23,slow_industry_daily_low_max,0.003,12324749.4,192778.5981,40,16,0.1009952642
2021-06-24,slow_industry_daily_low_max,0.003,12236450.4,192778.5981,40,16,0.1011298882
2021-06-25,slow_industry_daily_low_max,0.003,12336455.52,192778.5981,40,16,0.101513127
2021-06-28,slow_industry_daily_low_max,0.003,12281239.29,46286.18584,40,15,0.1085989816
2021-06-29,slow_industry_daily_low_max,0.003,12111681.3,46286.18584,40,15,0.1082441724
2021-06-30,slow_industry_daily_low_max,0.003,12223132.02,46286.18584,40,15,0.1080542127
2021-07-01,slow_industry_daily_low_max,0.003,12022976.71,46286.18584,40,15,0.1079914934
2021-07-02,slow_industry_daily_low_max,0.003,11864196.17,46286.18584,40,15,0.1067393381
2021-07-05,slow_industry_daily_low_max,0.003,12064237.41,-9.313225746e-10,40,14,0.1329723255
2021-07-06,slow_industry_daily_low_max,0.003,12159647.45,-9.313225746e-10,40,14,0.131117405
2021-07-07,slow_industry_daily_low_max,0.003,12272105.01,-9.313225746e-10,40,14,0.1315805847
2021-07-08,slow_industry_daily_low_max,0.003,12314921.97,-9.313225746e-10,40,14,0.1336178681
2021-07-09,slow_industry_daily_low_max,0.003,12341140.27,-9.313225746e-10,40,14,0.1326344326
2021-07-12,slow_industry_daily_low_max,0.003,12418735.17,57208.78536,40,14,0.1268096427
2021-07-13,slow_industry_daily_low_max,0.003,12295499.23,57208.78536,40,14,0.125662726
2021-07-14,slow_industry_daily_low_max,0.003,12069702.03,57208.78536,40,14,0.1252727305
2021-07-15,slow_industry_daily_low_max,0.003,12073289.2,57208.78536,40,14,0.124795821
2021-07-16,slow_industry_daily_low_max,0.003,12060621.1,57208.78536,40,14,0.1240209022
2021-07-19,slow_industry_daily_low_max,0.003,11963022.26,92414.70554,40,13,0.1248638235
2021-07-20,slow_industry_daily_low_max,0.003,11945483.82,92414.70554,40,13,0.1259156338
2021-07-21,slow_industry_daily_low_max,0.003,12192525.92,92414.70554,40,13,0.1263857126
2021-07-22,slow_industry_daily_low_max,0.003,12360996.79,92414.70554,40,13,0.1263069698
2021-07-23,slow_industry_daily_low_max,0.003,12311571.47,92414.70554,40,13,0.1260017077
2021-07-26,slow_industry_daily_low_max,0.003,12308978.82,23041.17682,40,10,0.1482785534
2021-07-27,slow_industry_daily_low_max,0.003,12048511.35,23041.17682,40,10,0.1505806452
2021-07-28,slow_industry_daily_low_max,0.003,11570635.75,23041.17682,40,10,0.1495901714
2021-07-29,slow_industry_daily_low_max,0.003,12148229.5,23041.17682,40,10,0.150098286
2021-07-30,slow_industry_daily_low_max,0.003,12258871.07,23041.17682,40,10,0.1500162337
2021-08-02,slow_industry_daily_low_max,0.003,12324739.6,24861.15647,40,9,0.1377633688
2021-08-03,slow_industry_daily_low_max,0.003,11978142.14,24861.15647,40,9,0.136058532
2021-08-04,slow_industry_daily_low_max,0.003,12336043.78,24861.15647,40,9,0.1364565747
2021-08-05,slow_industry_daily_low_max,0.003,12125212.67,24861.15647,40,9,0.1361347989
2021-08-06,slow_industry_daily_low_max,0.003,12382640.5,24861.15647,40,9,0.1372931636
2021-08-09,slow_industry_daily_low_max,0.003,12344625.59,1177.747815,40,9,0.1537026202
2021-08-10,slow_industry_daily_low_max,0.003,12384410.52,1177.747815,40,9,0.1550509084
2021-08-11,slow_industry_daily_low_max,0.003,12516990.33,1177.747815,40,9,0.154907834
2021-08-12,slow_industry_daily_low_max,0.003,12594497.49,1177.747815,40,9,0.1539880136
2021-08-13,slow_industry_daily_low_max,0.003,12699062.18,1177.747815,40,9,0.1539291435
2021-08-16,slow_industry_daily_low_max,0.003,12419698.87,49091.74469,40,11,0.1405611527
2021-08-17,slow_industry_daily_low_max,0.003,12226757.68,49091.74469,40,11,0.1390229705
2021-08-18,slow_industry_daily_low_max,0.003,12287136.49,49091.74469,40,11,0.1407439825
2021-08-19,slow_industry_daily_low_max,0.003,12324976.98,49091.74469,40,11,0.1426484318
2021-08-20,slow_industry_daily_low_max,0.003,12321352.2,49091.74469,40,11,0.1422442814
2021-08-23,slow_industry_daily_low_max,0.003,12723706.85,-3.492459655e-10,40,12,0.1407639552
2021-08-24,slow_industry_daily_low_max,0.003,12931290.5,-3.492459655e-10,40,12,0.1393369715
2021-08-25,slow_industry_daily_low_max,0.003,12982834.33,-3.492459655e-10,40,12,0.1382932192
2021-08-26,slow_industry_daily_low_max,0.003,13181294.42,-3.492459655e-10,40,12,0.1380966489
2021-08-27,slow_industry_daily_low_max,0.003,13057814.04,-3.492459655e-10,40,12,0.1372702527
2021-08-30,slow_industry_daily_low_max,0.003,13189745.66,65951.92092,40,12,0.1554029057
2021-08-31,slow_industry_daily_low_max,0.003,13302713.95,65951.92092,40,12,0.1555672347
2021-09-01,slow_industry_daily_low_max,0.003,13034513.33,65951.92092,40,12,0.1541638244
2021-09-02,slow_industry_daily_low_max,0.003,13244524.49,65951.92092,40,12,0.1533729783
2021-09-03,slow_industry_daily_low_max,0.003,13040695.97,65951.92092,40,12,0.1519966525
2021-09-06,slow_industry_daily_low_max,0.003,13082864.48,1.047737896e-09,40,12,0.129545275
2021-09-07,slow_industry_daily_low_max,0.003,13310131.11,1.047737896e-09,40,12,0.1286147337
2021-09-08,slow_industry_daily_low_max,0.003,13470974.9,1.047737896e-09,40,12,0.1278129842
2021-09-09,slow_industry_daily_low_max,0.003,13998359.45,1.047737896e-09,40,12,0.1257555776
2021-09-10,slow_industry_daily_low_max,0.003,13803428.36,1.047737896e-09,40,12,0.1261244098
2021-09-13,slow_industry_daily_low_max,0.003,13887065.82,298266.1427,40,11,0.1299834737
2021-09-14,slow_industry_daily_low_max,0.003,13546740.74,298266.1427,40,11,0.1300723071
2021-09-15,slow_industry_daily_low_max,0.003,13643631.13,298266.1427,40,11,0.130031596
2021-09-16,slow_industry_daily_low_max,0.003,13587273.73,298266.1427,40,11,0.1304807968
2021-09-17,slow_industry_daily_low_max,0.003,13450764.73,298266.1427,40,11,0.13121806
2021-09-22,slow_industry_daily_low_max,0.003,13548489.7,143945.2524,40,12,0.1176968073
2021-09-23,slow_industry_daily_low_max,0.003,13765482.46,143945.2524,40,12,0.1186178139
2021-09-24,slow_industry_daily_low_max,0.003,13344501.4,143945.2524,40,12,0.1170859962
