trade_date,prior_state_date,market_view,target_year,event_count,physical_session_count,response,control__first_cross_fraction,control__open_close_log_return,control__daily_high_margin,control__minute_realized_volatility,temporal_block,role,denominator,view_valid,decision_at_x,available_at_x,breadth_net_new_high_low60,leadership_positive_mass_top10,breadth_net_new_high_low60_pit_3y_pct,breadth_net_new_high_low60_relative_view_rank_pct,leadership_positive_mass_top10_pit_3y_pct,leadership_positive_mass_top10_relative_view_rank_pct,index_symbol,decision_at_y,available_at_y,direction_return_60,direction_return_60_pit_3y_pct,direction_return_60_relative_rank_pct,available_at,control__intraday_log_range,control__close_location,control__high_time_fraction,control__session_vwap_recovery_count,control__session_longest_below_vwap_fraction,control__session_downside_excursion,control__session_recovery_speed_30bar,control__minute_volume_concentration,control__closing30_volume_share
2018-07-26,2018-07-25,ALL_A,2018,2,2,0.5028185729120308,0.42468619246861927,0.067524451392744239,,0.0025628633826580869,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.00068236096895299999,0.37196333673199999,,0.5,,1,csi000300,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.048853090770699999,0.29232804232800003,1,2018-07-26T15:30:00+08:00,,0.78749995529652717,,,,,,,
2018-07-26,2018-07-25,ALL_A,2018,2,2,0.5028185729120308,0.42468619246861927,0.067524451392744239,,0.0025628633826580869,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.00068236096895299999,0.37196333673199999,,0.5,,1,csi000852,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.13648823317100001,0.200265251989,0.166666666667,2018-07-26T15:30:00+08:00,,0.78749995529652717,,,,,,,
2018-07-26,2018-07-25,ALL_A,2018,2,2,0.5028185729120308,0.42468619246861927,0.067524451392744239,,0.0025628633826580869,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.00068236096895299999,0.37196333673199999,,0.5,,1,csi000905,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.098978641088999994,0.20424403183000001,0.5,2018-07-26T15:30:00+08:00,,0.78749995529652717,,,,,,,
2018-07-26,2018-07-25,ALL_A,2018,2,2,0.5028185729120308,0.42468619246861927,0.067524451392744239,,0.0025628633826580869,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.00068236096895299999,0.37196333673199999,,0.5,,1,sh000001,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.0596864967139,0.277777777778,0.83333333333299997,2018-07-26T15:30:00+08:00,,0.78749995529652717,,,,,,,
2018-07-26,2018-07-25,ALL_A,2018,2,2,0.5028185729120308,0.42468619246861927,0.067524451392744239,,0.0025628633826580869,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.00068236096895299999,0.37196333673199999,,0.5,,1,sz399001,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.087047144378299995,0.233153638814,0.66666666666700003,2018-07-26T15:30:00+08:00,,0.78749995529652717,,,,,,,
2018-07-26,2018-07-25,ALL_A,2018,2,2,0.5028185729120308,0.42468619246861927,0.067524451392744239,,0.0025628633826580869,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.00068236096895299999,0.37196333673199999,,0.5,,1,sz399006,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.100887861602,0.24320652173900001,0.33333333333300003,2018-07-26T15:30:00+08:00,,0.78749995529652717,,,,,,,
2018-07-26,2018-07-25,CHINEXT_BOARD,2018,2,2,0.04791666666666667,0,0.014350789820129646,,0.004086303429733899,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.0015174506828499999,0.35358452701400001,,1,,0.25,csi000300,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.048853090770699999,0.29232804232800003,1,2018-07-26T15:30:00+08:00,,1,,,,,,,
2018-07-26,2018-07-25,CHINEXT_BOARD,2018,2,2,0.04791666666666667,0,0.014350789820129646,,0.004086303429733899,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.0015174506828499999,0.35358452701400001,,1,,0.25,csi000852,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.13648823317100001,0.200265251989,0.166666666667,2018-07-26T15:30:00+08:00,,1,,,,,,,
2018-07-26,2018-07-25,CHINEXT_BOARD,2018,2,2,0.04791666666666667,0,0.014350789820129646,,0.004086303429733899,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.0015174506828499999,0.35358452701400001,,1,,0.25,csi000905,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.098978641088999994,0.20424403183000001,0.5,2018-07-26T15:30:00+08:00,,1,,,,,,,
2018-07-26,2018-07-25,CHINEXT_BOARD,2018,2,2,0.04791666666666667,0,0.014350789820129646,,0.004086303429733899,A,below_level_close_fraction,ALL_STATUS,True,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,0.0015174506828499999,0.35358452701400001,,1,,0.25,sh000001,2018-07-25T15:00:00+08:00,2018-07-25T15:00:00+08:00,-0.0596864967139,0.277777777778,0.83333333333299997,2018-07-26T15:30:00+08:00,,1,,,,,,,
