section,sample_type,representation,period,horizon,quintile,count,dates,securities,industries,mean_net_return,median_net_return,positive_return_fraction,mean_industry_relative,median_industry_relative,mean_broad_relative,severe_loss_fraction,mean_mae_h20,control,tercile,q5_count,q1_count,q5_mean_industry_relative,q1_mean_industry_relative,q5_minus_q1_industry_relative,absolute_bin,relative_bin
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,1,1,9457,1136,3162,117,-0.00143975420012,-0.00223383770852,0.469387755102,7.22377404181e-05,-0.000660725580037,0.000201864748284,0.00412392936449,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,1,2,9465,1116,3208,117,-0.00205000150806,-0.00241105091404,0.466983623877,-0.000284578350497,-0.000699369017652,-0.000351911998002,0.00348652931854,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,1,3,9588,1062,3223,116,-0.00191833786895,-0.0024990967358,0.465060492282,-0.000162604260964,-0.000523262134119,-0.000302569801289,0.00375469336671,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,1,4,12556,1080,3391,114,-0.00180447673824,-0.00399201596806,0.447515132208,-0.000376819731764,-0.00111991419272,-0.000369967307929,0.00398215992354,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,1,5,9080,915,3134,117,-0.00178992863955,-0.00455695398263,0.442400881057,-5.27230815211e-05,-0.00114143165591,2.48273468984e-05,0.00892070484581,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,1,Q5-Q1,9080,915,,,-0.000350174439429,-0.00232311627411,-0.0269868740448,-0.000124960821939,-0.000480706075872,-0.000177037401385,0.00479677548132,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,3,1,9437,1134,3158,117,0.000163396041326,-0.00456907737249,0.467945321606,-0.000234929681239,-0.00176700525262,-0.000550411826856,0.0507576560348,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,3,2,9443,1114,3203,117,0.0009423598867,-0.0031098122621,0.475060891666,0.000196163082704,-0.000813579991994,0.000384887989444,0.0391824632003,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,3,3,9567,1060,3221,116,0.00135653526334,-0.00183459795211,0.486463886276,-0.000256887201467,-0.00109999807149,8.84606633055e-05,0.0396153444131,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,3,4,12531,1078,3389,114,-0.000734492428021,-0.00566541647887,0.455510334371,-0.000834461576992,-0.00214380217129,-0.00108777338961,0.0447689729471,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,3,5,9050,913,3131,117,-0.00119975519591,-0.00552556009076,0.461878453039,-0.0017672641915,-0.00251591349033,-0.00169849743345,0.0691712707182,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,3,Q5-Q1,9050,913,,,-0.00136315123723,-0.000956482718272,-0.00606686856777,-0.00153233451026,-0.000748908237704,-0.0011480856066,0.0184136146835,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,5,1,9418,1132,3158,117,-0.000556651168888,-0.0077416939148,0.453493310682,-0.000198677374206,-0.00159662356474,-0.00037451343028,0.0890847313655,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,5,2,9428,1112,3200,117,0.000324226100266,-0.00681195361553,0.458633856597,0.000682337924985,-0.00130695508731,0.000764209972503,0.0773228680526,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,5,3,9554,1058,3218,116,0.00187710722228,-0.00570559362408,0.465040820599,0.00055977729911,-0.00127152193596,0.000671659246409,0.0701276952062,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,5,4,12520,1076,3389,114,-0.000963767528805,-0.00843352866332,0.450319488818,-0.00052642499649,-0.00247708086494,-0.000333234731977,0.0861022364217,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,5,5,9034,911,3128,117,-0.00323171555182,-0.00980835374663,0.443989373478,-0.00282886224976,-0.00419628879119,-0.00319285866892,0.110028780164,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,5,Q5-Q1,9034,911,,,-0.00267506438293,-0.00206665983183,-0.0095039372037,-0.00263018487555,-0.00259966522646,-0.00281834523864,0.0209440487984,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,10,1,9382,1127,3153,117,-0.0032540825442,-0.017018920107,0.430292048604,-0.000890179976515,-0.00387701450068,-0.000260656181141,0.174802813899,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,10,2,9386,1107,3192,117,-0.000469748016173,-0.0136905306729,0.437566588536,0.00131485880758,-0.00124981422146,0.00283291395085,0.161197528234,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,10,3,9513,1053,3207,116,0.000945836778722,-0.0142276711399,0.442867654788,0.000411968188615,-0.00257181954635,0.000795310883497,0.156838011143,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,10,4,12480,1071,3379,114,-0.00425902948555,-0.0154897527295,0.435096153846,-0.000314722880709,-0.0036091885696,-0.000761033231257,0.172676282051,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,10,5,8989,906,3118,117,-0.00852081635975,-0.0203613001557,0.420847702748,-0.00486191957562,-0.00691760307999,-0.00693292251371,0.209255757036,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,10,Q5-Q1,8989,906,,,-0.00526673381555,-0.00334238004865,-0.00944434585591,-0.00397173959911,-0.00304058857931,-0.00667226633257,0.0344529431374,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,20,1,9308,1117,3133,117,-0.00753320805172,-0.029941770231,0.41082939407,-0.00146943618804,-0.00539278228377,-0.00157230312027,0.279222174474,-0.116278567392,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,20,2,9310,1097,3174,117,-0.00389702556764,-0.0247069211529,0.424382384533,0.00117309379242,-0.00271065878193,0.00259493164575,0.266702470462,-0.110451056207,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,20,3,9446,1042,3197,116,-0.00111749952606,-0.0245191797548,0.423883125132,-0.000995669241316,-0.00423470085555,-0.000747470212949,0.260957018844,-0.10856252671,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,20,4,12400,1061,3365,114,-0.00755694106322,-0.0275025676146,0.416209677419,-0.000990306241575,-0.00549850685852,-0.00125945872799,0.276532258065,-0.113532200877,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,20,5,8904,898,3099,117,-0.0144779364415,-0.0388575690795,0.388814016173,-0.00825427564697,-0.0107567687934,-0.009537328326,0.310983827493,-0.12425272266,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,full,20,Q5-Q1,8904,898,,,-0.0069447283898,-0.00891579884856,-0.0220153778971,-0.00678483945893,-0.00536398650959,-0.00796502520573,0.0317616530197,-0.00797415526853,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,1,1,5763,665,2356,114,-0.00227112515958,-0.00342531525645,0.458615304529,-0.000646465906377,-0.00144256622764,-0.000823144960932,0.0043380183932,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,1,2,5750,648,2425,110,-0.00171767269477,-0.00220528160666,0.472347826087,-0.000156978433823,-0.000808919155561,-0.000367992590273,0.00347826086957,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,1,3,6036,618,2443,111,-0.00148948290743,-0.00188284671379,0.475811795891,-0.000351773729673,-0.000771811509471,-0.000417304250948,0.00364479787939,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,1,4,7731,627,2624,112,-0.00236261585968,-0.00399201596806,0.442892251973,-0.0005649298881,-0.00160787142326,-0.000325048886336,0.00426852929763,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,1,5,5426,527,2278,113,-0.000959381776778,-0.00335153363981,0.45816439366,-0.0002538125602,-0.00155717065818,-0.000133114265011,0.00866199778843,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,1,Q5-Q1,5426,527,,,0.00131174338281,7.37816166401e-05,-0.000450910868736,0.000392653346177,-0.000114604430539,0.00069003069592,0.00432397939523,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,3,1,5763,665,2356,114,0.00190081809038,-0.00248291296195,0.481173000174,-0.000459594560414,-0.00186718341413,-0.00126611616588,0.0501474926254,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,3,2,5749,648,2425,110,0.00332485442761,-0.000632798483976,0.493477126457,0.000160378113132,-0.00114346194837,8.28609447043e-05,0.03722386502,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,3,3,6036,618,2443,111,0.00443730615132,0.0020108069072,0.513750828363,-0.000455729326993,-0.00119505550282,0.000178371389981,0.0387673956262,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,3,4,7728,627,2624,112,0.000670656963897,-0.00437558364659,0.464932712215,-0.00106903982894,-0.00268835608164,-0.00119336994025,0.0452898550725,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,3,5,5424,527,2278,113,0.000724444098551,-0.00345826404352,0.476216814159,-0.00281840253747,-0.00367467524812,-0.00252151955207,0.0645280235988,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,3,Q5-Q1,5424,527,,,-0.00117637399183,-0.000975351081564,-0.00495618601423,-0.00235880797706,-0.00180749183399,-0.00125540338619,0.0143805309735,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,5,1,5762,665,2356,114,0.00132327440156,-0.0064533474272,0.461124609511,-0.000384214306716,-0.00224005885106,-0.00114826572069,0.085213467546,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,5,2,5748,648,2425,110,0.00311321918005,-0.00399201596806,0.472338204593,0.000909949420705,-0.00177019918059,0.000644041716544,0.0671537926235,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,5,3,6034,618,2442,111,0.00554124476673,-0.00269893854747,0.482598607889,0.000181969827036,-0.00196588672833,0.000669907157107,0.0659595624793,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,5,4,7728,627,2624,112,0.00105346600282,-0.00791823172152,0.453933747412,-0.000578753045796,-0.00303241926934,-3.98907366091e-05,0.082298136646,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,5,5,5422,527,2277,113,-0.00155581597716,-0.00811672563773,0.454444854297,-0.00378050956515,-0.0052478585964,-0.00414712888246,0.101438583549,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,5,Q5-Q1,5422,527,,,-0.00287909037872,-0.00166337821053,-0.00667975521328,-0.00339629525844,-0.00300779974533,-0.00299886316177,0.0162251160025,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,10,1,5759,665,2356,114,-0.00104638395505,-0.0162192239562,0.431672165306,-0.00137841523877,-0.00505300986549,-0.00170510319189,0.170342073277,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,10,2,5744,648,2423,110,0.0030236891069,-0.011861973541,0.447423398329,0.00137704119321,-0.00199514181775,0.00229607862905,0.153551532033,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,10,3,6029,618,2439,111,0.00723628784861,-0.00940300229963,0.463426770609,-4.93579063044e-05,-0.00431449497742,0.000401074328247,0.14894675734,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,10,4,7719,627,2622,112,-0.0015136998383,-0.0149655323184,0.437491903096,0.000644056534394,-0.00333370218874,0.000812187882174,0.164917735458,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,10,5,5418,527,2275,113,-0.00395537835424,-0.0156379696699,0.438722775932,-0.0058798805958,-0.00872054736152,-0.00723858979433,0.196566998893,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,10,Q5-Q1,5418,527,,,-0.00290899439919,0.000581254286248,0.0070506106256,-0.00450146535703,-0.00366753749603,-0.00553348660244,0.026224925616,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,20,1,5748,665,2349,114,-0.00542788621894,-0.0297966872032,0.412317327766,-0.00352367364816,-0.00677135049641,-0.00454325397792,0.275400139179,-0.116247338391,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,20,2,5732,648,2419,110,0.000111880587445,-0.0235357980765,0.426029309142,0.000794745033535,-0.00378136465501,0.000838632063525,0.263433356595,-0.108265228129,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,20,3,6016,618,2435,111,0.0082172616735,-0.0191227258957,0.439494680851,-0.0021102620652,-0.00688368824199,-0.00171269918092,0.256150265957,-0.105628807255,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,20,4,7711,627,2621,112,-0.00523227207221,-0.0274615391554,0.415510309947,0.00114446064754,-0.00411275642121,0.00212619552296,0.277655297627,-0.113725715104,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,20,5,5408,527,2273,113,-0.00370849136964,-0.0305025228237,0.416050295858,-0.0083275252349,-0.0117826799157,-0.00880245529175,0.296967455621,-0.120384266255,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,early_2018_2021,20,Q5-Q1,5408,527,,,0.0017193948493,-0.000705835620487,0.00373296809181,-0.00480385158674,-0.00501132941925,-0.00425920131383,0.0215673164425,-0.00413692786435,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,1,1,3694,471,2006,112,-0.000142734481829,-0.00104967725897,0.486193827829,0.00119348547092,0.000420601442297,0.00180097978732,0.00378992961559,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,1,2,3715,468,2065,117,-0.00256437315716,-0.00287290587365,0.45868102288,-0.000482074856788,-0.000552142202576,-0.000327022790584,0.00349932705249,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,1,3,3552,444,2093,115,-0.00264710153667,-0.00399201596806,0.446790540541,0.000158856018633,-0.000215007995021,-0.000107598760145,0.00394144144144,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,1,4,4825,453,2354,112,-0.000910181702423,-0.0028202418692,0.454922279793,-7.54146294573e-05,-0.000515832931512,-0.00044193918717,0.00352331606218,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,1,5,3654,388,2028,114,-0.00302324754415,-0.00669408264967,0.41899288451,0.000245884338105,-0.000522949245962,0.000259362427967,0.00930487137384,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,1,Q5-Q1,3654,388,,,-0.00288051306232,-0.0056444053907,-0.0672009433188,-0.000947601132817,-0.000943550688258,-0.00154161735936,0.00551494175824,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,3,1,3674,469,1999,112,-0.00256190697138,-0.00724352967103,0.447196516059,0.000117477422376,-0.00164520290386,0.000572234908527,0.0517147523136,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,3,2,3694,466,2059,117,-0.0027655342973,-0.00733931688527,0.446399566865,0.000251855500155,-0.000332247400173,0.000854934952143,0.042230644288,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,3,3,3531,442,2090,115,-0.00390982924526,-0.00736691905445,0.43981874823,8.30196435271e-05,-0.000827673604847,-6.52354981815e-05,0.041064854149,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,3,4,4803,451,2349,112,-0.00299536990059,-0.00757220282655,0.440349781387,-0.000457026488295,-0.00111593170875,-0.000917869133243,0.0439308765355,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,3,5,3626,386,2020,114,-0.00407809412948,-0.00896398953899,0.440430226145,-0.000194905010988,-0.001108031132,-0.000467368925075,0.0761169332598,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,3,Q5-Q1,3626,386,,,-0.0015161871581,-0.00172045986796,-0.00676628991428,-0.000312382433364,0.000537171771863,-0.0010396038336,0.0244021809462,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,5,1,3656,467,1995,112,-0.00351948791312,-0.00952899046464,0.441466083151,9.37361392287e-05,-0.000781666247429,0.000844950655429,0.0951859956236,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,5,2,3680,464,2054,117,-0.00403205982978,-0.00957393432726,0.43722826087,0.000326818664823,-0.00078789475653,0.000951907563605,0.0932065217391,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,5,3,3520,440,2087,115,-0.00440397401157,-0.0118816476465,0.434943181818,0.00120741658505,-0.000311027166489,0.000674662685857,0.0772727272727,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,5,4,4792,449,2348,112,-0.00421693546127,-0.00944514040131,0.44449081803,-0.000442036189097,-0.00164375714379,-0.00080630701833,0.0922370617696,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,5,5,3612,384,2014,114,-0.00574742083804,-0.0127210308799,0.428294573643,-0.00140033740367,-0.00273964041897,-0.00176039657096,0.12292358804,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,5,Q5-Q1,3612,384,,,-0.00222793292491,-0.00319204041528,-0.0131715095076,-0.0014940735429,-0.00195797417155,-0.00260534722639,0.0277375924162,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,10,1,3623,462,1986,112,-0.00676336661125,-0.0186391922038,0.42809826111,-0.000114097482634,-0.00233398322016,0.00203538862563,0.18189345846,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,10,2,3642,459,2042,117,-0.00597944127123,-0.016859944385,0.422020867655,0.00121678752172,-0.00077560189563,0.00367958668242,0.173256452499,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,10,3,3484,435,2076,115,-0.00993967685514,-0.0223878130472,0.407290470723,0.00121028478628,0.000140509361806,0.00147753022667,0.170493685419,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,10,4,4761,444,2337,112,-0.00871002707997,-0.0162901762878,0.431211930267,-0.00186919007356,-0.0041031760099,-0.00331169354938,0.185255198488,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,10,5,3571,379,2000,114,-0.0154475996456,-0.0276054178271,0.39372724727,-0.00331744665282,-0.00456171199258,-0.00646915737051,0.228507420891,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,10,Q5-Q1,3571,379,,,-0.00868423303438,-0.00896622562328,-0.0343710138399,-0.00320334917019,-0.00222772877242,-0.00850454599614,0.0466139624307,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,20,1,3560,452,1958,112,-0.0109324748761,-0.0301006367808,0.408426966292,0.00184734946386,-0.00353013233781,0.00322461416337,0.285393258427,-0.116328989948,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,20,2,3578,449,2017,117,-0.0103193425271,-0.0274842284558,0.421743991056,0.00177921315685,-0.00125049776993,0.00540854517434,0.271939631079,-0.113952779668,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,20,3,3430,424,2057,115,-0.017490071939,-0.0333271843667,0.396501457726,0.000959255081857,-0.000561226737926,0.000945479487141,0.269387755102,-0.113708082466,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,20,4,4689,434,2300,112,-0.0113798292248,-0.0276170031904,0.417359778204,-0.00450090284681,-0.00741305795731,-0.00682712346014,0.274685433994,-0.113213969227,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,20,5,3496,371,1966,114,-0.0311373068502,-0.0482101018508,0.346681922197,-0.00814096507158,-0.00963934644057,-0.0106741113264,0.33266590389,-0.13023687948,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,late_2022_2023,20,Q5-Q1,3496,371,,,-0.0202048319741,-0.01810946507,-0.0617450440953,-0.00998831453544,-0.00610921410276,-0.0138987254897,0.0472726454632,-0.013907889532,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,1,1,263,62,212,55,-0.001688916282,-0.00207799630142,0.463878326996,0.000903525571769,-0.000363331625807,0.000463240168538,0,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,1,2,254,58,225,60,-0.00365899000015,-0.0026110168112,0.464566929134,-0.0013101406236,-0.0012558845109,-0.00145127537439,0.00787401574803,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,1,3,313,55,258,61,-0.00353311734762,-0.0045054221454,0.434504792332,-0.000133497928087,0,-0.000721660412871,0,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,1,4,405,58,303,65,-0.00254220200912,-0.000859915389347,0.481481481481,-0.000838521624298,-0.00133620405267,-0.000326167374871,0.00493827160494,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,1,5,243,46,212,61,-0.000168680380734,-0.00244180898903,0.477366255144,0.00124917574458,-0.000754551503055,0.00192203156658,0,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,1,Q5-Q1,243,46,,,0.00152023590127,-0.00036381268761,0.0134879281478,0.000345650172811,-0.000391219877248,0.00145879139805,0,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,3,1,263,62,212,55,0.00328850955196,0.000842974245683,0.509505703422,0.000406509445375,0.00108440647625,0.000885958501995,0.0342205323194,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,3,2,254,58,225,60,0.00445757007113,0.00416398417419,0.53937007874,0.000945777662438,0.000474204374104,0.00144813825326,0.0433070866142,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,3,3,313,55,258,61,-0.00482465365349,-0.00703326172083,0.431309904153,0.000625823757177,-0.0014849592205,0.000418091787481,0.0319488817891,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,3,4,405,58,303,65,-0.00216829003495,-0.00570927111295,0.446913580247,-0.000907482736792,-0.00255631526937,-0.00146651362862,0.0345679012346,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,3,5,243,46,212,61,0.00334138207448,7.05590857715e-05,0.502057613169,-0.00159400948388,-0.00191308396279,-0.00128406314112,0.0246913580247,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,3,Q5-Q1,243,46,,,5.28725225218e-05,-0.000772415159912,-0.00744809025333,-0.00200051892926,-0.00299749043904,-0.00217002164311,-0.0095291742947,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,5,1,263,62,212,55,-0.00261038702615,-0.00399201596806,0.467680608365,0.000478460273724,-0.000178203897452,-0.00260910636695,0.0494296577947,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,5,2,254,58,225,60,0.00549147602715,0.00253786311531,0.515748031496,0.00255961116604,0.000485422677623,0.004016666035,0.0511811023622,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,5,3,313,55,258,61,-0.00615044899636,-0.010922489018,0.431309904153,0.000569026070802,-0.00268942755032,0.00112688523601,0.0702875399361,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,5,4,405,58,303,65,-0.00732855676786,-0.00965115224097,0.40987654321,-0.00182072799991,-0.00181107302574,-0.0017417389794,0.0567901234568,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,5,5,243,46,212,61,0.00947156747696,0.00411293146077,0.543209876543,0.00180599805905,0.000590333751363,0.00280203511281,0.0617283950617,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,5,Q5-Q1,243,46,,,0.0120819545031,0.00810494742883,0.0755292681782,0.00132753778532,0.000768537648815,0.00541114147976,0.0122987372671,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,10,1,263,62,212,55,-0.00621387099226,-0.00520223223056,0.460076045627,0.00308928177304,-0.000307479308491,-0.00207748353187,0.12927756654,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,10,2,254,58,225,60,-0.000697284872863,-0.00434571198512,0.464566929134,0.00327203398908,0.00489373103889,0.00320796846893,0.0748031496063,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,10,3,313,55,258,61,-0.0128141707351,-0.0165563368675,0.418530351438,0.00250053493642,-0.00143695214061,0.00475820924834,0.143769968051,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,10,4,405,58,303,65,-0.00155331854149,-0.00605628121994,0.466666666667,-0.000426270886121,-0.000249689362567,0.00130710928723,0.106172839506,,,,,,,,,,
raw,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,10,5,243,46,212,61,0.00465555009632,-0.00399201596806,0.469135802469,0.00359897950873,0.00363331293816,0.00363057787596,0.111111111111,,,,,,,,,,
raw_spread,SHOCK,FURTHER_DRAWDOWN_RATIO_3,2018,10,Q5-Q1,243,46,,,0.0108694210886,0.00121021626249,0.00905975684176,0.00050969773569,0.00394079224665,0.00570806140783,-0.0181664554288,,,,,,,,,,
