trade_date,market_view,denominator,available_at,event_year,session_ordinal,breakout_formation_depth20,breakout_formation_depth20_pit_3y_pct,breadth_net_new_high_low60_pit_3y_pct,realized_volatility_median20_pit_3y_pct,median_signed_limit_utilization,median_signed_limit_utilization_pit_3y_pct,open_close_log_return__median,intraday_log_range__median,adverse_mean_log_excursion_h3,adverse_mean_log_excursion_h1,adverse_mean_log_excursion_h5
2018-03-07,CHINEXT_BOARD,ALL_STATUS,2018-03-07T15:30:00,2018,1,0.023119521917570399,,,,,,-0.0059453431732700004,0.0283098396432,-0.0103040465421968,-0.0098447908648521005,-0.0114298871072788
2018-03-07,CHINEXT_BOARD,NON_ST,2018-03-07T15:30:00,2018,1,0.023119521917570399,,,,,,-0.0059453431732700004,0.0283098396432,-0.0103040465421968,-0.0098447908648521005,-0.0114298871072788
2018-03-07,SH_A,ALL_STATUS,2018-03-07T15:30:00,2018,1,0.018996427076629602,,,,,,-0.0071478096822500002,0.023651799621599998,-0.0114298880193252,-0.0099180802204281993,-0.013803081308463401
2018-03-07,SH_A,NON_ST,2018-03-07T15:30:00,2018,1,0.019460748814903402,,,,,,-0.0071090642472099999,0.023690173866800002,-0.0114248854656528,-0.0099540875943331004,-0.0138255029960674
2018-03-07,SZ_A,ALL_STATUS,2018-03-07T15:30:00,2018,1,0.0242317615331012,,,,,,-0.0070273955864000003,0.026088369730400001,-0.0110912181096256,-0.0097942129605505003,-0.0128389401079119
2018-03-07,SZ_A,NON_ST,2018-03-07T15:30:00,2018,1,0.024284463072573498,,,,,,-0.0070534027797299996,0.026133759784399999,-0.0109741831185289,-0.0097683497298452007,-0.0126511324404981
2018-03-08,ALL_A,ALL_STATUS,2018-03-08T15:30:00,2018,2,0.028043933190430598,,,,,,0.0082987862518999998,0.024332101562999999,-0.0102867542487362,-0.0080399163999498001,-0.025684646328076401
2018-03-08,ALL_A,NON_ST,2018-03-08T15:30:00,2018,2,0.0280091418483948,,,,,,0.0083172236732700008,0.024370151814099999,-0.0102793418629974,-0.0080655139816045007,-0.025757630106584498
2018-03-08,CHINEXT_BOARD,ALL_STATUS,2018-03-08T15:30:00,2018,2,0.0293848832070122,,,,,,0.012920692980999999,0.028848172416799999,-0.0080630878276845008,-0.0066576152093166001,-0.027503307201537
2018-03-08,CHINEXT_BOARD,NON_ST,2018-03-08T15:30:00,2018,2,0.0293848832070122,,,,,,0.012920692980999999,0.028848172416799999,-0.0080630878276845008,-0.0066576152093166001,-0.027503307201537
2018-03-08,SH_A,ALL_STATUS,2018-03-08T15:30:00,2018,2,0.021912220765654401,,,,,,0.0076628391457699997,0.022577834616600002,-0.0109274565152923,-0.0085213905746730993,-0.026164335400081701
2018-03-08,SH_A,NON_ST,2018-03-08T15:30:00,2018,2,0.021785135159794002,,,,,,0.0077311226836399996,0.0226081607805,-0.011031304774998901,-0.0086107417248575992,-0.026369048075246999
2018-03-08,SZ_A,ALL_STATUS,2018-03-08T15:30:00,2018,2,0.030576597018055499,,,,,,0.0087745576401199992,0.025547720815000001,-0.0098485481834831006,-0.0077106138289433001,-0.025356564671805401
2018-03-08,SZ_A,NON_ST,2018-03-08T15:30:00,2018,2,0.0305639742882572,,,,,,0.0088981298446099994,0.025584873781800001,-0.0097704120092666005,-0.0076965028625781999,-0.025343821323739801
2018-03-09,ALL_A,ALL_STATUS,2018-03-09T15:30:00,2018,3,0.0233621487866006,,,,,,0.0135851376235,0.028749385132599999,-0.017647239201485199,-0.0049671892013272,-0.037793958470324802
2018-03-09,ALL_A,NON_ST,2018-03-09T15:30:00,2018,3,0.023346882451776501,,,,,,0.013689454536399999,0.0288204559638,-0.017625804054384301,-0.0048724641064342,-0.037892582138980502
2018-03-09,CHINEXT_BOARD,ALL_STATUS,2018-03-09T15:30:00,2018,3,0.026417139257215599,,,,,,0.026538099987100001,0.043454973770499998,-0.019094016588717001,-0.0027709067776589,-0.048969503511651802
2018-03-09,CHINEXT_BOARD,NON_ST,2018-03-09T15:30:00,2018,3,0.026417139257215599,,,,,,0.026538099987100001,0.043454973770499998,-0.019094016588717001,-0.0027709067776589,-0.048969503511651802
2018-03-09,SH_A,ALL_STATUS,2018-03-09T15:30:00,2018,3,0.0201403380939566,,,,,,0.0098522871858399991,0.0239589792857,-0.017654501699271099,-0.0057151260927806998,-0.035788445275154901
2018-03-09,SH_A,NON_ST,2018-03-09T15:30:00,2018,3,0.020074616777817501,,,,,,0.0097667787870300005,0.02403075306,-0.0177082374036007,-0.0056330295825570004,-0.0359416241329088
2018-03-09,SZ_A,ALL_STATUS,2018-03-09T15:30:00,2018,3,0.024788673400512301,,,,,,0.016714615875500001,0.032398319442000001,-0.017642284564106901,-0.0044569300331577001,-0.039162164139029502
2018-03-09,SZ_A,NON_ST,2018-03-09T15:30:00,2018,3,0.0247896541352947,,,,,,0.0167596036574,0.032402915334100002,-0.0175701083459349,-0.0043585915849684003,-0.039210737828829403
2018-03-12,ALL_A,ALL_STATUS,2018-03-12T15:30:00,2018,4,0.0239284271055514,,,,,,0.0082987946046899994,0.0283332823915,-0.049453178475624603,-0.0173386580804278,-0.054465544362284901
2018-03-12,ALL_A,NON_ST,2018-03-12T15:30:00,2018,4,0.024028218029284301,,,,,,0.0083361104258800004,0.028446199917700001,-0.049726125244351001,-0.017413449454163399,-0.054747285142549403
2018-03-12,CHINEXT_BOARD,ALL_STATUS,2018-03-12T15:30:00,2018,4,0.030597414895594002,,,,,,0.0086721324411200007,0.036142233170000003,-0.0657886836855755,-0.020261402678638601,-0.068189554633587404
2018-03-12,CHINEXT_BOARD,NON_ST,2018-03-12T15:30:00,2018,4,0.030597414895594002,,,,,,0.0086721324411200007,0.036142233170000003,-0.0657886836855755,-0.020261402678638601,-0.068189554633587404
2018-03-12,SH_A,ALL_STATUS,2018-03-12T15:30:00,2018,4,0.0194710286700693,,,,,,0.0080565043325399998,0.024779350204199999,-0.045445528323352601,-0.016564798962741201,-0.051657183109028101
2018-03-12,SH_A,NON_ST,2018-03-12T15:30:00,2018,4,0.019587566230622699,,,,,,0.0081191205587499999,0.024875098230799999,-0.045739852460709003,-0.016683470899141701,-0.0519875341815468
2018-03-12,SZ_A,ALL_STATUS,2018-03-12T15:30:00,2018,4,0.026105094434940398,,,,,,0.0084122899933299997,0.0311739174109,-0.052189512940703703,-0.017867031889114902,-0.0563830310179807
2018-03-12,SZ_A,NON_ST,2018-03-12T15:30:00,2018,4,0.0261833680215896,,,,,,0.0084952408102699998,0.031238170029099999,-0.052421668849451201,-0.017907065704893699,-0.0566134467070884
2018-03-13,ALL_A,ALL_STATUS,2018-03-13T15:30:00,2018,5,0.0225266329148643,,,,,,-0.0054200622162899996,0.026686984579300001,-0.044111535911914301,-0.0198416348592091,-0.0524498874554837
2018-03-13,ALL_A,NON_ST,2018-03-13T15:30:00,2018,5,0.022686064171852101,,,,,,-0.00551720626563,0.026686984579300001,-0.044251672356442201,-0.019867416756526,-0.052626603121912703
2018-03-13,CHINEXT_BOARD,ALL_STATUS,2018-03-13T15:30:00,2018,5,0.026974171672014501,,,,,,-0.0061236244380400004,0.032508153504999998,-0.0590173398716589,-0.0241829392486527,-0.063899445867975704
2018-03-13,CHINEXT_BOARD,NON_ST,2018-03-13T15:30:00,2018,5,0.026974171672014501,,,,,,-0.0061236244380400004,0.032508153504999998,-0.0590173398716589,-0.0241829392486527,-0.063899445867975704
2018-03-13,SH_A,ALL_STATUS,2018-03-13T15:30:00,2018,5,0.0186827377697198,,,,,,-0.0057570902895899998,0.023530575942,-0.039604779393170801,-0.018014267236255401,-0.0489602939337151
2018-03-13,SH_A,NON_ST,2018-03-13T15:30:00,2018,5,0.0188449534355964,,,,,,-0.0059347684986399999,0.0234946113261,-0.0396515174051617,-0.017967182425935702,-0.049067228450534003
2018-03-13,SZ_A,ALL_STATUS,2018-03-13T15:30:00,2018,5,0.024678378566765701,,,,,,-0.0050314602877200004,0.028884129945699999,-0.047198011701477,-0.021093117139962501,-0.054839753842886703
2018-03-13,SZ_A,NON_ST,2018-03-13T15:30:00,2018,5,0.024785684117264301,,,,,,-0.0050978174319500002,0.028884129945699999,-0.047371912441506202,-0.0211563271067466,-0.0550408921284836
2018-03-14,ALL_A,ALL_STATUS,2018-03-14T15:30:00,2018,6,0.022122222642298101,,,,,,-0.0078496014414499993,0.027431599108399998,-0.035952119422498,-0.029824639066699202,-0.0419375987612974
2018-03-14,ALL_A,NON_ST,2018-03-14T15:30:00,2018,6,0.022236304616254698,,,,,,-0.0078962279007700007,0.027480766988600001,-0.036127201570671001,-0.0299853780596551,-0.042132915697134801
2018-03-14,CHINEXT_BOARD,ALL_STATUS,2018-03-14T15:30:00,2018,6,0.0272979195677364,,,,,,-0.011849340104500001,0.032567310798400001,-0.043813621323638002,-0.0408823878155994,-0.048282522057108902
2018-03-14,CHINEXT_BOARD,NON_ST,2018-03-14T15:30:00,2018,6,0.0272979195677364,,,,,,-0.011849340104500001,0.032567310798400001,-0.043813621323638002,-0.0408823878155994,-0.048282522057108902
2018-03-14,SH_A,ALL_STATUS,2018-03-14T15:30:00,2018,6,0.018426762889075299,,,,,,-0.0059332568655500002,0.024321329351900001,-0.034296312272547501,-0.026846516272847901,-0.0401880541792611
2018-03-14,SH_A,NON_ST,2018-03-14T15:30:00,2018,6,0.018426762889075299,,,,,,-0.0059684818994000001,0.024357710057799999,-0.034492138084881101,-0.026990748573714501,-0.040407963940578301
2018-03-14,SZ_A,ALL_STATUS,2018-03-14T15:30:00,2018,6,0.024275082223304101,,,,,,-0.0090498071177299994,0.029270355062699999,-0.037083633713059602,-0.031859772506237102,-0.0431331695719488
2018-03-14,SZ_A,NON_ST,2018-03-14T15:30:00,2018,6,0.024486592055100301,,,,,,-0.0090863982063800006,0.029384997309099999,-0.0372337875385692,-0.032012097509386703,-0.043300336672342302
2018-03-15,ALL_A,ALL_STATUS,2018-03-15T15:30:00,2018,7,0.0267038227153528,,,,,,-0.0042957841143200001,0.0342484189457,-0.025232654424731799,-0.011587051369322201,-0.029989742124121699
2018-03-15,ALL_A,NON_ST,2018-03-15T15:30:00,2018,7,0.026976487754563901,,,,,,-0.0043383975598899997,0.0342598634395,-0.0252976900735663,-0.0116063434614264,-0.030053315678459001
2018-03-15,CHINEXT_BOARD,ALL_STATUS,2018-03-15T15:30:00,2018,7,0.023858841649364498,,,,,,-0.0065574463380500001,0.043726873896200003,-0.023918048177220302,-0.013635988851229,-0.028566206877045301
2018-03-15,CHINEXT_BOARD,NON_ST,2018-03-15T15:30:00,2018,7,0.023858841649364498,,,,,,-0.0065574463380500001,0.043726873896200003,-0.023918048177220302,-0.013635988851229,-0.028566206877045301
2018-03-15,SH_A,ALL_STATUS,2018-03-15T15:30:00,2018,7,0.021262833206079398,,,,,,-0.0043383975598899997,0.031169789592200001,-0.0246451156315311,-0.0109040907545244,-0.028779847597613602
2018-03-15,SH_A,NON_ST,2018-03-15T15:30:00,2018,7,0.0214388074101504,,,,,,-0.0043383975598899997,0.031163952472,-0.024736789436565602,-0.0109379828256223,-0.0288625447904985
2018-03-15,SZ_A,ALL_STATUS,2018-03-15T15:30:00,2018,7,0.030590243793405102,,,,,,-0.0042931494037699997,0.036266156309999999,-0.025633041571263698,-0.012052465151215601,-0.030814242944627701
2018-03-15,SZ_A,NON_ST,2018-03-15T15:30:00,2018,7,0.030843316270921701,,,,,,-0.0043668148472299998,0.036307662781300001,-0.025675920716117701,-0.0120570373206598,-0.030856285060867301
2018-03-16,ALL_A,ALL_STATUS,2018-03-16T15:30:00,2018,8,0.0260540783476093,,,,,,-0.0018938930090599999,0.024786801345700001,-0.023464725961660798,-0.0134444022817114,-0.079427566174043202
2018-03-16,ALL_A,NON_ST,2018-03-16T15:30:00,2018,8,0.026362709392334701,,,,,,-0.0020834925330300001,0.024817731872499998,-0.023468466740051201,-0.0134369968248367,-0.0798049891463187
2018-03-16,CHINEXT_BOARD,ALL_STATUS,2018-03-16T15:30:00,2018,8,0.0307497854764574,,,,,,-0.0029624785453700002,0.027956410800100001,-0.019317074137909,-0.0101132017351398,-0.077950464594104096
2018-03-16,CHINEXT_BOARD,NON_ST,2018-03-16T15:30:00,2018,8,0.0307497854764574,,,,,,-0.0029624785453700002,0.027956410800100001,-0.019317074137909,-0.0101132017351398,-0.077950464594104096
2018-03-16,SH_A,ALL_STATUS,2018-03-16T15:30:00,2018,8,0.0248879411992146,,,,,,-0.0018814811864,0.022670280601100001,-0.022958650319807501,-0.013773142945376,-0.0747843194887753
2018-03-16,SH_A,NON_ST,2018-03-16T15:30:00,2018,8,0.025382962917416201,,,,,,-0.0020986846797399999,0.022748124326299999,-0.022967663779840101,-0.013775532974626701,-0.075175004009460797
2018-03-16,SZ_A,ALL_STATUS,2018-03-16T15:30:00,2018,8,0.026878544739149399,,,,,,-0.00190662195032,0.026261260336999999,-0.023810352302293801,-0.013219887558609001,-0.082598689673698406
2018-03-16,SZ_A,NON_ST,2018-03-16T15:30:00,2018,8,0.027045953644580501,,,,,,-0.00206830038633,0.026267990837600001,-0.023806923031164402,-0.013208204867182801,-0.082934059303308605
2018-03-19,ALL_A,ALL_STATUS,2018-03-19T15:30:00,2018,9,0.028295598610092201,,,,,,0.0044004167367399996,0.027610218191199999,-0.0280636077858398,-0.0209849555585848,-0.1072696238577194
2018-03-19,ALL_A,NON_ST,2018-03-19T15:30:00,2018,9,0.0285884072010682,,,,,,0.0044642890897700002,0.027706263026299999,-0.0281142545641071,-0.021026658368388001,-0.1075233013166661
2018-03-19,CHINEXT_BOARD,ALL_STATUS,2018-03-19T15:30:00,2018,9,0.027260556689147501,,,,,,0.0132452366094,0.035877080654399998,-0.0315270291358066,-0.023656577780485001,-0.1184957884110741
2018-03-19,CHINEXT_BOARD,NON_ST,2018-03-19T15:30:00,2018,9,0.027260556689147501,,,,,,0.0132452366094,0.035877080654399998,-0.0315270291358066,-0.023656577780485001,-0.1184957884110741
2018-03-19,SH_A,ALL_STATUS,2018-03-19T15:30:00,2018,9,0.026730487811307602,,,,,,0.0028182013039400001,0.025093578507299999,-0.025368731414025701,-0.0191791847647329,-0.098931154426189605
2018-03-19,SH_A,NON_ST,2018-03-19T15:30:00,2018,9,0.027182034420313701,,,,,,0.0029062835208800001,0.0251604703305,-0.025392697371834101,-0.019199327237349701,-0.098980348329259907
2018-03-19,SZ_A,ALL_STATUS,2018-03-19T15:30:00,2018,9,0.029359873953265801,,,,,,0.0055278456559400002,0.0293436487526,-0.029902517327803701,-0.022217163899622201,-0.1129595661361085
2018-03-19,SZ_A,NON_ST,2018-03-19T15:30:00,2018,9,0.029522778158144702,,,,,,0.0055762617540699999,0.0293658403118,-0.029951991391587902,-0.022260567295617501,-0.1132919470629218
2018-03-20,ALL_A,ALL_STATUS,2018-03-20T15:30:00,2018,10,0.026380103185142501,,,,,,0.0096618557140099991,0.029260157224300001,-0.085513017801516905,-0.0148939783373878,-0.1103686553417349
2018-03-20,ALL_A,NON_ST,2018-03-20T15:30:00,2018,10,0.026921783217781901,,,,,,0.0096888719977200003,0.029290130733199998,-0.086023766037083102,-0.0149465459565382,-0.1106788176375498
2018-03-20,CHINEXT_BOARD,ALL_STATUS,2018-03-20T15:30:00,2018,10,0.0231073252293801,,,,,,0.0149927852721,0.036231257018999999,-0.097854014954941101,-0.020865412011157301,-0.12581679550526881
2018-03-20,CHINEXT_BOARD,NON_ST,2018-03-20T15:30:00,2018,10,0.0231073252293801,,,,,,0.0149927852721,0.036231257018999999,-0.097854014954941101,-0.020865412011157301,-0.12581679550526881
2018-03-20,SH_A,ALL_STATUS,2018-03-20T15:30:00,2018,10,0.026108120277721102,,,,,,0.0087898921693499998,0.0265398951442,-0.0784771712603545,-0.012560292421764801,-0.1014868901363806
2018-03-20,SH_A,NON_ST,2018-03-20T15:30:00,2018,10,0.027081652822749599,,,,,,0.0090992209037300004,0.026577397431900001,-0.079013926870673601,-0.0126135577261157,-0.1016605561563876
2018-03-20,SZ_A,ALL_STATUS,2018-03-20T15:30:00,2018,10,0.026576217176283001,,,,,,0.0099393584192199996,0.0308274783789,-0.090328663878579005,-0.016491256697414199,-0.1164477301934
2018-03-20,SZ_A,NON_ST,2018-03-20T15:30:00,2018,10,0.0268100463971057,,,,,,0.0100841093687,0.030907542731299999,-0.090771732296261703,-0.016526746177705401,-0.1167871462614351
2018-03-21,ALL_A,ALL_STATUS,2018-03-21T15:30:00,2018,11,0.026676940973151,,,,,,-0.0077319899189500002,0.033500314666400001,-0.1041140084653885,-0.0138479996617345,-0.1047699821299319
2018-03-21,ALL_A,NON_ST,2018-03-21T15:30:00,2018,11,0.026903507153929002,,,,,,-0.0078528429809399999,0.033616651834999997,-0.1044054692657492,-0.0139071043309718,-0.10506719761115491
2018-03-21,CHINEXT_BOARD,ALL_STATUS,2018-03-21T15:30:00,2018,11,0.0273288760560365,,,,,,-0.018539495726399999,0.042107595727399999,-0.1126937734887397,-0.012870806871579101,-0.1128164487045968
2018-03-21,CHINEXT_BOARD,NON_ST,2018-03-21T15:30:00,2018,11,0.0273288760560365,,,,,,-0.018539495726399999,0.042107595727399999,-0.1126937734887397,-0.012870806871579101,-0.1128164487045968
2018-03-21,SH_A,ALL_STATUS,2018-03-21T15:30:00,2018,11,0.026522086253364299,,,,,,-0.0036058100010599998,0.0298513761483,-0.098540518003543701,-0.014005936576914201,-0.0993504990139433
2018-03-21,SH_A,NON_ST,2018-03-21T15:30:00,2018,11,0.026827895754381999,,,,,,-0.0036396728942599999,0.0302978527793,-0.098743561746816796,-0.0140804389858351,-0.099561202527956
2018-03-21,SZ_A,ALL_STATUS,2018-03-21T15:30:00,2018,11,0.026800692394518901,,,,,,-0.0103807062059,0.035660171711700002,-0.107932824251017,-0.0137397852512225,-0.108483275947328
2018-03-21,SZ_A,NON_ST,2018-03-21T15:30:00,2018,11,0.0269639962735666,,,,,,-0.010596115258400001,0.035735321931599999,-0.10824464267595101,-0.013789571185862701,-0.1088006513720006
2018-03-22,ALL_A,ALL_STATUS,2018-03-22T15:30:00,2018,12,0.031549187857605902,,,,,,-0.00069809629466700005,0.028479496039100001,-0.1058477500290667,-0.079868821004762405,-0.1070764148390799
2018-03-22,ALL_A,NON_ST,2018-03-22T15:30:00,2018,12,0.031772205710535302,,,,,,-0.00072755397644400002,0.028591136276799999,-0.1060821876304536,-0.0802969244216825,-0.1073143337766638
2018-03-22,CHINEXT_BOARD,ALL_STATUS,2018-03-22T15:30:00,2018,12,0.0314222963753669,,,,,,0.0012292845556,0.032114768426099997,-0.1165656933692958,-0.0881036485917054,-0.1167800752964564
2018-03-22,CHINEXT_BOARD,NON_ST,2018-03-22T15:30:00,2018,12,0.0314222963753669,,,,,,0.0012292845556,0.032114768426099997,-0.1165656933692958,-0.0881036485917054,-0.1167800752964564
2018-03-22,SH_A,ALL_STATUS,2018-03-22T15:30:00,2018,12,0.029125934039049901,,,,,,0,0.027319821611400001,-0.099940025815784303,-0.075593336090557198,-0.1018666343748534
2018-03-22,SH_A,NON_ST,2018-03-22T15:30:00,2018,12,0.029239393803347401,,,,,,0,0.027510075706499999,-0.1001271525091815,-0.076117503179399998,-0.1020595390642856
2018-03-22,SZ_A,ALL_STATUS,2018-03-22T15:30:00,2018,12,0.033447660594436303,,,,,,-0.0011983361368199999,0.0294066153112,-0.1098943609017252,-0.082797397748547302,-0.1106449555342096
2018-03-22,SZ_A,NON_ST,2018-03-22T15:30:00,2018,12,0.033778719039606102,,,,,,-0.00121288420213,0.029432709910799999,-0.1101166739108224,-0.083128447211807205,-0.1108744130610852
2018-03-23,ALL_A,ALL_STATUS,2018-03-23T15:30:00,2018,13,0.042706423664704,,,,,,-0.031676283125899998,0.069729374956399998,-0.042206805935925601,-0.040877739567210303,-0.0432018323136261
2018-03-23,ALL_A,NON_ST,2018-03-23T15:30:00,2018,13,0.042893304132546502,,,,,,-0.031987689507100001,0.070092386262699993,-0.042163787494027903,-0.040853500508082001,-0.043128847344826401
2018-03-23,CHINEXT_BOARD,ALL_STATUS,2018-03-23T15:30:00,2018,13,0.040585557889596002,,,,,,-0.043370080904199998,0.076601364777399997,-0.0398638599744046,-0.039568779319035199,-0.040212114278165102
2018-03-23,CHINEXT_BOARD,NON_ST,2018-03-23T15:30:00,2018,13,0.040585557889596002,,,,,,-0.043370080904199998,0.076601364777399997,-0.0398638599744046,-0.039568779319035199,-0.040212114278165102
2018-03-23,SH_A,ALL_STATUS,2018-03-23T15:30:00,2018,13,0.0422474143475738,,,,,,-0.029465892535499999,0.066276852324300001,-0.041790407451931903,-0.039946833665752302,-0.043271514771672001
2018-03-23,SH_A,NON_ST,2018-03-23T15:30:00,2018,13,0.042658860341187002,,,,,,-0.029772966719899999,0.066691417357599994,-0.0417633289600653,-0.039890698483307202,-0.043250100772069602
2018-03-23,SZ_A,ALL_STATUS,2018-03-23T15:30:00,2018,13,0.0430839266544931,,,,,,-0.033560197351700002,0.072060023651400004,-0.042490776804711201,-0.041512588558636002,-0.043154311035544901
2018-03-23,SZ_A,NON_ST,2018-03-23T15:30:00,2018,13,0.0430839266544931,,,,,,-0.033846911939600002,0.072099757543199999,-0.042434041074489802,-0.041503257405248302,-0.043047018216273401
2018-03-26,ALL_A,ALL_STATUS,2018-03-26T15:30:00,2018,14,0.035692463165836401,,,,,,0.0313298605139,0.059070065638700001,-0.0083243154207292003,0.00088675350374150001,-0.0096697394105466003
2018-03-26,ALL_A,NON_ST,2018-03-26T15:30:00,2018,14,0.035692463165836401,,,,,,0.031441106289200001,0.059280875624499997,-0.0083070082174814004,0.00089882140140550004,-0.0096097370426082001
2018-03-26,CHINEXT_BOARD,ALL_STATUS,2018-03-26T15:30:00,2018,14,0.0347569754302125,,,,,,0.044792733909499997,0.070812608132499996,-0.0021921875266599001,0.0030137883679995001,-0.0032536332063671002
2018-03-26,CHINEXT_BOARD,NON_ST,2018-03-26T15:30:00,2018,14,0.0347569754302125,,,,,,0.044792733909499997,0.070812608132499996,-0.0021921875266599001,0.0030137883679995001,-0.0032536332063671002
2018-03-26,SH_A,ALL_STATUS,2018-03-26T15:30:00,2018,14,0.0380139233811169,,,,,,0.025903285040700001,0.053905263446000003,-0.0113136663089509,-0.00059675937426210003,-0.012340309848578101
2018-03-26,SH_A,NON_ST,2018-03-26T15:30:00,2018,14,0.0380139233811169,,,,,,0.025905866530500001,0.054022941198200003,-0.0113832921504951,-0.00062413227381720004,-0.0124157559520245
2018-03-26,SZ_A,ALL_STATUS,2018-03-26T15:30:00,2018,14,0.034082917416575501,,,,,,0.035091285932199998,0.062177272006500001,-0.0062817578370826001,0.0019004051601405,-0.0078449974833425008
2018-03-26,SZ_A,NON_ST,2018-03-26T15:30:00,2018,14,0.034082917416575501,,,,,,0.035206280286200001,0.062305955276600003,-0.0062269034775408001,0.0019286038361619,-0.0077123786189590999
2018-03-27,ALL_A,ALL_STATUS,2018-03-27T15:30:00,2018,15,0.030869718757879899,,,,,,0.0137695677273,0.033643592213,-0.029399938766644901,-0.024964919334573302,-0.0343981722188101
2018-03-27,ALL_A,NON_ST,2018-03-27T15:30:00,2018,15,0.030869718757879899,,,,,,0.013730157653400001,0.033696932227299997,-0.029428889523571498,-0.024996563776526801,-0.0343495140010543
2018-03-27,CHINEXT_BOARD,ALL_STATUS,2018-03-27T15:30:00,2018,15,0.038780842402601601,,,,,,0.0240449031911,0.043682242866899999,-0.027965691262744601,-0.022695284764576301,-0.0308624740416081
2018-03-27,CHINEXT_BOARD,NON_ST,2018-03-27T15:30:00,2018,15,0.038780842402601601,,,,,,0.0240449031911,0.043682242866899999,-0.027965691262744601,-0.022695284764576301,-0.0308624740416081
2018-03-27,SH_A,ALL_STATUS,2018-03-27T15:30:00,2018,15,0.024500446608841101,,,,,,0.0111112792301,0.0301097673798,-0.030102051199722701,-0.025888835511856199,-0.0348968074498721
2018-03-27,SH_A,NON_ST,2018-03-27T15:30:00,2018,15,0.024500446608841101,,,,,,0.0109118973222,0.030100124940899999,-0.030239557926702201,-0.0259897765849007,-0.0350212161737826
2018-03-27,SZ_A,ALL_STATUS,2018-03-27T15:30:00,2018,15,0.0342543561317653,,,,,,0.016117584472299998,0.036299880636400002,-0.028921879941020402,-0.0243358373501519,-0.034058658258158903
2018-03-27,SZ_A,NON_ST,2018-03-27T15:30:00,2018,15,0.0342543561317653,,,,,,0.016117584472299998,0.0364252502652,-0.028882244069865701,-0.024326825984646201,-0.0338965754906249
2018-03-28,ALL_A,ALL_STATUS,2018-03-28T15:30:00,2018,16,0.030665012815423599,,,,,,0.0066184835227699997,0.0345938964963,-0.0128818230111231,-0.0103998042674709,-0.020560106244323698
2018-03-28,ALL_A,NON_ST,2018-03-28T15:30:00,2018,16,0.030663959999806902,,,,,,0.0068044098321,0.0348114903967,-0.0128643066606063,-0.010456887817241,-0.020471155550354201
2018-03-28,CHINEXT_BOARD,ALL_STATUS,2018-03-28T15:30:00,2018,16,0.040696781286538301,,,,,,0.0177694376722,0.045503753699500001,-0.0163050397560635,-0.01424570093322,-0.0218292923796943
2018-03-28,CHINEXT_BOARD,NON_ST,2018-03-28T15:30:00,2018,16,0.040696781286538301,,,,,,0.0177694376722,0.045503753699500001,-0.0163050397560635,-0.01424570093322,-0.0218292923796943
