trade_date,family,nav,cash,positions,industries,industry_hhi,cost_per_side
2020-05-12,industry_diffusion_low_max,12330352.47,175375.9439,39,18,0.1008740829,0.002
2020-05-13,industry_diffusion_low_max,12656572.4,175375.9439,39,18,0.101533527,0.002
2020-05-14,industry_diffusion_low_max,12586946.47,175375.9439,39,18,0.102265587,0.002
2020-05-15,industry_diffusion_low_max,12513827.41,175375.9439,39,18,0.1021428771,0.002
2020-05-18,industry_diffusion_low_max,12740849.01,175375.9439,39,18,0.1027088954,0.002
2020-05-19,industry_diffusion_low_max,12828319.11,-6.98491931e-10,40,15,0.111948682,0.002
2020-05-20,industry_diffusion_low_max,12571479.21,-6.98491931e-10,40,15,0.1101649572,0.002
2020-05-21,industry_diffusion_low_max,12461411.46,-6.98491931e-10,40,15,0.1100814558,0.002
2020-05-22,industry_diffusion_low_max,12269370.99,-6.98491931e-10,40,15,0.1101973815,0.002
2020-05-25,industry_diffusion_low_max,12356177.64,-6.98491931e-10,40,15,0.1117630629,0.002
2020-05-26,industry_diffusion_low_max,12631203.37,27083.29662,40,14,0.1758271595,0.002
2020-05-27,industry_diffusion_low_max,12666177.63,27083.29662,40,14,0.1767106203,0.002
2020-05-28,industry_diffusion_low_max,12742100.45,27083.29662,40,14,0.1771397296,0.002
2020-05-29,industry_diffusion_low_max,12960243.74,27083.29662,40,14,0.1782294157,0.002
2020-06-01,industry_diffusion_low_max,13190508.13,27083.29662,40,14,0.176172413,0.002
2020-06-02,industry_diffusion_low_max,13020061.38,62638.89523,40,15,0.1398022773,0.002
2020-06-03,industry_diffusion_low_max,12999465.63,62638.89523,40,15,0.1415282032,0.002
2020-06-04,industry_diffusion_low_max,13332194.06,62638.89523,40,15,0.1482838915,0.002
2020-06-05,industry_diffusion_low_max,13204820.16,62638.89523,40,15,0.145031338,0.002
2020-06-08,industry_diffusion_low_max,13060179.76,62638.89523,40,15,0.1413860783,0.002
2020-06-09,industry_diffusion_low_max,13138949.96,158616.1228,40,14,0.1364471643,0.002
2020-06-10,industry_diffusion_low_max,13190591.38,158616.1228,40,14,0.1362895077,0.002
2020-06-11,industry_diffusion_low_max,13015902.26,158616.1228,40,14,0.1346318529,0.002
2020-06-12,industry_diffusion_low_max,13073772.41,158616.1228,40,14,0.1363336738,0.002
2020-06-15,industry_diffusion_low_max,12960027.28,158616.1228,40,14,0.1372614218,0.002
2020-06-16,industry_diffusion_low_max,13202791.83,2.328306437e-10,40,17,0.1151214353,0.002
2020-06-17,industry_diffusion_low_max,13209178.28,2.328306437e-10,40,17,0.1140446083,0.002
2020-06-18,industry_diffusion_low_max,13135799.57,673827.9429,38,17,0.112655741,0.002
2020-06-19,industry_diffusion_low_max,13334435.35,673827.9429,38,17,0.1136614903,0.002
2020-06-22,industry_diffusion_low_max,13305298.48,673827.9429,38,17,0.1140922154,0.002
2020-06-23,industry_diffusion_low_max,13505060.11,722932.3286,36,18,0.102095941,0.002
2020-06-24,industry_diffusion_low_max,13451162.65,722932.3286,36,18,0.1017555488,0.002
2020-06-29,industry_diffusion_low_max,13429938.98,722932.3286,36,18,0.1035144486,0.002
2020-06-30,industry_diffusion_low_max,13585135.11,722932.3286,36,18,0.1042087531,0.002
2020-07-01,industry_diffusion_low_max,13881421.37,722932.3286,36,18,0.1082235439,0.002
2020-07-02,industry_diffusion_low_max,14084126.44,461382.6145,37,20,0.1275027057,0.002
2020-07-03,industry_diffusion_low_max,14070729.5,461382.6145,37,20,0.1237561022,0.002
2020-07-06,industry_diffusion_low_max,14555161.85,461382.6145,37,20,0.1211931674,0.002
2020-07-07,industry_diffusion_low_max,14816374.46,461382.6145,37,20,0.1235758158,0.002
2020-07-08,industry_diffusion_low_max,15057537.02,461382.6145,37,20,0.1209865392,0.002
2020-07-09,industry_diffusion_low_max,15325173.36,1018089.773,36,20,0.07102984781,0.002
2020-07-10,industry_diffusion_low_max,15204793.74,1018089.773,36,20,0.07249264538,0.002
2020-07-13,industry_diffusion_low_max,15754219.23,1018089.773,36,20,0.07338680438,0.002
2020-07-14,industry_diffusion_low_max,15782016.51,1018089.773,36,20,0.0733750431,0.002
2020-07-15,industry_diffusion_low_max,15691217.97,1018089.773,36,20,0.07559448421,0.002
2020-07-16,industry_diffusion_low_max,14836178.46,423764.1301,37,20,0.07081581041,0.002
2020-07-17,industry_diffusion_low_max,14920879.33,423764.1301,37,20,0.0706980183,0.002
2020-07-20,industry_diffusion_low_max,15392661.68,423764.1301,37,20,0.06948522113,0.002
2020-07-21,industry_diffusion_low_max,15545996.67,423764.1301,37,20,0.07004068958,0.002
2020-07-22,industry_diffusion_low_max,15591704.2,423764.1301,37,20,0.07045585098,0.002
2020-07-23,industry_diffusion_low_max,15583478.5,5.820766091e-11,40,20,0.06752532608,0.002
2020-07-24,industry_diffusion_low_max,14870039.76,5.820766091e-11,40,20,0.06747658216,0.002
2020-07-27,industry_diffusion_low_max,15025301.72,5.820766091e-11,40,20,0.06791885211,0.002
2020-07-28,industry_diffusion_low_max,15082925.75,5.820766091e-11,40,20,0.0681062338,0.002
2020-07-29,industry_diffusion_low_max,15382193.53,5.820766091e-11,40,20,0.06800030518,0.002
2020-07-30,industry_diffusion_low_max,15316927.3,47384.13982,40,19,0.07879604226,0.002
2020-07-31,industry_diffusion_low_max,15428562.93,47384.13982,40,19,0.07826429515,0.002
2020-08-03,industry_diffusion_low_max,15801354.23,47384.13982,40,19,0.07772640592,0.002
2020-08-04,industry_diffusion_low_max,15936949.87,47384.13982,40,19,0.07792636362,0.002
2020-08-05,industry_diffusion_low_max,15994594.08,47384.13982,40,19,0.07734793631,0.002
2020-08-06,industry_diffusion_low_max,16037405.37,119828.8668,40,20,0.0813947036,0.002
2020-08-07,industry_diffusion_low_max,15772197.36,119828.8668,40,20,0.08201586848,0.002
2020-08-10,industry_diffusion_low_max,15853678.91,119828.8668,40,20,0.0815972659,0.002
2020-08-11,industry_diffusion_low_max,15596855.92,119828.8668,40,20,0.08091678318,0.002
2020-08-12,industry_diffusion_low_max,15503538.69,119828.8668,40,20,0.08133032057,0.002
2020-08-13,industry_diffusion_low_max,15842743.05,171206.7843,40,20,0.09115639421,0.002
2020-08-14,industry_diffusion_low_max,15759678.81,171206.7843,40,20,0.08864626462,0.002
2020-08-17,industry_diffusion_low_max,16060257.72,171206.7843,40,20,0.08923256598,0.002
2020-08-18,industry_diffusion_low_max,16246510.98,171206.7843,40,20,0.08919838937,0.002
2020-08-19,industry_diffusion_low_max,16210847.59,171206.7843,40,20,0.09079178797,0.002
2020-08-20,industry_diffusion_low_max,15754931.97,29340.39301,40,15,0.1088621701,0.002
2020-08-21,industry_diffusion_low_max,15696188.52,29340.39301,40,15,0.1085192456,0.002
2020-08-24,industry_diffusion_low_max,15908277.47,29340.39301,40,15,0.1106858628,0.002
2020-08-25,industry_diffusion_low_max,15713544.08,29340.39301,40,15,0.1102700743,0.002
2020-08-26,industry_diffusion_low_max,15274847,29340.39301,40,15,0.1084898872,0.002
2020-08-27,industry_diffusion_low_max,15309380.81,-1.047737896e-09,40,12,0.1247957515,0.002
2020-08-28,industry_diffusion_low_max,15577072.45,-1.047737896e-09,40,12,0.12452181,0.002
2020-08-31,industry_diffusion_low_max,15521507.94,-1.047737896e-09,40,12,0.1240531488,0.002
2020-09-01,industry_diffusion_low_max,15672248.84,-1.047737896e-09,40,12,0.1234702467,0.002
2020-09-02,industry_diffusion_low_max,15697401.82,-1.047737896e-09,40,12,0.1240619353,0.002
2020-09-03,industry_diffusion_low_max,15562905.77,75841.2893,40,11,0.1433349908,0.002
2020-09-04,industry_diffusion_low_max,15451610.63,75841.2893,40,11,0.1432508012,0.002
2020-09-07,industry_diffusion_low_max,15128163.31,75841.2893,40,11,0.1428616212,0.002
2020-09-08,industry_diffusion_low_max,15130455.02,75841.2893,40,11,0.1417171195,0.002
2020-09-09,industry_diffusion_low_max,14896552.2,75841.2893,40,11,0.1413793414,0.002
2020-09-10,industry_diffusion_low_max,14609088.97,8989.860976,40,8,0.2819796582,0.002
2020-09-11,industry_diffusion_low_max,14796660.41,8989.860976,40,8,0.2884013645,0.002
2020-09-14,industry_diffusion_low_max,14956434.33,8989.860976,40,8,0.2884605568,0.002
2020-09-15,industry_diffusion_low_max,15085024.52,8989.860976,40,8,0.2839410841,0.002
2020-09-16,industry_diffusion_low_max,14917197.18,8989.860976,40,8,0.2827372531,0.002
2020-09-17,industry_diffusion_low_max,14774261.61,5.820766091e-10,40,8,0.2871028414,0.002
2020-09-18,industry_diffusion_low_max,14946924.26,5.820766091e-10,40,8,0.2877086953,0.002
2020-09-21,industry_diffusion_low_max,14742077.27,5.820766091e-10,40,8,0.2876632425,0.002
2020-09-22,industry_diffusion_low_max,14455563.8,5.820766091e-10,40,8,0.2904348298,0.002
2020-09-23,industry_diffusion_low_max,14469569.76,5.820766091e-10,40,8,0.2883084379,0.002
2020-09-24,industry_diffusion_low_max,14161899.17,0,40,5,0.3612904932,0.002
2020-09-25,industry_diffusion_low_max,14071504.71,0,40,5,0.3605915473,0.002
2020-09-28,industry_diffusion_low_max,14012632.93,0,40,5,0.3624609303,0.002
2020-09-29,industry_diffusion_low_max,14032121.16,0,40,5,0.3602827769,0.002
2020-09-30,industry_diffusion_low_max,14145585.59,0,40,5,0.3611933857,0.002
2020-10-09,industry_diffusion_low_max,14650964.82,1.105945557e-09,40,5,0.2497405062,0.002
2020-10-12,industry_diffusion_low_max,15177654.07,1.105945557e-09,40,5,0.2500241016,0.002
2020-10-13,industry_diffusion_low_max,15289943.29,1.105945557e-09,40,5,0.2487663298,0.002
2020-10-14,industry_diffusion_low_max,15496109.63,1.105945557e-09,40,5,0.2479100294,0.002
2020-10-15,industry_diffusion_low_max,15319630.83,1.105945557e-09,40,5,0.2461264654,0.002
2020-10-16,industry_diffusion_low_max,15201120.49,5.820766091e-11,40,7,0.2137345514,0.002
2020-10-19,industry_diffusion_low_max,15044484.79,5.820766091e-11,40,7,0.2132095072,0.002
2020-10-20,industry_diffusion_low_max,15171172.64,5.820766091e-11,40,7,0.2121052368,0.002
2020-10-21,industry_diffusion_low_max,14909911.5,5.820766091e-11,40,7,0.2108631375,0.002
2020-10-22,industry_diffusion_low_max,14799929.57,5.820766091e-11,40,7,0.2111168016,0.002
2020-10-23,industry_diffusion_low_max,14691875.95,43777.54544,40,10,0.157311171,0.002
2020-10-26,industry_diffusion_low_max,14807969.34,43777.54544,40,10,0.1590708396,0.002
2020-10-27,industry_diffusion_low_max,14558977.28,43777.54544,40,10,0.1587483987,0.002
2020-10-28,industry_diffusion_low_max,14702809.22,43777.54544,40,10,0.1591159613,0.002
2020-10-29,industry_diffusion_low_max,14837249.49,43777.54544,40,10,0.1604053461,0.002
2020-10-30,industry_diffusion_low_max,14520811.96,-1.164153218e-09,40,9,0.2260434225,0.002
2020-11-02,industry_diffusion_low_max,14757581.95,-1.164153218e-09,40,9,0.2303257433,0.002
2020-11-03,industry_diffusion_low_max,14798496.99,-1.164153218e-09,40,9,0.2269735746,0.002
2020-11-04,industry_diffusion_low_max,15029521.14,-1.164153218e-09,40,9,0.2323636162,0.002
2020-11-05,industry_diffusion_low_max,15672600.68,-1.164153218e-09,40,9,0.2369558427,0.002
2020-11-06,industry_diffusion_low_max,15478030.34,25427.10454,40,11,0.19488187,0.002
2020-11-09,industry_diffusion_low_max,15617477.24,25427.10454,40,11,0.1930844662,0.002
2020-11-10,industry_diffusion_low_max,15412500.39,25427.10454,40,11,0.1912987192,0.002
2020-11-11,industry_diffusion_low_max,14998788.59,25427.10454,40,11,0.1847814252,0.002
2020-11-12,industry_diffusion_low_max,15134171.35,25427.10454,40,11,0.1841843578,0.002
2020-11-13,industry_diffusion_low_max,15288619.05,1.047737896e-09,40,10,0.2057643639,0.002
2020-11-16,industry_diffusion_low_max,15444039.37,1.047737896e-09,40,10,0.2049270925,0.002
2020-11-17,industry_diffusion_low_max,15717211.55,1.047737896e-09,40,10,0.2100870031,0.002
2020-11-18,industry_diffusion_low_max,15750273.4,1.047737896e-09,40,10,0.2136024055,0.002
2020-11-19,industry_diffusion_low_max,15689096.87,1.047737896e-09,40,10,0.2112807261,0.002
2020-11-20,industry_diffusion_low_max,16329034.7,264703.2174,40,9,0.159435174,0.002
2020-11-23,industry_diffusion_low_max,16925924.24,264703.2174,40,9,0.1614053174,0.002
2020-11-24,industry_diffusion_low_max,17200930.19,264703.2174,40,9,0.1623299809,0.002
2020-11-25,industry_diffusion_low_max,17087253.75,264703.2174,40,9,0.164058966,0.002
2020-11-26,industry_diffusion_low_max,16824708.68,264703.2174,40,9,0.1635451592,0.002
2020-11-27,industry_diffusion_low_max,16833737.04,482170.6581,40,9,0.1510943521,0.002
2020-11-30,industry_diffusion_low_max,16753004.44,482170.6581,40,9,0.1517382945,0.002
2020-12-01,industry_diffusion_low_max,16893472.07,482170.6581,40,9,0.1508931966,0.002
2020-12-02,industry_diffusion_low_max,16805955.56,482170.6581,40,9,0.150574088,0.002
2020-12-03,industry_diffusion_low_max,16708768.44,482170.6581,40,9,0.1494736711,0.002
2020-12-04,industry_diffusion_low_max,17000469.38,617804.5971,40,10,0.1597259552,0.002
2020-12-07,industry_diffusion_low_max,16996549.7,617804.5971,40,10,0.1597458516,0.002
2020-12-08,industry_diffusion_low_max,16950133.38,617804.5971,40,10,0.1588181192,0.002
2020-12-09,industry_diffusion_low_max,16861362.5,617804.5971,40,10,0.1585508502,0.002
2020-12-10,industry_diffusion_low_max,16901636.22,617804.5971,40,10,0.1597594473,0.002
2020-12-11,industry_diffusion_low_max,16882977.45,384660.5899,40,12,0.1401092954,0.002
2020-12-14,industry_diffusion_low_max,16676447.65,384660.5899,40,12,0.1396031916,0.002
2020-12-15,industry_diffusion_low_max,16582022.49,384660.5899,40,12,0.1393472085,0.002
2020-12-16,industry_diffusion_low_max,16522422.17,384660.5899,40,12,0.1399530782,0.002
2020-12-17,industry_diffusion_low_max,16887203.96,384660.5899,40,12,0.1414481754,0.002
2020-12-18,industry_diffusion_low_max,16899264.7,138567.1729,40,14,0.1085793922,0.002
2020-12-21,industry_diffusion_low_max,17024262.06,138567.1729,40,14,0.1085086069,0.002
2020-12-22,industry_diffusion_low_max,16949740.72,138567.1729,40,14,0.1100141126,0.002
2020-12-23,industry_diffusion_low_max,17117648.11,138567.1729,40,14,0.1105633131,0.002
2020-12-24,industry_diffusion_low_max,16825670.26,138567.1729,40,14,0.1107918558,0.002
2020-12-25,industry_diffusion_low_max,16863585.09,325040.0025,40,12,0.1491482339,0.002
2020-12-28,industry_diffusion_low_max,17048860.7,325040.0025,40,12,0.1505147212,0.002
2020-12-29,industry_diffusion_low_max,16561820.95,325040.0025,40,12,0.1487960204,0.002
2020-12-30,industry_diffusion_low_max,16873158.36,325040.0025,40,12,0.1498620094,0.002
2020-12-31,industry_diffusion_low_max,17084166.36,325040.0025,40,12,0.1511164919,0.002
2021-01-04,industry_diffusion_low_max,17759379.65,3.492459655e-10,40,8,0.2537972659,0.002
2021-01-05,industry_diffusion_low_max,18611565.44,3.492459655e-10,40,8,0.2597270332,0.002
2021-01-06,industry_diffusion_low_max,18406393.15,3.492459655e-10,40,8,0.2621165138,0.002
2021-01-07,industry_diffusion_low_max,18623201.88,3.492459655e-10,40,8,0.2588170012,0.002
2021-01-08,industry_diffusion_low_max,18090961.75,3.492459655e-10,40,8,0.255382625,0.002
2021-01-11,industry_diffusion_low_max,17325237.66,-2.328306437e-10,40,7,0.279605076,0.002
2021-01-12,industry_diffusion_low_max,17992874.4,-2.328306437e-10,40,7,0.283810203,0.002
2021-01-13,industry_diffusion_low_max,17635511.84,-2.328306437e-10,40,7,0.2866435841,0.002
2021-01-14,industry_diffusion_low_max,16956057.81,-2.328306437e-10,40,7,0.2842464775,0.002
2021-01-15,industry_diffusion_low_max,16968039.93,-2.328306437e-10,40,7,0.2779516758,0.002
2021-01-18,industry_diffusion_low_max,17129110.29,7323.943327,40,10,0.2812382911,0.002
2021-01-19,industry_diffusion_low_max,16762977.17,7323.943327,40,10,0.2801738504,0.002
2021-01-20,industry_diffusion_low_max,17135678.87,7323.943327,40,10,0.2841417282,0.002
2021-01-21,industry_diffusion_low_max,17531087.44,7323.943327,40,10,0.2877384166,0.002
2021-01-22,industry_diffusion_low_max,17874289.01,7323.943327,40,10,0.2956703988,0.002
2021-01-25,industry_diffusion_low_max,18354484.41,115169.7532,40,10,0.423266903,0.002
2021-01-26,industry_diffusion_low_max,18054498.04,115169.7532,40,10,0.4262081587,0.002
2021-01-27,industry_diffusion_low_max,18151038.43,115169.7532,40,10,0.4308549032,0.002
2021-01-28,industry_diffusion_low_max,17510657.04,115169.7532,40,10,0.4239621162,0.002
2021-01-29,industry_diffusion_low_max,16776742.09,115169.7532,40,10,0.4069595749,0.002
2021-02-01,industry_diffusion_low_max,16653096.62,58846.81026,40,8,0.408872986,0.002
2021-02-02,industry_diffusion_low_max,17209146.4,58846.81026,40,8,0.4177741582,0.002
2021-02-03,industry_diffusion_low_max,17279021.81,58846.81026,40,8,0.4171607577,0.002
2021-02-04,industry_diffusion_low_max,16399308.34,58846.81026,40,8,0.4044830296,0.002
2021-02-05,industry_diffusion_low_max,15557356.83,58846.81026,40,8,0.3944517188,0.002
2021-02-08,industry_diffusion_low_max,15784057.02,5.820766091e-10,40,10,0.2275024271,0.002
2021-02-09,industry_diffusion_low_max,16211459.09,5.820766091e-10,40,10,0.2318181543,0.002
2021-02-10,industry_diffusion_low_max,16244110.67,5.820766091e-10,40,10,0.2292719815,0.002
2021-02-18,industry_diffusion_low_max,16884247.46,5.820766091e-10,40,10,0.2342151938,0.002
2021-02-19,industry_diffusion_low_max,16955198,5.820766091e-10,40,10,0.2232198871,0.002
2021-02-22,industry_diffusion_low_max,17245231.95,0,40,11,0.1460800373,0.002
2021-02-23,industry_diffusion_low_max,17088697.71,0,40,11,0.1472752654,0.002
2021-02-24,industry_diffusion_low_max,16774611.6,0,40,11,0.1457550773,0.002
2021-02-25,industry_diffusion_low_max,16566139.52,0,40,11,0.1451097747,0.002
2021-02-26,industry_diffusion_low_max,16301127.74,0,40,11,0.1453234849,0.002
2021-03-01,industry_diffusion_low_max,16843365.24,-4.656612873e-10,40,14,0.1210000753,0.002
2021-03-02,industry_diffusion_low_max,16636203.97,-4.656612873e-10,40,14,0.1211389636,0.002
2021-03-03,industry_diffusion_low_max,16891056.57,-4.656612873e-10,40,14,0.1199558888,0.002
2021-03-04,industry_diffusion_low_max,16549704.75,-4.656612873e-10,40,14,0.1200240539,0.002
2021-03-05,industry_diffusion_low_max,16394128.11,-4.656612873e-10,40,14,0.1195811686,0.002
2021-03-08,industry_diffusion_low_max,16241995.88,209416.0683,40,18,0.09132256513,0.002
2021-03-09,industry_diffusion_low_max,16097528.76,209416.0683,40,18,0.09393770426,0.002
2021-03-10,industry_diffusion_low_max,15794347.28,209416.0683,40,18,0.09342229777,0.002
2021-03-11,industry_diffusion_low_max,16119589.78,209416.0683,40,18,0.09345709524,0.002
2021-03-12,industry_diffusion_low_max,16278022.73,209416.0683,40,18,0.09390476712,0.002
2021-03-15,industry_diffusion_low_max,16458298.58,170448.3603,40,23,0.06043246114,0.002
2021-03-16,industry_diffusion_low_max,16532166.28,170448.3603,40,23,0.06068370875,0.002
2021-03-17,industry_diffusion_low_max,16452550.2,170448.3603,40,23,0.06050238209,0.002
2021-03-18,industry_diffusion_low_max,16444196.05,170448.3603,40,23,0.06082759259,0.002
2021-03-19,industry_diffusion_low_max,16330922.7,170448.3603,40,23,0.0606132917,0.002
2021-03-22,industry_diffusion_low_max,16569986.6,283022.3216,40,21,0.07025781306,0.002
2021-03-23,industry_diffusion_low_max,16255718.52,283022.3216,40,21,0.07003109366,0.002
2021-03-24,industry_diffusion_low_max,16086662.39,283022.3216,40,21,0.06968707635,0.002
2021-03-25,industry_diffusion_low_max,15989366.61,283022.3216,40,21,0.07007466892,0.002
2021-03-26,industry_diffusion_low_max,16183343.06,283022.3216,40,21,0.07018960588,0.002
2021-03-29,industry_diffusion_low_max,16248219.79,1.164153218e-10,40,19,0.1192127049,0.002
2021-03-30,industry_diffusion_low_max,16220298.86,1.164153218e-10,40,19,0.1207198801,0.002
2021-03-31,industry_diffusion_low_max,16265579.1,1.164153218e-10,40,19,0.1201516997,0.002
2021-04-01,industry_diffusion_low_max,16388412.43,1.164153218e-10,40,19,0.1236603134,0.002
2021-04-02,industry_diffusion_low_max,16243169.07,1.164153218e-10,40,19,0.1215227886,0.002
2021-04-06,industry_diffusion_low_max,16387997.44,-5.238689482e-10,40,16,0.2389412973,0.002
2021-04-07,industry_diffusion_low_max,16824067.15,-5.238689482e-10,40,16,0.2493031427,0.002
2021-04-08,industry_diffusion_low_max,16999906.64,-5.238689482e-10,40,16,0.2571360631,0.002
2021-04-09,industry_diffusion_low_max,17108766.44,-5.238689482e-10,40,16,0.2603784197,0.002
2021-04-12,industry_diffusion_low_max,17438747.76,-5.238689482e-10,40,16,0.2717920376,0.002
2021-04-13,industry_diffusion_low_max,17052074.7,-1.28056854e-09,40,13,0.2729587424,0.002
2021-04-14,industry_diffusion_low_max,17341672.74,-1.28056854e-09,40,13,0.276490567,0.002
2021-04-15,industry_diffusion_low_max,17207928.73,-1.28056854e-09,40,13,0.2705307434,0.002
2021-04-16,industry_diffusion_low_max,17349010.62,-1.28056854e-09,40,13,0.26514245,0.002
2021-04-19,industry_diffusion_low_max,17295770.43,-1.28056854e-09,40,13,0.2601946042,0.002
2021-04-20,industry_diffusion_low_max,17377780.06,1.28056854e-09,40,13,0.2044104934,0.002
2021-04-21,industry_diffusion_low_max,17213442.19,1.28056854e-09,40,13,0.2007252226,0.002
2021-04-22,industry_diffusion_low_max,17387373.28,1.28056854e-09,40,13,0.2059540548,0.002
2021-04-23,industry_diffusion_low_max,17578762.7,1.28056854e-09,40,13,0.2087370075,0.002
2021-04-26,industry_diffusion_low_max,17219713.55,1.28056854e-09,40,13,0.2089074554,0.002
2021-04-27,industry_diffusion_low_max,17249301.64,170410.825,40,12,0.1339413662,0.002
2021-04-28,industry_diffusion_low_max,17303588.04,170410.825,40,12,0.1347194936,0.002
2021-04-29,industry_diffusion_low_max,17226150.03,170410.825,40,12,0.1347378506,0.002
2021-04-30,industry_diffusion_low_max,17119829.52,170410.825,40,12,0.1349699613,0.002
2021-05-06,industry_diffusion_low_max,17332610.88,170410.825,40,12,0.136305715,0.002
2021-05-07,industry_diffusion_low_max,17294726.98,554294.7216,40,16,0.1134388073,0.002
2021-05-10,industry_diffusion_low_max,17603878.3,554294.7216,40,16,0.114063433,0.002
2021-05-11,industry_diffusion_low_max,17584026.43,554294.7216,40,16,0.1142818129,0.002
2021-05-12,industry_diffusion_low_max,17759619.82,554294.7216,40,16,0.1138148764,0.002
2021-05-13,industry_diffusion_low_max,17630347.4,554294.7216,40,16,0.115714662,0.002
2021-05-14,industry_diffusion_low_max,17816964.25,435742.5954,40,12,0.1772420118,0.002
2021-05-17,industry_diffusion_low_max,17913129.81,435742.5954,40,12,0.1770172239,0.002
2021-05-18,industry_diffusion_low_max,18028732.03,435742.5954,40,12,0.1780290645,0.002
2021-05-19,industry_diffusion_low_max,17853465.75,435742.5954,40,12,0.175710447,0.002
2021-05-20,industry_diffusion_low_max,17739100.16,435742.5954,40,12,0.1771202779,0.002
2021-05-21,industry_diffusion_low_max,17816792.9,399590.0167,40,10,0.2241679159,0.002
2021-05-24,industry_diffusion_low_max,17979281.86,399590.0167,40,10,0.2249995028,0.002
2021-05-25,industry_diffusion_low_max,18043306.56,399590.0167,40,10,0.2229019332,0.002
2021-05-26,industry_diffusion_low_max,17989648.62,821068.4272,39,10,0.2246013684,0.002
2021-05-27,industry_diffusion_low_max,18100378.7,821068.4272,39,10,0.2224343041,0.002
2021-05-28,industry_diffusion_low_max,18227696.05,744118.3102,39,14,0.1732747381,0.002
2021-05-31,industry_diffusion_low_max,18355201.49,744118.3102,39,14,0.1765266142,0.002
2021-06-01,industry_diffusion_low_max,18316654.74,744118.3102,39,14,0.1725668703,0.002
2021-06-02,industry_diffusion_low_max,18225139.98,744118.3102,39,14,0.1715944609,0.002
2021-06-03,industry_diffusion_low_max,18265535.52,744118.3102,39,14,0.1722987633,0.002
2021-06-04,industry_diffusion_low_max,18518566.57,567100.7011,39,11,0.1757249337,0.002
2021-06-07,industry_diffusion_low_max,18680438.9,567100.7011,39,11,0.1749362295,0.002
2021-06-08,industry_diffusion_low_max,18425078.3,567100.7011,39,11,0.1746937442,0.002
2021-06-09,industry_diffusion_low_max,18337220.58,567100.7011,39,11,0.1752679928,0.002
2021-06-10,industry_diffusion_low_max,18480160.29,567100.7011,39,11,0.1775455868,0.002
2021-06-11,industry_diffusion_low_max,18215512.66,172258.1872,40,11,0.1368317897,0.002
2021-06-15,industry_diffusion_low_max,17995709.91,172258.1872,40,11,0.1352413652,0.002
2021-06-16,industry_diffusion_low_max,17565203.04,172258.1872,40,11,0.1329451161,0.002
2021-06-17,industry_diffusion_low_max,17899843.02,172258.1872,40,11,0.1337088057,0.002
2021-06-18,industry_diffusion_low_max,18114650.22,172258.1872,40,11,0.1353850886,0.002
2021-06-21,industry_diffusion_low_max,18174725.59,189719.4165,40,16,0.1022206371,0.002
2021-06-22,industry_diffusion_low_max,18225943.5,189719.4165,40,16,0.1014952803,0.002
2021-06-23,industry_diffusion_low_max,18092265.97,189719.4165,40,16,0.1012582703,0.002
2021-06-24,industry_diffusion_low_max,18013389.21,189719.4165,40,16,0.1011339509,0.002
2021-06-25,industry_diffusion_low_max,18155820.23,189719.4165,40,16,0.1012451885,0.002
2021-06-28,industry_diffusion_low_max,18079852.52,19802.26236,40,15,0.1086636047,0.002
2021-06-29,industry_diffusion_low_max,17854766.22,19802.26236,40,15,0.1082224305,0.002
2021-06-30,industry_diffusion_low_max,17902049.13,19802.26236,40,15,0.1084202943,0.002
2021-07-01,industry_diffusion_low_max,17578041.05,449866.8083,39,15,0.1079764972,0.002
2021-07-02,industry_diffusion_low_max,17357981.93,449866.8083,39,15,0.1073328726,0.002
2021-07-05,industry_diffusion_low_max,17615811.15,-8.731149137e-10,40,14,0.1351452687,0.002
2021-07-06,industry_diffusion_low_max,17709198.5,-8.731149137e-10,40,14,0.1342783011,0.002
2021-07-07,industry_diffusion_low_max,17983791.54,-8.731149137e-10,40,14,0.1346042858,0.002
2021-07-08,industry_diffusion_low_max,18082088.67,-8.731149137e-10,40,14,0.1362458743,0.002
2021-07-09,industry_diffusion_low_max,18055566.67,-8.731149137e-10,40,14,0.1358277004,0.002
2021-07-12,industry_diffusion_low_max,18021934.73,8.149072528e-10,40,14,0.1280683993,0.002
2021-07-13,industry_diffusion_low_max,17791132.9,8.149072528e-10,40,14,0.1266963127,0.002
2021-07-14,industry_diffusion_low_max,17542583.3,8.149072528e-10,40,14,0.1261405627,0.002
2021-07-15,industry_diffusion_low_max,17590680.73,8.149072528e-10,40,14,0.1250942363,0.002
2021-07-16,industry_diffusion_low_max,17622754.37,8.149072528e-10,40,14,0.1248638806,0.002
2021-07-19,industry_diffusion_low_max,17546498.9,12444.44297,40,13,0.1264057958,0.002
2021-07-20,industry_diffusion_low_max,17482030.61,12444.44297,40,13,0.1267168182,0.002
2021-07-21,industry_diffusion_low_max,17797376.52,12444.44297,40,13,0.1267901872,0.002
2021-07-22,industry_diffusion_low_max,17945579.87,12444.44297,40,13,0.1270116017,0.002
2021-07-23,industry_diffusion_low_max,17838235.04,12444.44297,40,13,0.1264256558,0.002
2021-07-26,industry_diffusion_low_max,17806455.02,-6.4028427e-10,40,10,0.1471556638,0.002
2021-07-27,industry_diffusion_low_max,17387489.78,-6.4028427e-10,40,10,0.1494952621,0.002
2021-07-28,industry_diffusion_low_max,16736846.57,-6.4028427e-10,40,10,0.1489457527,0.002
