trade_id,signal_date,symbol,industry,final_net_return,invested_cost,profit,diffusion_score,max_return20,signal_year,cohort_order,cohort_size,intensity_bucket,intensity_rank_pct,retained_top5
2019-12-27|600959.SH,2019-12-27,600959.SH,电视广播Ⅱ,-0.118622090857,287464.159455,-34099.5996409,1,0.0183011643824,2019,1,10,1,0.15,True
2019-12-27|600009.SH,2019-12-27,600009.SH,航空机场,-0.113514239309,287464.159455,-32631.2753892,1,0.0194973901284,2019,2,10,2,0.25,True
2019-12-27|000921.SZ,2019-12-27,000921.SZ,白色家电,-0.121929002841,287464.159455,-35050.2183149,1,0.0207554620515,2019,3,10,2,0.35,True
2019-12-27|000025.SZ,2019-12-27,000025.SZ,综合Ⅱ,-0.150873193372,287464.159455,-43370.635717,1,0.0248578764818,2019,4,10,3,0.45,True
2019-12-27|000333.SZ,2019-12-27,000333.SZ,白色家电,-0.0752852190356,287464.159455,-21641.8022094,1,0.0256691166125,2019,5,10,3,0.55,False
2019-12-27|002885.SZ,2019-12-27,002885.SZ,其他电子Ⅱ,-0.158821130818,287464.159455,-45655.3828741,1,0.0264597516964,2019,6,10,4,0.65,False
2019-12-27|000166.SZ,2019-12-27,000166.SZ,证券Ⅱ,-0.121169425854,287464.159455,-34831.8671548,1,0.0267781190814,2019,7,10,4,0.75,False
2019-12-27|300139.SZ,2019-12-27,300139.SZ,贵金属,-0.192638398513,287464.159455,-55376.6353072,1,0.0293806443932,2019,8,10,5,0.85,False
2019-12-27|600682.SH,2019-12-27,600682.SH,综合Ⅱ,-0.111504079418,287464.159455,-32053.4264655,1,0.0351598716536,2019,9,10,5,0.95,False
2020-01-06|002203.SZ,2020-01-06,002203.SZ,工业金属,-0.12201608344,304009.230233,-37094.0156027,1,0.016032407531,2020,0,10,1,0.05,True
2020-01-06|600959.SH,2020-01-06,600959.SH,电视广播Ⅱ,-0.0832762336024,304009.230233,-25316.7436742,1,0.0183011643824,2020,1,10,1,0.15,True
2020-01-06|600612.SH,2020-01-06,600612.SH,饰品,-0.0873090328871,304009.230233,-26542.7518804,1,0.0238225658693,2020,2,10,2,0.25,True
2020-01-06|000528.SZ,2020-01-06,000528.SZ,工程机械,-0.101890236621,304009.230233,-30975.5724034,1,0.0244660521544,2020,3,10,2,0.35,True
2020-01-06|000025.SZ,2020-01-06,000025.SZ,综合Ⅱ,-0.111400002845,304009.230233,-33866.6291128,1,0.0248578764818,2020,4,10,3,0.45,True
2020-01-06|000333.SZ,2020-01-06,000333.SZ,白色家电,-0.0530983329508,304009.230233,-16142.3833271,1,0.0256691166125,2020,5,10,3,0.55,False
2020-01-06|603338.SH,2020-01-06,603338.SH,工程机械,-0.0317030046558,304009.230233,-9638.0060415,1,0.0274754666466,2020,6,10,4,0.65,False
2020-01-06|002673.SZ,2020-01-06,002673.SZ,证券Ⅱ,-0.133728440555,304009.230233,-40654.6802734,1,0.0342890734786,2020,7,10,4,0.75,False
2020-01-06|000651.SZ,2020-01-06,000651.SZ,白色家电,-0.0383111666949,304009.230233,-11646.9482963,1,0.0347652631481,2020,8,10,5,0.85,False
2020-01-06|600682.SH,2020-01-06,600682.SH,综合Ⅱ,-0.0557844311377,304009.230233,-16958.9819692,1,0.0351598716536,2020,9,10,5,0.95,False
2020-01-13|600710.SH,2020-01-13,600710.SH,贸易Ⅱ,-0.0869926813041,310540.099709,-27014.7159261,1,0.0175135824927,2020,0,10,1,0.05,True
2020-01-13|601766.SH,2020-01-13,601766.SH,轨交设备Ⅱ,-0.100787158078,310540.099709,-31298.454119,1,0.0183491386682,2020,1,10,1,0.15,True
2020-01-13|603077.SH,2020-01-13,603077.SH,农化制品,0.0690485695276,310540.099709,21442.3496659,1,0.0204785313435,2020,2,10,2,0.25,True
2020-01-13|600612.SH,2020-01-13,600612.SH,饰品,-0.0179710753931,310540.099709,-5580.73954445,1,0.0238225658693,2020,3,10,2,0.35,True
2020-01-13|000025.SZ,2020-01-13,000025.SZ,综合Ⅱ,-0.104051804226,310540.099709,-32312.2576591,1,0.0248578764818,2020,4,10,3,0.45,True
2020-01-13|000333.SZ,2020-01-13,000333.SZ,白色家电,-0.121537421026,310540.099709,-37742.2428437,1,0.0254250983658,2020,5,10,3,0.55,False
2020-01-13|603032.SH,2020-01-13,603032.SH,电池,-0.128653660421,310540.099709,-39952.1205351,1,0.0289113434944,2020,6,10,4,0.65,False
2020-01-13|600959.SH,2020-01-13,600959.SH,电视广播Ⅱ,-0.042860620223,310540.099709,-13309.9412776,1,0.0318264316117,2020,7,10,4,0.75,False
2020-01-13|000651.SZ,2020-01-13,000651.SZ,白色家电,-0.118451177588,310540.099709,-36783.8404988,1,0.0347652631481,2020,8,10,5,0.85,False
2020-01-13|600770.SH,2020-01-13,600770.SH,综合Ⅱ,-0.0443233251806,310540.099709,-13764.169821,1,0.0430173850837,2020,9,10,5,0.95,False
2020-01-20|000333.SZ,2020-01-20,000333.SZ,白色家电,-0.104093320896,305122.597464,-31761.2244505,1,0.0254250983658,2020,0,10,1,0.05,True
2020-01-20|601238.SH,2020-01-20,601238.SH,乘用车,0.00116864716164,305122.597464,356.580657478,1,0.0279494175482,2020,1,10,1,0.15,True
2020-01-20|603863.SH,2020-01-20,603863.SH,造纸,-0.171020582597,305122.597464,-52182.2443819,1,0.0288275098461,2020,2,10,2,0.25,True
2020-01-20|300493.SZ,2020-01-20,300493.SZ,其他电子Ⅱ,0.202007567079,305122.597464,61637.0735746,1,0.0316816359801,2020,3,10,2,0.35,True
2020-01-20|600959.SH,2020-01-20,600959.SH,电视广播Ⅱ,0.0133083708513,305122.597464,4060.68468218,1,0.0318264316117,2020,4,10,3,0.45,True
2020-01-20|000651.SZ,2020-01-20,000651.SZ,白色家电,-0.130329311878,305122.597464,-39766.4181659,1,0.0347652631481,2020,5,10,3,0.55,False
2020-01-20|000016.SZ,2020-01-20,000016.SZ,白色家电,1.16306951315,305122.597464,354878.790883,1,0.0368405692211,2020,6,10,4,0.65,False
2020-01-20|600037.SH,2020-01-20,600037.SH,电视广播Ⅱ,0.0996092264493,305122.597464,30393.0259056,1,0.0413709462474,2020,7,10,4,0.75,False
2020-01-20|603156.SH,2020-01-20,603156.SH,饮料乳品,-0.0869926813041,305122.597464,-26543.4328799,0.857142857143,0.0186984880086,2020,8,10,5,0.85,False
2020-01-20|600710.SH,2020-01-20,600710.SH,贸易Ⅱ,-0.118984056753,305122.597464,-36304.7244534,0.8,0.0175135824927,2020,9,10,5,0.95,False
2020-02-04|603222.SH,2020-02-04,603222.SH,医疗器械,-0.0174743575455,254413.020256,-4445.70408017,0.928571428571,0.0345914447696,2020,0,10,1,0.05,True
2020-02-04|300298.SZ,2020-02-04,300298.SZ,医疗器械,0.0919250125012,254413.020256,23386.9200674,0.928571428571,0.0520616667566,2020,1,10,1,0.15,True
2020-02-04|300685.SZ,2020-02-04,300685.SZ,医疗器械,0.115210682484,254413.020256,29311.0976964,0.904761904762,0.0442248937379,2020,2,10,2,0.25,True
2020-02-04|300529.SZ,2020-02-04,300529.SZ,医疗器械,0.182538174033,254413.020256,46440.0881676,0.904761904762,0.0489584152004,2020,3,10,2,0.35,True
2020-02-04|300653.SZ,2020-02-04,300653.SZ,医疗器械,0.170416249047,254413.020256,43356.1126207,0.904761904762,0.055209037023,2020,4,10,3,0.45,True
2020-02-04|688029.SH,2020-02-04,688029.SH,医疗器械,0.0564577028586,254413.020256,14363.5747009,0.904761904762,0.0614536054786,2020,5,10,3,0.55,False
2020-02-04|603309.SH,2020-02-04,603309.SH,医疗器械,-0.0448508452773,254413.020256,-11410.639008,0.904761904762,0.0620494097093,2020,6,10,4,0.65,False
2020-02-04|300595.SZ,2020-02-04,300595.SZ,医疗器械,0.146385660052,254413.020256,37242.417896,0.904761904762,0.063451193454,2020,7,10,4,0.75,False
2020-02-04|002727.SZ,2020-02-04,002727.SZ,医药商业,-0.0459975700772,254413.020256,-11702.3807278,0.882352941176,0.0255895102003,2020,8,10,5,0.85,False
2020-02-04|000028.SZ,2020-02-04,000028.SZ,医药商业,-0.0607386198272,254413.020256,-15452.6957164,0.882352941176,0.0344714981955,2020,9,10,5,0.95,False
2020-02-11|300298.SZ,2020-02-11,300298.SZ,医疗器械,0.0976007984032,279125.558975,27242.8774107,0.9375,0.0520616667566,2020,0,10,1,0.05,True
2020-02-11|603987.SH,2020-02-11,603987.SH,医疗器械,0.210123069369,279125.558975,58650.7191913,0.9375,0.0576466950996,2020,1,10,1,0.15,True
2020-02-11|300685.SZ,2020-02-11,300685.SZ,医疗器械,0.128707575125,279125.558975,35925.5738511,0.916666666667,0.0442248937379,2020,2,10,2,0.25,True
2020-02-11|300653.SZ,2020-02-11,300653.SZ,医疗器械,0.0984855790881,279125.558975,27489.842314,0.916666666667,0.055209037023,2020,3,10,2,0.35,True
2020-02-11|300633.SZ,2020-02-11,300633.SZ,医疗器械,0.0993742685126,279125.558975,27737.8982464,0.916666666667,0.0568049164212,2020,4,10,3,0.45,True
2020-02-11|688029.SH,2020-02-11,688029.SH,医疗器械,0.10972003723,279125.558975,30625.6667225,0.916666666667,0.0614536054786,2020,5,10,3,0.55,False
2020-02-11|603309.SH,2020-02-11,603309.SH,医疗器械,0.0291680561395,279125.558975,8141.54997417,0.916666666667,0.0620494097093,2020,6,10,4,0.65,False
2020-02-11|300595.SZ,2020-02-11,300595.SZ,医疗器械,0.0883876795316,279125.558975,24671.2604558,0.916666666667,0.063451193454,2020,7,10,4,0.75,False
2020-02-11|300463.SZ,2020-02-11,300463.SZ,医疗器械,0.0346879057419,279125.558975,9682.2810799,0.916666666667,0.0637116279823,2020,8,10,5,0.85,False
2020-02-11|688016.SH,2020-02-11,688016.SH,医疗器械,0.0189974869169,279125.558975,5302.68415481,0.916666666667,0.066090111829,2020,9,10,5,0.95,False
2020-02-18|002119.SZ,2020-02-18,002119.SZ,半导体,-0.157920522591,288908.486453,-45624.5791617,1,0.0490387966918,2020,0,10,1,0.05,True
2020-02-18|300077.SZ,2020-02-18,300077.SZ,半导体,-0.0849102273351,288908.486453,-24531.2852638,1,0.0629678643727,2020,1,10,1,0.15,True
2020-02-18|300661.SZ,2020-02-18,300661.SZ,半导体,-0.201605294395,288908.486453,-58245.4804645,1,0.0633008815873,2020,2,10,2,0.25,True
2020-02-18|002049.SZ,2020-02-18,002049.SZ,半导体,-0.110319312555,288908.486453,-31872.1856167,1,0.0648522390595,2020,3,10,2,0.35,True
2020-02-18|600360.SH,2020-02-18,600360.SH,半导体,0.0624085163007,288908.486453,18030.3499862,1,0.0658397574955,2020,4,10,3,0.45,True
2020-02-18|603690.SH,2020-02-18,603690.SH,半导体,-0.0391452389339,288908.486453,-11309.3917322,1,0.0687021843732,2020,5,10,3,0.55,False
2020-02-18|300672.SZ,2020-02-18,300672.SZ,半导体,-0.228171383091,288908.486453,-65920.6489406,1,0.0717030599131,2020,6,10,4,0.65,False
2020-02-18|300458.SZ,2020-02-18,300458.SZ,半导体,-0.209862294179,288908.486453,-60630.9977749,1,0.0717859022086,2020,7,10,4,0.75,False
2020-02-18|600460.SH,2020-02-18,600460.SH,半导体,-0.171276200818,288908.486453,-49483.1479439,1,0.0757118217357,2020,8,10,5,0.85,False
2020-02-18|300327.SZ,2020-02-18,300327.SZ,半导体,-0.117926508606,288908.486453,-34069.9691142,1,0.0808126047378,2020,9,10,5,0.95,False
2020-02-25|601069.SH,2020-02-25,601069.SH,贵金属,-0.0422276906225,300040.661598,-12670.0242321,1,0.0391439406685,2020,0,10,1,0.05,True
2020-02-25|002011.SZ,2020-02-25,002011.SZ,家电零部件Ⅱ,0.0188808187383,300040.661598,5665.01334575,1,0.0395656002062,2020,1,10,1,0.15,True
2020-02-25|600489.SH,2020-02-25,600489.SH,贵金属,-0.0394412094296,300040.661598,-11833.9665715,1,0.0430549336622,2020,2,10,2,0.25,True
2020-02-25|002155.SZ,2020-02-25,002155.SZ,贵金属,-0.00635783065698,300040.661598,-1907.60771665,1,0.0462990699866,2020,3,10,2,0.35,True
2020-02-25|300285.SZ,2020-02-25,300285.SZ,电子化学品Ⅱ,-0.230637235163,300040.661598,-69200.5486273,1,0.0520170143395,2020,4,10,3,0.45,True
2020-02-25|600547.SH,2020-02-25,600547.SH,贵金属,-0.0621393747345,300040.661598,-18644.3391066,1,0.053007163689,2020,5,10,3,0.55,False
2020-02-25|603002.SH,2020-02-25,603002.SH,电子化学品Ⅱ,-0.0820297549231,300040.661598,-24612.2619379,1,0.0592928863686,2020,6,10,4,0.65,False
2020-02-25|002237.SZ,2020-02-25,002237.SZ,贵金属,-0.145381161966,300040.661598,-43620.2600202,1,0.0603520732914,2020,7,10,4,0.75,False
2020-02-25|000426.SZ,2020-02-25,000426.SZ,贵金属,-0.00399201596806,300040.661598,-1197.76711217,1,0.0742455899892,2020,8,10,5,0.85,False
2020-02-25|603386.SH,2020-02-25,603386.SH,元件,-0.189860777594,300040.661598,-56965.9533208,0.971428571429,0.0573927979967,2020,9,10,5,0.95,False
2020-03-03|600694.SH,2020-03-03,600694.SH,一般零售,-0.0393316140964,287501.340482,-11307.8917761,1,0.0247946586132,2020,0,10,1,0.05,True
2020-03-03|600859.SH,2020-03-03,600859.SH,一般零售,-0.0327000123053,287501.340482,-9401.29737155,1,0.0252180424333,2020,1,10,1,0.15,True
2020-03-03|000402.SZ,2020-03-03,000402.SZ,房地产开发,-0.091385474177,287501.340482,-26273.4463265,1,0.0298105821872,2020,2,10,2,0.25,True
2020-03-03|600340.SH,2020-03-03,600340.SH,房地产开发,-0.140707044279,287501.340482,-40453.4638456,1,0.0300648949084,2020,3,10,2,0.35,True
2020-03-03|600612.SH,2020-03-03,600612.SH,饰品,-0.133059600106,287501.340482,-38254.8133944,1,0.0315231428834,2020,4,10,3,0.45,True
2020-03-03|600648.SH,2020-03-03,600648.SH,房地产开发,-0.0524988983073,287501.340482,-15093.5036372,1,0.0346100492477,2020,5,10,3,0.55,False
2020-03-03|600288.SH,2020-03-03,600288.SH,软件开发,-0.14349548165,287501.340482,-41255.1433276,1,0.0432287345508,2020,6,10,4,0.65,False
2020-03-03|300196.SZ,2020-03-03,300196.SZ,玻璃玻纤,-0.232584012303,287501.340482,-66868.215312,1,0.0445250790414,2020,7,10,4,0.75,False
2020-03-03|000008.SZ,2020-03-03,000008.SZ,轨交设备Ⅱ,-0.0437101257607,287501.340482,-12566.7197489,1,0.0530545629559,2020,8,10,5,0.85,False
2020-03-03|300384.SZ,2020-03-03,300384.SZ,专业工程,-0.19223752495,287501.340482,-55268.5461142,1,0.0641338077781,2020,9,10,5,0.95,False
2020-03-10|600138.SH,2020-03-10,600138.SH,旅游及景区,-0.0526898233054,287394.695828,-15142.7757421,1,0.0376692370931,2020,0,10,1,0.05,True
2020-03-10|601069.SH,2020-03-10,601069.SH,贵金属,-0.0161880320991,287394.695828,-4652.35456116,1,0.0391439406685,2020,1,10,1,0.15,True
2020-03-10|600489.SH,2020-03-10,600489.SH,贵金属,0.0265229345231,287394.695828,7622.55069973,1,0.0430549336622,2020,2,10,2,0.25,True
2020-03-10|002155.SZ,2020-03-10,002155.SZ,贵金属,0.0583379855869,287394.695828,16766.027623,1,0.0462990699866,2020,3,10,2,0.35,True
2020-03-10|600066.SH,2020-03-10,600066.SH,商用车,-0.119854169213,287394.695828,-34445.4525045,1,0.0472528848505,2020,4,10,3,0.45,True
2020-03-10|000776.SZ,2020-03-10,000776.SZ,证券Ⅱ,-0.0823664147116,287394.695828,-23671.6707024,1,0.0479677176612,2020,5,10,3,0.55,False
2020-03-10|002933.SZ,2020-03-10,002933.SZ,航空装备Ⅱ,-0.103388400213,287394.695828,-29713.2778314,1,0.0489729962387,2020,6,10,4,0.65,False
2020-03-10|000008.SZ,2020-03-10,000008.SZ,轨交设备Ⅱ,-0.115872364859,287394.695828,-33301.1030536,1,0.0530545629559,2020,7,10,4,0.75,False
2020-03-10|600668.SH,2020-03-10,600668.SH,水泥,-0.0369287879268,287394.695828,-10613.1377735,1,0.0776309370697,2020,8,10,5,0.85,False
2020-03-10|600761.SH,2020-03-10,600761.SH,工程机械,-0.0174376066144,287394.695828,-5011.47564891,0.923076923077,0.0444988668361,2020,9,10,5,0.95,False
2020-03-17|603288.SH,2020-03-17,603288.SH,调味发酵品Ⅱ,0.284499057155,269737.910839,76740.1813127,1,0.0235211558064,2020,0,10,1,0.05,True
2020-03-17|002507.SZ,2020-03-17,002507.SZ,调味发酵品Ⅱ,0.195209580838,269737.910839,52655.4245111,0.875,0.0533159293174,2020,1,10,1,0.15,True
2020-03-17|600298.SH,2020-03-17,600298.SH,调味发酵品Ⅱ,0.163590279758,269737.910839,44126.5002955,0.875,0.0599213044741,2020,2,10,2,0.25,True
2020-03-17|600305.SH,2020-03-17,600305.SH,调味发酵品Ⅱ,0.0918208326077,269737.910839,24767.5595591,0.875,0.0629578501525,2020,3,10,2,0.35,True
2020-03-17|603027.SH,2020-03-17,603027.SH,调味发酵品Ⅱ,0.122478429204,269737.910839,33037.0756164,0.875,0.0739156829502,2020,4,10,3,0.45,True
2020-03-17|600872.SH,2020-03-17,600872.SH,调味发酵品Ⅱ,0.0750599601551,269737.910839,20246.5168399,0.875,0.0938661362321,2020,5,10,3,0.55,False
2020-03-17|603317.SH,2020-03-17,603317.SH,调味发酵品Ⅱ,0.180544432607,269737.910839,48699.6780651,0.875,0.0953548735405,2020,6,10,4,0.65,False
2020-03-17|603696.SH,2020-03-17,603696.SH,调味发酵品Ⅱ,-0.0451493706801,269737.910839,-12178.496923,0.875,0.0957299950918,2020,7,10,4,0.75,False
2020-03-17|002650.SZ,2020-03-17,002650.SZ,调味发酵品Ⅱ,0.0684937402822,269737.910839,18475.3584093,0.875,0.0958041289376,2020,8,10,5,0.85,False
2020-03-17|300355.SZ,2020-03-17,300355.SZ,基础建设,-0.0825415415226,269737.910839,-22264.5829678,0.75,0.050167258718,2020,9,10,5,0.95,False
2020-03-24|600305.SH,2020-03-24,600305.SH,调味发酵品Ⅱ,0.0439832377131,277881.834333,12222.1427756,1,0.0539169199158,2020,0,10,1,0.05,True
2020-03-24|600298.SH,2020-03-24,600298.SH,调味发酵品Ⅱ,0.195023873943,277881.834333,54193.5918298,1,0.0599213044741,2020,1,10,1,0.15,True
2020-03-24|603288.SH,2020-03-24,603288.SH,调味发酵品Ⅱ,0.19666581581,277881.834333,54649.8576477,1,0.0686787607746,2020,2,10,2,0.25,True
2020-03-24|603027.SH,2020-03-24,603027.SH,调味发酵品Ⅱ,0.202849299361,277881.834333,56368.1353996,1,0.0739156829502,2020,3,10,2,0.35,True
2020-03-24|600872.SH,2020-03-24,600872.SH,调味发酵品Ⅱ,0.0571603642657,277881.834333,15883.8268733,1,0.0938661362321,2020,4,10,3,0.45,True
2020-03-24|603317.SH,2020-03-24,603317.SH,调味发酵品Ⅱ,0.0366959697626,277881.834333,10197.1433902,1,0.0953548735405,2020,5,10,3,0.55,False
2020-03-24|002507.SZ,2020-03-24,002507.SZ,调味发酵品Ⅱ,0.159691010963,277881.834333,44375.2310528,1,0.0954098194411,2020,6,10,4,0.65,False
2020-03-24|603696.SH,2020-03-24,603696.SH,调味发酵品Ⅱ,-0.0558074602241,277881.834333,-15507.8794165,1,0.0957299950918,2020,7,10,4,0.75,False
2020-03-24|002650.SZ,2020-03-24,002650.SZ,调味发酵品Ⅱ,0.17079490045,277881.834333,47460.8002316,1,0.0958041289376,2020,8,10,5,0.85,False
2020-03-24|603616.SH,2020-03-24,603616.SH,水泥,-0.0500425832615,277881.834333,-13905.9248314,0.736842105263,0.0688977647295,2020,9,10,5,0.95,False
2020-03-31|603043.SH,2020-03-31,603043.SH,休闲食品,0.109785538412,268149.13857,29438.8975527,1,0.0451465555119,2020,0,10,1,0.05,True
2020-03-31|600305.SH,2020-03-31,600305.SH,调味发酵品Ⅱ,-0.0356924754188,268149.13857,-9570.90653697,1,0.0537253993562,2020,1,10,1,0.15,True
2020-03-31|603027.SH,2020-03-31,603027.SH,调味发酵品Ⅱ,0.188449171845,268149.13857,50532.4830945,1,0.0562747513415,2020,2,10,2,0.25,True
2020-03-31|600872.SH,2020-03-31,600872.SH,调味发酵品Ⅱ,-0.0360739573485,268149.13857,-9673.2005878,1,0.0577000323076,2020,3,10,2,0.35,True
2020-03-31|603317.SH,2020-03-31,603317.SH,调味发酵品Ⅱ,0.0456776735243,268149.13857,12248.4288074,1,0.0627706550349,2020,4,10,3,0.45,True
2020-03-31|600298.SH,2020-03-31,600298.SH,调味发酵品Ⅱ,0.0875949250923,268149.13857,23488.5037066,1,0.0804215673106,2020,5,10,3,0.55,False
2020-03-31|603288.SH,2020-03-31,603288.SH,调味发酵品Ⅱ,-0.00193251162698,268149.13857,-518.20132805,1,0.095318168971,2020,6,10,4,0.65,False
2020-03-31|002507.SZ,2020-03-31,002507.SZ,调味发酵品Ⅱ,0.0815800529251,268149.13857,21875.6209164,1,0.0954098194411,2020,7,10,4,0.75,False
2020-03-31|300087.SZ,2020-03-31,300087.SZ,种植业,-0.0749817858883,268149.13857,-20106.3012944,0.9375,0.0681995354676,2020,8,10,5,0.85,False
2020-03-31|300138.SZ,2020-03-31,300138.SZ,农产品加工,0.139112579439,268149.13857,37302.9183408,0.909090909091,0.0590043136034,2020,9,10,5,0.95,False
2020-04-08|600305.SH,2020-04-08,600305.SH,调味发酵品Ⅱ,-0.0395995521545,274178.428878,-10857.342994,1,0.0443589551462,2020,0,10,1,0.05,True
2020-04-08|600872.SH,2020-04-08,600872.SH,调味发酵品Ⅱ,0.0632625424392,274178.428878,17345.2244928,1,0.0577000323076,2020,1,10,1,0.15,True
2020-04-08|603317.SH,2020-04-08,603317.SH,调味发酵品Ⅱ,0.0198225209216,274178.428878,5434.90764269,1,0.0627706550349,2020,2,10,2,0.25,True
2020-04-08|603027.SH,2020-04-08,603027.SH,调味发酵品Ⅱ,0.22517469692,274178.428878,61738.0446245,1,0.0638718297539,2020,3,10,2,0.35,True
2020-04-08|002650.SZ,2020-04-08,002650.SZ,调味发酵品Ⅱ,0.0312441155425,274178.428878,8566.46251113,1,0.0701617786919,2020,4,10,3,0.45,True
2020-04-08|600298.SH,2020-04-08,600298.SH,调味发酵品Ⅱ,0.0927630453379,274178.428878,25433.6260287,1,0.0804215673106,2020,5,10,3,0.55,False
2020-04-08|603288.SH,2020-04-08,603288.SH,调味发酵品Ⅱ,-0.0141633465198,274178.428878,-3883.28409647,1,0.095318168971,2020,6,10,4,0.65,False
2020-04-08|002507.SZ,2020-04-08,002507.SZ,调味发酵品Ⅱ,0.086435880688,274178.428878,23698.8539657,1,0.0954098194411,2020,7,10,4,0.75,False
2020-04-08|002495.SZ,2020-04-08,002495.SZ,调味发酵品Ⅱ,-0.183084934232,274178.428878,-50197.9396191,1,0.0956359657658,2020,8,10,5,0.85,False
2020-04-08|300138.SZ,2020-04-08,300138.SZ,农产品加工,0.136582415039,274178.428878,37447.9519677,0.916666666667,0.0590043136034,2020,9,10,5,0.95,False
2020-04-15|600887.SH,2020-04-15,600887.SH,饮料乳品,-0.0366480154445,283569.683719,-10392.2661485,1,0.0300774552373,2020,0,10,1,0.05,True
2020-04-15|002081.SZ,2020-04-15,002081.SZ,装修装饰Ⅱ,0.0345551095063,283569.683719,9798.7814736,1,0.0357842004903,2020,1,10,1,0.15,True
2020-04-15|000848.SZ,2020-04-15,000848.SZ,饮料乳品,0.0513417609226,283569.683719,14558.9669064,1,0.0369885693693,2020,2,10,2,0.25,True
2020-04-15|002372.SZ,2020-04-15,002372.SZ,装修建材,0.0972387696614,283569.683719,27573.9671581,1,0.0415597297068,2020,3,10,2,0.35,True
2020-04-15|002791.SZ,2020-04-15,002791.SZ,装修建材,0.391969126546,283569.683719,111150.561242,1,0.0488458140206,2020,4,10,3,0.45,True
2020-04-15|603856.SH,2020-04-15,603856.SH,装修建材,0.3649499529,283569.683719,103488.742717,1,0.0554435486602,2020,5,10,3,0.55,False
2020-04-15|603737.SH,2020-04-15,603737.SH,装修建材,0.172747856198,283569.683719,48986.0549454,1,0.056415983939,2020,6,10,4,0.65,False
2020-04-15|300138.SZ,2020-04-15,300138.SZ,农产品加工,0.189559955719,283569.683719,53753.456689,0.916666666667,0.0451204352805,2020,7,10,4,0.75,False
2020-04-15|600761.SH,2020-04-15,600761.SH,工程机械,0.00969519734316,283569.683719,2749.2640442,0.909090909091,0.0361357063292,2020,8,10,5,0.85,False
2020-04-15|300119.SZ,2020-04-15,300119.SZ,动物保健Ⅱ,0.0830273801752,283569.683719,23544.0479363,0.8,0.0501148701256,2020,9,10,5,0.95,False
2020-04-22|603198.SH,2020-04-22,603198.SH,白酒Ⅱ,0.0162375368737,297629.118824,4832.76379159,1,0.024368591017,2020,0,10,1,0.05,True
2020-04-22|600809.SH,2020-04-22,600809.SH,白酒Ⅱ,0.222572875874,297629.118824,66244.1689206,1,0.0323948107086,2020,1,10,1,0.15,True
2020-04-22|600761.SH,2020-04-22,600761.SH,工程机械,-0.0454491641067,297629.118824,-13526.9946644,1,0.0361357063292,2020,2,10,2,0.25,True
2020-04-22|603043.SH,2020-04-22,603043.SH,休闲食品,0.105914674604,297629.118824,31523.291273,1,0.0431772657065,2020,3,10,2,0.35,True
2020-04-22|002891.SZ,2020-04-22,002891.SZ,饲料,0.322946841686,297629.118824,96118.3839179,1,0.0486821786394,2020,4,10,3,0.45,True
2020-04-22|000157.SZ,2020-04-22,000157.SZ,工程机械,0.017932688083,297629.118824,5337.29015228,1,0.0492041571375,2020,5,10,3,0.55,False
2020-04-22|000528.SZ,2020-04-22,000528.SZ,工程机械,-0.053573672567,297629.118824,-15945.0849583,1,0.0565626944912,2020,6,10,4,0.65,False
2020-04-22|300189.SZ,2020-04-22,300189.SZ,种植业,-0.0014640769223,297629.118824,-435.751924274,1,0.0598981415811,2020,7,10,4,0.75,False
2020-04-22|600031.SH,2020-04-22,600031.SH,工程机械,-0.0263513788749,297629.118824,-7842.93767434,1,0.0607562094211,2020,8,10,5,0.85,False
2020-04-22|603368.SH,2020-04-22,603368.SH,医药商业,-0.0918920261329,297629.118824,-27349.7427649,0.928571428571,0.0214722490177,2020,9,10,5,0.95,False
2020-04-29|000729.SZ,2020-04-29,000729.SZ,非白酒,0.102904922693,293860.280073,30239.6694035,1,0.0200675630508,2020,0,10,1,0.05,True
2020-04-29|002292.SZ,2020-04-29,002292.SZ,文娱用品,0.145734674442,293860.280073,42825.6322479,1,0.0246587836633,2020,1,10,1,0.15,True
2020-04-29|600072.SH,2020-04-29,600072.SH,风电设备,0.0307311981542,293860.280073,9030.67849656,1,0.0286602334727,2020,2,10,2,0.25,True
2020-04-29|600761.SH,2020-04-29,600761.SH,工程机械,0.0233408046695,293860.280073,6858.93539731,1,0.0361357063292,2020,3,10,2,0.35,True
2020-04-29|600223.SH,2020-04-29,600223.SH,化妆品,0.161545623836,293860.280073,47471.8422651,1,0.0489306234716,2020,4,10,3,0.45,True
2020-04-29|603983.SH,2020-04-29,603983.SH,化妆品,0.195209580838,293860.280073,57364.3420981,1,0.0490413035309,2020,5,10,3,0.55,False
2020-04-29|603605.SH,2020-04-29,603605.SH,化妆品,0.222768346698,293860.280073,65462.7687522,1,0.0594804458376,2020,6,10,4,0.65,False
2020-04-29|600315.SH,2020-04-29,600315.SH,化妆品,0.217172676513,293860.280073,63818.4235445,1,0.0954180992965,2020,7,10,4,0.75,False
2020-04-29|002243.SZ,2020-04-29,002243.SZ,化妆品,0.00523028018038,293860.280073,1536.97159867,1,0.0954558568386,2020,8,10,5,0.85,False
2020-04-29|300132.SZ,2020-04-29,300132.SZ,化妆品,0.251067647036,293860.280073,73778.8090754,1,0.0956480747222,2020,9,10,5,0.95,False
