family,leg,period,horizon,count,signal_dates,mean_return,median_return,positive_fraction,p10,p90,severe_loss_fraction,mean_adverse_excursion,mean_excess_vs_date_control,entry_executable_fraction,median_candidate_count,median_avg_amount20_cny,p10_entry_amount_cny
breakout_60,top,early_2018_2020,5,1929,122,-0.008334670643,-0.01432226299,0.4266459305,-0.1474628024,0.1158115747,0.1881804044,-0.08123026737,-0.006098323094,0.9248803828,41,149913324.2,146001706.1
breakout_60,top,early_2018_2020,20,1923,122,-0.01540963805,-0.03607395735,0.4061362454,-0.2232630189,0.1952125997,0.3354134165,-0.1364015896,-0.01885314474,0.9248803828,41,149913324.2,146338913.5
breakout_60,top,full,5,4463,263,-0.0117612889,-0.02279644613,0.395697961,-0.1522360042,0.1308264915,0.2065874972,-0.08538173937,-0.009699387473,0.911758712,49,160475141,169114054.1
breakout_60,top,full,20,4439,263,-0.02595529773,-0.05184293335,0.3635954044,-0.234914012,0.19619401,0.3699031313,-0.1435394339,-0.02709559917,0.911758712,49,160475141,169706662.7
breakout_60,top,late_2021_2023,5,2534,141,-0.0143697919,-0.02822372372,0.3721389108,-0.1548650457,0.1412235767,0.2205998421,-0.08854203515,-0.01244068707,0.9020234292,55,171138184.7,202161159
breakout_60,top,late_2021_2023,20,2516,141,-0.03401543428,-0.06372491603,0.3310810811,-0.241790307,0.196235254,0.396263911,-0.1489949485,-0.03339537654,0.9020234292,55,171138184.7,202706755.6
breakout_60,top,year_2018,5,246,24,-0.03159556917,-0.02767473951,0.2845528455,-0.1244789281,0.05076667887,0.1463414634,-0.07437264193,-0.01121924865,0.968503937,21,112910255.3,104495997
breakout_60,top,year_2018,20,246,24,-0.06228200284,-0.06574079903,0.2845528455,-0.2059964711,0.07517375386,0.3821138211,-0.1398059606,-0.02778555911,0.968503937,21,112910255.3,104495997
breakout_60,top,year_2019,5,812,49,-0.008321815218,-0.01155743145,0.4384236453,-0.1431118031,0.111071422,0.1785714286,-0.07481974043,-0.01075047796,0.9367088608,39,140164908.9,136201194.3
breakout_60,top,year_2019,20,810,49,-0.009957391823,-0.02281298664,0.4407407407,-0.212000994,0.1863819311,0.3012345679,-0.1249851895,-0.02604631828,0.9367088608,39,140164908.9,136641606
breakout_60,top,year_2020,5,871,49,-0.001776987022,-0.009976613297,0.4557979334,-0.1569144539,0.1454091816,0.2089552239,-0.08914338302,-0.0003149735642,0.9027921406,57,173278421.4,197017144
breakout_60,top,year_2020,20,867,49,-0.007204006796,-0.03785628743,0.4083044983,-0.2393199966,0.238946563,0.354094579,-0.1461014844,-0.009598422124,0.9027921406,57,173278421.4,197768889.8
breakout_60,top,year_2021,5,881,48,-0.004588039824,-0.02412223006,0.4143019296,-0.1434744619,0.1503075816,0.1997729852,-0.08306190565,-0.006972376395,0.9352441614,70,194048517.8,203137749
