audit_type,scope,scope_value,market_view,denominator,coordinate,target,control_role,control_column,n,spearman,r2,adjusted_r2
pairwise,cell,ALL_A:ALL_STATUS,ALL_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.051523698987770636,,
pairwise,cell,ALL_A:ALL_STATUS,ALL_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.43254515771996427,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,absolute,breakout_formation_depth20,central_direction,median_signed_limit_utilization,1332,-0.067046221297690611,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,absolute,breakout_formation_depth20,intraday_range,intraday_log_range__median,1412,0.53138726016823334,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,absolute,breakout_formation_depth20,open_close_return,open_close_log_return__median,1412,-0.0074298139224197824,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,absolute,breakout_formation_depth20,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.0092419860399483508,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,absolute,breakout_formation_depth20,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.41670237640891089,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,central_direction,median_signed_limit_utilization_pit_3y_pct,829,-0.047940315079654398,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,intraday_range,intraday_log_range__median,909,0.47107679841284483,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,open_close_return,open_close_log_return__median,909,0.0047353805037160211,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.027144833468164473,,
pairwise,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.42558506511569016,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,absolute,breakout_formation_depth20,central_direction,median_signed_limit_utilization,1331,-0.061601193833416487,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,absolute,breakout_formation_depth20,intraday_range,intraday_log_range__median,1412,0.41118491577031624,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,absolute,breakout_formation_depth20,open_close_return,open_close_log_return__median,1412,-0.03367312836305434,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,absolute,breakout_formation_depth20,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.10514712100589887,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,absolute,breakout_formation_depth20,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.42464393557489427,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,central_direction,median_signed_limit_utilization_pit_3y_pct,828,-0.043807606476251017,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,intraday_range,intraday_log_range__median,909,0.45258755132720158,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,open_close_return,open_close_log_return__median,909,-0.0033331990471254006,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.1133295670600275,,
pairwise,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.48447667603069305,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,absolute,breakout_formation_depth20,central_direction,median_signed_limit_utilization,1332,-0.061915193652154386,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,absolute,breakout_formation_depth20,intraday_range,intraday_log_range__median,1412,0.40881840687444843,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,absolute,breakout_formation_depth20,open_close_return,open_close_log_return__median,1412,-0.033018493862011979,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,absolute,breakout_formation_depth20,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.1103048058136599,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,absolute,breakout_formation_depth20,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.41894865706725593,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,central_direction,median_signed_limit_utilization_pit_3y_pct,829,-0.044677678160333405,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,intraday_range,intraday_log_range__median,909,0.449227372703082,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,open_close_return,open_close_log_return__median,909,-0.0028649976933258388,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.12065056326407951,,
pairwise,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.47866143623469432,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,absolute,breakout_formation_depth20,central_direction,median_signed_limit_utilization,1332,-0.024935459689699402,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,absolute,breakout_formation_depth20,intraday_range,intraday_log_range__median,1412,0.47758975004582099,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,absolute,breakout_formation_depth20,open_close_return,open_close_log_return__median,1412,0.034915411045567217,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,absolute,breakout_formation_depth20,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.12625437836662065,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,absolute,breakout_formation_depth20,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.41925187200573638,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,central_direction,median_signed_limit_utilization_pit_3y_pct,829,-0.012850160043360207,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,intraday_range,intraday_log_range__median,909,0.39706968284457372,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,open_close_return,open_close_log_return__median,909,0.040763886978183783,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.14210560739908154,,
pairwise,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.40687240932519636,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,absolute,breakout_formation_depth20,central_direction,median_signed_limit_utilization,1332,-0.026345221160902405,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,absolute,breakout_formation_depth20,intraday_range,intraday_log_range__median,1412,0.47612744360155423,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,absolute,breakout_formation_depth20,open_close_return,open_close_log_return__median,1412,0.033385142548062172,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,absolute,breakout_formation_depth20,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.12423119822417321,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,absolute,breakout_formation_depth20,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.41070978406620023,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,central_direction,median_signed_limit_utilization_pit_3y_pct,829,-0.014006910196109066,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,intraday_range,intraday_log_range__median,909,0.39276015888504445,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,open_close_return,open_close_log_return__median,909,0.040493770868866234,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.13641220999095785,,
pairwise,cell,SH_A:NON_ST,SH_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.39842621872437034,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,absolute,breakout_formation_depth20,central_direction,median_signed_limit_utilization,1332,-0.078063288348527243,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,absolute,breakout_formation_depth20,intraday_range,intraday_log_range__median,1412,0.51144153737004849,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,absolute,breakout_formation_depth20,open_close_return,open_close_log_return__median,1412,-0.031719618029558361,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,absolute,breakout_formation_depth20,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.010247524500679049,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,absolute,breakout_formation_depth20,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.4156147839485495,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,central_direction,median_signed_limit_utilization_pit_3y_pct,829,-0.056768829804500154,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,intraday_range,intraday_log_range__median,909,0.49600168057219585,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,open_close_return,open_close_log_return__median,909,-0.022047970075930817,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.038606700756031474,,
pairwise,cell,SZ_A:ALL_STATUS,SZ_A,ALL_STATUS,pit,breakout_formation_depth20_pit_3y_pct,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.44823049296228851,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,absolute,breakout_formation_depth20,central_direction,median_signed_limit_utilization,1332,-0.076702205273699225,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,absolute,breakout_formation_depth20,intraday_range,intraday_log_range__median,1412,0.50692229763034036,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,absolute,breakout_formation_depth20,open_close_return,open_close_log_return__median,1412,-0.030239309909104169,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,absolute,breakout_formation_depth20,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,-0.0025703951723016392,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,absolute,breakout_formation_depth20,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.41274057769896294,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,central_direction,median_signed_limit_utilization_pit_3y_pct,829,-0.056468882046671491,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,intraday_range,intraday_log_range__median,909,0.49191316883291297,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,open_close_return,open_close_log_return__median,909,-0.019866936497726591,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,original_discovery,breadth_net_new_high_low60_pit_3y_pct,829,0.016705368067827651,,
pairwise,cell,SZ_A:NON_ST,SZ_A,NON_ST,pit,breakout_formation_depth20_pit_3y_pct,original_volatility,realized_volatility_median20_pit_3y_pct,829,0.44662113772136258,,
