symbol,industry,fill_date,exit_reason,extended,base_net_mark,final_net_return,second_leg_delta
002415.SZ,计算机设备,2019-04-15,H20,False,-0.0125782916925,0.00173216784821,
600511.SH,医药商业,2019-04-22,H40,True,0.0833844752503,0.152277477942,0.0688930026914
601607.SH,医药商业,2019-04-22,H40,True,0.236188195038,0.192363843741,-0.0438243512974
000157.SZ,工程机械,2019-04-22,H40,True,0.12980010129,0.325533013575,0.195732912285
601992.SH,水泥,2019-04-22,H40,True,0.184666877943,0.192990064439,0.00832318649609
002841.SZ,消费电子,2019-04-22,H40,True,0.121819518857,0.102798012997,-0.0190215058605
601857.SH,炼化及贸易,2019-04-22,H40,True,0.0398908458117,0.0212738741476,-0.0186169716641
000652.SZ,综合Ⅱ,2019-04-22,H40,True,0.341444279072,0.2953861064,-0.046058172672
600770.SH,综合Ⅱ,2019-04-22,H40,True,0.335307407164,0.271460741521,-0.0638466656431
601021.SH,航空机场,2019-04-22,H40,True,0.109326257664,0.217575029582,0.108248771917
601000.SH,航运港口,2019-04-22,H40,True,0.193659373859,0.255667653021,0.0620082791615
000042.SZ,房地产开发,2019-04-22,H20,False,-0.0632963081471,-0.0648169310234,
000656.SZ,房地产开发,2019-04-29,H40,True,0.154052226126,0.238013229739,0.0839610036126
600325.SH,房地产开发,2019-04-29,H40,True,0.200557274712,0.121678790071,-0.0788784846415
000011.SZ,房地产开发,2019-04-29,H40,True,0.0487704887623,-0.00676898990124,-0.0555394786635
000926.SZ,房地产开发,2019-04-29,H40,True,0.0403983120111,0.0473343007578,0.00693598874674
002369.SZ,消费电子,2019-04-29,H40,True,0.124995504487,-0.00623527719336,-0.13123078168
000651.SZ,白色家电,2019-04-29,H40,True,0.006373877577,0.229571415186,0.223197537609
600673.SH,综合Ⅱ,2019-04-29,H40,True,0.0438163672655,0.0631673795267,0.0193510122612
600682.SH,综合Ⅱ,2019-04-29,H40,True,0.294723543323,0.310354008635,0.0156304653117
603111.SH,轨交设备Ⅱ,2019-04-29,H40,True,0.0350268535095,0.100742844208,0.065715990699
000505.SZ,农产品加工,2019-04-29,H20,False,-0.00715897299201,-0.010325930016,
600251.SH,农产品加工,2019-04-29,H20,False,-0.0258269296146,-0.0207881033885,
002033.SZ,旅游及景区,2019-04-29,H20,False,-0.0490011231182,-0.0475492164359,
600959.SH,电视广播Ⅱ,2019-04-29,H20,False,-0.0265006709744,-0.0246249497239,
000088.SZ,航运港口,2019-04-29,H20,False,-0.031032956711,-0.0325352311967,
601228.SH,航运港口,2019-04-29,H20,False,-0.0437528137338,-0.0437528137338,
601015.SH,焦炭Ⅱ,2019-05-07,FORCED,False,,-0.192028921508,
002419.SZ,一般零售,2019-05-09,H40,True,0.178263056551,0.0368396433457,-0.141423413206
000656.SZ,房地产开发,2019-05-09,H40,True,0.212256944115,0.0417833113488,-0.170473632766
600325.SH,房地产开发,2019-05-09,H40,True,0.30237337423,0.0203633916209,-0.282009982609
000965.SZ,房地产开发,2019-05-09,H40,True,0.124525143262,-0.12332937811,-0.247854521372
000011.SZ,房地产开发,2019-05-09,H40,True,0.117986862371,-0.0461801994538,-0.164167061825
600586.SH,玻璃玻纤,2019-05-09,H40,True,0.0205670850081,-0.0940420528805,-0.114609137889
000651.SZ,白色家电,2019-05-09,H40,True,0.0505258473223,0.154443570411,0.103917723088
600805.SH,综合Ⅱ,2019-05-09,H40,True,0.2052388279,0.0167581503659,-0.188480677534
300011.SZ,轨交设备Ⅱ,2019-05-09,H40,True,0.0609650264688,-0.16097153519,-0.221936561659
601988.SH,银行Ⅱ,2019-05-09,H40,True,0.00115531211479,-0.0451706406309,-0.0463259527457
002254.SZ,化学纤维,2019-05-09,H20,False,-0.12988742515,-0.136261876248,
002206.SZ,化学纤维,2019-05-09,H20,False,-0.185955013051,-0.191701212959,
600713.SH,医药商业,2019-05-09,H20,False,-0.136793080506,-0.13869023857,
603298.SH,工程机械,2019-05-09,H20,False,-0.130768489131,-0.130768489131,
600984.SH,工程机械,2019-05-09,H20,False,-0.0586071723796,-0.0586071723796,
600761.SH,工程机械,2019-05-09,H20,False,-0.162955883744,-0.165439694178,
002033.SZ,旅游及景区,2019-05-09,H20,False,-0.165843313373,-0.175526724329,
300144.SZ,旅游及景区,2019-05-09,H20,False,-0.102061767616,-0.109510103184,
002646.SZ,白酒Ⅱ,2019-05-09,H20,False,-0.183766382809,-0.18521617609,
600519.SH,白酒Ⅱ,2019-05-09,H20,False,-0.021256154358,-0.0316589044134,
000505.SZ,农产品加工,2019-05-16,H40,True,0.102609477531,0.169434294351,0.06682481682
000028.SZ,医药商业,2019-05-16,H40,True,0.00887308715902,-0.0869926813041,-0.0958657684631
600511.SH,医药商业,2019-05-16,H40,True,0.100809142974,-0.0825928851743,-0.183402028148
002203.SZ,工业金属,2019-05-16,H40,True,0.0886046738466,0.288043698063,0.199439024216
603506.SH,房地产服务,2019-05-16,H40,True,0.00377970957469,-0.0240348871046,-0.0278145966793
600461.SH,环境治理,2019-05-16,H40,True,0.094938069988,0.06140244763,-0.033535622358
600323.SH,环境治理,2019-05-16,H40,True,0.0492344549231,-0.0455943150554,-0.0948287699785
603500.SH,轨交设备Ⅱ,2019-05-16,H40,True,0.0722611603943,-0.0260032421345,-0.0982644025288
600477.SH,专业工程,2019-05-16,H20,False,-0.165944533697,-0.16999334664,
601618.SH,专业工程,2019-05-16,H20,False,-0.16727201335,-0.16727201335,
000012.SZ,玻璃玻纤,2019-05-16,H20,False,-0.172356354906,-0.168811842507,
600690.SH,白色家电,2019-05-16,H20,False,-0.0713438452608,-0.0741977363325,
600770.SH,综合Ⅱ,2019-05-16,H20,False,-0.155618929738,-0.157010002342,
600881.SH,综合Ⅱ,2019-05-16,H20,False,-0.168333333333,-0.165843313373,
002721.SZ,饰品,2019-05-16,H20,False,-0.157756809052,-0.15498627224,
000026.SZ,饰品,2019-05-16,H20,False,-0.127939676203,-0.131259702817,
600251.SH,农产品加工,2019-05-23,H40,True,0.0311800155708,-0.0407627762132,-0.071942791784
001979.SZ,房地产开发,2019-05-23,H40,True,0.0124746039645,-0.0476063066004,-0.0600809105649
000926.SZ,房地产开发,2019-05-23,H40,True,0.0401595765444,-0.0896980484923,-0.129857625037
600340.SH,房地产开发,2019-05-23,H40,True,0.0605407390024,-0.071043122352,-0.131583861354
000651.SZ,白色家电,2019-05-23,H40,True,0.395269805217,0.180612912107,-0.21465689311
000523.SZ,综合Ⅱ,2019-05-23,H40,True,0.027516145214,0.113288361765,0.0857722165511
000927.SZ,轨交设备Ⅱ,2019-05-23,H40,True,0.533852295409,0.0557684630739,-0.478083832335
601988.SH,银行Ⅱ,2019-05-23,H40,True,0.0562926778023,-0.00399201596806,-0.0602846937704
002867.SZ,饰品,2019-05-23,H40,True,0.0663950398141,0.00940021145951,-0.0569948283545
603183.SH,专业服务,2019-05-23,H20,False,-0.157469971774,-0.160667429187,
600295.SH,冶钢原料,2019-05-23,H20,False,-0.146576231028,-0.146576231028,
000629.SZ,冶钢原料,2019-05-23,H20,False,-0.15211628026,-0.159777880137,
600967.SH,地面兵装Ⅱ,2019-05-23,H20,False,-0.131369274652,-0.133834640949,
002033.SZ,旅游及景区,2019-05-23,H20,False,-0.160588172098,-0.159177395916,
002224.SZ,橡胶,2019-05-23,H20,False,-0.00260481821872,-0.0178639934615,
000016.SZ,白色家电,2019-05-23,H20,False,-0.199143303043,-0.200984352921,
600585.SH,水泥,2019-05-30,H40,True,0.0405384997201,0.0463353715849,0.00579687186474
000651.SZ,白色家电,2019-05-30,H40,True,0.225486827484,0.170080338666,-0.0554064888182
600519.SH,白酒Ⅱ,2019-05-30,H40,True,0.127218616659,0.0854697790049,-0.041748837654
601872.SH,航运港口,2019-05-30,H40,True,0.0151211436402,-0.156897292834,-0.172018436475
600166.SH,商用车,2019-05-30,H20,False,-0.176910068751,-0.183826790863,
600066.SH,商用车,2019-05-30,H20,False,-0.0915826005646,-0.092963069011,
600686.SH,商用车,2019-05-30,H20,False,-0.221358512483,-0.223399512451,
600997.SH,焦炭Ⅱ,2019-05-30,H20,False,-0.0458034455826,-0.0428169148958,
600508.SH,煤炭开采,2019-05-30,H20,False,-0.0551665460706,-0.0599049284875,
601088.SH,煤炭开采,2019-05-30,H20,False,-0.0551217892757,-0.0540991938095,
601898.SH,煤炭开采,2019-05-30,H20,False,-0.0646526201036,-0.0646526201036,
600395.SH,煤炭开采,2019-05-30,H20,False,-0.0454923486361,-0.0454923486361,
000016.SZ,白色家电,2019-05-30,H20,False,-0.115334371907,-0.117358778378,
603517.SH,休闲食品,2019-05-30,FORCED,False,,0.0294600398337,
603517.SH,休闲食品,2019-05-30,FORCED,False,,-0.000219258452791,
603045.SH,金属新材料,2019-05-31,FORCED,False,,0.258183546177,
300673.SZ,饲料,2019-06-04,FORCED,False,,-0.063146795355,
300673.SZ,饲料,2019-06-04,FORCED,False,,-0.099484723533,
000550.SZ,商用车,2019-06-06,H20,False,-0.0921004145555,-0.118916014126,
603363.SH,饲料,2019-06-06,H20,False,-0.0112515493794,0.000847672972811,
000505.SZ,农产品加工,2019-06-14,H40,True,0.0377482030159,0.00896184509594,-0.02878635792
600336.SH,白色家电,2019-06-14,H40,True,0.10213998233,-0.091755014561,-0.193894996891
603886.SH,休闲食品,2019-06-14,H20,False,-0.0195359580958,-0.0183402702398,
002311.SZ,饲料,2019-06-14,H20,False,-0.0273977291527,-0.0277140225741,
002100.SZ,饲料,2019-06-14,H20,False,-0.139208204008,-0.143156699485,
603363.SH,饲料,2019-06-14,H20,False,-0.105036304203,-0.104105020441,
002127.SZ,互联网电商,2019-06-21,H40,True,0.118565440286,-0.0396617233852,-0.158227163671
000655.SZ,冶钢原料,2019-06-21,H40,True,0.0255064783325,0.11053155014,0.0850250718076
000716.SZ,休闲食品,2019-06-21,H20,False,-0.0457191264102,-0.0420906820239,
000550.SZ,商用车,2019-06-28,H40,True,0.0253132468768,-0.285545110896,-0.310858357772
002650.SZ,调味发酵品Ⅱ,2019-06-28,H20,False,-0.109204126957,-0.111542173868,
000969.SZ,金属新材料,2019-06-28,H20,False,-0.0203391575583,-0.0180038516168,
603043.SH,休闲食品,2019-07-05,H40,True,0.0582804719068,0.174409922649,0.116129450742
603886.SH,休闲食品,2019-07-05,H40,True,0.0187018368327,0.136849507736,0.118147670903
002557.SZ,休闲食品,2019-07-05,H40,True,0.0985165905446,0.226825311379,0.128308720835
002311.SZ,饲料,2019-07-05,H40,True,0.00231393261461,-0.0607255997834,-0.063039532398
603668.SH,饲料,2019-07-05,H40,True,0.0252386531285,-0.0635251236657,-0.0887637767942
002100.SZ,饲料,2019-07-05,H40,True,0.0445648536459,-0.0229173045111,-0.0674821581569
000960.SZ,小金属,2019-07-05,H20,False,-0.0158819184404,-0.0140527026755,
300748.SZ,金属新材料,2019-07-05,H20,False,-0.0470626314938,-0.0352182122242,
603043.SH,休闲食品,2019-07-12,H40,True,0.0661775041466,0.111068004835,0.0448905006888
002557.SZ,休闲食品,2019-07-12,H40,True,0.0278785363566,0.168628539501,0.140750003144
601118.SH,种植业,2019-07-12,H40,True,0.0281983561394,-0.0530308204883,-0.0812291766277
600298.SH,调味发酵品Ⅱ,2019-07-12,H40,True,0.113490872773,0.134713673315,0.0212228005415
600872.SH,调味发酵品Ⅱ,2019-07-12,H40,True,0.0433724941422,0.0947968194047,0.0514243252625
601958.SH,小金属,2019-07-12,H20,False,-0.0446756122791,-0.0374054810088,
000960.SZ,小金属,2019-07-12,H20,False,-0.0823492874391,-0.0823492874391,
002149.SZ,小金属,2019-07-12,H20,False,-0.0565030276999,-0.0491485383663,
002167.SZ,小金属,2019-07-12,H20,False,-0.138520975397,-0.148394660493,
000962.SZ,小金属,2019-07-12,H20,False,-0.19022904604,-0.202576252454,
000969.SZ,金属新材料,2019-07-12,H20,False,-0.203609482496,-0.194252413753,
300748.SZ,金属新材料,2019-07-12,H20,False,-0.173686955396,-0.176852905759,
603043.SH,休闲食品,2019-07-19,H40,True,0.0640388189139,0.04858352261,-0.0154552963039
603886.SH,休闲食品,2019-07-19,H40,True,0.117882378703,0.0195979349318,-0.0982844437707
002557.SZ,休闲食品,2019-07-19,H40,True,0.0897150652823,0.203479279972,0.11376421469
600298.SH,调味发酵品Ⅱ,2019-07-19,H40,True,0.130249616374,0.0302170226022,-0.100032593772
600872.SH,调味发酵品Ⅱ,2019-07-19,H40,True,0.075530106895,0.0440911280887,-0.0314389788063
600305.SH,调味发酵品Ⅱ,2019-07-19,H40,True,0.1737160376,0.132291130011,-0.0414249075896
600255.SH,金属新材料,2019-07-19,H40,True,0.0113311837863,-0.101038947746,-0.112370131532
600549.SH,小金属,2019-07-19,H20,False,-0.0938473221906,-0.0938473221906,
002149.SZ,小金属,2019-07-19,H20,False,-0.0191157814523,-0.00615255389438,
600259.SH,小金属,2019-07-19,H20,False,-0.0956608480702,-0.107297565099,
000960.SZ,小金属,2019-07-19,H20,False,-0.0976337922446,-0.0925260589931,
002182.SZ,小金属,2019-07-19,H20,False,-0.0016006402561,0.00198642331184,
002372.SZ,装修建材,2019-07-19,H20,False,-0.0190192939408,-0.0154127472273,
601328.SH,银行Ⅱ,2019-07-19,H20,False,-0.0403746646834,-0.0387886647088,
600016.SH,银行Ⅱ,2019-07-19,H20,False,-0.0201998499102,-0.0186460153017,
601118.SH,种植业,2019-07-26,H40,True,0.0039262560151,-0.0211669683888,-0.0250932244039
300189.SZ,种植业,2019-07-26,H40,True,0.029552294375,-0.0891429576081,-0.118695251983
600298.SH,调味发酵品Ⅱ,2019-07-26,H40,True,0.121054265249,0.0481248103514,-0.0729294548977
600872.SH,调味发酵品Ⅱ,2019-07-26,H40,True,0.106101238105,0.0474484347341,-0.0586528033709
600305.SH,调味发酵品Ⅱ,2019-07-26,H40,True,0.302471979119,0.194070494714,-0.108401484404
002507.SZ,调味发酵品Ⅱ,2019-07-26,H40,True,0.068997421823,-0.0281825238412,-0.0971799456642
603288.SH,调味发酵品Ⅱ,2019-07-26,H40,True,0.0718855532041,0.0232748897775,-0.0486106634266
600255.SH,金属新材料,2019-07-26,H40,True,0.0168667899802,-0.0874272397613,-0.104294029742
002024.SZ,互联网电商,2019-07-26,H20,False,-0.0586402416406,-0.0586402416406,
601727.SH,其他电源设备Ⅱ,2019-07-26,H20,False,-0.00763372706142,-0.00763372706142,
600583.SH,油服工程,2019-07-26,H20,False,-0.0668977833806,-0.0686451658087,
600221.SH,航空机场,2019-07-26,H20,False,-0.0332863684396,-0.0381687605182,
002372.SZ,装修建材,2019-07-26,H20,False,-0.0608247481981,-0.0613988162005,
002130.SZ,其他电子Ⅱ,2019-08-02,H40,True,0.106204612052,-0.00399201596806,-0.110196628021
601958.SH,小金属,2019-08-02,H40,True,0.0267323596259,0.0390098078112,0.0122774481853
002167.SZ,小金属,2019-08-02,H40,True,0.139732079852,-0.0427975218394,-0.182529601691
600456.SH,小金属,2019-08-02,H40,True,0.134995126027,0.0807937613146,-0.0542013647124
002182.SZ,小金属,2019-08-02,H40,True,0.00531646986401,0.180847916983,0.175531447119
002149.SZ,小金属,2019-08-02,H40,True,0.20784714919,0.066240279298,-0.141606869892
000969.SZ,金属新材料,2019-08-02,H40,True,0.00481108490091,-0.102083711365,-0.106894796266
300127.SZ,金属新材料,2019-08-02,H40,True,0.139774274082,0.0429147820567,-0.0968594920251
000028.SZ,医药商业,2019-08-02,H20,False,-0.0487773866786,-0.0665049292516,
000528.SZ,工程机械,2019-08-02,H20,False,-0.00987684896087,-0.0260601396911,
002596.SZ,水泥,2019-08-02,H20,False,-0.148496771445,-0.168799092463,
002672.SZ,环境治理,2019-08-02,H20,False,-0.120898405891,-0.143611425797,
600221.SH,航空机场,2019-08-02,H20,False,-0.0528159367539,-0.0674631129897,
601988.SH,银行Ⅱ,2019-08-02,H20,False,-0.0251836752028,-0.0331305474158,
600456.SH,小金属,2019-08-09,H40,True,0.027555748232,-0.015259074611,-0.042814822843
002182.SZ,小金属,2019-08-09,H40,True,0.0119932973559,0.084542027057,0.0725487297011
603978.SH,金属新材料,2019-08-09,H40,True,0.315609105821,0.568421213379,0.252812107558
603919.SH,白酒Ⅱ,2019-08-09,H20,False,-0.110030888793,-0.111293256326,
600197.SH,白酒Ⅱ,2019-08-09,H20,False,-0.214289722941,-0.213761336743,
603589.SH,白酒Ⅱ,2019-08-09,H20,False,-0.0659984719287,-0.0644365964637,
600519.SH,白酒Ⅱ,2019-08-09,H20,False,-0.0137562030733,-0.00683398310889,
603369.SH,白酒Ⅱ,2019-08-09,H20,False,-0.0306584327867,-0.0306584327867,
000596.SZ,白酒Ⅱ,2019-08-09,H20,False,-0.0557876887272,-0.0482137931822,
000568.SZ,白酒Ⅱ,2019-08-09,H20,False,-0.0782654553188,-0.0701290848109,
600702.SH,白酒Ⅱ,2019-08-09,H20,False,-0.100691820243,-0.0972382558046,
600809.SH,白酒Ⅱ,2019-08-09,H20,False,-0.0570591844098,-0.0487852710506,
600221.SH,航空机场,2019-08-09,H20,False,-0.0790679946639,-0.0740629294175,
601958.SH,小金属,2019-08-16,H40,True,0.00611205334995,-0.052899980386,-0.059012033736
600456.SH,小金属,2019-08-16,H40,True,0.0342990554463,-0.0251181243346,-0.059417179781
000735.SZ,养殖业,2019-08-16,H20,False,-0.0885991457944,-0.0896701221213,
002321.SZ,养殖业,2019-08-16,H20,False,-0.202077637442,-0.206262544938,
601100.SH,工程机械,2019-08-16,H20,False,-0.0572803808725,-0.0572803808725,
000825.SZ,特钢Ⅱ,2019-08-16,H20,False,-0.0863868370315,-0.0888102141216,
600330.SH,电子化学品Ⅱ,2019-08-16,H20,False,-0.0978780144629,-0.0924353478835,
300054.SZ,电子化学品Ⅱ,2019-08-16,H20,False,-0.0596547689401,-0.0703135939773,
603919.SH,白酒Ⅱ,2019-08-16,H20,False,-0.0272322022621,-0.0259041916168,
603589.SH,白酒Ⅱ,2019-08-16,H20,False,-0.0505150213217,-0.0567500632763,
600197.SH,白酒Ⅱ,2019-08-16,H20,False,-0.140145120989,-0.139580170346,
000596.SZ,白酒Ⅱ,2019-08-16,H20,False,-0.0825936460413,-0.0828426480373,
000528.SZ,工程机械,2019-08-23,H40,True,0.00786522193708,-0.0795819076133,-0.0874471295504
000157.SZ,工程机械,2019-08-23,H40,True,0.0288253805404,-0.0679037312525,-0.0967291117929
000425.SZ,工程机械,2019-08-23,H40,True,0.0965020631383,-0.0263240335473,-0.122826096686
600031.SH,工程机械,2019-08-23,H40,True,0.0935002106726,0.063573930721,-0.0299262799517
600388.SH,环保设备Ⅱ,2019-08-23,H40,True,0.00384642479746,-0.148484208054,-0.152330632852
600104.SH,乘用车,2019-08-23,H20,False,-0.00111100113822,-0.00111100113822,
000735.SZ,养殖业,2019-08-23,H20,False,-0.00620045939164,0.00152909259087,
002321.SZ,养殖业,2019-08-23,H20,False,-0.0851148381969,-0.0821102892255,
000876.SZ,养殖业,2019-08-23,H20,False,-0.0296128001232,-0.0317478654695,
300498.SZ,养殖业,2019-08-23,H20,False,-0.0111327406991,-0.0126101320227,
002714.SZ,养殖业,2019-08-23,H20,False,-0.00636612361368,-0.00161790832245,
600330.SH,电子化学品Ⅱ,2019-08-23,H20,False,-0.0208259537263,-0.0250344381659,
601607.SH,医药商业,2019-08-30,H40,True,0.00753268435686,0.0736781102997,0.0661454259428
000157.SZ,工程机械,2019-08-30,H40,True,0.073027933588,-0.012656584897,-0.085684518485
600031.SH,工程机械,2019-08-30,H40,True,0.116589164572,0.0717726687819,-0.0448164957904
000598.SZ,环境治理,2019-08-30,H40,True,0.0130337615368,-0.00186379377996,-0.0148975553167
002056.SZ,光伏设备,2019-08-30,H20,False,-0.00830373884266,-0.0126154617173,
002506.SZ,光伏设备,2019-08-30,H20,False,-0.0577058517787,-0.0592405328019,
600151.SH,光伏设备,2019-08-30,H20,False,-0.0479923686763,-0.0459923526441,
600330.SH,电子化学品Ⅱ,2019-08-30,H20,False,-0.00399201596806,0.000216468471508,
000506.SZ,贵金属,2019-09-06,H20,False,-0.0402612142661,-0.0514209675886,
000970.SZ,金属新材料,2019-09-06,H20,False,-0.0249606051056,-0.0230543697294,
600563.SH,元件,2019-09-16,H20,False,-0.0294374754141,-0.0282257868691,
002299.SZ,养殖业,2019-09-23,H40,True,0.027237797641,-0.0173762218005,-0.0446140194415
002746.SZ,养殖业,2019-09-23,H40,True,0.0358724636839,-0.00942808137515,-0.0453005450591
300054.SZ,电子化学品Ⅱ,2019-09-23,H40,True,0.0276631753519,0.11923712167,0.0915739463185
600056.SH,医药商业,2019-09-23,H20,False,-0.0179170724041,-0.0193828678184,
002129.SZ,光伏设备,2019-09-30,H40,True,0.0987707125432,0.218331194753,0.11956048221
300316.SZ,光伏设备,2019-09-30,H40,True,0.0590756710517,0.169059564269,0.109983893217
000735.SZ,养殖业,2019-09-30,H40,True,0.0482575831943,0.000362117295464,-0.0478954658988
002321.SZ,养殖业,2019-09-30,H40,True,0.0392403840066,-0.0389104928707,-0.0781508768773
300054.SZ,电子化学品Ⅱ,2019-09-30,H40,True,0.172188641585,0.112287218017,-0.059901423568
002643.SZ,电子化学品Ⅱ,2019-09-30,H40,True,0.123259724547,0.251468245066,0.128208520519
000506.SZ,贵金属,2019-09-30,H20,False,-0.168549856808,-0.168549856808,
300139.SZ,贵金属,2019-09-30,H20,False,-0.135226106293,-0.13424674741,
601069.SH,贵金属,2019-09-30,H20,False,-0.161523890994,-0.161523890994,
002716.SZ,贵金属,2019-09-30,H20,False,-0.177921768403,-0.179408347484,
002155.SZ,贵金属,2019-09-30,H20,False,-0.143852715832,-0.144851720831,
002721.SZ,饰品,2019-09-30,H20,False,-0.035667181538,-0.0409463757996,
002867.SZ,饰品,2019-09-30,H20,False,-0.0929687292083,-0.092083388778,
002007.SZ,生物制品,2019-10-14,H40,True,0.0664725172886,0.200519001484,0.134046484195
600739.SH,生物制品,2019-10-14,H40,True,0.0408798356021,-0.00840564071267,-0.0492854763147
002252.SZ,生物制品,2019-10-14,H40,True,0.205169660679,0.134026233248,-0.0711434274309
600867.SH,生物制品,2019-10-14,H40,True,0.258910160382,0.202623010354,-0.056287150028
300139.SZ,贵金属,2019-10-14,H40,True,0.0853124973681,-0.0481189519695,-0.133431449338
000426.SZ,贵金属,2019-10-14,H40,True,0.228720129834,0.00717816703043,-0.221541962803
000969.SZ,金属新材料,2019-10-14,H40,True,0.0756307153136,0.039438564731,-0.0361921505826
601137.SH,金属新材料,2019-10-14,H40,True,0.136171154493,0.189263264516,0.053092110023
601068.SH,专业工程,2019-10-14,H20,False,-0.0628614974524,-0.0580882962509,
600056.SH,医药商业,2019-10-14,H20,False,-0.0348418207832,-0.0333727824587,
002727.SZ,医药商业,2019-10-14,H20,False,-0.0899221165512,-0.0672678173066,
600037.SH,电视广播Ⅱ,2019-10-14,H20,False,-0.0587177293764,-0.0557326904632,
000333.SZ,白色家电,2019-10-14,H20,False,-0.0257164045292,-0.0181681000291,
600221.SH,航空机场,2019-10-14,H20,False,-0.0613537323259,-0.0561390308388,
600018.SH,航运港口,2019-10-14,H20,False,-0.0270782937436,-0.017184174697,
300408.SZ,元件,2019-10-21,H40,True,0.0502291150901,-0.0963144823644,-0.146543597454
002579.SZ,元件,2019-10-21,H40,True,0.115248376486,0.0258180821456,-0.0894302943409
000636.SZ,元件,2019-10-21,H40,True,0.361368258743,0.206538581605,-0.154829677139
300319.SZ,元件,2019-10-21,H40,True,0.147966906067,0.411262068009,0.263295161942
300476.SZ,元件,2019-10-21,H40,True,0.167838369063,0.150351205985,-0.0174871630784
002913.SZ,元件,2019-10-21,H40,True,0.073294263508,0.162135599474,0.0888413359663
603328.SH,元件,2019-10-21,H40,True,0.244070349866,0.0628629533386,-0.181207396528
600998.SH,医药商业,2019-10-21,H40,True,0.0956891704887,0.162411254972,0.0667220844832
601117.SH,专业工程,2019-10-21,H20,False,-0.00730651841077,-0.0106210208535,
601068.SH,专业工程,2019-10-21,H20,False,-0.107351335066,-0.110483435644,
600056.SH,医药商业,2019-10-21,H20,False,-0.0596874515312,-0.064750672946,
600708.SH,房地产开发,2019-10-21,H20,False,-0.0733018499084,-0.0758688807951,
601857.SH,炼化及贸易,2019-10-21,H20,False,-0.065244129478,-0.065244129478,
000333.SZ,白色家电,2019-10-21,H20,False,-0.0360327139838,-0.0351172654691,
002271.SZ,装修建材,2019-10-21,H20,False,-0.0295767185773,-0.0264347375551,
002296.SZ,通信设备,2019-10-21,H20,False,-0.0336183157764,-0.0293859872323,
600522.SH,通信设备,2019-10-21,H20,False,-0.0748192503881,-0.0781392770016,
002552.SZ,元件,2019-10-22,H40,True,0.13556838419,1.56457145589,1.4290030717
600563.SH,元件,2019-10-28,H40,True,0.0477745159356,0.11746023196,0.0696857160242
002552.SZ,元件,2019-10-28,H40,True,0.334187439075,1.34293506011,1.00874762104
300418.SZ,数字媒体,2019-10-28,H40,True,0.0826519347578,0.104909096412,0.0222571616543
002841.SZ,消费电子,2019-10-28,H40,True,0.25227829973,0.340207240368,0.0879289406379
300256.SZ,消费电子,2019-10-28,H40,True,0.103616886829,0.326342290294,0.222725403464
002925.SZ,消费电子,2019-10-28,H40,True,0.0909493889485,0.00778172026169,-0.0831676686868
300009.SZ,生物制品,2019-10-28,H40,True,0.015499334013,0.0694254022939,0.0539260682809
600764.SH,航海装备Ⅱ,2019-10-28,H40,True,0.0736020593837,-0.0779998105262,-0.15160186991
300079.SZ,IT服务Ⅱ,2019-10-28,H20,False,-0.122944841155,-0.0430511525968,
002401.SZ,IT服务Ⅱ,2019-10-28,H20,False,-0.0781285325789,-0.00318618426577,
600970.SH,专业工程,2019-10-28,H20,False,-0.0313019123044,-0.0361213057755,
000935.SZ,多元金融,2019-10-28,H20,False,-0.063576450091,0.0156437634588,
000528.SZ,工程机械,2019-10-28,H20,False,-0.0178254601907,-0.0147513614746,
600256.SH,炼化及贸易,2019-10-28,H20,False,-0.021568627451,-0.0274274979453,
000059.SZ,炼化及贸易,2019-10-28,H20,False,-0.0107104509362,-0.0107104509362,
000651.SZ,白色家电,2019-10-28,H20,False,-0.0253106800098,-0.0253106800098,
300015.SZ,医疗服务,2019-10-30,H40,True,0.084474236825,0.183922507206,0.0994482703811
002050.SZ,家电零部件Ⅱ,2019-11-04,H40,True,0.200198860165,0.333246308866,0.133047448702
000426.SZ,贵金属,2019-11-04,H40,True,0.0563131549401,-0.0234452969062,-0.0797584518463
300569.SZ,风电设备,2019-11-04,H40,True,0.363376146258,0.078286904452,-0.285089241806
601117.SH,专业工程,2019-11-11,H40,True,0.0166150457705,0.0475256383784,0.0309105926079
300256.SZ,消费电子,2019-11-11,H40,True,0.00836540318866,0.292586043793,0.284220640605
603885.SH,航空机场,2019-11-11,H40,True,0.0522404533547,0.15006954382,0.0978290904656
000528.SZ,工程机械,2019-11-11,H20,False,-0.0314891689015,-0.0314891689015,
600636.SH,教育,2019-11-11,H20,False,-0.0657599529623,-0.0618994569002,
600635.SH,燃气Ⅱ,2019-11-11,H20,False,-0.0175827681868,-0.0292319843743,
600567.SH,造纸,2019-11-11,H20,False,-0.0133883177042,-0.0165204182829,
600016.SH,银行Ⅱ,2019-11-11,H20,False,-0.00238295622003,-0.00399201596806,
600015.SH,银行Ⅱ,2019-11-11,H20,False,-0.00529398718902,-0.00659595840998,
300275.SZ,计算机设备,2019-11-18,H40,True,0.0251594372231,0.00669685020203,-0.0184625870211
600587.SH,医疗器械,2019-11-18,H20,False,-0.11394094927,-0.133343702206,
300238.SZ,医疗器械,2019-11-18,H20,False,-0.153963012191,-0.163079790077,
002223.SZ,医疗器械,2019-11-18,H20,False,-0.0956949537049,-0.0952561836679,
300653.SZ,医疗器械,2019-11-18,H20,False,-0.0439019601541,-0.0441506202425,
