gap_id,symbol,board,gap_date,cal_idx,gap_seq,invalid_step_cum,coordinate_factor,L,U,W,gap_width_pct,open,high,low,close,coord_open,coord_high,coord_low,coord_close,previous_trade_date,previous_low,previous_close,daily_history_complete,first_post_gap_touch_is_pristine,pre_gap_inside_touch_sessions,pre_gap_corridor_touch_sessions,stage_a_daily_disposition,first_return_date,first_return_cal_idx,first_return_seq,first_return_coordinate_factor,gap_age_sessions,max_depth_below_l_before_return,post_gap_lower_corridor_touch_sessions,post_gap_lower_corridor_turnover,approach_return_10d,approach_path_efficiency_10d,higher_low_share_10d,pre_peak_date,pre_peak_to_gap_sessions,pre_gap_drawdown_from_120d_peak,pre_gap_return_20d,pre_gap_return_60d,pre_gap_max_runup_20d,pre_gap_max_runup_60d,minute_history_sessions,exact_241_minute_sessions,local_mass,inside_mass,corridor_mass,pre_gap_inside_density_relative_local,pre_gap_corridor_density_relative_local,exact_minute_history,low_inside_inventory,low_corridor_inventory,pristine_first_return_time,first_return_session_minutes,exact_first_return_minute_valid,entry_key,entry_form,minimum_net_headroom,max_entry_coordinate,entry_status,decision_time,decision_coordinate_close,entry_time,entry_date,entry_cal_idx,entry_raw_price,entry_coordinate_factor,entry_coordinate_price,realized_net_target_at_entry,entry_uses_future_bar,entry_is_2021_or_later,time_stop,exit_policy,policy_key,outcome_valid,exit_time,exit_date,exit_cal_idx,exit_raw_price,exit_reason,net_return,mae,mfe,holding_sessions,u_hit,win,severe_loss10,cash_events_json,unresolved_action_block,t1_violation,impossible_exit_price,outer_year,selected_entry_form,selected_minimum_net_headroom,selected_time_stop,selected_exit_policy,selected_admission_template,selected_thresholds_json,procedure,chart_id
000972.SZ|2017-01-26,000972.SZ,MAIN,2017-01-26,988,988,3.0,0.24570024570024593,1.572481572481574,1.6117936117936131,0.03931203931203919,0.024132730015082843,6.4,6.4,5.98,6.11,1.572481572481574,1.572481572481574,1.4692874692874707,1.5012285012285027,2017-01-25,6.56,6.63,True,True,10.0,20.0,ELIGIBLE_FOR_MINUTE_VAP,2017-02-10,994.0,994.0,0.24570024570024593,6.0,0.07499999999999984,1.0,0.023838331971022034,0.046280991735537125,1.0,0.75,2016-11-09,55.0,0.28383233532934093,-0.0791666666666665,-0.09426229508196682,0.1812596006144398,0.31083202511773944,120.0,120.0,0.7971420988855255,0.13751551943776053,0.2524235810289434,0.862553361753314,0.7916517688058808,True,True,True,2017-02-10 09:58:00,241,True,000972.SZ|2017-01-26|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,1.581634784195182,EXECUTABLE_ENTRY,2017-02-10 09:59:00,1.574938537447694,2017-02-10 10:00:00,2017-02-10,994.0,6.409999847412109,0.24570024570024593,1.574938537447694,0.01931552742351106,False,False,10,X1_CLOSE_BELOW_L,000972.SZ|2017-01-26|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-02-13 09:30:00,2017-02-13,995.0,6.56,U_TARGET,0.01931552742351128,0.004680220050311323,0.07488300007796034,1.0,True,True,False,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0001
002006.SZ|2017-01-16,002006.SZ,MAIN,2017-01-16,980,980,1.0,0.11627906976744194,1.1732558139534892,1.261627906976745,0.08837209302325588,0.06972477064220181,10.0,10.09,9.81,9.81,1.1627906976744193,1.1732558139534892,1.1406976744186055,1.1406976744186055,2017-01-13,10.85,10.9,True,True,3.0,19.0,ELIGIBLE_FOR_MINUTE_VAP,2017-02-16,998.0,998.0,0.11627906976744196,18.0,0.11694747274529249,4.0,0.09187928321074691,0.05010660980810222,0.566265060240961,0.6666666666666666,2016-07-22,118.0,0.3192227619708542,-0.0302491103202851,-0.14576802507837017,0.0903225806451613,0.2339235787511651,120.0,120.0,0.31085640840899587,0.004847221333677605,0.05760682604566255,0.07796560087801187,0.46329128568156186,True,True,True,2017-02-16 13:59:00,241,True,002006.SZ|2017-01-16|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,1.2380211509619106,EXECUTABLE_ENTRY,2017-02-16 13:59:00,1.1732558316962673,2017-02-16 14:00:00,2017-02-16,998.0,10.09000015258789,0.11627906976744196,1.1732558316962673,0.07102938189498431,False,False,10,X1_CLOSE_BELOW_L,002006.SZ|2017-01-16|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-02-20 09:30:00,2017-02-20,1000.0,10.0600004196167,X1_CLOSE_BELOW_L,-0.00695336117185652,-0.010901943378400114,0.04063427564041744,2.0,False,False,False,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0002
300507.SZ|2017-04-17,300507.SZ,CHINEXT,2017-04-17,1038,233,1.0,0.02787068004459307,2.2787068004459297,2.3355629877368993,0.05685618729096964,0.024213649851631953,81.76,81.76,77.13,78.19,2.2787068004459297,2.2787068004459297,2.1496655518394636,2.179208472686732,2017-04-14,83.8,84.25,True,True,5.0,6.0,ELIGIBLE_FOR_MINUTE_VAP,2017-04-27,1046.0,241.0,0.027870680044593064,8.0,0.0859833659491196,3.0,0.11711865626874626,-0.0072279989855440485,0.0,0.5,2016-11-25,93.0,0.4930993690851736,-0.267391304347826,-0.13367609254498725,0.5029940119760477,0.5427166564228638,120.0,120.0,0.6360418116376725,0.021676304739052188,0.11942597480503898,0.1703999984155154,0.4694108650559563,True,True,True,2017-04-27 11:20:00,241,True,300507.SZ|2017-04-17|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,2.2918614610792463,EXECUTABLE_ENTRY,2017-04-27 11:20:00,2.278706859984125,2017-04-27 11:21:00,2017-04-27,1046.0,81.76000213623047,0.027870680044593064,2.278706859984125,0.020859428584702355,False,False,10,X1_CLOSE_BELOW_L,300507.SZ|2017-04-17|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-04-28 09:34:00,2017-04-28,1047.0,83.8,U_TARGET,0.020859428584702133,-0.0031800651839178906,0.032534197201740334,1.0,True,True,False,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0003
300546.SZ|2017-04-17,300546.SZ,CHINEXT,2017-04-17,1038,130,1.0,0.03399048266485385,2.923181509177431,2.9993201903467033,0.07613868116927236,0.025171367569389765,86.0,86.0,81.89,83.2,2.923181509177431,2.923181509177431,2.7834806254248816,2.82800815771584,2017-04-14,88.24,88.99,True,True,6.0,8.0,ELIGIBLE_FOR_MINUTE_VAP,2017-04-28,1047.0,139.0,0.03399048266485387,9.0,0.08720930232558144,1.0,0.06013470764617691,0.04476516634050909,0.30602006688963357,0.7142857142857143,2016-11-30,90.0,0.5113378684807257,-0.2015253476895471,-0.15641293013555824,0.31681818181818144,0.34932463903120636,120.0,120.0,0.4801430284857571,0.05875532233883059,0.17263553223388303,0.611852290390732,0.8988755536987042,True,True,True,2017-04-28 09:42:00,241,True,300546.SZ|2017-04-17|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,2.943198873156161,EXECUTABLE_ENTRY,2017-04-28 09:47:00,2.9231815091774327,2017-04-28 09:48:00,2017-04-28,1047.0,86.0,0.03399048266485387,2.9231815091774327,0.021950517569511607,False,False,10,X1_CLOSE_BELOW_L,300546.SZ|2017-04-17|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-05-05 09:31:00,2017-05-05,1051.0,88.24,U_TARGET,0.02195051756951205,-0.024302282998728497,0.04325582814771045,4.0,True,True,False,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0004
300531.SZ|2017-04-10,300531.SZ,CHINEXT,2017-04-10,1033,159,1.0,0.05197505197505197,4.729729729729729,4.977650727650727,0.24792099792099798,0.04960998439937593,87.8,91.0,86.54,86.54,4.563409563409563,4.729729729729729,4.497920997920998,4.497920997920998,2017-04-07,95.77,96.15,True,True,4.0,16.0,ELIGIBLE_FOR_MINUTE_VAP,2017-05-05,1051.0,177.0,0.051975051975051964,18.0,0.1746153846153844,0.0,0.0,0.07670636445127399,0.47577442414614735,0.5555555555555556,2016-11-28,87.0,0.48756513500710563,-0.06195121951219518,-0.2979189485213585,0.3218452317242857,0.5601242103008885,120.0,120.0,3.4819493500000003,0.09894864999999999,0.59306735,0.14208800883332776,0.4258156067089258,True,True,True,2017-05-05 13:11:00,241,True,300531.SZ|2017-04-10|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,4.884512183706898,EXECUTABLE_ENTRY,2017-05-05 13:11:00,4.782224643255221,2017-05-05 13:12:00,2017-05-05,1051.0,92.27999877929688,0.051975051975051964,4.796257732811687,0.0336767001793552,False,False,10,X1_CLOSE_BELOW_L,300531.SZ|2017-04-10|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-05-09 09:30:00,2017-05-09,1053.0,86.0,X1_CLOSE_BELOW_L,-0.07177408149290432,-0.06805373713015062,0.0022756728137254267,2.0,False,False,False,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0005
000625.SZ|2017-05-09,000625.SZ,MAIN,2017-05-09,1053,1053,1.0,0.16536053988284052,2.3200083745562523,2.3811917743129034,0.0611833997566511,0.02560553633218,14.03,14.03,13.56,13.62,2.3200083745562523,2.3200083745562523,2.2422889208113177,2.252210553204288,2017-05-08,14.4,14.45,True,True,0.0,2.0,ELIGIBLE_FOR_MINUTE_VAP,2017-05-17,1059.0,1059.0,0.16536053988284058,6.0,0.06200997861724844,1.0,0.006800356765124037,0.0388059701492538,1.0,0.5,2016-11-29,106.0,0.2143684820393975,-0.09062303335431121,-0.08137317228226326,0.12083333333333357,0.1499999999999997,120.0,120.0,0.08236209722245973,0.0,0.00362462778289836,0.0,0.11002111120083105,True,True,True,2017-05-17 10:23:00,241,True,000625.SZ|2017-05-09|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,2.3366364716520436,EXECUTABLE_ENTRY,2017-05-17 10:25:00,2.321661973647078,2017-05-17 10:26:00,2017-05-17,1059.0,14.029999732971191,0.16536053988284058,2.3200083304002255,0.022274785676171804,False,False,10,X1_CLOSE_BELOW_L,000625.SZ|2017-05-09|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-05-19 09:30:00,2017-05-19,1061.0,13.800000190734863,X1_CLOSE_BELOW_L,-0.020319983519818008,-0.022808246679592248,0.005702061669897951,2.0,False,False,False,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0006
002722.SZ|2017-05-09,002722.SZ,MAIN,2017-05-09,1053,797,1.0,0.0973076430950907,2.8141370383100233,2.895875458509899,0.08173842019987587,0.028225806451612896,28.92,28.92,26.87,28.02,2.8141370383100233,2.8141370383100233,2.614656369965087,2.7265601595244413,2017-05-08,29.76,29.76,True,True,0.0,1.0,ELIGIBLE_FOR_MINUTE_VAP,2017-05-17,1059.0,803.0,0.09730764309509074,6.0,0.08367911479944645,3.0,0.13248989636195516,0.037437005039596905,0.6842105263157955,0.75,2016-11-14,117.0,0.6499478895257946,-0.1540648095508813,-0.3236363636363636,0.29502688172043046,0.7432795698924735,120.0,120.0,0.046740063705132416,0.0,0.010381998909048954,0.0,0.555305132580988,True,True,True,2017-05-17 09:30:00,241,True,002722.SZ|2017-05-09|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,2.8416897314660132,EXECUTABLE_ENTRY,2017-05-17 09:30:00,2.819002353648923,2017-05-17 09:31:00,2017-05-17,1059.0,29.0,0.09730764309509074,2.8219216497576314,0.0221102622341518,False,False,10,X1_CLOSE_BELOW_L,002722.SZ|2017-05-09|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-05-18 09:51:00,2017-05-18,1060.0,29.76,U_TARGET,0.022110262234152467,-0.00034483547868402464,0.07517242431640625,1.0,True,True,False,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0007
603159.SH|2017-04-17,603159.SH,MAIN,2017-04-17,1038,161,1.0,0.10090817356205853,4.339051463168516,4.502522704339051,0.16347124117053458,0.03617686467172839,42.8,43.0,40.3,40.3,4.318869828456105,4.339051463168516,4.066599394550958,4.066599394550958,2017-04-14,44.62,44.78,True,True,0.0,1.0,ELIGIBLE_FOR_MINUTE_VAP,2017-05-19,1061.0,184.0,0.10090817356205857,23.0,0.1830232558139534,0.0,0.0,0.014370028226841303,0.058212058212058916,0.4444444444444444,2017-01-03,67.0,0.5447870778267252,-0.2836346184610461,-0.20135544854645926,0.40744060959211126,0.433886149708651,120.0,120.0,0.44903943999999996,0.0,0.038540000000000005,0.0,0.21456912559841074,True,True,True,2017-05-19 14:05:00,241,True,603159.SH|2017-04-17|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,4.418274445129813,EXECUTABLE_ENTRY,2017-05-19 14:05:00,4.354187843176481,2017-05-19 14:06:00,2017-05-19,1061.0,43.150001525878906,0.10090817356205857,4.354187843176481,0.02993915819102022,False,False,10,X1_CLOSE_BELOW_L,603159.SH|2017-04-17|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-05-23 09:30:00,2017-05-23,1063.0,38.900001525878906,X1_CLOSE_BELOW_L,-0.10209245125071376,-0.09849362340001544,0.0011587308294893628,2.0,False,False,True,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0008
000702.SZ|2017-05-10,000702.SZ,MAIN,2017-05-10,1054,1054,1.0,0.23640661938534227,2.46572104018912,2.739952718676117,0.27423167848699714,0.10008628127696291,10.43,10.43,10.43,10.43,2.46572104018912,2.46572104018912,2.46572104018912,2.46572104018912,2017-05-09,11.59,11.59,True,True,0.0,1.0,ELIGIBLE_FOR_MINUTE_VAP,2017-06-01,1068.0,1068.0,0.2364066193853423,14.0,0.16490891658676865,2.0,0.15762792894496924,0.077908217716115,0.47096774193548413,0.6666666666666666,2017-01-12,76.0,0.32709677419354855,-0.11728865194211702,-0.17155110793423878,0.15616911130284783,0.29421915444348645,120.0,120.0,1.0166644004485985,0.0,0.0038839673966365148,0.0,0.0095507607892111,True,True,True,2017-06-01 10:06:00,241,True,000702.SZ|2017-05-10|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,2.6886845159324357,EXECUTABLE_ENTRY,2017-06-01 10:19:00,2.465721112334695,2017-06-01 10:20:00,2017-06-01,1068.0,10.430000305175781,0.2364066193853423,2.465721112334695,0.10678161046665346,False,False,10,X1_CLOSE_BELOW_L,000702.SZ|2017-05-10|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-06-02 10:04:00,2017-06-02,1069.0,11.59,U_TARGET,0.10678161046665369,-0.007670174627545823,0.11217641822247537,1.0,True,True,False,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0009
002437.SZ|2017-04-27,002437.SZ,MAIN,2017-04-27,1046,1046,1.0,0.4023263416502022,2.949052084295982,3.0335406160425245,0.08448853174654225,0.027777777777777776,7.15,7.33,6.93,7.18,2.8766333427989457,2.949052084295982,2.7881215476359014,2.888703133048452,2017-04-26,7.54,7.56,True,True,5.0,8.0,ELIGIBLE_FOR_MINUTE_VAP,2017-06-29,1088.0,1088.0,0.4053287770356511,42.0,0.10231923601637116,4.0,0.011723809974891084,0.02366863905325456,0.26666666666666766,0.6666666666666666,2017-02-22,44.0,0.2928571428571425,-0.06203473945409399,-0.09785202863961806,0.08377659574468077,0.30319148936170204,120.0,120.0,0.05050656557483594,0.00030094714242680904,0.015384489121547435,0.029792873362265496,0.7615093674678853,True,True,True,2017-06-29 14:37:00,241,True,002437.SZ|2017-04-27|E1_CLOSE_L|H0150,E1_CLOSE_L,0.015,2.976778988634003,EXECUTABLE_ENTRY,2017-06-29 14:38:00,2.950793581860902,2017-06-29 14:39:00,2017-06-29,1088.0,7.28000020980835,0.4053287770356511,2.950793581860902,0.02393833714321114,False,False,10,X1_CLOSE_BELOW_L,002437.SZ|2017-04-27|E1_CLOSE_L|H0150|H10|X1_CLOSE_BELOW_L,True,2017-07-04 09:30:00,2017-07-04,1091.0,7.260000228881836,X1_CLOSE_BELOW_L,-0.006728298950096745,-0.020604408110502126,0.013736250240465209,3.0,False,False,False,[],False,False,False,2017,E1_CLOSE_L,0.015,10,X1_CLOSE_BELOW_L,A0_NONE,"{""INSIDE_DENSITY_LE_TRAIN_Q30"": 0.4160333025296268, ""MAX_RUNUP20_LE_TRAIN_Q50"": 0.4343773673388406}",FORCED_SELECTED,PROFIT-0010
