family,symbol,event_id,effective_date,fill_date,fill_price,shares
low_volatility_of_volatility_60,601229.SH,cninfo:distribution:3e2b4d6e869aa3849a48d79e0c5f8fc9,2018-07-17,2018-07-11,15.41,81376.71167775344
low_volatility_of_volatility_60,603866.SH,cninfo:distribution:735f578a9b3097dc1b16a32553a4b06a,2019-04-25,2019-04-23,53.73,19223.772459919324
low_volatility_of_volatility_60,600276.SH,cninfo:distribution:10c409175b8d29128647ec4d522f8b63,2020-05-25,2020-05-21,98.3,10151.071945478248
low_volatility_of_volatility_60,300639.SZ,cninfo:distribution:db55916d35daa09b5f888fcc456afae2,2023-05-22,2023-05-16,14.25,61475.135661579974
date_control,603131.SH,cninfo:distribution:1a4df2be79bc82c07f688b13b5be7ed4,2019-06-13,2019-06-11,19.36,45766.03826505205
date_control,300755.SZ,cninfo:distribution:2fbc78569502cfc918b5ddb7968d057b,2019-10-11,2019-10-08,47.5,20362.088055194647
date_control,300700.SZ,cninfo:distribution:32919a13757a6acafa6c4801f758cdf2,2023-04-04,2023-03-31,33.69,25839.494921528232
date_control,603605.SH,cninfo:distribution:305bfe751d073e8ec668d6f5518d5bcd,2023-05-29,2023-05-25,172.0,5113.495762329047
date_control,688152.SH,cninfo:distribution:7b5a474867ae96dd8a71b90417bcd100,2023-06-13,2023-06-08,173.43,4716.924686808482
