trade_date,market_view,denominator,eligible_count,minimum_required,gate_pass
2019-02-27,CHINEXT_BOARD,ALL_STATUS,698,200,True
2019-02-27,CHINEXT_BOARD,NON_ST,698,200,True
2019-02-27,SH_A,ALL_STATUS,1354,400,True
2019-02-27,SH_A,NON_ST,1323,400,True
2019-02-27,SZ_A,ALL_STATUS,1976,400,True
2019-02-27,SZ_A,NON_ST,1950,400,True
2019-02-28,ALL_A,ALL_STATUS,3330,1000,True
2019-02-28,ALL_A,NON_ST,3273,1000,True
2019-02-28,CHINEXT_BOARD,ALL_STATUS,697,200,True
2019-02-28,CHINEXT_BOARD,NON_ST,697,200,True
2019-02-28,SH_A,ALL_STATUS,1354,400,True
2019-02-28,SH_A,NON_ST,1323,400,True
2019-02-28,SZ_A,ALL_STATUS,1976,400,True
2019-02-28,SZ_A,NON_ST,1950,400,True
2019-03-01,ALL_A,ALL_STATUS,3333,1000,True
2019-03-01,ALL_A,NON_ST,3276,1000,True
2019-03-01,CHINEXT_BOARD,ALL_STATUS,699,200,True
2019-03-01,CHINEXT_BOARD,NON_ST,699,200,True
2019-03-01,SH_A,ALL_STATUS,1354,400,True
2019-03-01,SH_A,NON_ST,1323,400,True
2019-03-01,SZ_A,ALL_STATUS,1979,400,True
2019-03-01,SZ_A,NON_ST,1953,400,True
2019-03-04,ALL_A,ALL_STATUS,3333,1000,True
2019-03-04,ALL_A,NON_ST,3276,1000,True
2019-03-04,CHINEXT_BOARD,ALL_STATUS,699,200,True
2019-03-04,CHINEXT_BOARD,NON_ST,699,200,True
2019-03-04,SH_A,ALL_STATUS,1354,400,True
2019-03-04,SH_A,NON_ST,1323,400,True
2019-03-04,SZ_A,ALL_STATUS,1979,400,True
2019-03-04,SZ_A,NON_ST,1953,400,True
2019-03-05,ALL_A,ALL_STATUS,3333,1000,True
2019-03-05,ALL_A,NON_ST,3277,1000,True
2019-03-05,CHINEXT_BOARD,ALL_STATUS,700,200,True
2019-03-05,CHINEXT_BOARD,NON_ST,700,200,True
2019-03-05,SH_A,ALL_STATUS,1354,400,True
2019-03-05,SH_A,NON_ST,1323,400,True
2019-03-05,SZ_A,ALL_STATUS,1979,400,True
2019-03-05,SZ_A,NON_ST,1954,400,True
2019-03-06,ALL_A,ALL_STATUS,3329,1000,True
2019-03-06,ALL_A,NON_ST,3273,1000,True
2019-03-06,CHINEXT_BOARD,ALL_STATUS,699,200,True
2019-03-06,CHINEXT_BOARD,NON_ST,699,200,True
2019-03-06,SH_A,ALL_STATUS,1351,400,True
2019-03-06,SH_A,NON_ST,1320,400,True
2019-03-06,SZ_A,ALL_STATUS,1978,400,True
2019-03-06,SZ_A,NON_ST,1953,400,True
2019-03-07,ALL_A,ALL_STATUS,3335,1000,True
2019-03-07,ALL_A,NON_ST,3279,1000,True
2019-03-07,CHINEXT_BOARD,ALL_STATUS,700,200,True
2019-03-07,CHINEXT_BOARD,NON_ST,700,200,True
2019-03-07,SH_A,ALL_STATUS,1354,400,True
2019-03-07,SH_A,NON_ST,1323,400,True
2019-03-07,SZ_A,ALL_STATUS,1981,400,True
2019-03-07,SZ_A,NON_ST,1956,400,True
2019-03-08,ALL_A,ALL_STATUS,3337,1000,True
2019-03-08,ALL_A,NON_ST,3281,1000,True
2019-03-08,CHINEXT_BOARD,ALL_STATUS,700,200,True
2019-03-08,CHINEXT_BOARD,NON_ST,700,200,True
2019-03-08,SH_A,ALL_STATUS,1354,400,True
2019-03-08,SH_A,NON_ST,1323,400,True
2019-03-08,SZ_A,ALL_STATUS,1983,400,True
2019-03-08,SZ_A,NON_ST,1958,400,True
2019-03-11,ALL_A,ALL_STATUS,3337,1000,True
2019-03-11,ALL_A,NON_ST,3281,1000,True
2019-03-11,CHINEXT_BOARD,ALL_STATUS,701,200,True
2019-03-11,CHINEXT_BOARD,NON_ST,701,200,True
2019-03-11,SH_A,ALL_STATUS,1353,400,True
2019-03-11,SH_A,NON_ST,1322,400,True
2019-03-11,SZ_A,ALL_STATUS,1984,400,True
2019-03-11,SZ_A,NON_ST,1959,400,True
2019-03-12,ALL_A,ALL_STATUS,3336,1000,True
2019-03-12,ALL_A,NON_ST,3280,1000,True
2019-03-12,CHINEXT_BOARD,ALL_STATUS,702,200,True
2019-03-12,CHINEXT_BOARD,NON_ST,702,200,True
2019-03-12,SH_A,ALL_STATUS,1353,400,True
2019-03-12,SH_A,NON_ST,1321,400,True
2019-03-12,SZ_A,ALL_STATUS,1983,400,True
2019-03-12,SZ_A,NON_ST,1959,400,True
2019-03-13,ALL_A,ALL_STATUS,3334,1000,True
2019-03-13,ALL_A,NON_ST,3277,1000,True
2019-03-13,CHINEXT_BOARD,ALL_STATUS,702,200,True
2019-03-13,CHINEXT_BOARD,NON_ST,702,200,True
2019-03-13,SH_A,ALL_STATUS,1353,400,True
2019-03-13,SH_A,NON_ST,1321,400,True
2019-03-13,SZ_A,ALL_STATUS,1981,400,True
2019-03-13,SZ_A,NON_ST,1956,400,True
2019-03-14,ALL_A,ALL_STATUS,3335,1000,True
2019-03-14,ALL_A,NON_ST,3278,1000,True
2019-03-14,CHINEXT_BOARD,ALL_STATUS,701,200,True
2019-03-14,CHINEXT_BOARD,NON_ST,701,200,True
2019-03-14,SH_A,ALL_STATUS,1353,400,True
2019-03-14,SH_A,NON_ST,1321,400,True
2019-03-14,SZ_A,ALL_STATUS,1982,400,True
2019-03-14,SZ_A,NON_ST,1957,400,True
2019-03-15,ALL_A,ALL_STATUS,3337,1000,True
2019-03-15,ALL_A,NON_ST,3280,1000,True
2019-03-15,CHINEXT_BOARD,ALL_STATUS,701,200,True
2019-03-15,CHINEXT_BOARD,NON_ST,701,200,True
2019-03-15,SH_A,ALL_STATUS,1354,400,True
2019-03-15,SH_A,NON_ST,1322,400,True
2019-03-15,SZ_A,ALL_STATUS,1983,400,True
2019-03-15,SZ_A,NON_ST,1958,400,True
2019-03-18,ALL_A,ALL_STATUS,3334,1000,True
2019-03-18,ALL_A,NON_ST,3277,1000,True
2019-03-18,CHINEXT_BOARD,ALL_STATUS,700,200,True
2019-03-18,CHINEXT_BOARD,NON_ST,700,200,True
2019-03-18,SH_A,ALL_STATUS,1353,400,True
2019-03-18,SH_A,NON_ST,1321,400,True
2019-03-18,SZ_A,ALL_STATUS,1981,400,True
2019-03-18,SZ_A,NON_ST,1956,400,True
2019-03-19,ALL_A,ALL_STATUS,3333,1000,True
2019-03-19,ALL_A,NON_ST,3276,1000,True
2019-03-19,CHINEXT_BOARD,ALL_STATUS,699,200,True
2019-03-19,CHINEXT_BOARD,NON_ST,699,200,True
2019-03-19,SH_A,ALL_STATUS,1353,400,True
2019-03-19,SH_A,NON_ST,1321,400,True
2019-03-19,SZ_A,ALL_STATUS,1980,400,True
2019-03-19,SZ_A,NON_ST,1955,400,True
2019-03-20,ALL_A,ALL_STATUS,3336,1000,True
2019-03-20,ALL_A,NON_ST,3279,1000,True
2019-03-20,CHINEXT_BOARD,ALL_STATUS,700,200,True
2019-03-20,CHINEXT_BOARD,NON_ST,700,200,True
2019-03-20,SH_A,ALL_STATUS,1355,400,True
2019-03-20,SH_A,NON_ST,1323,400,True
2019-03-20,SZ_A,ALL_STATUS,1981,400,True
2019-03-20,SZ_A,NON_ST,1956,400,True
2019-03-21,ALL_A,ALL_STATUS,3337,1000,True
2019-03-21,ALL_A,NON_ST,3279,1000,True
2019-03-21,CHINEXT_BOARD,ALL_STATUS,699,200,True
2019-03-21,CHINEXT_BOARD,NON_ST,699,200,True
2019-03-21,SH_A,ALL_STATUS,1356,400,True
2019-03-21,SH_A,NON_ST,1324,400,True
2019-03-21,SZ_A,ALL_STATUS,1981,400,True
2019-03-21,SZ_A,NON_ST,1955,400,True
2019-03-22,ALL_A,ALL_STATUS,3336,1000,True
2019-03-22,ALL_A,NON_ST,3278,1000,True
2019-03-22,CHINEXT_BOARD,ALL_STATUS,699,200,True
2019-03-22,CHINEXT_BOARD,NON_ST,699,200,True
2019-03-22,SH_A,ALL_STATUS,1356,400,True
2019-03-22,SH_A,NON_ST,1324,400,True
2019-03-22,SZ_A,ALL_STATUS,1980,400,True
2019-03-22,SZ_A,NON_ST,1954,400,True
2019-03-25,ALL_A,ALL_STATUS,3331,1000,True
2019-03-25,ALL_A,NON_ST,3273,1000,True
2019-03-25,CHINEXT_BOARD,ALL_STATUS,696,200,True
2019-03-25,CHINEXT_BOARD,NON_ST,696,200,True
2019-03-25,SH_A,ALL_STATUS,1357,400,True
2019-03-25,SH_A,NON_ST,1326,400,True
2019-03-25,SZ_A,ALL_STATUS,1974,400,True
2019-03-25,SZ_A,NON_ST,1947,400,True
2019-03-26,ALL_A,ALL_STATUS,3331,1000,True
2019-03-26,ALL_A,NON_ST,3272,1000,True
2019-03-26,CHINEXT_BOARD,ALL_STATUS,697,200,True
2019-03-26,CHINEXT_BOARD,NON_ST,697,200,True
2019-03-26,SH_A,ALL_STATUS,1358,400,True
2019-03-26,SH_A,NON_ST,1326,400,True
2019-03-26,SZ_A,ALL_STATUS,1973,400,True
2019-03-26,SZ_A,NON_ST,1946,400,True
2019-03-27,ALL_A,ALL_STATUS,3329,1000,True
2019-03-27,ALL_A,NON_ST,3271,1000,True
2019-03-27,CHINEXT_BOARD,ALL_STATUS,696,200,True
2019-03-27,CHINEXT_BOARD,NON_ST,696,200,True
2019-03-27,SH_A,ALL_STATUS,1355,400,True
2019-03-27,SH_A,NON_ST,1325,400,True
2019-03-27,SZ_A,ALL_STATUS,1974,400,True
2019-03-27,SZ_A,NON_ST,1946,400,True
2019-03-28,ALL_A,ALL_STATUS,3327,1000,True
2019-03-28,ALL_A,NON_ST,3269,1000,True
2019-03-28,CHINEXT_BOARD,ALL_STATUS,696,200,True
2019-03-28,CHINEXT_BOARD,NON_ST,696,200,True
2019-03-28,SH_A,ALL_STATUS,1354,400,True
2019-03-28,SH_A,NON_ST,1324,400,True
2019-03-28,SZ_A,ALL_STATUS,1973,400,True
2019-03-28,SZ_A,NON_ST,1945,400,True
2019-03-29,ALL_A,ALL_STATUS,3329,1000,True
2019-03-29,ALL_A,NON_ST,3270,1000,True
2019-03-29,CHINEXT_BOARD,ALL_STATUS,696,200,True
2019-03-29,CHINEXT_BOARD,NON_ST,696,200,True
2019-03-29,SH_A,ALL_STATUS,1355,400,True
2019-03-29,SH_A,NON_ST,1324,400,True
2019-03-29,SZ_A,ALL_STATUS,1974,400,True
2019-03-29,SZ_A,NON_ST,1946,400,True
2019-04-01,ALL_A,ALL_STATUS,3333,1000,True
2019-04-01,ALL_A,NON_ST,3276,1000,True
2019-04-01,CHINEXT_BOARD,ALL_STATUS,700,200,True
2019-04-01,CHINEXT_BOARD,NON_ST,700,200,True
2019-04-01,SH_A,ALL_STATUS,1355,400,True
2019-04-01,SH_A,NON_ST,1326,400,True
2019-04-01,SZ_A,ALL_STATUS,1978,400,True
2019-04-01,SZ_A,NON_ST,1950,400,True
2019-04-02,ALL_A,ALL_STATUS,3338,1000,True
2019-04-02,ALL_A,NON_ST,3281,1000,True
2019-04-02,CHINEXT_BOARD,ALL_STATUS,702,200,True
2019-04-02,CHINEXT_BOARD,NON_ST,702,200,True
2019-04-02,SH_A,ALL_STATUS,1357,400,True
2019-04-02,SH_A,NON_ST,1328,400,True
2019-04-02,SZ_A,ALL_STATUS,1981,400,True
2019-04-02,SZ_A,NON_ST,1953,400,True
2019-04-03,ALL_A,ALL_STATUS,3331,1000,True
2019-04-03,ALL_A,NON_ST,3274,1000,True
2019-04-03,CHINEXT_BOARD,ALL_STATUS,700,200,True
2019-04-03,CHINEXT_BOARD,NON_ST,700,200,True
2019-04-03,SH_A,ALL_STATUS,1354,400,True
2019-04-03,SH_A,NON_ST,1325,400,True
2019-04-03,SZ_A,ALL_STATUS,1977,400,True
2019-04-03,SZ_A,NON_ST,1949,400,True
2019-04-04,ALL_A,ALL_STATUS,3335,1000,True
2019-04-04,ALL_A,NON_ST,3279,1000,True
2019-04-04,CHINEXT_BOARD,ALL_STATUS,703,200,True
2019-04-04,CHINEXT_BOARD,NON_ST,703,200,True
2019-04-04,SH_A,ALL_STATUS,1354,400,True
2019-04-04,SH_A,NON_ST,1327,400,True
2019-04-04,SZ_A,ALL_STATUS,1981,400,True
2019-04-04,SZ_A,NON_ST,1952,400,True
2019-04-08,ALL_A,ALL_STATUS,3342,1000,True
2019-04-08,ALL_A,NON_ST,3285,1000,True
2019-04-08,CHINEXT_BOARD,ALL_STATUS,703,200,True
2019-04-08,CHINEXT_BOARD,NON_ST,703,200,True
2019-04-08,SH_A,ALL_STATUS,1360,400,True
2019-04-08,SH_A,NON_ST,1331,400,True
2019-04-08,SZ_A,ALL_STATUS,1982,400,True
2019-04-08,SZ_A,NON_ST,1954,400,True
2019-04-09,ALL_A,ALL_STATUS,3342,1000,True
2019-04-09,ALL_A,NON_ST,3286,1000,True
2019-04-09,CHINEXT_BOARD,ALL_STATUS,703,200,True
2019-04-09,CHINEXT_BOARD,NON_ST,703,200,True
2019-04-09,SH_A,ALL_STATUS,1358,400,True
2019-04-09,SH_A,NON_ST,1330,400,True
2019-04-09,SZ_A,ALL_STATUS,1984,400,True
2019-04-09,SZ_A,NON_ST,1956,400,True
2019-04-10,ALL_A,ALL_STATUS,3344,1000,True
2019-04-10,ALL_A,NON_ST,3287,1000,True
2019-04-10,CHINEXT_BOARD,ALL_STATUS,702,200,True
2019-04-10,CHINEXT_BOARD,NON_ST,702,200,True
2019-04-10,SH_A,ALL_STATUS,1358,400,True
2019-04-10,SH_A,NON_ST,1330,400,True
2019-04-10,SZ_A,ALL_STATUS,1986,400,True
2019-04-10,SZ_A,NON_ST,1957,400,True
2019-04-11,ALL_A,ALL_STATUS,3340,1000,True
2019-04-11,ALL_A,NON_ST,3283,1000,True
2019-04-11,CHINEXT_BOARD,ALL_STATUS,702,200,True
2019-04-11,CHINEXT_BOARD,NON_ST,702,200,True
2019-04-11,SH_A,ALL_STATUS,1357,400,True
2019-04-11,SH_A,NON_ST,1329,400,True
2019-04-11,SZ_A,ALL_STATUS,1983,400,True
2019-04-11,SZ_A,NON_ST,1954,400,True
2019-04-12,ALL_A,ALL_STATUS,3342,1000,True
2019-04-12,ALL_A,NON_ST,3285,1000,True
2019-04-12,CHINEXT_BOARD,ALL_STATUS,702,200,True
2019-04-12,CHINEXT_BOARD,NON_ST,702,200,True
2019-04-12,SH_A,ALL_STATUS,1357,400,True
2019-04-12,SH_A,NON_ST,1329,400,True
2019-04-12,SZ_A,ALL_STATUS,1985,400,True
2019-04-12,SZ_A,NON_ST,1956,400,True
2019-04-15,ALL_A,ALL_STATUS,3342,1000,True
2019-04-15,ALL_A,NON_ST,3285,1000,True
2019-04-15,CHINEXT_BOARD,ALL_STATUS,702,200,True
2019-04-15,CHINEXT_BOARD,NON_ST,702,200,True
2019-04-15,SH_A,ALL_STATUS,1358,400,True
2019-04-15,SH_A,NON_ST,1330,400,True
2019-04-15,SZ_A,ALL_STATUS,1984,400,True
2019-04-15,SZ_A,NON_ST,1955,400,True
2019-04-16,ALL_A,ALL_STATUS,3340,1000,True
2019-04-16,ALL_A,NON_ST,3282,1000,True
2019-04-16,CHINEXT_BOARD,ALL_STATUS,702,200,True
2019-04-16,CHINEXT_BOARD,NON_ST,702,200,True
2019-04-16,SH_A,ALL_STATUS,1355,400,True
2019-04-16,SH_A,NON_ST,1327,400,True
2019-04-16,SZ_A,ALL_STATUS,1985,400,True
2019-04-16,SZ_A,NON_ST,1955,400,True
2019-04-17,ALL_A,ALL_STATUS,3342,1000,True
2019-04-17,ALL_A,NON_ST,3285,1000,True
2019-04-17,CHINEXT_BOARD,ALL_STATUS,704,200,True
2019-04-17,CHINEXT_BOARD,NON_ST,704,200,True
2019-04-17,SH_A,ALL_STATUS,1355,400,True
2019-04-17,SH_A,NON_ST,1327,400,True
2019-04-17,SZ_A,ALL_STATUS,1987,400,True
2019-04-17,SZ_A,NON_ST,1958,400,True
2019-04-18,ALL_A,ALL_STATUS,3345,1000,True
2019-04-18,ALL_A,NON_ST,3287,1000,True
2019-04-18,CHINEXT_BOARD,ALL_STATUS,704,200,True
2019-04-18,CHINEXT_BOARD,NON_ST,704,200,True
2019-04-18,SH_A,ALL_STATUS,1355,400,True
2019-04-18,SH_A,NON_ST,1327,400,True
2019-04-18,SZ_A,ALL_STATUS,1990,400,True
2019-04-18,SZ_A,NON_ST,1960,400,True
2019-04-19,ALL_A,ALL_STATUS,3342,1000,True
2019-04-19,ALL_A,NON_ST,3285,1000,True
2019-04-19,CHINEXT_BOARD,ALL_STATUS,704,200,True
2019-04-19,CHINEXT_BOARD,NON_ST,704,200,True
2019-04-19,SH_A,ALL_STATUS,1352,400,True
2019-04-19,SH_A,NON_ST,1325,400,True
2019-04-19,SZ_A,ALL_STATUS,1990,400,True
2019-04-19,SZ_A,NON_ST,1960,400,True
2019-04-22,ALL_A,ALL_STATUS,3341,1000,True
2019-04-22,ALL_A,NON_ST,3284,1000,True
2019-04-22,CHINEXT_BOARD,ALL_STATUS,704,200,True
2019-04-22,CHINEXT_BOARD,NON_ST,704,200,True
2019-04-22,SH_A,ALL_STATUS,1350,400,True
2019-04-22,SH_A,NON_ST,1323,400,True
2019-04-22,SZ_A,ALL_STATUS,1991,400,True
2019-04-22,SZ_A,NON_ST,1961,400,True
2019-04-23,ALL_A,ALL_STATUS,3339,1000,True
2019-04-23,ALL_A,NON_ST,3284,1000,True
2019-04-23,CHINEXT_BOARD,ALL_STATUS,706,200,True
2019-04-23,CHINEXT_BOARD,NON_ST,706,200,True
2019-04-23,SH_A,ALL_STATUS,1349,400,True
2019-04-23,SH_A,NON_ST,1323,400,True
2019-04-23,SZ_A,ALL_STATUS,1990,400,True
2019-04-23,SZ_A,NON_ST,1961,400,True
2019-04-24,ALL_A,ALL_STATUS,3341,1000,True
2019-04-24,ALL_A,NON_ST,3283,1000,True
2019-04-24,CHINEXT_BOARD,ALL_STATUS,705,200,True
2019-04-24,CHINEXT_BOARD,NON_ST,705,200,True
2019-04-24,SH_A,ALL_STATUS,1349,400,True
2019-04-24,SH_A,NON_ST,1322,400,True
2019-04-24,SZ_A,ALL_STATUS,1992,400,True
2019-04-24,SZ_A,NON_ST,1961,400,True
2019-04-25,ALL_A,ALL_STATUS,3332,1000,True
2019-04-25,ALL_A,NON_ST,3278,1000,True
2019-04-25,CHINEXT_BOARD,ALL_STATUS,706,200,True
2019-04-25,CHINEXT_BOARD,NON_ST,706,200,True
2019-04-25,SH_A,ALL_STATUS,1346,400,True
2019-04-25,SH_A,NON_ST,1320,400,True
2019-04-25,SZ_A,ALL_STATUS,1986,400,True
2019-04-25,SZ_A,NON_ST,1958,400,True
2019-04-26,ALL_A,ALL_STATUS,3330,1000,True
2019-04-26,ALL_A,NON_ST,3271,1000,True
2019-04-26,CHINEXT_BOARD,ALL_STATUS,705,200,True
2019-04-26,CHINEXT_BOARD,NON_ST,705,200,True
2019-04-26,SH_A,ALL_STATUS,1341,400,True
2019-04-26,SH_A,NON_ST,1315,400,True
2019-04-26,SZ_A,ALL_STATUS,1989,400,True
2019-04-26,SZ_A,NON_ST,1956,400,True
2019-04-29,ALL_A,ALL_STATUS,3326,1000,True
2019-04-29,ALL_A,NON_ST,3260,1000,True
2019-04-29,CHINEXT_BOARD,ALL_STATUS,705,200,True
2019-04-29,CHINEXT_BOARD,NON_ST,705,200,True
2019-04-29,SH_A,ALL_STATUS,1344,400,True
2019-04-29,SH_A,NON_ST,1312,400,True
2019-04-29,SZ_A,ALL_STATUS,1982,400,True
2019-04-29,SZ_A,NON_ST,1948,400,True
2019-04-30,ALL_A,ALL_STATUS,3322,1000,True
2019-04-30,ALL_A,NON_ST,3251,1000,True
2019-04-30,CHINEXT_BOARD,ALL_STATUS,705,200,True
2019-04-30,CHINEXT_BOARD,NON_ST,705,200,True
2019-04-30,SH_A,ALL_STATUS,1344,400,True
2019-04-30,SH_A,NON_ST,1311,400,True
2019-04-30,SZ_A,ALL_STATUS,1978,400,True
2019-04-30,SZ_A,NON_ST,1940,400,True
2019-05-06,ALL_A,ALL_STATUS,3332,1000,True
2019-05-06,ALL_A,NON_ST,3248,1000,True
2019-05-06,CHINEXT_BOARD,ALL_STATUS,703,200,True
2019-05-06,CHINEXT_BOARD,NON_ST,703,200,True
2019-05-06,SH_A,ALL_STATUS,1344,400,True
2019-05-06,SH_A,NON_ST,1309,400,True
2019-05-06,SZ_A,ALL_STATUS,1988,400,True
2019-05-06,SZ_A,NON_ST,1939,400,True
2019-05-07,ALL_A,ALL_STATUS,3332,1000,True
2019-05-07,ALL_A,NON_ST,3248,1000,True
2019-05-07,CHINEXT_BOARD,ALL_STATUS,704,200,True
2019-05-07,CHINEXT_BOARD,NON_ST,704,200,True
2019-05-07,SH_A,ALL_STATUS,1344,400,True
2019-05-07,SH_A,NON_ST,1309,400,True
2019-05-07,SZ_A,ALL_STATUS,1988,400,True
2019-05-07,SZ_A,NON_ST,1939,400,True
2019-05-08,ALL_A,ALL_STATUS,3333,1000,True
2019-05-08,ALL_A,NON_ST,3249,1000,True
2019-05-08,CHINEXT_BOARD,ALL_STATUS,704,200,True
2019-05-08,CHINEXT_BOARD,NON_ST,704,200,True
2019-05-08,SH_A,ALL_STATUS,1346,400,True
2019-05-08,SH_A,NON_ST,1311,400,True
2019-05-08,SZ_A,ALL_STATUS,1987,400,True
2019-05-08,SZ_A,NON_ST,1938,400,True
2019-05-09,ALL_A,ALL_STATUS,3333,1000,True
2019-05-09,ALL_A,NON_ST,3249,1000,True
2019-05-09,CHINEXT_BOARD,ALL_STATUS,704,200,True
2019-05-09,CHINEXT_BOARD,NON_ST,704,200,True
2019-05-09,SH_A,ALL_STATUS,1345,400,True
2019-05-09,SH_A,NON_ST,1310,400,True
2019-05-09,SZ_A,ALL_STATUS,1988,400,True
2019-05-09,SZ_A,NON_ST,1939,400,True
2019-05-10,ALL_A,ALL_STATUS,3334,1000,True
2019-05-10,ALL_A,NON_ST,3250,1000,True
2019-05-10,CHINEXT_BOARD,ALL_STATUS,703,200,True
2019-05-10,CHINEXT_BOARD,NON_ST,703,200,True
2019-05-10,SH_A,ALL_STATUS,1345,400,True
2019-05-10,SH_A,NON_ST,1310,400,True
2019-05-10,SZ_A,ALL_STATUS,1989,400,True
2019-05-10,SZ_A,NON_ST,1940,400,True
2019-05-13,ALL_A,ALL_STATUS,3330,1000,True
2019-05-13,ALL_A,NON_ST,3246,1000,True
2019-05-13,CHINEXT_BOARD,ALL_STATUS,702,200,True
2019-05-13,CHINEXT_BOARD,NON_ST,702,200,True
2019-05-13,SH_A,ALL_STATUS,1344,400,True
2019-05-13,SH_A,NON_ST,1309,400,True
2019-05-13,SZ_A,ALL_STATUS,1986,400,True
2019-05-13,SZ_A,NON_ST,1937,400,True
2019-05-14,ALL_A,ALL_STATUS,3330,1000,True
2019-05-14,ALL_A,NON_ST,3246,1000,True
2019-05-14,CHINEXT_BOARD,ALL_STATUS,703,200,True
2019-05-14,CHINEXT_BOARD,NON_ST,703,200,True
2019-05-14,SH_A,ALL_STATUS,1343,400,True
2019-05-14,SH_A,NON_ST,1308,400,True
2019-05-14,SZ_A,ALL_STATUS,1987,400,True
2019-05-14,SZ_A,NON_ST,1938,400,True
2019-05-15,ALL_A,ALL_STATUS,3329,1000,True
2019-05-15,ALL_A,NON_ST,3246,1000,True
2019-05-15,CHINEXT_BOARD,ALL_STATUS,703,200,True
2019-05-15,CHINEXT_BOARD,NON_ST,703,200,True
2019-05-15,SH_A,ALL_STATUS,1341,400,True
2019-05-15,SH_A,NON_ST,1307,400,True
2019-05-15,SZ_A,ALL_STATUS,1988,400,True
2019-05-15,SZ_A,NON_ST,1939,400,True
2019-05-16,ALL_A,ALL_STATUS,3328,1000,True
2019-05-16,ALL_A,NON_ST,3244,1000,True
2019-05-16,CHINEXT_BOARD,ALL_STATUS,704,200,True
2019-05-16,CHINEXT_BOARD,NON_ST,704,200,True
2019-05-16,SH_A,ALL_STATUS,1338,400,True
2019-05-16,SH_A,NON_ST,1303,400,True
2019-05-16,SZ_A,ALL_STATUS,1990,400,True
2019-05-16,SZ_A,NON_ST,1941,400,True
2019-05-17,ALL_A,ALL_STATUS,3323,1000,True
2019-05-17,ALL_A,NON_ST,3239,1000,True
2019-05-17,CHINEXT_BOARD,ALL_STATUS,705,200,True
2019-05-17,CHINEXT_BOARD,NON_ST,705,200,True
2019-05-17,SH_A,ALL_STATUS,1332,400,True
2019-05-17,SH_A,NON_ST,1297,400,True
2019-05-17,SZ_A,ALL_STATUS,1991,400,True
2019-05-17,SZ_A,NON_ST,1942,400,True
2019-05-20,ALL_A,ALL_STATUS,3319,1000,True
2019-05-20,ALL_A,NON_ST,3235,1000,True
2019-05-20,CHINEXT_BOARD,ALL_STATUS,706,200,True
2019-05-20,CHINEXT_BOARD,NON_ST,706,200,True
2019-05-20,SH_A,ALL_STATUS,1328,400,True
2019-05-20,SH_A,NON_ST,1293,400,True
2019-05-20,SZ_A,ALL_STATUS,1991,400,True
2019-05-20,SZ_A,NON_ST,1942,400,True
2019-05-21,ALL_A,ALL_STATUS,3317,1000,True
2019-05-21,ALL_A,NON_ST,3232,1000,True
2019-05-21,CHINEXT_BOARD,ALL_STATUS,706,200,True
2019-05-21,CHINEXT_BOARD,NON_ST,706,200,True
2019-05-21,SH_A,ALL_STATUS,1326,400,True
2019-05-21,SH_A,NON_ST,1290,400,True
2019-05-21,SZ_A,ALL_STATUS,1991,400,True
2019-05-21,SZ_A,NON_ST,1942,400,True
2019-05-22,ALL_A,ALL_STATUS,3315,1000,True
2019-05-22,ALL_A,NON_ST,3230,1000,True
2019-05-22,CHINEXT_BOARD,ALL_STATUS,705,200,True
2019-05-22,CHINEXT_BOARD,NON_ST,705,200,True
2019-05-22,SH_A,ALL_STATUS,1324,400,True
2019-05-22,SH_A,NON_ST,1288,400,True
2019-05-22,SZ_A,ALL_STATUS,1991,400,True
2019-05-22,SZ_A,NON_ST,1942,400,True
2019-05-23,ALL_A,ALL_STATUS,3314,1000,True
2019-05-23,ALL_A,NON_ST,3229,1000,True
2019-05-23,CHINEXT_BOARD,ALL_STATUS,706,200,True
2019-05-23,CHINEXT_BOARD,NON_ST,706,200,True
2019-05-23,SH_A,ALL_STATUS,1322,400,True
2019-05-23,SH_A,NON_ST,1286,400,True
2019-05-23,SZ_A,ALL_STATUS,1992,400,True
2019-05-23,SZ_A,NON_ST,1943,400,True
2019-05-24,ALL_A,ALL_STATUS,3314,1000,True
2019-05-24,ALL_A,NON_ST,3229,1000,True
2019-05-24,CHINEXT_BOARD,ALL_STATUS,707,200,True
2019-05-24,CHINEXT_BOARD,NON_ST,707,200,True
2019-05-24,SH_A,ALL_STATUS,1320,400,True
2019-05-24,SH_A,NON_ST,1284,400,True
2019-05-24,SZ_A,ALL_STATUS,1994,400,True
2019-05-24,SZ_A,NON_ST,1945,400,True
2019-05-27,ALL_A,ALL_STATUS,3314,1000,True
2019-05-27,ALL_A,NON_ST,3229,1000,True
2019-05-27,CHINEXT_BOARD,ALL_STATUS,709,200,True
2019-05-27,CHINEXT_BOARD,NON_ST,709,200,True
2019-05-27,SH_A,ALL_STATUS,1317,400,True
2019-05-27,SH_A,NON_ST,1281,400,True
2019-05-27,SZ_A,ALL_STATUS,1997,400,True
2019-05-27,SZ_A,NON_ST,1948,400,True
2019-05-28,ALL_A,ALL_STATUS,3306,1000,True
2019-05-28,ALL_A,NON_ST,3221,1000,True
2019-05-28,CHINEXT_BOARD,ALL_STATUS,709,200,True
2019-05-28,CHINEXT_BOARD,NON_ST,709,200,True
2019-05-28,SH_A,ALL_STATUS,1311,400,True
2019-05-28,SH_A,NON_ST,1275,400,True
2019-05-28,SZ_A,ALL_STATUS,1995,400,True
