uid,cohort_id,industry,decision_date,new_symbol,rejected_symbol,delta_h1,delta_h3,delta_h5
2019-05-15|饲料|2019-05-31|0,2019-05-15,饲料,2019-05-31,002567.SZ,002100.SZ,-0.01527790357,0.02993244868,0.04130343128
2019-05-22|休闲食品|2019-06-11|0,2019-05-22,休闲食品,2019-06-11,002582.SZ,603777.SH,-0.005921052632,0.02640977444,0.01785714286
2019-05-22|调味发酵品Ⅱ|2019-06-04|0,2019-05-22,调味发酵品Ⅱ,2019-06-04,002507.SZ,600305.SH,0.02019859186,-0.04485058704,-0.03192720223
2019-05-22|金属新材料|2019-05-27|0,2019-05-22,金属新材料,2019-05-27,000969.SZ,603045.SH,-0.1796279798,-0.09002135045,-0.07984148439
2019-05-22|金属新材料|2019-06-12|0,2019-05-22,金属新材料,2019-06-12,603978.SH,300748.SZ,0.0651817555,0.1166224232,0.05943212542
2019-05-22|金属新材料|2019-06-19|0,2019-05-22,金属新材料,2019-06-19,601137.SH,000969.SZ,-0.0005020033653,-0.0108953323,0.09375377665
2019-05-29|种植业|2019-06-04|0,2019-05-29,种植业,2019-06-04,600108.SH,300189.SZ,0.03673273273,0.05371771772,-0.00972972973
2019-05-29|种植业|2019-06-05|0,2019-05-29,种植业,2019-06-05,300189.SZ,600108.SH,-0.01677734803,0.0007808509086,0.1986572283
2019-05-29|种植业|2019-06-12|0,2019-05-29,种植业,2019-06-12,300511.SZ,300189.SZ,,,
2019-05-29|金属新材料|2019-06-12|0,2019-05-29,金属新材料,2019-06-12,603978.SH,300748.SZ,0.0651817555,0.1166224232,0.05943212542
2019-05-29|金属新材料|2019-06-19|0,2019-05-29,金属新材料,2019-06-19,601137.SH,000969.SZ,-0.0005020033653,-0.0108953323,0.09375377665
2019-06-05|其他电子Ⅱ|2019-06-11|0,2019-06-05,其他电子Ⅱ,2019-06-11,300131.SZ,002130.SZ,-0.012265461,-0.02931374132,-0.05886646213
2019-06-05|其他电子Ⅱ|2019-06-18|0,2019-06-05,其他电子Ⅱ,2019-06-18,000062.SZ,300131.SZ,-0.01833440325,-0.04949981276,-0.02378430429
2019-06-05|其他电子Ⅱ|2019-07-03|0,2019-06-05,其他电子Ⅱ,2019-07-03,300493.SZ,000062.SZ,0.005455337826,7.684944513e-05,0.0003433905586
2019-06-05|小金属|2019-06-19|0,2019-06-05,小金属,2019-06-19,600259.SH,002167.SZ,-0.04132297655,-0.03994016945,-0.08823062332
2019-06-05|小金属|2019-06-19|1,2019-06-05,小金属,2019-06-19,600549.SH,002182.SZ,-0.06042137458,-0.0395398527,-0.03378135515
2019-06-05|小金属|2019-06-28|0,2019-06-05,小金属,2019-06-28,002182.SZ,600259.SH,-3.364511137e-05,-0.01192786488,-0.02438530382
2019-06-05|小金属|2019-07-01|0,2019-06-05,小金属,2019-07-01,002428.SZ,002149.SZ,0.02799685429,-0.05010672958,-0.05088192338
2019-06-05|小金属|2019-07-03|0,2019-06-05,小金属,2019-07-03,600281.SH,002428.SZ,0.002472685451,0.01572742956,0.007418056354
2019-06-05|金属新材料|2019-06-12|0,2019-06-05,金属新材料,2019-06-12,603978.SH,300127.SZ,-0.05944981821,0.1158057213,0.09981820676
2019-06-05|金属新材料|2019-06-18|0,2019-06-05,金属新材料,2019-06-18,300224.SZ,300748.SZ,-0.05574523927,-0.09595308712,-0.08341571923
2019-06-05|金属新材料|2019-06-19|0,2019-06-05,金属新材料,2019-06-19,601137.SH,300224.SZ,0.03437315717,0.03155581303,0.161701785
2019-06-05|金属新材料|2019-07-01|0,2019-06-05,金属新材料,2019-07-01,000970.SZ,603978.SH,0.05245771959,-0.0021167485,-0.1217948718
2019-06-13|小金属|2019-06-14|0,2019-06-13,小金属,2019-06-14,600549.SH,000962.SZ,-0.01107618844,0.0217311667,0.01146817761
2019-06-13|小金属|2019-06-19|0,2019-06-13,小金属,2019-06-19,600259.SH,002167.SZ,-0.04132297655,-0.03994016945,-0.08823062332
2019-06-13|小金属|2019-07-01|0,2019-06-13,小金属,2019-07-01,002428.SZ,600259.SH,-0.009803220036,-0.0645994832,-0.05981912145
2019-06-13|小金属|2019-07-03|0,2019-06-13,小金属,2019-07-03,600281.SH,002149.SZ,-0.02705407451,-0.01564208225,0.03247414011
2019-06-13|小金属|2019-07-09|0,2019-06-13,小金属,2019-07-09,600111.SH,000960.SZ,-0.007588819227,-0.0210292581,-0.008085161964
2019-06-13|小金属|2019-07-10|0,2019-06-13,小金属,2019-07-10,000831.SZ,600281.SH,-0.1374109721,-0.1087740021,-0.06532425729
2019-06-13|金属新材料|2019-06-18|0,2019-06-13,金属新材料,2019-06-18,300224.SZ,300748.SZ,-0.05574523927,-0.09595308712,-0.08341571923
2019-06-13|金属新材料|2019-06-19|0,2019-06-13,金属新材料,2019-06-19,601137.SH,300224.SZ,0.03437315717,0.03155581303,0.161701785
2019-06-13|金属新材料|2019-07-01|0,2019-06-13,金属新材料,2019-07-01,000970.SZ,603978.SH,0.05245771959,-0.0021167485,-0.1217948718
2019-06-13|金属新材料|2019-07-09|0,2019-06-13,金属新材料,2019-07-09,000795.SZ,000969.SZ,-0.004157180834,0.008314361669,0.01614943918
2019-06-20|小金属|2019-07-01|0,2019-06-20,小金属,2019-07-01,002428.SZ,600259.SH,-0.009803220036,-0.0645994832,-0.05981912145
2019-06-20|小金属|2019-07-03|0,2019-06-20,小金属,2019-07-03,600281.SH,002149.SZ,-0.02705407451,-0.01564208225,0.03247414011
2019-06-20|小金属|2019-07-09|0,2019-06-20,小金属,2019-07-09,600111.SH,000960.SZ,-0.007588819227,-0.0210292581,-0.008085161964
2019-06-20|小金属|2019-07-10|0,2019-06-20,小金属,2019-07-10,000831.SZ,600281.SH,-0.1374109721,-0.1087740021,-0.06532425729
2019-06-20|小金属|2019-07-11|0,2019-06-20,小金属,2019-07-11,600392.SH,002182.SZ,-0.02557202858,-0.009086970009,-0.004433929284
2019-06-20|小金属|2019-07-12|0,2019-06-20,小金属,2019-07-12,000657.SZ,600456.SH,-0.005450957072,-0.02343645574,-0.05860818851
2019-06-20|小金属|2019-07-15|0,2019-06-20,小金属,2019-07-15,000960.SZ,000831.SZ,0.006124962507,-0.02100802417,0.06535726515
2019-06-20|小金属|2019-07-15|1,2019-06-20,小金属,2019-07-15,600456.SH,601958.SH,-0.01276959899,-0.02237592859,-0.04510014791
2019-06-20|装修建材|2019-07-09|0,2019-06-20,装修建材,2019-07-09,000786.SZ,002372.SZ,0.004214265642,0.03401570362,0.009247101468
2019-06-20|银行Ⅱ|2019-06-28|0,2019-06-20,银行Ⅱ,2019-06-28,601988.SH,600016.SH,-0.00686510219,-0.009360374415,0.045084562
2019-06-20|银行Ⅱ|2019-07-15|0,2019-06-20,银行Ⅱ,2019-07-15,601288.SH,601328.SH,0.001724137931,0.001309959545,0.002379117704
2019-06-27|其他电源设备Ⅱ|2019-07-19|0,2019-06-27,其他电源设备Ⅱ,2019-07-19,300713.SZ,601727.SH,0.0271285957,0.03529706275,0.02636849132
2019-06-27|工程机械|2019-07-05|0,2019-06-27,工程机械,2019-07-05,600761.SH,000425.SZ,0.006555532294,0.008365609407,-0.04313653652
2019-06-27|工程机械|2019-07-09|0,2019-06-27,工程机械,2019-07-09,601100.SH,000425.SZ,-0.01229906739,-0.05984335458,-0.02522787984
2019-06-27|工程机械|2019-07-22|0,2019-06-27,工程机械,2019-07-22,000680.SZ,000157.SZ,0.01849688637,0.02338793038,0.07786592489
2019-06-27|油服工程|2019-07-03|0,2019-06-27,油服工程,2019-07-03,601808.SH,600583.SH,0.003665349988,-0.003167147077,0.01846909363
2019-06-27|油服工程|2019-07-11|0,2019-06-27,油服工程,2019-07-11,600871.SH,600583.SH,-0.005950791532,-0.01377074194,-0.02262063704
2019-06-27|环保设备Ⅱ|2019-07-04|0,2019-06-27,环保设备Ⅱ,2019-07-04,000890.SZ,600388.SH,-0.01288879883,-0.01491655932,-0.004999203948
2019-06-27|环保设备Ⅱ|2019-07-22|0,2019-06-27,环保设备Ⅱ,2019-07-22,000967.SZ,600388.SH,-0.006576293687,-0.05797273493,-0.0641903449
2019-06-27|装修建材|2019-07-09|0,2019-06-27,装修建材,2019-07-09,000786.SZ,002372.SZ,0.004214265642,0.03401570362,0.009247101468
2019-07-04|医药商业|2019-07-09|0,2019-07-04,医药商业,2019-07-09,600056.SH,603883.SH,-0.01226873614,0.01131574229,-0.006922588149
2019-07-04|医药商业|2019-07-24|0,2019-07-04,医药商业,2019-07-24,002727.SZ,600056.SH,-0.01142633573,0.01434775955,0.04462120722
2019-07-04|医药商业|2019-07-26|0,2019-07-04,医药商业,2019-07-26,600056.SH,002727.SZ,0.006394319538,-0.0232535195,-0.03703520997
2019-07-04|医药商业|2019-07-30|0,2019-07-04,医药商业,2019-07-30,600511.SH,601607.SH,0.02970852694,0.06944058898,0.09000543117
2019-07-04|工程机械|2019-07-05|0,2019-07-04,工程机械,2019-07-05,600761.SH,600031.SH,-0.005011758905,-0.01433511613,-0.05710338985
2019-07-04|工程机械|2019-07-09|0,2019-07-04,工程机械,2019-07-09,601100.SH,000157.SZ,-0.0119668914,-0.06050770656,-0.07673493067
2019-07-04|工程机械|2019-07-11|0,2019-07-04,工程机械,2019-07-11,000157.SZ,000528.SZ,0.04638643688,0.08159730979,0.09799075242
2019-07-04|工程机械|2019-07-15|0,2019-07-04,工程机械,2019-07-15,000528.SZ,000157.SZ,-0.01812620109,-0.03332890379,-0.03269769391
2019-07-04|工程机械|2019-07-23|0,2019-07-04,工程机械,2019-07-23,000680.SZ,000528.SZ,,0.01014680484,0.01912934863
2019-07-04|工程机械|2019-07-24|0,2019-07-04,工程机械,2019-07-24,000528.SZ,000680.SZ,0.01401061826,0.004193175246,0.01811852115
2019-07-04|工程机械|2019-07-26|0,2019-07-04,工程机械,2019-07-26,000680.SZ,600031.SH,0.01460179223,-0.003913986449,-0.01572319642
2019-07-04|水泥|2019-07-09|0,2019-07-04,水泥,2019-07-09,002233.SZ,002596.SZ,0.01140395452,0.02992205294,0.03672540675
2019-07-04|水泥|2019-07-18|0,2019-07-04,水泥,2019-07-18,601992.SH,002233.SZ,0.0048274904,-0.007491788801,-0.01294938329
2019-07-04|水泥|2019-07-25|0,2019-07-04,水泥,2019-07-25,600585.SH,601992.SH,0.0143926658,-0.008603200162,-0.02872345307
2019-07-04|环境治理|2019-07-09|0,2019-07-04,环境治理,2019-07-09,600133.SH,002672.SZ,-0.001863667389,0.0004303053684,-0.0129150963
2019-07-04|环境治理|2019-07-19|0,2019-07-04,环境治理,2019-07-19,002573.SZ,000598.SZ,-0.02550302203,-0.02894435759,-0.0225888188
2019-07-04|环境治理|2019-07-19|1,2019-07-04,环境治理,2019-07-19,300070.SZ,002672.SZ,-0.01170846216,-0.001634604374,0.007401522959
2019-07-04|环境治理|2019-07-23|0,2019-07-04,环境治理,2019-07-23,002034.SZ,300070.SZ,-0.007155944625,-0.01327870521,-0.03189637622
2019-07-04|环境治理|2019-07-30|0,2019-07-04,环境治理,2019-07-30,000598.SZ,300070.SZ,0.009942392516,0.01646914782,0.02182805657
2019-07-04|环境治理|2019-07-31|0,2019-07-04,环境治理,2019-07-31,000826.SZ,000598.SZ,-0.02007117409,-0.01649229553,-0.01422069617
2019-07-04|环境治理|2019-07-31|1,2019-07-04,环境治理,2019-07-31,600008.SH,002573.SZ,-0.004347826087,0.01105072464,0.03088768116
2019-07-04|银行Ⅱ|2019-07-15|0,2019-07-04,银行Ⅱ,2019-07-15,601288.SH,601988.SH,0.005405405405,0.005224218632,0.005314812019
2019-07-04|银行Ⅱ|2019-07-18|0,2019-07-04,银行Ⅱ,2019-07-18,601988.SH,601288.SH,0.00265549211,-0.0003069933075,-0.0002302449807
2019-07-11|白酒Ⅱ|2019-07-22|0,2019-07-11,白酒Ⅱ,2019-07-22,002646.SZ,600809.SH,0.007184649989,0.0386686628,0.01741196381
2019-07-11|白酒Ⅱ|2019-07-25|0,2019-07-11,白酒Ⅱ,2019-07-25,600809.SH,600519.SH,0.01537880446,-0.0006039444791,-0.02543723083
2019-07-11|白酒Ⅱ|2019-07-25|1,2019-07-11,白酒Ⅱ,2019-07-25,603198.SH,600702.SH,-0.0001607330754,-0.002715477601,0.0048866169
2019-07-11|白酒Ⅱ|2019-07-29|0,2019-07-11,白酒Ⅱ,2019-07-29,000860.SZ,000568.SZ,-0.004208615122,-0.02133720101,0.01686836409
2019-07-11|白酒Ⅱ|2019-07-29|1,2019-07-11,白酒Ⅱ,2019-07-29,002304.SZ,600197.SH,-0.004976134107,-0.03473866898,-0.08620148281
2019-07-11|白酒Ⅱ|2019-07-29|2,2019-07-11,白酒Ⅱ,2019-07-29,600199.SH,600809.SH,0.00422912956,0.01196024131,-0.01381970698
2019-07-11|白酒Ⅱ|2019-07-29|3,2019-07-11,白酒Ⅱ,2019-07-29,600519.SH,603369.SH,-0.004094577842,0.001805589242,-0.00236983588
2019-07-11|白酒Ⅱ|2019-08-02|0,2019-07-11,白酒Ⅱ,2019-08-02,000858.SZ,000860.SZ,0.02762495064,0.008379907649,-0.01256645963
2019-07-11|白酒Ⅱ|2019-08-02|1,2019-07-11,白酒Ⅱ,2019-08-02,600702.SH,600197.SH,-0.01437204273,0.0468010828,0.1306335099
2019-07-11|白酒Ⅱ|2019-08-02|2,2019-07-11,白酒Ⅱ,2019-08-02,600809.SH,603589.SH,0.006310903942,0.006647024336,0.00601769418
2019-07-11|白酒Ⅱ|2019-08-06|0,2019-07-11,白酒Ⅱ,2019-08-06,600197.SH,000858.SZ,-0.05424876847,-0.1189449918,-0.1113711002
2019-07-11|白酒Ⅱ|2019-08-07|0,2019-07-11,白酒Ⅱ,2019-08-07,603369.SH,000568.SZ,0.03035310818,0.008603258328,-0.01343638949
2019-07-18|养殖业|2019-08-02|0,2019-07-18,养殖业,2019-08-02,300498.SZ,002321.SZ,0.03509071061,0.05490848586,0.01686235544
2019-07-18|养殖业|2019-08-06|0,2019-07-18,养殖业,2019-08-06,002321.SZ,300498.SZ,0.01975604863,0.05822404383,0.08985419422
2019-07-18|养殖业|2019-08-12|0,2019-07-18,养殖业,2019-08-12,300498.SZ,002321.SZ,-0.003873830342,0.01058365384,-0.08645351077
2019-07-18|养殖业|2019-08-14|0,2019-07-18,养殖业,2019-08-14,002124.SZ,300498.SZ,-0.0404582606,-0.009175740448,-0.08862383288
2019-07-18|工程机械|2019-07-29|0,2019-07-18,工程机械,2019-07-29,000528.SZ,601100.SH,0.0186982589,0.03323970987,0.04201391258
2019-07-18|电子化学品Ⅱ|2019-08-14|0,2019-07-18,电子化学品Ⅱ,2019-08-14,002741.SZ,300054.SZ,0.006271719585,-0.07088521396,-0.1578507971
2019-07-18|白酒Ⅱ|2019-07-22|0,2019-07-18,白酒Ⅱ,2019-07-22,002646.SZ,000596.SZ,0.01658194142,0.03876958191,0.02039838157
2019-07-18|白酒Ⅱ|2019-07-25|0,2019-07-18,白酒Ⅱ,2019-07-25,603198.SH,600197.SH,-0.005683152262,-0.003397437976,-0.02242516621
2019-07-18|白酒Ⅱ|2019-07-29|0,2019-07-18,白酒Ⅱ,2019-07-29,000596.SZ,002646.SZ,0.007738259243,0.01201077444,0.04151086235
2019-07-18|白酒Ⅱ|2019-07-29|1,2019-07-18,白酒Ⅱ,2019-07-29,002304.SZ,603198.SH,-0.008959549616,-0.01933753353,-0.06623481515
2019-07-18|白酒Ⅱ|2019-07-29|2,2019-07-18,白酒Ⅱ,2019-07-29,600199.SH,603589.SH,-0.01029736928,-0.01737499188,-0.02814472231
2019-07-18|白酒Ⅱ|2019-07-29|3,2019-07-18,白酒Ⅱ,2019-07-29,600519.SH,603919.SH,-0.0118171127,0.006471125598,-0.003414721626
2019-07-18|白酒Ⅱ|2019-08-02|0,2019-07-18,白酒Ⅱ,2019-08-02,000858.SZ,002304.SZ,0.04721079455,0.03894352726,0.05784487431
2019-07-18|白酒Ⅱ|2019-08-02|1,2019-07-18,白酒Ⅱ,2019-08-02,600809.SH,600199.SH,0.01123242524,0.03501823185,0.02320959778
2019-07-18|白酒Ⅱ|2019-08-06|0,2019-07-18,白酒Ⅱ,2019-08-06,600197.SH,000858.SZ,-0.05424876847,-0.1189449918,-0.1113711002
2019-07-18|白酒Ⅱ|2019-08-07|0,2019-07-18,白酒Ⅱ,2019-08-07,603369.SH,600809.SH,0.03112980523,0.001707229615,-0.00598312976
2019-07-18|白酒Ⅱ|2019-08-08|0,2019-07-18,白酒Ⅱ,2019-08-08,002304.SZ,000596.SZ,0.0006820074662,0.01932403589,0.03373404748
2019-07-18|白酒Ⅱ|2019-08-08|1,2019-07-18,白酒Ⅱ,2019-08-08,600199.SH,600519.SH,-0.03948974505,0.03460801651,0.009116921313
2019-07-18|白酒Ⅱ|2019-08-08|2,2019-07-18,白酒Ⅱ,2019-08-08,600809.SH,603369.SH,-0.00216639416,0.05097158489,0.02332052346
2019-07-18|白酒Ⅱ|2019-08-09|0,2019-07-18,白酒Ⅱ,2019-08-09,000568.SZ,600199.SH,-0.07905495519,-0.02096899411,0.003043074912
2019-07-18|白酒Ⅱ|2019-08-12|0,2019-07-18,白酒Ⅱ,2019-08-12,600702.SH,600809.SH,-0.02611771882,-0.03291268578,-0.03042946717
2019-07-18|白酒Ⅱ|2019-08-14|0,2019-07-18,白酒Ⅱ,2019-08-14,603589.SH,000568.SZ,-0.03548553182,-0.00869748339,
2019-07-25|乘用车|2019-08-06|0,2019-07-25,乘用车,2019-08-06,002594.SZ,600104.SH,-0.01299540913,-0.03498331716,-0.04062062356
2019-07-25|养殖业|2019-08-02|0,2019-07-25,养殖业,2019-08-02,002157.SZ,002714.SZ,0.03953235138,0.04042011043,-0.03005963424
2019-07-25|养殖业|2019-08-12|0,2019-07-25,养殖业,2019-08-12,002714.SZ,002321.SZ,0.006620702335,0.02660645339,-0.0814028314
2019-07-25|养殖业|2019-08-14|0,2019-07-25,养殖业,2019-08-14,002124.SZ,002157.SZ,-0.02357533931,0.02726745957,-0.05101737599
2019-07-25|养殖业|2019-08-14|1,2019-07-25,养殖业,2019-08-14,002458.SZ,002299.SZ,0.02525058418,0.08815951298,0.09305435986
2019-07-25|养殖业|2019-08-14|2,2019-07-25,养殖业,2019-08-14,600975.SH,002714.SZ,-0.007508814962,0.0399376565,0.0420455823
2019-07-25|养殖业|2019-08-16|0,2019-07-25,养殖业,2019-08-16,002299.SZ,002458.SZ,-0.03202671283,-0.03809366658,-0.02255187927
2019-07-25|电子化学品Ⅱ|2019-08-14|0,2019-07-25,电子化学品Ⅱ,2019-08-14,002741.SZ,300054.SZ,0.006271719585,-0.07088521396,-0.1578507971
2019-07-25|电子化学品Ⅱ|2019-08-20|0,2019-07-25,电子化学品Ⅱ,2019-08-20,002584.SZ,600330.SH,0.002092050209,-0.06211849517,-0.0425715614
2019-08-01|光伏设备|2019-08-02|0,2019-08-01,光伏设备,2019-08-02,300118.SZ,002056.SZ,0.03009403176,-0.02904539664,0.003035377274
2019-08-01|光伏设备|2019-08-02|1,2019-08-01,光伏设备,2019-08-02,300751.SZ,002129.SZ,-0.05498994849,0.0725915316,0.0421095615
2019-08-01|光伏设备|2019-08-06|0,2019-08-01,光伏设备,2019-08-06,002865.SZ,300751.SZ,-0.03016906874,0.009735310421,-0.0290777439
2019-08-01|光伏设备|2019-08-09|0,2019-08-01,光伏设备,2019-08-09,601865.SH,300118.SZ,0.09413024684,0.05882421943,0.05405348339
2019-08-01|光伏设备|2019-08-12|0,2019-08-01,光伏设备,2019-08-12,300274.SZ,300316.SZ,-0.008711288711,-0.02917082917,-0.04544455544
2019-08-01|光伏设备|2019-08-12|1,2019-08-01,光伏设备,2019-08-12,600438.SH,601865.SH,0.0231763046,0.05489023398,0.04016247008
2019-08-01|光伏设备|2019-08-21|0,2019-08-01,光伏设备,2019-08-21,300316.SZ,300118.SZ,-0.0028849199,-0.0563706656,-0.07488303168
2019-08-01|光伏设备|2019-08-21|1,2019-08-01,光伏设备,2019-08-21,300345.SZ,300274.SZ,-0.04325581395,-0.0567248062,-0.02897286822
2019-08-01|光伏设备|2019-08-21|2,2019-08-01,光伏设备,2019-08-21,300724.SZ,600438.SH,0.02409921424,0.05251159708,0.02625011834
2019-08-01|养殖业|2019-08-02|0,2019-08-01,养殖业,2019-08-02,300498.SZ,002321.SZ,0.03509071061,0.05490848586,0.01686235544
2019-08-01|养殖业|2019-08-06|0,2019-08-01,养殖业,2019-08-06,002321.SZ,300498.SZ,0.01975604863,0.05822404383,0.08985419422
2019-08-01|养殖业|2019-08-12|0,2019-08-01,养殖业,2019-08-12,300498.SZ,002321.SZ,-0.003873830342,0.01058365384,-0.08645351077
2019-08-01|养殖业|2019-08-14|0,2019-08-01,养殖业,2019-08-14,002124.SZ,300498.SZ,-0.0404582606,-0.009175740448,-0.08862383288
2019-08-01|养殖业|2019-08-22|0,2019-08-01,养殖业,2019-08-22,600975.SH,000735.SZ,0.01253346984,0.02026500236,-0.03216943613
2019-08-01|养殖业|2019-08-28|0,2019-08-01,养殖业,2019-08-28,300498.SZ,002124.SZ,0.02435221237,-0.02586065467,-0.01621427007
2019-08-01|电子化学品Ⅱ|2019-08-14|0,2019-08-01,电子化学品Ⅱ,2019-08-14,002584.SZ,002643.SZ,0.01360812438,-0.04833068701,-0.0623714581
2019-08-01|电子化学品Ⅱ|2019-08-14|1,2019-08-01,电子化学品Ⅱ,2019-08-14,002741.SZ,300054.SZ,0.006271719585,-0.07088521396,-0.1578507971
2019-08-01|电子化学品Ⅱ|2019-08-27|0,2019-08-01,电子化学品Ⅱ,2019-08-27,300655.SZ,300236.SZ,0.02168381592,0.003337419883,0.006244699026
2019-08-08|生物制品|2019-08-12|0,2019-08-08,生物制品,2019-08-12,000661.SZ,002007.SZ,-0.006379374481,-0.01752410793,-0.0337411795
2019-08-08|生物制品|2019-08-12|1,2019-08-08,生物制品,2019-08-12,300009.SZ,002252.SZ,-0.05177190989,-0.02929400682,-0.04463370369
2019-08-08|生物制品|2019-08-13|0,2019-08-08,生物制品,2019-08-13,300294.SZ,600867.SH,0.06016006246,0.06726980059,0.07135481644
2019-08-08|生物制品|2019-08-14|0,2019-08-08,生物制品,2019-08-14,002007.SZ,300294.SZ,0.002614947606,-0.03661180351,-0.02912685577
2019-08-08|生物制品|2019-08-19|0,2019-08-08,生物制品,2019-08-19,002773.SZ,600739.SH,-0.01725362394,-0.02003270266,0.07532490328
2019-08-08|生物制品|2019-08-23|0,2019-08-08,生物制品,2019-08-23,300122.SZ,000661.SZ,-0.01604230845,-0.04775739762,-0.03744665517
2019-08-08|生物制品|2019-08-23|1,2019-08-08,生物制品,2019-08-23,600739.SH,002773.SZ,-0.1256292906,-0.1022025172,-0.1287471396
2019-08-08|生物制品|2019-08-26|0,2019-08-08,生物制品,2019-08-26,600645.SH,600739.SH,-0.0008995064355,-0.003411774998,-0.002130595636
2019-08-08|生物制品|2019-09-02|0,2019-08-08,生物制品,2019-09-02,300601.SZ,300122.SZ,-0.02102263378,-0.05787905483,-0.07309377788
2019-08-08|生物制品|2019-09-04|0,2019-08-08,生物制品,2019-09-04,300357.SZ,300009.SZ,-0.004563367667,0.01575459024,0.01107120466
2019-08-08|贵金属|2019-08-30|0,2019-08-08,贵金属,2019-08-30,601069.SH,000426.SZ,0.07417185014,0.02349558802,-0.03846014755
2019-08-08|贵金属|2019-09-02|0,2019-08-08,贵金属,2019-09-02,600988.SH,601069.SH,0.01180667629,0.04183300773,0.02257142048
2019-08-15|元件|2019-08-16|0,2019-08-15,元件,2019-08-16,002436.SZ,300319.SZ,0.01085335543,-0.01737779619,0.01646644573
2019-08-15|元件|2019-08-19|0,2019-08-15,元件,2019-08-19,002199.SZ,002436.SZ,0.1101555265,0.0772593561,-0.04687585117
2019-08-15|元件|2019-08-19|1,2019-08-15,元件,2019-08-19,300319.SZ,603328.SH,-0.003405327529,0.01912097644,-0.04619520136
2019-08-15|元件|2019-08-20|0,2019-08-15,元件,2019-08-20,603328.SH,002199.SZ,-0.03919047619,0.01333333333,0.03188888889
2019-08-15|元件|2019-08-21|0,2019-08-15,元件,2019-08-21,002436.SZ,000636.SZ,-0.04952089919,0.01601415342,0.00492648014
2019-08-15|元件|2019-08-22|0,2019-08-15,元件,2019-08-22,002636.SZ,002436.SZ,0.05470580463,-0.07813733737,-0.09522474354
2019-08-15|元件|2019-09-04|0,2019-08-15,元件,2019-09-04,000823.SZ,603328.SH,0.005897219882,0.008897864116,0.02711358343
2019-08-15|元件|2019-09-09|0,2019-08-15,元件,2019-09-09,600601.SH,000823.SZ,0.001787057106,0.005232892467,0.02445260318
2019-08-15|元件|2019-09-09|1,2019-08-15,元件,2019-09-09,603738.SH,002913.SZ,-0.01163143735,0.0289926835,0.1323884974
2019-08-15|元件|2019-09-10|0,2019-08-15,元件,2019-09-10,000823.SZ,002552.SZ,,,
2019-08-15|医药商业|2019-08-19|0,2019-08-15,医药商业,2019-08-19,600056.SH,600998.SH,-0.01051288856,-0.02645344109,-0.09300653203
2019-08-22|元件|2019-09-10|0,2019-08-22,元件,2019-09-10,300476.SZ,002552.SZ,,,
2019-08-22|元件|2019-09-12|0,2019-08-22,元件,2019-09-12,002484.SZ,300476.SZ,0.01485788114,-0.003903111632,-0.003132260656
2019-08-22|元件|2019-09-17|0,2019-08-22,元件,2019-09-17,000823.SZ,002484.SZ,0.0006813615294,0.02353557006,-0.02333165894
2019-08-22|元件|2019-09-19|0,2019-08-22,元件,2019-09-19,002484.SZ,000823.SZ,0.00552397952,0.05099112218,0.07853116633
2019-08-22|医疗服务|2019-09-02|0,2019-08-22,医疗服务,2019-09-02,000516.SZ,300015.SZ,0.0001035118756,0.005516712463,0.003688786841
2019-08-22|医疗服务|2019-09-12|0,2019-08-22,医疗服务,2019-09-12,300759.SZ,300015.SZ,0.02574143752,-0.01526570158,-0.003670192115
2019-08-22|医疗服务|2019-09-16|0,2019-08-22,医疗服务,2019-09-16,300683.SZ,300759.SZ,-0.0234172445,-0.04567380163,-0.003806150136
2019-08-22|医疗服务|2019-09-19|0,2019-08-22,医疗服务,2019-09-19,300015.SZ,300759.SZ,0.01021801728,-0.08364870424,-0.05899218429
2019-08-22|医药商业|2019-09-18|0,2019-08-22,医药商业,2019-09-18,002727.SZ,600056.SH,-0.002781537432,0.007669693794,0.01043122017
2019-08-22|医药商业|2019-09-19|0,2019-08-22,医药商业,2019-09-19,000078.SZ,002727.SZ,-0.006140202663,-0.01235667385,-0.009635647672
2019-08-22|数字媒体|2019-08-23|0,2019-08-22,数字媒体,2019-08-23,603000.SH,300418.SZ,0.02425313278,0.1036305903,0.2335465732
2019-08-22|数字媒体|2019-08-27|0,2019-08-22,数字媒体,2019-08-27,300413.SZ,603000.SH,-0.0596462591,-0.0935397842,-0.2708910286
2019-08-22|数字媒体|2019-09-02|0,2019-08-22,数字媒体,2019-09-02,300418.SZ,300413.SZ,-0.008296876556,-0.042841969,0.02736614997
2019-08-22|数字媒体|2019-09-09|0,2019-08-22,数字媒体,2019-09-09,000681.SZ,300418.SZ,-0.006206758724,-0.005375955234,-0.005034941964
2019-08-22|消费电子|2019-08-26|0,2019-08-22,消费电子,2019-08-26,002681.SZ,002841.SZ,0.02543407274,-0.01928611643,-0.05072739556
2019-08-22|消费电子|2019-08-26|1,2019-08-22,消费电子,2019-08-26,300032.SZ,002925.SZ,0.04372019812,0.005165658383,0.005700089945
2019-08-22|消费电子|2019-09-04|0,2019-08-22,消费电子,2019-09-04,002861.SZ,300032.SZ,0.01300624442,0.06164733869,0.07282188522
2019-08-22|消费电子|2019-09-09|0,2019-08-22,消费电子,2019-09-09,601231.SH,300032.SZ,0.02954435395,0.02668941228,0.1167466432
