audit_id,cohort,market_view,symbol,source_symbol,trade_date,target_year,market_sequence_rank,relative_day,action_selection_rank,daily_raw_close,minute_raw_close,binary_close_equal,daily_close_integer_cents,minute_close_integer_cents,integer_cent_difference,raw_close_signed_difference,raw_close_absolute_difference,coordinate_scale,coordinate_close,mapped_minute_close,support_low10,support_low20,support_low40,primary_level_tested,primary_penetration_depth,primary_close_below_fraction,primary_minimum_bar_index,primary_close_recovery_from_minimum,up_limit_contact,down_limit_contact,corporate_action_count,rights_ratio,corporate_action_blocking,daily_snapshot_id,descriptor_available_at,h10_cont_signed_test_geometry,h10_cont_tested,h10_cont_penetration_depth,h10_cont_time_beyond_level,h10_cont_test_recurrence,h10_cont_closing_level_state,h10_cont_recovery_completion,h10_cont_recovery_speed,h10_cont_recovery_amplitude,h10_cont_recovery_volume_intensity,h10_auction_signed_test_geometry,h10_auction_tested,h10_auction_penetration_depth,h10_auction_time_beyond_level,h10_auction_test_recurrence,h10_auction_closing_level_state,h10_auction_recovery_completion,h10_auction_recovery_speed,h10_auction_recovery_amplitude,h10_auction_recovery_volume_intensity,h20_cont_signed_test_geometry,h20_cont_tested,h20_cont_penetration_depth,h20_cont_time_beyond_level,h20_cont_test_recurrence,h20_cont_closing_level_state,h20_cont_recovery_completion,h20_cont_recovery_speed,h20_cont_recovery_amplitude,h20_cont_recovery_volume_intensity,h20_auction_signed_test_geometry,h20_auction_tested,h20_auction_penetration_depth,h20_auction_time_beyond_level,h20_auction_test_recurrence,h20_auction_closing_level_state,h20_auction_recovery_completion,h20_auction_recovery_speed,h20_auction_recovery_amplitude,h20_auction_recovery_volume_intensity,h40_cont_signed_test_geometry,h40_cont_tested,h40_cont_penetration_depth,h40_cont_time_beyond_level,h40_cont_test_recurrence,h40_cont_closing_level_state,h40_cont_recovery_completion,h40_cont_recovery_speed,h40_cont_recovery_amplitude,h40_cont_recovery_volume_intensity,h40_auction_signed_test_geometry,h40_auction_tested,h40_auction_penetration_depth,h40_auction_time_beyond_level,h40_auction_test_recurrence,h40_auction_closing_level_state,h40_auction_recovery_completion,h40_auction_recovery_speed,h40_auction_recovery_amplitude,h40_auction_recovery_volume_intensity,relative_rank__h20_cont_signed_test_geometry,relative_rank__h20_cont_time_beyond_level,relative_rank__h20_cont_test_recurrence,relative_rank__h20_cont_closing_level_state,relative_rank__h20_cont_recovery_speed,relative_rank__h20_cont_recovery_amplitude,relative_rank__h20_cont_recovery_volume_intensity
ACTION|2020|01|600183.SH|2020-05-29,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,600183.SH,600183,2020-05-29,2020,,,1,26.800000000000001,26.799999237060547,False,2680,2680,0,-7.6293945383554274e-07,7.6293945383554274e-07,0.084267194323839806,2.2583608078789092,2.2583607435881419,2.1880844236873429,2.1880844236873429,2.090928492920201,False,0,0,147,0.0057767638516850002,False,False,1,0,False,PITB-80B916173F29877FD683,2020-05-29T15:30:00+08:00,0.026340973078395447,False,0,0,0,0.032117736930080465,,,,,0.026340973078395447,False,0,0,0,0.032117736930080465,,,,,0.026340973078395447,False,0,0,0,0.032117736930080465,,,,,0.026340973078395447,False,0,0,0,0.032117736930080465,,,,,0.074030366982355655,False,0,0,0,0.080075550758841096,,,,,0.074030366982355655,False,0,0,0,0.080075550758841096,,,,,,,,,,,
ACTION|2020|02|603983.SH|2020-07-01,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,603983.SH,603983,2020-07-01,2020,,,2,83.890000000000001,83.889999389648438,False,8389,8389,0,-6.1035156306843419e-07,6.1035156306843419e-07,0.033960579673896298,2.8489530288431624,2.8489530081152692,2.7346179851250847,2.6436781609195403,2.400608519269777,False,0,0,189,0.014002047610937001,False,False,1,0,False,PITB-80B916173F29877FD683,2020-07-01T15:30:00+08:00,0.028273826886813236,False,0,0,0,0.041810235876494017,,,,,0.028273826886813236,False,0,0,0,0.041810235876494017,,,,,0.063645394589185944,False,0,0,0,0.077647442200122763,,,,,0.063645394589185944,False,0,0,0,0.077647442200122763,,,,,0.17134304825903857,False,0,0,0,0.18676285002182236,,,,,0.17134304825903857,False,0,0,0,0.18676285002182236,,,,,,,,,,,
ACTION|2020|03|600132.SH|2020-05-29,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,600132.SH,600132,2020-05-29,2020,,,3,61.700000000000003,61.700000762939453,False,6170,6170,0,7.6293945028282916e-07,7.6293945028282916e-07,0.050892131117570502,3.140044489954104,3.1400445287817185,2.7610410685526907,2.5719968152103454,2.1894309446307023,False,0,0,1,0.021963595082436001,False,False,1,0,False,PITB-80B916173F29877FD683,2020-05-29T15:30:00+08:00,0.11680853548313475,False,0,0,0,0.1372683168482145,,,,,0.11680853548313475,False,0,0,0,0.1372683168482145,,,,,0.19889504292676885,False,0,0,0,0.2208586380092048,,,,,0.19889504292676885,False,0,0,0,0.2208586380092048,,,,,0.40838158871424546,False,0,0,0,0.4341829489905904,,,,,0.40838158871424546,False,0,0,0,0.4341829489905904,,,,,,,,,,,
ACTION|2020|04|603090.SH|2020-05-22,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,603090.SH,603090,2020-05-22,2020,,,4,16.100000000000001,16.100000381469727,False,1610,1610,0,3.8146972514141458e-07,3.8146972514141458e-07,0.051024588613817597,0.82149587668246493,0.82149589614680074,0.75247673025137252,0.73065845688602593,0.73065845688602593,False,0,0,240,0,False,False,1,0,False,PITB-80B916173F29877FD683,2020-05-22T15:30:00+08:00,0.091722658150997116,False,0,0,0,0.091722658150997116,,,,,0.091722658150997116,False,0,0,0,0.091722658150997116,,,,,0.12432270974856152,False,0,0,0,0.12432270974856152,,,,,0.12432270974856152,False,0,0,0,0.12432270974856152,,,,,0.12432270974856152,False,0,0,0,0.12432270974856152,,,,,0.12432270974856152,False,0,0,0,0.12432270974856152,,,,,,,,,,,
ACTION|2020|05|603380.SH|2020-07-06,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,603380.SH,603380,2020-07-06,2020,,,5,17.969999999999999,17.969999313354492,False,1797,1797,0,-6.8664550667563162e-07,6.8664550667563162e-07,0.050594179646447697,0.90917740824666515,0.90917737350639916,0.82849299091551964,0.79806669805227637,0.78160657240494824,False,0,0,10,0.032965791129737701,False,False,1,0,False,PITB-80B916173F29877FD683,2020-07-06T15:30:00+08:00,0.06563179545454112,False,0,0,0,0.09738692237060409,,,,,0.06563179545454112,False,0,0,0,0.09738692237060409,,,,,0.10625900765624596,False,0,0,0,0.13922479878598359,,,,,0.10625900765624596,False,0,0,0,0.13922479878598359,,,,,0.12955610226547121,False,0,0,0,0.16321613149813263,,,,,0.12955610226547121,False,0,0,0,0.16321613149813263,,,,,,,,,,,
ACTION|2021|01|688089.SH|2021-07-20,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,688089.SH,688089,2021-07-20,2021,,,1,45.5,45.5,True,4550,4550,0,0,0,0.022030941024055901,1.0024078165945456,1.0024078165945456,0.97109333953159682,0.92188252840668461,0.8529873928318078,False,0,0,82,0.023658837129405599,False,False,1,0,False,PITB-80B916173F29877FD683,2021-07-20T15:30:00+08:00,0.0097867095613202171,False,0,0,0,0.032246619133492471,,,,,0.0097867095613202171,False,0,0,0,0.032246619133492471,,,,,0.063689914698045857,False,0,0,0,0.087348751827451387,,,,,0.063689914698045857,False,0,0,0,0.087348751827451387,,,,,0.14960333088519584,False,0,0,0,0.17517307409043803,,,,,0.14960333088519584,False,0,0,0,0.17517307409043803,,,,,,,,,,,
ACTION|2021|02|601929.SH|2021-07-16,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,601929.SH,601929,2021-07-16,2021,,,2,1.8100000000000001,1.809999942779541,False,181,181,0,-5.7220459037665705e-08,5.7220459037665705e-08,0.3412524531539729,0.61766694020869095,0.61766692068206885,0.60672461431026525,0.60672461431026525,0.60672461431026525,False,0,0,2,0.0056244978308358003,False,False,1,0,False,PITB-80B916173F29877FD683,2021-07-16T15:30:00+08:00,0.012410548240672448,False,0,0,0,0.018035046071508187,,,,,0.012410548240672448,False,0,0,0,0.018035046071508187,,,,,0.012410548240672448,False,0,0,0,0.018035046071508187,,,,,0.012410548240672448,False,0,0,0,0.018035046071508187,,,,,0.012410548240672448,False,0,0,0,0.018035046071508187,,,,,0.012410548240672448,False,0,0,0,0.018035046071508187,,,,,,,,,,,
ACTION|2021|03|002527.SZ|2021-07-21,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,002527.SZ,2527,2021-07-21,2021,,,3,8.8599999999999994,8.8599996566772461,False,886,886,0,-3.4332275333781581e-07,3.4332275333781581e-07,0.100566025098794,0.89101498237531496,0.89101494784871027,0.78578846694671134,0.70370610479431606,0.67667898554901518,False,0,0,1,0.0371562694398253,False,False,1,0,False,PITB-80B916173F29877FD683,2021-07-21T15:30:00+08:00,0.10063699149605099,False,0,0,0,0.13391196909630243,,,,,0.10063699149605099,False,0,0,0,0.13391196909630243,,,,,0.22901854669189192,False,0,0,0,0.26617481613171745,,,,,0.22901854669189192,False,0,0,0,0.26617481613171745,,,,,0.278106565568639,False,0,0,0,0.31674688719023258,,,,,0.278106565568639,False,0,0,0,0.31674688719023258,,,,,,,,,,,
ACTION|2021|04|002976.SZ|2021-06-16,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,002976.SZ,2976,2021-06-16,2021,,,4,19.02,19.020000457763672,False,1902,1902,0,4.5776367230132564e-07,4.5776367230132564e-07,0.0446639452782897,0.8495082391930705,0.8495082596386021,0.83753111233549327,0.82641344270272132,0.81640754003322635,False,0,0,178,0.0070259754892524002,False,False,1,0,False,PITB-80B916173F29877FD683,2021-06-16T15:30:00+08:00,0.0073678298272201737,False,0,0,0,0.014300540155110841,,,,,0.0073678298272201737,False,0,0,0,0.014300540155110841,,,,,0.020919863412339756,False,0,0,0,0.027945838901592079,,,,,0.020919863412339756,False,0,0,0,0.027945838901592079,,,,,0.033432272087842829,False,0,0,0,0.040544358034748429,,,,,0.033432272087842829,False,0,0,0,0.040544358034748429,,,,,,,,,,,
ACTION|2021|05|002962.SZ|2021-05-26,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,002962.SZ,2962,2021-05-26,2021,,,5,13.33,13.329999923706056,False,1333,1333,0,-7.6293945383554274e-08,7.6293945383554274e-08,0.070857872136770195,0.94453543558314756,0.94453543017712116,0.88765291607396823,0.88065433854907482,0.80600284495021257,False,0,0,1,0.0032184161916774998,False,False,1,0,False,PITB-80B916173F29877FD683,2021-05-26T15:30:00+08:00,0.060888891301958514,False,0,0,0,0.064081932333123426,,,,,0.060888891301958514,False,0,0,0,0.064081932333123426,,,,,0.069319796398398026,False,0,0,0,0.072538212590075535,,,,,0.069319796398398026,False,0,0,0,0.072538212590075535,,,,,0.16835954599246139,False,0,0,0,0.17187604993561134,,,,,0.16835954599246139,False,0,0,0,0.17187604993561134,,,,,,,,,,,
ACTION|2022|01|600552.SH|2022-05-12,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,600552.SH,600552,2022-05-12,2022,,,1,7.9900000000000002,7.989999771118165,False,799,799,0,-2.2888183615066282e-07,2.2888183615066282e-07,0.14005088730544049,1.1190065895704699,1.1190065575153658,0.92247725330447605,0.92247725330447605,0.92247725330447605,False,0,0,169,0.0318822223418938,False,False,1,0,False,PITB-80B916173F29877FD683,2022-05-12T15:30:00+08:00,0.18116292701749326,False,0,0,0,0.21304514935938723,,,,,0.18116292701749326,False,0,0,0,0.21304514935938723,,,,,0.18116292701749326,False,0,0,0,0.21304514935938723,,,,,0.18116292701749326,False,0,0,0,0.21304514935938723,,,,,0.18116292701749326,False,0,0,0,0.21304514935938723,,,,,0.18116292701749326,False,0,0,0,0.21304514935938723,,,,,,,,,,,
ACTION|2022|02|301300.SZ|2022-11-21,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,301300.SZ,301300,2022-11-21,2022,,,2,36.380000000000003,36.380001068115234,False,3638,3638,0,1.0681152318170462e-06,1.0681152318170462e-06,0.017525370974739999,0.63757299606104267,0.63757301478015826,0.60935875216637747,0.56031195840554571,0.56031195840554571,False,0,0,5,0.035969611321337497,False,False,1,0,False,PITB-80B916173F29877FD683,2022-11-21T15:30:00+08:00,0.013227116575547093,False,0,0,0,0.046301562935582297,,,,,0.013227116575547093,False,0,0,0,0.046301562935582297,,,,,0.10191974694699124,False,0,0,0,0.13788935826832871,,,,,0.10191974694699124,False,0,0,0,0.13788935826832871,,,,,0.10191974694699124,False,0,0,0,0.13788935826832871,,,,,0.10191974694699124,False,0,0,0,0.13788935826832871,,,,,,,,,,,
ACTION|2022|03|600118.SH|2022-06-13,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,600118.SH,600118,2022-06-13,2022,,,3,20.210000000000001,20.209999084472656,False,2021,2021,0,-9.1552734460265128e-07,9.1552734460265128e-07,0.040111387957840097,0.81065115062794924,0.81065111390487665,0.7770538996373727,0.75225856161497584,0.6550768335594529,False,0,0,52,0.011197419581360901,False,False,1,0,False,PITB-80B916173F29877FD683,2022-06-13T15:30:00+08:00,0.032396542287706165,False,0,0,0,0.043236658722364041,,,,,0.032396542287706165,False,0,0,0,0.043236658722364041,,,,,0.066425561757051055,False,0,0,0,0.077622981338412167,,,,,0.066425561757051055,False,0,0,0,0.077622981338412167,,,,,0.22463155168804172,False,0,0,0,0.23749012692158278,,,,,0.22463155168804172,False,0,0,0,0.23749012692158278,,,,,,,,,,,
ACTION|2022|04|688127.SH|2022-06-02,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,688127.SH,688127,2022-06-02,2022,,,4,21.039999999999999,21.040000915527344,False,2104,2104,0,9.1552734460265128e-07,9.1552734460265128e-07,0.0290670808249061,0.61157138055602545,0.61157140716773284,0.51430005830148473,0.3688414559535898,0.33565149708452652,False,0,0,0,0.053588400957815002,False,False,1,0,False,PITB-80B916173F29877FD683,2022-06-02T15:30:00+08:00,0.16765665434796584,False,0,0,0,0.18913345875847831,,,,,0.15070137322307575,False,0,0,0,0.18913345875847831,,,,,0.62814096873871406,False,0,0,0,0.6580874988322456,,,,,0.60449909787443046,False,0,0,0,0.6580874988322456,,,,,0.78913513159765869,False,0,0,0,0.82204284050525378,,,,,0.76315550050173897,False,0,0,0,0.82204284050525378,,,,,,,,,,,
ACTION|2022|05|300127.SZ|2022-06-15,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,300127.SZ,300127,2022-06-15,2022,,,5,17.719999999999999,17.719999313354492,False,1772,1772,0,-6.8664550667563162e-07,6.8664550667563162e-07,0.065286906628514704,1.156883985457281,1.15688394062832,1.045592334711072,1.0188475855893513,0.87875604257081541,False,0,0,31,0.0198645081699464,False,False,1,0,False,PITB-80B916173F29877FD683,2022-06-15T15:30:00+08:00,0.087082409373762548,False,0,0,0,0.10643881197541538,,,,,0.087082409373762548,False,0,0,0,0.10643881197541538,,,,,0.11561832261982397,False,0,0,0,0.13548283078977019,,,,,0.11561832261982397,False,0,0,0,0.13548283078977019,,,,,0.29347051897950638,False,0,0,0,0.31650183279973376,,,,,0.29347051897950638,False,0,0,0,0.31650183279973376,,,,,,,,,,,
ACTION|2023|01|000777.SZ|2023-07-25,SUPPORTED_ACTION_AUDIT,ACTION_AUDIT,000777.SZ,777,2023-07-25,2023,,,1,14.699999999999999,14.699999809265137,False,1470,1470,0,-1.9073486257070729e-07,1.9073486257070729e-07,0.075398077079816203,1.1083517330732982,1.1083517186922562,0.9961793526930528,0.94307970251196638,0.87577028678946311,False,0,0,42,0.024784080884753298,False,False,1,0,False,PITB-80B916173F29877FD683,2023-07-25T15:30:00+08:00,0.089139573241826531,False,0,0,0,0.1126025807460862,,,,,0.089139573241826531,False,0,0,0,0.1126025807460862,,,,,0.15046305436805185,False,0,0,0,0.17524713525280511,,,,,0.15046305436805185,False,0,0,0,0.17524713525280511,,,,,0.23888463839292307,False,0,0,0,0.26557355896992907,,,,,0.23888463839292307,False,0,0,0,0.26557355896992907,,,,,,,,,,,
