family,trade_date,decision_at,available_at,symbol,industry,signal_score,signal_rank,candidate_count,avg_amount20,entry_status,natural_status,natural_net_return
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000151.SZ,贸易Ⅱ,1,1,10,144150242.8,EXECUTABLE,COMPLETE,-0.04342528226
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000568.SZ,白酒Ⅱ,1,2,10,2971471402,EXECUTABLE,COMPLETE,0.0975119824
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000596.SZ,白酒Ⅱ,1,3,10,413534085.1,EXECUTABLE,COMPLETE,-0.09401879679
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000625.SZ,乘用车,1,4,10,1089726954,EXECUTABLE,COMPLETE,0.2416432684
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000729.SZ,非白酒,1,5,10,170186108.4,EXECUTABLE,COMPLETE,0.03913688185
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000799.SZ,白酒Ⅱ,1,6,10,1766493088,EXECUTABLE,COMPLETE,0.3623557483
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000858.SZ,白酒Ⅱ,1,7,10,4798634854,EXECUTABLE,COMPLETE,0.140748616
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000860.SZ,白酒Ⅱ,1,8,10,399533572.8,EXECUTABLE,COMPLETE,-0.03387225549
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000869.SZ,非白酒,1,9,10,130839842,EXECUTABLE,COMPLETE,0.162110535
arm0_baseline,2021-04-19,2021-04-19 15:00:00,2021-04-19 15:00:00,000929.SZ,非白酒,1,10,10,55579086.56,EXECUTABLE,COMPLETE,0.3504547028
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,000729.SZ,非白酒,1,1,10,206293106.7,EXECUTABLE,COMPLETE,0.03541348408
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,000869.SZ,非白酒,1,2,10,164124639.3,EXECUTABLE,COMPLETE,0.1506801319
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,000929.SZ,非白酒,1,3,10,57146125.85,EXECUTABLE,COMPLETE,0.2409470104
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,002461.SZ,非白酒,1,4,10,160295260.6,EXECUTABLE,COMPLETE,0.06015161091
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,002511.SZ,个护用品,1,5,10,372689783.9,EXECUTABLE,COMPLETE,0.1413640532
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,002568.SZ,非白酒,1,6,10,399581281,EXECUTABLE,COMPLETE,0.04072670985
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,003006.SZ,个护用品,1,7,10,113955660.8,EXECUTABLE,COMPLETE,0.3146733792
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,300658.SZ,个护用品,1,8,10,70082909.61,EXECUTABLE,COMPLETE,-0.2328376771
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,300856.SZ,化妆品,1,9,10,85618436.7,EXECUTABLE,COMPLETE,-0.01971148025
arm0_baseline,2021-04-26,2021-04-26 15:00:00,2021-04-26 15:00:00,300888.SZ,个护用品,1,10,10,317267151.2,EXECUTABLE,COMPLETE,-0.06494765571
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,000703.SZ,炼化及贸易,1,1,10,639590489.3,EXECUTABLE,COMPLETE,-0.04707066106
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,000723.SZ,焦炭Ⅱ,1,2,10,1711578148,EXECUTABLE,COMPLETE,-0.1002246714
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,600195.SH,动物保健Ⅱ,1,3,10,108523428.6,EXECUTABLE,COMPLETE,-0.03730331978
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,600740.SH,焦炭Ⅱ,1,4,10,282780814.2,EXECUTABLE,INCOMPLETE,
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,600792.SH,焦炭Ⅱ,1,5,10,107240932.5,EXECUTABLE,COMPLETE,0.0353564476
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,600997.SH,焦炭Ⅱ,1,6,10,228199062,EXECUTABLE,COMPLETE,0.04116034597
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,601011.SH,焦炭Ⅱ,1,7,10,109307869.2,EXECUTABLE,COMPLETE,0.02041994442
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,601015.SH,焦炭Ⅱ,1,8,10,446993829.8,EXECUTABLE,COMPLETE,0.2424429492
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,603399.SH,能源金属,1,9,10,79193605.53,EXECUTABLE,COMPLETE,0.1265527198
arm0_baseline,2021-05-06,2021-05-06 15:00:00,2021-05-06 15:00:00,600010.SH,普钢,0.9523809524,10,10,1139017557,EXECUTABLE,COMPLETE,0.0871459695
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,000723.SZ,焦炭Ⅱ,1,1,10,1517936352,EXECUTABLE,COMPLETE,-0.04950151915
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,000729.SZ,非白酒,1,2,10,230697980.4,EXECUTABLE,COMPLETE,-0.01802029743
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,000762.SZ,能源金属,1,3,10,549315028.6,EXECUTABLE,COMPLETE,0.2601251172
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,000869.SZ,非白酒,1,4,10,215028434.5,EXECUTABLE,COMPLETE,-0.005793580797
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,000913.SZ,摩托车及其他,1,5,10,129939500.4,EXECUTABLE,COMPLETE,0.09302903203
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,000929.SZ,非白酒,1,6,10,92560062.17,EXECUTABLE,COMPLETE,0.07993556035
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,002192.SZ,能源金属,1,7,10,976578896.8,EXECUTABLE,COMPLETE,0.04441485218
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,002240.SZ,能源金属,1,8,10,1011712645,EXECUTABLE,COMPLETE,0.3292342424
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,002460.SZ,能源金属,1,9,10,3914557493,EXECUTABLE,COMPLETE,0.2112366199
arm0_baseline,2021-05-13,2021-05-13 15:00:00,2021-05-13 15:00:00,002461.SZ,非白酒,1,10,10,178876042,EXECUTABLE,COMPLETE,-0.04249316493
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,000762.SZ,能源金属,1,1,10,826914389.6,EXECUTABLE,COMPLETE,0.06751154846
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,001914.SZ,房地产服务,1,2,10,115233303.4,EXECUTABLE,COMPLETE,-0.02624197669
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,002192.SZ,能源金属,1,3,10,1134095314,EXECUTABLE,COMPLETE,-0.1129535385
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,002240.SZ,能源金属,1,4,10,1114784913,EXECUTABLE,COMPLETE,0.07990112964
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,002460.SZ,能源金属,1,5,10,3976904334,EXECUTABLE,COMPLETE,0.03826443937
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,002466.SZ,能源金属,1,6,10,4652934419,EXECUTABLE,COMPLETE,0.05687967789
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,002738.SZ,能源金属,1,7,10,624863150.3,EXECUTABLE,COMPLETE,0.2441797218
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,002756.SZ,能源金属,1,8,10,806086724.9,EXECUTABLE,COMPLETE,-0.01749255831
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,300618.SZ,能源金属,1,9,10,1082500920,EXECUTABLE,COMPLETE,-0.01580610177
arm0_baseline,2021-05-20,2021-05-20 15:00:00,2021-05-20 15:00:00,600543.SH,非白酒,1,10,10,111311895.5,EXECUTABLE,COMPLETE,0.1643473616
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000056.SZ,房地产服务,1,1,10,142618428.3,EXECUTABLE,COMPLETE,-0.3545682528
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000156.SZ,电视广播Ⅱ,1,2,10,52213456.72,EXECUTABLE,COMPLETE,-0.003992015968
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000407.SZ,燃气Ⅱ,1,3,10,55892498.77,EXECUTABLE,COMPLETE,-0.0133005018
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000426.SZ,贵金属,1,4,10,198644382.3,EXECUTABLE,COMPLETE,-0.05838565587
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000519.SZ,地面兵装Ⅱ,1,5,10,977134484.7,EXECUTABLE,COMPLETE,-0.1058282438
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000560.SZ,房地产服务,1,6,10,253232291.3,EXECUTABLE,COMPLETE,0.009364250223
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000572.SZ,乘用车,1,7,10,143805774.7,EXECUTABLE,COMPLETE,0.02263921355
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000576.SZ,地面兵装Ⅱ,1,8,10,76744084.64,EXECUTABLE,COMPLETE,0.06340978169
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000596.SZ,白酒Ⅱ,1,9,10,566705278.4,EXECUTABLE,COMPLETE,-0.084716106
arm0_baseline,2021-05-27,2021-05-27 15:00:00,2021-05-27 15:00:00,000603.SZ,贵金属,1,10,10,180427543.5,EXECUTABLE,COMPLETE,-0.1128341256
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000156.SZ,电视广播Ⅱ,1,1,10,51095028.5,EXECUTABLE,COMPLETE,-0.01436709914
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000568.SZ,白酒Ⅱ,1,2,10,3079629803,EXECUTABLE,COMPLETE,-0.1732768894
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000596.SZ,白酒Ⅱ,1,3,10,572198346.5,EXECUTABLE,COMPLETE,-0.0453077248
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000729.SZ,非白酒,1,4,10,253381697.3,EXECUTABLE,COMPLETE,-0.09569607588
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000799.SZ,白酒Ⅱ,1,5,10,2273514932,EXECUTABLE,COMPLETE,0.0250582169
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000858.SZ,白酒Ⅱ,1,6,10,5204102390,EXECUTABLE,COMPLETE,-0.08689691131
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000860.SZ,白酒Ⅱ,1,7,10,495984500.4,EXECUTABLE,COMPLETE,-0.2546670081
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000869.SZ,非白酒,1,8,10,255828801.7,EXECUTABLE,COMPLETE,-0.1490511427
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000917.SZ,电视广播Ⅱ,1,9,10,75242614.48,EXECUTABLE,COMPLETE,-0.08382471698
arm0_baseline,2021-06-03,2021-06-03 15:00:00,2021-06-03 15:00:00,000929.SZ,非白酒,1,10,10,252458570.5,EXECUTABLE,COMPLETE,-0.07720285924
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000166.SZ,证券Ⅱ,1,1,10,346610349.9,EXECUTABLE,COMPLETE,-0.04434201959
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000547.SZ,军工电子Ⅱ,1,2,10,516613374.1,EXECUTABLE,COMPLETE,-0.08142667544
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000686.SZ,证券Ⅱ,1,3,10,161244059.9,EXECUTABLE,COMPLETE,-0.06588434179
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000712.SZ,证券Ⅱ,1,4,10,265609590.1,EXECUTABLE,COMPLETE,0.04808683287
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000728.SZ,证券Ⅱ,1,5,10,294558577,EXECUTABLE,COMPLETE,-0.04653507056
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000733.SZ,军工电子Ⅱ,1,6,10,377657825.6,EXECUTABLE,COMPLETE,0.09567872682
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000750.SZ,证券Ⅱ,1,7,10,351393590.4,EXECUTABLE,COMPLETE,-0.07024025344
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000762.SZ,能源金属,1,8,10,2154656148,EXECUTABLE,COMPLETE,0.3969195781
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000776.SZ,证券Ⅱ,1,9,10,723418260.7,EXECUTABLE,COMPLETE,-0.06491481323
arm0_baseline,2021-06-10,2021-06-10 15:00:00,2021-06-10 15:00:00,000783.SZ,证券Ⅱ,1,10,10,281813459.5,EXECUTABLE,COMPLETE,-0.05844045243
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,002829.SZ,航天装备Ⅱ,1,1,10,88950215.03,EXECUTABLE,COMPLETE,0.0365804379
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,003009.SZ,航天装备Ⅱ,1,2,10,211553395.9,EXECUTABLE,COMPLETE,-0.06409747903
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,300722.SZ,航天装备Ⅱ,1,3,10,419245319.3,EXECUTABLE,COMPLETE,0.007100238846
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,300905.SZ,化学纤维,1,4,10,73547095.79,EXECUTABLE,COMPLETE,-0.03902402092
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,600118.SH,航天装备Ⅱ,1,5,10,315445761.1,EXECUTABLE,COMPLETE,-0.08222829266
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,600121.SH,煤炭开采,1,6,10,489665015.5,EXECUTABLE,COMPLETE,-0.002154362861
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,600201.SH,动物保健Ⅱ,1,7,10,241235050.7,EXECUTABLE,COMPLETE,0.09196744126
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,600879.SH,航天装备Ⅱ,1,8,10,350629366.5,EXECUTABLE,COMPLETE,-0.06349379164
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,601698.SH,航天装备Ⅱ,1,9,10,152589783.6,EXECUTABLE,COMPLETE,-0.1196379278
arm0_baseline,2021-06-18,2021-06-18 15:00:00,2021-06-18 15:00:00,603899.SH,文娱用品,1,10,10,287113262.3,EXECUTABLE,COMPLETE,0.005042350686
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,002202.SZ,风电设备,1,1,10,576079309.8,EXECUTABLE,COMPLETE,0.07659115426
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,002207.SZ,油服工程,1,2,10,52438699.05,EXECUTABLE,COMPLETE,-0.0887246374
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,002554.SZ,油服工程,1,3,10,161387644.5,EXECUTABLE,COMPLETE,-0.04100582619
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,002828.SZ,油服工程,1,4,10,57885122.96,EXECUTABLE,COMPLETE,-0.09647296573
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,300121.SZ,橡胶,1,5,10,60133929.5,EXECUTABLE,COMPLETE,-0.01671696607
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,300164.SZ,油服工程,1,6,10,136532506.1,EXECUTABLE,COMPLETE,-0.1190862719
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,300191.SZ,油服工程,1,7,10,323388588.4,EXECUTABLE,COMPLETE,-0.1605733468
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,300476.SZ,元件,1,8,10,122972538.3,EXECUTABLE,COMPLETE,-0.04255323159
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,600121.SH,煤炭开采,1,9,10,460429167.8,EXECUTABLE,COMPLETE,-0.003992015968
arm0_baseline,2021-06-25,2021-06-25 15:00:00,2021-06-25 15:00:00,600339.SH,油服工程,1,10,10,143537346.2,EXECUTABLE,COMPLETE,-0.06650862098
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,600720.SH,工程咨询服务Ⅱ,1,1,10,152807059,EXECUTABLE,COMPLETE,-0.08912090349
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,603160.SH,半导体,0.9677419355,2,10,714904715.8,EXECUTABLE,COMPLETE,0.01550249927
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,688126.SH,半导体,0.9677419355,3,10,912050975.5,EXECUTABLE,COMPLETE,0.4089503461
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,688589.SH,半导体,0.9677419355,4,10,129626490,EXECUTABLE,COMPLETE,0.1704260325
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,002049.SZ,半导体,0.9516129032,5,10,1565081035,EXECUTABLE,COMPLETE,0.285859767
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,002077.SZ,半导体,0.9516129032,6,10,271049368,EXECUTABLE,COMPLETE,0.05025981556
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,002119.SZ,半导体,0.9516129032,7,10,352985181.5,EXECUTABLE,COMPLETE,0.352701191
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,002156.SZ,半导体,0.9516129032,8,10,1537128241,EXECUTABLE,COMPLETE,-0.02866223891
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,002185.SZ,半导体,0.9516129032,9,10,2067378418,EXECUTABLE,COMPLETE,-0.05265907275
arm0_baseline,2021-07-02,2021-07-02 15:00:00,2021-07-02 15:00:00,002371.SZ,半导体,0.9516129032,10,10,2091038715,EXECUTABLE,COMPLETE,0.5821786322
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,000012.SZ,玻璃玻纤,1,1,10,439857014.1,EXECUTABLE,COMPLETE,0.2728982036
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,000420.SZ,化学纤维,1,2,10,113214941,EXECUTABLE,COMPLETE,-0.1504637783
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,000657.SZ,小金属,1,3,10,426291204,EXECUTABLE,COMPLETE,0.1411717424
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,000762.SZ,能源金属,1,4,10,1683564846,EXECUTABLE,COMPLETE,0.4846555374
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,000831.SZ,小金属,1,5,10,1458713396,EXECUTABLE,COMPLETE,0.4972991745
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,000936.SZ,化学纤维,1,6,10,134074032.6,EXECUTABLE,COMPLETE,0.02868727595
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,000949.SZ,化学纤维,1,7,10,570939286.2,EXECUTABLE,COMPLETE,-0.1367930805
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,000960.SZ,小金属,1,8,10,592123346.3,EXECUTABLE,COMPLETE,-0.070754404
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,000962.SZ,小金属,1,9,10,92908433.7,EXECUTABLE,COMPLETE,0.2191137725
arm0_baseline,2021-07-09,2021-07-09 15:00:00,2021-07-09 15:00:00,002064.SZ,化学纤维,1,10,10,663440202.5,EXECUTABLE,COMPLETE,-0.1742330663
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,000012.SZ,玻璃玻纤,1,1,10,690943563.3,EXECUTABLE,COMPLETE,-0.004828294712
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,000420.SZ,化学纤维,1,2,10,103518414.6,EXECUTABLE,COMPLETE,0.2496497688
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,000717.SZ,普钢,1,3,10,155190503.7,EXECUTABLE,COMPLETE,0.05274261603
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,000762.SZ,能源金属,1,4,10,2061503099,EXECUTABLE,COMPLETE,0.2448209125
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,000967.SZ,环保设备Ⅱ,1,5,10,92898513.83,EXECUTABLE,COMPLETE,-0.03132150333
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,002080.SZ,玻璃玻纤,1,6,10,796448506.2,EXECUTABLE,COMPLETE,-0.01922467196
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,002192.SZ,能源金属,1,7,10,1249790230,EXECUTABLE,COMPLETE,0.3908837065
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,002201.SZ,玻璃玻纤,1,8,10,441268839.3,EXECUTABLE,COMPLETE,0.2613518709
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,002240.SZ,能源金属,1,9,10,1734166901,EXECUTABLE,COMPLETE,-0.07316531772
arm0_baseline,2021-07-16,2021-07-16 15:00:00,2021-07-16 15:00:00,002460.SZ,能源金属,1,10,10,5473436905,EXECUTABLE,COMPLETE,0.04509694896
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000012.SZ,玻璃玻纤,1,1,10,782498407.6,EXECUTABLE,COMPLETE,0.07915766313
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000060.SZ,工业金属,1,2,10,232438322.5,EXECUTABLE,COMPLETE,0.0243036654
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000612.SZ,工业金属,1,3,10,515089151.2,EXECUTABLE,COMPLETE,-0.06062123245
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000630.SZ,工业金属,1,4,10,675475049.6,EXECUTABLE,COMPLETE,-0.006683929438
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000633.SZ,金属新材料,1,5,10,67262835.66,EXECUTABLE,COMPLETE,-0.07609566144
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000688.SZ,工业金属,1,6,10,63203842.44,EXECUTABLE,COMPLETE,0.1299504126
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000737.SZ,工业金属,1,7,10,110974964.1,EXECUTABLE,COMPLETE,-0.1894249405
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000751.SZ,工业金属,1,8,10,80932969.8,EXECUTABLE,COMPLETE,0.1120739551
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000758.SZ,工业金属,1,9,10,297141828.1,EXECUTABLE,COMPLETE,0.02880547397
arm0_baseline,2021-07-23,2021-07-23 15:00:00,2021-07-23 15:00:00,000762.SZ,能源金属,1,10,10,2570626857,EXECUTABLE,COMPLETE,0.3237920601
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000633.SZ,金属新材料,1,1,10,82860213.32,EXECUTABLE,COMPLETE,-0.09713490724
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000636.SZ,元件,1,2,10,1563872626,EXECUTABLE,COMPLETE,-0.1827061939
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000709.SZ,普钢,1,3,10,182534009,EXECUTABLE,COMPLETE,0.1469182846
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000717.SZ,普钢,1,4,10,167832238.5,EXECUTABLE,COMPLETE,0.1502285751
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000737.SZ,工业金属,1,5,10,107757571.5,EXECUTABLE,COMPLETE,-0.05108459205
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000761.SZ,普钢,1,6,10,162265954.6,EXECUTABLE,COMPLETE,0.1730760701
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000762.SZ,能源金属,1,7,10,3066309043,EXECUTABLE,COMPLETE,0.2100731137
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000778.SZ,普钢,1,8,10,160930449.3,EXECUTABLE,COMPLETE,0.08088084483
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000795.SZ,金属新材料,1,9,10,221262847.9,EXECUTABLE,COMPLETE,0.05430276571
arm0_baseline,2021-07-30,2021-07-30 15:00:00,2021-07-30 15:00:00,000823.SZ,元件,1,10,10,160136185,EXECUTABLE,COMPLETE,-0.02834634273
arm0_baseline,2021-08-06,2021-08-06 15:00:00,2021-08-06 15:00:00,000561.SZ,航空装备Ⅱ,1,1,10,301764449.4,EXECUTABLE,COMPLETE,0.0008903761105
arm0_baseline,2021-08-06,2021-08-06 15:00:00,2021-08-06 15:00:00,000697.SZ,航空装备Ⅱ,1,2,10,104522939,EXECUTABLE,COMPLETE,-0.02378025406
arm0_baseline,2021-08-06,2021-08-06 15:00:00,2021-08-06 15:00:00,000738.SZ,航空装备Ⅱ,1,3,10,602060100.9,EXECUTABLE,COMPLETE,0.03441337664
arm0_baseline,2021-08-06,2021-08-06 15:00:00,2021-08-06 15:00:00,000768.SZ,航空装备Ⅱ,1,4,10,1975018038,EXECUTABLE,COMPLETE,-0.1474996752
