cohort_id,industry,decision_date,rank_correlation,selection_overlap,changed_fraction,replacements_requested
2021-09-17,普钢,2021-10-19,0.9727272727,0.75,0.25,1
2021-09-17,普钢,2021-10-20,0.7,0.5,0.5,2
2021-09-17,普钢,2021-10-21,1,1,0,0
2021-09-17,普钢,2021-10-22,1,1,0,0
2021-09-17,普钢,2021-10-25,0.9623376623,0.75,0.25,1
2021-09-17,煤炭开采,2021-09-22,0.9548022599,1,0,0
2021-09-17,煤炭开采,2021-09-23,0.9966101695,1,0,0
2021-09-17,煤炭开采,2021-09-24,0.9988700565,1,0,0
2021-09-17,煤炭开采,2021-09-27,0.9672316384,1,0,0
2021-09-17,煤炭开采,2021-09-28,0.8787793513,0,1,1
2021-09-17,煤炭开采,2021-09-29,0.9988694178,1,0,0
2021-09-17,煤炭开采,2021-09-30,0.8394573205,1,0,0
2021-09-17,煤炭开采,2021-10-08,0.8971170153,1,0,0
2021-09-17,煤炭开采,2021-10-11,0.6555524421,0,1,1
2021-09-17,煤炭开采,2021-10-12,1,1,0,0
2021-09-17,煤炭开采,2021-10-13,1,1,0,0
2021-09-17,煤炭开采,2021-10-14,0.9276836158,0,1,1
2021-09-17,煤炭开采,2021-10-15,0.9920903955,1,0,0
2021-09-17,煤炭开采,2021-10-18,0.8528248588,0,1,1
2021-09-17,煤炭开采,2021-10-19,0.9595706024,1,0,0
2021-09-17,煤炭开采,2021-10-20,0.9717034522,0,1,1
2021-09-17,煤炭开采,2021-10-21,0.9886813809,1,0,0
2021-09-17,煤炭开采,2021-10-22,0.9581211092,0,1,1
2021-09-17,煤炭开采,2021-10-25,0.9886813809,0,1,1
2021-09-17,电视广播Ⅱ,2021-09-22,0.9761904762,1,0,0
2021-09-17,电视广播Ⅱ,2021-09-23,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-09-24,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-09-27,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-09-28,0.9285714286,1,0,0
2021-09-17,电视广播Ⅱ,2021-09-29,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-09-30,0.9047619048,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-08,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-11,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-12,0.9642857143,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-13,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-14,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-15,0.6785714286,0,1,1
2021-09-17,电视广播Ⅱ,2021-10-18,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-19,0.8928571429,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-20,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-21,1,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-22,,1,0,0
2021-09-17,电视广播Ⅱ,2021-10-25,,1,0,0
2021-09-17,航运港口,2021-09-22,0.9548532731,0.3333333333,0.6666666667,2
2021-09-17,航运港口,2021-09-23,1,1,0,0
2021-09-17,航运港口,2021-09-24,1,1,0,0
2021-09-17,航运港口,2021-09-27,1,1,0,0
2021-09-17,航运港口,2021-09-28,0.9491525424,1,0,0
2021-09-17,航运港口,2021-09-29,0.9762711864,1,0,0
2021-09-17,航运港口,2021-09-30,1,1,0,0
2021-09-17,航运港口,2021-10-08,0.9988700565,1,0,0
2021-09-17,航运港口,2021-10-11,0.9966101695,1,0,0
2021-09-17,航运港口,2021-10-12,1,1,0,0
2021-09-17,航运港口,2021-10-13,0.8126015368,0.6666666667,0.3333333333,1
2021-09-17,航运港口,2021-10-14,0.9623376623,0.6666666667,0.3333333333,1
2021-09-17,航运港口,2021-10-15,0.9727272727,0.6666666667,0.3333333333,1
2021-09-17,航运港口,2021-10-18,0.9714285714,0.6666666667,0.3333333333,1
2021-09-17,航运港口,2021-10-19,1,1,0,0
2021-09-17,航运港口,2021-10-20,0.9413533835,0.6666666667,0.3333333333,1
2021-09-17,航运港口,2021-10-21,1,1,0,0
2021-09-17,航运港口,2021-10-22,0.9926470588,1,0,0
2021-09-17,航运港口,2021-10-25,1,1,0,0
2021-09-28,养殖业,2021-09-29,1,1,0,0
2021-09-28,养殖业,2021-09-30,0.958041958,1,0,0
2021-09-28,养殖业,2021-10-08,0.9945054945,1,0,0
2021-09-28,养殖业,2021-10-11,0.9285714286,0.75,0.25,1
2021-09-28,养殖业,2021-10-12,1,0.75,0.25,1
2021-09-28,养殖业,2021-10-13,1,1,0,0
2021-09-28,养殖业,2021-10-14,1,1,0,0
2021-09-28,养殖业,2021-10-15,1,1,0,0
2021-09-28,养殖业,2021-10-18,1,1,0,0
2021-09-28,养殖业,2021-10-19,0.3678571429,0.5,0.5,2
2021-09-28,养殖业,2021-10-20,1,1,0,0
2021-09-28,养殖业,2021-10-21,1,1,0,0
2021-09-28,养殖业,2021-10-22,1,1,0,0
2021-09-28,养殖业,2021-10-25,0.9558823529,1,0,0
2021-09-28,养殖业,2021-10-26,1,1,0,0
2021-09-28,养殖业,2021-10-27,1,1,0,0
2021-09-28,养殖业,2021-10-28,1,0.75,0.25,1
2021-09-28,养殖业,2021-10-29,1,1,0,0
2021-09-28,养殖业,2021-11-01,0.7156862745,0.75,0.25,1
2021-09-28,出版,2021-09-29,1,1,0,0
2021-09-28,出版,2021-09-30,1,1,0,0
2021-09-28,出版,2021-10-08,0.5357142857,0,1,1
2021-09-28,出版,2021-10-11,1,1,0,0
2021-09-28,出版,2021-10-12,1,1,0,0
2021-09-28,出版,2021-10-13,1,1,0,0
2021-09-28,出版,2021-10-14,1,1,0,0
2021-09-28,出版,2021-10-15,0.3928571429,0,1,1
2021-09-28,出版,2021-10-18,1,1,0,0
2021-09-28,出版,2021-10-19,1,1,0,0
2021-09-28,出版,2021-10-20,1,1,0,0
2021-09-28,出版,2021-10-21,1,1,0,0
2021-09-28,出版,2021-10-22,,1,0,0
2021-09-28,出版,2021-10-25,,1,0,0
2021-09-28,出版,2021-10-26,,1,0,0
2021-09-28,出版,2021-10-27,,1,0,0
2021-09-28,出版,2021-10-28,,1,0,0
2021-09-28,出版,2021-10-29,,1,0,0
2021-09-28,出版,2021-11-01,,1,0,0
2021-09-28,油服工程,2021-09-29,1,1,0,0
2021-09-28,油服工程,2021-09-30,1,1,0,0
2021-09-28,油服工程,2021-10-08,0.9440559441,0,1,1
2021-09-28,油服工程,2021-10-11,1,1,0,0
2021-09-28,油服工程,2021-10-12,1,1,0,0
2021-09-28,油服工程,2021-10-13,1,1,0,0
2021-09-28,油服工程,2021-10-14,1,1,0,0
2021-09-28,油服工程,2021-10-15,1,1,0,0
2021-09-28,油服工程,2021-10-18,0.7972027972,1,0,0
2021-09-28,油服工程,2021-10-19,1,1,0,0
2021-09-28,油服工程,2021-10-20,1,1,0,0
2021-09-28,油服工程,2021-10-21,1,1,0,0
2021-09-28,油服工程,2021-10-22,0.9300699301,0,1,1
2021-09-28,油服工程,2021-10-25,1,1,0,0
2021-09-28,油服工程,2021-10-26,1,1,0,0
2021-09-28,油服工程,2021-10-27,1,1,0,0
2021-09-28,油服工程,2021-10-28,1,1,0,0
2021-09-28,油服工程,2021-10-29,1,1,0,0
2021-09-28,油服工程,2021-11-01,1,1,0,0
2021-09-28,航运港口,2021-09-29,0.9762711864,1,0,0
2021-09-28,航运港口,2021-09-30,1,1,0,0
2021-09-28,航运港口,2021-10-08,0.9988700565,1,0,0
2021-09-28,航运港口,2021-10-11,0.9966101695,1,0,0
2021-09-28,航运港口,2021-10-12,1,1,0,0
2021-09-28,航运港口,2021-10-13,0.8126015368,0.75,0.25,1
2021-09-28,航运港口,2021-10-14,0.9623376623,0.75,0.25,1
2021-09-28,航运港口,2021-10-15,0.9727272727,0.75,0.25,1
2021-09-28,航运港口,2021-10-18,0.9714285714,0.75,0.25,1
2021-09-28,航运港口,2021-10-19,1,1,0,0
2021-09-28,航运港口,2021-10-20,0.9413533835,0.75,0.25,1
2021-09-28,航运港口,2021-10-21,1,0.75,0.25,1
2021-09-28,航运港口,2021-10-22,0.9926470588,1,0,0
2021-09-28,航运港口,2021-10-25,1,1,0,0
2021-09-28,航运港口,2021-10-26,1,1,0,0
2021-09-28,航运港口,2021-10-27,0.8941176471,0.75,0.25,1
2021-09-28,航运港口,2021-10-28,0.9868131868,0.75,0.25,1
2021-09-28,航运港口,2021-10-29,0.9450549451,0.75,0.25,1
2021-09-28,航运港口,2021-11-01,1,1,0,0
2021-10-12,养殖业,2021-10-13,1,0.8333333333,0.1666666667,1
2021-10-12,养殖业,2021-10-14,1,0.8333333333,0.1666666667,1
2021-10-12,养殖业,2021-10-15,1,1,0,0
2021-10-12,养殖业,2021-10-18,1,1,0,0
2021-10-12,养殖业,2021-10-19,0.3678571429,0.5,0.5,3
2021-10-12,养殖业,2021-10-20,1,1,0,0
2021-10-12,养殖业,2021-10-21,1,1,0,0
2021-10-12,养殖业,2021-10-22,1,1,0,0
2021-10-12,养殖业,2021-10-25,0.9558823529,0.8333333333,0.1666666667,1
2021-10-12,养殖业,2021-10-26,1,1,0,0
2021-10-12,养殖业,2021-10-27,1,1,0,0
2021-10-12,养殖业,2021-10-28,1,0.8333333333,0.1666666667,1
2021-10-12,养殖业,2021-10-29,1,1,0,0
2021-10-12,养殖业,2021-11-01,0.7156862745,0.8333333333,0.1666666667,1
2021-10-12,养殖业,2021-11-02,1,1,0,0
2021-10-12,养殖业,2021-11-03,0.9632352941,1,0,0
2021-10-12,养殖业,2021-11-04,1,1,0,0
2021-10-12,养殖业,2021-11-05,1,1,0,0
2021-10-12,养殖业,2021-11-08,1,1,0,0
2021-10-12,油服工程,2021-10-13,1,1,0,0
2021-10-12,油服工程,2021-10-14,1,1,0,0
2021-10-12,油服工程,2021-10-15,1,1,0,0
2021-10-12,油服工程,2021-10-18,0.7972027972,1,0,0
2021-10-12,油服工程,2021-10-19,1,1,0,0
2021-10-12,油服工程,2021-10-20,1,1,0,0
2021-10-12,油服工程,2021-10-21,1,1,0,0
2021-10-12,油服工程,2021-10-22,0.9300699301,0,1,1
2021-10-12,油服工程,2021-10-25,1,1,0,0
2021-10-12,油服工程,2021-10-26,1,1,0,0
2021-10-12,油服工程,2021-10-27,1,1,0,0
2021-10-12,油服工程,2021-10-28,1,1,0,0
2021-10-12,油服工程,2021-10-29,1,1,0,0
2021-10-12,油服工程,2021-11-01,1,1,0,0
2021-10-12,油服工程,2021-11-02,0.8601398601,0,1,1
2021-10-12,油服工程,2021-11-03,1,1,0,0
2021-10-12,油服工程,2021-11-04,0.993006993,0,1,1
2021-10-12,油服工程,2021-11-05,0.7762237762,0,1,1
2021-10-12,油服工程,2021-11-08,1,1,0,0
2021-10-12,航空机场,2021-10-13,1,1,0,0
2021-10-12,航空机场,2021-10-14,0.2727272727,0,1,1
2021-10-12,航空机场,2021-10-15,1,1,0,0
2021-10-12,航空机场,2021-10-18,0.9878787879,1,0,0
2021-10-12,航空机场,2021-10-19,1,1,0,0
2021-10-12,航空机场,2021-10-20,1,1,0,0
2021-10-12,航空机场,2021-10-21,1,1,0,0
2021-10-12,航空机场,2021-10-22,1,1,0,0
2021-10-12,航空机场,2021-10-25,1,1,0,0
2021-10-12,航空机场,2021-10-26,0.8787878788,1,0,0
2021-10-12,航空机场,2021-10-27,1,1,0,0
2021-10-12,航空机场,2021-10-28,1,1,0,0
2021-10-12,航空机场,2021-10-29,0.9636363636,1,0,0
2021-10-12,航空机场,2021-11-01,1,1,0,0
2021-10-12,航空机场,2021-11-02,1,1,0,0
2021-10-12,航空机场,2021-11-03,1,1,0,0
2021-10-12,航空机场,2021-11-04,1,1,0,0
2021-10-12,航空机场,2021-11-05,0.9878787879,1,0,0
2021-10-12,航空机场,2021-11-08,0.5878787879,0,1,1
2021-10-12,饲料,2021-10-13,1,1,0,0
2021-10-12,饲料,2021-10-14,1,1,0,0
2021-10-12,饲料,2021-10-15,1,1,0,0
2021-10-12,饲料,2021-10-18,1,1,0,0
2021-10-12,饲料,2021-10-19,0.7380952381,0.5,0.5,1
2021-10-12,饲料,2021-10-20,1,1,0,0
2021-10-12,饲料,2021-10-21,1,1,0,0
2021-10-12,饲料,2021-10-22,1,0.5,0.5,1
2021-10-12,饲料,2021-10-25,0.9833333333,1,0,0
2021-10-12,饲料,2021-10-26,1,0.5,0.5,1
2021-10-12,饲料,2021-10-27,1,1,0,0
2021-10-12,饲料,2021-10-28,1,1,0,0
2021-10-12,饲料,2021-10-29,0.9285714286,0.5,0.5,1
2021-10-12,饲料,2021-11-01,0.8571428571,0.5,0.5,1
2021-10-12,饲料,2021-11-02,1,1,0,0
2021-10-12,饲料,2021-11-03,0.5,0.5,0.5,1
2021-10-12,饲料,2021-11-04,1,1,0,0
2021-10-12,饲料,2021-11-05,0.8571428571,1,0,0
2021-10-12,饲料,2021-11-08,1,1,0,0
2021-10-19,养殖业,2021-10-20,1,1,0,0
2021-10-19,养殖业,2021-10-21,1,1,0,0
2021-10-19,养殖业,2021-10-22,1,1,0,0
2021-10-19,养殖业,2021-10-25,0.9558823529,0.8333333333,0.1666666667,1
2021-10-19,养殖业,2021-10-26,1,1,0,0
2021-10-19,养殖业,2021-10-27,1,1,0,0
2021-10-19,养殖业,2021-10-28,1,0.8333333333,0.1666666667,1
2021-10-19,养殖业,2021-10-29,1,1,0,0
2021-10-19,养殖业,2021-11-01,0.7156862745,0.8333333333,0.1666666667,1
2021-10-19,养殖业,2021-11-02,1,1,0,0
2021-10-19,养殖业,2021-11-03,0.9632352941,1,0,0
2021-10-19,养殖业,2021-11-04,1,1,0,0
2021-10-19,养殖业,2021-11-05,1,1,0,0
2021-10-19,养殖业,2021-11-08,1,1,0,0
2021-10-19,养殖业,2021-11-09,1,1,0,0
2021-10-19,养殖业,2021-11-10,1,1,0,0
2021-10-19,养殖业,2021-11-11,1,1,0,0
2021-10-19,养殖业,2021-11-12,1,1,0,0
2021-10-19,养殖业,2021-11-15,1,1,0,0
2021-10-19,油服工程,2021-10-20,1,1,0,0
2021-10-19,油服工程,2021-10-21,1,1,0,0
2021-10-19,油服工程,2021-10-22,0.9300699301,0,1,1
2021-10-19,油服工程,2021-10-25,1,1,0,0
2021-10-19,油服工程,2021-10-26,1,1,0,0
2021-10-19,油服工程,2021-10-27,1,1,0,0
2021-10-19,油服工程,2021-10-28,1,1,0,0
2021-10-19,油服工程,2021-10-29,1,1,0,0
2021-10-19,油服工程,2021-11-01,1,1,0,0
2021-10-19,油服工程,2021-11-02,0.8601398601,0,1,1
2021-10-19,油服工程,2021-11-03,1,1,0,0
2021-10-19,油服工程,2021-11-04,0.993006993,0,1,1
2021-10-19,油服工程,2021-11-05,0.7762237762,0,1,1
2021-10-19,油服工程,2021-11-08,1,1,0,0
2021-10-19,油服工程,2021-11-09,1,1,0,0
2021-10-19,油服工程,2021-11-10,1,1,0,0
2021-10-19,油服工程,2021-11-11,1,1,0,0
2021-10-19,油服工程,2021-11-12,0.9909090909,1,0,0
2021-10-19,油服工程,2021-11-15,0.6363636364,0,1,1
2021-10-19,饲料,2021-10-20,1,1,0,0
2021-10-19,饲料,2021-10-21,1,1,0,0
2021-10-19,饲料,2021-10-22,1,0.6666666667,0.3333333333,1
2021-10-19,饲料,2021-10-25,0.9833333333,1,0,0
2021-10-19,饲料,2021-10-26,1,0.6666666667,0.3333333333,1
2021-10-19,饲料,2021-10-27,1,1,0,0
2021-10-19,饲料,2021-10-28,1,1,0,0
2021-10-19,饲料,2021-10-29,0.9285714286,1,0,0
2021-10-19,饲料,2021-11-01,0.8571428571,0.6666666667,0.3333333333,1
2021-10-19,饲料,2021-11-02,1,1,0,0
2021-10-19,饲料,2021-11-03,0.5,0.6666666667,0.3333333333,1
2021-10-19,饲料,2021-11-04,1,1,0,0
2021-10-19,饲料,2021-11-05,0.8571428571,1,0,0
2021-10-19,饲料,2021-11-08,1,1,0,0
2021-10-19,饲料,2021-11-09,1,1,0,0
2021-10-19,饲料,2021-11-10,1,1,0,0
2021-10-19,饲料,2021-11-11,1,1,0,0
2021-10-19,饲料,2021-11-12,1,1,0,0
2021-10-19,饲料,2021-11-15,0.9285714286,1,0,0
2021-10-26,养殖业,2021-10-27,1,1,0,0
2021-10-26,养殖业,2021-10-28,1,0.8571428571,0.1428571429,1
2021-10-26,养殖业,2021-10-29,1,1,0,0
2021-10-26,养殖业,2021-11-01,0.7156862745,0.7142857143,0.2857142857,2
2021-10-26,养殖业,2021-11-02,1,1,0,0
2021-10-26,养殖业,2021-11-03,0.9632352941,1,0,0
2021-10-26,养殖业,2021-11-04,1,1,0,0
2021-10-26,养殖业,2021-11-05,1,1,0,0
2021-10-26,养殖业,2021-11-08,1,1,0,0
2021-10-26,养殖业,2021-11-09,1,1,0,0
2021-10-26,养殖业,2021-11-10,1,1,0,0
2021-10-26,养殖业,2021-11-11,1,1,0,0
2021-10-26,养殖业,2021-11-12,1,1,0,0
2021-10-26,养殖业,2021-11-15,1,1,0,0
2021-10-26,养殖业,2021-11-16,0.7132352941,0.8571428571,0.1428571429,1
2021-10-26,养殖业,2021-11-17,1,1,0,0
2021-10-26,养殖业,2021-11-18,0.9852941176,1,0,0
2021-10-26,养殖业,2021-11-19,1,1,0,0
2021-10-26,养殖业,2021-11-22,1,1,0,0
2021-10-26,小家电,2021-10-27,1,1,0,0
2021-10-26,小家电,2021-10-28,0.9642857143,0,1,1
2021-10-26,小家电,2021-10-29,1,1,0,0
2021-10-26,小家电,2021-11-01,1,1,0,0
2021-10-26,小家电,2021-11-02,1,1,0,0
2021-10-26,小家电,2021-11-03,1,1,0,0
2021-10-26,小家电,2021-11-04,0.8928571429,1,0,0
2021-10-26,小家电,2021-11-05,1,1,0,0
2021-10-26,小家电,2021-11-08,1,1,0,0
2021-10-26,小家电,2021-11-09,0.8928571429,0,1,1
2021-10-26,小家电,2021-11-10,1,1,0,0
2021-10-26,小家电,2021-11-11,1,1,0,0
2021-10-26,小家电,2021-11-12,1,1,0,0
2021-10-26,小家电,2021-11-15,1,1,0,0
2021-10-26,小家电,2021-11-16,0.7857142857,1,0,0
2021-10-26,小家电,2021-11-17,1,1,0,0
2021-10-26,小家电,2021-11-18,1,1,0,0
2021-10-26,小家电,2021-11-19,1,1,0,0
2021-10-26,小家电,2021-11-22,1,1,0,0
2021-10-26,航空机场,2021-10-27,1,1,0,0
2021-10-26,航空机场,2021-10-28,1,1,0,0
2021-10-26,航空机场,2021-10-29,0.9636363636,1,0,0
2021-10-26,航空机场,2021-11-01,1,1,0,0
2021-10-26,航空机场,2021-11-02,1,1,0,0
2021-10-26,航空机场,2021-11-03,1,1,0,0
2021-10-26,航空机场,2021-11-04,1,1,0,0
2021-10-26,航空机场,2021-11-05,0.9878787879,1,0,0
2021-10-26,航空机场,2021-11-08,0.5878787879,1,0,0
2021-10-26,航空机场,2021-11-09,1,1,0,0
2021-10-26,航空机场,2021-11-10,1,1,0,0
2021-10-26,航空机场,2021-11-11,0.8909090909,0.5,0.5,1
2021-10-26,航空机场,2021-11-12,0.9878787879,1,0,0
2021-10-26,航空机场,2021-11-15,0.9272727273,0.5,0.5,1
2021-10-26,航空机场,2021-11-16,1,1,0,0
2021-10-26,航空机场,2021-11-17,1,1,0,0
2021-10-26,航空机场,2021-11-18,0.4545454545,0.5,0.5,1
2021-10-26,航空机场,2021-11-19,1,1,0,0
2021-10-26,航空机场,2021-11-22,1,1,0,0
2021-11-02,专业服务,2021-11-03,0.9833333333,0.5,0.5,1
2021-11-02,专业服务,2021-11-04,0.9,1,0,0
2021-11-02,专业服务,2021-11-05,1,1,0,0
2021-11-02,专业服务,2021-11-08,0.8181818182,0.5,0.5,1
2021-11-02,专业服务,2021-11-09,0.9090909091,0.5,0.5,1
2021-11-02,专业服务,2021-11-10,0.6727272727,0.5,0.5,1
2021-11-02,专业服务,2021-11-11,1,1,0,0
2021-11-02,专业服务,2021-11-12,0.8321678322,1,0,0
2021-11-02,专业服务,2021-11-15,1,1,0,0
2021-11-02,专业服务,2021-11-16,1,1,0,0
2021-11-02,专业服务,2021-11-17,0.9160839161,0.5,0.5,1
2021-11-02,专业服务,2021-11-18,0.979020979,0.5,0.5,1
2021-11-02,专业服务,2021-11-19,1,1,0,0
2021-11-02,专业服务,2021-11-22,0.967032967,1,0,0
2021-11-02,专业服务,2021-11-23,1,1,0,0
2021-11-02,专业服务,2021-11-24,0.9835164835,1,0,0
2021-11-02,专业服务,2021-11-25,1,1,0,0
2021-11-02,专业服务,2021-11-26,0.958041958,1,0,0
2021-11-02,专业服务,2021-11-29,0.958041958,0.5,0.5,1
2021-11-02,其他电子Ⅱ,2021-11-03,1,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-04,0.9483326481,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-05,0.9878787879,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-08,1,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-09,1,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-10,0.8060606061,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-11,0.8636363636,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-12,1,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-15,0.9878787879,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-16,1,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-17,0.9909090909,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-18,0.993006993,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-19,1,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-22,0.5804195804,0.5,0.5,1
2021-11-02,其他电子Ⅱ,2021-11-23,0.9909090909,1,0,0
2021-11-02,其他电子Ⅱ,2021-11-24,0.9454545455,0.5,0.5,1
2021-11-02,其他电子Ⅱ,2021-11-25,1,0.5,0.5,1
2021-11-02,其他电子Ⅱ,2021-11-26,0.9835164835,0.5,0.5,1
2021-11-02,其他电子Ⅱ,2021-11-29,0.8956043956,0.5,0.5,1
2021-11-02,地面兵装Ⅱ,2021-11-03,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-04,0.95,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-05,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-08,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-09,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-10,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-11,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-12,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-15,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-16,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-17,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-18,1,0.75,0.25,1
2021-11-02,地面兵装Ⅱ,2021-11-19,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-22,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-23,1,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-24,0.9272727273,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-25,0.6242424242,0.75,0.25,1
2021-11-02,地面兵装Ⅱ,2021-11-26,0.9878787879,1,0,0
2021-11-02,地面兵装Ⅱ,2021-11-29,0.9272727273,0.75,0.25,1
2021-11-02,小家电,2021-11-03,1,1,0,0
2021-11-02,小家电,2021-11-04,0.8928571429,1,0,0
2021-11-02,小家电,2021-11-05,1,1,0,0
2021-11-02,小家电,2021-11-08,1,1,0,0
2021-11-02,小家电,2021-11-09,0.8928571429,0,1,1
2021-11-02,小家电,2021-11-10,1,1,0,0
2021-11-02,小家电,2021-11-11,1,1,0,0
2021-11-02,小家电,2021-11-12,1,1,0,0
2021-11-02,小家电,2021-11-15,1,1,0,0
2021-11-02,小家电,2021-11-16,0.7857142857,1,0,0
2021-11-02,小家电,2021-11-17,1,1,0,0
2021-11-02,小家电,2021-11-18,1,1,0,0
2021-11-02,小家电,2021-11-19,1,1,0,0
2021-11-02,小家电,2021-11-22,1,1,0,0
2021-11-02,小家电,2021-11-23,1,1,0,0
2021-11-02,小家电,2021-11-24,1,1,0,0
2021-11-02,小家电,2021-11-25,0.9285714286,1,0,0
2021-11-02,小家电,2021-11-26,1,1,0,0
2021-11-02,小家电,2021-11-29,0.6071428571,0,1,1
2021-11-02,风电设备,2021-11-03,1,1,0,0
2021-11-02,风电设备,2021-11-04,0.7426470588,0,1,1
2021-11-02,风电设备,2021-11-05,1,1,0,0
2021-11-02,风电设备,2021-11-08,1,1,0,0
2021-11-02,风电设备,2021-11-09,1,1,0,0
2021-11-02,风电设备,2021-11-10,1,1,0,0
2021-11-02,风电设备,2021-11-11,1,1,0,0
2021-11-02,风电设备,2021-11-12,1,1,0,0
2021-11-02,风电设备,2021-11-15,1,1,0,0
2021-11-02,风电设备,2021-11-16,1,1,0,0
2021-11-02,风电设备,2021-11-17,1,1,0,0
2021-11-02,风电设备,2021-11-18,0.8121775026,1,0,0
2021-11-02,风电设备,2021-11-19,1,1,0,0
2021-11-02,风电设备,2021-11-22,1,1,0,0
2021-11-02,风电设备,2021-11-23,1,1,0,0
2021-11-02,风电设备,2021-11-24,0.9772961816,1,0,0
2021-11-02,风电设备,2021-11-25,0.9876160991,1,0,0
2021-11-02,风电设备,2021-11-26,0.907120743,1,0,0
2021-11-02,风电设备,2021-11-29,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-10,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-11,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-12,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-15,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-16,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-17,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-18,1,0.6666666667,0.3333333333,1
2021-11-09,地面兵装Ⅱ,2021-11-19,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-22,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-23,1,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-24,0.9272727273,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-25,0.6242424242,0.6666666667,0.3333333333,1
2021-11-09,地面兵装Ⅱ,2021-11-26,0.9878787879,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-29,0.9272727273,1,0,0
2021-11-09,地面兵装Ⅱ,2021-11-30,0.8545454545,1,0,0
2021-11-09,地面兵装Ⅱ,2021-12-01,0.9272727273,0.6666666667,0.3333333333,1
2021-11-09,地面兵装Ⅱ,2021-12-02,0.9878787879,0.6666666667,0.3333333333,1
2021-11-09,地面兵装Ⅱ,2021-12-03,0.6242424242,0.3333333333,0.6666666667,2
2021-11-09,地面兵装Ⅱ,2021-12-06,1,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-10,1,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-11,0.9759398496,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-12,1,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-15,0.9954887218,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-16,0.8631578947,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-17,1,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-18,1,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-19,0.5311688312,0,1,1
2021-11-09,电子化学品Ⅱ,2021-11-22,0.9636363636,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-23,0.8987012987,1,0,0
2021-11-09,电子化学品Ⅱ,2021-11-24,1,1,0,0
