cohort_id,industry,decision_date,rank_correlation,selection_overlap,changed_fraction,replacements_requested
2019-12-20,环境治理,2020-01-07,0.9120879121,0,1,1
2019-12-20,环境治理,2020-01-08,0.8058823529,1,0,0
2019-12-20,环境治理,2020-01-09,0.7842105263,1,0,0
2019-12-20,环境治理,2020-01-10,1,1,0,0
2019-12-20,环境治理,2020-01-13,0.9909774436,0,1,1
2019-12-20,环境治理,2020-01-14,0.7636363636,0,1,1
2019-12-20,环境治理,2020-01-15,1,0,1,1
2019-12-20,环境治理,2020-01-16,0.9784615385,1,0,0
2019-12-20,环境治理,2020-01-17,1,1,0,0
2019-12-20,玻璃玻纤,2019-12-23,1,1,0,0
2019-12-20,玻璃玻纤,2019-12-24,1,1,0,0
2019-12-20,玻璃玻纤,2019-12-25,0.9428571429,1,0,0
2019-12-20,玻璃玻纤,2019-12-26,0.6571428571,1,0,0
2019-12-20,玻璃玻纤,2019-12-27,1,1,0,0
2019-12-20,玻璃玻纤,2019-12-30,0.8285714286,1,0,0
2019-12-20,玻璃玻纤,2019-12-31,1,1,0,0
2019-12-20,玻璃玻纤,2020-01-02,1,1,0,0
2019-12-20,玻璃玻纤,2020-01-03,1,1,0,0
2019-12-20,玻璃玻纤,2020-01-06,1,1,0,0
2019-12-20,玻璃玻纤,2020-01-07,1,1,0,0
2019-12-20,玻璃玻纤,2020-01-08,0.8928571429,1,0,0
2019-12-20,玻璃玻纤,2020-01-09,0.8928571429,0,1,1
2019-12-20,玻璃玻纤,2020-01-10,1,1,0,0
2019-12-20,玻璃玻纤,2020-01-13,1,1,0,0
2019-12-20,玻璃玻纤,2020-01-14,1,0,1,1
2019-12-20,玻璃玻纤,2020-01-15,1,1,0,0
2019-12-20,玻璃玻纤,2020-01-16,0.9761904762,0,1,1
2019-12-20,玻璃玻纤,2020-01-17,1,1,0,0
2019-12-20,白色家电,2019-12-23,1,1,0,0
2019-12-20,白色家电,2019-12-24,1,1,0,0
2019-12-20,白色家电,2019-12-25,1,1,0,0
2019-12-20,白色家电,2019-12-26,1,1,0,0
2019-12-20,白色家电,2019-12-27,1,1,0,0
2019-12-20,白色家电,2019-12-30,1,1,0,0
2019-12-20,白色家电,2019-12-31,0.6,0.5,0.5,1
2019-12-20,白色家电,2020-01-02,1,1,0,0
2019-12-20,白色家电,2020-01-03,1,1,0,0
2019-12-20,白色家电,2020-01-06,1,1,0,0
2019-12-20,白色家电,2020-01-07,1,1,0,0
2019-12-20,白色家电,2020-01-08,1,1,0,0
2019-12-20,白色家电,2020-01-09,1,1,0,0
2019-12-20,白色家电,2020-01-10,1,1,0,0
2019-12-20,白色家电,2020-01-13,0.9428571429,1,0,0
2019-12-20,白色家电,2020-01-14,1,1,0,0
2019-12-20,白色家电,2020-01-15,1,1,0,0
2019-12-20,白色家电,2020-01-16,1,1,0,0
2019-12-20,白色家电,2020-01-17,1,1,0,0
2019-12-20,综合Ⅱ,2019-12-23,1,1,0,0
2019-12-20,综合Ⅱ,2019-12-24,0.9428571429,0.5,0.5,1
2019-12-20,综合Ⅱ,2019-12-25,0.8285714286,1,0,0
2019-12-20,综合Ⅱ,2019-12-26,1,1,0,0
2019-12-20,综合Ⅱ,2019-12-27,1,1,0,0
2019-12-20,综合Ⅱ,2019-12-30,1,1,0,0
2019-12-20,综合Ⅱ,2019-12-31,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-02,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-03,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-06,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-07,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-08,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-09,0.9428571429,1,0,0
2019-12-20,综合Ⅱ,2020-01-10,0.8285714286,0.5,0.5,1
2019-12-20,综合Ⅱ,2020-01-13,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-14,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-15,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-16,1,1,0,0
2019-12-20,综合Ⅱ,2020-01-17,0.6571428571,0.5,0.5,1
2019-12-20,证券Ⅱ,2019-12-23,1,1,0,0
2019-12-20,证券Ⅱ,2019-12-24,1,1,0,0
2019-12-20,证券Ⅱ,2019-12-25,0.9998123827,1,0,0
2019-12-20,证券Ⅱ,2019-12-26,0.9774859287,1,0,0
2019-12-20,证券Ⅱ,2019-12-27,1,1,0,0
2019-12-20,证券Ⅱ,2019-12-30,0.8174484053,0,1,1
2019-12-20,证券Ⅱ,2019-12-31,1,1,0,0
2019-12-20,证券Ⅱ,2020-01-02,0.993728223,1,0,0
2019-12-20,证券Ⅱ,2020-01-03,1,1,0,0
2019-12-20,证券Ⅱ,2020-01-06,0.9962476548,1,0,0
2019-12-20,证券Ⅱ,2020-01-07,1,1,0,0
2019-12-20,证券Ⅱ,2020-01-08,1,1,0,0
2019-12-20,证券Ⅱ,2020-01-09,1,1,0,0
2019-12-20,证券Ⅱ,2020-01-10,1,1,0,0
2019-12-20,证券Ⅱ,2020-01-13,0.856097561,0,1,1
2019-12-20,证券Ⅱ,2020-01-14,0.9953095685,1,0,0
2019-12-20,证券Ⅱ,2020-01-15,0.9315196998,1,0,0
2019-12-20,证券Ⅱ,2020-01-16,0.9778611632,1,0,0
2019-12-20,证券Ⅱ,2020-01-17,0.9624765478,0,1,1
2019-12-27,其他电子Ⅱ,2019-12-30,0.9878787879,1,0,0
2019-12-27,其他电子Ⅱ,2019-12-31,1,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-02,1,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-03,0.8424242424,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-06,0.8090909091,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-07,1,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-08,0.9727272727,0,1,1
2019-12-27,其他电子Ⅱ,2020-01-09,0.979020979,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-10,1,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-13,0.8846153846,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-14,0.978021978,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-15,0.967032967,0,1,1
2019-12-27,其他电子Ⅱ,2020-01-16,0.9956043956,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-17,1,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-20,1,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-21,1,1,0,0
2019-12-27,其他电子Ⅱ,2020-01-22,0.8846153846,0,1,1
2019-12-27,其他电子Ⅱ,2020-01-23,0.9175824176,0,1,1
2019-12-27,其他电子Ⅱ,2020-02-03,0.7582417582,1,0,0
2019-12-27,工业金属,2019-12-30,0.9992307692,1,0,0
2019-12-27,工业金属,2019-12-31,1,1,0,0
2019-12-27,工业金属,2020-01-02,0.9915384615,1,0,0
2019-12-27,工业金属,2020-01-03,1,1,0,0
2019-12-27,工业金属,2020-01-06,0.9700854701,1,0,0
2019-12-27,工业金属,2020-01-07,0.9957264957,1,0,0
2019-12-27,工业金属,2020-01-08,0.9917898194,1,0,0
2019-12-27,工业金属,2020-01-09,1,1,0,0
2019-12-27,工业金属,2020-01-10,0.9698960044,1,0,0
2019-12-27,工业金属,2020-01-13,1,1,0,0
2019-12-27,工业金属,2020-01-14,0.9064039409,1,0,0
2019-12-27,工业金属,2020-01-15,0.9551724138,1,0,0
2019-12-27,工业金属,2020-01-16,0.8371523915,1,0,0
2019-12-27,工业金属,2020-01-17,1,1,0,0
2019-12-27,工业金属,2020-01-20,1,1,0,0
2019-12-27,工业金属,2020-01-21,0.9879679144,1,0,0
2019-12-27,工业金属,2020-01-22,0.9067513369,1,0,0
2019-12-27,工业金属,2020-01-23,1,1,0,0
2019-12-27,工业金属,2020-02-03,0.9221256684,1,0,0
2019-12-27,电视广播Ⅱ,2019-12-30,0.95,1,0,0
2019-12-27,电视广播Ⅱ,2019-12-31,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-02,0.8333333333,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-03,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-06,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-07,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-08,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-09,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-10,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-13,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-14,0.8181818182,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-15,1,0,1,1
2019-12-27,电视广播Ⅱ,2020-01-16,0.9090909091,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-17,0.9909090909,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-20,1,0,1,1
2019-12-27,电视广播Ⅱ,2020-01-21,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-22,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-01-23,1,1,0,0
2019-12-27,电视广播Ⅱ,2020-02-03,1,1,0,0
2019-12-27,白色家电,2019-12-30,1,1,0,0
2019-12-27,白色家电,2019-12-31,0.6,0.5,0.5,1
2019-12-27,白色家电,2020-01-02,1,1,0,0
2019-12-27,白色家电,2020-01-03,1,1,0,0
2019-12-27,白色家电,2020-01-06,1,1,0,0
2019-12-27,白色家电,2020-01-07,1,1,0,0
2019-12-27,白色家电,2020-01-08,1,1,0,0
2019-12-27,白色家电,2020-01-09,1,1,0,0
2019-12-27,白色家电,2020-01-10,1,1,0,0
2019-12-27,白色家电,2020-01-13,0.9428571429,1,0,0
2019-12-27,白色家电,2020-01-14,1,1,0,0
2019-12-27,白色家电,2020-01-15,1,1,0,0
2019-12-27,白色家电,2020-01-16,1,1,0,0
2019-12-27,白色家电,2020-01-17,1,1,0,0
2019-12-27,白色家电,2020-01-20,1,1,0,0
2019-12-27,白色家电,2020-01-21,1,1,0,0
2019-12-27,白色家电,2020-01-22,1,1,0,0
2019-12-27,白色家电,2020-01-23,0.6571428571,1,0,0
2019-12-27,白色家电,2020-02-03,0.8285714286,0.5,0.5,1
2019-12-27,综合Ⅱ,2019-12-30,1,1,0,0
2019-12-27,综合Ⅱ,2019-12-31,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-02,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-03,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-06,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-07,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-08,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-09,0.9428571429,1,0,0
2019-12-27,综合Ⅱ,2020-01-10,0.8285714286,0.5,0.5,1
2019-12-27,综合Ⅱ,2020-01-13,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-14,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-15,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-16,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-17,0.6571428571,0.5,0.5,1
2019-12-27,综合Ⅱ,2020-01-20,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-21,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-22,1,1,0,0
2019-12-27,综合Ⅱ,2020-01-23,1,1,0,0
2019-12-27,综合Ⅱ,2020-02-03,1,1,0,0
2019-12-27,航空机场,2019-12-30,0.9636363636,1,0,0
2019-12-27,航空机场,2019-12-31,1,1,0,0
2019-12-27,航空机场,2020-01-02,1,1,0,0
2019-12-27,航空机场,2020-01-03,1,1,0,0
2019-12-27,航空机场,2020-01-06,1,1,0,0
2019-12-27,航空机场,2020-01-07,0.9454545455,1,0,0
2019-12-27,航空机场,2020-01-08,1,1,0,0
2019-12-27,航空机场,2020-01-09,0.5454545455,1,0,0
2019-12-27,航空机场,2020-01-10,1,1,0,0
2019-12-27,航空机场,2020-01-13,1,1,0,0
2019-12-27,航空机场,2020-01-14,1,1,0,0
2019-12-27,航空机场,2020-01-15,1,1,0,0
2019-12-27,航空机场,2020-01-16,1,1,0,0
2019-12-27,航空机场,2020-01-17,1,1,0,0
2019-12-27,航空机场,2020-01-20,1,1,0,0
2019-12-27,航空机场,2020-01-21,1,1,0,0
2019-12-27,航空机场,2020-01-22,1,1,0,0
2019-12-27,航空机场,2020-01-23,1,1,0,0
2019-12-27,航空机场,2020-02-03,1,1,0,0
2019-12-27,证券Ⅱ,2019-12-30,0.8174484053,0,1,1
2019-12-27,证券Ⅱ,2019-12-31,1,1,0,0
2019-12-27,证券Ⅱ,2020-01-02,0.993728223,1,0,0
2019-12-27,证券Ⅱ,2020-01-03,1,1,0,0
2019-12-27,证券Ⅱ,2020-01-06,0.9962476548,1,0,0
2019-12-27,证券Ⅱ,2020-01-07,1,1,0,0
2019-12-27,证券Ⅱ,2020-01-08,1,1,0,0
2019-12-27,证券Ⅱ,2020-01-09,1,1,0,0
2019-12-27,证券Ⅱ,2020-01-10,1,1,0,0
2019-12-27,证券Ⅱ,2020-01-13,0.856097561,0,1,1
2019-12-27,证券Ⅱ,2020-01-14,0.9953095685,1,0,0
2019-12-27,证券Ⅱ,2020-01-15,0.9315196998,1,0,0
2019-12-27,证券Ⅱ,2020-01-16,0.9778611632,1,0,0
2019-12-27,证券Ⅱ,2020-01-17,0.9624765478,0,1,1
2019-12-27,证券Ⅱ,2020-01-20,0.9981238274,1,0,0
2019-12-27,证券Ⅱ,2020-01-21,1,1,0,0
2019-12-27,证券Ⅱ,2020-01-22,0.9988742964,1,0,0
2019-12-27,证券Ⅱ,2020-01-23,0.9549718574,1,0,0
2019-12-27,证券Ⅱ,2020-02-03,0.9711069418,0,1,1
2019-12-27,贵金属,2019-12-30,1,1,0,0
2019-12-27,贵金属,2019-12-31,0.9,1,0,0
2019-12-27,贵金属,2020-01-02,0.2833333333,0,1,1
2019-12-27,贵金属,2020-01-03,0.6166666667,0,1,1
2019-12-27,贵金属,2020-01-06,0.45,1,0,0
2019-12-27,贵金属,2020-01-07,1,1,0,0
2019-12-27,贵金属,2020-01-08,1,1,0,0
2019-12-27,贵金属,2020-01-09,1,1,0,0
2019-12-27,贵金属,2020-01-10,1,1,0,0
2019-12-27,贵金属,2020-01-13,1,1,0,0
2019-12-27,贵金属,2020-01-14,1,1,0,0
2019-12-27,贵金属,2020-01-15,0.9878787879,0,1,1
2019-12-27,贵金属,2020-01-16,1,1,0,0
2019-12-27,贵金属,2020-01-17,1,1,0,0
2019-12-27,贵金属,2020-01-20,1,1,0,0
2019-12-27,贵金属,2020-01-21,1,1,0,0
2019-12-27,贵金属,2020-01-22,1,1,0,0
2019-12-27,贵金属,2020-01-23,1,1,0,0
2019-12-27,贵金属,2020-02-03,0.9636363636,1,0,0
2020-01-06,工业金属,2020-01-07,0.9957264957,1,0,0
2020-01-06,工业金属,2020-01-08,0.9917898194,1,0,0
2020-01-06,工业金属,2020-01-09,1,1,0,0
2020-01-06,工业金属,2020-01-10,0.9698960044,1,0,0
2020-01-06,工业金属,2020-01-13,1,1,0,0
2020-01-06,工业金属,2020-01-14,0.9064039409,1,0,0
2020-01-06,工业金属,2020-01-15,0.9551724138,1,0,0
2020-01-06,工业金属,2020-01-16,0.8371523915,1,0,0
2020-01-06,工业金属,2020-01-17,1,1,0,0
2020-01-06,工业金属,2020-01-20,1,1,0,0
2020-01-06,工业金属,2020-01-21,0.9879679144,1,0,0
2020-01-06,工业金属,2020-01-22,0.9067513369,1,0,0
2020-01-06,工业金属,2020-01-23,1,1,0,0
2020-01-06,工业金属,2020-02-03,0.9221256684,1,0,0
2020-01-06,工业金属,2020-02-04,0.8796027502,0,1,1
2020-01-06,工业金属,2020-02-05,0.8475073314,0,1,1
2020-01-06,工业金属,2020-02-06,0.9975806452,1,0,0
2020-01-06,工业金属,2020-02-07,0.9968854283,1,0,0
2020-01-06,工业金属,2020-02-10,0.9078976641,0,1,1
2020-01-06,工程机械,2020-01-07,1,1,0,0
2020-01-06,工程机械,2020-01-08,1,0.5,0.5,1
2020-01-06,工程机械,2020-01-09,0.9272727273,1,0,0
2020-01-06,工程机械,2020-01-10,1,1,0,0
2020-01-06,工程机械,2020-01-13,1,1,0,0
2020-01-06,工程机械,2020-01-14,0.8090909091,0.5,0.5,1
2020-01-06,工程机械,2020-01-15,1,1,0,0
2020-01-06,工程机械,2020-01-16,1,0.5,0.5,1
2020-01-06,工程机械,2020-01-17,1,1,0,0
2020-01-06,工程机械,2020-01-20,1,1,0,0
2020-01-06,工程机械,2020-01-21,1,1,0,0
2020-01-06,工程机械,2020-01-22,0.8333333333,0.5,0.5,1
2020-01-06,工程机械,2020-01-23,1,1,0,0
2020-01-06,工程机械,2020-02-03,0.4,0,1,2
2020-01-06,工程机械,2020-02-04,0.9166666667,0.5,0.5,1
2020-01-06,工程机械,2020-02-05,1,0.5,0.5,1
2020-01-06,工程机械,2020-02-06,1,0.5,0.5,1
2020-01-06,工程机械,2020-02-07,0.3095238095,0.5,0.5,1
2020-01-06,工程机械,2020-02-10,0.8166666667,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-07,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-08,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-09,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-10,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-13,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-14,0.8181818182,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-15,1,0,1,1
2020-01-06,电视广播Ⅱ,2020-01-16,0.9090909091,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-17,0.9909090909,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-20,1,0,1,1
2020-01-06,电视广播Ⅱ,2020-01-21,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-22,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-01-23,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-02-03,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-02-04,0.9636363636,1,0,0
2020-01-06,电视广播Ⅱ,2020-02-05,1,1,0,0
2020-01-06,电视广播Ⅱ,2020-02-06,0.8814630383,1,0,0
2020-01-06,电视广播Ⅱ,2020-02-07,0.987804878,1,0,0
2020-01-06,电视广播Ⅱ,2020-02-10,1,1,0,0
2020-01-06,白色家电,2020-01-07,1,1,0,0
2020-01-06,白色家电,2020-01-08,1,1,0,0
2020-01-06,白色家电,2020-01-09,1,1,0,0
2020-01-06,白色家电,2020-01-10,1,1,0,0
2020-01-06,白色家电,2020-01-13,0.9428571429,1,0,0
2020-01-06,白色家电,2020-01-14,1,1,0,0
2020-01-06,白色家电,2020-01-15,1,1,0,0
2020-01-06,白色家电,2020-01-16,1,1,0,0
2020-01-06,白色家电,2020-01-17,1,1,0,0
2020-01-06,白色家电,2020-01-20,1,1,0,0
2020-01-06,白色家电,2020-01-21,1,1,0,0
2020-01-06,白色家电,2020-01-22,1,1,0,0
2020-01-06,白色家电,2020-01-23,0.6571428571,1,0,0
2020-01-06,白色家电,2020-02-03,0.8285714286,0.5,0.5,1
2020-01-06,白色家电,2020-02-04,0.7714285714,0.5,0.5,1
2020-01-06,白色家电,2020-02-05,1,1,0,0
2020-01-06,白色家电,2020-02-06,1,1,0,0
2020-01-06,白色家电,2020-02-07,1,1,0,0
2020-01-06,白色家电,2020-02-10,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-07,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-08,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-09,0.9428571429,1,0,0
2020-01-06,综合Ⅱ,2020-01-10,0.8285714286,0.5,0.5,1
2020-01-06,综合Ⅱ,2020-01-13,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-14,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-15,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-16,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-17,0.6571428571,0.5,0.5,1
2020-01-06,综合Ⅱ,2020-01-20,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-21,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-22,1,1,0,0
2020-01-06,综合Ⅱ,2020-01-23,1,1,0,0
2020-01-06,综合Ⅱ,2020-02-03,1,1,0,0
2020-01-06,综合Ⅱ,2020-02-04,1,1,0,0
2020-01-06,综合Ⅱ,2020-02-05,0.8571428571,0.5,0.5,1
2020-01-06,综合Ⅱ,2020-02-06,1,1,0,0
2020-01-06,综合Ⅱ,2020-02-07,1,1,0,0
2020-01-06,综合Ⅱ,2020-02-10,0.9285714286,0.5,0.5,1
2020-01-06,证券Ⅱ,2020-01-07,1,1,0,0
2020-01-06,证券Ⅱ,2020-01-08,1,1,0,0
2020-01-06,证券Ⅱ,2020-01-09,1,1,0,0
2020-01-06,证券Ⅱ,2020-01-10,1,1,0,0
2020-01-06,证券Ⅱ,2020-01-13,0.856097561,0,1,1
2020-01-06,证券Ⅱ,2020-01-14,0.9953095685,1,0,0
2020-01-06,证券Ⅱ,2020-01-15,0.9315196998,1,0,0
2020-01-06,证券Ⅱ,2020-01-16,0.9778611632,1,0,0
2020-01-06,证券Ⅱ,2020-01-17,0.9624765478,0,1,1
2020-01-06,证券Ⅱ,2020-01-20,0.9981238274,1,0,0
2020-01-06,证券Ⅱ,2020-01-21,1,1,0,0
2020-01-06,证券Ⅱ,2020-01-22,0.9988742964,1,0,0
2020-01-06,证券Ⅱ,2020-01-23,0.9549718574,1,0,0
2020-01-06,证券Ⅱ,2020-02-03,0.9711069418,0,1,1
2020-01-06,证券Ⅱ,2020-02-04,1,1,0,0
2020-01-06,证券Ⅱ,2020-02-05,0.4470383275,0,1,1
2020-01-06,证券Ⅱ,2020-02-06,0.8829268293,0,1,1
2020-01-06,证券Ⅱ,2020-02-07,0.9292682927,1,0,0
2020-01-06,证券Ⅱ,2020-02-10,0.9763066202,1,0,0
2020-01-06,饰品,2020-01-07,1,1,0,0
2020-01-06,饰品,2020-01-08,0.75,1,0,0
2020-01-06,饰品,2020-01-09,1,1,0,0
2020-01-06,饰品,2020-01-10,1,1,0,0
2020-01-06,饰品,2020-01-13,1,1,0,0
2020-01-06,饰品,2020-01-14,1,1,0,0
2020-01-06,饰品,2020-01-15,1,1,0,0
2020-01-06,饰品,2020-01-16,1,1,0,0
2020-01-06,饰品,2020-01-17,1,1,0,0
2020-01-06,饰品,2020-01-20,0.2142857143,0,1,1
2020-01-06,饰品,2020-01-21,1,1,0,0
2020-01-06,饰品,2020-01-22,1,1,0,0
2020-01-06,饰品,2020-01-23,1,1,0,0
2020-01-06,饰品,2020-02-03,1,1,0,0
2020-01-06,饰品,2020-02-04,1,1,0,0
2020-01-06,饰品,2020-02-05,1,1,0,0
2020-01-06,饰品,2020-02-06,1,1,0,0
2020-01-06,饰品,2020-02-07,0.9642857143,0,1,1
2020-01-06,饰品,2020-02-10,1,0,1,1
2020-01-13,农化制品,2020-01-14,0.8830769231,1,0,0
2020-01-13,农化制品,2020-01-15,0.9292307692,0,1,1
2020-01-13,农化制品,2020-01-16,1,1,0,0
2020-01-13,农化制品,2020-01-17,0.9860869565,0,1,1
2020-01-13,农化制品,2020-01-20,0.9939130435,1,0,0
2020-01-13,农化制品,2020-01-21,1,1,0,0
2020-01-13,农化制品,2020-01-22,0.935770751,1,0,0
2020-01-13,农化制品,2020-01-23,1,1,0,0
2020-01-13,农化制品,2020-02-03,0.9515810277,1,0,0
2020-01-13,农化制品,2020-02-04,0.8626482213,0,1,1
2020-01-13,农化制品,2020-02-05,0.9051383399,1,0,0
2020-01-13,农化制品,2020-02-06,0.7913043478,1,0,0
2020-01-13,农化制品,2020-02-07,1,1,0,0
2020-01-13,农化制品,2020-02-10,0.9226086957,1,0,0
2020-01-13,农化制品,2020-02-11,1,0,1,1
2020-01-13,农化制品,2020-02-12,0.9965217391,1,0,0
2020-01-13,农化制品,2020-02-13,0.8426086957,1,0,0
2020-01-13,农化制品,2020-02-14,0.9686956522,1,0,0
2020-01-13,农化制品,2020-02-17,0.71,1,0,0
2020-01-13,电池,2020-01-14,0.9332306944,1,0,0
2020-01-13,电池,2020-01-15,0.9686261192,1,0,0
2020-01-13,电池,2020-01-16,0.9597903176,1,0,0
2020-01-13,电池,2020-01-17,0.9770582794,1,0,0
2020-01-13,电池,2020-01-20,0.9987665742,1,0,0
2020-01-13,电池,2020-01-21,1,1,0,0
2020-01-13,电池,2020-01-22,0.7889608387,0,1,1
2020-01-13,电池,2020-01-23,0.976564909,1,0,0
2020-01-13,电池,2020-02-03,0.8919518964,1,0,0
2020-01-13,电池,2020-02-04,0.8124961513,1,0,0
2020-01-13,电池,2020-02-05,0.9472851871,1,0,0
2020-01-13,电池,2020-02-06,0.8429098577,1,0,0
2020-01-13,电池,2020-02-07,0.9576963627,1,0,0
2020-01-13,电池,2020-02-10,0.942672641,1,0,0
2020-01-13,电池,2020-02-11,1,1,0,0
2020-01-13,电池,2020-02-12,0.9736425936,1,0,0
2020-01-13,电池,2020-02-13,0.9043226147,1,0,0
2020-01-13,电池,2020-02-14,1,1,0,0
2020-01-13,电池,2020-02-17,0.9874802319,0,1,1
2020-01-13,电视广播Ⅱ,2020-01-14,0.8181818182,1,0,0
2020-01-13,电视广播Ⅱ,2020-01-15,1,0,1,1
2020-01-13,电视广播Ⅱ,2020-01-16,0.9090909091,1,0,0
2020-01-13,电视广播Ⅱ,2020-01-17,0.9909090909,1,0,0
2020-01-13,电视广播Ⅱ,2020-01-20,1,0,1,1
2020-01-13,电视广播Ⅱ,2020-01-21,1,1,0,0
2020-01-13,电视广播Ⅱ,2020-01-22,1,1,0,0
2020-01-13,电视广播Ⅱ,2020-01-23,1,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-03,1,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-04,0.9636363636,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-05,1,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-06,0.8814630383,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-07,0.987804878,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-10,1,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-11,0.9661950104,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-12,0.5527950311,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-13,1,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-14,1,1,0,0
2020-01-13,电视广播Ⅱ,2020-02-17,1,1,0,0
2020-01-13,白色家电,2020-01-14,1,1,0,0
2020-01-13,白色家电,2020-01-15,1,1,0,0
2020-01-13,白色家电,2020-01-16,1,1,0,0
2020-01-13,白色家电,2020-01-17,1,1,0,0
2020-01-13,白色家电,2020-01-20,1,1,0,0
2020-01-13,白色家电,2020-01-21,1,1,0,0
2020-01-13,白色家电,2020-01-22,1,1,0,0
2020-01-13,白色家电,2020-01-23,0.6571428571,1,0,0
2020-01-13,白色家电,2020-02-03,0.8285714286,0.5,0.5,1
2020-01-13,白色家电,2020-02-04,0.7714285714,0.5,0.5,1
2020-01-13,白色家电,2020-02-05,1,1,0,0
2020-01-13,白色家电,2020-02-06,1,1,0,0
2020-01-13,白色家电,2020-02-07,1,1,0,0
2020-01-13,白色家电,2020-02-10,1,1,0,0
2020-01-13,白色家电,2020-02-11,0.9428571429,1,0,0
2020-01-13,白色家电,2020-02-12,1,1,0,0
2020-01-13,白色家电,2020-02-13,1,1,0,0
2020-01-13,白色家电,2020-02-14,1,1,0,0
2020-01-13,白色家电,2020-02-17,0.9642857143,1,0,0
