signal_date,symbol,industry,diffusion_score,max_return20,signal_year,recurrence_h20
2018-07-09,000697.SZ,航空装备Ⅱ,0.666666666667,0.0312525435041,2018,False
2018-07-09,600038.SH,航空装备Ⅱ,0.666666666667,0.049185953487,2018,False
2018-08-06,000709.SZ,普钢,1,0.0212773984473,2018,True
2018-08-06,000778.SZ,普钢,0.933333333333,0.0273413456043,2018,True
2018-08-13,000709.SZ,普钢,1,0.0247800289985,2018,True
2018-08-13,000959.SZ,普钢,1,0.0329441557194,2018,True
2018-08-27,000680.SZ,工程机械,1,0.0640423663271,2018,True
2018-08-27,000157.SZ,工程机械,0.833333333333,0.0367238329547,2018,True
2018-09-03,002016.SZ,房地产开发,0.944444444444,0.0348823115547,2018,True
2018-09-03,600208.SH,房地产开发,0.888888888889,0.0158985860678,2018,True
2018-09-10,603080.SH,燃气Ⅱ,0.714285714286,0.0336662021806,2018,True
2018-09-10,603393.SH,燃气Ⅱ,0.714285714286,0.0388426694675,2018,True
2018-09-17,603080.SH,燃气Ⅱ,0.916666666667,0.0336662021806,2018,True
2018-09-17,000407.SZ,燃气Ⅱ,0.916666666667,0.0623187643993,2018,True
2018-10-09,601898.SH,煤炭开采,1,0.0234844452331,2018,True
2018-10-09,600348.SH,煤炭开采,1,0.0240148762039,2018,True
2018-10-16,600751.SH,航运港口,0.6,0.0128206884291,2018,True
2018-10-16,600018.SH,航运港口,0.6,0.0197245053478,2018,True
2018-10-30,002500.SZ,证券Ⅱ,0.848484848485,0.0945884186759,2018,True
2018-10-30,601108.SH,证券Ⅱ,0.848484848485,0.0949165564967,2018,True
2018-11-06,601108.SH,证券Ⅱ,0.969696969697,0.0949165564967,2018,True
2018-11-06,000776.SZ,证券Ⅱ,0.969696969697,0.0949807447824,2018,True
2018-11-27,603338.SH,工程机械,1,0.0254379699628,2018,True
2018-11-27,000425.SZ,工程机械,1,0.026747508367,2018,True
2018-12-18,603369.SH,白酒Ⅱ,1,0.0379792480652,2018,True
2018-12-18,002304.SZ,白酒Ⅱ,0.923076923077,0.0358212764518,2018,True
2018-12-25,300353.SZ,通信设备,0.857142857143,0.0344321964215,2018,True
2018-12-25,300183.SZ,通信设备,0.857142857143,0.0365372938447,2018,True
2019-01-03,002299.SZ,养殖业,0.75,0.0216124497428,2019,True
2019-01-03,002234.SZ,养殖业,0.75,0.0412882535176,2019,True
2019-01-10,600050.SH,通信服务,0.894736842105,0.0133717369659,2019,True
2019-01-10,000839.SZ,通信服务,0.894736842105,0.0313863138207,2019,True
2019-01-17,002299.SZ,养殖业,1,0.032886110917,2019,True
2019-01-17,300498.SZ,养殖业,1,0.0378146669238,2019,True
2019-01-31,000157.SZ,工程机械,1,0.0139472274809,2019,True
2019-01-31,000425.SZ,工程机械,1,0.015504186536,2019,True
2019-02-28,000656.SZ,房地产开发,1,0.0299025601739,2019,True
2019-02-28,600325.SH,房地产开发,1,0.0317486983146,2019,True
2019-03-14,600461.SH,环境治理,1,0.0344861760712,2019,True
2019-03-14,600323.SH,环境治理,1,0.0382212128202,2019,True
2019-04-26,600508.SH,煤炭开采,1,0.0252265629457,2019,False
2019-04-26,601088.SH,煤炭开采,1,0.0271646481844,2019,False
2019-05-08,603043.SH,休闲食品,0.625,0.0360241785999,2019,True
2019-05-08,603517.SH,休闲食品,0.625,0.0638090169535,2019,True
2019-05-22,603043.SH,休闲食品,0.75,0.0343676435042,2019,True
2019-05-22,002557.SZ,休闲食品,0.75,0.0655665501339,2019,True
2019-05-29,600298.SH,调味发酵品Ⅱ,1,0.0361103815788,2019,True
2019-05-29,600872.SH,调味发酵品Ⅱ,1,0.0505828971877,2019,True
2019-06-20,601328.SH,银行Ⅱ,1,0.00805806132976,2019,True
2019-06-20,600016.SH,银行Ⅱ,1,0.00977206473379,2019,True
2019-08-01,002056.SZ,光伏设备,0.916666666667,0.0246210843903,2019,False
2019-08-01,600151.SH,光伏设备,0.916666666667,0.0313505298841,2019,False
2019-08-08,002007.SZ,生物制品,0.75,0.0227785868893,2019,True
2019-08-08,600739.SH,生物制品,0.75,0.0243390683053,2019,True
2019-08-15,300408.SZ,元件,0.96,0.0361796565775,2019,True
2019-08-15,600563.SH,元件,0.96,0.0432759834818,2019,True
2019-09-27,601288.SH,银行Ⅱ,1,0.0116619397478,2019,False
2019-09-27,601398.SH,银行Ⅱ,1,0.0128796628637,2019,False
2019-10-18,600587.SH,医疗器械,0.869565217391,0.0128289123162,2019,True
2019-10-18,300238.SZ,医疗器械,0.869565217391,0.0264087619733,2019,True
2019-11-08,300146.SZ,食品加工,1,0.0241423053216,2019,True
2019-11-08,600073.SH,食品加工,0.9,0.036721188456,2019,True
2019-11-15,002304.SZ,白酒Ⅱ,0.928571428571,0.0268730182511,2019,True
2019-11-15,600519.SH,白酒Ⅱ,0.857142857143,0.0184701820624,2019,True
2019-11-29,601992.SH,水泥,1,0.0398214941867,2019,True
2019-11-29,600668.SH,水泥,0.928571428571,0.0381478425571,2019,True
2020-02-04,603222.SH,医疗器械,0.928571428571,0.0345914447696,2020,False
2020-02-04,300298.SZ,医疗器械,0.928571428571,0.0520616667566,2020,False
2020-02-11,300298.SZ,医疗器械,0.9375,0.0520616667566,2020,True
2020-02-11,603987.SH,医疗器械,0.9375,0.0576466950996,2020,True
2020-02-18,002119.SZ,半导体,1,0.0490387966918,2020,True
2020-02-18,300077.SZ,半导体,1,0.0629678643727,2020,True
2020-03-03,600694.SH,一般零售,1,0.0247946586132,2020,True
2020-03-03,600859.SH,一般零售,1,0.0252180424333,2020,True
2020-03-17,603288.SH,调味发酵品Ⅱ,1,0.0235211558064,2020,True
2020-03-17,002507.SZ,调味发酵品Ⅱ,0.875,0.0533159293174,2020,True
2020-03-24,600305.SH,调味发酵品Ⅱ,1,0.0539169199158,2020,True
2020-03-24,600298.SH,调味发酵品Ⅱ,1,0.0599213044741,2020,True
2020-04-08,600305.SH,调味发酵品Ⅱ,1,0.0443589551462,2020,True
2020-04-08,600872.SH,调味发酵品Ⅱ,1,0.0577000323076,2020,True
2020-04-22,603198.SH,白酒Ⅱ,1,0.024368591017,2020,True
2020-04-22,600809.SH,白酒Ⅱ,1,0.0323948107086,2020,True
2020-05-25,600132.SH,非白酒,1,0.037247605484,2020,True
2020-05-25,000729.SZ,非白酒,1,0.0446645209845,2020,True
2020-07-29,002476.SZ,炼化及贸易,1,0.0324177495734,2020,False
2020-07-29,000301.SZ,炼化及贸易,1,0.0346655161003,2020,False
2020-08-05,000553.SZ,农化制品,1,0.0363676441709,2020,True
2020-08-05,002391.SZ,农化制品,1,0.0440395614108,2020,True
2020-08-19,601118.SH,种植业,1,0.0398321054484,2020,True
2020-08-19,600359.SH,种植业,1,0.0585176068978,2020,True
2020-09-09,600559.SH,白酒Ⅱ,1,0.0331355615961,2020,True
2020-09-09,600519.SH,白酒Ⅱ,0.933333333333,0.0179069151612,2020,True
2020-09-16,601238.SH,乘用车,0.8,0.0341997179553,2020,True
2020-09-16,600733.SH,乘用车,0.8,0.0380273955892,2020,True
2020-11-05,002568.SZ,非白酒,1,0.0359099501592,2020,False
2020-11-05,600132.SH,非白酒,1,0.0372583707958,2020,False
2020-11-19,600010.SH,普钢,1,0.0251059211311,2020,True
2020-11-19,000778.SZ,普钢,1,0.0261111440037,2020,True
2020-11-26,600010.SH,普钢,1,0.0251059211311,2020,True
2020-11-26,000778.SZ,普钢,1,0.0261111440037,2020,True
2020-12-24,000858.SZ,白酒Ⅱ,1,0.0210287239054,2020,True
2020-12-24,600519.SH,白酒Ⅱ,1,0.024907346398,2020,True
2020-12-31,600519.SH,白酒Ⅱ,1,0.0347403356666,2020,True
2020-12-31,000858.SZ,白酒Ⅱ,1,0.0357060017327,2020,True
2021-01-22,603799.SH,能源金属,1,0.0953101798043,2021,True
2021-01-22,002460.SZ,能源金属,1,0.0953285488195,2021,True
2021-02-19,600755.SH,物流,1,0.0231670592815,2021,True
2021-02-19,600153.SH,物流,1,0.0283794492899,2021,True
2021-03-05,000598.SZ,环境治理,1,0.020325903014,2021,True
2021-03-05,601200.SH,环境治理,1,0.0272406443415,2021,True
2021-03-19,000888.SZ,旅游及景区,1,0.0337381396319,2021,True
2021-03-19,600054.SH,旅游及景区,1,0.0434457465105,2021,True
2021-04-02,600010.SH,普钢,1,0.0593165771564,2021,True
2021-04-02,000709.SZ,普钢,0.947368421053,0.0425596144188,2021,True
2021-04-12,000519.SZ,地面兵装Ⅱ,1,0.0158733491563,2021,True
2021-04-12,600435.SH,地面兵装Ⅱ,1,0.018622512098,2021,True
2021-04-26,600600.SH,非白酒,1,0.0360088811646,2021,True
2021-04-26,002461.SZ,非白酒,1,0.0409852465,2021,True
2021-06-03,000156.SZ,电视广播Ⅱ,1,0.0194432567042,2021,False
2021-06-03,600637.SH,电视广播Ⅱ,1,0.0225488696866,2021,False
2021-06-10,002465.SZ,军工电子Ⅱ,1,0.0185360231181,2021,True
2021-06-10,600990.SH,军工电子Ⅱ,1,0.0275862726756,2021,True
2021-06-25,600871.SH,油服工程,1,0.0251902488286,2021,True
2021-06-25,600583.SH,油服工程,1,0.028858828462,2021,True
2021-07-23,601702.SH,工业金属,1,0.0254971319335,2021,True
2021-07-23,601609.SH,工业金属,1,0.0318208666111,2021,True
2021-07-30,600126.SH,普钢,1,0.0285461819064,2021,True
2021-07-30,000778.SZ,普钢,1,0.0308507757205,2021,True
2021-08-06,002111.SZ,航空装备Ⅱ,1,0.0355066884569,2021,True
2021-08-06,600038.SH,航空装备Ⅱ,1,0.0609817626201,2021,True
2021-08-20,600435.SH,地面兵装Ⅱ,1,0.0245649068243,2021,True
2021-08-20,002519.SZ,地面兵装Ⅱ,1,0.0339015516757,2021,True
2021-09-03,000778.SZ,普钢,1,0.028858828462,2021,True
2021-09-03,000709.SZ,普钢,1,0.0292703823001,2021,True
2021-11-02,300131.SZ,其他电子Ⅱ,0.888888888889,0.0252051890304,2021,False
2021-11-02,002130.SZ,其他电子Ⅱ,0.888888888889,0.0401123293978,2021,False
