trade_date,market_view,denominator,eligible_count20,crossing_count20,close_above_count20,close_equal_count20,close_below_count20,industry_mapped_count20,included_industry_count20,event_industry_count20,formation_domain10,formation_domain20,formation_domain40,decision_at,available_at,snapshot_id,breakout_formation_participation20,breakout_formation_participation10,breakout_formation_participation40,breakout_formation_depth20,breakout_formation_depth10,breakout_formation_depth40,breakout_closing_acceptance20,breakout_closing_acceptance10,breakout_closing_acceptance40,breakout_closing_rejection_depth20,breakout_closing_rejection_depth10,breakout_closing_rejection_depth40,breakout_equal_industry_formation20,breakout_equal_industry_formation10,breakout_equal_industry_formation40,breakout_formation_diffusion20,breakout_formation_diffusion10,breakout_formation_diffusion40,breakout_formation_leadership_top3_20,breakout_formation_leadership_top3_10,breakout_formation_leadership_top3_40,breakout_formation_leadership_top1_20,breakout_formation_leadership_top5_20,breakout_stock_industry_divergence20,breakout_stock_industry_divergence10,breakout_stock_industry_divergence40,breakout_formation_participation20_pit_expanding_pct,breakout_formation_participation20_pit_3y_pct,breakout_formation_participation20_pit_3y_robust_z,breakout_formation_participation20_relative_to_all,breakout_formation_participation20_relative_view_rank_pct,breakout_formation_depth20_pit_expanding_pct,breakout_formation_depth20_pit_3y_pct,breakout_formation_depth20_pit_3y_robust_z,breakout_formation_depth20_relative_to_all,breakout_formation_depth20_relative_view_rank_pct,breakout_closing_acceptance20_pit_expanding_pct,breakout_closing_acceptance20_pit_3y_pct,breakout_closing_acceptance20_pit_3y_robust_z,breakout_closing_acceptance20_relative_to_all,breakout_closing_acceptance20_relative_view_rank_pct,breakout_closing_rejection_depth20_pit_expanding_pct,breakout_closing_rejection_depth20_pit_3y_pct,breakout_closing_rejection_depth20_pit_3y_robust_z,breakout_closing_rejection_depth20_relative_to_all,breakout_closing_rejection_depth20_relative_view_rank_pct,breakout_equal_industry_formation20_pit_expanding_pct,breakout_equal_industry_formation20_pit_3y_pct,breakout_equal_industry_formation20_pit_3y_robust_z,breakout_equal_industry_formation20_relative_to_all,breakout_equal_industry_formation20_relative_view_rank_pct,breakout_formation_diffusion20_pit_expanding_pct,breakout_formation_diffusion20_pit_3y_pct,breakout_formation_diffusion20_pit_3y_robust_z,breakout_formation_diffusion20_relative_to_all,breakout_formation_diffusion20_relative_view_rank_pct,breakout_formation_leadership_top3_20_pit_expanding_pct,breakout_formation_leadership_top3_20_pit_3y_pct,breakout_formation_leadership_top3_20_pit_3y_robust_z,breakout_formation_leadership_top3_20_relative_to_all,breakout_formation_leadership_top3_20_relative_view_rank_pct,breakout_stock_industry_divergence20_pit_expanding_pct,breakout_stock_industry_divergence20_pit_3y_pct,breakout_stock_industry_divergence20_pit_3y_robust_z,breakout_stock_industry_divergence20_relative_to_all,breakout_stock_industry_divergence20_relative_view_rank_pct
2018-03-06,ALL_A,ALL_STATUS,3018,320,145,5,170,3018,116,77,True,True,True,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.10603048376408217,0.36779324055666002,0.038767395626242547,0.02478421901456911,0.020885171243419792,0.025373968254128649,0.453125,0.52882882882882887,0.47008547008547008,0.0076216683272830963,0.0046173986915071623,0.00856427921736801,0.097934118901164616,0.34288731918097709,0.037542545906172994,0.61707565441367329,0.84137404002156724,0.5242639323985343,0.28500858988643796,0.30008295592557449,0.2585257991228177,0.1322128974537711,0.3957357937549057,0.0080963648629175516,0.024905921375682927,0.0012248497200695527,,,,0,0.5,,,,0,0.5,,,,0,0.75,,,,0,0.5,,,,0,0.5,,,,0,0.5,,,,0,0.25,,,,0,0.5
2018-03-06,CHINEXT_BOARD,ALL_STATUS,629,100,39,0,61,629,37,23,True,True,True,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.1589825119236884,0.45151033386327505,0.062003179650238473,0.029936933356761831,0.025155352334968191,0.027091149206476397,0.39000000000000001,0.41901408450704225,0.30769230769230771,0.0099917518758453668,0.0075468656255265783,0.011932414540425396,0.13687605230551317,0.45208055159907107,0.041286254602602851,0.68961220324417227,0.865519337436365,0.53247663551401858,0.44133730186197823,0.5474885586756314,0.52223888055972012,0.1999030940679726,0.64393991832214292,0.022106459618175228,-0.0005702177357960192,0.020716925047635622,,,,0.052952028159606229,1,,,,0.0051527143421927213,1,,,,-0.063124999999999987,0.25,,,,0.0023700835485622705,1,,,,0.038941933404348553,1,,,,0.072536548830498981,1,,,,0.15632871197554027,1,,,,0.014010094755257677,1
2018-03-06,SH_A,ALL_STATUS,1225,102,50,4,48,1225,85,43,True,True,True,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.083265306122448979,0.34204081632653061,0.029387755102040815,0.022239965273257275,0.018197889222689039,0.025929321962051808,0.49019607843137253,0.58711217183770881,0.52777777777777779,0.0047163780843997635,0.0028278826001251959,0.0053304319034039073,0.089932519832541982,0.35281584765500007,0.02826664285765277,0.50507952010264368,0.77774608563371928,0.33075096467794607,0.30097312774478113,0.22549377627995787,0.29866501086619074,0.10696666602178408,0.45539669949118744,-0.0066672137100930035,-0.010775031328469464,0.001121112244388045,,,,-0.022765177641633189,0.25,,,,-0.0025442537413118346,0.25,,,,0.037071078431372528,1,,,,-0.0029052902428833328,0.25,,,,-0.0080015990686226335,0.25,,,,-0.11199613431102962,0.25,,,,0.015964537858343175,0.5,,,,-0.014763578573010555,0.25
2018-03-06,SZ_A,ALL_STATUS,1793,218,95,1,122,1793,96,58,True,True,True,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.12158393753485779,0.38538761851645287,0.045175683212493031,0.025974649664173725,0.022514651947741337,0.025127144383940592,0.43577981651376146,0.49348769898697542,0.44444444444444442,0.0089810243124853837,0.0057025032389587497,0.010001544690240945,0.10546022392675936,0.36021912310693383,0.040897329704497713,0.64326458973233891,0.84580112986517875,0.55752870179570213,0.33803813038130398,0.33794475287136722,0.30924937212048631,0.1476322263222633,0.4666666666666669,0.016123713608098431,0.025168495409519043,0.0042783535079953181,,,,0.015553453770775619,0.75,,,,0.0011904306496046159,0.75,,,,-0.017345183486238536,0.5,,,,0.0013593559852022874,0.75,,,,0.0075261050255947398,0.75,,,,0.026188935318665618,0.75,,,,0.053029540494866023,0.75,,,,0.0080273487451808789,0.75
2018-03-06,ALL_A,NON_ST,2973,316,142,5,169,2973,116,75,True,True,True,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.10628994281870165,0.36898755465859401,0.03901782711066263,0.024811975831260446,0.020921594158814873,0.02539560574550984,0.44936708860759494,0.52780309936189607,0.47413793103448276,0.0076795529834790214,0.0046397308597587025,0.0085224658128078938,0.097958141225023596,0.3430973143418391,0.037912025006350263,0.61214428836068846,0.84032187505389933,0.52637543086231608,0.28467907461198477,0.2970006913021615,0.26151001386823919,0.13211871746813303,0.39486619637898906,0.008331801593678051,0.025890240316754909,0.0011058021043123673,,,,0,0.5,,,,0,0.5,,,,0,0.75,,,,0,0.5,,,,0,0.5,,,,0,0.5,,,,0,0.25,,,,0,0.5
2018-03-06,CHINEXT_BOARD,NON_ST,629,100,39,0,61,629,37,23,True,True,True,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.1589825119236884,0.45151033386327505,0.062003179650238473,0.029936933356761831,0.025155352334968191,0.027091149206476397,0.39000000000000001,0.41901408450704225,0.30769230769230771,0.0099917518758453668,0.0075468656255265783,0.011932414540425396,0.13687605230551317,0.45208055159907107,0.041286254602602851,0.68961220324417227,0.865519337436365,0.53247663551401858,0.44133730186197823,0.5474885586756314,0.52223888055972012,0.1999030940679726,0.64393991832214292,0.022106459618175228,-0.0005702177357960192,0.020716925047635622,,,,0.05269256910498675,1,,,,0.0051249575255013849,1,,,,-0.059367088607594931,0.25,,,,0.0023121988923663454,1,,,,0.038917911080489573,1,,,,0.077467914883483813,1,,,,0.15665822724999345,1,,,,0.013774658024497177,1
2018-03-06,SH_A,NON_ST,1199,100,48,4,48,1199,83,40,True,True,True,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.083402835696413671,0.34195162635529608,0.030025020850708923,0.022403427146509367,0.01826259691076269,0.025929321962051808,0.47999999999999998,0.58536585365853655,0.52777777777777779,0.0048107056460877581,0.0028478733600895622,0.0053304319034039073,0.089241526697439275,0.35196635824212169,0.029497170898839277,0.48992673992674041,0.77671144762297584,0.33278388278388371,0.30209455415918618,0.23128346655818097,0.29810595662915174,0.10736086175942551,0.45733093955715143,-0.0058386910010256032,-0.010014731886825612,0.00052784995186964598,,,,-0.022887107122287975,0.25,,,,-0.0024085486847510787,0.25,,,,0.030632911392405038,1,,,,-0.0028688473373912633,0.25,,,,-0.008716614527584321,0.25,,,,-0.12221754843394805,0.25,,,,0.017415479547201407,0.5,,,,-0.014170492594703654,0.25
2018-03-06,SZ_A,NON_ST,1774,216,94,1,121,1774,96,58,True,True,True,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.12175873731679819,0.38726042841037206,0.045095828635851182,0.025927044666793349,0.022508477523736827,0.025155433448065968,0.43518518518518517,0.49344978165938863,0.45000000000000001,0.0090077230470860838,0.0057091072423851238,0.0099588810720396877,0.10542278023033806,0.36119353322961656,0.040878182403123235,0.64261946704694806,0.84609574249868602,0.56106870229007633,0.34056020655660746,0.33291957441940234,0.3018952062430324,0.14875205382990375,0.47013535717080046,0.016335957086460129,0.0260668951807555,0.0042176462327279465,,,,0.015468794498096544,0.75,,,,0.0011150688355329036,0.75,,,,-0.01418190342240977,0.5,,,,0.0013281700636070624,0.75,,,,0.0074646390053144662,0.75,,,,0.030475178686259596,0.75,,,,0.055881131944622686,0.75,,,,0.0080041554927820779,0.75
2018-03-07,ALL_A,ALL_STATUS,3023,238,85,1,152,3023,116,80,True,True,True,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.078729738670195171,0.25636784651008931,0.027456169368177307,0.022318004820021289,0.019898675019016956,0.026020668708685357,0.35714285714285715,0.32516129032258062,0.38554216867469882,0.01171099871472457,0.008929175596328413,0.013136877708505738,0.077015156929601591,0.24990163968005885,0.026142225831481847,0.66313973844094309,0.80656350893771167,0.51546021484311222,0.22613679786014496,0.34038958659854651,0.26770552560646893,0.07848681696599151,0.34512800917080594,0.0017145817405935793,0.0064662068300304631,0.0013139435366954604,,,,0,0.5,,,,0,0.5,,,,0,0.5,,,,0,0.75,,,,0,0.5,,,,0,1,,,,0,0.25,,,,0,1
2018-03-07,CHINEXT_BOARD,ALL_STATUS,629,60,24,0,36,629,37,26,True,True,True,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.095389507154213043,0.19554848966613672,0.033386327503974564,0.02311952191757052,0.021375406830336445,0.034255479110162239,0.40000000000000002,0.34146341463414637,0.52380952380952384,0.011464831922353964,0.0099591411830970925,0.010379207474572126,0.10775577003751399,0.21282626881623742,0.041199532432369963,0.65621919968460474,0.76304848297426375,0.41891385767790235,0.46989678899082576,0.36970707656612523,0.48533677086690308,0.17001146788990829,0.62758027522935789,-0.012366262883300949,-0.017277779150100703,-0.0078132049283953994,,,,0.016659768484017873,1,,,,0.0008015170975492307,0.75,,,,0.042857142857142871,1,,,,-0.00024616679237060568,0.25,,,,0.030740613107912401,1,,,,-0.0069205387563383569,0.75,,,,0.24375999113068081,1,,,,-0.014080844623894528,0.25
2018-03-07,SH_A,ALL_STATUS,1228,87,27,1,59,1228,85,43,True,True,True,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.070846905537459287,0.28908794788273617,0.026058631921824105,0.018996427076629682,0.017091804114784816,0.021872390679859299,0.31034482758620691,0.3183098591549296,0.3125,0.011913190845720137,0.0086016977479222139,0.012797249188045347,0.069485639594795215,0.28155165520908471,0.018633041468271088,0.55920663114268798,0.78475160127025123,0.35276579548338016,0.28744123572867691,0.38961266284914098,0.39096344212486528,0.11923335227566254,0.42656403368290535,0.0013612659426640722,0.0075362926736514679,0.0074255904535530173,,,,-0.0078828331327358836,0.25,,,,-0.0033215777433916079,0.25,,,,-0.046798029556650245,0.25,,,,0.00020219213099556717,1,,,,-0.0075295173348063765,0.25,,,,-0.10393310729825511,0.25,,,,0.061304437868531958,0.75,,,,-0.00035331579792950707,0.5
2018-03-07,SZ_A,ALL_STATUS,1795,151,58,0,93,1795,96,60,True,True,True,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.084122562674094709,0.23398328690807799,0.02841225626740947,0.024231761533101241,0.022271149235689385,0.028623509824811513,0.38410596026490068,0.33095238095238094,0.43137254901960786,0.011594503910773485,0.0092059723491479378,0.013349977956637749,0.082438125630816206,0.23885676284845034,0.028450028577816495,0.64513815143561248,0.78434071706266006,0.43410807669959262,0.27364094224992658,0.2899933481599935,0.3680665366054009,0.10122637035029473,0.41736115816338049,0.0016844370432785027,-0.0048734759403723515,-3.7772310407024889e-05,,,,0.0053928240038995379,0.75,,,,0.0019137567130799518,1,,,,0.02696310312204353,0.75,,,,-0.0001164948039510845,0.5,,,,0.0054229687012146144,0.75,,,,-0.01800158700533061,0.5,,,,0.047504144389781622,0.5,,,,-3.0144697315076519e-05,0.75
2018-03-07,ALL_A,NON_ST,2978,234,84,1,149,2978,116,78,True,True,True,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.078576225654801879,0.25688381464069848,0.027871054398925454,0.022552873339051014,0.019964736345753874,0.026020668708685357,0.35897435897435898,0.32549019607843138,0.38554216867469882,0.011592443060187448,0.0088814370989479426,0.013136877708505738,0.076305114394639481,0.24878885104402482,0.026481884973166715,0.65543478260869548,0.80550226749208187,0.51678486214209962,0.22634069400630916,0.34252187067733159,0.2689023762987347,0.07925867507886436,0.33320189274447948,0.0022711112601623978,0.0080949635966736655,0.0013891694257587399,,,,0,0.5,,,,0,0.5,,,,0,0.5,,,,0,0.75,,,,0,0.5,,,,0,0.75,,,,0,0.25,,,,0,1
2018-03-07,CHINEXT_BOARD,NON_ST,629,60,24,0,36,629,37,26,True,True,True,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.095389507154213043,0.19554848966613672,0.033386327503974564,0.02311952191757052,0.021375406830336445,0.034255479110162239,0.40000000000000002,0.34146341463414637,0.52380952380952384,0.011464831922353964,0.0099591411830970925,0.010379207474572126,0.10775577003751399,0.21282626881623742,0.041199532432369963,0.65621919968460474,0.76304848297426375,0.41891385767790235,0.46989678899082576,0.36970707656612523,0.48533677086690308,0.17001146788990829,0.62758027522935789,-0.012366262883300949,-0.017277779150100703,-0.0078132049283953994,,,,0.016813281499411165,1,,,,0.00056664857851950606,0.75,,,,0.041025641025641046,1,,,,-0.00012761113783348391,0.5,,,,0.031450655642874512,1,,,,0.00078441707590926057,1,,,,0.24355609498451661,1,,,,-0.014637374143463347,0.25
2018-03-07,SH_A,NON_ST,1202,84,27,1,56,1202,83,41,True,True,True,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.069883527454242922,0.29118136439267889,0.026622296173044926,0.019460748814903551,0.017094471229084335,0.021872390679859299,0.32142857142857145,0.32000000000000001,0.3125,0.011450733161393657,0.0084740058524155979,0.012797249188045347,0.069297879954145367,0.28362922323728956,0.019471072745873601,0.54757990867579909,0.78947085683588503,0.35900195694716253,0.29228905934598309,0.40899262701279859,0.393171525975678,0.121114251110214,0.43116673395236177,0.00058564750009755528,0.0075521411553893247,0.0071512234271713243,,,,-0.008692698200558957,0.25,,,,-0.0030921245241474632,0.25,,,,-0.037545787545787523,0.25,,,,-0.00014170989879379141,0.25,,,,-0.0070072344404941145,0.25,,,,-0.10785487393289639,0.25,,,,0.065948365339673937,0.75,,,,-0.0016854637600648426,0.5
2018-03-07,SZ_A,NON_ST,1776,150,57,0,93,1776,96,60,True,True,True,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.084459459459459457,0.23367117117117117,0.028716216216216218,0.024284463072573616,0.022385441865836637,0.028623509824811513,0.38,0.33012048192771082,0.43137254901960786,0.011671800603511974,0.0092250538128908783,0.013349977956637749,0.082198453420590692,0.23861317360312806,0.028721610296118649,0.6466158059467918,0.783304360166034,0.43509389671361431,0.27622474398007202,0.28805118969657278,0.36779555370870554,0.10213119291447552,0.42264046498754504,0.0022610060388687653,-0.0049420024319568878,-5.3940799024307373e-06,,,,0.0058832338046575783,0.75,,,,0.0017315897335226024,1,,,,0.021025641025641029,0.75,,,,7.9357543324526381e-05,1,,,,0.0058933390259512108,0.75,,,,-0.0088189766619036769,0.5,,,,0.049884049973762862,0.5,,,,-1.010522129363256e-05,0.75
2018-03-08,ALL_A,ALL_STATUS,3021,325,195,2,128,3021,116,78,True,True,True,2018-03-08T15:00:00+08:00,2018-03-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.10758027143330023,0.24230387288977159,0.028136378682555446,0.028043933190430706,0.024359012591110674,0.029805588236753014,0.59999999999999998,0.66393442622950816,0.59999999999999998,0.0054905931154638002,0.002929618523222956,0.0060379692733511731,0.094243800892816504,0.21494034083104205,0.023029439692946102,0.66170252846617572,0.7443912995546762,0.50027908015181999,0.32788244392884769,0.35339997245518545,0.29849531681319924,0.19000773395204956,0.43311368909512765,0.01333647054048373,0.027363532058729545,0.0051069389896093442,,,,0,0.5,,,,0,0.5,,,,0,0.5,,,,0,0.75,,,,0,0.5,,,,0,0.5,,,,0,0.5,,,,0,1
2018-03-08,CHINEXT_BOARD,ALL_STATUS,629,103,68,0,35,629,37,29,True,True,True,2018-03-08T15:00:00+08:00,2018-03-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.16375198728139906,0.29570747217806043,0.036565977742448331,0.029384883207012269,0.027791623617054881,0.036307026073188212,0.66019417475728159,0.73118279569892475,0.73913043478260865,0.0052601049796724775,0.0031222666121651513,0.0071548702969897581,0.16932266859938361,0.29008794066640914,0.044536230652789111,0.71702491450903749,0.78298761163929709,0.52035499104380367,0.40037404689972667,0.40126120146033856,0.45968426413172631,0.14185009351172492,0.61516328585814983,-0.0055706813179845494,0.0056195315116512878,-0.007970252910340779,,,,0.056171715848098824,1,,,,0.001340950016581563,0.75,,,,0.060194174757281615,1,,,,-0.00023048813579132268,0.5,,,,0.075078867706567104,1,,,,0.055322386042861771,1,,,,0.072491602970878977,1,,,,-0.01890715185846828,0.25
2018-03-08,SH_A,ALL_STATUS,1227,95,51,0,44,1227,85,35,True,True,True,2018-03-08T15:00:00+08:00,2018-03-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.077424612876935611,0.23716381418092911,0.022004889975550123,0.02191222076565448,0.01965380490727189,0.020123730433781621,0.5368421052631579,0.63230240549828176,0.44444444444444442,0.0051968142419802138,0.0025348887817866041,0.0056130765794167991,0.064528040648461835,0.22250332202808604,0.016327003837134653,0.50590180878552971,0.68533333333333335,0.3207777777777775,0.39555267341645056,0.3672316384180791,0.42777686896777362,0.16682704376202831,0.53913898418542383,0.012896572228473777,0.014660492152843069,0.0056778861384154701,,,,-0.030155658556364623,0.25,,,,-0.0061317124247762256,0.25,,,,-0.06315789473684208,0.25,,,,-0.00029377887348358642,0.25,,,,-0.029715760244354669,0.25,,,,-0.15580071968064602,0.25,,,,0.067670229487602873,0.75,,,,-0.00043989831200995366,0.75
2018-03-08,SZ_A,ALL_STATUS,1794,230,144,2,84,1794,96,67,True,True,True,2018-03-08T15:00:00+08:00,2018-03-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.12820512820512819,0.24581939799331104,0.032329988851727984,0.030576597018055696,0.027463809498133554,0.034312659972619008,0.62608695652173918,0.68480725623582761,0.67241379310344829,0.0056119365632070206,0.00319008644784422,0.0062357641481137266,0.12010712727886015,0.23766714389671514,0.028854372477384108,0.68935480551553818,0.7720161333836939,0.51527666399358452,0.32302035543336055,0.36022933689921821,0.26052609810571592,0.181211388442619,0.44995610911439815,0.0080980009262680425,0.0081522540965958956,0.0034756163743438762,,,,0.02062485677182796,0.75,,,,0.0025326638276249903,1,,,,0.026086956521739202,0.75,,,,0.00012134344774322042,1,,,,0.025863326386043647,0.75,,,,0.027652277049362461,0.75,,,,-0.004862088495487138,0.25,,,,-0.0052384696142156878,0.5
