role,challenge,scope,n,spearman,sign_agreement,within_one,exact_agreement
closing_acceptance_margin,L10_CONTINUOUS,VIEW_SH_A,236,0.97130284342233186,0.96186440677966101,1,0.86440677966101698
closing_acceptance_margin,L10_CONTINUOUS,VIEW_SZ_A,221,0.93382213970449257,0.95022624434389136,1,0.84162895927601811
closing_acceptance_margin,L20_AUCTION,BLOCK_A,474,1,1,1,1
closing_acceptance_margin,L20_AUCTION,BLOCK_B,490,1,1,1,1
closing_acceptance_margin,L20_AUCTION,GLOBAL,964,1,1,1,1
closing_acceptance_margin,L20_AUCTION,VIEW_ALL_A,246,1,1,1,1
closing_acceptance_margin,L20_AUCTION,VIEW_CHINEXT_BOARD,261,1,1,1,1
closing_acceptance_margin,L20_AUCTION,VIEW_SH_A,236,1,1,1,1
closing_acceptance_margin,L20_AUCTION,VIEW_SZ_A,221,1,1,1,1
closing_acceptance_margin,L40_CONTINUOUS,BLOCK_A,272,0.97169319355149386,0.97058823529411764,1,0.875
closing_acceptance_margin,L40_CONTINUOUS,BLOCK_B,308,0.94994449274832571,0.9642857142857143,1,0.87662337662337664
closing_acceptance_margin,L40_CONTINUOUS,GLOBAL,580,0.96076235462651238,0.96724137931034482,1,0.87586206896551722
closing_acceptance_margin,L40_CONTINUOUS,VIEW_ALL_A,154,0.9930078776378588,0.98051948051948057,1,0.9285714285714286
closing_acceptance_margin,L40_CONTINUOUS,VIEW_CHINEXT_BOARD,155,0.91667687151558119,0.96129032258064517,1,0.83870967741935487
closing_acceptance_margin,L40_CONTINUOUS,VIEW_SH_A,151,0.96012896479609611,0.96026490066225167,1,0.88079470198675491
closing_acceptance_margin,L40_CONTINUOUS,VIEW_SZ_A,120,0.96269879852767548,0.96666666666666667,1,0.84999999999999998
continuation30_log_return,L10_CONTINUOUS,BLOCK_A,432,0.94234427584472691,0.96527777777777779,1,0.91435185185185186
continuation30_log_return,L10_CONTINUOUS,BLOCK_B,467,0.91290017082659269,0.94218415417558887,1,0.87152034261241973
continuation30_log_return,L10_CONTINUOUS,GLOBAL,899,0.92628735640971538,0.95328142380422687,1,0.89210233592880983
continuation30_log_return,L10_CONTINUOUS,VIEW_ALL_A,232,0.95662377976709878,0.96551724137931039,1,0.90517241379310343
continuation30_log_return,L10_CONTINUOUS,VIEW_CHINEXT_BOARD,242,0.90107330228881599,0.94214876033057848,1,0.8801652892561983
continuation30_log_return,L10_CONTINUOUS,VIEW_SH_A,221,0.95881261925677297,0.9773755656108597,1,0.91855203619909498
continuation30_log_return,L10_CONTINUOUS,VIEW_SZ_A,204,0.89716953567764723,0.92647058823529416,1,0.86274509803921573
continuation30_log_return,L20_AUCTION,BLOCK_A,432,0.97038343032326602,0.97222222222222221,1,0.83333333333333337
continuation30_log_return,L20_AUCTION,BLOCK_B,467,0.91875990438297339,0.95717344753747324,1,0.82012847965738755
continuation30_log_return,L20_AUCTION,GLOBAL,899,0.94317921849445929,0.96440489432703003,1,0.82647385984427146
continuation30_log_return,L20_AUCTION,VIEW_ALL_A,232,0.95618282342487559,0.97413793103448276,1,0.81465517241379315
continuation30_log_return,L20_AUCTION,VIEW_CHINEXT_BOARD,242,0.9304970466638125,0.96694214876033058,1,0.8223140495867769
continuation30_log_return,L20_AUCTION,VIEW_SH_A,221,0.94884056633255065,0.96832579185520362,1,0.84615384615384615
continuation30_log_return,L20_AUCTION,VIEW_SZ_A,204,0.94051575145308541,0.94607843137254899,1,0.82352941176470584
continuation30_log_return,L40_CONTINUOUS,BLOCK_A,249,0.95181680482823139,0.96787148594377514,1,0.95582329317269077
continuation30_log_return,L40_CONTINUOUS,BLOCK_B,295,0.92256726417864321,0.95932203389830506,1,0.9152542372881356
continuation30_log_return,L40_CONTINUOUS,GLOBAL,544,0.93670600112729963,0.96323529411764708,1,0.93382352941176472
continuation30_log_return,L40_CONTINUOUS,VIEW_ALL_A,144,0.99894293666663303,0.99305555555555558,1,0.96527777777777779
continuation30_log_return,L40_CONTINUOUS,VIEW_CHINEXT_BOARD,145,0.86368790305435472,0.93103448275862066,1,0.91034482758620694
continuation30_log_return,L40_CONTINUOUS,VIEW_SH_A,144,0.9583283087732839,0.97916666666666663,1,0.95138888888888884
continuation30_log_return,L40_CONTINUOUS,VIEW_SZ_A,111,0.93148361101845212,0.94594594594594594,1,0.90090090090090091
continuation30_log_return,SHAPE_continuation15_log_return,BLOCK_A,432,0.75181293515497205,0.78935185185185186,1,0.12962962962962962
continuation30_log_return,SHAPE_continuation15_log_return,BLOCK_B,467,0.81262872670299546,0.80513918629550318,1,0.10706638115631692
continuation30_log_return,SHAPE_continuation15_log_return,GLOBAL,899,0.78506559585703239,0.79755283648498332,1,0.11790878754171301
continuation30_log_return,SHAPE_continuation15_log_return,VIEW_ALL_A,232,0.80747264052380818,0.80172413793103448,1,0.099137931034482762
continuation30_log_return,SHAPE_continuation15_log_return,VIEW_CHINEXT_BOARD,242,0.77675036137026376,0.7975206611570248,1,0.099173553719008267
continuation30_log_return,SHAPE_continuation15_log_return,VIEW_SH_A,221,0.78387316196885548,0.7963800904977375,1,0.14479638009049775
continuation30_log_return,SHAPE_continuation15_log_return,VIEW_SZ_A,204,0.77365878735988247,0.79411764705882348,1,0.13235294117647059
continuation30_log_return,SHAPE_continuation5_log_return,BLOCK_A,432,0.46056934855169546,0.64583333333333337,1,0.11574074074074074
continuation30_log_return,SHAPE_continuation5_log_return,BLOCK_B,467,0.61333940278762422,0.7044967880085653,1,0.05353319057815846
continuation30_log_return,SHAPE_continuation5_log_return,GLOBAL,899,0.54323330209993992,0.67630700778642938,1,0.083426028921023354
continuation30_log_return,SHAPE_continuation5_log_return,VIEW_ALL_A,232,0.55747398068688225,0.68965517241379315,1,0.073275862068965511
continuation30_log_return,SHAPE_continuation5_log_return,VIEW_CHINEXT_BOARD,242,0.50051401400872331,0.65289256198347112,1,0.082644628099173556
continuation30_log_return,SHAPE_continuation5_log_return,VIEW_SH_A,221,0.48659597936240095,0.66515837104072395,1,0.085972850678733032
continuation30_log_return,SHAPE_continuation5_log_return,VIEW_SZ_A,204,0.62808110399108252,0.7009803921568627,1,0.093137254901960786
continuation30_log_return,SHAPE_continuation60_log_return,BLOCK_A,432,0.8297697768938691,0.8125,1,0.12962962962962962
continuation30_log_return,SHAPE_continuation60_log_return,BLOCK_B,467,0.79934434855613778,0.81156316916488225,1,0.092077087794432549
continuation30_log_return,SHAPE_continuation60_log_return,GLOBAL,899,0.81404304892168777,0.81201334816462734,1,0.11012235817575083
continuation30_log_return,SHAPE_continuation60_log_return,VIEW_ALL_A,232,0.80539746770647325,0.80603448275862066,1,0.10775862068965517
continuation30_log_return,SHAPE_continuation60_log_return,VIEW_CHINEXT_BOARD,242,0.85635816100791995,0.85537190082644632,1,0.10330578512396695
continuation30_log_return,SHAPE_continuation60_log_return,VIEW_SH_A,221,0.7887586460731536,0.7963800904977375,1,0.11764705882352941
continuation30_log_return,SHAPE_continuation60_log_return,VIEW_SZ_A,204,0.8009013190667621,0.78431372549019607,1,0.11274509803921569
follow_through_excursion,L10_CONTINUOUS,BLOCK_A,432,0.95194405469917431,0.99305555555555558,1,0.87962962962962965
follow_through_excursion,L10_CONTINUOUS,BLOCK_B,467,0.94506988212268583,0.98929336188436834,1,0.82655246252676662
follow_through_excursion,L10_CONTINUOUS,GLOBAL,899,0.94801909702838949,0.99110122358175756,1,0.85205784204671853
follow_through_excursion,L10_CONTINUOUS,VIEW_ALL_A,232,0.97903857279319739,0.99568965517241381,1,0.875
follow_through_excursion,L10_CONTINUOUS,VIEW_CHINEXT_BOARD,242,0.92807068124558389,0.98347107438016534,1,0.83057851239669422
follow_through_excursion,L10_CONTINUOUS,VIEW_SH_A,221,0.95877547140548625,0.99547511312217196,1,0.86877828054298645
follow_through_excursion,L10_CONTINUOUS,VIEW_SZ_A,204,0.9183736068018461,0.99019607843137258,1,0.83333333333333337
follow_through_excursion,L20_AUCTION,BLOCK_A,432,0.99526242742061577,0.99768518518518523,1,0.96759259259259256
follow_through_excursion,L20_AUCTION,BLOCK_B,467,0.98284663601247346,0.99143468950749469,1,0.96573875802997855
follow_through_excursion,L20_AUCTION,GLOBAL,899,0.98881535267105392,0.99443826473859842,1,0.96662958843159064
follow_through_excursion,L20_AUCTION,VIEW_ALL_A,232,0.99220817660953808,0.99137931034482762,1,0.96982758620689657
follow_through_excursion,L20_AUCTION,VIEW_CHINEXT_BOARD,242,0.97170921249885167,0.98760330578512401,1,0.94214876033057848
follow_through_excursion,L20_AUCTION,VIEW_SH_A,221,0.99902275187069633,1,1,0.99095022624434392
follow_through_excursion,L20_AUCTION,VIEW_SZ_A,204,0.99359817938950179,1,1,0.96568627450980393
follow_through_excursion,L40_CONTINUOUS,BLOCK_A,249,0.96440337862811343,0.99196787148594379,1,0.88353413654618473
follow_through_excursion,L40_CONTINUOUS,BLOCK_B,295,0.94633296865691496,0.99661016949152548,1,0.87457627118644066
follow_through_excursion,L40_CONTINUOUS,GLOBAL,544,0.95482545175740885,0.99448529411764708,1,0.87867647058823528
follow_through_excursion,L40_CONTINUOUS,VIEW_ALL_A,144,0.98854191785226264,0.99305555555555558,1,0.92361111111111116
follow_through_excursion,L40_CONTINUOUS,VIEW_CHINEXT_BOARD,145,0.90648716737521651,0.98620689655172411,1,0.8413793103448276
follow_through_excursion,L40_CONTINUOUS,VIEW_SH_A,144,0.96303753717546836,1,1,0.88888888888888884
follow_through_excursion,L40_CONTINUOUS,VIEW_SZ_A,111,0.96358371358371364,1,1,0.85585585585585588
loss_episode_count,L10_CONTINUOUS,BLOCK_A,432,0.9529545110063965,0.96759259259259256,0.95833333333333337,0.91898148148148151
loss_episode_count,L10_CONTINUOUS,BLOCK_B,467,0.87042782361228033,0.95503211991434689,0.92505353319057815,0.88222698072805139
loss_episode_count,L10_CONTINUOUS,GLOBAL,899,0.91061992752188659,0.96106785317018906,0.94104560622914346,0.89988876529477202
loss_episode_count,L10_CONTINUOUS,VIEW_ALL_A,232,0.93562704243718364,0.96551724137931039,0.94827586206896552,0.90517241379310343
loss_episode_count,L10_CONTINUOUS,VIEW_CHINEXT_BOARD,242,0.88281420616722039,0.94628099173553715,0.94628099173553715,0.90082644628099173
loss_episode_count,L10_CONTINUOUS,VIEW_SH_A,221,0.9305397136305642,0.9773755656108597,0.93665158371040724,0.90497737556561086
loss_episode_count,L10_CONTINUOUS,VIEW_SZ_A,204,0.89177249887389232,0.95588235294117652,0.93137254901960786,0.88725490196078427
loss_episode_count,L20_AUCTION,BLOCK_A,432,0.99490962090616997,0.98842592592592593,1,0.96064814814814814
loss_episode_count,L20_AUCTION,BLOCK_B,467,0.99401909482923723,0.98072805139186292,1,0.95503211991434689
loss_episode_count,L20_AUCTION,GLOBAL,899,0.9944474367435131,0.98442714126807562,1,0.9577308120133482
loss_episode_count,L20_AUCTION,VIEW_ALL_A,232,0.99025448642843183,0.97413793103448276,1,0.96120689655172409
loss_episode_count,L20_AUCTION,VIEW_CHINEXT_BOARD,242,0.99361085862306187,0.97933884297520657,1,0.95041322314049592
loss_episode_count,L20_AUCTION,VIEW_SH_A,221,0.9956243810112505,0.98642533936651589,1,0.94570135746606332
loss_episode_count,L20_AUCTION,VIEW_SZ_A,204,0.99927045139257487,1,1,0.97549019607843135
loss_episode_count,L40_CONTINUOUS,BLOCK_A,249,0.90187062852404642,0.96385542168674698,0.95180722891566261,0.92771084337349397
loss_episode_count,L40_CONTINUOUS,BLOCK_B,295,0.93142091539211025,0.96949152542372885,0.93898305084745759,0.91864406779661012
loss_episode_count,L40_CONTINUOUS,GLOBAL,544,0.91656382023420724,0.96691176470588236,0.94485294117647056,0.92279411764705888
loss_episode_count,L40_CONTINUOUS,VIEW_ALL_A,144,0.95099051223933795,0.97916666666666663,0.96527777777777779,0.95833333333333337
loss_episode_count,L40_CONTINUOUS,VIEW_CHINEXT_BOARD,145,0.86381745470060378,0.95862068965517244,0.92413793103448272,0.90344827586206899
loss_episode_count,L40_CONTINUOUS,VIEW_SH_A,144,0.91536611588938743,0.97222222222222221,0.93055555555555558,0.91666666666666663
loss_episode_count,L40_CONTINUOUS,VIEW_SZ_A,111,0.94085143678847205,0.95495495495495497,0.963963963963964,0.90990990990990994
post_cross_activity_ratio,L10_CONTINUOUS,BLOCK_A,432,0.94399903804646212,1,1,0.91203703703703709
post_cross_activity_ratio,L10_CONTINUOUS,BLOCK_B,467,0.91287054119743938,1,1,0.87152034261241973
post_cross_activity_ratio,L10_CONTINUOUS,GLOBAL,899,0.9287453611701475,1,1,0.89098998887652947
post_cross_activity_ratio,L10_CONTINUOUS,VIEW_ALL_A,232,0.94385506275499997,1,1,0.90517241379310343
post_cross_activity_ratio,L10_CONTINUOUS,VIEW_CHINEXT_BOARD,242,0.91003763165973406,1,1,0.8801652892561983
post_cross_activity_ratio,L10_CONTINUOUS,VIEW_SH_A,221,0.95713084754955624,1,1,0.91402714932126694
post_cross_activity_ratio,L10_CONTINUOUS,VIEW_SZ_A,204,0.89632949497141057,1,1,0.86274509803921573
post_cross_activity_ratio,L20_AUCTION,BLOCK_A,432,0.97164132544000847,1,1,0.18981481481481483
post_cross_activity_ratio,L20_AUCTION,BLOCK_B,467,0.9612636634616778,1,1,0.1670235546038544
post_cross_activity_ratio,L20_AUCTION,GLOBAL,899,0.9659814956961722,1,1,0.17797552836484984
post_cross_activity_ratio,L20_AUCTION,VIEW_ALL_A,232,0.93874171610725898,1,1,0.16810344827586207
post_cross_activity_ratio,L20_AUCTION,VIEW_CHINEXT_BOARD,242,0.9854686061744371,1,1,0.18181818181818182
post_cross_activity_ratio,L20_AUCTION,VIEW_SH_A,221,0.97079105029221102,1,1,0.17194570135746606
post_cross_activity_ratio,L20_AUCTION,VIEW_SZ_A,204,0.9665791266240662,1,1,0.19117647058823528
post_cross_activity_ratio,L40_CONTINUOUS,BLOCK_A,249,0.96674461306671289,1,1,0.95582329317269077
post_cross_activity_ratio,L40_CONTINUOUS,BLOCK_B,295,0.93268075953784968,1,1,0.9152542372881356
post_cross_activity_ratio,L40_CONTINUOUS,GLOBAL,544,0.94792114728694543,1,1,0.93382352941176472
post_cross_activity_ratio,L40_CONTINUOUS,VIEW_ALL_A,144,0.97046140968527195,1,1,0.96527777777777779
post_cross_activity_ratio,L40_CONTINUOUS,VIEW_CHINEXT_BOARD,145,0.92019801989869243,1,1,0.91034482758620694
post_cross_activity_ratio,L40_CONTINUOUS,VIEW_SH_A,144,0.96184989284663147,1,1,0.95138888888888884
post_cross_activity_ratio,L40_CONTINUOUS,VIEW_SZ_A,111,0.93401321599585296,1,1,0.90090090090090091
post_cross_cumulative_vwap_acceptance_fraction,L10_CONTINUOUS,BLOCK_A,432,0.99441493380191115,1,1,0.93055555555555558
post_cross_cumulative_vwap_acceptance_fraction,L10_CONTINUOUS,BLOCK_B,467,0.99456576405121677,1,1,0.89507494646680941
post_cross_cumulative_vwap_acceptance_fraction,L10_CONTINUOUS,GLOBAL,899,0.99449525801451055,1,1,0.91212458286985543
post_cross_cumulative_vwap_acceptance_fraction,L10_CONTINUOUS,VIEW_ALL_A,232,0.99494681216406589,1,1,0.91379310344827591
post_cross_cumulative_vwap_acceptance_fraction,L10_CONTINUOUS,VIEW_CHINEXT_BOARD,242,0.99467679300630651,1,1,0.90909090909090906
post_cross_cumulative_vwap_acceptance_fraction,L10_CONTINUOUS,VIEW_SH_A,221,0.99523735924919454,1,1,0.92307692307692313
post_cross_cumulative_vwap_acceptance_fraction,L10_CONTINUOUS,VIEW_SZ_A,204,0.99251468812897747,1,1,0.90196078431372551
post_cross_cumulative_vwap_acceptance_fraction,L20_AUCTION,BLOCK_A,432,0.97528669869995077,0.98842592592592593,1,0.60416666666666663
post_cross_cumulative_vwap_acceptance_fraction,L20_AUCTION,BLOCK_B,467,0.98824567050913947,0.99785867237687365,1,0.60599571734475377
post_cross_cumulative_vwap_acceptance_fraction,L20_AUCTION,GLOBAL,899,0.98210145240086255,0.99332591768631817,1,0.60511679644048944
post_cross_cumulative_vwap_acceptance_fraction,L20_AUCTION,VIEW_ALL_A,232,0.99801983721849796,1,1,0.56465517241379315
post_cross_cumulative_vwap_acceptance_fraction,L20_AUCTION,VIEW_CHINEXT_BOARD,242,0.99959018236152819,0.99173553719008267,1,0.6198347107438017
post_cross_cumulative_vwap_acceptance_fraction,L20_AUCTION,VIEW_SH_A,221,0.99610146474303984,1,1,0.61085972850678738
post_cross_cumulative_vwap_acceptance_fraction,L20_AUCTION,VIEW_SZ_A,204,0.9269820728577578,0.98039215686274506,1,0.62745098039215685
post_cross_cumulative_vwap_acceptance_fraction,L40_CONTINUOUS,BLOCK_A,249,0.99996940617383401,1,1,0.9718875502008032
post_cross_cumulative_vwap_acceptance_fraction,L40_CONTINUOUS,BLOCK_B,295,0.99384765313794199,1,1,0.94576271186440675
post_cross_cumulative_vwap_acceptance_fraction,L40_CONTINUOUS,GLOBAL,544,0.9962342080463723,1,1,0.95772058823529416
post_cross_cumulative_vwap_acceptance_fraction,L40_CONTINUOUS,VIEW_ALL_A,144,0.99859256072055402,1,1,0.98611111111111116
post_cross_cumulative_vwap_acceptance_fraction,L40_CONTINUOUS,VIEW_CHINEXT_BOARD,145,0.99160459842410054,1,1,0.9517241379310345
post_cross_cumulative_vwap_acceptance_fraction,L40_CONTINUOUS,VIEW_SH_A,144,0.99717187631969673,1,1,0.95833333333333337
post_cross_cumulative_vwap_acceptance_fraction,L40_CONTINUOUS,VIEW_SZ_A,111,0.997617607921367,1,1,0.92792792792792789
post_cross_cumulative_vwap_acceptance_fraction,SHAPE_final_session_vwap_margin,BLOCK_A,432,0.75411427460261082,0.55555555555555558,1,0
post_cross_cumulative_vwap_acceptance_fraction,SHAPE_final_session_vwap_margin,BLOCK_B,467,0.79462760615779082,0.550321199143469,1,0.0021413276231263384
post_cross_cumulative_vwap_acceptance_fraction,SHAPE_final_session_vwap_margin,GLOBAL,899,0.77385342574749316,0.55283648498331484,1,0.0011123470522803114
post_cross_cumulative_vwap_acceptance_fraction,SHAPE_final_session_vwap_margin,VIEW_ALL_A,232,0.75711081393872481,0.56034482758620685,1,0
post_cross_cumulative_vwap_acceptance_fraction,SHAPE_final_session_vwap_margin,VIEW_CHINEXT_BOARD,242,0.80231984550184443,0.56198347107438018,1,0
post_cross_cumulative_vwap_acceptance_fraction,SHAPE_final_session_vwap_margin,VIEW_SH_A,221,0.74046191305486964,0.56561085972850678,1,0
post_cross_cumulative_vwap_acceptance_fraction,SHAPE_final_session_vwap_margin,VIEW_SZ_A,204,0.77687020887793601,0.51960784313725494,1,0.0049019607843137254
reacquisition_bars,L10_CONTINUOUS,BLOCK_A,305,0.93504834172915641,1,0.94426229508196724,0.93442622950819676
reacquisition_bars,L10_CONTINUOUS,BLOCK_B,312,0.89312326785084384,1,0.91987179487179482,0.90705128205128205
reacquisition_bars,L10_CONTINUOUS,GLOBAL,617,0.91418589257654248,1,0.93192868719611022,0.9205834683954619
reacquisition_bars,L10_CONTINUOUS,VIEW_ALL_A,159,0.92326225790689753,1,0.9308176100628931,0.91194968553459121
reacquisition_bars,L10_CONTINUOUS,VIEW_CHINEXT_BOARD,167,0.92647674476342168,1,0.95808383233532934,0.94610778443113774
reacquisition_bars,L10_CONTINUOUS,VIEW_SH_A,154,0.91795028851360627,1,0.94155844155844159,0.9285714285714286
reacquisition_bars,L10_CONTINUOUS,VIEW_SZ_A,137,0.87337470932519734,1,0.89051094890510951,0.89051094890510951
reacquisition_bars,L20_AUCTION,BLOCK_A,312,0.99472067242703344,1,0.99679487179487181,0.99679487179487181
reacquisition_bars,L20_AUCTION,BLOCK_B,329,0.97669864453135613,1,0.98480243161094227,0.97872340425531912
reacquisition_bars,L20_AUCTION,GLOBAL,641,0.98553060298106365,1,0.99063962558502339,0.98751950078003126
reacquisition_bars,L20_AUCTION,VIEW_ALL_A,162,0.97960133514690884,1,0.98148148148148151,0.97530864197530864
reacquisition_bars,L20_AUCTION,VIEW_CHINEXT_BOARD,177,1,1,1,1
reacquisition_bars,L20_AUCTION,VIEW_SH_A,158,0.98846390264020656,1,0.99367088607594933,0.99367088607594933
reacquisition_bars,L20_AUCTION,VIEW_SZ_A,144,0.96971977477595539,1,0.98611111111111116,0.97916666666666663
reacquisition_bars,L40_CONTINUOUS,BLOCK_A,160,0.91654018447974472,1,0.95625000000000004,0.94999999999999996
reacquisition_bars,L40_CONTINUOUS,BLOCK_B,205,0.96606589244824315,1,0.95121951219512191,0.93170731707317078
reacquisition_bars,L40_CONTINUOUS,GLOBAL,365,0.94612383577125403,1,0.95342465753424654,0.9397260273972603
reacquisition_bars,L40_CONTINUOUS,VIEW_ALL_A,94,0.98225874263796642,1,0.96808510638297873,0.95744680851063835
reacquisition_bars,L40_CONTINUOUS,VIEW_CHINEXT_BOARD,96,0.92221720407132157,1,0.9375,0.92708333333333337
