hypothesis,pairs,complete_pairs,dates,symbols,entry_coverage,same_industry_fraction,mean_match_distance,event_mean_h1,mean_delta_h1,event_mean_h3,mean_delta_h3,event_mean_h5,mean_delta_h5,h3_delta_early,h3_delta_late,winner_improvement_h3,severe_improvement_h5,events_early,events_late
BROAD_INDUSTRY_NONLEADER_ACCEPTANCE,130252,125925,1121,4599,0.9952246415,0.9282160735,1.462749008,-0.003658412011,-0.0006449360659,-0.001016324554,-0.0005635157375,-0.0009312655309,-0.0004095094562,-0.00208453466,0.0005836314999,-0.01140361326,0.01704189001,54140,71785
COMPRESSION_RELEASE_ACCEPTANCE,2459,2383,805,1681,0.9979666531,0.4782431883,1.211494472,-0.004813094263,0.001617980268,-0.0058257625,0.002538378922,-0.004884524017,0.002114546427,0.00193420114,0.002931261842,-0.001678556441,0.002517834662,939,1444
GAPLESS_RANGE_ACCEPTANCE,18512,17628,1214,3691,0.9955704408,0.5518582541,1.963779343,-0.003387993416,0.001546622993,-0.002507181645,0.001110835525,-0.0016700757,0.0004694595148,0.0002902719545,0.00153189381,0.005842977082,0.005729521216,5978,11650
INDUSTRY_SHOCK_RECOVERY_CONFIRMATION,39877,38478,1122,4285,0.997316749,0.4635504175,1.460923171,-0.004712303302,0.001932290929,-0.00419677795,0.001132101911,-0.004283589192,0.001275893788,0.001960020302,0.0005403205007,0.007952596289,0.009511928894,16039,22439
OVERNIGHT_INTRADAY_ALIGNMENT,34797,33876,1232,4170,0.9972698796,0.6684771676,1.305387055,-0.00339341788,0.0005199146404,-0.001256994049,0.001383668679,-0.002688229482,0.0006301234824,0.002728554262,3.830660882e-05,0.001475971189,-0.006641870351,16941,16935
