selection_hash,stratum,symbol,trade_date,market_view,denominator,field,expected_value,observed_value,exact_match
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,terminal_log_return_h1,-0.0056258938821684371,-0.0056258938821684371,True
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,terminal_log_return_h3,0.11011776543008694,0.11011776543008694,True
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,terminal_log_return_h5,0.11513030725363133,0.11513030725363133,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,adverse_log_excursion_h1,-0.02020270731751924,-0.02020270731751924,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,adverse_log_excursion_h3,-0.024434025337282023,-0.024434025337282023,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,adverse_log_excursion_h5,-0.024434025337282023,-0.024434025337282023,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,coordinate_high,0.65937923078138749,0.65937923078138749,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,own_depth,0.013203613620569987,0.013203613620569987,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,resistance_high20,0.65078649732127336,0.65078649732127336,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,stratum,3,3,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,terminal_log_return_h1,0.00068941746956778429,0.00068941746956778429,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,terminal_log_return_h3,-0.017391742711869222,-0.017391742711869222,True
00008940e499fdef6098ba8b9c3d050851e84013bc21968a3c64f768d65aa537,3,300650.SZ,2019-02-18,SZ_A,NON_ST,terminal_log_return_h5,0.038557363211875598,0.038557363211875598,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,adverse_log_excursion_h1,-0.071458963982145102,-0.071458963982145102,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,adverse_log_excursion_h3,-0.071458963982145102,-0.071458963982145102,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,adverse_log_excursion_h5,-0.071458963982145102,-0.071458963982145102,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,coordinate_high,0.63722381551838925,0.63722381551838925,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,own_depth,0.043179587831207344,0.043179587831207344,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,resistance_high20,0.6108476651112309,0.6108476651112309,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,stratum,4,4,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,terminal_log_return_h1,-0.016890615164423733,-0.016890615164423733,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,terminal_log_return_h3,0.088570095874479268,0.088570095874479268,True
00001e3edfb9b197e7affa464a66df24ab828138cc940891d32e074ca758f075,4,603188.SH,2019-03-28,ALL_A,NON_ST,terminal_log_return_h5,0.063922567930538868,0.063922567930538868,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,adverse_log_excursion_h1,-0.037665502886474786,-0.037665502886474786,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,adverse_log_excursion_h3,-0.041714091412474848,-0.041714091412474848,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,adverse_log_excursion_h5,-0.077993271433502376,-0.077993271433502376,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,coordinate_high,0.80189093145164825,0.80189093145164825,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,own_depth,0.046065259117082924,0.046065259117082924,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,resistance_high20,0.76657830327763044,0.76657830327763044,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,stratum,4,4,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,terminal_log_return_h1,-0.033633239358536487,-0.033633239358536487,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,terminal_log_return_h3,-0.017664836179805219,-0.017664836179805219,True
0000442c0b7a4487a137470614875b41ac800336fc1a7a99359f1b919eb52869,4,000833.SZ,2020-07-09,SZ_A,NON_ST,terminal_log_return_h5,-0.077993271433502376,-0.077993271433502376,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,adverse_log_excursion_h1,-0.05501051488591651,-0.05501051488591651,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,adverse_log_excursion_h3,-0.068899627046583589,-0.068899627046583589,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,adverse_log_excursion_h5,-0.068899627046583589,-0.068899627046583589,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,coordinate_high,1.1806207150459871,1.1806207150459871,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,own_depth,0.019430051813472016,0.019430051813472016,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,resistance_high20,1.1581184142509551,1.1581184142509551,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,stratum,4,4,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,terminal_log_return_h1,-0.052255692207072144,-0.052255692207072144,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,terminal_log_return_h3,0.065680166862155456,0.065680166862155456,True
000051c7e28ff14900ec1accc653da9859c431d973231ad04230b53db715d7cf,4,300123.SZ,2023-03-06,SZ_A,ALL_STATUS,terminal_log_return_h5,0.0090968788468306517,0.0090968788468306517,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,adverse_log_excursion_h1,-0.0067114345879868038,-0.0067114345879868038,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,adverse_log_excursion_h3,-0.02712030621919401,-0.02712030621919401,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,adverse_log_excursion_h5,-0.02712030621919401,-0.02712030621919401,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,coordinate_high,0.96202725353910723,0.96202725353910723,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,own_depth,0.02941176470588247,0.02941176470588247,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,resistance_high20,0.9345407605808469,0.9345407605808469,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,stratum,4,4,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,terminal_log_return_h1,0.029656209582888022,0.029656209582888022,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,terminal_log_return_h3,0.025317807984289786,0.025317807984289786,True
0000573f61880563933d63dafd40af72d2a712ca822a494457ed3c9eb5c18860,4,002078.SZ,2019-11-20,ALL_A,NON_ST,terminal_log_return_h5,0.020960502615334206,0.020960502615334206,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,adverse_log_excursion_h1,-0.01873768218995853,-0.01873768218995853,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,adverse_log_excursion_h3,-0.01873768218995853,-0.01873768218995853,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,adverse_log_excursion_h5,-0.01873768218995853,-0.01873768218995853,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,coordinate_high,1.6555224056256803,1.6555224056256803,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,own_depth,0.04348416187852755,0.04348416187852755,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,resistance_high20,1.5865333333333336,1.5865333333333336,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,stratum,4,4,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,terminal_log_return_h1,0.030415920108133362,0.030415920108133362,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,terminal_log_return_h3,0.011751211028848718,0.011751211028848718,True
00008c7c25583af768c8b8705aa50ff7ef0b9288a8b11aee276896419307e914,4,301269.SZ,2023-05-31,SZ_A,NON_ST,terminal_log_return_h5,0.0087025537835592956,0.0087025537835592956,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,adverse_log_excursion_h1,-0.015079106827120305,-0.015079106827120305,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,adverse_log_excursion_h3,-0.015079106827120305,-0.015079106827120305,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,adverse_log_excursion_h5,-0.015079106827120305,-0.015079106827120305,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,coordinate_high,1.027555300820981,1.027555300820981,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,own_depth,0.065248226950354704,0.065248226950354704,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,resistance_high20,0.96461582833394344,0.96461582833394344,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,stratum,5,5,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,terminal_log_return_h1,0.016194685919980606,0.016194685919980606,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,terminal_log_return_h3,0.032131278182793196,0.032131278182793196,True
0000c50cb9b89731626d056dab4d6ae20be76cb21aa22afe2426ab6cae22c0bf,5,002185.SZ,2019-12-30,ALL_A,NON_ST,terminal_log_return_h5,0.063262196777966531,0.063262196777966531,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,adverse_log_excursion_h1,-0.049500643773030817,-0.049500643773030817,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,adverse_log_excursion_h3,-0.059500727107614344,-0.059500727107614344,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,adverse_log_excursion_h5,-0.063528929936219003,-0.063528929936219003,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,coordinate_high,0.99306148570358621,0.99306148570358621,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,own_depth,0.057337220602526884,0.057337220602526884,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,resistance_high20,0.93920980587223357,0.93920980587223357,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,stratum,5,5,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,terminal_log_return_h1,-0.038614836127779779,-0.038614836127779779,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,terminal_log_return_h3,-0.047512571547644593,-0.047512571547644593,True
0000d925c32ef99196fd54fecc097eb4ffe7a0e4f187b73b251972036973ed2f,5,600917.SH,2021-05-24,ALL_A,ALL_STATUS,terminal_log_return_h5,0.001892148152037519,0.001892148152037519,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,adverse_log_excursion_h1,-0.0027510333718899819,-0.0027510333718899819,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,adverse_log_excursion_h3,-0.11179140598811681,-0.11179140598811681,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,adverse_log_excursion_h5,-0.13825209375946002,-0.13825209375946002,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,coordinate_high,1.7106392342391896,1.7106392342391896,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,own_depth,0.099697885196374347,0.099697885196374347,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,resistance_high20,1.5555538091570655,1.5555538091570655,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,stratum,5,5,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,terminal_log_return_h1,0.095559898871673127,0.095559898871673127,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,terminal_log_return_h3,-0.11179140598811681,-0.11179140598811681,True
0000dc341782b043c75cb1c035e93373983cc54cd3668fce72e4f6445ec0a2b1,5,000859.SZ,2019-02-22,ALL_A,NON_ST,terminal_log_return_h5,0.021739986636406038,0.021739986636406038,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,adverse_log_excursion_h1,-0.026713338233931988,-0.026713338233931988,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,adverse_log_excursion_h3,-0.026713338233931988,-0.026713338233931988,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,adverse_log_excursion_h5,-0.026713338233931988,-0.026713338233931988,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,coordinate_high,1.4084831660953518,1.4084831660953518,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,own_depth,0.08979000724112951,0.08979000724112951,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,resistance_high20,1.2924353836396552,1.2924353836396552,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,stratum,5,5,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,terminal_log_return_h1,0.014574620360701548,0.014574620360701548,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,terminal_log_return_h3,0.029263965606443045,0.029263965606443045,True
0000e16c182047325c33e0ff2319cb7967e84f3f6b1885b78906c844965d2c73,5,300396.SZ,2023-11-17,ALL_A,ALL_STATUS,terminal_log_return_h5,0.039259212450674076,0.039259212450674076,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,adverse_log_excursion_h1,0.09516609796559139,0.09516609796559139,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,adverse_log_excursion_h3,0.09516609796559139,0.09516609796559139,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,adverse_log_excursion_h5,0.09516609796559139,0.09516609796559139,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,coordinate_high,1.7105228103139916,1.7105228103139916,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,own_depth,0.099303135888501703,0.099303135888501703,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,resistance_high20,1.5560064867198593,1.5560064867198593,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,stratum,5,5,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,terminal_log_return_h1,0.09516609796559139,0.09516609796559139,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,terminal_log_return_h3,0.28490484392599297,0.28490484392599297,True
0000e7f428ad6652cd7956a281c4fb3710b61d1f932c0c2ef2c6744f15d77b0c,5,000966.SZ,2021-03-19,ALL_A,ALL_STATUS,terminal_log_return_h5,0.23980274532530088,0.23980274532530088,True
