role,market_view,denominator,scope,scope_value,direction,horizon,outcome,n,mean,median,positive,p10,p90
formation_depth,SH_A,ALL_STATUS,overall,ALL,UP,1,terminal,13,-0.0028223372616686957,0.0019836274942073339,0.53846153846153844,-0.024586735816307163,0.019750959162851328
formation_depth,SH_A,ALL_STATUS,year,2020,UP,1,terminal,2,0.0044255394403480506,0.0044255394403480506,1,0.0037504541861287707,0.0051006246945673305
formation_depth,SH_A,ALL_STATUS,year,2021,UP,1,terminal,2,-0.0085054276469382507,-0.0085054276469382507,0.5,-0.016896671759854716,-0.00011418353402178243
formation_depth,SH_A,ALL_STATUS,year,2022,UP,1,terminal,9,-0.0031700675542791841,-0.004536546641099367,0.44444444444444442,-0.030807792166652324,0.025143627014378164
formation_depth,SH_A,ALL_STATUS,overall,ALL,UP,3,downside,13,0.0085288218379585314,0.015508247548521627,0.61538461538461542,-0.030525955790244239,0.042627208573745759
formation_depth,SH_A,ALL_STATUS,year,2020,UP,3,downside,2,0.016164984327530229,0.016164984327530229,1,0.015639594904323349,0.016690373750737109
formation_depth,SH_A,ALL_STATUS,year,2021,UP,3,downside,2,-0.0023607976673021471,-0.0023607976673021471,0.5,-0.016989523624609548,0.012267928290005253
formation_depth,SH_A,ALL_STATUS,year,2022,UP,3,downside,9,0.0092518122858894145,0.007672713226051401,0.55555555555555558,-0.033296224619763441,0.052722633350525266
formation_depth,SH_A,ALL_STATUS,overall,ALL,UP,3,terminal,13,0.0066089329514210701,0.0097997635274262342,0.69230769230769229,-0.040625027497170736,0.051233803516806863
formation_depth,SH_A,ALL_STATUS,year,2020,UP,3,terminal,2,0.0097508060949443847,0.0097508060949443847,1,0.0097116401489589048,0.0097899720409298646
formation_depth,SH_A,ALL_STATUS,year,2021,UP,3,terminal,2,-0.01333795387037365,-0.01333795387037365,0.5,-0.033973707132382971,0.0072977993916356707
formation_depth,SH_A,ALL_STATUS,year,2022,UP,3,terminal,9,0.010343380435481381,0.017034596962998669,0.66666666666666663,-0.045070713125471298,0.060563371319404667
formation_depth,SH_A,ALL_STATUS,overall,ALL,UP,5,downside,13,0.012704888755511106,0.011379951463898495,0.61538461538461542,-0.035000309828289097,0.056996777673387351
formation_depth,SH_A,ALL_STATUS,year,2020,UP,5,downside,2,0.012611818227825724,0.012611818227825724,1,0.010947842273873364,0.014275794181778084
formation_depth,SH_A,ALL_STATUS,year,2021,UP,5,downside,2,0.0080188772556097042,0.0080188772556097042,0.5,-0.012904674994875021,0.028942429506094429
formation_depth,SH_A,ALL_STATUS,year,2022,UP,5,downside,9,0.013766906983863727,0.011379951463898495,0.55555555555555558,-0.037188703585406387,0.075224366895620523
formation_depth,SH_A,ALL_STATUS,overall,ALL,UP,5,terminal,13,-0.00069656586809471949,-0.0077157340301307669,0.46153846153846156,-0.064515905458793321,0.0673964122645722
formation_depth,SH_A,ALL_STATUS,year,2020,UP,5,terminal,2,-0.0024663165464079667,-0.0024663165464079667,0.5,-0.0066658505333862068,0.0017332174405702736
formation_depth,SH_A,ALL_STATUS,year,2021,UP,5,terminal,2,0.0019907176488657037,0.0019907176488657037,0.5,-0.023368748811298485,0.027350184109029896
formation_depth,SH_A,ALL_STATUS,year,2022,UP,5,terminal,9,-0.00090046205446075696,-0.021093636746765301,0.44444444444444442,-0.072146587569521289,0.073426543190510479
formation_depth,SH_A,NON_ST,overall,ALL,DOWN,1,downside,2,0.00021057244471087491,0.00021057244471087491,0.5,-0.0026912449101324253,0.0031123897995541752
formation_depth,SH_A,NON_ST,year,2023,DOWN,1,downside,2,0.00021057244471087491,0.00021057244471087491,0.5,-0.0026912449101324253,0.0031123897995541752
formation_depth,SH_A,NON_ST,overall,ALL,DOWN,1,terminal,2,0.00054800625404421641,0.00054800625404421641,0.5,-0.0056965523504953963,0.00679256485858383
formation_depth,SH_A,NON_ST,year,2023,DOWN,1,terminal,2,0.00054800625404421641,0.00054800625404421641,0.5,-0.0056965523504953963,0.00679256485858383
formation_depth,SH_A,NON_ST,overall,ALL,DOWN,3,downside,2,0.0018432005293031236,0.0018432005293031236,0.5,-0.0032309147475027764,0.0069173158061090244
formation_depth,SH_A,NON_ST,year,2023,DOWN,3,downside,2,0.0018432005293031236,0.0018432005293031236,0.5,-0.0032309147475027764,0.0069173158061090244
formation_depth,SH_A,NON_ST,overall,ALL,DOWN,3,terminal,2,0.009050786303568566,0.009050786303568566,1,0.002992259345314433,0.0151093132618227
formation_depth,SH_A,NON_ST,year,2023,DOWN,3,terminal,2,0.009050786303568566,0.009050786303568566,1,0.002992259345314433,0.0151093132618227
formation_depth,SH_A,NON_ST,overall,ALL,DOWN,5,downside,2,0.0020373281243750013,0.0020373281243750013,0.5,-0.0061771589198358788,0.010251815168585882
formation_depth,SH_A,NON_ST,year,2023,DOWN,5,downside,2,0.0020373281243750013,0.0020373281243750013,0.5,-0.0061771589198358788,0.010251815168585882
formation_depth,SH_A,NON_ST,overall,ALL,DOWN,5,terminal,2,0.016149070199839081,0.016149070199839081,0.5,0.00034845777767309599,0.031949682622005066
formation_depth,SH_A,NON_ST,year,2023,DOWN,5,terminal,2,0.016149070199839081,0.016149070199839081,0.5,0.00034845777767309599,0.031949682622005066
formation_depth,SH_A,NON_ST,overall,ALL,UP,1,downside,14,-0.0034435447122284257,-0.0032752941278909181,0.42857142857142855,-0.027205401620106883,0.011604557512282506
formation_depth,SH_A,NON_ST,year,2020,UP,1,downside,2,0.00060314615816908258,0.00060314615816908258,0.5,-0.0048246407253186921,0.0060309330416568573
formation_depth,SH_A,NON_ST,year,2021,UP,1,downside,3,-0.0035281879822765213,-0.0058697716440858014,0.33333333333333331,-0.0097504484705981994,0.0036307059707688695
formation_depth,SH_A,NON_ST,year,2022,UP,1,downside,9,-0.0043145949267451742,-0.00068081661169603486,0.44444444444444442,-0.035197263437932405,0.016997214772489867
formation_depth,SH_A,NON_ST,overall,ALL,UP,1,terminal,14,-0.0030080400382971597,-0.0025461776890563087,0.5,-0.028641405477146116,0.01693658735609781
formation_depth,SH_A,NON_ST,year,2020,UP,1,terminal,2,-0.0022408573981861492,-0.0022408573981861492,0.5,-0.0082778095367183231,0.0037960947403460244
formation_depth,SH_A,NON_ST,year,2021,UP,1,terminal,3,-0.00039778898495990058,-0.0069547753888619676,0.33333333333333331,-0.010997433688270233,0.012824650279911261
formation_depth,SH_A,NON_ST,year,2022,UP,1,terminal,9,-0.0040486087538786925,0.0018624200107493502,0.55555555555555558,-0.03401595113240282,0.020040845621707958
formation_depth,SH_A,NON_ST,overall,ALL,UP,3,downside,14,0.0045384276108151799,-0.0014712292829644012,0.5,-0.030375651433080332,0.04117474636341642
formation_depth,SH_A,NON_ST,year,2020,UP,3,downside,2,0.0014597110250680664,0.0014597110250680664,0.5,-0.010949885588619908,0.013869307638756042
formation_depth,SH_A,NON_ST,year,2021,UP,3,downside,3,-0.0061562956719825234,-0.0082648851317559009,0.33333333333333331,-0.014074119786366194,0.0026049642263104994
formation_depth,SH_A,NON_ST,year,2022,UP,3,downside,9,0.0087874946130248842,0.0089187345093341037,0.55555555555555558,-0.035570896658977967,0.053290422839071566
formation_depth,SH_A,NON_ST,overall,ALL,UP,3,terminal,14,0.0054094783641763459,0.0049082227129916157,0.6428571428571429,-0.037083110727851289,0.067312882173910266
formation_depth,SH_A,NON_ST,year,2020,UP,3,terminal,2,-0.0088869580008183492,-0.0088869580008183492,0.5,-0.02385600716261127,0.0060820911609745718
formation_depth,SH_A,NON_ST,year,2021,UP,3,terminal,3,-0.0047894279834104882,0.00080347938346006682,0.66666666666666663,-0.020087508486851265,0.0082714895732820676
formation_depth,SH_A,NON_ST,year,2022,UP,3,terminal,9,0.011986099672259668,0.0060609134158564008,0.66666666666666663,-0.046793078217004187,0.070982745475242345
formation_depth,SH_A,NON_ST,overall,ALL,UP,5,downside,14,0.0093354528753029822,-0.0014965130857407683,0.5,-0.038765256594330007,0.062238730748736655
formation_depth,SH_A,NON_ST,year,2020,UP,5,downside,2,-0.0026394699170317129,-0.0026394699170317129,0.5,-0.016423909116410874,0.011144969282347449
formation_depth,SH_A,NON_ST,year,2021,UP,5,downside,3,-0.0054743732205920249,-0.0093233288369536683,0.33333333333333331,-0.012608740559626365,0.0031995763649869725
formation_depth,SH_A,NON_ST,year,2022,UP,5,downside,9,0.016933155527786806,0.014385543790973895,0.55555555555555558,-0.041917953905403774,0.078524116898434623
formation_depth,SH_A,NON_ST,overall,ALL,UP,5,terminal,14,-0.00054340876033413409,-0.011293102967464349,0.42857142857142855,-0.071315416762860726,0.099782763480895723
formation_depth,SH_A,NON_ST,year,2020,UP,5,terminal,2,-0.024581723021632113,-0.024581723021632113,0.5,-0.045984979962867004,-0.0031784660803972206
formation_depth,SH_A,NON_ST,year,2021,UP,5,terminal,3,-0.0033785608513678539,-0.0036540797767687337,0.33333333333333331,-0.015876516881881717,0.0092296027493063634
formation_depth,SH_A,NON_ST,year,2022,UP,5,terminal,9,0.0057434895502988803,-0.021017744656598766,0.44444444444444442,-0.080972123671096963,0.11432719243928439
formation_depth,SZ_A,ALL_STATUS,overall,ALL,DOWN,1,downside,5,-0.0093043147902819139,-0.0087417706200619665,0,-0.01358724997823282,-0.0056320188321323994
formation_depth,SZ_A,ALL_STATUS,year,2022,DOWN,1,downside,1,-0.016544311149902902,-0.016544311149902902,0,-0.016544311149902902,-0.016544311149902902
formation_depth,SZ_A,ALL_STATUS,year,2023,DOWN,1,downside,4,-0.007494315700376666,-0.0084165891707754827,0,-0.0090286919405279786,-0.0052221206839062981
formation_depth,SZ_A,ALL_STATUS,overall,ALL,DOWN,1,terminal,5,-0.014098123430036705,-0.014559464002374,0,-0.0205106024694643,-0.0074716691881132787
formation_depth,SZ_A,ALL_STATUS,year,2022,DOWN,1,terminal,1,-0.015703583417056698,-0.015703583417056698,0,-0.015703583417056698,-0.015703583417056698
formation_depth,SZ_A,ALL_STATUS,year,2023,DOWN,1,terminal,4,-0.013696758433281709,-0.013368990870429,0,-0.020968536487127425,-0.0066871944297181574
formation_depth,SZ_A,ALL_STATUS,overall,ALL,DOWN,3,downside,5,-0.012910324309733026,-0.012458855167644901,0,-0.021164275884449284,-0.0058870635372875848
formation_depth,SZ_A,ALL_STATUS,year,2022,DOWN,3,downside,1,-0.026083304104100296,-0.026083304104100296,0,-0.026083304104100296,-0.026083304104100296
formation_depth,SZ_A,ALL_STATUS,year,2023,DOWN,3,downside,4,-0.0096170793611412078,-0.0098473618235242338,0,-0.013387670038774406,-0.0056622627136015879
formation_depth,SZ_A,ALL_STATUS,overall,ALL,DOWN,3,terminal,5,-0.0101017241717281,-0.011809964857560532,0.20000000000000001,-0.021354140905974237,0.0018457296856511803
formation_depth,SZ_A,ALL_STATUS,year,2022,DOWN,3,terminal,1,-0.016061930456509499,-0.016061930456509499,0,-0.016061930456509499,-0.016061930456509499
formation_depth,SZ_A,ALL_STATUS,year,2023,DOWN,3,terminal,4,-0.0086116726005327493,-0.0071509731513378161,0.25,-0.020960586301200339,0.0025686815407788945
formation_depth,SZ_A,ALL_STATUS,overall,ALL,DOWN,5,downside,5,-0.015448689592907225,-0.0094675564716033001,0,-0.028306708151693699,-0.00834747225185818
formation_depth,SZ_A,ALL_STATUS,year,2022,DOWN,5,downside,1,-0.0398200474482465,-0.0398200474482465,0,-0.0398200474482465,-0.0398200474482465
formation_depth,SZ_A,ALL_STATUS,year,2023,DOWN,5,downside,4,-0.0093558501290724079,-0.0092438148628889508,0,-0.010565956386286138,-0.0082353720848054417
formation_depth,SZ_A,ALL_STATUS,overall,ALL,DOWN,5,terminal,5,-0.016069894465210628,-0.0058144435029922024,0.20000000000000001,-0.047247264407339701,0.0079415801587573148
formation_depth,SZ_A,ALL_STATUS,year,2022,DOWN,5,terminal,1,-0.061177508065718499,-0.061177508065718499,0,-0.061177508065718499,-0.061177508065718499
formation_depth,SZ_A,ALL_STATUS,year,2023,DOWN,5,terminal,4,-0.0047929910650836589,-0.0032696049047457841,0.25,-0.020190662294737712,0.0093859712363000974
formation_depth,SZ_A,ALL_STATUS,overall,ALL,UP,1,downside,17,-0.0019635894232938006,-0.002665295610606435,0.41176470588235292,-0.01281045358643544,0.010174567647672408
formation_depth,SZ_A,ALL_STATUS,year,2020,UP,1,downside,4,-0.0086279034869967252,-0.01080137449286645,0.25,-0.013735383469092871,-0.0017816467002047974
formation_depth,SZ_A,ALL_STATUS,year,2021,UP,1,downside,3,0.0010984593933414551,-0.002665295610606435,0.33333333333333331,-0.003569975088322113,0.0072723958765841794
formation_depth,SZ_A,ALL_STATUS,year,2022,UP,1,downside,6,0.0011465920630481284,-0.00069864145296474976,0.5,-0.0043395774823637981,0.008477995124472934
formation_depth,SZ_A,ALL_STATUS,year,2023,UP,1,downside,4,-0.0022610842015802122,0.00046475649123152614,0.5,-0.016280363299043674,0.0095775223416338633
formation_depth,SZ_A,ALL_STATUS,overall,ALL,UP,1,terminal,17,-0.011223976427941382,-0.011329823617698468,0.23529411764705882,-0.030587180438807499,0.0040187945760840798
formation_depth,SZ_A,ALL_STATUS,year,2020,UP,1,terminal,4,-0.022916958158998725,-0.025034025587659353,0,-0.028689436873082692,-0.015450825501986259
formation_depth,SZ_A,ALL_STATUS,year,2021,UP,1,terminal,3,0.0019671151917515779,0.0029186376961298998,0.66666666666666663,-0.00029928579065591307,0.0038529071724077396
formation_depth,SZ_A,ALL_STATUS,year,2022,UP,1,terminal,6,-0.017057588121706956,-0.015103669340064227,0.16666666666666666,-0.032391020515785074,-0.0036780745092715667
formation_depth,SZ_A,ALL_STATUS,year,2023,UP,1,terminal,4,-0.00067389587100540006,-0.0066377602493274002,0.25,-0.0095578880991740306,0.012981187859820834
formation_depth,SZ_A,ALL_STATUS,overall,ALL,UP,3,downside,17,-0.0021778528554572008,-0.0045780656715745001,0.35294117647058826,-0.016550303438987723,0.014449894704416663
formation_depth,SZ_A,ALL_STATUS,year,2020,UP,3,downside,4,-0.0073636344578664496,-0.0068852993944474999,0.25,-0.015972785852904112,0.00086284888643605438
formation_depth,SZ_A,ALL_STATUS,year,2021,UP,3,downside,3,0.00949745005976841,0.011110115879551699,0.66666666666666663,0.001682924286928364,0.01666690950469514
formation_depth,SZ_A,ALL_STATUS,year,2022,UP,3,downside,6,-0.011026262627723986,-0.0098502808474927317,0,-0.017651857464543404,-0.0055766495711358204
formation_depth,SZ_A,ALL_STATUS,year,2023,UP,3,downside,4,0.0075240662189330143,0.0093791522590422772,0.75,-0.0052435666112768623,0.018807630217055483
formation_depth,SZ_A,ALL_STATUS,overall,ALL,UP,3,terminal,17,-0.011903983830284355,-0.005156065912965099,0.35294117647058826,-0.063473102577965998,0.025648371160951301
formation_depth,SZ_A,ALL_STATUS,year,2020,UP,3,terminal,4,-0.012773137028421601,-0.011833383703912299,0,-0.024334473990996967,-0.0019636027254536694
formation_depth,SZ_A,ALL_STATUS,year,2021,UP,3,terminal,3,0.011737555985097322,0.016065871069209165,0.66666666666666663,-0.001098076830392326,0.022841862766942236
formation_depth,SZ_A,ALL_STATUS,year,2022,UP,3,terminal,6,-0.043499765084361645,-0.047124620499589889,0,-0.066374991797768484,-0.016999682955726566
formation_depth,SZ_A,ALL_STATUS,year,2023,UP,3,terminal,4,0.018627686387432577,0.02111762939842745,1,0.0050826619479979089,0.030180756418071341
formation_depth,SZ_A,ALL_STATUS,overall,ALL,UP,5,downside,17,-0.004805110804698475,-0.00089472787627020017,0.41176470588235292,-0.032170224292430917,0.019314986245356384
formation_depth,SZ_A,ALL_STATUS,year,2020,UP,5,downside,4,-0.0055607158055934252,-0.0039651609092094028,0.5,-0.015978093685234049,0.0035802181569399814
formation_depth,SZ_A,ALL_STATUS,year,2021,UP,5,downside,3,0.010502231704680195,0.0096317398832103593,0.66666666666666663,-0.0036803143176696099,0.025032974455617935
formation_depth,SZ_A,ALL_STATUS,year,2022,UP,5,downside,6,-0.023962349423968122,-0.026023163073425701,0,-0.039692947567552872,-0.0061709376309257817
formation_depth,SZ_A,ALL_STATUS,year,2023,UP,5,downside,4,0.013205845243066935,0.013149229756843274,0.75,0.0031390692241974622,0.023317913650915342
formation_depth,SZ_A,ALL_STATUS,overall,ALL,UP,5,terminal,17,-0.020698199730683143,-0.0189809246541893,0.29411764705882354,-0.073331971305255123,0.028416447647313929
formation_depth,SZ_A,ALL_STATUS,year,2020,UP,5,terminal,4,-0.026255583579768753,-0.025834945338085349,0,-0.03705700660029531,-0.015790671152588909
formation_depth,SZ_A,ALL_STATUS,year,2021,UP,5,terminal,3,-0.0038395578026589219,-0.0034318562995265325,0.33333333333333331,-0.017932694337510827,0.010090498130940029
formation_depth,SZ_A,ALL_STATUS,year,2022,UP,5,terminal,6,-0.054360581553591802,-0.049803905410438866,0.16666666666666666,-0.10838492027794852,-0.0048929189723879996
formation_depth,SZ_A,ALL_STATUS,year,2023,UP,5,terminal,4,0.022708775406747275,0.0311038887890615,0.75,-0.0079866423338354302,0.046688102441478606
formation_depth,SZ_A,NON_ST,overall,ALL,DOWN,1,downside,6,-0.0059111281415168389,-0.0040222796799774018,0.16666666666666666,-0.013825267740217816,0.00011416299564469962
formation_depth,SZ_A,NON_ST,year,2022,DOWN,1,downside,1,-0.016550717869388699,-0.016550717869388699,0,-0.016550717869388699,-0.016550717869388699
formation_depth,SZ_A,NON_ST,year,2023,DOWN,1,downside,5,-0.0037832101959424679,-0.0033858470118164705,0.20000000000000001,-0.0085233755058834945,0.00023333863223199981
formation_depth,SZ_A,NON_ST,overall,ALL,DOWN,1,terminal,6,-0.0075910753804623726,-0.010214160581293801,0.16666666666666666,-0.018161426346559068,0.0056023607864657508
formation_depth,SZ_A,NON_ST,year,2022,DOWN,1,terminal,1,-0.015619034541172101,-0.015619034541172101,0,-0.015619034541172101,-0.015619034541172101
formation_depth,SZ_A,NON_ST,year,2023,DOWN,1,terminal,5,-0.005985483548320427,-0.0096804416117862672,0.20000000000000001,-0.016721442711488153,0.0076101632421680422
formation_depth,SZ_A,NON_ST,overall,ALL,DOWN,3,downside,6,-0.0088480526568571246,-0.0060414503273841479,0.16666666666666666,-0.019781688077618369,-0.00072101956556885893
formation_depth,SZ_A,NON_ST,year,2022,DOWN,3,downside,1,-0.026133695470614903,-0.026133695470614903,0,-0.026133695470614903,-0.026133695470614903
formation_depth,SZ_A,NON_ST,year,2023,DOWN,3,downside,5,-0.0053909240941055698,-0.0043627790186753987,0.20000000000000001,-0.011145857065210259,-0.00038619073861592039
formation_depth,SZ_A,NON_ST,overall,ALL,DOWN,3,terminal,6,-0.00861087902618448,-0.012079949799769884,0.16666666666666666,-0.020254634329232898,0.0065019470504493419
formation_depth,SZ_A,NON_ST,year,2022,DOWN,3,terminal,1,-0.0161344738250511,-0.0161344738250511,0,-0.0161344738250511,-0.0161344738250511
formation_depth,SZ_A,NON_ST,year,2023,DOWN,3,terminal,5,-0.0071061600664111563,-0.0080254257744886669,0.20000000000000001,-0.020809026018700341,0.0078285747974270806
formation_depth,SZ_A,NON_ST,overall,ALL,DOWN,5,downside,6,-0.011499829922334066,-0.0072973460731350255,0.16666666666666666,-0.0256464182282388,-0.0015557254656283683
formation_depth,SZ_A,NON_ST,year,2022,DOWN,5,downside,1,-0.040012204852614704,-0.040012204852614704,0,-0.040012204852614704,-0.040012204852614704
formation_depth,SZ_A,NON_ST,year,2023,DOWN,5,downside,5,-0.0057973549362779365,-0.0057566116771501502,0.20000000000000001,-0.010303611149965699,-0.0011214338066526555
formation_depth,SZ_A,NON_ST,overall,ALL,DOWN,5,terminal,6,-0.0093271025879904448,-0.0030152022113939334,0.5,-0.037724002532826151,0.012757896980248748
formation_depth,SZ_A,NON_ST,year,2022,DOWN,5,terminal,1,-0.061257399806052396,-0.061257399806052396,0,-0.061257399806052396,-0.061257399806052396
formation_depth,SZ_A,NON_ST,year,2023,DOWN,5,terminal,5,0.0010589568556219463,0.0071977114847891332,0.59999999999999998,-0.013805609518790739,0.012983688668225192
formation_depth,SZ_A,NON_ST,overall,ALL,UP,1,downside,9,-0.00068656391849814371,-0.0037834500018455001,0.44444444444444442,-0.0073753643999215791,0.0070915758553430075
formation_depth,SZ_A,NON_ST,year,2020,UP,1,downside,2,0.0035663954154338683,0.0035663954154338683,1,0.0020853822197392821,0.0050474086111284549
formation_depth,SZ_A,NON_ST,year,2021,UP,1,downside,3,-0.0051225385145717327,-0.0045456693480782663,0,-0.0060787104003766392,-0.0043971142953642137
formation_depth,SZ_A,NON_ST,year,2022,UP,1,downside,4,0.0005139373615910426,0.0012065650795276498,0.5,-0.0088552925426157256,0.0093290650914485268
formation_depth,SZ_A,NON_ST,overall,ALL,UP,1,terminal,9,-0.010388782861753576,-0.011491545927729932,0.1111111111111111,-0.025311478998339503,0.0015191597776702155
formation_depth,SZ_A,NON_ST,year,2020,UP,1,terminal,2,-0.0084434240303958644,-0.0084434240303958644,0,-0.010881921548263118,-0.0060049265125286123
formation_depth,SZ_A,NON_ST,year,2021,UP,1,terminal,3,-0.0050351133805971561,-0.0011193148155911,0,-0.010978387531863847,-0.00065815865533288664
formation_depth,SZ_A,NON_ST,year,2022,UP,1,terminal,4,-0.015376714388299743,-0.019836058597979857,0.25,-0.029243065691042097,0.0020571122821867096
formation_depth,SZ_A,NON_ST,overall,ALL,UP,3,downside,9,-0.0047687200161126986,-0.0021460597331172601,0.44444444444444442,-0.020465372580388639,0.0089086019585991084
formation_depth,SZ_A,NON_ST,year,2020,UP,3,downside,2,0.0084271252140812151,0.0084271252140812151,1,0.0077611362239845645,0.0090931142041778684
formation_depth,SZ_A,NON_ST,year,2021,UP,3,downside,3,0.0029815323686750174,0.0022698072538189333,0.66666666666666663,-0.0012628863357300214,0.00751064111902249
formation_depth,SZ_A,NON_ST,year,2022,UP,3,downside,4,-0.017179331919800443,-0.018613687055275597,0,-0.021491064763050866,-0.01172011496816989
formation_depth,SZ_A,NON_ST,overall,ALL,UP,3,terminal,9,-0.016474569216715251,-0.006117893886781068,0.33333333333333331,-0.067082557544302632,0.01897192857165109
formation_depth,SZ_A,NON_ST,year,2020,UP,3,terminal,2,0.0063342330898000648,0.0063342330898000648,0.5,-0.0036274684914648411,0.016295934671064972
formation_depth,SZ_A,NON_ST,year,2021,UP,3,terminal,3,0.010175167031910312,0.014373170890828034,0.66666666666666663,2.5136267903393301e-05,0.018645996252350139
formation_depth,SZ_A,NON_ST,year,2022,UP,3,terminal,4,-0.047866272556442074,-0.048440018381454009,0,-0.068103986677932826,-0.027169561774941776
formation_depth,SZ_A,NON_ST,overall,ALL,UP,5,downside,9,-0.010076424294932378,-0.0019346326332196975,0.33333333333333331,-0.048454281255078578,0.013952032413272485
formation_depth,SZ_A,NON_ST,year,2020,UP,5,downside,2,0.012094604331866533,0.012094604331866533,1,0.011963645818292748,0.012225562845440317
formation_depth,SZ_A,NON_ST,year,2021,UP,5,downside,3,0.0059142023067972572,-0.0010497126174158974,0.33333333333333331,-0.0017576486300589374,0.016371619213338715
formation_depth,SZ_A,NON_ST,year,2022,UP,5,downside,4,-0.033154908559629055,-0.034548242357715662,0,-0.049930002655810962,-0.01526514742497786
formation_depth,SZ_A,NON_ST,overall,ALL,UP,5,terminal,9,-0.023894685610673615,-0.015388411630456098,0.22222222222222221,-0.070012731870846903,0.025558511270621052
formation_depth,SZ_A,NON_ST,year,2020,UP,5,terminal,2,0.018453873775351702,0.018453873775351702,0.5,-0.0086199545492945395,0.045527702099997944
formation_depth,SZ_A,NON_ST,year,2021,UP,5,terminal,3,-0.0002827278154636786,-0.0070270036117236669,0.33333333333333331,-0.011561624024467775,0.013693878712044413
formation_depth,SZ_A,NON_ST,year,2022,UP,5,terminal,4,-0.062777933650093723,-0.059226848147260758,0,-0.096009473367401149,-0.03238726233505268
formation_diffusion,ALL_A,ALL_STATUS,overall,ALL,DOWN,1,downside,18,0.0060801177821877142,0.0070895839928321498,0.88888888888888884,-0.0010927884001287421,0.013757744704161502
formation_diffusion,ALL_A,ALL_STATUS,year,2020,DOWN,1,downside,6,0.0078081435367159035,0.0111300561301286,0.83333333333333337,-0.0050367820054321426,0.017331156485451249
formation_diffusion,ALL_A,ALL_STATUS,year,2021,DOWN,1,downside,1,0.0087765870154705005,0.0087765870154705005,1,0.0087765870154705005,0.0087765870154705005
formation_diffusion,ALL_A,ALL_STATUS,year,2022,DOWN,1,downside,7,0.0049348102014439834,0.0064294771485819985,0.8571428571428571,-0.0019474700146682581,0.010087974181593986
formation_diffusion,ALL_A,ALL_STATUS,year,2023,DOWN,1,downside,4,0.0048182501083762659,0.0047704359011347501,1,0.0032939524644693416,0.0063807991180764032
formation_diffusion,ALL_A,ALL_STATUS,overall,ALL,DOWN,1,terminal,18,0.013740877829998929,0.015913159391359701,0.88888888888888884,0.00090681224453585652,0.028600358204148253
formation_diffusion,ALL_A,ALL_STATUS,year,2020,DOWN,1,terminal,6,0.020233950388198474,0.024976812074694901,0.83333333333333337,0.002191681503689525,0.033533357586210996
formation_diffusion,ALL_A,ALL_STATUS,year,2021,DOWN,1,terminal,1,0.015106143520027801,0.015106143520027801,1,0.015106143520027801,0.015106143520027801
formation_diffusion,ALL_A,ALL_STATUS,year,2022,DOWN,1,terminal,7,0.010649462271286636,0.010524623367335069,0.8571428571428571,0.00113202507081361,0.018517215871886494
formation_diffusion,ALL_A,ALL_STATUS,year,2023,DOWN,1,terminal,4,0.0090699297979388999,0.0082720020128890497,1,0.0035195312725685565,0.015258670551349126
formation_diffusion,ALL_A,ALL_STATUS,overall,ALL,DOWN,3,downside,18,0.010755903974451838,0.012569075877996064,0.66666666666666663,-0.0073324626281323991,0.030953880432952531
formation_diffusion,ALL_A,ALL_STATUS,year,2020,DOWN,3,downside,6,0.023458022854848101,0.029726738824584847,0.83333333333333337,0.0076419272922262985,0.033005402447733152
formation_diffusion,ALL_A,ALL_STATUS,year,2021,DOWN,3,downside,1,0.027945275718387803,0.027945275718387803,1,0.027945275718387803,0.027945275718387803
formation_diffusion,ALL_A,ALL_STATUS,year,2022,DOWN,3,downside,7,-5.2642354656486289e-05,-0.00051006295318069966,0.42857142857142855,-0.020276266804850875,0.018929721642492722
formation_diffusion,ALL_A,ALL_STATUS,year,2023,DOWN,3,downside,4,0.0063203387938130223,0.0065887323044625471,0.75,-0.00026427512583148197,0.012690237904937908
formation_diffusion,ALL_A,ALL_STATUS,overall,ALL,DOWN,3,terminal,18,0.022683173966406258,0.019768686394855815,0.72222222222222221,-0.012214937990901453,0.062379843755548066
formation_diffusion,ALL_A,ALL_STATUS,year,2020,DOWN,3,terminal,6,0.049285248703402507,0.054974556363612481,0.83333333333333337,0.019509017673704651,0.073372172072890401
formation_diffusion,ALL_A,ALL_STATUS,year,2021,DOWN,3,terminal,1,0.036359934318987097,0.036359934318987097,1,0.036359934318987097,0.036359934318987097
formation_diffusion,ALL_A,ALL_STATUS,year,2022,DOWN,3,terminal,7,0.0086418600914729433,0.0055730238048870995,0.7142857142857143,-0.020140144820467262,0.038481571865039872
formation_diffusion,ALL_A,ALL_STATUS,year,2023,DOWN,3,terminal,4,0.0039331710538999575,0.004056233813018866,0.5,-0.010303288527533143,0.018071180428037934
formation_diffusion,ALL_A,ALL_STATUS,overall,ALL,DOWN,5,downside,18,0.01609492562238278,0.016035260788644815,0.83333333333333337,-0.0027050051268012474,0.037184804248810724
formation_diffusion,ALL_A,ALL_STATUS,year,2020,DOWN,5,downside,6,0.02689611236987649,0.032124161957215736,0.83333333333333337,0.0035966439173801719,0.044967531235033553
formation_diffusion,ALL_A,ALL_STATUS,year,2021,DOWN,5,downside,1,0.027170709529492604,0.027170709529492604,1,0.027170709529492604,0.027170709529492604
formation_diffusion,ALL_A,ALL_STATUS,year,2022,DOWN,5,downside,7,0.0075985647748835188,0.013056405525818236,0.7142857142857143,-0.015977265243955437,0.025193629194589697
