role,market_view,denominator,scope,scope_value,direction,horizon,outcome,n,mean,median,positive,p10,p90
formation_leadership_concentration,ALL_A,NON_ST,year,2022,DOWN,3,downside,4,-0.0097010046988332752,-0.0050411632932314994,0.25,-0.024815006563406621,0.0016851240412586485
formation_leadership_concentration,ALL_A,NON_ST,overall,ALL,DOWN,3,terminal,4,-0.0034191923337509728,-0.0071657725199210983,0.25,-0.025563997623203608,0.021722877104637772
formation_leadership_concentration,ALL_A,NON_ST,year,2022,DOWN,3,terminal,4,-0.0034191923337509728,-0.0071657725199210983,0.25,-0.025563997623203608,0.021722877104637772
formation_leadership_concentration,ALL_A,NON_ST,overall,ALL,DOWN,5,downside,4,-0.026660244832873554,-0.022733364920746051,0,-0.047367231717968847,-0.0090947618774802619
formation_leadership_concentration,ALL_A,NON_ST,year,2022,DOWN,5,downside,4,-0.026660244832873554,-0.022733364920746051,0,-0.047367231717968847,-0.0090947618774802619
formation_leadership_concentration,ALL_A,NON_ST,overall,ALL,DOWN,5,terminal,4,-0.040915740735904753,-0.045058123852463702,0.25,-0.080663242838424756,0.0021456678598624178
formation_leadership_concentration,ALL_A,NON_ST,year,2022,DOWN,5,terminal,4,-0.040915740735904753,-0.045058123852463702,0.25,-0.080663242838424756,0.0021456678598624178
formation_leadership_concentration,ALL_A,NON_ST,overall,ALL,UP,1,downside,9,0.0029756650221585256,0.0030135503312263487,0.77777777777777779,-0.0017976818464767539,0.0097204629166651076
formation_leadership_concentration,ALL_A,NON_ST,year,2022,UP,1,downside,4,0.0041003218763138215,0.0037788438176094008,0.75,0.00053673987708034916,0.0079210863225108296
formation_leadership_concentration,ALL_A,NON_ST,year,2023,UP,1,downside,5,0.0020759395388342894,0.00066251876589026523,0.80000000000000004,-0.0039426574065328408,0.0086774301520044818
formation_leadership_concentration,ALL_A,NON_ST,overall,ALL,UP,1,terminal,9,0.003246459370036205,0.0082879983272458012,0.55555555555555558,-0.009531070484020146,0.014726096043854674
formation_leadership_concentration,ALL_A,NON_ST,year,2022,UP,1,terminal,4,0.0088753924133605569,0.011343258387581601,0.75,-0.0030090290970890832,0.018785521144433361
formation_leadership_concentration,ALL_A,NON_ST,year,2023,UP,1,terminal,5,-0.0012566870646232762,-0.0055057206361950493,0.40000000000000002,-0.010857622091662239,0.010506952550100101
formation_leadership_concentration,ALL_A,NON_ST,overall,ALL,UP,3,downside,9,0.0098330780384856074,0.011755753040794001,0.77777777777777779,-0.01064447070732601,0.026775946334212267
formation_leadership_concentration,ALL_A,NON_ST,year,2022,UP,3,downside,4,0.022737443044846036,0.024124683976645994,1,0.014983706478111159,0.029381386866140943
formation_leadership_concentration,ALL_A,NON_ST,year,2023,UP,3,downside,5,-0.00049041396660273187,0.0018087572051276972,0.59999999999999998,-0.013458528521350436,0.011214304139828641
formation_leadership_concentration,ALL_A,NON_ST,overall,ALL,UP,3,terminal,9,0.011657645745965395,0.0085702675234220985,0.66666666666666663,-0.017049349220942513,0.039591454611738332
formation_leadership_concentration,ALL_A,NON_ST,year,2022,UP,3,terminal,4,0.031321570538022842,0.037994662503535746,1,0.015243986695204065,0.04206068080843129
formation_leadership_concentration,ALL_A,NON_ST,year,2023,UP,3,terminal,5,-0.0040734940876805638,-0.0054973537105289507,0.40000000000000002,-0.019368012595621008,0.01190989256093292
formation_leadership_concentration,ALL_A,NON_ST,overall,ALL,UP,5,downside,9,0.01700437989877816,0.013138250269365298,0.66666666666666663,-0.015263607924103289,0.047603297177056747
formation_leadership_concentration,ALL_A,NON_ST,year,2022,UP,5,downside,4,0.040976536696939764,0.045263504685346678,1,0.029969389831767713,0.048554109171386278
formation_leadership_concentration,ALL_A,NON_ST,year,2023,UP,5,downside,5,-0.002173345539751128,-4.1158308480497563e-05,0.40000000000000002,-0.018995091769610596,0.01274719894435002
formation_leadership_concentration,ALL_A,NON_ST,overall,ALL,UP,5,terminal,9,0.017313135613253108,0.0086911501534283342,0.66666666666666663,-0.027544927238455426,0.064756956589835254
formation_leadership_concentration,ALL_A,NON_ST,year,2022,UP,5,terminal,4,0.054751532562951732,0.059694945437425671,1,0.034589095881422796,0.070959238944901512
formation_leadership_concentration,ALL_A,NON_ST,year,2023,UP,5,terminal,5,-0.012637581946505789,-0.01855101330241395,0.40000000000000002,-0.031729857979930012,0.0084303716942887609
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,DOWN,1,downside,8,-0.004293664445135765,-0.0034802676937447249,0.375,-0.012333969786601671,0.0011955201225152092
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2020,DOWN,1,downside,3,-0.0018027128854034996,0.00016501653953560069,0.66666666666666663,-0.0046923223876203998,0.00029980484683776037
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2021,DOWN,1,downside,1,-0.011944271388587301,-0.011944271388587301,0,-0.011944271388587301,-0.011944271388587301
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,DOWN,1,downside,4,-0.0042492263790720793,-0.0034802676937447249,0.25,-0.010543597348412349,0.0014299776420063084
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,DOWN,1,terminal,8,0.0019831818852271707,0.0061894207245576493,0.75,-0.012239493673886279,0.010534064619885725
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2020,DOWN,1,terminal,3,0.006758825374875467,0.0078623598825603991,1,0.0049905718768591999,0.0080856650698177598
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2021,DOWN,1,terminal,1,-0.023079134219670401,-0.023079134219670401,0,-0.023079134219670401,-0.023079134219670401
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,DOWN,1,terminal,4,0.0046670282942153415,0.0072712346642776326,0.75,-0.0039608089380186893,0.011211500430399542
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,DOWN,3,downside,8,-0.010476967214990399,-0.0090784403341342482,0.125,-0.022038728591644959,-0.0013762002150954208
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2020,DOWN,3,downside,3,-0.0054912054745461314,-0.0050175446367188986,0.33333333333333331,-0.011514977752583458,0.00034310246836030157
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2021,DOWN,3,downside,1,-0.021780153925374999,-0.021780153925374999,0,-0.021780153925374999,-0.021780153925374999
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,DOWN,3,downside,4,-0.011390491842727449,-0.010116249311019052,0,-0.020443525788664541,-0.0033568519221570795
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,DOWN,3,terminal,8,-0.0095580195805371661,-0.0070724198229941996,0.25,-0.023318782990195807,0.0046001243653456085
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2020,DOWN,3,terminal,3,0.0010745224610037324,0.0031942478738692997,0.66666666666666663,-0.0056420970942782202,0.0069432518511394594
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2021,DOWN,3,terminal,1,-0.0334795892988108,-0.0334795892988108,0,-0.0334795892988108,-0.0334795892988108
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,DOWN,3,terminal,4,-0.011552033682124433,-0.011658418509127249,0,-0.018381860413126928,-0.0046370990895196829
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,DOWN,5,downside,8,-0.013857430154090475,-0.0161465206089733,0,-0.023049767161223391,-0.0032519727354019708
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2020,DOWN,5,downside,3,-0.012851513577685533,-0.015463482687815201,0,-0.016556343361668162,-0.0081018961496510406
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2021,DOWN,5,downside,1,-0.022364799358425801,-0.022364799358425801,0,-0.022364799358425801,-0.022364799358425801
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,DOWN,5,downside,4,-0.01248502528531035,-0.01181051409366795,0,-0.023161072588102689,-0.0023485869358319308
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,DOWN,5,terminal,8,-0.013835499186398736,-0.0099014318848030004,0.25,-0.032519983542992681,0.0069276047181030861
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2020,DOWN,5,terminal,3,-0.012983119329054599,-0.0079780890660033996,0,-0.021071338354528599,-0.0068969124088010788
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2021,DOWN,5,terminal,1,-0.051595760231102503,-0.051595760231102503,0,-0.051595760231102503,-0.051595760231102503
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,DOWN,5,terminal,4,-0.0050347188182308959,-0.0032385321075796159,0.5,-0.020540517362632196,0.0090341303576493819
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,UP,1,downside,10,0.0044405399646038294,0.0021302656542127006,0.5,-0.0068342587287726813,0.010478017619447666
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2022,UP,1,downside,4,0.0086467337229085752,0.0022907896745987498,0.5,-0.010693341790471432,0.033071564474936449
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,UP,1,downside,6,0.0016364107924006666,0.0021302656542127006,0.5,-0.0038647778201616511,0.0066437445431509496
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,UP,1,terminal,10,0.0074834982795170448,0.010603182397821051,0.59999999999999998,-0.026139722336941049,0.028428288482664887
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2022,UP,1,terminal,4,0.011907497860413839,0.0017727577210991732,0.5,-0.02433963964164523,0.056262427473924639
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,UP,1,terminal,6,0.0045341652255858501,0.010603182397821051,0.66666666666666663,-0.016424818472739799,0.019424131751676302
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,UP,3,downside,10,-0.0049018438208694257,-0.0028499358192062996,0.5,-0.027140445675861699,0.02841165372347311
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2022,UP,3,downside,4,-0.01001561720384744,0.0042025899293931766,0.5,-0.093164383207521698,0.061758583093234343
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,UP,3,downside,6,-0.0014926615655507503,-0.0037370238308157503,0.5,-0.01563339848444345,0.01489243761860695
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,UP,3,terminal,10,-0.0093079983887782713,-0.0047466565504147001,0.5,-0.041075902944496909,0.027920535153426927
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2022,UP,3,terminal,4,-0.012841774901130551,-0.0036874327273205484,0.5,-0.1180978978962702,0.085090874354961127
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,UP,3,terminal,6,-0.0069521473805434159,-0.0047466565504147001,0.5,-0.024862751428982401,0.0087529658377668504
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,UP,5,downside,10,-0.0070261868695032734,0.0012488386732682766,0.5,-0.046118346087211722,0.031351507966371844
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2022,UP,5,downside,4,-0.017401602532862683,-0.0050373585578718204,0.5,-0.10739960086513063,0.062705000619412588
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,UP,5,downside,6,-0.0001092430939303336,0.002322857025536848,0.5,-0.022088499599944848,0.019437913292617001
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,overall,ALL,UP,5,terminal,10,-0.012458094923659005,-0.011054904015229024,0.40000000000000002,-0.050082573133440972,0.024430338623703359
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2022,UP,5,terminal,4,-0.023850595779942588,-0.026003033242786674,0.25,-0.10009416960168679,0.054114928012076902
formation_leadership_concentration,CHINEXT_BOARD,ALL_STATUS,year,2023,UP,5,terminal,6,-0.0048630943528032823,-0.0050817720399277504,0.5,-0.019918494338194502,0.010410983319712401
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,DOWN,1,downside,6,-0.00058753722175636681,0.00024925923159945049,0.66666666666666663,-0.005190362283172649,0.0031784913863040984
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2020,DOWN,1,downside,3,-0.0018185281078924992,0.00016501653953560069,0.66666666666666663,-0.0047302789215939983,0.00029980484683776037
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,DOWN,1,downside,3,0.0006434536643797655,0.0022346447355589983,0.66666666666666663,-0.0030943684764633203,0.0037447993767511585
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,DOWN,1,terminal,6,0.0092793101032009259,0.0091194823910400492,1,0.0060674923789971495,0.012650955539565575
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2020,DOWN,1,terminal,3,0.0067285282604266335,0.0078623598825603991,1,0.0049905718768591999,0.008012951995140561
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,DOWN,1,terminal,3,0.011830091945975216,0.011663663926686798,1,0.01048342459237296,0.013243330507292841
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,DOWN,3,downside,6,-0.0055749815322208825,-0.0049837909855357486,0.16666666666666666,-0.011400332320858651,-0.00034082129026824851
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2020,DOWN,3,downside,3,-0.0055210229857528999,-0.0050175446367188986,0.33333333333333331,-0.011586539779479701,0.00034310246836030157
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,DOWN,3,downside,3,-0.005628940078688866,-0.0049500373343525986,0,-0.0086475083281084397,-0.0028819329270037982
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,DOWN,3,terminal,6,-0.0021229869780452948,-0.004770793243734783,0.33333333333333331,-0.0071355430500642508,0.0055373753596631489
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2020,DOWN,3,terminal,3,0.0010459337498749325,0.0031942478738692997,0.66666666666666663,-0.0057107100009873403,0.0069432518511394594
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,DOWN,3,terminal,3,-0.0052919077059655232,-0.0061330328047624998,0,-0.0062939158652941009,-0.0039534495071181534
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,DOWN,5,downside,6,-0.009646696369015632,-0.009998971277258616,0,-0.016205952552352902,-0.0027351652774353762
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2020,DOWN,5,downside,3,-0.012891134873271934,-0.015463482687815201,0,-0.016651434471075519,-0.0081018961496510406
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,DOWN,5,downside,3,-0.0064022578647593281,-0.0040115553919286007,0,-0.011791465509911506,-0.0019693312087394415
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,DOWN,5,terminal,6,-0.0061991194542998333,-0.0073553728283053494,0.33333333333333331,-0.020815668471086499,0.0095736829364923507
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2020,DOWN,5,terminal,3,-0.013018465444423533,-0.0080841274121102001,0,-0.021092546023749961,-0.006918120078022439
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,DOWN,5,terminal,3,0.00062022653582386714,0.0083632893683960007,0.66666666666666663,-0.012156691138731281,0.01029991907735016
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,UP,1,downside,6,0.011373021555899638,0.0046857623281980239,1,0.001771293064138783,0.027662009275362102
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2022,UP,1,downside,4,0.016173885801780065,0.0080255787518145258,1,0.0043162235989938538,0.034550193644538707
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,UP,1,downside,2,0.001771293064138783,0.001771293064138783,1,0.0014877380674759963,0.0020548480608015697
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,UP,1,terminal,6,0.0095523020891578048,-0.0042227558616696843,0.33333333333333331,-0.014044128407651575,0.046923790536794671
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2022,UP,1,terminal,4,0.017216630185018962,0.0077367325015172232,0.5,-0.014309029123310769,0.056326207640150089
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,UP,1,terminal,2,-0.005776354102564509,-0.005776354102564509,0,-0.0099964542262419818,-0.0015562539788870349
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,UP,3,downside,6,0.0084062143122415871,0.00090219848764004976,0.66666666666666663,-0.024330273882413083,0.048646718331497793
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2022,UP,3,downside,4,0.017222519875985123,0.0088836806581750975,0.75,-0.02052611315998433,0.061642224286202606
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,UP,3,downside,2,-0.0092263968152454835,-0.0092263968152454835,0.5,-0.016763505550374432,-0.0016892880801165357
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,UP,3,terminal,6,0.0049043131612427487,-0.0083971054111651247,0.33333333333333331,-0.042615238659060431,0.065725283553953795
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2022,UP,3,terminal,4,0.015941772505829177,0.0037008048749105496,0.5,-0.043213841232068229,0.084890160348461502
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,UP,3,terminal,2,-0.017170605527930108,-0.017170605527930108,0,-0.025800906746700793,-0.0085403043091594206
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,UP,5,downside,6,0.0025696944693984988,0.0040517062577250969,0.66666666666666663,-0.047540069052060499,0.051197446202530902
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2022,UP,5,downside,4,0.015224457411907512,0.01203996289098312,0.75,-0.032125538593487005,0.065122049034041563
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,UP,5,downside,2,-0.022739831415619527,-0.022739831415619527,0.5,-0.041259237233905746,-0.0042204255973333042
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,overall,ALL,UP,5,terminal,6,-0.0042597577002072909,-0.0086947045201695751,0.33333333333333331,-0.0589119148169037,0.054827346236451399
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2022,UP,5,terminal,4,0.0065306116576310524,0.0084407888378337029,0.5,-0.054048933021787329,0.06558201459288733
formation_leadership_concentration,CHINEXT_BOARD,NON_ST,year,2023,UP,5,terminal,2,-0.025840496415883978,-0.025840496415883978,0,-0.041448644452075196,-0.010232348379692755
formation_leadership_concentration,SH_A,ALL_STATUS,overall,ALL,UP,1,downside,6,0.0025866476619408113,0.0043722346789160501,0.83333333333333337,-0.0046796724945495655,0.0080673808014559492
formation_leadership_concentration,SH_A,ALL_STATUS,year,2022,UP,1,downside,1,-0.011709792404643532,-0.011709792404643532,0,-0.011709792404643532,-0.011709792404643532
formation_leadership_concentration,SH_A,ALL_STATUS,year,2023,UP,1,downside,5,0.0054459356752576803,0.0043918880724369332,1,0.0031513009634847075,0.0086925240955956461
formation_leadership_concentration,SH_A,ALL_STATUS,overall,ALL,UP,1,terminal,6,0.0029884413878938456,0.002550919062339522,0.83333333333333337,-0.0084245265246242346,0.014838931625966251
formation_leadership_concentration,SH_A,ALL_STATUS,year,2022,UP,1,terminal,1,-0.018136595221748701,-0.018136595221748701,0,-0.018136595221748701,-0.018136595221748701
formation_leadership_concentration,SH_A,ALL_STATUS,year,2023,UP,1,terminal,5,0.0072134487098223553,0.0034491964056279009,1,0.0014335819911205979,0.015527865229806001
formation_leadership_concentration,SH_A,ALL_STATUS,overall,ALL,UP,3,downside,6,0.010219649895366523,0.010461121015848484,0.83333333333333337,-0.0034280964344618591,0.023625925104712946
formation_leadership_concentration,SH_A,ALL_STATUS,year,2022,UP,3,downside,1,-0.016564782542372668,-0.016564782542372668,0,-0.016564782542372668,-0.016564782542372668
formation_leadership_concentration,SH_A,ALL_STATUS,year,2023,UP,3,downside,5,0.015576536382914364,0.0107494968809363,1,0.0098942518643736384,0.025360977373136494
formation_leadership_concentration,SH_A,ALL_STATUS,overall,ALL,UP,3,terminal,6,0.012161403336213253,0.014658425586580766,0.83333333333333337,-0.0062216170702793661,0.028047401492338357
formation_leadership_concentration,SH_A,ALL_STATUS,year,2022,UP,3,terminal,1,-0.019269931558419696,-0.019269931558419696,0,-0.019269931558419696,-0.019269931558419696
formation_leadership_concentration,SH_A,ALL_STATUS,year,2023,UP,3,terminal,5,0.018447670315139841,0.018193549266344932,1,0.0085453392134432187,0.029991629722563019
formation_leadership_concentration,SH_A,ALL_STATUS,overall,ALL,UP,5,downside,6,0.020266069801432654,0.019882725092538769,0.83333333333333337,0.0010705810371628537,0.039844903274596333
formation_leadership_concentration,SH_A,ALL_STATUS,year,2022,UP,5,downside,1,-0.013618012342831193,-0.013618012342831193,0,-0.013618012342831193,-0.013618012342831193
formation_leadership_concentration,SH_A,ALL_STATUS,year,2023,UP,5,downside,5,0.027042886230285425,0.023309597202646439,1,0.01603784584326658,0.042425488178797155
formation_leadership_concentration,SH_A,ALL_STATUS,overall,ALL,UP,5,terminal,6,0.020829033556376934,0.015061425634634822,0.83333333333333337,-0.0019458450784156332,0.049371520112911613
formation_leadership_concentration,SH_A,ALL_STATUS,year,2022,UP,5,terminal,1,-0.014820054533302934,-0.014820054533302934,0,-0.014820054533302934,-0.014820054533302934
formation_leadership_concentration,SH_A,ALL_STATUS,year,2023,UP,5,terminal,5,0.027958851174312904,0.01903744057360655,1,0.010991182904148239,0.052947470052633734
formation_leadership_concentration,SH_A,NON_ST,overall,ALL,UP,1,downside,7,0.0015613611780433258,0.0014719212435390996,0.5714285714285714,-0.0027198870183936207,0.0070459006681407206
formation_leadership_concentration,SH_A,NON_ST,year,2022,UP,1,downside,3,-0.0015217565330092563,-0.0015250534068343667,0.33333333333333331,-0.0039147206299528746,0.00087252631346440655
formation_leadership_concentration,SH_A,NON_ST,year,2023,UP,1,downside,4,0.0038736994613327623,0.0039183397194085491,0.75,-0.00015636501337288949,0.0078680517295777845
formation_leadership_concentration,SH_A,NON_ST,overall,ALL,UP,1,terminal,7,-0.0013856872181514204,-0.0038394888795354998,0.42857142857142855,-0.012573859948089581,0.010989181916820584
formation_leadership_concentration,SH_A,NON_ST,year,2022,UP,1,terminal,3,-0.0061707844364483448,-0.011111494999730433,0.33333333333333331,-0.014036224896448728,0.0036709402488648737
formation_leadership_concentration,SH_A,NON_ST,year,2023,UP,1,terminal,4,0.0022031356955712731,-0.0014651323144398,0.5,-0.0044280733164169962,0.011768959115568405
formation_leadership_concentration,SH_A,NON_ST,overall,ALL,UP,3,downside,7,-6.9840658795836916e-05,-0.0045153563859040013,0.42857142857142855,-0.0089993051027344242,0.013637314285895203
formation_leadership_concentration,SH_A,NON_ST,year,2022,UP,3,downside,3,-0.0084100322941465348,-0.0064247792199491061,0,-0.011573830985519742,-0.0060403348324522986
formation_leadership_concentration,SH_A,NON_ST,year,2023,UP,3,downside,4,0.0061853030677171865,0.0055185243197956486,0.75,-0.0030243880177667215,0.015928417151538327
formation_leadership_concentration,SH_A,NON_ST,overall,ALL,UP,3,terminal,7,-0.0042604352919698597,-0.0123830195495196,0.42857142857142855,-0.016799328943982519,0.013656383756395064
formation_leadership_concentration,SH_A,NON_ST,year,2022,UP,3,terminal,3,-0.015774086997156055,-0.014118161836015466,0,-0.019480496051949573,-0.012730048006818774
formation_leadership_concentration,SH_A,NON_ST,year,2023,UP,3,terminal,4,0.0043748034869197875,0.0054124084644714496,0.75,-0.0092359452742198089,0.017155468266018058
formation_leadership_concentration,SH_A,NON_ST,overall,ALL,UP,5,downside,7,0.0017787859053510124,-0.0031840960650368691,0.42857142857142855,-0.0069558937574450775,0.016546102840481764
formation_leadership_concentration,SH_A,NON_ST,year,2022,UP,5,downside,3,-0.0060181360236350552,-0.0050388447754887988,0,-0.0088729427394013578,-0.003555045807127255
formation_leadership_concentration,SH_A,NON_ST,year,2023,UP,5,downside,4,0.0076264773520905629,0.0070152154373196007,0.75,-0.0031403111135549578,0.018882275349552856
formation_leadership_concentration,SH_A,NON_ST,overall,ALL,UP,5,terminal,7,-0.0020369803943895426,-0.009946602219530299,0.42857142857142855,-0.021961529942202098,0.022660792645727526
formation_leadership_concentration,SH_A,NON_ST,year,2022,UP,5,terminal,3,-0.014112671219375567,-0.011923451145036901,0,-0.018759058463854981,-0.010341972004631619
formation_leadership_concentration,SH_A,NON_ST,year,2023,UP,5,terminal,4,0.0070197877243499754,0.01086506974095405,0.75,-0.015642494402775969,0.026605844238192664
formation_leadership_concentration,SZ_A,ALL_STATUS,overall,ALL,DOWN,1,downside,7,-0.0028401704617219566,-0.007393525898276198,0.42857142857142855,-0.010959538052688079,0.007412049954643383
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2020,DOWN,1,downside,2,-0.0051755061586630999,-0.0051755061586630999,0.5,-0.012181580960923579,0.0018305686435973803
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2021,DOWN,1,downside,4,-0.0056717936962730493,-0.0076387064740410984,0.25,-0.0086491806677164995,-0.0011208765026151585
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2022,DOWN,1,downside,1,0.013156993870364699,0.013156993870364699,1,0.013156993870364699,0.013156993870364699
formation_leadership_concentration,SZ_A,ALL_STATUS,overall,ALL,DOWN,1,terminal,7,-0.0081964614606684586,-0.016722809990222902,0.2857142857142857,-0.021961230076742739,0.0096166404141614856
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2020,DOWN,1,terminal,2,-0.011575539198740201,-0.011575539198740201,0.5,-0.022714790285869958,-0.00043628811161043916
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2021,DOWN,1,terminal,4,-0.013685741468086127,-0.017188849826793251,0,-0.019018087228304489,-0.0055509090209020584
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2022,DOWN,1,terminal,1,0.020518814045145699,0.020518814045145699,1,0.020518814045145699,0.020518814045145699
formation_leadership_concentration,SZ_A,ALL_STATUS,overall,ALL,DOWN,3,downside,7,-0.0090945131000643564,-0.014616950352154599,0.2857142857142857,-0.021549164450763939,0.0081071231833402448
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2020,DOWN,3,downside,2,-0.0060351087926134002,-0.0060351087926134002,0.5,-0.012900582040246359,0.00083036445501955924
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2021,DOWN,3,downside,4,-0.01700977073079565,-0.017337347815256549,0,-0.023052994222163017,-0.010704485571859558
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2022,DOWN,3,downside,1,0.016447708807958903,0.016447708807958903,1,0.016447708807958903,0.016447708807958903
formation_leadership_concentration,SZ_A,ALL_STATUS,overall,ALL,DOWN,3,terminal,7,-0.029882057407200492,-0.037859044085558902,0.14285714285714285,-0.062456454211659178,0.0067951496638288672
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2020,DOWN,3,terminal,2,-0.0088390617472018235,-0.0088390617472018235,0,-0.014393450039105762,-0.0032846734552978846
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2021,DOWN,3,terminal,4,-0.052832066772263701,-0.049587392071547151,0,-0.068375446536030393,-0.039884426769070253
formation_leadership_concentration,SZ_A,ALL_STATUS,year,2022,DOWN,3,terminal,1,0.019831988733055,0.019831988733055,1,0.019831988733055,0.019831988733055
formation_leadership_concentration,SZ_A,ALL_STATUS,overall,ALL,DOWN,5,downside,7,-0.022776872946702924,-0.023079334372825999,0.14285714285714285,-0.046281585651950362,-0.0013794333095410241
