chart_id,category,attack_id,candidate_id,symbol,board,attack_number,png,pdf
ATTACK_2_TRADE-008,ATTACK_2_TRADE,002175.SZ|2019-10-17|ATTACK_2,002175.SZ|2019-08-26|V6CLUSTER007|V6FIRSTRETURN,002175.SZ,MAIN,2,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/ATTACK_2_TRADE-008.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/ATTACK_2_TRADE.pdf
ATTACK_2_TRADE-009,ATTACK_2_TRADE,002209.SZ|2019-10-17|ATTACK_2,002209.SZ|2019-05-06|V6CLUSTER002|V6FIRSTRETURN,002209.SZ,MAIN,2,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/ATTACK_2_TRADE-009.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/ATTACK_2_TRADE.pdf
REJECTED_LATER_FAILED-001,REJECTED_LATER_FAILED,002307.SZ|2016-12-05|ATTACK_1,002307.SZ|2015-08-24|V6CLUSTER002|V6FIRSTRETURN,002307.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-001.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-002,REJECTED_LATER_FAILED,002865.SZ|2017-06-01|ATTACK_1,002865.SZ|2017-05-18|V6CLUSTER001|V6FIRSTRETURN,002865.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-002.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-003,REJECTED_LATER_FAILED,300382.SZ|2017-10-30|ATTACK_1,300382.SZ|2016-06-14|V6CLUSTER004|V6FIRSTRETURN,300382.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-003.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-004,REJECTED_LATER_FAILED,300468.SZ|2018-01-17|ATTACK_1,300468.SZ|2015-11-16|V6CLUSTER004|V6FIRSTRETURN,300468.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-004.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-005,REJECTED_LATER_FAILED,300547.SZ|2018-05-30|ATTACK_1,300547.SZ|2017-06-12|V6CLUSTER002|V6FIRSTRETURN,300547.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-005.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-006,REJECTED_LATER_FAILED,600560.SH|2018-06-13|ATTACK_1,600560.SH|2018-05-30|V6CLUSTER004|V6FIRSTRETURN,600560.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-006.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-007,REJECTED_LATER_FAILED,603773.SH|2018-10-11|ATTACK_1,603773.SH|2018-10-11|V6CLUSTER003|V6FIRSTRETURN,603773.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-007.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-008,REJECTED_LATER_FAILED,601606.SH|2018-10-11|ATTACK_1,601606.SH|2018-09-03|V6CLUSTER001|V6FIRSTRETURN,601606.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-008.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-009,REJECTED_LATER_FAILED,002463.SZ|2019-05-06|ATTACK_1,002463.SZ|2019-05-06|V6CLUSTER004|V6FIRSTRETURN,002463.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-009.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-010,REJECTED_LATER_FAILED,300586.SZ|2019-05-06|ATTACK_1,300586.SZ|2019-04-12|V6CLUSTER004|V6FIRSTRETURN,300586.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-010.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-011,REJECTED_LATER_FAILED,002035.SZ|2019-08-02|ATTACK_1,002035.SZ|2019-08-02|V6CLUSTER004|V6FIRSTRETURN,002035.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-011.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-012,REJECTED_LATER_FAILED,300736.SZ|2019-10-31|ATTACK_1,300736.SZ|2019-05-06|V6CLUSTER004|V6FIRSTRETURN,300736.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-012.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-013,REJECTED_LATER_FAILED,002195.SZ|2019-10-30|ATTACK_1,002195.SZ|2019-10-30|V6CLUSTER007|V6FIRSTRETURN,002195.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-013.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-014,REJECTED_LATER_FAILED,000721.SZ|2020-03-24|ATTACK_1,000721.SZ|2020-03-24|V6CLUSTER004|V6FIRSTRETURN,000721.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-014.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-015,REJECTED_LATER_FAILED,600113.SH|2020-06-08|ATTACK_1,600113.SH|2019-03-14|V6CLUSTER006|V6FIRSTRETURN,600113.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-015.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-016,REJECTED_LATER_FAILED,000523.SZ|2020-09-30|ATTACK_1,000523.SZ|2019-05-09|V6CLUSTER004|V6FIRSTRETURN,000523.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-016.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-017,REJECTED_LATER_FAILED,002943.SZ|2021-01-28|ATTACK_1,002943.SZ|2020-03-30|V6CLUSTER004|V6FIRSTRETURN,002943.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-017.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-018,REJECTED_LATER_FAILED,002797.SZ|2021-04-15|ATTACK_1,002797.SZ|2021-04-15|V6CLUSTER006|V6FIRSTRETURN,002797.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-018.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-019,REJECTED_LATER_FAILED,300765.SZ|2021-07-28|ATTACK_1,300765.SZ|2019-04-03|V6CLUSTER001|V6FIRSTRETURN,300765.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-019.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_FAILED-020,REJECTED_LATER_FAILED,002565.SZ|2021-12-06|ATTACK_1,002565.SZ|2021-01-08|V6CLUSTER006|V6FIRSTRETURN,002565.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED-020.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_FAILED.pdf
REJECTED_LATER_SUCCEEDED-001,REJECTED_LATER_SUCCEEDED,603800.SH|2016-12-05|ATTACK_1,603800.SH|2016-02-15|V6CLUSTER002|V6FIRSTRETURN,603800.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-001.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-002,REJECTED_LATER_SUCCEEDED,300653.SZ|2017-07-17|ATTACK_1,300653.SZ|2017-07-10|V6CLUSTER001|V6FIRSTRETURN,300653.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-002.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-003,REJECTED_LATER_SUCCEEDED,601919.SH|2017-10-31|ATTACK_1,601919.SH|2016-02-15|V6CLUSTER004|V6FIRSTRETURN,601919.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-003.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-004,REJECTED_LATER_SUCCEEDED,600793.SH|2018-03-23|ATTACK_1,600793.SH|2017-04-18|V6CLUSTER002|V6FIRSTRETURN,600793.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-004.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-005,REJECTED_LATER_SUCCEEDED,600198.SH|2018-10-11|ATTACK_1,600198.SH|2018-10-11|V6CLUSTER005|V6FIRSTRETURN,600198.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-005.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-006,REJECTED_LATER_SUCCEEDED,600203.SH|2018-10-11|ATTACK_1,600203.SH|2018-10-11|V6CLUSTER006|V6FIRSTRETURN,600203.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-006.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-007,REJECTED_LATER_SUCCEEDED,600814.SH|2018-10-11|ATTACK_1,600814.SH|2016-09-12|V6CLUSTER003|V6FIRSTRETURN,600814.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-007.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-008,REJECTED_LATER_SUCCEEDED,002368.SZ|2018-11-21|ATTACK_1,002368.SZ|2018-09-20|V6CLUSTER002|V6FIRSTRETURN,002368.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-008.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-009,REJECTED_LATER_SUCCEEDED,002929.SZ|2019-05-06|ATTACK_1,002929.SZ|2018-06-19|V6CLUSTER002|V6FIRSTRETURN,002929.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-009.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-010,REJECTED_LATER_SUCCEEDED,600150.SH|2019-05-06|ATTACK_1,600150.SH|2019-04-24|V6CLUSTER002|V6FIRSTRETURN,600150.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-010.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-011,REJECTED_LATER_SUCCEEDED,002593.SZ|2019-08-06|ATTACK_1,002593.SZ|2019-08-06|V6CLUSTER003|V6FIRSTRETURN,002593.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-011.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-012,REJECTED_LATER_SUCCEEDED,600874.SH|2019-08-02|ATTACK_1,600874.SH|2019-08-02|V6CLUSTER005|V6FIRSTRETURN,600874.SH,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-012.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-013,REJECTED_LATER_SUCCEEDED,002571.SZ|2019-11-05|ATTACK_1,002571.SZ|2018-03-26|V6CLUSTER004|V6FIRSTRETURN,002571.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-013.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-014,REJECTED_LATER_SUCCEEDED,002567.SZ|2020-03-12|ATTACK_1,002567.SZ|2020-02-03|V6CLUSTER006|V6FIRSTRETURN,002567.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-014.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-015,REJECTED_LATER_SUCCEEDED,002126.SZ|2020-03-09|ATTACK_1,002126.SZ|2020-03-09|V6CLUSTER004|V6FIRSTRETURN,002126.SZ,MAIN,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-015.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-016,REJECTED_LATER_SUCCEEDED,300221.SZ|2020-05-22|ATTACK_1,300221.SZ|2020-02-28|V6CLUSTER007|V6FIRSTRETURN,300221.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-016.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-017,REJECTED_LATER_SUCCEEDED,300494.SZ|2021-01-07|ATTACK_1,300494.SZ|2019-06-28|V6CLUSTER007|V6FIRSTRETURN,300494.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-017.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-018,REJECTED_LATER_SUCCEEDED,300783.SZ|2021-02-03|ATTACK_1,300783.SZ|2019-08-06|V6CLUSTER001|V6FIRSTRETURN,300783.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-018.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-019,REJECTED_LATER_SUCCEEDED,300586.SZ|2021-09-24|ATTACK_1,300586.SZ|2020-04-09|V6CLUSTER007|V6FIRSTRETURN,300586.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-019.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
REJECTED_LATER_SUCCEEDED-020,REJECTED_LATER_SUCCEEDED,300300.SZ|2021-10-29|ATTACK_1,300300.SZ|2021-10-29|V6CLUSTER005|V6FIRSTRETURN,300300.SZ,CHINEXT,1,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED-020.png,/Volumes/quant/CY_quant_research/ashare_true_gap_v7_overhang_attack_episode_simple_rule_development_v1/representative_charts/REJECTED_LATER_SUCCEEDED.pdf
