scope,period,cell_id,horizon,n,absolute_mean,absolute_median,absolute_positive_rate,industry_relative_mean,industry_relative_median,severe_loss_incidence,mean_mae
YEAR,2019,ABS_m04_REL_m04_W2,1,1199,-0.00267609916503,-0.00559848045844,0.444537114262,-0.000236336864727,0,,
YEAR,2019,ABS_m04_REL_m04_W2,3,1198,-0.0024079743924,-0.00818054981052,0.45325542571,-0.000986296853775,0,,
YEAR,2019,ABS_m04_REL_m04_W2,5,1198,-0.00452168062181,-0.0136946317662,0.43489148581,-0.00221427120856,0,,
YEAR,2019,ABS_m04_REL_m04_W2,10,1198,-0.0140911890096,-0.0271820068583,0.399833055092,-0.00303236781839,0,,
YEAR,2019,ABS_m04_REL_m04_W2,20,1195,-0.0171387607353,-0.0422081496479,0.377405857741,-0.00206408604744,0,0.559832635983,-0.128369686741
YEAR,2019,ABS_m04_REL_m04_W3,1,1139,-0.00208930559951,-0.00342189119186,0.456540825285,-0.00010984452044,0,,
YEAR,2019,ABS_m04_REL_m04_W3,3,1139,0.000198534751736,-0.00399201596806,0.47146619842,-0.0010697324186,0,,
YEAR,2019,ABS_m04_REL_m04_W3,5,1139,-0.00477180167695,-0.0106120086112,0.443371378402,-0.00209325487513,0,,
YEAR,2019,ABS_m04_REL_m04_W3,10,1138,-0.0143982845702,-0.0236773691784,0.413005272408,-0.00333965769883,0,,
YEAR,2019,ABS_m04_REL_m04_W3,20,1135,-0.0253933282154,-0.0424408535869,0.364757709251,-0.00763804838894,0,0.563876651982,-0.129994265238
YEAR,2019,ABS_m04_REL_m04_W5,1,1066,-0.00202805586049,-0.00399201596806,0.437148217636,-0.000701298976399,0,,
YEAR,2019,ABS_m04_REL_m04_W5,3,1066,-0.00694498504397,-0.0117316444724,0.413696060038,-0.00162194530636,0,,
YEAR,2019,ABS_m04_REL_m04_W5,5,1066,-0.00961659376683,-0.0136620328552,0.430581613508,-0.00204077156826,0,,
YEAR,2019,ABS_m04_REL_m04_W5,10,1064,-0.0204538639637,-0.0251976184564,0.399436090226,-0.00331346789889,0,,
YEAR,2019,ABS_m04_REL_m04_W5,20,1062,-0.0346566219015,-0.0568045955919,0.359698681733,-0.00851523741782,0,0.58945386064,-0.135434762266
YEAR,2019,ABS_m06_REL_m02_W2,1,1114,-0.00206225918049,-0.00304703685608,0.458707360862,-0.00072633912575,0,,
YEAR,2019,ABS_m06_REL_m02_W2,3,1113,-0.000485616413039,-0.00551263884445,0.460916442049,-0.00121096050803,0,,
YEAR,2019,ABS_m06_REL_m02_W2,5,1113,0.00104181355411,-0.00399201596806,0.47619047619,-0.00212409340301,0,,
YEAR,2019,ABS_m06_REL_m02_W2,10,1111,-0.00847707121236,-0.0193625095488,0.398739873987,-0.00265466361277,0,,
YEAR,2019,ABS_m06_REL_m02_W2,20,1108,-0.0129569458587,-0.0360716986642,0.390794223827,-0.00437465851918,0,0.516245487365,-0.118402124765
YEAR,2019,ABS_m06_REL_m02_W3,1,1076,-0.00311458307696,-0.00255772319645,0.459107806691,7.36322202426e-05,0,,
YEAR,2019,ABS_m06_REL_m02_W3,3,1076,0.00454988690606,-0.00105868609602,0.491635687732,-0.00112322184535,0,,
YEAR,2019,ABS_m06_REL_m02_W3,5,1074,0.00376903736231,-0.00221728695208,0.485102420857,-0.00201968142882,0,,
YEAR,2019,ABS_m06_REL_m02_W3,10,1072,-0.00492145790625,-0.0215243280152,0.412313432836,-0.0025371440655,0,,
YEAR,2019,ABS_m06_REL_m02_W3,20,1067,-0.0163624994802,-0.0340498700815,0.378631677601,-0.00787555843991,0,0.52014995314,-0.117057341316
YEAR,2019,ABS_m06_REL_m02_W5,1,991,0.00147892978946,-0.00127563055707,0.486377396569,-0.000654377744647,0,,
YEAR,2019,ABS_m06_REL_m02_W5,3,988,-0.00111330528706,-0.00594714477502,0.458502024291,-0.00259672920773,0,,
YEAR,2019,ABS_m06_REL_m02_W5,5,988,-0.0060795580919,-0.0115041158454,0.445344129555,-0.00242386117231,0,,
YEAR,2019,ABS_m06_REL_m02_W5,10,986,-0.0115054156109,-0.021248983743,0.415821501014,-0.00319743397739,0,,
YEAR,2019,ABS_m06_REL_m02_W5,20,984,-0.0279973874028,-0.0464805741704,0.356707317073,-0.00869335893406,0,0.55487804878,-0.125427015789
YEAR,2019,ABS_m06_REL_m04_W2,1,783,-0.00149207079598,-0.00399201596806,0.452107279693,-6.50490145972e-05,0,,
YEAR,2019,ABS_m06_REL_m04_W2,3,782,0.000185799866765,-0.00715777943291,0.45652173913,-0.000820279370449,0,,
YEAR,2019,ABS_m06_REL_m04_W2,5,782,-0.000344290627302,-0.00969379800929,0.448849104859,-0.00191111272261,0,,
YEAR,2019,ABS_m06_REL_m04_W2,10,781,-0.00918747207458,-0.0253541175023,0.400768245839,-0.00245175993826,0,,
YEAR,2019,ABS_m06_REL_m04_W2,20,779,-0.0153607188343,-0.0444548403194,0.368421052632,-0.00330774283724,0,0.554557124519,-0.125735450757
YEAR,2019,ABS_m06_REL_m04_W3,1,757,-0.00158469477188,-0.00250543688742,0.463672391017,-0.00047783299545,0,,
YEAR,2019,ABS_m06_REL_m04_W3,3,757,0.00363763511379,-0.00243575349301,0.487450462351,-0.00131123503165,0,,
YEAR,2019,ABS_m06_REL_m04_W3,5,756,0.000142714531533,-0.00886098285356,0.455026455026,-0.00259971121738,0,,
YEAR,2019,ABS_m06_REL_m04_W3,10,755,-0.00790893804013,-0.0228535708793,0.414569536424,-0.00364491234021,0,,
YEAR,2019,ABS_m06_REL_m04_W3,20,751,-0.0205463644959,-0.0394778076697,0.368841544607,-0.00815457380391,0,0.573901464714,-0.125463373031
YEAR,2019,ABS_m06_REL_m04_W5,1,714,-0.000705129220541,-0.00391130219302,0.452380952381,-0.0010392124743,0,,
YEAR,2019,ABS_m06_REL_m04_W5,3,713,-0.00471033854151,-0.00729881538384,0.443197755961,-0.00268234888683,0,,
YEAR,2019,ABS_m06_REL_m04_W5,5,713,-0.00759332370815,-0.00964198022108,0.447405329593,-0.00281106963498,0,,
YEAR,2019,ABS_m06_REL_m04_W5,10,711,-0.0187539484229,-0.0252902999033,0.410689170183,-0.00413332605942,0,,
YEAR,2019,ABS_m06_REL_m04_W5,20,709,-0.0355935891355,-0.0569086148836,0.349788434415,-0.00789731952198,0,0.596614950635,-0.133863538804
YEAR,2019,ABS_m08_REL_m02_W2,1,526,-0.00227279512437,-0.00399201596806,0.448669201521,-0.000841480125483,0,,
YEAR,2019,ABS_m08_REL_m02_W2,3,525,-0.000144367488436,-0.00576954360167,0.449523809524,-0.00276791010379,0,,
YEAR,2019,ABS_m08_REL_m02_W2,5,525,0.00396561959388,-2.7016031631e-05,0.499047619048,-0.00433197737924,0,,
YEAR,2019,ABS_m08_REL_m02_W2,10,524,-0.00580517645561,-0.0160348695133,0.417938931298,-0.00522692550308,0,,
YEAR,2019,ABS_m08_REL_m02_W2,20,522,-0.0164542010135,-0.0397614573262,0.383141762452,-0.0093940197976,0,0.51724137931,-0.119238817653
YEAR,2019,ABS_m08_REL_m02_W3,1,516,-0.00132110080518,0.0011485136277,0.509689922481,-0.000252429616309,0,,
YEAR,2019,ABS_m08_REL_m02_W3,3,516,0.00537350607048,0.000914486816305,0.505813953488,-0.00253118042369,0,,
YEAR,2019,ABS_m08_REL_m02_W3,5,515,0.0023606120872,-0.002124500998,0.487378640777,-0.00513075200441,0,,
YEAR,2019,ABS_m08_REL_m02_W3,10,515,-0.00536659121754,-0.017273986558,0.440776699029,-0.00543387823029,0,,
YEAR,2019,ABS_m08_REL_m02_W3,20,513,-0.0266816483052,-0.0479584125467,0.341130604288,-0.0111197270027,0,0.545808966862,-0.120995454175
YEAR,2019,ABS_m08_REL_m02_W5,1,485,-0.000329548392667,-0.00244301443769,0.461855670103,-0.00080441044952,0,,
YEAR,2019,ABS_m08_REL_m02_W5,3,484,-0.00123330674613,-0.00353176556461,0.471074380165,-0.00192352694171,0,,
YEAR,2019,ABS_m08_REL_m02_W5,5,484,-0.000840760580117,-0.00857188149251,0.456611570248,-0.000876713218339,0,,
YEAR,2019,ABS_m08_REL_m02_W5,10,483,-0.00828721673883,-0.0158291227392,0.445134575569,-0.0029760837596,0,,
YEAR,2019,ABS_m08_REL_m02_W5,20,481,-0.0330824783054,-0.0600917496749,0.328482328482,-0.0087434542532,0,0.573804573805,-0.128962103049
YEAR,2019,ABS_m08_REL_m04_W2,1,418,-0.000554411115443,-0.00276990372297,0.461722488038,-0.00104759050705,0,,
YEAR,2019,ABS_m08_REL_m04_W2,3,417,-0.000914075115051,-0.0106100092174,0.426858513189,-0.002504078436,0,,
YEAR,2019,ABS_m08_REL_m04_W2,5,417,0.0014655716554,-0.00870041734712,0.453237410072,-0.0032456876976,0,,
YEAR,2019,ABS_m08_REL_m04_W2,10,416,-0.00563319785393,-0.0171250657575,0.435096153846,-0.00410092902156,0,,
YEAR,2019,ABS_m08_REL_m04_W2,20,414,-0.0134232075672,-0.0385304748765,0.398550724638,-0.00681977092996,0,0.528985507246,-0.122002622495
YEAR,2019,ABS_m08_REL_m04_W3,1,412,-0.00281038171456,-0.0010053174474,0.480582524272,-0.000303781316323,0,,
YEAR,2019,ABS_m08_REL_m04_W3,3,412,0.006047874337,0.00185081381765,0.516990291262,-0.00150941019783,0,,
YEAR,2019,ABS_m08_REL_m04_W3,5,411,0.000419778620362,-0.00399201596806,0.462287104623,-0.00348407108377,0,,
YEAR,2019,ABS_m08_REL_m04_W3,10,411,-0.00433289598581,-0.0150895979628,0.459854014599,-0.00410159608225,0,,
YEAR,2019,ABS_m08_REL_m04_W3,20,409,-0.0250680644254,-0.0479584125467,0.342298288509,-0.00897789581577,0,0.564792176039,-0.125369341514
YEAR,2019,ABS_m08_REL_m04_W5,1,393,-0.000854118548669,-0.00399201596806,0.450381679389,-0.000776170274309,0,,
YEAR,2019,ABS_m08_REL_m04_W5,3,392,-0.005027541697,-0.00655550639431,0.433673469388,-0.00136413198423,0,,
YEAR,2019,ABS_m08_REL_m04_W5,5,392,-0.000742150808033,-0.00599117393549,0.47193877551,-0.00209420791115,0,,
YEAR,2019,ABS_m08_REL_m04_W5,10,391,-0.01208352861,-0.021629657352,0.437340153453,-0.00402662015738,0,,
YEAR,2019,ABS_m08_REL_m04_W5,20,390,-0.0338831157757,-0.0588804213133,0.330769230769,-0.00694550899868,0,0.589743589744,-0.13211921888
YEAR,2020,ABS_m04_REL_m02_W2,1,3840,0.001941392556,-0.0005434894176,0.491927083333,8.41142326144e-05,0,,
YEAR,2020,ABS_m04_REL_m02_W2,3,3837,0.00174889966588,-0.00293168099571,0.482668751629,-0.000129825672812,0,,
YEAR,2020,ABS_m04_REL_m02_W2,5,3836,0.00262540966132,-0.00497786582532,0.474713242961,-0.0016326150522,0,,
YEAR,2020,ABS_m04_REL_m02_W2,10,3833,-0.00289830760922,-0.0193320729279,0.43125489173,-0.00291808635353,0,,
YEAR,2020,ABS_m04_REL_m02_W2,20,3822,-0.00283743773103,-0.032034311048,0.417320774464,-0.00316130857147,0,0.554160125589,-0.124286612795
YEAR,2020,ABS_m04_REL_m02_W3,1,3610,0.000783355236897,-0.00274941523054,0.468698060942,0.000893514191978,0,,
YEAR,2020,ABS_m04_REL_m02_W3,3,3610,0.00251278202119,-0.00250764905867,0.48836565097,-0.000273409006499,0,,
YEAR,2020,ABS_m04_REL_m02_W3,5,3608,7.31104187675e-05,-0.0102025439789,0.444013303769,-0.000654485863483,0,,
YEAR,2020,ABS_m04_REL_m02_W3,10,3606,-0.00595050913181,-0.0227139705551,0.423738214088,-0.00094411421895,0,,
YEAR,2020,ABS_m04_REL_m02_W3,20,3595,-0.00369942268877,-0.0323640574922,0.42280945758,-0.000283315917758,0,0.563838664812,-0.126080792393
YEAR,2020,ABS_m04_REL_m02_W5,1,3188,0.000915563087506,-0.00260287268524,0.470514429109,0.000135607594602,0,,
YEAR,2020,ABS_m04_REL_m02_W5,3,3187,-0.00173914125713,-0.00797604790419,0.445560087857,-0.00210095942068,0,,
YEAR,2020,ABS_m04_REL_m02_W5,5,3185,-0.0021331819688,-0.0115413437904,0.43704866562,-0.00151670387336,0,,
YEAR,2020,ABS_m04_REL_m02_W5,10,3183,-0.00381006339028,-0.023074987232,0.422243166824,-0.00202062371126,0,,
YEAR,2020,ABS_m04_REL_m02_W5,20,3176,-0.00418203793107,-0.0280443941082,0.427267002519,-0.00258264447461,0,0.566120906801,-0.124482915744
YEAR,2020,ABS_m04_REL_m04_W2,1,2065,0.00174122580987,-0.00187847117436,0.477966101695,4.0641426131e-05,0,,
YEAR,2020,ABS_m04_REL_m04_W2,3,2064,0.00346909277362,-0.00176913225859,0.489341085271,0.000654970907716,0,,
YEAR,2020,ABS_m04_REL_m04_W2,5,2064,0.00338839915535,-0.00438442091792,0.479651162791,-0.000577053685724,0,,
YEAR,2020,ABS_m04_REL_m04_W2,10,2061,-0.0031341239342,-0.0203059398444,0.427947598253,-0.00151451135213,0,,
YEAR,2020,ABS_m04_REL_m04_W2,20,2055,-0.00341715652057,-0.0363991950202,0.416058394161,-4.48867081801e-05,0,0.583454987835,-0.130220457157
YEAR,2020,ABS_m04_REL_m04_W3,1,1966,0.000963311840783,-0.00378735679326,0.458799593082,0.000534722185621,0,,
YEAR,2020,ABS_m04_REL_m04_W3,3,1966,0.00327068583803,-0.00215935857988,0.487792472024,-0.000103345004925,0,,
YEAR,2020,ABS_m04_REL_m04_W3,5,1965,-0.00235226226865,-0.0133113889181,0.432061068702,-0.000992351317353,0,,
YEAR,2020,ABS_m04_REL_m04_W3,10,1964,-0.00715533544374,-0.0264500970577,0.415478615071,-0.00169552567728,0,,
YEAR,2020,ABS_m04_REL_m04_W3,20,1959,-0.010602310084,-0.0409745909026,0.409392547218,-0.000531510294387,0,0.579887697805,-0.132030993032
YEAR,2020,ABS_m04_REL_m04_W5,1,1787,0.00202655400326,-0.00139570972099,0.487968662563,-0.000144912933944,0,,
YEAR,2020,ABS_m04_REL_m04_W5,3,1785,-0.0014858868526,-0.00852589253987,0.438095238095,-0.000570544013505,0,,
YEAR,2020,ABS_m04_REL_m04_W5,5,1785,-0.00427433584766,-0.0139025431724,0.434733893557,-0.000647382407343,0,,
YEAR,2020,ABS_m04_REL_m04_W5,10,1785,-0.00453021050705,-0.0219754934575,0.434173669468,-0.000507946347799,0,,
YEAR,2020,ABS_m04_REL_m04_W5,20,1779,-0.00631001461535,-0.027164446617,0.439572793704,-0.000763425931827,0,0.573917931422,-0.129570585985
YEAR,2020,ABS_m06_REL_m02_W2,1,1859,0.00596029019796,0.00258953458721,0.530392684239,0.000531535340487,0,,
YEAR,2020,ABS_m06_REL_m02_W2,3,1859,0.00473904476429,0.000123719503142,0.500268961807,0.00111253895598,0,,
YEAR,2020,ABS_m06_REL_m02_W2,5,1859,0.00658915003871,0.00112321212308,0.504034427111,-0.000183115905436,0,,
YEAR,2020,ABS_m06_REL_m02_W2,10,1859,-0.0025622317656,-0.0206804476154,0.429263044648,-0.00129178089125,0,,
YEAR,2020,ABS_m06_REL_m02_W2,20,1853,0.000969104496281,-0.03264854428,0.421478683216,-0.00165538071162,0,0.565569347005,-0.125790095665
YEAR,2020,ABS_m06_REL_m02_W3,1,1795,-0.000661768924152,-0.00399201596806,0.449025069638,0.000187646597904,0,,
YEAR,2020,ABS_m06_REL_m02_W3,3,1795,0.00035147198448,-0.00351247432915,0.484122562674,0.000232069279655,0,,
YEAR,2020,ABS_m06_REL_m02_W3,5,1795,-0.00106457677659,-0.012412373321,0.429526462396,-9.91047721791e-05,0,,
YEAR,2020,ABS_m06_REL_m02_W3,10,1795,-0.0125991826065,-0.035083761433,0.398885793872,-0.0006068638082,0,,
YEAR,2020,ABS_m06_REL_m02_W3,20,1791,-0.0120668694218,-0.0458014235578,0.399218313791,-0.00229522594896,0,0.604131769961,-0.13361706786
YEAR,2020,ABS_m06_REL_m02_W5,1,1654,-0.0010055302102,-0.00447571012381,0.449214026602,-0.000163011896351,0,,
YEAR,2020,ABS_m06_REL_m02_W5,3,1654,-0.00145070954233,-0.00832256732683,0.438331318017,-0.00141109516337,0,,
YEAR,2020,ABS_m06_REL_m02_W5,5,1653,-0.00396627808982,-0.0134477879684,0.442226255293,-0.000587923610945,0,,
YEAR,2020,ABS_m06_REL_m02_W5,10,1652,-0.00567165219932,-0.0265293666739,0.416464891041,-0.000609909422061,0,,
YEAR,2020,ABS_m06_REL_m02_W5,20,1649,-0.0115781879954,-0.031482682194,0.418435415403,-0.00357207956656,0,0.598544572468,-0.132007217696
YEAR,2020,ABS_m06_REL_m04_W2,1,1310,0.0030701838578,-0.000578509081791,0.490839694656,-0.000101005671721,0,,
YEAR,2020,ABS_m06_REL_m04_W2,3,1310,0.00452778768993,-0.00118036181726,0.493893129771,0.00107900175202,0,,
YEAR,2020,ABS_m06_REL_m04_W2,5,1310,0.00636393196757,0.00174458202821,0.506870229008,-0.000390026483889,0,,
YEAR,2020,ABS_m06_REL_m04_W2,10,1310,-0.00293150100283,-0.0223459839513,0.424427480916,-0.00141194933416,0,,
YEAR,2020,ABS_m06_REL_m04_W2,20,1305,-0.00304041039453,-0.0405370850339,0.408429118774,-0.00225748433935,0,0.586206896552,-0.130960943322
YEAR,2020,ABS_m06_REL_m04_W3,1,1267,-0.000154799115719,-0.00482202262142,0.448303078137,7.56425432209e-05,0,,
YEAR,2020,ABS_m06_REL_m04_W3,3,1267,0.00336170052945,-0.000244102575658,0.498816101026,0.000267373246308,0,,
YEAR,2020,ABS_m06_REL_m04_W3,5,1267,0.00134723518667,-0.0110962098627,0.438831886346,-0.000531029587778,0,,
YEAR,2020,ABS_m06_REL_m04_W3,10,1267,-0.00778006290702,-0.0313471648253,0.409629044988,-0.00162264012689,0,,
YEAR,2020,ABS_m06_REL_m04_W3,20,1264,-0.00960828946561,-0.0459860624255,0.40664556962,-0.00209405781362,0,0.59335443038,-0.134682362153
YEAR,2020,ABS_m06_REL_m04_W5,1,1184,-0.000409499885613,-0.00504311551373,0.450168918919,-0.0010336130855,0,,
YEAR,2020,ABS_m06_REL_m04_W5,3,1184,-0.000321300271044,-0.00826962295869,0.436655405405,-0.00196884578464,0,,
YEAR,2020,ABS_m06_REL_m04_W5,5,1184,-0.00164339817756,-0.0100415825238,0.460304054054,-0.00124072637026,0,,
YEAR,2020,ABS_m06_REL_m04_W5,10,1183,-0.00380074386714,-0.02599904952,0.422654268808,-0.000750200346267,0,,
YEAR,2020,ABS_m06_REL_m04_W5,20,1181,-0.00827554092591,-0.0330772588502,0.421676545301,-0.000321149757179,0,0.592718035563,-0.133006448783
YEAR,2020,ABS_m08_REL_m02_W2,1,907,0.00581953084379,0.00113543826119,0.518191841235,0.000203932985969,0,,
YEAR,2020,ABS_m08_REL_m02_W2,3,907,0.00707760038493,-0.00622164688851,0.471885336273,0.00145208907609,0,,
YEAR,2020,ABS_m08_REL_m02_W2,5,907,0.00873906072287,0.000233472449041,0.500551267916,0.000378569931105,0,,
YEAR,2020,ABS_m08_REL_m02_W2,10,907,-0.00511916331671,-0.0273789437699,0.403528114664,-0.000472944618706,0,,
YEAR,2020,ABS_m08_REL_m02_W2,20,903,-0.002375144115,-0.0392261206663,0.398671096346,-0.00124482947051,0,0.585825027685,-0.131688844054
YEAR,2020,ABS_m08_REL_m02_W3,1,880,-2.9184390186e-05,-0.00716113228089,0.429545454545,0.000430831206504,0,,
YEAR,2020,ABS_m08_REL_m02_W3,3,880,-0.000255817932121,-0.00912814252659,0.452272727273,0.0020292188334,0,,
YEAR,2020,ABS_m08_REL_m02_W3,5,880,-0.00131698370043,-0.0157516589144,0.421590909091,0.000748151971071,0,,
YEAR,2020,ABS_m08_REL_m02_W3,10,880,-0.0177688721352,-0.043905036642,0.357954545455,0.000379623008388,0,,
YEAR,2020,ABS_m08_REL_m02_W3,20,880,-0.0211660203625,-0.0542040099768,0.363636363636,-0.00140996402664,0,0.639772727273,-0.137743572155
YEAR,2020,ABS_m08_REL_m02_W5,1,829,-0.00289218468999,-0.00657569426646,0.442702050663,0.000558143946364,0,,
YEAR,2020,ABS_m08_REL_m02_W5,3,829,-0.00576387633714,-0.0150741632174,0.418576598311,-0.00142672510594,0,,
YEAR,2020,ABS_m08_REL_m02_W5,5,828,-0.0111523449864,-0.0254496212386,0.403381642512,-0.00125516213098,0,,
YEAR,2020,ABS_m08_REL_m02_W5,10,828,-0.0119905967162,-0.0383800172657,0.399758454106,-0.000478219471064,0,,
YEAR,2020,ABS_m08_REL_m02_W5,20,828,-0.0220925198661,-0.0515760992191,0.393719806763,-0.00369786679825,0,0.642512077295,-0.140988739187
YEAR,2020,ABS_m08_REL_m04_W2,1,715,0.00274503193576,-0.00235024456581,0.474125874126,-0.000471760893966,0,,
YEAR,2020,ABS_m08_REL_m04_W2,3,715,0.00814989221479,-0.00511445094648,0.481118881119,0.0018482568775,0,,
YEAR,2020,ABS_m08_REL_m04_W2,5,715,0.00958213340669,-0.000111436500046,0.499300699301,0.000463494365948,0,,
YEAR,2020,ABS_m08_REL_m04_W2,10,715,-0.00332809166335,-0.0244414552537,0.408391608392,-0.00111588711865,0,,
YEAR,2020,ABS_m08_REL_m04_W2,20,712,0.00305444703277,-0.0352013493657,0.414325842697,-0.000576873424962,0,0.581460674157,-0.132331340349
YEAR,2020,ABS_m08_REL_m04_W3,1,695,0.00109529404884,-0.00462641595789,0.451798561151,0.000840843062125,0,,
YEAR,2020,ABS_m08_REL_m04_W3,3,695,0.00655071141658,-0.00378005427748,0.48345323741,0.00112351135289,0,,
YEAR,2020,ABS_m08_REL_m04_W3,5,695,0.00397237036519,-0.0110962098627,0.438848920863,0.000459702437738,0,,
YEAR,2020,ABS_m08_REL_m04_W3,10,695,-0.00879048252291,-0.0358642714571,0.374100719424,-0.000176335065423,0,,
YEAR,2020,ABS_m08_REL_m04_W3,20,695,-0.00935275333809,-0.0425800445892,0.392805755396,-0.00176679769964,0,0.602877697842,-0.134064193486
YEAR,2020,ABS_m08_REL_m04_W5,1,655,0.000234476547417,-0.00399201596806,0.471755725191,-0.000345759350278,0,,
YEAR,2020,ABS_m08_REL_m04_W5,3,655,-0.00298555649966,-0.0114683060901,0.43358778626,-0.00148017878227,0,,
YEAR,2020,ABS_m08_REL_m04_W5,5,654,-0.0060606407986,-0.0225079930466,0.417431192661,-0.00036633111423,0,,
YEAR,2020,ABS_m08_REL_m04_W5,10,654,-0.00433321139004,-0.0320406590843,0.412844036697,0.000140710598685,0,,
YEAR,2020,ABS_m08_REL_m04_W5,20,654,-0.0109730333964,-0.0364169417099,0.428134556575,-0.00128393060024,0,0.611620795107,-0.137371594142
YEAR,2021,ABS_m04_REL_m02_W2,1,4840,-0.0019978888418,-0.00432463517921,0.444214876033,1.52369502993e-05,0,,
YEAR,2021,ABS_m04_REL_m02_W2,3,4839,0.0016664088565,-0.00399201596806,0.471378383964,-0.000733708222251,0,,
YEAR,2021,ABS_m04_REL_m02_W2,5,4838,-0.000418032607965,-0.00898453719128,0.458660603555,-0.0030711612963,0,,
YEAR,2021,ABS_m04_REL_m02_W2,10,4836,0.000193284129118,-0.0134227991459,0.456162117452,-0.00558883484017,0,,
YEAR,2021,ABS_m04_REL_m02_W2,20,4830,-0.00242485249417,-0.0293963542206,0.429192546584,-0.0071212409265,0,0.557556935818,-0.124080603081
YEAR,2021,ABS_m04_REL_m02_W3,1,4521,-0.00131003300716,-0.00459767603741,0.442601194426,0.000219818254034,0,,
YEAR,2021,ABS_m04_REL_m02_W3,3,4521,0.000777327945233,-0.00436547228004,0.471355894714,-0.00167887362913,0,,
YEAR,2021,ABS_m04_REL_m02_W3,5,4521,-0.00102747266944,-0.00685615875083,0.469807564698,-0.0028079588896,0,,
YEAR,2021,ABS_m04_REL_m02_W3,10,4519,-0.000635768083828,-0.0144904785025,0.443903518478,-0.00495108080682,0,,
YEAR,2021,ABS_m04_REL_m02_W3,20,4512,-0.0067904881162,-0.0317124750243,0.417109929078,-0.00959213425651,0,0.558510638298,-0.125258442692
YEAR,2021,ABS_m04_REL_m02_W5,1,4005,-0.0013033820199,-0.00465602129075,0.442696629213,-0.000401105827426,0,,
YEAR,2021,ABS_m04_REL_m02_W5,3,4003,-0.00238444882435,-0.00672080496541,0.453160129903,-0.00128482138745,0,,
YEAR,2021,ABS_m04_REL_m02_W5,5,4003,-0.000758263755883,-0.00857136302108,0.454409193105,-0.00146643371201,0,,
YEAR,2021,ABS_m04_REL_m02_W5,10,3999,-0.00391521006165,-0.0183345309381,0.444111027757,-0.00469568276313,0,,
YEAR,2021,ABS_m04_REL_m02_W5,20,3989,-0.00977267250066,-0.0368214809825,0.4036099273,-0.00880341359349,0,0.559789420907,-0.127511062333
YEAR,2021,ABS_m04_REL_m04_W2,1,2899,-0.00199293409855,-0.00557657412448,0.440841669541,-8.25184908108e-05,0,,
YEAR,2021,ABS_m04_REL_m04_W2,3,2899,0.000140759063151,-0.00557298102208,0.458433942739,-0.000568902562916,0,,
YEAR,2021,ABS_m04_REL_m04_W2,5,2899,-0.000973260648524,-0.0125121869179,0.442566402208,-0.00186291870464,0,,
YEAR,2021,ABS_m04_REL_m04_W2,10,2898,-0.00147208444467,-0.0169652043559,0.442719116632,-0.00387365077934,0,,
YEAR,2021,ABS_m04_REL_m04_W2,20,2894,-0.00421819702478,-0.032157533663,0.419488597097,-0.00465723494859,0,0.58396682792,-0.129402515076
YEAR,2021,ABS_m04_REL_m04_W3,1,2774,-0.00195211956072,-0.00596054866975,0.432588320115,2.26366110514e-05,0,,
YEAR,2021,ABS_m04_REL_m04_W3,3,2774,-0.000684844771272,-0.00755900379105,0.455299206921,-0.00181579624719,0,,
YEAR,2021,ABS_m04_REL_m04_W3,5,2773,-0.00237583997697,-0.0111156101321,0.451135953841,-0.00310331936918,0,,
YEAR,2021,ABS_m04_REL_m04_W3,10,2772,-0.00363720907295,-0.0176531207569,0.433982683983,-0.00507201684737,0,,
YEAR,2021,ABS_m04_REL_m04_W3,20,2767,-0.0072206945029,-0.0356769172582,0.410191543188,-0.00763213857659,0,0.585471629924,-0.130713672987
YEAR,2021,ABS_m04_REL_m04_W5,1,2532,-0.00209564363788,-0.00511684228884,0.439968404423,0.000275574239055,0,,
YEAR,2021,ABS_m04_REL_m04_W5,3,2532,-0.00365846110088,-0.00785798623583,0.452606635071,-0.0011013491219,0,,
YEAR,2021,ABS_m04_REL_m04_W5,5,2532,-0.00243632582474,-0.0114273914991,0.444707740916,-0.0015881991508,0,,
YEAR,2021,ABS_m04_REL_m04_W5,10,2530,-0.00292594415818,-0.0191589042002,0.435177865613,-0.00261865631182,0,,
YEAR,2021,ABS_m04_REL_m04_W5,20,2525,-0.00642999470323,-0.0363057978215,0.409504950495,-0.00421520448857,0,0.574653465347,-0.131017670068
YEAR,2021,ABS_m06_REL_m02_W2,1,2142,-0.00123710431722,-0.00476686967387,0.444911297852,-0.000394033998076,0,,
YEAR,2021,ABS_m06_REL_m02_W2,3,2142,0.00200106204809,-0.00288619785181,0.478524743231,-0.00205733271259,0,,
YEAR,2021,ABS_m06_REL_m02_W2,5,2142,0.00186022979002,-0.0106652626869,0.451914098973,-0.00320210158109,0,,
YEAR,2021,ABS_m06_REL_m02_W2,10,2141,0.00320174956578,-0.0107420700767,0.464269033162,-0.00489893284125,0,,
YEAR,2021,ABS_m06_REL_m02_W2,20,2139,0.0020643980371,-0.0268668404817,0.437587657784,-0.00455856859599,0,0.567554932211,-0.128859187193
YEAR,2021,ABS_m06_REL_m02_W3,1,2079,-0.00159698505025,-0.00641636004954,0.42809042809,-0.000306906329545,0,,
YEAR,2021,ABS_m06_REL_m02_W3,3,2079,0.00162516015641,-0.00463212392695,0.473304473304,-0.00201039197851,0,,
