scope,period,cell_id,horizon,n,absolute_mean,absolute_median,absolute_positive_rate,industry_relative_mean,industry_relative_median,severe_loss_incidence,mean_mae
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W2,10,7565,-0.0157214689536,-0.0263638876094,0.401189689359,-0.00368955392066,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W2,20,7430,-0.0287231103295,-0.0466847027553,0.367698519515,-0.00789597478354,0,0.581157469717,-0.131608853102
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W3,1,7202,-0.00194696545908,-0.00511069565879,0.436128853096,2.10608783706e-05,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W3,3,7164,-0.00478078326555,-0.00844368520325,0.439977666108,-0.000475789680682,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W3,5,7137,-0.00764926589501,-0.0143986113546,0.418803418803,-0.00141451669074,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W3,10,7068,-0.0172118425516,-0.0262440839842,0.395444255801,-0.00362421476132,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W3,20,6941,-0.0284147980105,-0.0469669797461,0.369111079095,-0.00683815763611,0,0.574845123181,-0.130779954592
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W5,1,6477,-0.00300670580387,-0.0060294373264,0.423035355875,-3.4558472219e-05,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W5,3,6451,-0.00711370023856,-0.013129703895,0.404433421175,-0.00175799835552,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W5,5,6418,-0.0117391434805,-0.0168225302891,0.400280461203,-0.00340487041454,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W5,10,6370,-0.0192760147173,-0.0275727135339,0.386028257457,-0.00481615580959,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m02_W5,20,6245,-0.0305368794928,-0.0480243753341,0.363170536429,-0.00801819337433,0,0.582866293034,-0.132440940306
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W2,1,4046,-0.00254417870218,-0.00560580310799,0.436233316856,-0.000264523502951,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W2,3,4023,-0.00396749893133,-0.0100417607634,0.429281630624,5.94725412468e-05,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W2,5,4003,-0.0081162941721,-0.018126471749,0.417436922308,-0.000937624333382,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W2,10,3965,-0.0179341996395,-0.0309195158471,0.385119798235,-0.00283211735993,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W2,20,3888,-0.0326184289128,-0.0512744946697,0.35262345679,-0.00643393404688,0,0.599794238683,-0.13736378994
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W3,1,3840,-0.00121030734717,-0.00509495343573,0.435416666667,0.000299456493584,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W3,3,3820,-0.00531229643707,-0.00919064488164,0.438743455497,-0.000292808800979,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W3,5,3809,-0.00894786473561,-0.0165917374612,0.411656602783,-0.00087594550686,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W3,10,3771,-0.0202327286572,-0.0307048737773,0.382657120127,-0.00256339712527,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W3,20,3692,-0.0342299607824,-0.0533679084077,0.346153846154,-0.00524312419787,0,0.594528710726,-0.136155266721
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W5,1,3584,-0.00259873399382,-0.00520001741247,0.434709821429,-9.51465554769e-05,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W5,3,3573,-0.0063143918808,-0.0129650608693,0.407500699692,-0.000736889735889,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W5,5,3554,-0.0116005909644,-0.0178971072925,0.401238041643,-0.00195133083092,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W5,10,3530,-0.0215101072012,-0.0314687650519,0.378470254958,-0.00422083275338,0,,
BLOCK,LATE_2022_2023,ABS_m04_REL_m04_W5,20,3451,-0.0361348225588,-0.0540513427218,0.350912778905,-0.00563229607009,0,0.602144305998,-0.137398837799
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W2,1,3453,5.05819446171e-05,-0.00246999887755,0.469736461048,3.87456020676e-05,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W2,3,3436,0.000290328598193,-0.00399201596806,0.474097788126,-0.00149273397795,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W2,5,3417,-0.00164573311319,-0.00769464787896,0.460637986538,-0.0022443361287,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W2,10,3387,-0.00992378469731,-0.02153939704,0.423974018305,-0.00374645829586,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W2,20,3331,-0.0250222788323,-0.0467619350129,0.373761633143,-0.00873244774835,0,0.575803062144,-0.132860421735
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W3,1,3308,-0.00120032652588,-0.00399201596806,0.448004836759,-0.000157312547533,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W3,3,3285,-0.00405778868424,-0.0072683580208,0.457229832572,-0.00100286957599,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W3,5,3275,-0.00614478668707,-0.0130820497206,0.430534351145,-0.0014845470741,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W3,10,3249,-0.0136387027891,-0.0243289574116,0.412742382271,-0.00243640368057,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W3,20,3192,-0.0258855321823,-0.0451703310172,0.378446115288,-0.00660968436283,0,0.578320802005,-0.134011281652
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W5,1,3087,-0.00281637819998,-0.0047300730144,0.43505021056,2.26345062122e-05,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W5,3,3077,-0.0042328154389,-0.0108017143116,0.424439389015,-0.00083775473141,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W5,5,3064,-0.0108407448163,-0.0159143801948,0.413838120104,-0.00257587950817,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W5,10,3048,-0.0147170219719,-0.0239469403253,0.408464566929,-0.00397958625762,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m02_W5,20,2990,-0.0287606411233,-0.048477251061,0.375919732441,-0.00762928700232,0,0.578595317726,-0.135086352776
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W2,1,2515,-0.000511642795624,-0.00399201596806,0.454870775348,-7.04028855652e-05,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W2,3,2498,-0.000816184206135,-0.00644068194598,0.457566052842,-2.44672794043e-05,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W2,5,2484,-0.00378058971682,-0.0120583986826,0.446457326892,-0.000832664778542,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W2,10,2460,-0.0122171900478,-0.0275074454706,0.408943089431,-0.00162089600917,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W2,20,2411,-0.0277643384101,-0.0514209675886,0.366238075487,-0.00486655187699,0,0.59270012443,-0.136957935836
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W3,1,2420,-0.000999120404325,-0.00470345350918,0.440909090909,0.000405527778681,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W3,3,2402,-0.00536959452304,-0.00981575795353,0.445045795171,-0.000770795921572,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W3,5,2395,-0.0083284748727,-0.0147472120934,0.424634655532,-0.00143371725375,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W3,10,2372,-0.0167839499753,-0.0285076376809,0.403035413153,-0.00226387342566,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W3,20,2324,-0.0302094023807,-0.0512121763998,0.365318416523,-0.00516473190333,0,0.590791738382,-0.137597136328
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W5,1,2283,-0.0031603591112,-0.00475699905872,0.431011826544,-0.000243787217702,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W5,3,2276,-0.00531169835061,-0.0110465585735,0.420474516696,-0.00081434049868,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W5,5,2263,-0.0112906144971,-0.0174515833198,0.407865665046,-0.00203387983425,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W5,10,2251,-0.0181370743684,-0.0292904313668,0.391381608174,-0.00438313216858,0,,
BLOCK,LATE_2022_2023,ABS_m06_REL_m04_W5,20,2199,-0.03226528841,-0.0501522615733,0.365165984538,-0.00553226540295,0,0.593906321055,-0.138158969879
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W2,1,1542,-0.00137451262512,-0.00488270161847,0.454604409857,0.000618944377189,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W2,3,1532,0.002219085775,-0.00109506405312,0.48955613577,-0.000531521871818,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W2,5,1521,-0.000504511097448,-0.00678456171769,0.471400394477,-0.00251147797414,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W2,10,1506,-0.00519760813521,-0.0161738994802,0.438911022576,-0.0023192559046,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W2,20,1477,-0.0131453354233,-0.0361377654527,0.405551794177,-0.00586035260704,0,0.554502369668,-0.130534329098
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W3,1,1492,-0.000729389427553,-0.00244143972672,0.471179624665,-0.000632762372723,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W3,3,1478,-0.000559780905921,-0.00455444146086,0.475642760487,-0.00122837540028,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W3,5,1475,-0.0010646136675,-0.0104049446379,0.459661016949,-0.00231822445044,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W3,10,1464,-0.00520808002853,-0.0151763608213,0.439890710383,-0.00275906172765,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W3,20,1433,-0.0121201737879,-0.0377249066929,0.408234473133,-0.00633402358937,0,0.553384508025,-0.130062488566
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W5,1,1427,-0.00103777105186,-0.00357387659609,0.456902592852,0.000441163282791,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W5,3,1424,-0.0013351737972,-0.00755173181126,0.445926966292,-0.000392320072154,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W5,5,1418,-0.00644356301644,-0.0123920164131,0.437940761636,-0.00159374429984,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W5,10,1414,-0.00739746748942,-0.0187934472239,0.428571428571,-0.00254091783303,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m02_W5,20,1380,-0.0137024618637,-0.0352213021498,0.41231884058,-0.00345674494601,0,0.536956521739,-0.129053118581
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W2,1,1314,-0.000842538305413,-0.00399201596806,0.458143074581,0.000826982100083,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W2,3,1304,0.000829875577991,-0.00512754775921,0.467024539877,0.00084193207703,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W2,5,1296,-0.0025106435476,-0.0099064901284,0.450617283951,-0.00165422305263,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W2,10,1282,-0.0098056691022,-0.0251139800298,0.418096723869,-0.00135890436005,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W2,20,1254,-0.018566934945,-0.0428305579468,0.392344497608,-0.00392358366634,0,0.583732057416,-0.135627610044
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W3,1,1277,-0.00166278118879,-0.00328862049911,0.454189506656,-4.97386286917e-05,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W3,3,1266,-0.00438987353131,-0.0106243173355,0.443127962085,-0.00159245909039,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W3,5,1264,-0.00658283890495,-0.0158346943379,0.428797468354,-0.00291021908641,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W3,10,1253,-0.0140839603091,-0.0209694247868,0.416600159617,-0.00370657478111,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W3,20,1222,-0.0227749785129,-0.0460905892315,0.382160392799,-0.00711738708743,0,0.582651391162,-0.136236295341
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W5,1,1233,-0.00196099877006,-0.00399201596806,0.444444444444,-0.000244574893091,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W5,3,1231,-0.0049159428433,-0.00951359541046,0.428107229894,-0.00134280236796,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W5,5,1225,-0.0106975558086,-0.0176359609548,0.415510204082,-0.00213916062255,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W5,10,1221,-0.0150093052091,-0.025488591163,0.400491400491,-0.00350081196818,0,,
BLOCK,LATE_2022_2023,ABS_m08_REL_m04_W5,20,1188,-0.0240122247264,-0.0432230977091,0.382996632997,-0.00368447489809,0,0.569865319865,-0.136272027093
YEAR,2018,ABS_m04_REL_m02_W2,1,622,-0.00037061370998,-0.00125028575199,0.480707395498,0.000241949384002,0,,
YEAR,2018,ABS_m04_REL_m02_W2,3,622,-0.000346165445472,-0.00399201596806,0.461414790997,0.000418139758721,0,,
YEAR,2018,ABS_m04_REL_m02_W2,5,622,0.00175389421741,0.00278294418761,0.512861736334,0.00162184316718,0,,
YEAR,2018,ABS_m04_REL_m02_W2,10,622,-0.00912797697942,-0.0132472506377,0.432475884244,-0.00101088672978,0,,
YEAR,2018,ABS_m04_REL_m02_W2,20,620,-0.019023558057,-0.0306190153317,0.408064516129,-0.00214688243779,0,0.543548387097,-0.117753389629
YEAR,2018,ABS_m04_REL_m02_W3,1,591,-0.00253381188389,-0.00244180898903,0.458544839255,-0.000238511439507,0,,
YEAR,2018,ABS_m04_REL_m02_W3,3,591,-0.00212713672501,-0.00509623767985,0.450084602369,-0.000849897041087,0,,
YEAR,2018,ABS_m04_REL_m02_W3,5,591,-0.000495030492013,-0.00399201596806,0.468697123519,0.00125561724988,0,,
YEAR,2018,ABS_m04_REL_m02_W3,10,590,-0.0110268348245,-0.0142442882054,0.420338983051,9.30757666855e-05,0,,
YEAR,2018,ABS_m04_REL_m02_W3,20,589,-0.0306144557276,-0.0467799484563,0.358234295416,-0.00280273126064,0,0.556876061121,-0.121886617746
YEAR,2018,ABS_m04_REL_m02_W5,1,509,-0.0024445883879,-0.00576607599051,0.410609037328,-0.000700624174151,0,,
YEAR,2018,ABS_m04_REL_m02_W5,3,509,-0.00354536102679,-0.00681090648891,0.432220039293,-0.000780614691323,0,,
YEAR,2018,ABS_m04_REL_m02_W5,5,509,-0.0113577142525,-0.0122371151736,0.422396856582,-0.00125781259161,0,,
YEAR,2018,ABS_m04_REL_m02_W5,10,508,-0.0198580968316,-0.0205989448382,0.389763779528,-0.00292542093829,0,,
YEAR,2018,ABS_m04_REL_m02_W5,20,508,-0.0353950315723,-0.0462247074478,0.354330708661,-0.00476009634015,0,0.584645669291,-0.127144905253
YEAR,2018,ABS_m04_REL_m04_W2,1,281,0.00011502276843,-0.000134510220458,0.491103202847,-0.000430029384414,0,,
YEAR,2018,ABS_m04_REL_m04_W2,3,281,0.00464437988729,-7.98403193625e-06,0.498220640569,-0.00165327405051,0,,
YEAR,2018,ABS_m04_REL_m04_W2,5,281,0.00460521626191,0.00346871799472,0.516014234875,-0.00110483890348,0,,
YEAR,2018,ABS_m04_REL_m04_W2,10,281,-0.00435846273538,-0.00870796286215,0.448398576512,-0.00123862395578,0,,
YEAR,2018,ABS_m04_REL_m04_W2,20,281,-0.0108922376857,-0.0219448448203,0.444839857651,-0.000373429149864,0,0.512455516014,-0.115450294646
YEAR,2018,ABS_m04_REL_m04_W3,1,277,-0.00199025223998,-0.00399201596806,0.458483754513,-0.000549064199105,0,,
YEAR,2018,ABS_m04_REL_m04_W3,3,277,7.34834960261e-05,-0.00509623767985,0.440433212996,-0.0018070244918,0,,
YEAR,2018,ABS_m04_REL_m04_W3,5,277,0.000206773778018,-0.00399201596806,0.472924187726,-0.00107589386023,0,,
YEAR,2018,ABS_m04_REL_m04_W3,10,277,-0.00551354032917,-0.0116482618271,0.440433212996,0.00138861546747,0,,
YEAR,2018,ABS_m04_REL_m04_W3,20,277,-0.0139797123628,-0.0358642714571,0.397111913357,0.00162079767188,0,0.537906137184,-0.118728617007
YEAR,2018,ABS_m04_REL_m04_W5,1,246,-0.00384470079495,-0.00756842347249,0.378048780488,-0.000577665414818,0,,
YEAR,2018,ABS_m04_REL_m04_W5,3,246,-0.00536546904571,-0.0101352829945,0.386178861789,-0.00136819427891,0,,
YEAR,2018,ABS_m04_REL_m04_W5,5,246,-0.01250328074,-0.0169485951947,0.414634146341,-0.00107570924385,0,,
YEAR,2018,ABS_m04_REL_m04_W5,10,246,-0.0127040420102,-0.0190854076927,0.426829268293,-0.00067514095974,0,,
YEAR,2018,ABS_m04_REL_m04_W5,20,246,-0.0170227627146,-0.0260380518367,0.414634146341,0.000421824954881,0,0.560975609756,-0.120410426045
YEAR,2018,ABS_m06_REL_m02_W2,1,283,0.000469257660415,0.00166712030484,0.526501766784,-5.66189925125e-05,0,,
YEAR,2018,ABS_m06_REL_m02_W2,3,283,-0.00116844189567,-0.00399201596806,0.484098939929,-2.23835330992e-05,0,,
YEAR,2018,ABS_m06_REL_m02_W2,5,283,0.00991402311737,0.0106698613479,0.579505300353,0.00236480417284,0,,
YEAR,2018,ABS_m06_REL_m02_W2,10,283,-0.00226681672993,-0.00485064354051,0.469964664311,0.00162923785497,0,,
YEAR,2018,ABS_m06_REL_m02_W2,20,281,0.000889334513986,-0.00420456568723,0.483985765125,-0.00174265113781,0,0.483985765125,-0.109172982763
YEAR,2018,ABS_m06_REL_m02_W3,1,274,-0.00372070283873,-0.00405964892307,0.445255474453,-0.0008729139163,0,,
YEAR,2018,ABS_m06_REL_m02_W3,3,274,-0.00246915659587,-0.00344862450423,0.463503649635,-0.00120693447315,0,,
YEAR,2018,ABS_m06_REL_m02_W3,5,274,0.00156786420695,-0.00293415914354,0.478102189781,0.00131948642829,0,,
YEAR,2018,ABS_m06_REL_m02_W3,10,273,-0.00404674239506,-0.0106320691949,0.446886446886,0.00136294797967,0,,
YEAR,2018,ABS_m06_REL_m02_W3,20,272,-0.00924771188894,-0.0194961983967,0.419117647059,0.000305803266977,0,0.492647058824,-0.112906221112
YEAR,2018,ABS_m06_REL_m02_W5,1,248,-0.000344755867112,-0.0032135158685,0.447580645161,-0.000888444668836,0,,
YEAR,2018,ABS_m06_REL_m02_W5,3,248,0.00265267589659,0.000292818127017,0.5,0.000814737845119,0,,
YEAR,2018,ABS_m06_REL_m02_W5,5,248,-0.00524075987532,-0.00920097784687,0.431451612903,0.000610058978167,0,,
YEAR,2018,ABS_m06_REL_m02_W5,10,247,-0.00803349459841,-0.00860011635684,0.457489878543,0.000618715575854,0,,
YEAR,2018,ABS_m06_REL_m02_W5,20,247,-0.0121045996701,-0.0294767272966,0.412955465587,-0.00236107781125,0,0.542510121457,-0.112979328313
YEAR,2018,ABS_m06_REL_m04_W2,1,181,9.17487074908e-05,0.00122268551901,0.513812154696,-0.000381489937388,0,,
YEAR,2018,ABS_m06_REL_m04_W2,3,181,0.00496605626991,0.000147668088594,0.502762430939,-0.000935040320056,0,,
YEAR,2018,ABS_m06_REL_m04_W2,5,181,0.00554105733596,0.00493278675624,0.530386740331,-0.000526538762331,0,,
YEAR,2018,ABS_m06_REL_m04_W2,10,181,-0.00341830065045,-0.00790611598391,0.447513812155,-0.000717196579815,0,,
YEAR,2018,ABS_m06_REL_m04_W2,20,181,-0.00323814635655,-0.0208566929885,0.458563535912,-0.00166717869421,0,0.497237569061,-0.112423043592
YEAR,2018,ABS_m06_REL_m04_W3,1,175,-0.000973292508558,-0.00225982816975,0.462857142857,-0.000995397104134,0,,
YEAR,2018,ABS_m06_REL_m04_W3,3,175,0.00144806971864,-0.00399201596806,0.451428571429,-0.00161141404,0,,
YEAR,2018,ABS_m06_REL_m04_W3,5,175,0.0001975947479,-0.00593734406188,0.445714285714,-0.000622220787227,0,,
YEAR,2018,ABS_m06_REL_m04_W3,10,175,-0.00153584247815,-0.0142614150581,0.451428571429,0.00162969558642,0,,
YEAR,2018,ABS_m06_REL_m04_W3,20,175,-0.0120466717458,-0.0311453658808,0.405714285714,-0.00131027189421,0,0.497142857143,-0.113873641578
YEAR,2018,ABS_m06_REL_m04_W5,1,164,-0.00290614299711,-0.00769559702566,0.365853658537,-0.000122553562931,0,,
YEAR,2018,ABS_m06_REL_m04_W5,3,164,-0.00478838597049,-0.00440805940333,0.451219512195,0.000804430750943,0,,
YEAR,2018,ABS_m06_REL_m04_W5,5,164,-0.0138688908171,-0.0150470728733,0.408536585366,0.000952402484881,0,,
YEAR,2018,ABS_m06_REL_m04_W5,10,164,-0.00682044550047,-0.0102603420074,0.451219512195,0.00233033149383,0,,
YEAR,2018,ABS_m06_REL_m04_W5,20,164,-0.014780383755,-0.0338299400712,0.390243902439,-0.00149944479789,0,0.567073170732,-0.117875488611
YEAR,2018,ABS_m08_REL_m02_W2,1,124,-0.00433160269502,-0.00619977246625,0.427419354839,3.89281545674e-05,0,,
YEAR,2018,ABS_m08_REL_m02_W2,3,124,-0.00607621754109,-0.0090386453956,0.443548387097,0.00110568704854,0,,
YEAR,2018,ABS_m08_REL_m02_W2,5,124,0.00683693182375,0.00683501872363,0.548387096774,0.00107367229847,0,,
YEAR,2018,ABS_m08_REL_m02_W2,10,124,0.00362571166347,-0.00802201990887,0.475806451613,-0.00172743004835,0,,
YEAR,2018,ABS_m08_REL_m02_W2,20,124,0.0148447266108,0.00788767366705,0.524193548387,-0.00391647200093,0,0.483870967742,-0.108416167058
YEAR,2018,ABS_m08_REL_m02_W3,1,120,-0.00652152423061,-0.0096445377198,0.375,-0.00180057017204,0,,
YEAR,2018,ABS_m08_REL_m02_W3,3,120,-0.00680600307353,-0.0075448200178,0.433333333333,-0.00287593001227,0,,
YEAR,2018,ABS_m08_REL_m02_W3,5,120,-0.00464492088984,-0.00888700562946,0.433333333333,-0.0022374901358,0,,
YEAR,2018,ABS_m08_REL_m02_W3,10,120,0.00301209440294,-0.00885227152355,0.466666666667,-0.00401669237996,0,,
YEAR,2018,ABS_m08_REL_m02_W3,20,120,0.00442084432947,-0.00600360887977,0.458333333333,-0.00444857753666,0,0.516666666667,-0.111693432622
YEAR,2018,ABS_m08_REL_m02_W5,1,110,0.00247549647678,-0.0035463791358,0.445454545455,-0.00117959396606,0,,
YEAR,2018,ABS_m08_REL_m02_W5,3,110,-0.00208857761675,-0.0118762634534,0.427272727273,-0.0025598234655,0,,
YEAR,2018,ABS_m08_REL_m02_W5,5,110,-0.0014520493345,-0.00607393809976,0.472727272727,-0.00414057090958,0,,
YEAR,2018,ABS_m08_REL_m02_W5,10,110,-0.000190029585697,-0.00593103766694,0.445454545455,-0.00328528418862,0,,
YEAR,2018,ABS_m08_REL_m02_W5,20,110,-0.00427053510658,-0.0209456025784,0.436363636364,-0.00863968796678,0,0.481818181818,-0.105465815519
YEAR,2018,ABS_m08_REL_m04_W2,1,94,-0.0016394010748,-0.0046751490161,0.468085106383,-0.000555892911699,0,,
YEAR,2018,ABS_m08_REL_m04_W2,3,94,-0.00122313684155,-0.00312289905355,0.478723404255,-0.000850828598199,0,,
YEAR,2018,ABS_m08_REL_m04_W2,5,94,0.00193333510621,0.00144533367468,0.510638297872,-0.00154377346086,0,,
YEAR,2018,ABS_m08_REL_m04_W2,10,94,0.0022409978905,-0.00465846493697,0.478723404255,-0.00014017387683,0,,
YEAR,2018,ABS_m08_REL_m04_W2,20,94,0.0070674983944,-0.000495680751786,0.5,-0.00277147779231,0,0.478723404255,-0.109930953286
YEAR,2018,ABS_m08_REL_m04_W3,1,90,-0.00593111885997,-0.00878674515414,0.366666666667,-0.00192861000086,0,,
YEAR,2018,ABS_m08_REL_m04_W3,3,90,-0.00172504966981,-0.00684092992938,0.433333333333,-0.00309870016193,0,,
YEAR,2018,ABS_m08_REL_m04_W3,5,90,-0.00954002488392,-0.0139037667104,0.4,-0.00260533453763,0,,
YEAR,2018,ABS_m08_REL_m04_W3,10,90,0.00591617183968,-0.00576084088989,0.477777777778,-0.000871754508289,0,,
YEAR,2018,ABS_m08_REL_m04_W3,20,90,-0.00251881805845,-0.0211618124936,0.433333333333,0.000493258450225,0,0.5,-0.11428431325
YEAR,2018,ABS_m08_REL_m04_W5,1,85,-0.00229506076771,-0.00773289102546,0.376470588235,-0.00155977580622,0,,
YEAR,2018,ABS_m08_REL_m04_W5,3,85,-0.0170178434562,-0.0174288859044,0.329411764706,-0.00323629202689,0,,
YEAR,2018,ABS_m08_REL_m04_W5,5,85,-0.0166490100047,-0.0216480490531,0.376470588235,-0.00254384908066,0,,
YEAR,2018,ABS_m08_REL_m04_W5,10,85,-0.00785146271637,-0.0187476898056,0.4,0.000126490137135,0,,
YEAR,2018,ABS_m08_REL_m04_W5,20,85,-0.0123107050116,-0.0397717514011,0.376470588235,-0.00338940700801,0,0.564705882353,-0.117207416145
YEAR,2019,ABS_m04_REL_m02_W2,1,2338,-0.00298479936992,-0.0053219916866,0.431565440547,5.03078273649e-05,0,,
YEAR,2019,ABS_m04_REL_m02_W2,3,2337,-0.00267807417612,-0.00502308013373,0.460419341036,-0.00157578378892,0,,
YEAR,2019,ABS_m04_REL_m02_W2,5,2337,-0.00547111796788,-0.00885059149993,0.452289259735,-0.00278594823425,0,,
YEAR,2019,ABS_m04_REL_m02_W2,10,2335,-0.0144240844821,-0.0204950722337,0.405139186296,-0.00428173532353,0,,
YEAR,2019,ABS_m04_REL_m02_W2,20,2329,-0.0139180954929,-0.0332966291585,0.395448690425,-0.00472921195677,0,0.515671962216,-0.120628993816
YEAR,2019,ABS_m04_REL_m02_W3,1,2198,-0.00252371534965,-0.00341682599941,0.452684258417,8.14376824724e-05,0,,
YEAR,2019,ABS_m04_REL_m02_W3,3,2198,0.00085926680088,-0.00259114977237,0.48271155596,-0.00106021658681,0,,
YEAR,2019,ABS_m04_REL_m02_W3,5,2198,-0.00295545289342,-0.00538417556348,0.459963603276,-0.00208176355914,0,,
YEAR,2019,ABS_m04_REL_m02_W3,10,2195,-0.0109718558729,-0.0198609341766,0.414578587699,-0.00286021828199,0,,
YEAR,2019,ABS_m04_REL_m02_W3,20,2189,-0.0146095553278,-0.0348633890457,0.387848332572,-0.00558137825668,0,0.522156235724,-0.119140522155
YEAR,2019,ABS_m04_REL_m02_W5,1,1981,0.000122591902066,-0.00250321479612,0.462392730944,9.40143871747e-05,0,,
YEAR,2019,ABS_m04_REL_m02_W5,3,1979,-0.00413668568016,-0.00990655269034,0.434057604851,-0.00155196899538,0,,
YEAR,2019,ABS_m04_REL_m02_W5,5,1979,-0.00861697523065,-0.0138210421263,0.422435573522,-0.00195898496427,0,,
YEAR,2019,ABS_m04_REL_m02_W5,10,1977,-0.0144978143055,-0.0203936813943,0.407182599899,-0.00374700847093,0,,
YEAR,2019,ABS_m04_REL_m02_W5,20,1972,-0.0210335410551,-0.0392761964064,0.384381338742,-0.00649178475316,0,0.538032454361,-0.124416606893
