sequence_id,target_year,block_id,market_view,market_sequence_rank,symbol,tested_day_count,recovered_tested_day_count,repeated_test_sequence,recovered_sequence
2018|02|ALL_A|07|002631.SZ,2018,2,ALL_A,7,002631.SZ,0,0,False,False
2018|02|ALL_A|08|002531.SZ,2018,2,ALL_A,8,002531.SZ,1,1,False,False
2018|02|ALL_A|09|600403.SH,2018,2,ALL_A,9,600403.SH,2,2,True,True
2018|02|ALL_A|10|002733.SZ,2018,2,ALL_A,10,002733.SZ,3,3,True,True
2018|02|CHINEXT_BOARD|01|300583.SZ,2018,2,CHINEXT_BOARD,1,300583.SZ,0,0,False,False
2018|02|CHINEXT_BOARD|02|300475.SZ,2018,2,CHINEXT_BOARD,2,300475.SZ,0,0,False,False
2018|02|CHINEXT_BOARD|03|300730.SZ,2018,2,CHINEXT_BOARD,3,300730.SZ,0,0,False,False
2018|02|CHINEXT_BOARD|04|300385.SZ,2018,2,CHINEXT_BOARD,4,300385.SZ,0,0,False,False
2018|02|CHINEXT_BOARD|05|300685.SZ,2018,2,CHINEXT_BOARD,5,300685.SZ,0,0,False,False
2018|02|CHINEXT_BOARD|06|300616.SZ,2018,2,CHINEXT_BOARD,6,300616.SZ,0,0,False,False
2018|02|CHINEXT_BOARD|07|300589.SZ,2018,2,CHINEXT_BOARD,7,300589.SZ,0,0,False,False
2018|02|CHINEXT_BOARD|08|300384.SZ,2018,2,CHINEXT_BOARD,8,300384.SZ,0,0,False,False
2018|02|CHINEXT_BOARD|09|300163.SZ,2018,2,CHINEXT_BOARD,9,300163.SZ,2,2,True,True
2018|02|CHINEXT_BOARD|10|300496.SZ,2018,2,CHINEXT_BOARD,10,300496.SZ,0,0,False,False
2018|02|SH_A|01|601229.SH,2018,2,SH_A,1,601229.SH,0,0,False,False
2018|02|SH_A|02|601901.SH,2018,2,SH_A,2,601901.SH,1,1,False,False
2018|02|SH_A|03|601168.SH,2018,2,SH_A,3,601168.SH,0,0,False,False
2018|02|SH_A|04|600600.SH,2018,2,SH_A,4,600600.SH,0,0,False,False
2018|02|SH_A|05|603966.SH,2018,2,SH_A,5,603966.SH,0,0,False,False
2018|02|SH_A|06|603801.SH,2018,2,SH_A,6,603801.SH,0,0,False,False
2018|02|SH_A|07|600284.SH,2018,2,SH_A,7,600284.SH,0,0,False,False
2018|02|SH_A|08|600696.SH,2018,2,SH_A,8,600696.SH,0,0,False,False
2018|02|SH_A|09|603032.SH,2018,2,SH_A,9,603032.SH,5,2,True,True
2018|02|SH_A|10|600715.SH,2018,2,SH_A,10,600715.SH,3,1,True,False
2018|02|SZ_A|01|002598.SZ,2018,2,SZ_A,1,002598.SZ,0,0,False,False
2018|02|SZ_A|02|002791.SZ,2018,2,SZ_A,2,002791.SZ,2,2,True,True
2018|02|SZ_A|03|002727.SZ,2018,2,SZ_A,3,002727.SZ,0,0,False,False
2018|02|SZ_A|04|300245.SZ,2018,2,SZ_A,4,300245.SZ,0,0,False,False
2018|02|SZ_A|05|002415.SZ,2018,2,SZ_A,5,002415.SZ,2,1,True,False
2018|02|SZ_A|06|002688.SZ,2018,2,SZ_A,6,002688.SZ,0,0,False,False
2018|02|SZ_A|07|002404.SZ,2018,2,SZ_A,7,002404.SZ,0,0,False,False
2018|02|SZ_A|08|002694.SZ,2018,2,SZ_A,8,002694.SZ,2,0,True,False
2018|02|SZ_A|09|002364.SZ,2018,2,SZ_A,9,002364.SZ,0,0,False,False
2018|02|SZ_A|10|002545.SZ,2018,2,SZ_A,10,002545.SZ,2,2,True,True
2018|03|ALL_A|01|000638.SZ,2018,3,ALL_A,1,000638.SZ,0,0,False,False
2018|03|ALL_A|02|300688.SZ,2018,3,ALL_A,2,300688.SZ,0,0,False,False
2018|03|ALL_A|03|002681.SZ,2018,3,ALL_A,3,002681.SZ,0,0,False,False
2018|03|ALL_A|04|000581.SZ,2018,3,ALL_A,4,000581.SZ,0,0,False,False
2018|03|ALL_A|05|000538.SZ,2018,3,ALL_A,5,000538.SZ,0,0,False,False
2018|03|ALL_A|06|600983.SH,2018,3,ALL_A,6,600983.SH,0,0,False,False
2018|03|ALL_A|07|002846.SZ,2018,3,ALL_A,7,002846.SZ,0,0,False,False
2018|03|ALL_A|08|002624.SZ,2018,3,ALL_A,8,002624.SZ,0,0,False,False
2018|03|ALL_A|09|000068.SZ,2018,3,ALL_A,9,000068.SZ,0,0,False,False
2018|03|ALL_A|10|300201.SZ,2018,3,ALL_A,10,300201.SZ,3,2,True,True
2018|03|CHINEXT_BOARD|01|300573.SZ,2018,3,CHINEXT_BOARD,1,300573.SZ,0,0,False,False
2018|03|CHINEXT_BOARD|02|300729.SZ,2018,3,CHINEXT_BOARD,2,300729.SZ,0,0,False,False
2018|03|CHINEXT_BOARD|03|300553.SZ,2018,3,CHINEXT_BOARD,3,300553.SZ,0,0,False,False
2018|03|CHINEXT_BOARD|04|300057.SZ,2018,3,CHINEXT_BOARD,4,300057.SZ,0,0,False,False
2018|03|CHINEXT_BOARD|05|300203.SZ,2018,3,CHINEXT_BOARD,5,300203.SZ,2,2,True,True
2018|03|CHINEXT_BOARD|06|300558.SZ,2018,3,CHINEXT_BOARD,6,300558.SZ,0,0,False,False
2018|03|CHINEXT_BOARD|07|300093.SZ,2018,3,CHINEXT_BOARD,7,300093.SZ,0,0,False,False
2018|03|CHINEXT_BOARD|08|300719.SZ,2018,3,CHINEXT_BOARD,8,300719.SZ,0,0,False,False
2018|03|CHINEXT_BOARD|09|300523.SZ,2018,3,CHINEXT_BOARD,9,300523.SZ,0,0,False,False
2018|03|CHINEXT_BOARD|10|300160.SZ,2018,3,CHINEXT_BOARD,10,300160.SZ,2,1,True,False
2018|03|SH_A|01|600667.SH,2018,3,SH_A,1,600667.SH,0,0,False,False
2018|03|SH_A|02|600651.SH,2018,3,SH_A,2,600651.SH,3,3,True,True
2018|03|SH_A|03|601899.SH,2018,3,SH_A,3,601899.SH,2,2,True,True
2018|03|SH_A|04|600547.SH,2018,3,SH_A,4,600547.SH,1,1,False,False
2018|03|SH_A|05|600496.SH,2018,3,SH_A,5,600496.SH,1,1,False,False
2018|03|SH_A|06|603036.SH,2018,3,SH_A,6,603036.SH,0,0,False,False
2018|03|SH_A|07|603566.SH,2018,3,SH_A,7,603566.SH,0,0,False,False
2018|03|SH_A|08|600503.SH,2018,3,SH_A,8,600503.SH,4,3,True,True
2018|03|SH_A|09|600717.SH,2018,3,SH_A,9,600717.SH,0,0,False,False
2018|03|SH_A|10|601969.SH,2018,3,SH_A,10,601969.SH,0,0,False,False
2018|03|SZ_A|01|300710.SZ,2018,3,SZ_A,1,300710.SZ,0,0,False,False
2018|03|SZ_A|02|002808.SZ,2018,3,SZ_A,2,002808.SZ,0,0,False,False
2018|03|SZ_A|03|000767.SZ,2018,3,SZ_A,3,000767.SZ,0,0,False,False
2018|03|SZ_A|04|002275.SZ,2018,3,SZ_A,4,002275.SZ,0,0,False,False
2018|03|SZ_A|05|002916.SZ,2018,3,SZ_A,5,002916.SZ,0,0,False,False
2018|03|SZ_A|06|300289.SZ,2018,3,SZ_A,6,300289.SZ,1,1,False,False
2018|03|SZ_A|07|300678.SZ,2018,3,SZ_A,7,300678.SZ,0,0,False,False
2018|03|SZ_A|08|300496.SZ,2018,3,SZ_A,8,300496.SZ,1,1,False,False
2018|03|SZ_A|09|002752.SZ,2018,3,SZ_A,9,002752.SZ,0,0,False,False
2018|03|SZ_A|10|300148.SZ,2018,3,SZ_A,10,300148.SZ,0,0,False,False
2018|04|ALL_A|01|600628.SH,2018,4,ALL_A,1,600628.SH,0,0,False,False
2018|04|ALL_A|02|002250.SZ,2018,4,ALL_A,2,002250.SZ,1,1,False,False
2018|04|ALL_A|03|002340.SZ,2018,4,ALL_A,3,002340.SZ,0,0,False,False
2018|04|ALL_A|04|002421.SZ,2018,4,ALL_A,4,002421.SZ,1,1,False,False
2018|04|ALL_A|05|300046.SZ,2018,4,ALL_A,5,300046.SZ,0,0,False,False
2018|04|ALL_A|06|002622.SZ,2018,4,ALL_A,6,002622.SZ,0,0,False,False
2018|04|ALL_A|07|600560.SH,2018,4,ALL_A,7,600560.SH,0,0,False,False
2018|04|ALL_A|08|600971.SH,2018,4,ALL_A,8,600971.SH,0,0,False,False
2018|04|ALL_A|09|002616.SZ,2018,4,ALL_A,9,002616.SZ,0,0,False,False
2018|04|ALL_A|10|000503.SZ,2018,4,ALL_A,10,000503.SZ,1,1,False,False
2018|04|CHINEXT_BOARD|01|300705.SZ,2018,4,CHINEXT_BOARD,1,300705.SZ,0,0,False,False
2018|04|CHINEXT_BOARD|02|300307.SZ,2018,4,CHINEXT_BOARD,2,300307.SZ,0,0,False,False
2018|04|CHINEXT_BOARD|03|300606.SZ,2018,4,CHINEXT_BOARD,3,300606.SZ,0,0,False,False
2018|04|CHINEXT_BOARD|04|300483.SZ,2018,4,CHINEXT_BOARD,4,300483.SZ,0,0,False,False
2018|04|CHINEXT_BOARD|05|300536.SZ,2018,4,CHINEXT_BOARD,5,300536.SZ,0,0,False,False
2018|04|CHINEXT_BOARD|06|300043.SZ,2018,4,CHINEXT_BOARD,6,300043.SZ,0,0,False,False
2018|04|CHINEXT_BOARD|07|300416.SZ,2018,4,CHINEXT_BOARD,7,300416.SZ,1,1,False,False
2018|04|CHINEXT_BOARD|08|300143.SZ,2018,4,CHINEXT_BOARD,8,300143.SZ,1,1,False,False
2018|04|CHINEXT_BOARD|09|300074.SZ,2018,4,CHINEXT_BOARD,9,300074.SZ,4,2,True,True
2018|04|CHINEXT_BOARD|10|300124.SZ,2018,4,CHINEXT_BOARD,10,300124.SZ,0,0,False,False
2018|04|SH_A|01|603186.SH,2018,4,SH_A,1,603186.SH,0,0,False,False
2018|04|SH_A|02|600765.SH,2018,4,SH_A,2,600765.SH,2,2,True,True
2018|04|SH_A|03|603305.SH,2018,4,SH_A,3,603305.SH,1,1,False,False
2018|04|SH_A|04|600329.SH,2018,4,SH_A,4,600329.SH,0,0,False,False
2018|04|SH_A|05|603108.SH,2018,4,SH_A,5,603108.SH,0,0,False,False
2018|04|SH_A|06|600339.SH,2018,4,SH_A,6,600339.SH,0,0,False,False
2018|04|SH_A|07|601158.SH,2018,4,SH_A,7,601158.SH,0,0,False,False
2018|04|SH_A|08|600509.SH,2018,4,SH_A,8,600509.SH,0,0,False,False
2018|04|SH_A|09|603367.SH,2018,4,SH_A,9,603367.SH,0,0,False,False
2018|04|SH_A|10|600353.SH,2018,4,SH_A,10,600353.SH,0,0,False,False
2018|04|SZ_A|01|300334.SZ,2018,4,SZ_A,1,300334.SZ,0,0,False,False
2018|04|SZ_A|02|300245.SZ,2018,4,SZ_A,2,300245.SZ,2,1,True,False
2018|04|SZ_A|03|300003.SZ,2018,4,SZ_A,3,300003.SZ,0,0,False,False
2018|04|SZ_A|04|002151.SZ,2018,4,SZ_A,4,002151.SZ,0,0,False,False
2018|04|SZ_A|05|300099.SZ,2018,4,SZ_A,5,300099.SZ,0,0,False,False
2018|04|SZ_A|06|002213.SZ,2018,4,SZ_A,6,002213.SZ,0,0,False,False
2018|04|SZ_A|07|002414.SZ,2018,4,SZ_A,7,002414.SZ,0,0,False,False
2018|04|SZ_A|08|300092.SZ,2018,4,SZ_A,8,300092.SZ,0,0,False,False
2018|04|SZ_A|09|300657.SZ,2018,4,SZ_A,9,300657.SZ,0,0,False,False
2018|04|SZ_A|10|002895.SZ,2018,4,SZ_A,10,002895.SZ,0,0,False,False
2018|05|ALL_A|01|002115.SZ,2018,5,ALL_A,1,002115.SZ,0,0,False,False
2018|05|ALL_A|02|600373.SH,2018,5,ALL_A,2,600373.SH,0,0,False,False
2018|05|ALL_A|03|601700.SH,2018,5,ALL_A,3,601700.SH,0,0,False,False
2018|05|ALL_A|04|300499.SZ,2018,5,ALL_A,4,300499.SZ,2,2,True,True
2018|05|ALL_A|05|603766.SH,2018,5,ALL_A,5,603766.SH,0,0,False,False
2018|05|ALL_A|06|600903.SH,2018,5,ALL_A,6,600903.SH,0,0,False,False
2018|05|ALL_A|07|300527.SZ,2018,5,ALL_A,7,300527.SZ,3,3,True,True
2018|05|ALL_A|08|002616.SZ,2018,5,ALL_A,8,002616.SZ,0,0,False,False
2018|05|ALL_A|09|600596.SH,2018,5,ALL_A,9,600596.SH,0,0,False,False
2018|05|ALL_A|10|002921.SZ,2018,5,ALL_A,10,002921.SZ,0,0,False,False
2018|05|CHINEXT_BOARD|01|300328.SZ,2018,5,CHINEXT_BOARD,1,300328.SZ,0,0,False,False
2018|05|CHINEXT_BOARD|02|300412.SZ,2018,5,CHINEXT_BOARD,2,300412.SZ,0,0,False,False
2018|05|CHINEXT_BOARD|03|300523.SZ,2018,5,CHINEXT_BOARD,3,300523.SZ,3,3,True,True
2018|05|CHINEXT_BOARD|04|300428.SZ,2018,5,CHINEXT_BOARD,4,300428.SZ,0,0,False,False
2018|05|CHINEXT_BOARD|05|300675.SZ,2018,5,CHINEXT_BOARD,5,300675.SZ,0,0,False,False
2018|05|CHINEXT_BOARD|06|300271.SZ,2018,5,CHINEXT_BOARD,6,300271.SZ,1,1,False,False
2018|05|CHINEXT_BOARD|07|300409.SZ,2018,5,CHINEXT_BOARD,7,300409.SZ,0,0,False,False
2018|05|CHINEXT_BOARD|08|300352.SZ,2018,5,CHINEXT_BOARD,8,300352.SZ,0,0,False,False
2018|05|CHINEXT_BOARD|09|300668.SZ,2018,5,CHINEXT_BOARD,9,300668.SZ,0,0,False,False
2018|05|CHINEXT_BOARD|10|300562.SZ,2018,5,CHINEXT_BOARD,10,300562.SZ,0,0,False,False
2018|05|SH_A|01|601218.SH,2018,5,SH_A,1,601218.SH,0,0,False,False
2018|05|SH_A|02|600548.SH,2018,5,SH_A,2,600548.SH,0,0,False,False
2018|05|SH_A|03|600694.SH,2018,5,SH_A,3,600694.SH,0,0,False,False
2018|05|SH_A|04|600990.SH,2018,5,SH_A,4,600990.SH,0,0,False,False
2018|05|SH_A|05|603228.SH,2018,5,SH_A,5,603228.SH,0,0,False,False
2018|05|SH_A|06|603758.SH,2018,5,SH_A,6,603758.SH,0,0,False,False
2018|05|SH_A|07|603159.SH,2018,5,SH_A,7,603159.SH,0,0,False,False
2018|05|SH_A|08|600753.SH,2018,5,SH_A,8,600753.SH,0,0,False,False
2018|05|SH_A|09|603993.SH,2018,5,SH_A,9,603993.SH,0,0,False,False
2018|05|SH_A|10|603218.SH,2018,5,SH_A,10,603218.SH,0,0,False,False
2018|05|SZ_A|01|002277.SZ,2018,5,SZ_A,1,002277.SZ,0,0,False,False
2018|05|SZ_A|02|300012.SZ,2018,5,SZ_A,2,300012.SZ,0,0,False,False
2018|05|SZ_A|03|002705.SZ,2018,5,SZ_A,3,002705.SZ,0,0,False,False
2018|05|SZ_A|04|002092.SZ,2018,5,SZ_A,4,002092.SZ,0,0,False,False
2018|05|SZ_A|05|000901.SZ,2018,5,SZ_A,5,000901.SZ,0,0,False,False
2018|05|SZ_A|06|002335.SZ,2018,5,SZ_A,6,002335.SZ,0,0,False,False
2018|05|SZ_A|07|002460.SZ,2018,5,SZ_A,7,002460.SZ,0,0,False,False
2018|05|SZ_A|08|002869.SZ,2018,5,SZ_A,8,002869.SZ,3,3,True,True
2018|05|SZ_A|09|002156.SZ,2018,5,SZ_A,9,002156.SZ,0,0,False,False
2018|05|SZ_A|10|002221.SZ,2018,5,SZ_A,10,002221.SZ,0,0,False,False
2018|06|ALL_A|01|601038.SH,2018,6,ALL_A,1,601038.SH,0,0,False,False
2018|06|ALL_A|02|300296.SZ,2018,6,ALL_A,2,300296.SZ,1,0,False,False
2018|06|ALL_A|03|000828.SZ,2018,6,ALL_A,3,000828.SZ,2,1,True,False
2018|06|ALL_A|04|603377.SH,2018,6,ALL_A,4,603377.SH,0,0,False,False
2018|06|ALL_A|05|300637.SZ,2018,6,ALL_A,5,300637.SZ,0,0,False,False
2018|06|ALL_A|06|300174.SZ,2018,6,ALL_A,6,300174.SZ,1,1,False,False
2018|06|ALL_A|07|300629.SZ,2018,6,ALL_A,7,300629.SZ,0,0,False,False
2018|06|ALL_A|08|600830.SH,2018,6,ALL_A,8,600830.SH,0,0,False,False
2018|06|ALL_A|09|600843.SH,2018,6,ALL_A,9,600843.SH,1,1,False,False
2018|06|ALL_A|10|000404.SZ,2018,6,ALL_A,10,000404.SZ,1,1,False,False
2018|06|CHINEXT_BOARD|01|300024.SZ,2018,6,CHINEXT_BOARD,1,300024.SZ,0,0,False,False
2018|06|CHINEXT_BOARD|02|300007.SZ,2018,6,CHINEXT_BOARD,2,300007.SZ,0,0,False,False
2018|06|CHINEXT_BOARD|03|300096.SZ,2018,6,CHINEXT_BOARD,3,300096.SZ,3,2,True,True
2018|06|CHINEXT_BOARD|04|300351.SZ,2018,6,CHINEXT_BOARD,4,300351.SZ,1,1,False,False
2018|06|CHINEXT_BOARD|05|300474.SZ,2018,6,CHINEXT_BOARD,5,300474.SZ,0,0,False,False
2018|06|CHINEXT_BOARD|06|300314.SZ,2018,6,CHINEXT_BOARD,6,300314.SZ,0,0,False,False
2018|06|CHINEXT_BOARD|07|300172.SZ,2018,6,CHINEXT_BOARD,7,300172.SZ,0,0,False,False
2018|06|CHINEXT_BOARD|08|300221.SZ,2018,6,CHINEXT_BOARD,8,300221.SZ,1,1,False,False
2018|06|CHINEXT_BOARD|09|300567.SZ,2018,6,CHINEXT_BOARD,9,300567.SZ,0,0,False,False
2018|06|CHINEXT_BOARD|10|300465.SZ,2018,6,CHINEXT_BOARD,10,300465.SZ,0,0,False,False
2018|06|SH_A|01|600778.SH,2018,6,SH_A,1,600778.SH,0,0,False,False
2018|06|SH_A|02|603393.SH,2018,6,SH_A,2,603393.SH,0,0,False,False
2018|06|SH_A|03|603712.SH,2018,6,SH_A,3,603712.SH,0,0,False,False
2018|06|SH_A|04|600969.SH,2018,6,SH_A,4,600969.SH,1,1,False,False
2018|06|SH_A|05|600329.SH,2018,6,SH_A,5,600329.SH,0,0,False,False
2018|06|SH_A|06|603259.SH,2018,6,SH_A,6,603259.SH,0,0,False,False
2018|06|SH_A|07|600100.SH,2018,6,SH_A,7,600100.SH,0,0,False,False
2018|06|SH_A|08|600790.SH,2018,6,SH_A,8,600790.SH,1,1,False,False
2018|06|SH_A|09|603609.SH,2018,6,SH_A,9,603609.SH,1,1,False,False
2018|06|SH_A|10|600371.SH,2018,6,SH_A,10,600371.SH,0,0,False,False
2018|06|SZ_A|01|000905.SZ,2018,6,SZ_A,1,000905.SZ,0,0,False,False
2018|06|SZ_A|02|000998.SZ,2018,6,SZ_A,2,000998.SZ,3,3,True,True
2018|06|SZ_A|03|300477.SZ,2018,6,SZ_A,3,300477.SZ,0,0,False,False
2018|06|SZ_A|04|300527.SZ,2018,6,SZ_A,4,300527.SZ,1,1,False,False
2018|06|SZ_A|05|002012.SZ,2018,6,SZ_A,5,002012.SZ,0,0,False,False
2018|06|SZ_A|06|002364.SZ,2018,6,SZ_A,6,002364.SZ,0,0,False,False
2018|06|SZ_A|07|000869.SZ,2018,6,SZ_A,7,000869.SZ,0,0,False,False
2018|06|SZ_A|08|002064.SZ,2018,6,SZ_A,8,002064.SZ,0,0,False,False
2018|06|SZ_A|09|002377.SZ,2018,6,SZ_A,9,002377.SZ,1,1,False,False
2018|06|SZ_A|10|000665.SZ,2018,6,SZ_A,10,000665.SZ,2,2,True,True
2018|07|ALL_A|01|601007.SH,2018,7,ALL_A,1,601007.SH,2,1,True,False
2018|07|ALL_A|02|300217.SZ,2018,7,ALL_A,2,300217.SZ,2,2,True,True
2018|07|ALL_A|03|300634.SZ,2018,7,ALL_A,3,300634.SZ,2,1,True,False
2018|07|ALL_A|04|002427.SZ,2018,7,ALL_A,4,002427.SZ,0,0,False,False
2018|07|ALL_A|05|300337.SZ,2018,7,ALL_A,5,300337.SZ,4,3,True,True
2018|07|ALL_A|06|600298.SH,2018,7,ALL_A,6,600298.SH,0,0,False,False
2018|07|ALL_A|07|000078.SZ,2018,7,ALL_A,7,000078.SZ,2,1,True,False
2018|07|ALL_A|08|000993.SZ,2018,7,ALL_A,8,000993.SZ,2,1,True,False
2018|07|ALL_A|09|601801.SH,2018,7,ALL_A,9,601801.SH,2,2,True,True
2018|07|ALL_A|10|002228.SZ,2018,7,ALL_A,10,002228.SZ,3,2,True,True
2018|07|CHINEXT_BOARD|01|300193.SZ,2018,7,CHINEXT_BOARD,1,300193.SZ,0,0,False,False
2018|07|CHINEXT_BOARD|02|300448.SZ,2018,7,CHINEXT_BOARD,2,300448.SZ,2,2,True,True
2018|07|CHINEXT_BOARD|03|300606.SZ,2018,7,CHINEXT_BOARD,3,300606.SZ,2,1,True,False
2018|07|CHINEXT_BOARD|04|300398.SZ,2018,7,CHINEXT_BOARD,4,300398.SZ,3,2,True,True
2018|07|CHINEXT_BOARD|05|300482.SZ,2018,7,CHINEXT_BOARD,5,300482.SZ,2,1,True,False
2018|07|CHINEXT_BOARD|06|300548.SZ,2018,7,CHINEXT_BOARD,6,300548.SZ,1,1,False,False
2018|07|CHINEXT_BOARD|07|300449.SZ,2018,7,CHINEXT_BOARD,7,300449.SZ,2,2,True,True
2018|07|CHINEXT_BOARD|08|300302.SZ,2018,7,CHINEXT_BOARD,8,300302.SZ,3,1,True,False
2018|07|CHINEXT_BOARD|09|300043.SZ,2018,7,CHINEXT_BOARD,9,300043.SZ,3,2,True,True
2018|07|CHINEXT_BOARD|10|300416.SZ,2018,7,CHINEXT_BOARD,10,300416.SZ,4,4,True,True
2018|07|SH_A|01|600326.SH,2018,7,SH_A,1,600326.SH,0,0,False,False
2018|07|SH_A|02|603335.SH,2018,7,SH_A,2,603335.SH,2,0,True,False
2018|07|SH_A|03|603028.SH,2018,7,SH_A,3,603028.SH,2,2,True,True
2018|07|SH_A|04|600391.SH,2018,7,SH_A,4,600391.SH,3,2,True,True
2018|07|SH_A|05|603316.SH,2018,7,SH_A,5,603316.SH,2,2,True,True
2018|07|SH_A|06|603166.SH,2018,7,SH_A,6,603166.SH,2,1,True,False
2018|07|SH_A|07|603789.SH,2018,7,SH_A,7,603789.SH,1,1,False,False
2018|07|SH_A|08|600353.SH,2018,7,SH_A,8,600353.SH,4,3,True,True
2018|07|SH_A|09|603108.SH,2018,7,SH_A,9,603108.SH,3,2,True,True
2018|07|SH_A|10|600962.SH,2018,7,SH_A,10,600962.SH,3,2,True,True
2018|07|SZ_A|01|002577.SZ,2018,7,SZ_A,1,002577.SZ,2,0,True,False
2018|07|SZ_A|02|002069.SZ,2018,7,SZ_A,2,002069.SZ,4,3,True,True
2018|07|SZ_A|03|300648.SZ,2018,7,SZ_A,3,300648.SZ,2,1,True,False
2018|07|SZ_A|04|002441.SZ,2018,7,SZ_A,4,002441.SZ,2,1,True,False
2018|07|SZ_A|05|000852.SZ,2018,7,SZ_A,5,000852.SZ,1,0,False,False
2018|07|SZ_A|06|002263.SZ,2018,7,SZ_A,6,002263.SZ,4,1,True,False
2018|07|SZ_A|07|300032.SZ,2018,7,SZ_A,7,300032.SZ,3,2,True,True
2018|07|SZ_A|08|002133.SZ,2018,7,SZ_A,8,002133.SZ,2,1,True,False
