family,leg,period,horizon,count,signal_dates,mean_return,median_return,positive_fraction,p10,p90,severe_loss_fraction,mean_adverse_excursion,mean_excess_vs_date_control,entry_executable_fraction,median_candidate_count,median_avg_amount20_cny,p10_entry_amount_cny
intraday_volatility_contraction,top,full,20,5160,263,-0.014107940138821239,-0.039662677655988576,0.3874031007751938,-0.1897177660310807,0.18192095721162477,0.31143410852713177,-0.12455213042522066,-0.011768576147905866,0.9719101123595506,2473.0,201957734.1545,55637200.39
intraday_volatility_contraction,top,late_2021_2023,5,2770,141,-0.004491936986770338,-0.014686691781006733,0.41696750902527074,-0.10628246339938144,0.10307839663433119,0.11552346570397112,-0.0646310428860318,-0.001052730527496838,0.9572413793103448,2785.0,249638105.93575,63097055.46600001
intraday_volatility_contraction,top,late_2021_2023,20,2756,141,-0.01734562781286136,-0.042669716900073096,0.37735849056603776,-0.19167172618789735,0.1702521160959205,0.3127721335268505,-0.12361731351834294,-0.009994212788791807,0.9572413793103448,2785.0,249638105.93575,62966579.97
intraday_volatility_contraction,top,year_2018,5,476,24,-0.019848608686963982,-0.02308472756566865,0.3592436974789916,-0.11386003031045355,0.07463485817770033,0.13445378151260504,-0.06990847876075705,-0.0066364624067095255,0.99375,1239.5,115027342.61275002,40175291.425
intraday_volatility_contraction,top,year_2018,20,475,24,-0.04946042063085687,-0.06881426733403617,0.3178947368421053,-0.20363253367536427,0.1270017558867229,0.3873684210526316,-0.14069681170487403,-0.015047472899939712,0.99375,1239.5,115027342.61275002,40153513.004
intraday_volatility_contraction,top,year_2019,5,968,49,-0.00014043409697153423,-0.006183233532934207,0.4535123966942149,-0.09667837432741945,0.10314871646512702,0.09400826446280992,-0.0577594266510925,-0.003838788540037581,0.9887755102040816,1657.0,158344199.18975002,47473043.15
intraday_volatility_contraction,top,year_2019,20,966,49,0.007790631410850325,-0.021672396802582927,0.4389233954451346,-0.16658810158629384,0.20638981611491647,0.2432712215320911,-0.109721462311272,-0.01213371143400637,0.9887755102040816,1657.0,158344199.18975002,47501415.75
intraday_volatility_contraction,top,year_2020,5,968,49,-0.007101157005044741,-0.017172703248285404,0.4018595041322314,-0.11776777283881482,0.11713691658154536,0.14772727272727273,-0.07408261897388622,-0.0049849256563945475,0.9877551020408163,2258.0,221214416.88450003,65307423.388000004
intraday_volatility_contraction,top,year_2020,20,963,49,-0.009371205615053044,-0.04044166985178588,0.3987538940809969,-0.19290888442483672,0.21609729283112136,0.33852544132917967,-0.1341409748547057,-0.014863019319379575,0.9877551020408163,2258.0,221214416.88450003,65229982.368
intraday_volatility_contraction,top,year_2021,5,942,48,0.002415561758155887,-0.010459684450729367,0.4416135881104034,-0.10654684595985982,0.12721271723841882,0.11889596602972399,-0.06441007964298874,0.005197135332667892,0.98125,2420.5,266150661.14075,64968707.823
intraday_volatility_contraction,top,year_2021,20,940,48,0.0011634626341262139,-0.034250760893816234,0.41382978723404257,-0.19187860314470007,0.21920349654663532,0.30638297872340425,-0.12263192727204993,0.00015639592276358747,0.98125,2420.5,266150661.14075,64930921.67
intraday_volatility_contraction,top,year_2022,5,960,49,-0.013421962493041879,-0.019752450417549305,0.39166666666666666,-0.12620386785805943,0.09566442533926539,0.15833333333333333,-0.07273077728356406,-0.010663934621083575,0.9826530612244898,2866.0,238716201.08975,65045165.094000004
intraday_volatility_contraction,top,year_2022,20,950,49,-0.039667632893180316,-0.06258072091111894,0.3336842105263158,-0.21935567723471477,0.15693072692488616,0.37894736842105264,-0.14184129926548483,-0.027980718455503373,0.9826530612244898,2866.0,238716201.08975,64805475.722
intraday_volatility_contraction,top,year_2023,5,868,44,-0.0021117979679913367,-0.011965352450647226,0.4182027649769585,-0.08694716883749251,0.08759812495434433,0.06451612903225806,-0.05591261241750143,0.002794484091821237,0.9072916666666667,2892.0,238338637.26775002,57548124.996
