rank_bucket,period,trades,mean_net_payoff,median_net_payoff,winner_fraction,severe_fraction,profit,net_pnl_share,industry_capital_hhi,p10_capacity_cny
ranks_1_2,full,525,0.009549818544,-0.003992015968,0.4838095238,0.1295238095,1148676.593,0.09381957749,0.02700670833,102606268.3
ranks_1_2,early,243,0.0191376478,0.004192108798,0.5349794239,0.1275720165,1150226.537,0.09394617107,0.03362542488,89617811
ranks_1_2,late,282,0.00128796567,-0.01414796674,0.4397163121,0.1312056738,-1549.943893,-0.0001265935791,0.03485602508,107330328.6
ranks_3_5,full,788,0.02209708933,0.00243143389,0.5063451777,0.1395939086,5800290.073,0.4737458458,0.02297810533,110772188.5
ranks_3_5,early,366,0.03307868662,0.01503919005,0.5355191257,0.150273224,3595761.923,0.2936882901,0.0335156161,113496673.7
ranks_3_5,late,422,0.01257276562,-0.003992015968,0.481042654,0.1303317536,2204528.15,0.1800575557,0.02765025206,106428165.2
ranks_6_10,full,1312,0.01243056378,-0.003992015968,0.4824695122,0.1471036585,5294497.049,0.4324345767,0.02283732126,116039741.2
ranks_6_10,early,609,0.01475443717,-0.003992015968,0.4811165846,0.1756978654,2486844.462,0.2031160887,0.0321813378,111085179.7
ranks_6_10,late,703,0.01041742168,-0.00398949257,0.4836415363,0.1223328592,2807652.587,0.229318488,0.02469693634,119983162.4
