audit_type,stratum,market_view,denominator,horizon,scope,scope_value,n,partial_rho,low_n,high_n,tail_residual_gap
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,phase,2,233,-0.12016220964286513,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,5,phase,2,139,-0.15307256995174046,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,phase,2,235,-0.12567703730819185,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,5,phase,2,137,-0.15640519865010868,,,
partial_rank,2,SH_A,ALL_STATUS,3,phase,2,272,-0.18016837358658849,,,
partial_rank,2,SH_A,ALL_STATUS,5,phase,2,163,-0.040521907393715723,,,
partial_rank,2,SH_A,NON_ST,3,phase,2,272,-0.17550282470256082,,,
partial_rank,2,SH_A,NON_ST,5,phase,2,163,-0.052044251685262721,,,
partial_rank,2,SZ_A,ALL_STATUS,3,phase,2,274,-0.048523042965302216,,,
partial_rank,2,SZ_A,ALL_STATUS,5,phase,2,164,-0.080589468933396066,,,
partial_rank,2,SZ_A,NON_ST,3,phase,2,274,-0.075749630567641529,,,
partial_rank,2,SZ_A,NON_ST,5,phase,2,164,-0.078748193282539611,,,
partial_rank,2,ALL_A,ALL_STATUS,5,phase,3,166,-0.05450527694676769,,,
partial_rank,2,ALL_A,NON_ST,5,phase,3,166,-0.040585665584632308,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,5,phase,3,139,-0.11457238417022561,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,5,phase,3,138,-0.081709738010767072,,,
partial_rank,2,SH_A,ALL_STATUS,5,phase,3,164,-0.017571483951324299,,,
partial_rank,2,SH_A,NON_ST,5,phase,3,164,-0.0036286603956823104,,,
partial_rank,2,SZ_A,ALL_STATUS,5,phase,3,166,-0.10376209440596078,,,
partial_rank,2,SZ_A,NON_ST,5,phase,3,166,-0.11813060957835295,,,
partial_rank,2,ALL_A,ALL_STATUS,5,phase,4,166,-0.02495912911706465,,,
partial_rank,2,ALL_A,NON_ST,5,phase,4,166,-0.01985196651511156,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,5,phase,4,143,-0.17683057844162697,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,5,phase,4,142,-0.18099968575799488,,,
partial_rank,2,SH_A,ALL_STATUS,5,phase,4,164,-0.091142394524206707,,,
partial_rank,2,SH_A,NON_ST,5,phase,4,164,-0.049876947934290476,,,
partial_rank,2,SZ_A,ALL_STATUS,5,phase,4,166,-0.04726886303250237,,,
partial_rank,2,SZ_A,NON_ST,5,phase,4,166,-0.043887438156611995,,,
partial_rank,2,ALL_A,ALL_STATUS,3,year,2020,107,-0.19871159163471405,,,
partial_rank,2,ALL_A,NON_ST,3,year,2020,107,-0.17774040464115468,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,year,2020,44,0.066842819350809199,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,year,2020,44,0.045554038683829602,,,
partial_rank,2,SH_A,ALL_STATUS,3,year,2020,104,-0.081568269201814619,,,
partial_rank,2,SH_A,NON_ST,3,year,2020,104,-0.054227156309508272,,,
partial_rank,2,SZ_A,ALL_STATUS,3,year,2020,107,-0.12330640379844773,,,
partial_rank,2,SZ_A,NON_ST,3,year,2020,107,-0.084993701591963677,,,
partial_rank,2,ALL_A,ALL_STATUS,3,year,2021,243,-0.0041680177049908057,,,
partial_rank,2,ALL_A,NON_ST,3,year,2021,243,-0.019618765243153605,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,year,2021,232,-0.016961595023012612,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,year,2021,233,-0.052396778353348938,,,
partial_rank,2,SH_A,ALL_STATUS,3,year,2021,243,-0.086090918208532444,,,
partial_rank,2,SH_A,NON_ST,3,year,2021,243,-0.080665933433201692,,,
partial_rank,2,SZ_A,ALL_STATUS,3,year,2021,243,-0.039338931964729859,,,
partial_rank,2,SZ_A,NON_ST,3,year,2021,243,-0.045775964188667771,,,
partial_rank,2,ALL_A,ALL_STATUS,3,year,2022,242,-0.07563169924623879,,,
partial_rank,2,ALL_A,NON_ST,3,year,2022,242,-0.092412681733984772,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,year,2022,194,-0.062993063525525819,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,year,2022,192,-0.017205575753534017,,,
partial_rank,2,SH_A,ALL_STATUS,3,year,2022,231,-0.11462104263993005,,,
partial_rank,2,SH_A,NON_ST,3,year,2022,230,-0.10920424995994861,,,
partial_rank,2,SZ_A,ALL_STATUS,3,year,2022,238,-0.032750006791463608,,,
partial_rank,2,SZ_A,NON_ST,3,year,2022,238,-0.056801006661031835,,,
partial_rank,2,ALL_A,ALL_STATUS,3,year,2023,237,-0.24977661943600038,,,
partial_rank,2,ALL_A,NON_ST,3,year,2023,237,-0.24932538576886093,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,year,2023,233,-0.25248796444252108,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,year,2023,231,-0.24105181991628852,,,
partial_rank,2,SH_A,ALL_STATUS,3,year,2023,236,-0.28402049570215032,,,
partial_rank,2,SH_A,NON_ST,3,year,2023,236,-0.31478386982577028,,,
partial_rank,2,SZ_A,ALL_STATUS,3,year,2023,237,-0.17884865257263488,,,
partial_rank,2,SZ_A,NON_ST,3,year,2023,237,-0.16313893216989911,,,
tail_residual_gap,2,ALL_A,ALL_STATUS,3,cell,ALL_A:ALL_STATUS,829,,169,168,-0.003547033389155272
tail_residual_gap,2,ALL_A,NON_ST,3,cell,ALL_A:NON_ST,829,,171,167,-0.0033927534189573867
tail_residual_gap,2,CHINEXT_BOARD,ALL_STATUS,3,cell,CHINEXT_BOARD:ALL_STATUS,703,,124,177,-0.0051404814823507224
tail_residual_gap,2,CHINEXT_BOARD,NON_ST,3,cell,CHINEXT_BOARD:NON_ST,700,,118,176,-0.0053446278710444616
tail_residual_gap,2,SH_A,ALL_STATUS,3,cell,SH_A:ALL_STATUS,814,,175,151,-0.0037195875895396791
tail_residual_gap,2,SH_A,NON_ST,3,cell,SH_A:NON_ST,813,,176,150,-0.0035478310538523215
tail_residual_gap,2,SZ_A,ALL_STATUS,3,cell,SZ_A:ALL_STATUS,825,,159,190,-0.0029254530253180113
tail_residual_gap,2,SZ_A,NON_ST,3,cell,SZ_A:NON_ST,825,,159,195,-0.0031984491743087661
partial_rank,3,ALL_A,ALL_STATUS,3,block,A,107,-0.19164096666126526,,,
partial_rank,3,ALL_A,NON_ST,3,block,A,107,-0.19297535652680306,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,block,A,44,-0.12285207618467704,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,block,A,44,-0.13234622677820207,,,
partial_rank,3,SH_A,ALL_STATUS,3,block,A,104,-0.068615292505164294,,,
partial_rank,3,SH_A,NON_ST,3,block,A,104,-0.10093658687908143,,,
partial_rank,3,SZ_A,ALL_STATUS,3,block,A,107,-0.029338715543545665,,,
partial_rank,3,SZ_A,NON_ST,3,block,A,107,-0.068094748258651056,,,
partial_rank,3,ALL_A,ALL_STATUS,3,block,B,722,-0.065636701260736022,,,
partial_rank,3,ALL_A,NON_ST,3,block,B,722,-0.068585041719570944,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,block,B,660,-0.055849462022180794,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,block,B,656,-0.052867428307039319,,,
partial_rank,3,SH_A,ALL_STATUS,3,block,B,710,-0.04678109268272642,,,
partial_rank,3,SH_A,NON_ST,3,block,B,710,-0.031564175897685683,,,
partial_rank,3,SZ_A,ALL_STATUS,3,block,B,718,-0.049229384156819773,,,
partial_rank,3,SZ_A,NON_ST,3,block,B,718,-0.046162843191705584,,,
partial_rank,3,ALL_A,ALL_STATUS,1,cell,ALL_A:ALL_STATUS,829,-0.062513805458074487,,,
partial_rank,3,ALL_A,ALL_STATUS,3,cell,ALL_A:ALL_STATUS,829,-0.086444971757481781,,,
partial_rank,3,ALL_A,ALL_STATUS,5,cell,ALL_A:ALL_STATUS,829,-0.062700784495138398,,,
partial_rank,3,ALL_A,NON_ST,1,cell,ALL_A:NON_ST,829,-0.077691579751868828,,,
partial_rank,3,ALL_A,NON_ST,3,cell,ALL_A:NON_ST,829,-0.091137441925016285,,,
partial_rank,3,ALL_A,NON_ST,5,cell,ALL_A:NON_ST,829,-0.069864362532160079,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,1,cell,CHINEXT_BOARD:ALL_STATUS,704,-0.033492563758486985,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,cell,CHINEXT_BOARD:ALL_STATUS,704,-0.065089172994453118,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,5,cell,CHINEXT_BOARD:ALL_STATUS,704,-0.098533150613820106,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,1,cell,CHINEXT_BOARD:NON_ST,700,-0.045905102925176716,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,cell,CHINEXT_BOARD:NON_ST,700,-0.060870969399577146,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,5,cell,CHINEXT_BOARD:NON_ST,700,-0.094826235491319535,,,
partial_rank,3,SH_A,ALL_STATUS,1,cell,SH_A:ALL_STATUS,814,-0.056121153470184926,,,
partial_rank,3,SH_A,ALL_STATUS,3,cell,SH_A:ALL_STATUS,814,-0.048609746807601578,,,
partial_rank,3,SH_A,ALL_STATUS,5,cell,SH_A:ALL_STATUS,814,-0.011082671041754165,,,
partial_rank,3,SH_A,NON_ST,1,cell,SH_A:NON_ST,814,-0.047301716718389779,,,
partial_rank,3,SH_A,NON_ST,3,cell,SH_A:NON_ST,814,-0.044250318046484528,,,
partial_rank,3,SH_A,NON_ST,5,cell,SH_A:NON_ST,814,-0.014105202807527636,,,
partial_rank,3,SZ_A,ALL_STATUS,1,cell,SZ_A:ALL_STATUS,825,-0.033148211298653835,,,
partial_rank,3,SZ_A,ALL_STATUS,3,cell,SZ_A:ALL_STATUS,825,-0.052088948651681372,,,
partial_rank,3,SZ_A,ALL_STATUS,5,cell,SZ_A:ALL_STATUS,825,-0.052762592682533298,,,
partial_rank,3,SZ_A,NON_ST,1,cell,SZ_A:NON_ST,825,-0.03529912992648164,,,
partial_rank,3,SZ_A,NON_ST,3,cell,SZ_A:NON_ST,825,-0.054649623540688023,,,
partial_rank,3,SZ_A,NON_ST,5,cell,SZ_A:NON_ST,825,-0.054852206432468409,,,
partial_rank,3,ALL_A,ALL_STATUS,3,leave_one_year_out,2020,722,-0.065636701260736022,,,
partial_rank,3,ALL_A,NON_ST,3,leave_one_year_out,2020,722,-0.068585041719570944,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2020,660,-0.055849462022180794,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2020,656,-0.052867428307039319,,,
partial_rank,3,SH_A,ALL_STATUS,3,leave_one_year_out,2020,710,-0.04678109268272642,,,
partial_rank,3,SH_A,NON_ST,3,leave_one_year_out,2020,710,-0.031564175897685683,,,
partial_rank,3,SZ_A,ALL_STATUS,3,leave_one_year_out,2020,718,-0.049229384156819773,,,
partial_rank,3,SZ_A,NON_ST,3,leave_one_year_out,2020,718,-0.046162843191705584,,,
partial_rank,3,ALL_A,ALL_STATUS,3,leave_one_year_out,2021,586,-0.10500012110257961,,,
partial_rank,3,ALL_A,NON_ST,3,leave_one_year_out,2021,586,-0.1216762705820098,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2021,472,-0.094230333091226248,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2021,467,-0.090053228817796385,,,
partial_rank,3,SH_A,ALL_STATUS,3,leave_one_year_out,2021,571,-0.037367278454772598,,,
partial_rank,3,SH_A,NON_ST,3,leave_one_year_out,2021,571,-0.038864813940005079,,,
partial_rank,3,SZ_A,ALL_STATUS,3,leave_one_year_out,2021,582,-0.044086341216931536,,,
partial_rank,3,SZ_A,NON_ST,3,leave_one_year_out,2021,582,-0.051924780437141133,,,
partial_rank,3,ALL_A,ALL_STATUS,3,leave_one_year_out,2022,587,-0.14298261465706738,,,
partial_rank,3,ALL_A,NON_ST,3,leave_one_year_out,2022,587,-0.14422059738101259,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2022,509,-0.071144323364808651,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2022,508,-0.075177116480517073,,,
partial_rank,3,SH_A,ALL_STATUS,3,leave_one_year_out,2022,584,-0.14794716621030521,,,
partial_rank,3,SH_A,NON_ST,3,leave_one_year_out,2022,584,-0.14899891534112608,,,
partial_rank,3,SZ_A,ALL_STATUS,3,leave_one_year_out,2022,587,-0.082657731068261783,,,
partial_rank,3,SZ_A,NON_ST,3,leave_one_year_out,2022,587,-0.09160007510129646,,,
partial_rank,3,ALL_A,ALL_STATUS,3,leave_one_year_out,2023,592,-0.027796684683746666,,,
partial_rank,3,ALL_A,NON_ST,3,leave_one_year_out,2023,592,-0.025886757639740091,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2023,471,-0.031721933364454093,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2023,469,-0.018765166821428973,,,
partial_rank,3,SH_A,ALL_STATUS,3,leave_one_year_out,2023,577,0.035566908310946846,,,
partial_rank,3,SH_A,NON_ST,3,leave_one_year_out,2023,577,0.041935874148625783,,,
partial_rank,3,SZ_A,ALL_STATUS,3,leave_one_year_out,2023,588,-0.041121273848429632,,,
partial_rank,3,SZ_A,NON_ST,3,leave_one_year_out,2023,588,-0.041457053354392384,,,
partial_rank,3,ALL_A,ALL_STATUS,3,phase,0,276,-0.076392418375672011,,,
partial_rank,3,ALL_A,ALL_STATUS,5,phase,0,166,-0.19369601077732632,,,
partial_rank,3,ALL_A,NON_ST,3,phase,0,276,-0.085826071334080434,,,
partial_rank,3,ALL_A,NON_ST,5,phase,0,166,-0.21981559081435723,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,phase,0,233,-0.080801951937446756,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,5,phase,0,142,-0.20115422818378151,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,phase,0,232,-0.062181416526161264,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,5,phase,0,141,-0.18648850370444853,,,
partial_rank,3,SH_A,ALL_STATUS,3,phase,0,272,-0.013520860586803336,,,
partial_rank,3,SH_A,ALL_STATUS,5,phase,0,164,-0.10142010953499829,,,
partial_rank,3,SH_A,NON_ST,3,phase,0,271,-0.00027934166196815077,,,
partial_rank,3,SH_A,NON_ST,5,phase,0,163,-0.10300599174099627,,,
partial_rank,3,SZ_A,ALL_STATUS,3,phase,0,275,0.062827926517067464,,,
partial_rank,3,SZ_A,ALL_STATUS,5,phase,0,165,-0.13479956769146442,,,
partial_rank,3,SZ_A,NON_ST,3,phase,0,275,0.0669897303015516,,,
partial_rank,3,SZ_A,NON_ST,5,phase,0,165,-0.10103633023348788,,,
partial_rank,3,ALL_A,ALL_STATUS,3,phase,1,277,-0.061107908261213803,,,
partial_rank,3,ALL_A,ALL_STATUS,5,phase,1,166,0.021811373963967359,,,
partial_rank,3,ALL_A,NON_ST,3,phase,1,277,-0.085056190072655954,,,
partial_rank,3,ALL_A,NON_ST,5,phase,1,166,0.025191392917223655,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,phase,1,237,-0.0066519923962668316,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,5,phase,1,141,-0.075026085602354214,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,phase,1,233,0.0245423066068725,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,5,phase,1,142,-0.061371853323404058,,,
partial_rank,3,SH_A,ALL_STATUS,3,phase,1,270,-0.066648305596720775,,,
partial_rank,3,SH_A,ALL_STATUS,5,phase,1,159,-0.038307612532173428,,,
partial_rank,3,SH_A,NON_ST,3,phase,1,271,-0.074657109299844149,,,
partial_rank,3,SH_A,NON_ST,5,phase,1,159,-0.024656306357020496,,,
partial_rank,3,SZ_A,ALL_STATUS,3,phase,1,276,-0.061169970995460607,,,
partial_rank,3,SZ_A,ALL_STATUS,5,phase,1,164,-0.0013024532678212743,,,
partial_rank,3,SZ_A,NON_ST,3,phase,1,276,-0.079981183195463768,,,
partial_rank,3,SZ_A,NON_ST,5,phase,1,164,0.0032245874962805411,,,
partial_rank,3,ALL_A,ALL_STATUS,3,phase,2,276,-0.090971858481931539,,,
partial_rank,3,ALL_A,ALL_STATUS,5,phase,2,165,-0.058493658230282478,,,
partial_rank,3,ALL_A,NON_ST,3,phase,2,276,-0.071425820587924641,,,
partial_rank,3,ALL_A,NON_ST,5,phase,2,165,-0.058675860132815984,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,phase,2,234,-0.090053704351081204,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,5,phase,2,139,-0.059096948017669369,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,phase,2,235,-0.10719572473135668,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,5,phase,2,137,-0.057254848617599961,,,
partial_rank,3,SH_A,ALL_STATUS,3,phase,2,272,-0.043416517681487556,,,
partial_rank,3,SH_A,ALL_STATUS,5,phase,2,163,0.0024778052967132239,,,
partial_rank,3,SH_A,NON_ST,3,phase,2,272,-0.036088531859397359,,,
partial_rank,3,SH_A,NON_ST,5,phase,2,163,-0.047602602190001078,,,
partial_rank,3,SZ_A,ALL_STATUS,3,phase,2,274,-0.13390046640739545,,,
partial_rank,3,SZ_A,ALL_STATUS,5,phase,2,164,0.028780894347439707,,,
partial_rank,3,SZ_A,NON_ST,3,phase,2,274,-0.13746372933563841,,,
partial_rank,3,SZ_A,NON_ST,5,phase,2,164,0.024567128471309242,,,
partial_rank,3,ALL_A,ALL_STATUS,5,phase,3,166,-0.075148198156459331,,,
partial_rank,3,ALL_A,NON_ST,5,phase,3,166,-0.12767813936551961,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,5,phase,3,139,-0.005356819977197929,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,5,phase,3,138,-0.050016244647263924,,,
partial_rank,3,SH_A,ALL_STATUS,5,phase,3,164,-0.0057462754790545498,,,
partial_rank,3,SH_A,NON_ST,5,phase,3,165,0.012875170867512458,,,
partial_rank,3,SZ_A,ALL_STATUS,5,phase,3,166,-0.053576709530038485,,,
partial_rank,3,SZ_A,NON_ST,5,phase,3,166,-0.085556436816636092,,,
partial_rank,3,ALL_A,ALL_STATUS,5,phase,4,166,-0.040953912751777406,,,
partial_rank,3,ALL_A,NON_ST,5,phase,4,166,-0.020155173351895681,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,5,phase,4,143,-0.16925770116541039,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,5,phase,4,142,-0.13767483701741695,,,
partial_rank,3,SH_A,ALL_STATUS,5,phase,4,164,0.086157466604167982,,,
partial_rank,3,SH_A,NON_ST,5,phase,4,164,0.089154539571625627,,,
partial_rank,3,SZ_A,ALL_STATUS,5,phase,4,166,-0.091331785414087069,,,
partial_rank,3,SZ_A,NON_ST,5,phase,4,166,-0.094541928623841712,,,
partial_rank,3,ALL_A,ALL_STATUS,3,year,2020,107,-0.19164096666126526,,,
partial_rank,3,ALL_A,NON_ST,3,year,2020,107,-0.19297535652680306,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,year,2020,44,-0.12285207618467704,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,year,2020,44,-0.13234622677820207,,,
partial_rank,3,SH_A,ALL_STATUS,3,year,2020,104,-0.068615292505164294,,,
partial_rank,3,SH_A,NON_ST,3,year,2020,104,-0.10093658687908143,,,
partial_rank,3,SZ_A,ALL_STATUS,3,year,2020,107,-0.029338715543545665,,,
partial_rank,3,SZ_A,NON_ST,3,year,2020,107,-0.068094748258651056,,,
partial_rank,3,ALL_A,ALL_STATUS,3,year,2021,243,0.015225800209990073,,,
partial_rank,3,ALL_A,NON_ST,3,year,2021,243,0.033168954139224473,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,year,2021,232,0.046453184192735461,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,year,2021,233,0.039358380780083649,,,
partial_rank,3,SH_A,ALL_STATUS,3,year,2021,243,-0.032570318516128155,,,
partial_rank,3,SH_A,NON_ST,3,year,2021,243,0.0033118778042252046,,,
partial_rank,3,SZ_A,ALL_STATUS,3,year,2021,243,-0.0903536868172653,,,
partial_rank,3,SZ_A,NON_ST,3,year,2021,243,-0.093891641116162355,,,
partial_rank,3,ALL_A,ALL_STATUS,3,year,2022,242,0.018925200562137926,,,
partial_rank,3,ALL_A,NON_ST,3,year,2022,242,-0.005194985657074375,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,year,2022,195,-0.062987347489562251,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,year,2022,192,-0.025321094381117883,,,
partial_rank,3,SH_A,ALL_STATUS,3,year,2022,230,0.11938702303459435,,,
partial_rank,3,SH_A,NON_ST,3,year,2022,230,0.13777030260717393,,,
partial_rank,3,SZ_A,ALL_STATUS,3,year,2022,238,-0.039262376788161156,,,
partial_rank,3,SZ_A,NON_ST,3,year,2022,238,-0.04339511318849925,,,
partial_rank,3,ALL_A,ALL_STATUS,3,year,2023,237,-0.20262500426046248,,,
partial_rank,3,ALL_A,NON_ST,3,year,2023,237,-0.21541427599646618,,,
partial_rank,3,CHINEXT_BOARD,ALL_STATUS,3,year,2023,233,-0.16656057178133329,,,
partial_rank,3,CHINEXT_BOARD,NON_ST,3,year,2023,231,-0.1880673389649466,,,
partial_rank,3,SH_A,ALL_STATUS,3,year,2023,237,-0.22400907626070055,,,
partial_rank,3,SH_A,NON_ST,3,year,2023,237,-0.21666639471520666,,,
partial_rank,3,SZ_A,ALL_STATUS,3,year,2023,237,-0.10440246670348957,,,
partial_rank,3,SZ_A,NON_ST,3,year,2023,237,-0.10558586933974307,,,
tail_residual_gap,3,ALL_A,ALL_STATUS,3,cell,ALL_A:ALL_STATUS,829,,169,175,-0.002660110190537363
tail_residual_gap,3,ALL_A,NON_ST,3,cell,ALL_A:NON_ST,829,,166,178,-0.0029835819310399794
tail_residual_gap,3,CHINEXT_BOARD,ALL_STATUS,3,cell,CHINEXT_BOARD:ALL_STATUS,704,,120,183,-0.0022536814631493253
tail_residual_gap,3,CHINEXT_BOARD,NON_ST,3,cell,CHINEXT_BOARD:NON_ST,700,,118,183,-0.0015550711681334942
tail_residual_gap,3,SH_A,ALL_STATUS,3,cell,SH_A:ALL_STATUS,814,,174,159,-0.0025397348402888056
tail_residual_gap,3,SH_A,NON_ST,3,cell,SH_A:NON_ST,814,,176,155,-0.0020397916556685368
tail_residual_gap,3,SZ_A,ALL_STATUS,3,cell,SZ_A:ALL_STATUS,825,,157,196,-0.0014226954425525411
tail_residual_gap,3,SZ_A,NON_ST,3,cell,SZ_A:NON_ST,825,,155,200,-0.0021752102540112468
partial_rank,4,ALL_A,ALL_STATUS,3,block,A,107,-0.13049155639973775,,,
partial_rank,4,ALL_A,NON_ST,3,block,A,107,-0.1293697707857287,,,
partial_rank,4,CHINEXT_BOARD,ALL_STATUS,3,block,A,44,-0.1166713731112774,,,
partial_rank,4,CHINEXT_BOARD,NON_ST,3,block,A,44,-0.059169772792820811,,,
partial_rank,4,SH_A,ALL_STATUS,3,block,A,104,-0.30675997712114866,,,
partial_rank,4,SH_A,NON_ST,3,block,A,104,-0.24453042385321891,,,
partial_rank,4,SZ_A,ALL_STATUS,3,block,A,107,-0.014565473851549837,,,
partial_rank,4,SZ_A,NON_ST,3,block,A,107,-0.039279551013733871,,,
partial_rank,4,ALL_A,ALL_STATUS,3,block,B,722,0.010852759133601019,,,
partial_rank,4,ALL_A,NON_ST,3,block,B,722,-0.0055528707112501687,,,
partial_rank,4,CHINEXT_BOARD,ALL_STATUS,3,block,B,660,-0.047095704381728803,,,
partial_rank,4,CHINEXT_BOARD,NON_ST,3,block,B,656,-0.039238675295039049,,,
partial_rank,4,SH_A,ALL_STATUS,3,block,B,711,-0.04760968573770348,,,
partial_rank,4,SH_A,NON_ST,3,block,B,709,-0.01930673552704024,,,
partial_rank,4,SZ_A,ALL_STATUS,3,block,B,718,-0.01120982684384322,,,
partial_rank,4,SZ_A,NON_ST,3,block,B,717,-0.011173616949160709,,,
partial_rank,4,ALL_A,ALL_STATUS,1,cell,ALL_A:ALL_STATUS,829,-0.012014906783602236,,,
partial_rank,4,ALL_A,ALL_STATUS,3,cell,ALL_A:ALL_STATUS,829,-0.0084017554076147149,,,
partial_rank,4,ALL_A,ALL_STATUS,5,cell,ALL_A:ALL_STATUS,829,-0.0082303369803488451,,,
partial_rank,4,ALL_A,NON_ST,1,cell,ALL_A:NON_ST,829,-0.025859092321525903,,,
partial_rank,4,ALL_A,NON_ST,3,cell,ALL_A:NON_ST,829,-0.024610916286504105,,,
partial_rank,4,ALL_A,NON_ST,5,cell,ALL_A:NON_ST,829,-0.021955289855657353,,,
partial_rank,4,CHINEXT_BOARD,ALL_STATUS,1,cell,CHINEXT_BOARD:ALL_STATUS,704,-0.0079215824337381339,,,
partial_rank,4,CHINEXT_BOARD,ALL_STATUS,3,cell,CHINEXT_BOARD:ALL_STATUS,704,-0.049439851443759814,,,
partial_rank,4,CHINEXT_BOARD,ALL_STATUS,5,cell,CHINEXT_BOARD:ALL_STATUS,704,-0.077879853750583997,,,
partial_rank,4,CHINEXT_BOARD,NON_ST,1,cell,CHINEXT_BOARD:NON_ST,700,0.0036306885885241569,,,
partial_rank,4,CHINEXT_BOARD,NON_ST,3,cell,CHINEXT_BOARD:NON_ST,700,-0.042011913867222486,,,
partial_rank,4,CHINEXT_BOARD,NON_ST,5,cell,CHINEXT_BOARD:NON_ST,700,-0.072651200252856277,,,
partial_rank,4,SH_A,ALL_STATUS,1,cell,SH_A:ALL_STATUS,815,-0.038112266962670928,,,
partial_rank,4,SH_A,ALL_STATUS,3,cell,SH_A:ALL_STATUS,815,-0.081494190605381531,,,
partial_rank,4,SH_A,ALL_STATUS,5,cell,SH_A:ALL_STATUS,815,-0.05810100279899983,,,
partial_rank,4,SH_A,NON_ST,1,cell,SH_A:NON_ST,813,-0.025658940477949504,,,
partial_rank,4,SH_A,NON_ST,3,cell,SH_A:NON_ST,813,-0.048819508137861477,,,
partial_rank,4,SH_A,NON_ST,5,cell,SH_A:NON_ST,813,-0.027748763570152091,,,
partial_rank,4,SZ_A,ALL_STATUS,1,cell,SZ_A:ALL_STATUS,825,-0.030339696178817873,,,
partial_rank,4,SZ_A,ALL_STATUS,3,cell,SZ_A:ALL_STATUS,825,-0.0099033768250608271,,,
partial_rank,4,SZ_A,ALL_STATUS,5,cell,SZ_A:ALL_STATUS,825,-0.018165138995654178,,,
partial_rank,4,SZ_A,NON_ST,1,cell,SZ_A:NON_ST,824,-0.014586270300590591,,,
partial_rank,4,SZ_A,NON_ST,3,cell,SZ_A:NON_ST,824,-0.012690832275663932,,,
partial_rank,4,SZ_A,NON_ST,5,cell,SZ_A:NON_ST,824,-0.018722594199020101,,,
partial_rank,4,ALL_A,ALL_STATUS,3,leave_one_year_out,2020,722,0.010852759133601019,,,
partial_rank,4,ALL_A,NON_ST,3,leave_one_year_out,2020,722,-0.0055528707112501687,,,
