year,view,name,cell,decision_dates,mean_cohort_payoff,relative_to_industry,relative_to_broad
2018,dimension,ABSOLUTE_MARKET_STATE,LOW,7,-0.02337851825,0.01903254864,0.02400718075
2018,dimension,ABSOLUTE_MARKET_STATE,MEDIUM,10,-0.04098883379,0.01122327282,0.0213425246
2018,dimension,ABSOLUTE_MARKET_STATE,HIGH,7,-0.03266484471,0.027323915,0.05414199753
2018,dimension,CROSS_SECTIONAL_DISPERSION,LOW,13,-0.04644030038,0.010283974,0.02752190887
2018,dimension,CROSS_SECTIONAL_DISPERSION,MEDIUM,6,-0.02067494978,0.01972622791,0.01885673277
2018,dimension,CROSS_SECTIONAL_DISPERSION,HIGH,5,-0.01488365499,0.03693578885,0.0579088564
2018,dimension,SYNCHRONIZATION,LOW,5,-0.04718990943,0.01786598321,0.0360623199
2018,dimension,SYNCHRONIZATION,MEDIUM,10,-0.032062524,0.02186738874,0.03523445223
2018,dimension,SYNCHRONIZATION,HIGH,9,-0.02729078793,0.01430268559,0.0253125969
2018,dimension,INDUSTRY_PERSISTENCE,LOW,10,-0.01540062322,0.02989552635,0.05182060182
2018,dimension,INDUSTRY_PERSISTENCE,MEDIUM,11,-0.0448055724,0.004079924684,0.01248208908
2018,dimension,INDUSTRY_PERSISTENCE,HIGH,3,-0.05177478334,0.03096451292,0.03498683192
2018,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,HIGH×HIGH,3,0.001625191313,0.04155004174,0.07794448673
2018,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,HIGH×LOW,3,-0.0499645117,0.0206891291,0.03598213524
2018,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,HIGH×MEDIUM,1,-0.08363595182,0.004549892485,0.03721411677
2018,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,LOW×LOW,2,-0.06161794045,0.009710182764,0.0460619927
2018,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,LOW×MEDIUM,5,-0.008082749368,0.022761495,0.01518525597
2018,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,MEDIUM×HIGH,2,-0.03964692444,0.0300144095,0.02785541091
2018,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,MEDIUM×LOW,8,-0.04132431112,0.006525488655,0.01971430302
2018,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,HIGH×HIGH,2,-0.02230913514,0.03322634715,0.05959539748
2018,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,HIGH×LOW,3,-0.05371871656,0.01222250745,0.03463387422
2018,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,HIGH×MEDIUM,2,-0.01143974651,0.04407359418,0.07795078253
2018,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,LOW×HIGH,6,-0.02180215385,0.00736897621,0.01999499728
2018,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,LOW×MEDIUM,1,-0.03283670463,0.08901398325,0.04808028161
2018,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,MEDIUM×HIGH,1,-0.07018589802,0.01805761875,-0.01134740651
2018,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,MEDIUM×LOW,2,-0.03739669874,0.02633119685,0.03820498843
2018,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,MEDIUM×MEDIUM,7,-0.03784414891,0.005930387972,0.02119466795
2018,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,HIGH×HIGH,2,-0.0471651552,0.03897316811,0.04662900409
2018,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,HIGH×LOW,2,0.02216910625,0.04820644864,0.09387886618
2018,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,HIGH×MEDIUM,1,-0.02442617705,0.01031971073,0.008528541466
2018,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,LOW×HIGH,1,-0.06099403964,0.01494720253,0.0117024876
2018,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,LOW×LOW,5,-0.02745854565,0.01496346043,0.03588158252
2018,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,LOW×MEDIUM,7,-0.05791959101,0.0062753082,0.02381063073
2018,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,MEDIUM×LOW,3,-0.02035057216,0.04257502136,0.0503467911
2018,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,MEDIUM×MEDIUM,3,-0.0209993274,-0.003122565535,-0.01263332555
2022,dimension,ABSOLUTE_MARKET_STATE,LOW,22,-0.01727641973,0.01578760193,0.04719892578
2022,dimension,ABSOLUTE_MARKET_STATE,MEDIUM,11,0.02054867309,0.01600453107,0.06187431924
2022,dimension,ABSOLUTE_MARKET_STATE,HIGH,16,0.005205208068,0.01057834461,0.06981194735
2022,dimension,CROSS_SECTIONAL_DISPERSION,LOW,7,0.01848169639,0.02425494082,0.0250668225
2022,dimension,CROSS_SECTIONAL_DISPERSION,MEDIUM,23,-0.01760226002,0.01242196215,0.05901083007
2022,dimension,CROSS_SECTIONAL_DISPERSION,HIGH,19,0.01077461078,0.01248109909,0.06859306248
2022,dimension,SYNCHRONIZATION,LOW,14,-0.004348349668,0.01303462917,0.06321667479
2022,dimension,SYNCHRONIZATION,MEDIUM,13,-0.01423894291,0.007969369972,0.05570301402
2022,dimension,SYNCHRONIZATION,HIGH,22,0.0079645751,0.01847927181,0.05576420032
2022,dimension,INDUSTRY_PERSISTENCE,LOW,16,0.0227416558,0.01136743924,0.06746420436
2022,dimension,INDUSTRY_PERSISTENCE,MEDIUM,15,-0.012015472,0.009318752706,0.05051905755
2022,dimension,INDUSTRY_PERSISTENCE,HIGH,18,-0.01413316188,0.02060945997,0.05548732797
2022,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,HIGH×HIGH,7,-0.004872426158,0.01201488708,0.07520864407
2022,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,HIGH×MEDIUM,9,0.01304336802,0.009461033798,0.06561451657
2022,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,LOW×HIGH,6,-0.0007723981996,0.01629168551,0.05240597986
2022,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,LOW×LOW,5,0.02457924707,0.02302102735,0.01698565307
2022,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,LOW×MEDIUM,11,-0.04530391638,0.0122247266,0.05809202024
2022,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,MEDIUM×HIGH,6,0.04057649617,0.009214426669,0.07706196659
2022,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,MEDIUM×LOW,2,0.003237819699,0.02733972448,0.04526974607
2022,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,MEDIUM×MEDIUM,3,-0.007966404143,0.02202794425,0.04256873998
2022,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,HIGH×HIGH,6,0.03317733589,0.01608575165,0.0695320693
2022,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,HIGH×LOW,3,-0.02853464833,-0.01161262516,0.07931866458
2022,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,HIGH×MEDIUM,7,-0.004310963042,0.01536812561,0.06597753543
2022,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,LOW×HIGH,16,-0.001490210198,0.01937684187,0.05060124945
2022,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,LOW×LOW,1,-0.1428539902,0.026271487,0.01231974045
2022,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,LOW×MEDIUM,5,-0.04267677613,0.002205257086,0.04328732708
2022,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,MEDIUM×LOW,10,0.01675810399,0.01910511968,0.06347577128
