step,feature,operator,threshold,threshold_source,n,years,pooled_rate,pooled_lift,median_year_lift,positive_year_lift_count,incremental_rate_gain,eligible,selected
1,prior_completed_session_near_touch_count,<=,0.0,Q30,326,7,0.8926380368098159,0.012075975919886184,0.0,3,0.012075975919886184,False,False
1,post_gap_corridor_approach_sessions,<=,0.0,Q30,228,7,0.881578947368421,0.0010168864784912968,-0.003980404164115048,3,0.0010168864784912968,False,False
1,post_gap_corridor_approach_sessions,<=,1.0,Q70,340,7,0.888235294117647,0.007673233227717291,0.0049580472921434415,4,0.007673233227717291,False,False
1,settling_sessions_after_trough,>=,11.0,Q30,320,7,0.871875,-0.008687060889929765,-0.0005970149253731183,2,-0.008687060889929765,False,False
1,settling_sessions_after_trough,>=,15.0,Q50,225,7,0.8577777777777778,-0.02278428311215197,0.0,3,-0.02278428311215197,False,False
1,settling_sessions_after_trough,>=,20.19999999999999,Q70,128,7,0.8125,-0.06806206088992972,-0.03535353535353536,1,-0.06806206088992972,False,False
1,approach_return_10d,>=,0.034788247500471846,Q30,299,7,0.8795986622073578,-0.0009633986825718921,-0.013753327417923678,2,-0.0009633986825718921,False,False
1,approach_return_10d,>=,0.06060606060606033,Q50,214,7,0.8644859813084113,-0.016076079581518465,-0.020733652312599715,2,-0.016076079581518465,False,False
1,approach_return_10d,>=,0.09152673122752887,Q70,128,7,0.890625,0.01006293911007028,-0.02284781721746232,3,0.01006293911007028,False,False
1,approach_path_efficiency_10d,>=,0.2179143510951285,Q30,299,7,0.8862876254180602,0.005725564528130445,-0.02089268755935425,3,0.005725564528130445,False,False
1,approach_path_efficiency_10d,>=,0.3729729729729716,Q50,214,7,0.8785046728971962,-0.0020573879927334726,-0.03469079939668174,3,-0.0020573879927334726,False,False
1,approach_path_efficiency_10d,>=,0.5111935683364262,Q70,128,7,0.875,-0.005562060889929721,0.009090909090909038,4,-0.005562060889929721,False,False
1,higher_low_share_10d,>=,0.5555555555555556,Q30,353,7,0.8895184135977338,0.008956352707804038,-0.003898635477582846,3,0.008956352707804038,False,False
1,higher_low_share_10d,>=,0.6666666666666666,Q50,229,7,0.9126637554585153,0.03210169456858558,0.021918941273779913,5,0.03210169456858558,True,False
2,collapse_leg_duration_sessions,>=,23.799999999999997,Q30,170,7,0.9352941176470588,0.05473205675712911,0.06759976176295412,6,0.00071467839472239,False,False
2,collapse_leg_duration_sessions,>=,62.0,Q50,124,6,0.9354838709677419,0.05492181007781216,0.06800697395663075,5,0.0009044317154054404,False,False
2,collapse_leg_duration_sessions,>=,99.0,Q70,83,5,0.9036144578313253,0.023052396941395603,0.05512422360248448,3,-0.030964981421011117,False,False
2,peak_to_gap_sessions,>=,15.799999999999997,Q30,166,7,0.9337349397590361,0.05317287886910638,0.06759976176295412,6,-0.0008444994933003436,False,False
2,peak_to_gap_sessions,>=,60.0,Q50,124,6,0.9354838709677419,0.05492181007781216,0.06800697395663075,5,0.0009044317154054404,False,False
2,peak_to_gap_sessions,>=,94.19999999999999,Q70,85,6,0.9058823529411765,0.02532029205124675,0.06311975591151792,4,-0.02869708631115997,False,False
2,collapse_drawdown,>=,0.37755810263415285,Q30,157,7,0.9363057324840764,0.055743671594146726,0.06808134394341292,7,0.001726293231740006,False,False
2,collapse_drawdown,>=,0.4471318822023044,Q50,118,6,0.9491525423728814,0.06859048148295166,0.08916083916083911,6,0.014573103120544939,False,False
2,collapse_drawdown,>=,0.5192974179872115,Q70,72,5,0.9444444444444444,0.0638823835545147,0.07575757575757569,5,0.009865005192107978,False,False
2,decline_path_efficiency,>=,0.2739275132394904,Q30,139,7,0.935251798561151,0.05468973767122132,0.07592472420506169,7,0.0006723593088145963,False,False
2,decline_path_efficiency,>=,0.33163265306122514,Q50,95,7,0.9263157894736842,0.04575372858375448,0.10869565217391308,6,-0.008263649778652238,False,False
2,decline_path_efficiency,>=,0.45103337783711606,Q70,45,7,0.9333333333333333,0.05277127244340363,0.10869565217391308,6,-0.0012461059190030932,False,False
2,max_interim_rebound_fraction,<=,0.14255792930279018,Q30,49,7,0.9591836734693877,0.07862161257945799,0.10869565217391308,6,0.02460423421705127,True,False
2,max_interim_rebound_fraction,<=,0.19776657060518724,Q50,101,7,0.9603960396039604,0.07983397871403064,0.10256410256410253,6,0.02581660035162392,True,False
2,max_interim_rebound_fraction,<=,0.2639808220453375,Q70,144,7,0.9583333333333334,0.07777127244340365,0.09115179252479022,6,0.02375389408099693,True,False
2,max_depth_below_l_before_event,>=,0.1369923732833805,Q30,140,7,0.9285714285714286,0.04800936768149888,0.0723320158102767,6,-0.006008010680907838,False,False
2,max_depth_below_l_before_event,>=,0.16906820365033626,Q50,100,7,0.93,0.04943793911007033,0.05690298507462688,6,-0.0045794392523363925,False,False
2,max_depth_below_l_before_event,>=,0.21063210790796097,Q70,57,6,0.9122807017543859,0.03171864086445619,0.01859477316972452,5,-0.022298737497950527,False,False
2,gap_age_sessions,>=,16.0,Q30,163,7,0.9263803680981595,0.04581830720822977,0.06030855539971958,5,-0.008199071154176951,False,False
2,gap_age_sessions,>=,20.0,Q50,116,7,0.9137931034482759,0.03323104255834619,0.06324110671936767,4,-0.02078633580406053,False,False
2,gap_age_sessions,>=,26.0,Q70,77,7,0.8831168831168831,0.002554822226953357,-0.003898635477582846,3,-0.05146255613545336,False,False
2,true_gap_width_pct,>=,0.013182761938522409,Q30,113,7,0.9203539823008849,0.03979192141095522,0.026697177726926036,7,-0.014225456951451498,False,False
2,true_gap_width_pct,>=,0.017013232514177665,Q50,57,7,0.9122807017543859,0.03171864086445619,0.021739130434782594,5,-0.022298737497950527,False,False
2,true_gap_width_pct,>=,0.023759450088270677,Q70,19,5,0.9473684210526315,0.0668063601627018,0.10869565217391308,4,0.012788981800295085,False,False
2,pre_gap_inside_density_relative_local,<=,0.18149490000831972,Q30,70,5,0.9428571428571428,0.06229508196721312,0.07017543859649122,4,0.008277703604806397,False,False
2,pre_gap_inside_density_relative_local,<=,0.43637678568520594,Q50,113,7,0.9380530973451328,0.05749103645520304,0.07017543859649122,7,0.0034736580927963168,False,False
2,pre_gap_inside_density_relative_local,<=,0.6474224959540228,Q70,148,7,0.9256756756756757,0.04511361478574594,0.04195804195804198,5,-0.008903763576660784,False,False
2,pre_gap_corridor_density_relative_local,<=,0.4973919336389316,Q30,64,6,0.9375,0.05693793911007028,0.08636977058029688,5,0.0029205607476635587,False,False
2,pre_gap_corridor_density_relative_local,<=,0.652079196400044,Q50,109,7,0.926605504587156,0.04604344369722624,0.031135531135531136,5,-0.007973934665180482,False,False
2,pre_gap_corridor_density_relative_local,<=,0.7984279623610597,Q70,147,7,0.9251700680272109,0.04460800713728119,0.043740573152337814,4,-0.009409371225125529,False,False
2,pre_gap_inside_touch_sessions,<=,3.0,Q30,92,5,0.9347826086956522,0.0542205478057225,0.06787932564330079,4,0.00020316944331577602,False,False
2,pre_gap_inside_touch_sessions,<=,4.0,Q50,112,5,0.9375,0.05693793911007028,0.06552706552706544,4,0.0029205607476635587,False,False
2,pre_gap_inside_touch_sessions,<=,8.0,Q70,163,7,0.9386503067484663,0.05808824585853656,0.06940298507462683,7,0.0040708674961298374,False,False
2,pre_gap_inside_touch_sessions,<=,0.0,ZERO,9,3,1.0,0.11943793911007028,0.10256410256410253,3,0.06542056074766356,False,False
2,pre_gap_corridor_touch_sessions,<=,4.0,Q30,85,5,0.9294117647058824,0.04884970381595266,0.06324110671936767,3,-0.00516767454645406,False,False
2,pre_gap_corridor_touch_sessions,<=,7.0,Q50,121,6,0.9421487603305785,0.06158669944064876,0.06912839126995207,5,0.007569321078242042,False,False
2,pre_gap_corridor_touch_sessions,<=,11.0,Q70,167,7,0.9401197604790419,0.05955769958911217,0.0667714061272584,7,0.005540321226705447,False,False
2,prior_completed_session_near_touch_count,<=,0.0,Q30,174,7,0.9252873563218391,0.044725295431909395,0.05697151424287861,6,-0.009292082930497325,False,False
2,post_gap_corridor_approach_sessions,<=,0.0,Q30,131,7,0.9312977099236641,0.0507356490337344,0.07017543859649122,5,-0.0032817293286723226,False,False
2,post_gap_corridor_approach_sessions,<=,1.0,Q70,189,7,0.9312169312169312,0.050654870327001444,0.06391953277092799,7,-0.003362508035405276,False,False
2,settling_sessions_after_trough,>=,11.0,Q30,161,7,0.9192546583850931,0.038692597495163406,0.03409090909090906,5,-0.015324780867243315,False,False
2,settling_sessions_after_trough,>=,15.0,Q50,124,7,0.9112903225806451,0.030728261690715408,0.04486586493987055,4,-0.023289116671691312,False,False
2,settling_sessions_after_trough,>=,20.19999999999999,Q70,71,7,0.8873239436619719,0.006761882772042149,0.037267080745341685,4,-0.04725549559036457,False,False
2,approach_return_10d,>=,0.034788247500471846,Q30,146,7,0.9315068493150684,0.05094478842513872,0.05512422360248448,5,-0.003072589937268,False,False
2,approach_return_10d,>=,0.06060606060606033,Q50,102,7,0.9215686274509803,0.04100656656105062,0.04808959156785253,6,-0.013010811801356104,False,False
2,approach_return_10d,>=,0.09152673122752887,Q70,61,6,0.9344262295081968,0.05386416861826704,0.06859477316972451,5,-0.0001532097441396818,False,False
2,approach_path_efficiency_10d,>=,0.2179143510951285,Q30,163,7,0.9386503067484663,0.05808824585853656,0.0667714061272584,6,0.0040708674961298374,False,False
2,approach_path_efficiency_10d,>=,0.3729729729729716,Q50,118,7,0.9322033898305084,0.05164132894057871,0.06787932564330079,5,-0.002376049421828008,False,False
2,approach_path_efficiency_10d,>=,0.5111935683364262,Q70,71,7,0.9154929577464789,0.034930896856549154,0.03462157809983901,5,-0.019086481505857567,False,False
2,higher_low_share_10d,>=,0.5555555555555556,Q30,183,7,0.9398907103825137,0.059328649492583985,0.06030855539971958,6,0.005311271130177264,False,False
2,higher_low_share_10d,>=,0.6666666666666666,Q50,119,7,0.9747899159663865,0.09422785507645681,0.11111111111111116,7,0.04021047671405009,True,True
3,collapse_leg_duration_sessions,>=,23.799999999999997,Q30,91,7,0.978021978021978,0.09745991713204827,0.11111111111111116,7,0.003232062055591456,False,False
3,collapse_leg_duration_sessions,>=,62.0,Q50,65,6,0.9846153846153847,0.10405332372545495,0.10683760683760685,6,0.009825468648998137,False,False
3,collapse_leg_duration_sessions,>=,99.0,Q70,42,4,0.9761904761904762,0.09562841530054644,0.10683760683760685,4,0.0014005602240896309,False,False
3,peak_to_gap_sessions,>=,15.799999999999997,Q30,88,7,0.9772727272727273,0.09671066638279757,0.11111111111111116,7,0.0024828113063407597,False,False
3,peak_to_gap_sessions,>=,60.0,Q50,65,6,0.9846153846153847,0.10405332372545495,0.10683760683760685,6,0.009825468648998137,False,False
3,peak_to_gap_sessions,>=,94.19999999999999,Q70,42,4,0.9761904761904762,0.09562841530054644,0.10683760683760685,4,0.0014005602240896309,False,False
3,collapse_drawdown,>=,0.37755810263415285,Q30,91,7,0.978021978021978,0.09745991713204827,0.11111111111111116,7,0.003232062055591456,False,False
3,collapse_drawdown,>=,0.4471318822023044,Q50,66,6,0.9696969696969697,0.08913490880704,0.10683760683760685,6,-0.005092946269416809,False,False
3,collapse_drawdown,>=,0.5192974179872115,Q70,44,4,0.9545454545454546,0.07398339365552487,0.07621811266312545,4,-0.020244461420931947,False,False
3,decline_path_efficiency,>=,0.2739275132394904,Q30,80,7,0.975,0.09443793911007026,0.11111111111111116,7,0.00021008403361344463,False,False
3,decline_path_efficiency,>=,0.33163265306122514,Q50,57,7,0.9649122807017544,0.08435021981182467,0.11111111111111116,7,-0.009877635264632145,False,False
3,decline_path_efficiency,>=,0.45103337783711606,Q70,31,7,0.967741935483871,0.08717987459394128,0.11111111111111116,6,-0.007047980482515537,False,False
3,max_interim_rebound_fraction,<=,0.14255792930279018,Q30,31,7,0.967741935483871,0.08717987459394128,0.11111111111111116,6,-0.007047980482515537,False,False
3,max_interim_rebound_fraction,<=,0.19776657060518724,Q50,60,7,0.9833333333333333,0.10277127244340356,0.11111111111111116,6,0.008543417366946748,False,False
3,max_interim_rebound_fraction,<=,0.2639808220453375,Q70,83,7,0.9759036144578314,0.09534155356790164,0.11111111111111116,7,0.0011136984914448256,False,False
3,max_depth_below_l_before_event,>=,0.1369923732833805,Q30,85,7,0.9647058823529412,0.08414382146301147,0.11111111111111116,6,-0.010084033613445342,False,False
3,max_depth_below_l_before_event,>=,0.16906820365033626,Q50,66,7,0.9696969696969697,0.08913490880704,0.11111111111111116,7,-0.005092946269416809,False,False
3,max_depth_below_l_before_event,>=,0.21063210790796097,Q70,41,6,0.9512195121951219,0.07065745130519219,0.10683760683760685,5,-0.023570403771264625,False,False
3,gap_age_sessions,>=,16.0,Q30,95,7,0.968421052631579,0.08785899174164924,0.11111111111111116,7,-0.006368863334807573,False,False
3,gap_age_sessions,>=,20.0,Q50,71,7,0.9577464788732394,0.07718441798330966,0.11111111111111116,6,-0.01704343709314715,False,False
3,gap_age_sessions,>=,26.0,Q70,48,7,0.9375,0.05693793911007028,0.11111111111111116,6,-0.03728991596638653,False,False
3,true_gap_width_pct,>=,0.013182761938522409,Q30,62,7,0.967741935483871,0.08717987459394128,0.11111111111111116,7,-0.007047980482515537,False,False
3,true_gap_width_pct,>=,0.017013232514177665,Q50,34,7,0.9411764705882353,0.06061440969830556,0.11111111111111116,6,-0.03361344537815125,False,False
3,true_gap_width_pct,>=,0.023759450088270677,Q70,11,4,0.9090909090909091,0.02852884820097934,0.11404931862426998,3,-0.06569900687547747,False,False
3,pre_gap_inside_density_relative_local,<=,0.18149490000831972,Q30,40,5,0.975,0.09443793911007026,0.10256410256410253,5,0.00021008403361344463,False,False
3,pre_gap_inside_density_relative_local,<=,0.43637678568520594,Q50,67,7,0.9701492537313433,0.08958719284141359,0.11111111111111116,7,-0.004640662235043225,False,False
3,pre_gap_inside_density_relative_local,<=,0.6474224959540228,Q70,89,7,0.9662921348314607,0.08573007394153098,0.11111111111111116,6,-0.00849778113492583,False,False
3,pre_gap_corridor_density_relative_local,<=,0.4973919336389316,Q30,40,6,0.975,0.09443793911007026,0.10683760683760685,6,0.00021008403361344463,False,False
3,pre_gap_corridor_density_relative_local,<=,0.652079196400044,Q50,62,7,0.9516129032258065,0.07105084233587677,0.11111111111111116,6,-0.02317701274058004,False,False
3,pre_gap_corridor_density_relative_local,<=,0.7984279623610597,Q70,85,7,0.9647058823529412,0.08414382146301147,0.11111111111111116,7,-0.010084033613445342,False,False
3,pre_gap_inside_touch_sessions,<=,3.0,Q30,53,5,0.9811320754716981,0.1005700145817684,0.10256410256410253,5,0.006342159505311584,False,False
3,pre_gap_inside_touch_sessions,<=,4.0,Q50,63,5,0.9682539682539683,0.08769190736403853,0.0783926218708828,5,-0.006535947712418277,False,False
3,pre_gap_inside_touch_sessions,<=,8.0,Q70,92,7,0.9782608695652174,0.09769880867528768,0.11111111111111116,7,0.0034709535988308726,False,False
3,pre_gap_inside_touch_sessions,<=,0.0,ZERO,5,2,1.0,0.11943793911007028,0.10562987736900781,2,0.025210084033613467,False,False
3,pre_gap_corridor_touch_sessions,<=,4.0,Q30,48,5,0.9791666666666666,0.09860460577673691,0.10256410256410253,5,0.0043767507002800965,False,False
3,pre_gap_corridor_touch_sessions,<=,7.0,Q50,67,5,0.9701492537313433,0.08958719284141359,0.07643758765778408,5,-0.004640662235043225,False,False
3,pre_gap_corridor_touch_sessions,<=,11.0,Q70,92,7,0.9782608695652174,0.09769880867528768,0.11111111111111116,7,0.0034709535988308726,False,False
3,prior_completed_session_near_touch_count,<=,0.0,Q30,98,7,0.9693877551020408,0.08882569421211106,0.11111111111111116,7,-0.005402160864345751,False,False
3,post_gap_corridor_approach_sessions,<=,0.0,Q30,76,7,0.9736842105263158,0.0931221496363861,0.11111111111111116,6,-0.0011057054400707145,False,False
3,post_gap_corridor_approach_sessions,<=,1.0,Q70,108,7,0.9722222222222222,0.09166016133229249,0.11111111111111116,7,-0.0025676937441643233,False,False
3,settling_sessions_after_trough,>=,11.0,Q30,98,7,0.9693877551020408,0.08882569421211106,0.11111111111111116,7,-0.005402160864345751,False,False
3,settling_sessions_after_trough,>=,15.0,Q50,71,7,0.9577464788732394,0.07718441798330966,0.11111111111111116,6,-0.01704343709314715,False,False
3,settling_sessions_after_trough,>=,20.19999999999999,Q70,43,7,0.9534883720930233,0.07292631120309356,0.11111111111111116,6,-0.02130154387336325,False,False
3,approach_return_10d,>=,0.034788247500471846,Q30,95,7,0.968421052631579,0.08785899174164924,0.11111111111111116,7,-0.006368863334807573,False,False
3,approach_return_10d,>=,0.06060606060606033,Q50,69,7,0.9565217391304348,0.07595967824050509,0.11111111111111116,6,-0.01826817683595172,False,False
3,approach_return_10d,>=,0.09152673122752887,Q70,43,6,0.9767441860465116,0.09618212515658187,0.10990338164251212,6,0.0019542700801250534,False,False
3,approach_path_efficiency_10d,>=,0.2179143510951285,Q30,105,7,0.9714285714285714,0.0908665105386417,0.11111111111111116,7,-0.003361344537815114,False,False
3,approach_path_efficiency_10d,>=,0.3729729729729716,Q50,86,7,0.9651162790697675,0.08455421817983777,0.11111111111111116,7,-0.009673636896619042,False,False
3,approach_path_efficiency_10d,>=,0.5111935683364262,Q70,50,7,0.96,0.07943793911007024,0.11111111111111116,7,-0.014789915966386569,False,False
