candidate_id,scope,market_view,denominator,estimate,observations
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_early,ALL_A,ALL_STATUS,0.151361032291,331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_early,ALL_A,NON_ST,0.15018249347,331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_early,CHINEXT_BOARD,ALL_STATUS,0.0885868278099,330
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_early,CHINEXT_BOARD,NON_ST,0.091722740332,331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_early,SH_A,ALL_STATUS,0.106663374218,331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_early,SH_A,NON_ST,0.115497049584,331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_early,SZ_A,ALL_STATUS,0.181117803558,331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_early,SZ_A,NON_ST,0.145855657649,331
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_late,ALL_A,ALL_STATUS,0.0535659698485,479
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_late,ALL_A,NON_ST,0.0486615182142,479
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_late,CHINEXT_BOARD,ALL_STATUS,0.104820607314,479
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_late,CHINEXT_BOARD,NON_ST,0.0598026279185,479
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_late,SH_A,ALL_STATUS,-0.0185999616041,479
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_late,SH_A,NON_ST,-0.0390261288804,479
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_late,SZ_A,ALL_STATUS,0.118095345804,479
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,block_late,SZ_A,NON_ST,0.132883342072,479
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,full,ALL_A,ALL_STATUS,0.0857266467478,810
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,full,ALL_A,NON_ST,0.078969319576,810
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,full,CHINEXT_BOARD,ALL_STATUS,0.0900474265096,809
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,full,CHINEXT_BOARD,NON_ST,0.0579306814956,810
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,full,SH_A,ALL_STATUS,0.0315845770121,810
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,full,SH_A,NON_ST,0.0222135746651,810
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,full,SZ_A,ALL_STATUS,0.136915223269,810
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,full,SZ_A,NON_ST,0.125813673448,810
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,phase_0,ALL_A,ALL_STATUS,0.101665980116,162
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,phase_0,ALL_A,NON_ST,0.0664919995165,162
DOWNSIDE_EXTREMES__FIVE_DAY_REVERSAL,phase_0,CHINEXT_BOARD,ALL_STATUS,0.210759693145,162
