step,feature,operator,threshold,threshold_source,n,years,pooled_rate,pooled_lift,median_year_lift,positive_year_lift_count,incremental_rate_gain,eligible,selected
1,pre_gap_inside_density_relative_local,<=,0.1023752151516547,Q30,663,7,0.9110105580693816,0.028258181428367557,0.038493377483443725,6,0.028258181428367557,True,False
1,pre_gap_inside_density_relative_local,<=,0.347686418703694,Q50,1105,7,0.8886877828054298,0.005935406164415791,0.009210819876445342,4,0.005935406164415791,False,False
1,pre_gap_inside_density_relative_local,<=,0.5702407116924705,Q70,1546,7,0.8868046571798189,0.004052280538804909,0.0046970811871474005,4,0.004052280538804909,False,False
1,pre_gap_corridor_density_relative_local,<=,0.4523431690219808,Q30,663,7,0.8883861236802413,0.005633747039227255,0.006318821270425934,4,0.005633747039227255,False,False
1,pre_gap_corridor_density_relative_local,<=,0.6082024451669131,Q50,1105,7,0.8886877828054298,0.005935406164415791,0.003561353401902889,4,0.005935406164415791,False,False
1,pre_gap_corridor_density_relative_local,<=,0.7514412651969212,Q70,1546,7,0.8868046571798189,0.004052280538804909,0.0007715057220007981,4,0.004052280538804909,False,False
1,pre_gap_inside_touch_sessions,<=,2.0,Q30,886,7,0.8950338600451467,0.01228148340413271,0.01447619047619042,5,0.01228148340413271,False,False
1,pre_gap_inside_touch_sessions,<=,4.0,Q50,1233,7,0.894566098945661,0.011813722304646945,0.012066456463739939,4,0.011813722304646945,False,False
1,pre_gap_inside_touch_sessions,<=,7.0,Q70,1693,7,0.8948611931482575,0.012108816507243492,0.013937106918239017,5,0.012108816507243492,False,False
1,pre_gap_corridor_touch_sessions,<=,4.0,Q30,767,7,0.9022164276401564,0.01946405099914239,0.03583800623052957,6,0.01946405099914239,False,False
1,pre_gap_corridor_touch_sessions,<=,7.0,Q50,1141,7,0.8957055214723927,0.01295314483137866,0.012654154868602774,4,0.01295314483137866,False,False
1,pre_gap_corridor_touch_sessions,<=,11.0,Q70,1594,7,0.8952321204516939,0.012479743810679844,0.010368663594469973,6,0.012479743810679844,False,False
1,gap_width_pct,<=,0.013960328317373516,Q30,663,7,0.9441930618401206,0.061440685199106615,0.0661675068366776,6,0.061440685199106615,True,False
1,gap_width_pct,<=,0.017857142857142794,Q50,1105,7,0.934841628959276,0.052089252318262,0.06719688362278853,6,0.052089252318262,True,True
1,gap_width_pct,<=,0.024599950092430857,Q70,1546,7,0.9230271668822768,0.04027479024126279,0.04621848739495804,6,0.04027479024126279,True,False
1,gap_age_sessions,>=,11.0,Q30,1605,7,0.874766355140187,-0.007986021500827056,-0.005808580858085777,2,-0.007986021500827056,False,False
1,gap_age_sessions,>=,18.0,Q50,1131,7,0.8629531388152077,-0.019799237825806282,-0.010030683403068341,2,-0.019799237825806282,False,False
1,gap_age_sessions,>=,29.0,Q70,669,7,0.852017937219731,-0.030734439421283066,-0.03036255471994609,3,-0.030734439421283066,False,False
1,max_depth_below_l_before_return,>=,0.12604653415006176,Q30,1546,7,0.8771021992238034,-0.005650177417210633,-0.0023529411764705577,2,-0.005650177417210633,False,False
1,max_depth_below_l_before_return,>=,0.16352941176470592,Q50,1105,7,0.8669683257918552,-0.015784050849158793,-0.011849344054168376,2,-0.015784050849158793,False,False
1,max_depth_below_l_before_return,>=,0.21373471583553433,Q70,663,7,0.8717948717948718,-0.010957504846142219,0.0026028110359188616,4,-0.010957504846142219,False,False
1,post_gap_lower_corridor_touch_sessions,<=,0.0,Q30,1403,7,0.9009265858873842,0.018174209246370143,0.021897332285703563,5,0.018174209246370143,False,False
1,post_gap_lower_corridor_touch_sessions,<=,1.0,Q70,1865,7,0.8970509383378016,0.01429856169678756,0.013394161236668367,7,0.01429856169678756,False,False
1,post_gap_lower_corridor_turnover,<=,0.0,Q30,1403,7,0.9009265858873842,0.018174209246370143,0.021897332285703563,5,0.018174209246370143,False,False
1,post_gap_lower_corridor_turnover,<=,0.012674812540856272,Q70,1546,7,0.8997412677878396,0.016988891146825558,0.018668922277632616,4,0.016988891146825558,False,False
1,pre_peak_to_gap_sessions,>=,36.0,Q30,1550,7,0.9096774193548387,0.026925042713824676,0.010024752475247478,5,0.026925042713824676,True,False
