family,track,leg,trade_date,cal_idx,decision_at,available_at,symbol,industry,signal_score,signal_rank,candidate_count,avg_amount20,natural_horizon,rebalance_sessions,entry_status,status_h5,status_h20,status_h120,gross_return_h5,net_return_h5,adverse_excursion_h5,entry_amount_h5,gross_return_h20,net_return_h20,adverse_excursion_h20,entry_amount_h20
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,300119.SZ,动物保健Ⅱ,-0.09965377184374943,1,1410,179860863.1145,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.15979381443298957,0.1551638990061115,-0.001718213058419349,338855311.93,0.35567010309278335,0.3502582463938102,-0.001718213058419349,338855311.93
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,002057.SZ,专业服务,-0.08668888239289954,2,1410,499852393.217,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.13353720693170223,0.12901210830123633,-0.024464831804281384,309327402.99,0.07645259938837912,0.07215538342275707,-0.024464831804281384,309327402.99
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,002905.SZ,影视院线,-0.07788264482194812,3,1410,103683842.3305,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.0718644067796611,-0.07556953888832518,-0.11186440677966103,59217442.56,0.05084745762711873,0.046652457796271696,-0.11186440677966103,59217442.56
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,300029.SZ,专业工程,-0.07485713221661523,4,1410,96102366.58350001,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.12634822804314338,-0.12983585986732238,-0.14946070878274276,55195023.92,-0.05084745762711862,-0.05463648973239954,-0.19414483821263473,55195023.92
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,300536.SZ,基础建设,-0.07389090771542699,5,1410,81176184.2865,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.09876543209876543,-0.10236317488479818,-0.10493827160493818,42665679.42,0.09012345679012346,0.08577166654345647,-0.13209876543209864,42665679.42
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,000815.SZ,IT服务Ⅱ,-0.07257299388194946,6,1410,86615832.51099999,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.09610983981693366,-0.09971818376976027,-0.0995423340961098,151376702.64,-0.08123569794050356,-0.08490341970521209,-0.1533180778032036,151376702.64
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,300238.SZ,医疗器械,-0.0708512251132086,7,1410,177773388.39149997,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.1267967145790554,-0.13028255603782168,-0.1309034907597536,109342880.69,0.11139630390143718,0.10695959210941575,-0.1309034907597536,109342880.69
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,601038.SH,专用设备,-0.07019477367984289,8,1410,235004160.85,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.07598371777476265,-0.0796724055281568,-0.08819538670284943,165616469.0,-0.020352781546811416,-0.02426354888594595,-0.11668928086838537,165616469.0
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,300184.SZ,其他电子Ⅱ,-0.06919716164993134,9,1410,550111446.4465,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.12420785804816215,-0.12770403426353882,-0.15209125475285168,324034620.36,-0.04562737642585546,-0.049437247178646504,-0.15716096324461337,324034620.36
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,002077.SZ,半导体,-0.06807725941993384,10,1410,217371740.49350005,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.03883495145631055,-0.04267193767804178,-0.14077669902912626,103875829.64,-0.027508090614886682,-0.031390293845965034,-0.14077669902912626,103875829.64
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,300671.SZ,半导体,-0.06801363632910856,11,1410,178822398.98900002,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.11125597566275547,-0.11480385599943099,-0.1508039982616255,467596036.52,-0.027379400260756248,-0.031262117225783204,-0.17948717948717963,467596036.52
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,600359.SH,种植业,-0.06627790211116585,12,1410,151973891.25,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.046875,0.04269585828343314,-0.018750000000000044,81103071.0,0.03281249999999991,0.028689496007983983,-0.09218750000000009,81103071.0
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,300542.SZ,软件开发,-0.06535873780983846,13,1410,98154304.2915,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.0831426392067125,0.07881871649530847,-0.029748283752860316,45815476.75,0.1220442410373761,0.11756502251028089,-0.029748283752860316,45815476.75
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,300152.SZ,环境治理,-0.064370065289869,14,1410,133997106.794,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.09405940594059403,-0.0976759352581964,-0.10396039603960394,53685809.78,-0.06435643564356441,-0.06809153969289139,-0.23514851485148514,53685809.78
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,000723.SZ,焦炭Ⅱ,-0.06431731136760843,15,1410,861586284.775,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.1429990069513406,-0.14642016860023743,-0.1618669314796426,1110446678.8,-0.010923535253227312,-0.014871944294132633,-0.17080436941410138,1110446678.8
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,300127.SZ,金属新材料,-0.06413570172836666,16,1410,211954215.60599998,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.42356687898089196,0.4178839772683933,-0.026751592356687892,140970708.0,0.3974522292993632,0.39187357768539366,-0.026751592356687892,140970708.0
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,600354.SH,种植业,-0.0639045761634328,17,1410,251588312.15,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.04676258992805771,0.0425838969542931,-0.050359712230215736,196247034.0,0.1492805755395683,0.14469262913022862,-0.08273381294964033,196247034.0
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,002119.SZ,半导体,-0.0635557680112009,18,1410,505108654.41499996,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.1899641577060931,-0.1931978337232345,-0.20250896057347667,1645017503.34,-0.1762246117084827,-0.17951313621264042,-0.20788530465949817,1645017503.34
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,600095.SH,证券Ⅱ,-0.06346908256996912,19,1410,619225979.25,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.012016021361815787,-0.015960069180730674,-0.042723631508678306,404201185.0,0.04405874499332452,0.039890845811714204,-0.05206942590120167,404201185.0
left_tail_stability_60,internal,bottom,2019-07-31,383,2019-07-31 15:00:00,2019-07-31 15:00:00,600734.SH,IT服务Ⅱ,-0.0631228347303557,20,1410,236453416.3,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.01760563380281699,0.013543335863484218,-0.025821596244131273,105310465.0,0.032863849765258246,0.0287406407841595,-0.025821596244131273,105310465.0
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,300615.SZ,通信设备,-0.06323856700713958,1,1443,324468177.56499994,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.09315424610051992,0.08879035689452985,-0.0077989601386481144,144122788.0,-0.0008665511265164572,-0.004855107808646064,-0.016031195840554457,144122788.0
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002119.SZ,半导体,-0.06264829026075164,2,1443,696045807.2185,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.011333333333333417,0.007296074517631368,-0.033333333333333326,806222097.07,-0.09933333333333338,-0.10292880904856949,-0.10533333333333339,806222097.07
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,600671.SH,中药Ⅱ,-0.05900849589480328,3,1443,169239259.7,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.07802433786685747,0.0737208474961315,-0.00858983536148894,84337336.0,-0.027201145311381625,-0.031084573873012666,-0.04795991410164635,84337336.0
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002885.SZ,其他电子Ⅱ,-0.05810623858673949,4,1443,331393733.939,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.09621621621621634,0.09184010357663075,-0.003783783783783745,146217640.93,0.00864864864864856,0.004622107137077114,-0.012432432432432416,146217640.93
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002903.SZ,通用设备,-0.057895438258240534,5,1443,332402667.84000003,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.10294117647058831,0.09853821768228244,-0.007352941176470673,118489983.89,0.12132352941176472,0.11684718797698723,-0.007352941176470673,118489983.89
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002370.SZ,化学制药,-0.05613796604887786,6,1443,293171165.536,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.010183299389002087,0.006150631527169548,-0.010183299389001976,278419513.16,-0.1283095723014256,-0.13178937440800687,-0.13238289205702658,278419513.16
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002256.SZ,电力,-0.05524367015395151,7,1443,272503109.61249995,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.01718213058419238,0.013121523276470981,-0.04467353951890041,229548074.11,-0.13745704467353959,-0.14090032992434387,-0.147766323024055,229548074.11
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,300127.SZ,金属新材料,-0.054675381337828115,8,1443,673912649.0185,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.06490066225165558,-0.06863359373967293,-0.06622516556291391,458795095.39,-0.1973509933774834,-0.2005551810286711,-0.24061810154525387,458795095.39
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002915.SZ,化学制品,-0.05419955539844619,9,1443,274586968.38799995,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.14928496686431814,0.14469700292474008,-0.018835019183815915,228754312.46,-0.028950122078828078,-0.03282656869727585,-0.07289850017439847,228754312.46
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002902.SZ,通信设备,-0.05408335799730299,10,1443,432462933.4879999,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.08797327394209353,0.08363006725968991,-0.0051967334818114885,221449887.33,0.14513734224201924,0.14056593568616305,-0.0051967334818114885,221449887.33
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,000723.SZ,焦炭Ⅱ,-0.05297210522404164,11,1443,939893086.1765,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.11847826086956514,0.11401327779224157,-0.007608695652173703,694244274.52,-0.005434782608695565,-0.009405102837802493,-0.010869565217391242,694244274.52
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002057.SZ,专业服务,-0.05226758592054906,12,1443,638923352.2739999,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.0,-0.003992015968063978,-0.012404580152671874,337620642.88,-0.06488549618320605,-0.06861848821441097,-0.08396946564885499,337620642.88
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002848.SZ,黑色家电,-0.05224332314033596,13,1443,179910792.83249998,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.08983799705449202,0.08548734636764754,-0.002945508100147376,76228806.73,0.011045655375552244,0.0070095449748515115,-0.002945508100147376,76228806.73
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,000890.SZ,环保设备Ⅱ,-0.0521008001170445,14,1443,253721694.876,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.2384615384615385,0.23351758022416713,-0.013461538461538525,76449659.31,0.11153846153846159,0.10710118225088294,-0.013461538461538525,76449659.31
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,300405.SZ,化学制品,-0.05103047478796521,15,1443,54006363.190500006,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.047752808988763995,0.043570163044697185,-0.012640449438202195,55259894.22,0.018258426966292207,0.01419352306622712,-0.012640449438202195,55259894.22
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,603258.SH,游戏Ⅱ,-0.05102783253051695,16,1443,222438121.55,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.06775186977562697,0.06348938726155273,-0.007919049714034343,100678805.0,-0.036515618125824933,-0.04036186316324686,-0.04091509018917727,100678805.0
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,300663.SZ,软件开发,-0.05081524895359664,17,1443,522466772.3740001,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.18429211160868064,0.17956439858828688,-0.010678608336204043,580477135.13,-0.038925249741646684,-0.042761875491181045,-0.04581467447468146,580477135.13
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002679.SZ,林业Ⅱ,-0.05051868628518809,18,1443,58983755.84499999,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.18150684931506844,0.17679025510622592,0.0,66311864.54,0.11849315068493138,0.1140281081672272,0.0,66311864.54
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,002194.SZ,通信设备,-0.05027066358463092,19,1443,455071202.71900004,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.1779242174629323,0.17322192517765123,0.0,390094188.05,0.2449203734211971,0.23995063141153183,0.0,390094188.05
left_tail_stability_60,internal,bottom,2019-08-30,405,2019-08-30 15:00:00,2019-08-30 15:00:00,300343.SZ,化学制品,-0.0499542595095385,20,1443,128164676.24450001,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.0658307210031348,0.06157590774563726,0.0,152271704.49,-0.031347962382445194,-0.03521483678411208,-0.040752351097178674,152271704.49
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,300585.SZ,汽车零部件,-0.07203062399302716,1,1837,306639388.7125,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.03314917127071815,-0.03700885521774122,-0.05340699815837935,72735865.0,-0.1761817065684469,-0.17947040235060874,-0.19643953345610798,72735865.0
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,300684.SZ,电子化学品Ⅱ,-0.06158969056470631,2,1837,267142620.3585,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.08136030994403787,0.07704350231951085,-0.0064571674558761005,202418979.82,-0.03400774860094702,-0.03786400509355792,-0.04692208351269911,202418979.82
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,600671.SH,中药Ⅱ,-0.06101185409548895,3,1837,85444939.8,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.006607929515418665,0.002589534587213338,-0.03083700440528636,37630056.0,-0.04038179148311294,-0.04421260269475735,-0.11013215859030834,37630056.0
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,002201.SZ,玻璃玻纤,-0.060089716900967975,4,1837,1282350000.868,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.05982142857142847,0.0555906045052752,-0.02499999999999991,866080664.97,-0.11651785714285712,-0.12004473196464216,-0.1473214285714285,866080664.97
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,300061.SZ,广告营销,-0.059305939778803295,5,1837,218648526.96549997,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.0516759776536313,0.04747767035760875,-0.022346368715083775,73906830.62,-0.11173184357541899,-0.1152778242397885,-0.1298882681564245,73906830.62
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,601777.SH,摩托车及其他,-0.05796652989803957,6,1837,311191314.6,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.028735632183908066,-0.032612935049441294,-0.09482758620689657,70544949.0,-0.18103448275862066,-0.18430380618074194,-0.18965517241379315,70544949.0
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,002903.SZ,通用设备,-0.057895438258240534,7,1837,149400610.48299998,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.0868149755832881,0.08247639284642871,-0.028757460661964274,245058563.66,-0.20727075420510044,-0.2104353420126649,-0.2284319045035268,245058563.66
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,603648.SH,物流,-0.05771009741047741,8,1837,106970515.7,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.03760071620411809,0.03345859757655689,-0.0017905102954342,43496302.0,0.05998209489704576,0.05575062944835474,-0.043867502238137845,43496302.0
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,300194.SZ,化学制药,-0.05627189850503139,9,1837,415982496.91349995,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.1329365079365079,0.1284138073060228,0.0,240573894.33,0.043650793650793496,0.039484523017457196,0.0,240573894.33
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,600095.SH,证券Ⅱ,-0.055399995542979745,10,1837,523393299.35,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.04899777282850781,0.04481015696891277,-0.03786191536748329,182911695.0,-0.07238307349665929,-0.07608613507950701,-0.10690423162583529,182911695.0
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,002256.SZ,电力,-0.05524367015395151,11,1837,158067066.92350003,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.04382470119521931,0.03965773632018843,-0.027888446215139417,32780479.0,-0.07569721115537842,-0.0793870426477723,-0.10358565737051784,32780479.0
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,002915.SZ,化学制品,-0.05419955539844619,12,1837,233520362.2585,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.06896551724137945,0.06469818982724229,-0.02083333333333326,64969690.0,-0.059985632183907955,-0.06373818455043923,-0.07974137931034475,64969690.0
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,000890.SZ,环保设备Ⅱ,-0.05385595943537494,13,1837,210688919.20950004,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.11754684838160134,0.11308558351780262,-0.008517887563884163,64919938.0,-0.035775127768313486,-0.039624328855066726,-0.07666098807495747,64919938.0
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,300270.SZ,计算机设备,-0.05338731227331761,14,1837,259514139.82699996,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.02539682539682553,0.021303424896239154,-0.035978835978836,91387843.28,-0.00952380952380949,-0.013477806292177541,-0.08994708994708989,91387843.28
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,002237.SZ,贵金属,-0.052396621427352345,15,1837,668632299.9779999,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.04291187739463598,0.0387485565267931,-0.0015325670498085309,199283724.66,-0.013793103448276,-0.017730057127125165,-0.06360153256704981,199283724.66
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,300328.SZ,工业金属,-0.051784384702539175,16,1837,452850287.2619999,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.0,-0.003992015968063978,-0.040861812778603346,187966598.84,-0.08469539375928681,-0.08834930436304222,-0.09509658246656771,187966598.84
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,603105.SH,电力,-0.05147352735170559,17,1837,202710751.55,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.03856382978723394,0.03441786639486977,-0.02659574468085102,61457341.0,-0.07845744680851063,-0.08213625939610147,-0.11303191489361697,61457341.0
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,002881.SZ,通信设备,-0.05105396310351616,18,1837,309074308.809,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.08978529603122976,0.08543485572771181,0.0,78403739.68,-0.07059206245933636,-0.07430227378684395,-0.0930383864671438,78403739.68
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,002388.SZ,其他电子Ⅱ,-0.05105102916593135,19,1837,200100292.323,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.034912718204488824,0.030781330107864102,-0.04488778054862841,60651008.64,-0.0723192019950124,-0.07602251855391451,-0.1134663341645884,60651008.64
left_tail_stability_60,internal,bottom,2019-09-30,425,2019-09-30 15:00:00,2019-09-30 15:00:00,300480.SZ,专用设备,-0.050909560454292645,20,1837,200088333.55250004,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.06983568075117375,0.06556487963041047,-0.03755868544600938,61758027.72,-0.06924882629107976,-0.07296439983881997,-0.10211267605633789,61758027.72
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,300585.SZ,汽车零部件,-0.0726570888305316,1,1532,87029464.096,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.02281368821292773,0.01873059963722734,-0.0076045627376425395,76784863.0,-0.0038022813688213253,-0.007779118568945864,-0.03193916349809889,76784863.0
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,300748.SZ,金属新材料,-0.06652711150592634,2,1532,659313120.5185001,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.03677510608203671,0.032636283303265845,0.0,1028196012.87,0.13917963224893914,0.1346320089665083,0.0,1028196012.87
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,300071.SZ,广告营销,-0.06162391635618659,3,1532,118773459.57249999,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.0401785714285714,0.03602616196179076,-0.022321428571428714,203363145.21,0.02232142857142838,0.018240305104077592,-0.022321428571428714,203363145.21
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,000068.SZ,环境治理,-0.058019780091119987,4,1532,131382017.72049999,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.0317848410757946,0.027665939514613713,-0.019559902200488977,38275438.12,-0.0660146699266504,-0.06974315427824063,-0.07090464547677267,38275438.12
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,300368.SZ,计算机设备,-0.056822315666372226,5,1532,475080004.73899996,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.005464480874316724,0.0014506506113456386,-0.01857923497267755,256141021.52,-0.16502732240437168,-0.16836054666623046,-0.1792349726775957,256141021.52
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,002786.SZ,专用设备,-0.055404355858698545,6,1532,281542573.923,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.0695443645083933,0.06527472632672326,-0.007194244604316613,83057000.86,-0.016786570743405393,-0.020711574453012527,-0.029976019184652314,83057000.86
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,002201.SZ,玻璃玻纤,-0.05535682583677105,7,1532,560357487.1324999,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.1734782608695652,-0.17677774885012576,-0.19130434782608685,1149895970.28,0.014782608695652177,0.010731580317625777,-0.19130434782608685,1149895970.28
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,000058.SZ,一般零售,-0.05522121592552373,8,1532,244260222.46849996,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.05932203389830515,0.055093203423661086,0.0,115595375.03,0.016949152542372836,0.01288947528671458,0.0,115595375.03
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,300598.SZ,软件开发,-0.054926513808672854,9,1532,576712553.3515,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.23446808510638295,0.22954006879857314,0.0,449679471.76,0.5574468085106383,0.5512294559816535,0.0,449679471.76
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,300194.SZ,化学制药,-0.05356174138688635,10,1532,198973012.884,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.016822429906542036,-0.020747290465797263,-0.04112149532710274,113168028.0,-0.07102803738317753,-0.07473650829182754,-0.08598130841121499,113168028.0
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,002197.SZ,计算机设备,-0.05339184197339478,11,1532,151733187.052,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,-0.025974025974025983,-0.029862353215646564,-0.036363636363636376,96694451.28,-0.07532467532467535,-0.07901599398605386,-0.07792207792207795,96694451.28
left_tail_stability_60,internal,bottom,2019-10-31,443,2019-10-31 15:00:00,2019-10-31 15:00:00,002316.SZ,通信服务,-0.052966493859393525,12,1532,413964540.116,20,20,EXECUTABLE,COMPLETE,COMPLETE,INCOMPLETE,0.006718924972004547,0.0027000869481641487,-0.023516237402015583,234439414.9,-0.1343784994400895,-0.13783407429262418,-0.14669652855543114,234439414.9
