trade_date,calendar_year,dispersion_state,candidate_selected,candidate_complete,opposite_selected,opposite_complete,control_complete,candidate_mean_net,candidate_median_net,candidate_positive_rate,candidate_severe_rate,control_mean_net,control_severe_rate,opposite_mean_net,candidate_minus_control,candidate_minus_opposite
2020-09-10,2020,0.990671641791,105,104,105,105,2482,0.0583457069236,0.0503977149393,0.759615384615,0.0192307692308,0.0353834598135,0.00483481063658,0.0244203731637,0.0229622471101,0.0339253337599
2020-09-14,2020,0.916356877323,105,101,105,102,2431,-0.00456377713958,-0.0136687046779,0.356435643564,0.00990099009901,-0.00559585717042,0.00987248046072,-0.0171355420712,0.00103208003084,0.0125717649316
2020-09-16,2020,0.801851851852,103,102,103,103,2392,0.0108121535342,0.00253826158478,0.558823529412,0.00980392156863,0.011258844259,0.00585284280936,0.00102146463642,-0.0004466907248,0.00979068889774
2020-09-28,2020,0.841240875912,103,102,103,100,2195,0.034713234975,0.0337211764765,0.754901960784,0.0392156862745,0.0367644121684,0.00318906605923,0.0294748071538,-0.00205117719341,0.00523842782117
2020-10-23,2020,0.836007130125,97,95,97,95,1936,0.00697038854147,0.00439374284624,0.547368421053,0.0105263157895,0.00506682122794,0.0123966942149,0.00656523107349,0.00190356731352,0.00040515746798
2020-10-29,2020,0.814159292035,97,95,97,94,1951,-0.0121281371526,-0.0221665735048,0.336842105263,0.0421052631579,-0.00639235562402,0.0220399794977,-0.00514016883575,-0.00573578152854,-0.00698796831681
2020-10-30,2020,0.840989399293,97,94,97,94,1946,0.021950896412,0.00661670892243,0.553191489362,0.0106382978723,0.0208263337988,0.0082219938335,0.0115279441851,0.00112456261325,0.0104229522269
2020-11-02,2020,0.977072310406,96,95,96,94,1954,0.0348375130263,0.0265514157973,0.8,0.0105263157895,0.0346151123397,0.00307062436029,0.0237326991842,0.000222400686583,0.0111048138421
2020-11-09,2020,0.861888111888,97,95,97,96,2005,-0.0195133289269,-0.0283296921549,0.252631578947,0.0736842105263,-0.032583384663,0.0758104738155,-0.031660234308,0.0130700557361,0.0121469053811
2020-11-11,2020,0.993031358885,96,94,96,93,1991,-0.0136141498851,-0.0208069381831,0.329787234043,0.031914893617,0.00408588138574,0.0110497237569,0.0157992895155,-0.0177000312708,-0.0294134394006
2020-11-16,2020,0.974003466205,96,95,96,95,2021,-0.00788347041518,-0.0140739607243,0.347368421053,0.0421052631579,-0.00585663398511,0.0188025729837,-0.0101168653201,-0.00202683643006,0.00223339490491
2020-11-23,2020,0.919243986254,100,100,100,100,2137,-0.0351688821579,-0.0374053717181,0.17,0.05,-0.0261935272502,0.0322882545625,-0.0293189962711,-0.00897535490768,-0.00584988588682
2020-12-14,2020,0.817420435511,103,101,103,101,2135,-0.0119983572256,-0.00651256281407,0.405940594059,0.0693069306931,-0.00290373637969,0.0187353629977,0.00175109904358,-0.00909462084587,-0.0137494562691
