trade_date,market_view,denominator,breakout_formation_participation20,breakout_formation_participation20_pit_3y_pct,breakout_formation_depth20,breakout_formation_depth20_pit_3y_pct,breakout_closing_acceptance20,breakout_closing_acceptance20_pit_3y_pct,breakout_closing_rejection_depth20,breakout_closing_rejection_depth20_pit_3y_pct,breakout_formation_diffusion20,breakout_formation_diffusion20_pit_3y_pct,breakout_formation_leadership_top3_20,breakout_formation_leadership_top3_20_pit_3y_pct,breakout_stock_industry_divergence20,breakout_stock_industry_divergence20_pit_3y_pct,terminal_mean_log_return_h1,terminal_mean_log_return_h3,terminal_mean_log_return_h5,terminal_median_log_return_h1,terminal_median_log_return_h3,terminal_median_log_return_h5,terminal_positive_fraction_h1,terminal_positive_fraction_h3,terminal_positive_fraction_h5,terminal_p10_log_return_h1,terminal_p10_log_return_h3,terminal_p10_log_return_h5,terminal_p90_log_return_h1,terminal_p90_log_return_h3,terminal_p90_log_return_h5,adverse_mean_log_excursion_h1,adverse_mean_log_excursion_h3,adverse_mean_log_excursion_h5,adverse_median_log_excursion_h1,adverse_median_log_excursion_h3,adverse_median_log_excursion_h5,adverse_p10_log_excursion_h1,adverse_p10_log_excursion_h3,adverse_p10_log_excursion_h5,breadth_net_new_high_low60_pit_3y_pct,realized_volatility_median20_pit_3y_pct,event_year,session_ordinal
2018-03-06,ALL_A,ALL_STATUS,0.1060304837640821,,0.024784219014569099,,0.453125,,0.007621668327283,,0.61707565441367318,,0.2850085898864379,,0.0080963648629174996,,-0.0060545542149345001,0.021262230158018501,0.030380028760102699,-0.0090534770798463005,0.015954608570407001,0.0237825328853663,0.26905235255135851,0.77435387673956246,0.81676607024519554,-0.024880619957889399,-0.0102637457905825,-0.0099303531726343992,0.015226212838728499,0.058619320834500999,0.077503996520576296,-0.016324915713647199,-0.021219716548987001,-0.021845073696824001,-0.0148796190464991,-0.018898233378956901,-0.019159085886004401,-0.030572906778228201,-0.038365822216337601,-0.0398805475374766,,,2018,0
2018-03-06,ALL_A,NON_ST,0.1062899428187016,,0.024811975831260401,,0.44936708860759489,,0.0076795529834789997,,0.61214428836068835,,0.28467907461198472,,0.0083318015936780006,,-0.0060543578500554997,0.021480678342481602,0.030660303577279498,-0.0091158334080091996,0.0160898889074493,0.0239552062014863,0.26942482341069618,0.77665657584931036,0.81836528758829463,-0.024886811962030599,-0.0100125992924296,-0.0097965317121943007,0.015234910886017,0.058632295419080001,0.077942967055953202,-0.0163541006388849,-0.021188259133483101,-0.021783414178605701,-0.014984855095175,-0.0189372010197509,-0.019217147185778199,-0.030597862712523401,-0.038280114837321501,-0.039759991198830301,,,2018,0
2018-03-06,CHINEXT_BOARD,ALL_STATUS,0.1589825119236884,,0.0299369333567618,,0.39000000000000001,,0.0099917518758452992,,0.68961220324417216,,0.44133730186197823,,0.0221064596181752,,-0.0048657890524039004,0.0408408922957968,0.052990029856096098,-0.0087426630401567004,0.033642316418234799,0.044003432592465697,0.31319554848966608,0.93481717011128762,0.94594594594594605,-0.026188681306116901,0.0058209504766551,0.0078291862943199002,0.019420713344058999,0.084049782549376895,0.10621216444108619,-0.017456705474520402,-0.0211650855163815,-0.021314386887175501,-0.016506564601702401,-0.019447134935521498,-0.019447134935521498,-0.032014678524799799,-0.038892671043341702,-0.039480497408960299,,,2018,0
2018-03-06,CHINEXT_BOARD,NON_ST,0.1589825119236884,,0.0299369333567618,,0.39000000000000001,,0.0099917518758452992,,0.68961220324417216,,0.44133730186197823,,0.0221064596181752,,-0.0048657890524039004,0.0408408922957968,0.052990029856096098,-0.0087426630401567004,0.033642316418234799,0.044003432592465697,0.31319554848966608,0.93481717011128762,0.94594594594594605,-0.026188681306116901,0.0058209504766551,0.0078291862943199002,0.019420713344058999,0.084049782549376895,0.10621216444108619,-0.017456705474520402,-0.0211650855163815,-0.021314386887175501,-0.016506564601702401,-0.019447134935521498,-0.019447134935521498,-0.032014678524799799,-0.038892671043341702,-0.039480497408960299,,,2018,0
2018-03-06,SH_A,ALL_STATUS,0.083265306122448896,,0.022239965273257199,,0.49019607843137247,,0.0047163780843997001,,0.50507952010264356,,0.30097312774478108,,-0.006667213710093,,-0.0065688168552470996,0.0142434527880319,0.0201484385084932,-0.0087566233788346996,0.010951512603594201,0.015573173462969801,0.25795918367346932,0.71755102040816332,0.76734693877551008,-0.0235761641323461,-0.0120986316087576,-0.012167246943106801,0.013160242418687001,0.045081733717863698,0.061339372635718502,-0.015584512047129601,-0.020613712625767899,-0.021462710658288,-0.013730192811901999,-0.017699577099400801,-0.018100041643617799,-0.0282988613323998,-0.037286337738117903,-0.040052144184756701,,,2018,0
2018-03-06,SH_A,NON_ST,0.083402835696413602,,0.022403427146509301,,0.47999999999999993,,0.0048107056460877,,0.48992673992674041,,0.30209455415918612,,-0.0058386910010255998,,-0.0065028120262041996,0.0143912673986738,0.020227673876665998,-0.0086663999323980997,0.011098893068048701,0.015573173462970101,0.2602168473728107,0.71976647206004996,0.76647206005004165,-0.023586375424276499,-0.0119137718593493,-0.012219208816007601,0.013495487626156899,0.045175319497453501,0.061711662527241098,-0.0155814745334764,-0.0205623181204968,-0.021423415993269,-0.013777485440303499,-0.017699577099400801,-0.018100041643617799,-0.028403903383435701,-0.037274019228057502,-0.040033957493076797,,,2018,0
2018-03-06,SZ_A,ALL_STATUS,0.1215839375348577,,0.025974649664173701,,0.43577981651376141,,0.0089810243124853004,,0.64326458973233891,,0.33803813038130393,,0.016123713608098399,,-0.0057032035543751998,0.0260575465429785,0.037370379043550402,-0.0094044580279784001,0.020309748867583102,0.029852963149681101,0.27663134411600671,0.81316229782487437,0.85052983825989947,-0.025845778951075801,-0.0090753228618408004,-0.0064739534966609998,0.0173640437990072,0.066039702759123201,0.087613798149407104,-0.016830768748496198,-0.0216337460001545,-0.022106308901623999,-0.015691329794675399,-0.0197467629348346,-0.019876430757595601,-0.031352873598537001,-0.039066612191979801,-0.039645889101147302,,,2018,0
2018-03-06,SZ_A,NON_ST,0.12175873731679809,,0.025927044666793301,,0.43518518518518512,,0.0090077230470860005,,0.64261946704694795,,0.3405602065566074,,0.016335957086460101,,-0.0057512594525343996,0.026272224972484701,0.037711443944266898,-0.0095313806951890997,0.0204302272790918,0.030052167408706001,0.27564825253664033,0.81510710259301011,0.85343855693348358,-0.025845210480177301,-0.0088843967017974007,-0.006209364022215,0.017239925007483399,0.066014498224189894,0.0878679311669327,-0.0168762983279406,-0.021611316221741599,-0.022026727495527199,-0.0157829669322424,-0.019779313206606801,-0.019934329564729601,-0.031348174981902802,-0.039059243266734198,-0.039548608094944801,,,2018,0
2018-03-07,ALL_A,ALL_STATUS,0.078729738670195101,,0.022318004820021199,,0.3571428571428571,,0.0117109987147245,,0.66313973844094298,,0.2261367978601449,,0.0017145817405934999,,0.0103944260545652,0.0425339354599652,0.025654909548163098,0.0061527182070983998,0.03767261629917,0.019635974516858699,0.71749917300694666,0.94707244459146545,0.77241151174330125,-0.0085179406093980996,0.0076935299836749004,-0.0128441468331018,0.033579013631365499,0.081471765927436005,0.071403368100115994,-0.0098445301934747004,-0.0112287922575288,-0.0132305925704581,-0.0079051795071130998,-0.0083535328587664003,-0.0092777338782368008,-0.021794171089666001,-0.025166325298995599,-0.029317443917414199,,,2018,1
2018-03-07,ALL_A,NON_ST,0.078576225654801796,,0.022552873339051,,0.35897435897435892,,0.011592443060187399,,0.65543478260869537,,0.2263406940063091,,0.0022711112601622998,,0.0104862793822865,0.042921537193890302,0.025901422640258999,0.0062505290586791998,0.037841455848155202,0.0196489460234603,0.72095366017461382,0.94929482874412363,0.77367360644728,-0.0084734621595522995,0.0078053705961643998,-0.012718973554142501,0.033686167278608702,0.081903936270217095,0.072042567911133407,-0.0098433184716567,-0.011156098572270699,-0.0131251396291463,-0.0078973833911379996,-0.0083256742951614005,-0.0092387136376413,-0.021745326432379,-0.024957654504701401,-0.029172944240577599,,,2018,1
2018-03-07,CHINEXT_BOARD,ALL_STATUS,0.095389507154213002,,0.023119521917570499,,0.40000000000000002,,0.0114648319223539,,0.65621919968460474,,0.46989678899082571,,-0.012366262883300901,,0.015191968376452199,0.065324881701342902,0.041625334420523401,0.010739044654565299,0.058365414589983997,0.0339419304283868,0.76470588235294112,0.99523052464228923,0.87440381558028613,-0.0078374386781820005,0.027546445697341701,-0.0025047768007599,0.043289921266757403,0.1048049370440693,0.093605333029259594,-0.0098447908648521994,-0.0103040465421968,-0.0114298871072788,-0.0083900390903014002,-0.0086083745366000997,-0.0090184447519400992,-0.0218338185760974,-0.0226921012799833,-0.025799234036684601,,,2018,1
2018-03-07,CHINEXT_BOARD,NON_ST,0.095389507154213002,,0.023119521917570499,,0.40000000000000002,,0.0114648319223539,,0.65621919968460474,,0.46989678899082571,,-0.012366262883300901,,0.015191968376452199,0.065324881701342902,0.041625334420523401,0.010739044654565299,0.058365414589983997,0.0339419304283868,0.76470588235294112,0.99523052464228923,0.87440381558028613,-0.0078374386781820005,0.027546445697341701,-0.0025047768007599,0.043289921266757403,0.1048049370440693,0.093605333029259594,-0.0098447908648521994,-0.0103040465421968,-0.0114298871072788,-0.0083900390903014002,-0.0086083745366000997,-0.0090184447519400992,-0.0218338185760974,-0.0226921012799833,-0.025799234036684601,,,2018,1
2018-03-07,SH_A,ALL_STATUS,0.070846905537459204,,0.018996427076629602,,0.31034482758620691,,0.0119131908457201,,0.55920663114268787,,0.28744123572867691,,0.001361265942664,,0.0088063857063988994,0.033837337557489897,0.017597339083568499,0.0056287831919207996,0.0302690643342188,0.013584820320996,0.72475570032573278,0.9348534201954396,0.71824104234527675,-0.0075094220221314,0.0045160329254175999,-0.0144636642729717,0.029080346841354202,0.064617578384475793,0.058057033913576202,-0.0099180802204282999,-0.011429888019325299,-0.013803081308463401,-0.0076482488003200002,-0.0081277667635836007,-0.0094503383346737999,-0.020922734241597098,-0.02481543563293,-0.030038903742565602,,,2018,1
2018-03-07,SH_A,NON_ST,0.069883527454242894,,0.019460748814903499,,0.3214285714285714,,0.011450733161393599,,0.54757990867579898,,0.29228905934598298,,0.00058564750009749999,,0.0088830102566445999,0.034074963268162103,0.0176830261266336,0.0057554234861589004,0.030541793825605901,0.013498910853401399,0.72878535773710484,0.93510815307820283,0.7171381031613977,-0.0074307504258723997,0.0044880606327532,-0.014440684154794299,0.029110411509989099,0.065030159437931695,0.0581216424057708,-0.0099540875943331993,-0.0114248854656528,-0.0138255029960674,-0.0076645045487606003,-0.0081277667635836007,-0.0094503383346737999,-0.0209119054895337,-0.024771217092288599,-0.030074678717980901,,,2018,1
2018-03-07,SZ_A,ALL_STATUS,0.084122562674094695,,0.0242317615331012,,0.38410596026490063,,0.0115945039107734,,0.64513815143561237,,0.27364094224992652,,0.0016844370432784999,,0.0114808402871826,0.048483474303552702,0.0311672753033286,0.0066666913581889999,0.043253373285375998,0.0248866805794658,0.71253481894150406,0.95543175487465182,0.80947075208913644,-0.0092841766754156001,0.010828851748992001,-0.011315068207821201,0.037499403442938797,0.090423143193339398,0.079104634292052806,-0.0097942129605505003,-0.0110912181096256,-0.0128389401079119,-0.0080321716972642995,-0.0085511209892501008,-0.0090498355199178995,-0.0221814435306593,-0.025637172747899301,-0.0290010991177449,,,2018,1
2018-03-07,SZ_A,NON_ST,0.084459459459459402,,0.024284463072573599,,0.38,,0.0116718006035119,,0.6466158059467918,,0.27622474398007202,,0.0022610060388686998,,0.0115713748152941,0.048908914366595897,0.031463648208602202,0.0068153056202022002,0.043472995280543499,0.024980482968441499,0.71565315315315314,0.95889639639639646,0.81193693693693691,-0.0089592514633856004,0.0113399729791762,-0.0106819424669125,0.037587086884808503,0.090813626300179501,0.079896027118966095,-0.0097683497298452996,-0.010974183118528999,-0.0126511324404981,-0.0080321716972642006,-0.0085275377878827,-0.0090362060639372997,-0.022032847060809199,-0.025023667065752399,-0.0285703784236057,,,2018,1
2018-03-08,ALL_A,ALL_STATUS,0.10758027143330021,,0.028043933190430699,,0.59999999999999987,,0.0054905931154638002,,0.66170252846617572,,0.32788244392884758,,0.013336470540483701,,0.016898957000133399,0.026079392994374201,0.0063332982975403997,0.013517690407000699,0.021062278180781598,0,0.84409136047666333,0.78086726249586225,0.49950347567030778,-0.0025220694327099001,-0.0127294867508872,-0.039977756394974702,0.040063413031194803,0.069324766611139704,0.059162924658968802,-0.0080399163999498001,-0.010286754248736299,-0.025684646328076498,-0.0066055286053083003,-0.0072260450917395998,-0.017544309650909098,-0.0202154704779334,-0.025060573256183299,-0.062012040345611003,,,2018,2
2018-03-08,ALL_A,NON_ST,0.10846205507051709,,0.0280091418483948,,0.5975232198142415,,0.0055245905960549001,,0.66154805851791065,,0.33114727194687787,,0.013507899471904899,,0.016968145002810301,0.0261917742926152,0.0063378681599675999,0.0135854546438574,0.0210874777091704,0,0.84452652787105442,0.78038952316991272,0.49932840832773667,-0.0025280338211116,-0.0127135019136463,-0.040003545830650002,0.040306004347982101,0.069635557621902294,0.059234292376128699,-0.0080655139816045007,-0.0102793418629974,-0.025757630106584599,-0.0066298585386696997,-0.0072559224720057996,-0.017641255161017,-0.020275076412985302,-0.025068816838121399,-0.062176300715673302,,,2018,2
2018-03-08,CHINEXT_BOARD,ALL_STATUS,0.163751987281399,,0.0293848832070122,,0.66019417475728148,,0.0052601049796724003,,0.71702491450903738,,0.40037404689972661,,-0.0055706813179844999,,0.030556725659101999,0.042790387909941698,0.0133070589558235,0.027361488011137702,0.0379753069533105,0.0081103445374535992,0.95230524642289338,0.8664546899841018,0.57710651828298876,0.0075217810424073996,-0.0061642802690063002,-0.040770979774838401,0.054419883581004698,0.0926023701875167,0.071450556756524494,-0.0066576152093166998,-0.0080630878276845997,-0.027503307201537,-0.0064665352357459998,-0.0066708091721405004,-0.018018505502678198,-0.018119432927246899,-0.021609036622956199,-0.074290953662661405,,,2018,2
2018-03-08,CHINEXT_BOARD,NON_ST,0.163751987281399,,0.0293848832070122,,0.66019417475728148,,0.0052601049796724003,,0.71702491450903738,,0.40037404689972661,,-0.0055706813179844999,,0.030556725659101999,0.042790387909941698,0.0133070589558235,0.027361488011137702,0.0379753069533105,0.0081103445374535992,0.95230524642289338,0.8664546899841018,0.57710651828298876,0.0075217810424073996,-0.0061642802690063002,-0.040770979774838401,0.054419883581004698,0.0926023701875167,0.071450556756524494,-0.0066576152093166998,-0.0080630878276845997,-0.027503307201537,-0.0064665352357459998,-0.0066708091721405004,-0.018018505502678198,-0.018119432927246899,-0.021609036622956199,-0.074290953662661405,,,2018,2
2018-03-08,SH_A,ALL_STATUS,0.077424612876935597,,0.021912220765654401,,0.5368421052631579,,0.0051968142419801999,,0.50590180878552971,,0.39555267341645051,,0.0128965722284737,,0.011924601878231401,0.017827675103172302,-0.00028427323737369999,0.0098108705642591994,0.014641549992947899,-0.0035461030067506999,0.81907090464547683,0.73757131214343918,0.43439282803585982,-0.0028465816543205001,-0.013197721339315901,-0.039462356200574498,0.029555704620264901,0.052908325746446598,0.044764563155098899,-0.0085213905746731999,-0.0109274565152923,-0.026164335400081701,-0.0065617033332893999,-0.0075117724110620003,-0.019608471388376399,-0.020309922531809899,-0.024990279176472199,-0.059274485485051098,,,2018,2
2018-03-08,SH_A,NON_ST,0.078202995008319398,,0.021785135159794002,,0.53191489361702116,,0.0052520994998735996,,0.50991136180499586,,0.4030472432313934,,0.012050299546745601,,0.0118883644363695,0.017694354067186498,-0.00038597046659729999,0.0096633462778595008,0.014424320126650099,-0.0035677293129841,0.81697171381031608,0.73377703826955065,0.43344425956738758,-0.0031524129035393998,-0.0134070753629716,-0.039653645790291299,0.0296089563403285,0.052740596723754897,0.044836232330309402,-0.0086107417248576998,-0.011031304774998999,-0.026369048075247099,-0.0066519174043226997,-0.0076017979286717996,-0.019681523693292,-0.020370188917679499,-0.0251230602559438,-0.059617743713337099,,,2018,2
2018-03-08,SZ_A,ALL_STATUS,0.12820512820512811,,0.030576597018055599,,0.62608695652173907,,0.0056119365632069998,,0.68935480551553807,,0.3230203554333605,,0.0080980009262680008,,0.020301149717287002,0.031723126468457201,0.0108593631098815,0.0173549905590656,0.027369244856669101,0.0030987625984387002,0.8612040133779264,0.81047937569676687,0.54403567447045698,-0.0022596327087901998,-0.012636089350706099,-0.040104456695736597,0.045512932019793201,0.079437618850738398,0.070183380418980201,-0.0077106138289433001,-0.0098485481834831006,-0.025356564671805401,-0.0066247351240512004,-0.0069858662487542996,-0.0164833217781408,-0.019979722434573102,-0.0251199375052087,-0.064952433866150794,,,2018,2
2018-03-08,SZ_A,NON_ST,0.1289414414414414,,0.0305639742882572,,0.62445414847161573,,0.0056364428364087003,,0.68878716744913915,,0.32662861740376647,,0.0079446227538068001,,0.0204061496429352,0.031942843611852297,0.0108885742574513,0.017406893079266701,0.027423245817705898,0.0030987625984387002,0.86317567567567555,0.81193693693693691,0.54391891891891886,-0.0022542295793148998,-0.012440134431363801,-0.040065962328844303,0.0456720678704799,0.079492403816716101,0.070265288676502904,-0.0076965028625782996,-0.0097704120092666005,-0.025343821323739801,-0.0066225407604933,-0.0069790967588072997,-0.0165188066793301,-0.019904870669163102,-0.025005768784241201,-0.064686654300252097,,,2018,2
2018-03-09,ALL_A,ALL_STATUS,0.31638044914134739,,0.0233621487866006,,0.6910229645093946,,0.0024943792209668999,,0.78669050075834146,,0.22940054549766781,,0.015160516638028001,,0.015318996349126601,-0.0016235217826747999,-0.011020576484589701,0.0114450696713147,-0.0063627009430892003,-0.015566042742114801,0.85931307793923384,0.38639365918097751,0.3127476882430647,-0.0013246141832629001,-0.034685557987889901,-0.057346460125033999,0.0374713430213117,0.035616603545159102,0.037041271680349,-0.0049671892013272,-0.017647239201485299,-0.037793958470324802,-0.0042402975101195998,-0.014424903335664201,-0.031901401527943997,-0.015856569224888199,-0.041110571250753798,-0.080042707673536398,,,2018,3
2018-03-09,ALL_A,NON_ST,0.3184862692565304,,0.023346882451776501,,0.68980021030494221,,0.0025064763126904002,,0.78924658949979332,,0.23523081743015531,,0.014058424171372701,,0.015476482921055801,-0.0015937689028211999,-0.0111940860756635,0.011528309309170001,-0.0065304165233624999,-0.0156712466201262,0.86202277294038843,0.38513060951105149,0.31011386470194241,-0.0011366941162302001,-0.034654761276968801,-0.057383594210850701,0.037787931162775498,0.0357180826020791,0.0369870464621921,-0.0048724641064342,-0.017625804054384301,-0.037892582138980599,-0.0041681204657853998,-0.0145407251640105,-0.032046951100889003,-0.0157237866737483,-0.041122556151571101,-0.080200167714983797,,,2018,3
2018-03-09,CHINEXT_BOARD,ALL_STATUS,0.55714285714285705,,0.026417139257215699,,0.74928774928774933,,0.0018528392463622,,0.89742687219322725,,0.28499585847828662,,-0.010155258128423401,,0.019548193502537899,-0.0041550270950243004,-0.0198842709154246,0.0147106558746642,-0.0084995753459930004,-0.025416016722762801,0.8936507936507937,0.35238095238095241,0.24126984126984119,0,-0.040519080991716097,-0.067056308693871802,0.044930992918439799,0.034847987516787797,0.030951589300770299,-0.0027709067776589,-0.019094016588717001,-0.048969503511651802,-0.0032312314096273999,-0.0166174022931549,-0.045874769191561901,-0.0155934046619806,-0.047985039826111402,-0.096991095361860902,,,2018,3
2018-03-09,CHINEXT_BOARD,NON_ST,0.55714285714285705,,0.026417139257215699,,0.74928774928774933,,0.0018528392463622,,0.89742687219322725,,0.28499585847828662,,-0.010155258128423401,,0.019548193502537899,-0.0041550270950243004,-0.0198842709154246,0.0147106558746642,-0.0084995753459930004,-0.025416016722762801,0.8936507936507937,0.35238095238095241,0.24126984126984119,0,-0.040519080991716097,-0.067056308693871802,0.044930992918439799,0.034847987516787797,0.030951589300770299,-0.0027709067776589,-0.019094016588717001,-0.048969503511651802,-0.0032312314096273999,-0.0166174022931549,-0.045874769191561901,-0.0155934046619806,-0.047985039826111402,-0.096991095361860902,,,2018,3
2018-03-09,SH_A,ALL_STATUS,0.2394136807817589,,0.0201403380939566,,0.64965986394557818,,0.0029151980829495001,,0.71836602751655032,,0.23677398952928611,,-0.022418021377326201,,0.013212921470030701,-0.0031412199034814002,-0.012543235313358599,0.0103040609297178,-0.0067269577805810004,-0.0147789845761845,0.84853420195439744,0.36970684039087942,0.30944625407166121,-0.0014630745418025,-0.0307557038234966,-0.055806347642465198,0.032296906346371397,0.0303928062783703,0.031396854060672101,-0.0057151260927807996,-0.017654501699271199,-0.035788445275154901,-0.0044457993851680002,-0.0143371705144515,-0.029887332966077401,-0.0152596627405367,-0.037377906246968101,-0.076294947671103799,,,2018,3
2018-03-09,SH_A,NON_ST,0.24169435215946841,,0.020074616777817599,,0.64604810996563566,,0.0029452516714334998,,0.72506181304411055,,0.24685433591535991,,-0.020665803550690701,,0.013344092537942101,-0.0031437862418733,-0.012735510719997199,0.010366350955126001,-0.0067889048495998004,-0.014902071625099,0.85049833887043191,0.3687707641196013,0.3064784053156146,-0.0014496581914699,-0.030893280305602001,-0.055908041021030502,0.032686747748965399,0.030736383051885301,0.031280868865238502,-0.0056330295825570004,-0.0177082374036007,-0.0359416241329088,-0.0044108491510319999,-0.014417552811204,-0.029937955414770099,-0.0152352430000702,-0.037449149440760297,-0.076681339702723297,,,2018,3
