phase,arm,event_dates,trades,mean_trade_return,median_trade_return,positive_trade_fraction,severe_trade_fraction
generation,recurrent,45,90,0.0415970464527,0.0400787862712,0.577777777778,0.0888888888889
generation,isolated,7,14,0.00847156423535,-0.00830373884268,0.428571428571,0.0714285714286
