block,trade_date,decision_at,symbol,rs_score,r20,r60,r120,rs_acceleration,mom20,mom60,mom120,box_width,ma_dispersion,direction_efficiency,vol_ratio,minvol_location,minvol_ratio,breakout_volume_ratio,selected_by_current_system,actual_completed_trade_return,candidate_count,baseline_rank,candidate_id,outcome_status,next_open_price,forward_return_5,forward_return_20,mfe_20,mae_20,oriented_pct__rs_score,oriented_pct__r20,oriented_pct__r60,oriented_pct__r120,oriented_pct__rs_acceleration,oriented_pct__mom20,oriented_pct__mom60,oriented_pct__mom120,oriented_pct__box_width,oriented_pct__ma_dispersion,oriented_pct__direction_efficiency,oriented_pct__vol_ratio,oriented_pct__minvol_location,oriented_pct__minvol_ratio,oriented_pct__breakout_volume_ratio
development_2018_2021,2019-02-25,2019-02-25T15:00:00+08:00,300107.SZ,0.22075471698113208,0.10062893081761007,0.2389937106918239,0.27044025157232704,-0.16981132075471697,0.042163153070577275,0.02156334231805923,-0.047738693467336724,0.19569892473118267,0.04752184729221143,0.12037037037037043,0.8435702467220744,0.0,0.39223567905571205,2.2204731942453777,True,0.06348769340895315,4,3,development_2018_2021|2019-02-25|300107.SZ,COMPLETE,11.4,0.061909143488090956,0.061909143488090956,0.17689328215644018,-0.022030600977969272,0.5,0.25,0.5,0.5,0.75,0.25,0.5,0.5,0.25,0.75,0.25,0.25,1.0,0.75,0.25
development_2018_2021,2019-02-25,2019-02-25T15:00:00+08:00,300142.SZ,0.2320754716981132,0.12578616352201258,0.23270440251572327,0.3018867924528302,-0.17610062893081763,0.05246589716684147,0.019308943089430874,-0.038811691423095485,0.09542410714285698,0.025955804980708486,0.08533916849015301,0.5176021661790767,0.24999999999999928,0.3605347639906777,4.310572960184302,True,0.18078797681258618,4,2,development_2018_2021|2019-02-25|300142.SZ,COMPLETE,19.98,0.07792207792207795,0.1063936063936064,0.1645011645011647,-0.004999004999004963,0.75,0.5,0.25,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
development_2018_2021,2019-02-25,2019-02-25T15:00:00+08:00,300212.SZ,0.20314465408805032,0.2138364779874214,0.2641509433962264,0.09433962264150944,0.11949685534591196,0.11634615384615365,0.03200000000000003,-0.16384587684551677,0.18497109826589586,0.05312915456201672,0.060188542422045146,0.7997669548019033,0.04153354632587829,0.541448510502319,2.748182878954878,True,0.17915124984319628,4,4,development_2018_2021|2019-02-25|300212.SZ,COMPLETE,23.23,0.14407202784301365,0.20335927524907316,0.30304478130565093,-0.023361485694675443,0.25,0.75,1.0,0.25,0.5,0.75,1.0,0.25,0.75,0.5,1.0,0.5,0.75,0.25,0.5
development_2018_2021,2019-03-15,2019-03-15T15:00:00+08:00,300068.SZ,0.43982558139534883,0.1511627906976744,0.37790697674418605,0.7354651162790697,-0.5843023255813953,0.10706932052161977,0.19747587230883434,0.33747927031509106,0.12661870503597128,0.030855068566818966,0.22926829268292692,0.5276193253240542,0.028409090909090308,0.2567008342396127,1.9481761839007747,True,-0.04976496050509363,1,1,development_2018_2021|2019-03-15|300068.SZ,COMPLETE,15.98,-0.027603810457377365,0.09980069992585627,0.10090160152738381,-0.06226439392897465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-04-12,2019-04-12T15:00:00+08:00,300349.SZ,0.5796238244514107,0.5266457680250783,0.5799373040752351,0.6144200626959248,-0.0877742946708465,0.043260473588342396,0.37185628742514987,0.5627557980900408,0.16924664602683182,0.015170278637770762,0.17954815695600468,0.7072712175705813,0.0,0.418056433456381,1.3866956727262563,True,-0.07589694189442062,1,1,development_2018_2021|2019-04-12|300349.SZ,COMPLETE,23.23,-0.03765627398860294,-0.21508839847195427,0.008462050218399852,-0.24397599817315707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-04-17,2019-04-17T15:00:00+08:00,300274.SZ,0.6643962848297214,0.6687306501547987,0.4891640866873065,0.9535603715170279,-0.2848297213622292,0.07933884297520666,0.3258883248730966,1.3875685557586839,0.1875,0.02502120441051714,0.03910614525139663,0.5204783673470176,0.15492957746478794,0.5696895440571628,1.746607527100642,True,-0.05581937323077541,1,1,development_2018_2021|2019-04-17|300274.SZ,COMPLETE,12.98,-0.015837783172143682,-0.24957630966875954,0.09289785715055365,-0.29808250301316563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-05-29,2019-05-29T15:00:00+08:00,300595.SZ,0.8220512820512821,0.8307692307692308,0.8102564102564103,0.8358974358974359,-0.0051282051282051,0.07332293291731684,0.3115865282779071,0.5803981623277181,0.17061973986227996,0.03603335071091718,0.12945368171021393,0.8015763372153436,0.28923766816143504,0.5270844428962699,0.9970729100795224,True,0.017312502800629556,1,1,development_2018_2021|2019-05-29|300595.SZ,COMPLETE,34.11,-0.0011202517798822864,0.1571673708876875,0.16740486133625976,-0.028822247819609292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-08-02,2019-08-02T15:00:00+08:00,300378.SZ,0.6412790697674419,0.877906976744186,0.47093023255813954,0.7674418604651163,0.1104651162790697,0.15596330275229353,0.09202895332764927,0.5996715028668642,0.17108251324753976,0.045191839008425605,0.1277978961615492,0.6457107344611039,0.06637168141592859,0.32503969934494087,3.4158415135689,False,,1,1,development_2018_2021|2019-08-02|300378.SZ,COMPLETE,16.1,-0.14332996196350234,-0.03299185286762918,0.0424358250445207,-0.18094328032216234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-08-19,2019-08-19T15:00:00+08:00,300020.SZ,0.38,0.4342857142857143,0.32571428571428573,0.4342857142857143,0.0,0.07862407862407839,0.08128078817733964,0.10998735777496838,0.06944444444444464,0.016533986527862865,0.008928571428571251,0.7068849038037522,0.45283018867924624,0.401632639387185,2.4961196459663775,True,0.0591806573391452,1,1,development_2018_2021|2019-08-19|300020.SZ,COMPLETE,8.81,-0.03938059670182248,0.09089208181149178,0.12600226107604096,-0.05882993283674309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-08-22,2019-08-22T15:00:00+08:00,300699.SZ,0.3839572192513369,0.2887700534759358,0.3155080213903743,0.5614973262032086,-0.2727272727272728,0.004145077720207224,0.026754966887417186,0.21070950468540794,0.18226299694189585,0.03615192680898249,0.24051803885291395,0.7997230840118421,0.2631578947368414,0.5889926714151783,0.903841985713439,True,0.0076504235885243585,1,1,development_2018_2021|2019-08-22|300699.SZ,COMPLETE,38.8,-0.004570172095945013,0.02372369898143112,0.11151734863075102,-0.014902623150045646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-08-26,2019-08-26T15:00:00+08:00,300357.SZ,0.6857894736842105,0.7263157894736842,0.5789473684210527,0.8368421052631579,-0.1105263157894737,0.121193092621664,0.16205662219329642,0.46186035933591096,0.16853562005277034,0.05680497502293824,0.01742160278745652,0.6133943070234388,0.2857142857142859,0.40074403950802756,1.452898725213917,True,0.057441805344580175,1,1,development_2018_2021|2019-08-26|300357.SZ,COMPLETE,35.9,-0.02145765098411334,0.05749292490239566,0.06300384851916907,-0.039957257227452136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-08-28,2019-08-28T15:00:00+08:00,300015.SZ,0.6606060606060606,0.702020202020202,0.5555555555555556,0.8080808080808081,-0.1060606060606061,0.11839947523778305,0.19487870619946124,0.35317460317460325,0.1687285223367696,0.06856559359380876,0.22676579925650545,0.8479963703334228,0.38492871690427666,0.5235143018088175,0.7895211913280831,True,0.03898449030208671,1,1,development_2018_2021|2019-08-28|300015.SZ,COMPLETE,34.0,-0.0034656519950635456,0.03762854792266568,0.06511135922900624,-0.027443145090203847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-08-29,2019-08-29T15:00:00+08:00,300413.SZ,0.4298507462686567,0.6318407960199005,0.30845771144278605,0.4975124378109453,0.1343283582089552,0.0875647668393782,0.056100628930817464,0.04714392616612595,0.14406548431105048,0.06530904870013488,0.1472332015810275,0.7938137675267639,0.0744466800804824,0.5091066532617022,1.0005531774926752,True,0.04679222129211417,1,1,development_2018_2021|2019-08-29|300413.SZ,COMPLETE,44.88,0.11786008109537538,0.034693247928542226,0.12855059379123568,-0.03616882226507889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-08-30,2019-08-30T15:00:00+08:00,300034.SZ,0.7754901960784314,0.5588235294117647,0.8186274509803921,0.8480392156862745,-0.2892156862745098,0.060112711333750735,0.36422240128928274,0.42748735244519387,0.13997214484679676,0.03689882580022519,0.13360323886639647,0.48636069107442537,0.030864197530864616,0.5679232083822274,2.0292045501071505,True,-0.030729959885335875,2,1,development_2018_2021|2019-08-30|300034.SZ,COMPLETE,16.93,0.057540215248425675,-0.030293392372541694,0.11406608748605218,-0.047025036393022246,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
development_2018_2021,2019-08-30,2019-08-30T15:00:00+08:00,300144.SZ,0.6627450980392157,0.4117647058823529,0.7254901960784313,0.7254901960784313,-0.3137254901960784,0.026019417475728224,0.288152120916626,0.25272641062114753,0.16446208112874783,0.021581412434567016,0.20912052117263866,0.8319886676473108,0.2943722943722944,0.4912089339220584,0.6619961090366525,True,0.04919437161230483,2,2,development_2018_2021|2019-08-30|300144.SZ,COMPLETE,26.4,0.012745209336118668,0.056218781218781544,0.07279084551811854,-0.029758120667211285,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5
development_2018_2021,2019-09-02,2019-09-02T15:00:00+08:00,300458.SZ,0.45458937198067634,0.5169082125603864,0.47342995169082125,0.38164251207729466,0.13526570048309175,0.11141181777176357,0.1711026615969582,-0.05267204921184154,0.17707317073170725,0.06364397384556209,0.06735751295336796,0.660469177542227,0.1800554016620495,0.4210121087739369,1.8402596548074965,True,0.01177344714109419,2,1,development_2018_2021|2019-09-02|300458.SZ,COMPLETE,24.48,0.1406901921607806,0.1402825116060411,0.2038614979791451,-0.003855621502680262,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5
development_2018_2021,2019-09-02,2019-09-02T15:00:00+08:00,300667.SZ,0.41062801932367154,0.2946859903381642,0.3961352657004831,0.5120772946859904,-0.2173913043478262,0.050151464153483705,0.13951789627465305,0.04557640750670244,0.1647103369935632,0.024860840760851266,0.04822876653862567,0.6660927321829079,0.2321839080459773,0.5480125276665433,2.0306538258821036,True,-0.07161700038502081,2,2,development_2018_2021|2019-09-02|300667.SZ,COMPLETE,31.29,0.04584485504907376,-0.08364981135834426,0.06764440417364681,-0.09007579189745996,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0
development_2018_2021,2019-09-05,2019-09-05T15:00:00+08:00,300271.SZ,0.5004184100418411,0.5690376569037657,0.5397489539748954,0.3891213389121339,0.1799163179916318,0.17820163487738405,0.19579646017699126,0.046033424803037404,0.19501133786848057,0.06076501243230359,0.05583126550868497,0.8128734389697562,0.4825581395348841,0.3423457909080569,2.0389052969012234,True,0.00030898366543310085,1,1,development_2018_2021|2019-09-05|300271.SZ,COMPLETE,21.63,0.014612294778730384,-0.017224107376673126,0.07613145061133975,-0.05642208000044324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-09-06,2019-09-06T15:00:00+08:00,300303.SZ,0.4859504132231405,0.3677685950413223,0.5,0.5413223140495868,-0.1735537190082645,0.1483679525222552,0.20937499999999987,0.14666666666666672,0.13988095238095255,0.030068965517241475,0.21461187214611882,0.8438701784633411,0.3829787234042555,0.4464398425293551,0.653819411513859,False,,1,1,development_2018_2021|2019-09-06|300303.SZ,COMPLETE,3.91,-0.012207741107996717,-0.04538939321548008,0.042435825044520925,-0.09297863262057626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2019-09-09,2019-09-09T15:00:00+08:00,300037.SZ,0.36561264822134387,0.1857707509881423,0.5454545454545454,0.1857707509881423,0.0,0.1013941698352343,0.2760646108663729,-0.10319917440660464,0.16666666666666674,0.04501674176346593,0.19722222222222208,0.7432359922869954,0.29189189189189246,0.4935182155382747,1.1772156681919652,False,,3,3,development_2018_2021|2019-09-09|300037.SZ,COMPLETE,26.04,-0.03994047427227143,-0.03840744508947258,0.01779940489617915,-0.06736888303708577,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
development_2018_2021,2019-09-09,2019-09-09T15:00:00+08:00,300303.SZ,0.4407114624505929,0.2766798418972332,0.4505928853754941,0.5335968379446641,-0.2569169960474309,0.13256484149855896,0.22049689440993792,0.14410480349344978,0.1517857142857144,0.04273661041819499,0.2181818181818182,0.8117620759442035,0.35294117647058837,0.44426925606593165,1.2962386387339415,False,,3,1,development_2018_2021|2019-09-09|300303.SZ,COMPLETE,3.97,-0.059816757549754906,-0.027136591368329244,0.02668112743679507,-0.10668676411749456,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666
development_2018_2021,2019-09-09,2019-09-09T15:00:00+08:00,300674.SZ,0.41106719367588934,0.2015810276679842,0.549407114624506,0.3201581027667984,-0.1185770750988142,0.10604113110539837,0.2790784095131922,-0.008354940939210409,0.14915131816540272,0.014325142748594866,0.08637379002233794,0.8385240851953583,0.27950310559006175,0.5305417457515282,1.4291510670886665,False,,3,2,development_2018_2021|2019-09-09|300674.SZ,COMPLETE,36.25,-0.05513300492610829,-0.12836570326225483,0.04337042268076763,-0.19253160632470967,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0
development_2018_2021,2019-09-10,2019-09-10T15:00:00+08:00,300003.SZ,0.5929368029739777,0.44609665427509293,0.6951672862453532,0.5204460966542751,-0.07434944237918217,0.17369727047146388,0.3302085774548862,0.09469623915139813,0.18243819266837158,0.0727113160342141,0.12782956058588557,0.8380825647502587,0.16822429906542039,0.5072844128243345,1.2481510688021997,False,,1,1,development_2018_2021|2019-09-10|300003.SZ,COMPLETE,28.59,-0.07146368846263895,-0.0386507511376345,-0.0009990009990009652,-0.12644193861402664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
