block,trade_date,decision_at,symbol,rs_score,r20,r60,r120,rs_acceleration,mom20,mom60,mom120,box_width,ma_dispersion,direction_efficiency,vol_ratio,minvol_location,minvol_ratio,breakout_volume_ratio,selected_by_current_system,actual_completed_trade_return,candidate_count,baseline_rank,candidate_id,outcome_status,next_open_price,forward_return_5,forward_return_20,mfe_20,mae_20,oriented_pct__rs_score,oriented_pct__r20,oriented_pct__r60,oriented_pct__r120,oriented_pct__rs_acceleration,oriented_pct__mom20,oriented_pct__mom60,oriented_pct__mom120,oriented_pct__box_width,oriented_pct__ma_dispersion,oriented_pct__direction_efficiency,oriented_pct__vol_ratio,oriented_pct__minvol_location,oriented_pct__minvol_ratio,oriented_pct__breakout_volume_ratio
development_2018_2021,2020-06-19,2020-06-19T15:00:00+08:00,300033.SZ,0.4424242424242424,0.5117845117845118,0.4781144781144781,0.3367003367003367,0.1750841750841751,0.12736273627362737,0.16881298992161242,0.12180922525750115,0.12992823189486447,0.04262546379361387,0.05404273146208635,0.46270609875945223,0.31404958677685924,0.43190163396103853,2.028759023018531,True,0.13073451201742245,1,1,development_2018_2021|2020-06-19|300033.SZ,COMPLETE,125.34,0.05963065178000582,0.19395563746928057,0.49834209192753987,-0.0009990009990008542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2020-06-22,2020-06-22T15:00:00+08:00,300042.SZ,0.5234323432343234,0.30363036303630364,0.6600660066006601,0.44224422442244227,-0.13861386138613863,0.07864523536165313,0.29496898690558226,0.2337491792514772,0.16321406151914641,0.02525637269264558,0.04320666319625185,0.34168695606130184,0.3654822335025377,0.42229483912442417,1.48473169512329,True,-0.1337596655730273,3,3,development_2018_2021|2020-06-22|300042.SZ,COMPLETE,18.86,-0.13270133895796654,0.039805899296885716,0.08534095808751174,-0.1471942691454884,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
development_2018_2021,2020-06-22,2020-06-22T15:00:00+08:00,300087.SZ,0.6633663366336633,0.4389438943894389,0.66996699669967,0.801980198019802,-0.3630363036303631,0.12191358024691334,0.3040358744394618,0.6541524459613197,0.1581092094539529,0.03891789273849078,0.02465753424657548,0.5644406033274577,0.0979381443298975,0.42618343732800296,5.230420077711696,True,0.09214596470873189,3,1,development_2018_2021|2020-06-22|300087.SZ,COMPLETE,14.24,-0.07909085296725737,0.08630835456678154,0.1491317671092951,-0.09991693699558868,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0
development_2018_2021,2020-06-22,2020-06-22T15:00:00+08:00,300348.SZ,0.5864686468646865,0.49834983498349833,0.6171617161716172,0.594059405940594,-0.09570957095709567,0.14139978259051755,0.2541345093715546,0.39371043496017966,0.15249697598064627,0.035818532328536934,0.0040101721439751705,0.5543913362814228,0.3348441926345602,0.49756886036211934,2.0466957715663123,True,0.11775910603870117,3,2,development_2018_2021|2020-06-22|300348.SZ,COMPLETE,18.21,-0.0009018987602181783,0.2457213297410994,0.3468135379173274,-0.027331811516325355,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666
development_2018_2021,2020-06-23,2020-06-23T15:00:00+08:00,300451.SZ,0.49837662337662336,0.5714285714285714,0.40584415584415584,0.6038961038961039,-0.0324675324675325,0.14192282537606293,0.10623020063358002,0.4594594594594599,0.17418459403192244,0.03905552010210611,0.08326888373292077,0.6249289869031777,0.27490039840637415,0.5443346450923521,2.0245833561875908,False,,4,4,development_2018_2021|2020-06-23|300451.SZ,COMPLETE,17.47,0.012854918407293914,0.025994040304286647,0.2037190056651994,-0.02330068328923507,0.25,1.0,0.25,0.5,0.5,1.0,0.25,0.5,0.5,1.0,0.75,1.0,0.75,0.25,1.0
development_2018_2021,2020-06-23,2020-06-23T15:00:00+08:00,300601.SZ,0.7139610389610389,0.3246753246753247,0.7954545454545454,0.8376623376623377,-0.512987012987013,0.05563748491754916,0.4187387387387387,0.8313757413652749,0.18075580512976175,0.04479189636645575,0.18508535489667555,0.7975972732711628,0.42275398824517196,0.43545339454935605,0.7160575742702006,True,0.3135709906357937,4,1,development_2018_2021|2020-06-23|300601.SZ,COMPLETE,157.4,-0.02323883232396573,0.3901647907365824,0.39155634708366605,-0.06129448696157713,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.25,0.75,0.25,0.5,0.25,0.75,0.25
development_2018_2021,2020-06-23,2020-06-23T15:00:00+08:00,300741.SZ,0.5217532467532467,0.5292207792207793,0.5844155844155844,0.41233766233766234,0.11688311688311696,0.12288686605981791,0.20938375350140048,0.24873463485177139,0.16925198207514658,0.06400143231772182,0.07492957746478818,0.7730927258180134,0.0944206008583686,0.40357337394879667,1.2250119247284084,False,,4,3,development_2018_2021|2020-06-23|300741.SZ,COMPLETE,34.6,0.1788538051543831,0.8318817021129159,1.1654645932102579,-0.028428219179664316,0.5,0.75,0.75,0.25,0.25,0.75,0.75,0.25,0.75,0.25,1.0,0.75,1.0,1.0,0.75
development_2018_2021,2020-06-23,2020-06-23T15:00:00+08:00,300760.SZ,0.5928571428571429,0.3344155844155844,0.564935064935065,0.8116883116883117,-0.4772727272727273,0.05905001925163633,0.1988271653855298,0.7483964172204565,0.16797488226059665,0.046550419548468724,0.14554899164799376,0.8149373984599451,0.3876867594023697,0.5254611792678393,0.989743717158612,False,,4,2,development_2018_2021|2020-06-23|300760.SZ,COMPLETE,303.01,-0.042937788919769626,0.1613329741444327,0.18352984595022837,-0.05707968148151632,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,1.0,0.5,0.5,0.25,0.5,0.5,0.5
development_2018_2021,2020-06-29,2020-06-29T15:00:00+08:00,300034.SZ,0.5237942122186495,0.5369774919614148,0.5916398713826366,0.40192926045016075,0.13504823151125406,0.14441087613293058,0.24278215223097122,0.17348203221809166,0.1438356164383563,0.040310107124443606,0.20510095642933038,0.45954534339978415,0.2814070351758803,0.49089812027804236,3.3396942014599085,False,,1,1,development_2018_2021|2020-06-29|300034.SZ,COMPLETE,18.86,-0.028456167374512953,0.18055999673709144,0.293500608617258,-0.06456216106269108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2020-06-30,2020-06-30T15:00:00+08:00,300010.SZ,0.5376175548589341,0.34796238244514105,0.5203761755485894,0.6927899686520376,-0.3448275862068966,0.09697309417040367,0.2782495101241018,0.5324980422866092,0.18513853904282107,0.056593406593406836,0.058678196417541684,0.8064486405298765,0.2881355932203384,0.4059674934047666,1.6790098488877034,False,,6,3,development_2018_2021|2020-06-30|300010.SZ,COMPLETE,20.0,0.08033716283716297,0.06337112887112895,0.3361638361638364,-0.020979020979020713,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.8333333333333334,0.8333333333333334
development_2018_2021,2020-06-30,2020-06-30T15:00:00+08:00,300012.SZ,0.5225705329153605,0.322884012539185,0.5924764890282131,0.5391849529780565,-0.2163009404388715,0.0917127071823205,0.3204143000334114,0.32929700639085113,0.13279618024470308,0.03509109395180121,0.24250681198910068,0.8218758119022685,0.46333333333333354,0.5228793483423151,0.8543475644318316,False,,6,4,development_2018_2021|2020-06-30|300012.SZ,COMPLETE,19.95,0.06353496127932234,0.16658679666198473,0.2618959987381042,-0.02353285811932415,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666
development_2018_2021,2020-06-30,2020-06-30T15:00:00+08:00,300271.SZ,0.2445141065830721,0.2445141065830721,0.23510971786833856,0.2601880877742947,-0.0156739811912226,0.058139534883721034,0.10461812409724836,0.07555835576065673,0.15661157024793382,0.04614994708357689,0.1502729461459539,0.7350923308023162,0.13720316622691284,0.43297453038580686,1.01646378312096,False,,6,6,development_2018_2021|2020-06-30|300271.SZ,COMPLETE,28.15,0.035227649792481275,-0.09701204656799667,0.09588457723448851,-0.11562682433019889,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
development_2018_2021,2020-06-30,2020-06-30T15:00:00+08:00,300454.SZ,0.645141065830721,0.34169278996865204,0.6551724137931034,0.8307210031347962,-0.48902821316614414,0.09535712386321338,0.36352201257861627,0.7892450699331075,0.1464699074074074,0.029259269484553263,0.07416404687053439,0.7603389979344645,0.22915843540102657,0.5275671757629422,1.413329845322927,False,,6,1,development_2018_2021|2020-06-30|300454.SZ,COMPLETE,209.0,0.029517850570482285,0.011133603238866474,0.21830322787260603,-0.09659718272158457,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.16666666666666666,0.5
development_2018_2021,2020-06-30,2020-06-30T15:00:00+08:00,300504.SZ,0.4231974921630094,0.5047021943573667,0.3887147335423197,0.4263322884012539,0.0783699059561128,0.14802354920100913,0.2015845070422535,0.2079646017699115,0.173310225303293,0.027811460981810976,0.14911366006256516,0.789210008060031,0.03508771929824589,0.524257168545951,2.4886740497379662,False,,6,5,development_2018_2021|2020-06-30|300504.SZ,COMPLETE,27.36,0.03338437877911571,-0.10632131026867864,0.1008728113991273,-0.12149254254517405,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0
development_2018_2021,2020-06-30,2020-06-30T15:00:00+08:00,300741.SZ,0.5655172413793104,0.47962382445141066,0.6269592476489029,0.5203761755485894,-0.04075235109717874,0.1403834260977117,0.3499267935578332,0.31198861615083606,0.19062392278524642,0.06294055267918419,0.23372948500282953,0.8391306541944625,0.08333333333333294,0.3881795486940254,1.6580348004584378,False,,6,2,development_2018_2021|2020-06-30|300741.SZ,COMPLETE,37.15,0.4460954926634606,0.4041874679828923,1.0168257045780602,-0.0265454599236562,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5,0.8333333333333334,0.8333333333333334,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,1.0,0.6666666666666666
development_2018_2021,2020-07-01,2020-07-01T15:00:00+08:00,300613.SZ,0.6611285266457679,0.54858934169279,0.8056426332288401,0.4952978056426332,0.0532915360501568,0.11438479529019618,0.5415566546428177,0.30019132453031405,0.19644480948050824,0.071119098445237,0.21142857142857147,0.8216692043083424,0.11814730447987849,0.4914057094604888,1.5893460547951832,True,-0.03534621431752298,2,1,development_2018_2021|2020-07-01|300613.SZ,COMPLETE,114.32,0.07718217751457801,-0.04233013312789369,0.17088999174373587,-0.11197969280544495,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5
development_2018_2021,2020-07-01,2020-07-01T15:00:00+08:00,300671.SZ,0.5655172413793103,0.64576802507837,0.5454545454545454,0.5454545454545454,0.1003134796238246,0.1511278195488721,0.2865546218487396,0.3566681435533894,0.19434343434343426,0.030314031584679713,0.14476763624205943,0.7851667828595906,0.4831932773109247,0.5329577023868038,2.411978277385192,False,,2,2,development_2018_2021|2020-07-01|300671.SZ,COMPLETE,30.09,0.07959338766916035,0.14426948923459393,0.27124454143397325,-0.04382755828418827,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0
development_2018_2021,2020-07-02,2020-07-02T15:00:00+08:00,300316.SZ,0.576875,0.46875,0.53125,0.725,-0.25625,0.094065934065934,0.2963541666666667,0.6068431245965138,0.171956418758882,0.06705897852531728,0.040929762506316456,0.8161687055309059,0.3608815426997243,0.595855801183017,1.250900511494771,False,,1,1,development_2018_2021|2020-07-02|300316.SZ,COMPLETE,24.93,0.12570462028945784,-0.01721022659650806,0.17371597516001858,-0.06631675584744168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
development_2018_2021,2020-07-03,2020-07-03T15:00:00+08:00,300303.SZ,0.3624615384615385,0.38461538461538464,0.4307692307692308,0.23384615384615384,0.1507692307692308,0.0753064798598948,0.2086614173228345,0.0944741532976825,0.19103313840155955,0.03717406624383379,0.11020408163265308,0.5135859243026938,0.022988505747126964,0.4811909680751181,1.832133071608327,False,,6,5,development_2018_2021|2020-07-03|300303.SZ,COMPLETE,6.15,0.08727045312411175,0.22845122357317482,0.24265977924514504,-0.07084785133565619,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.0,1.0,0.8333333333333334,0.8333333333333334
development_2018_2021,2020-07-03,2020-07-03T15:00:00+08:00,300316.SZ,0.5886153846153845,0.5723076923076923,0.5015384615384615,0.7446153846153846,-0.1723076923076923,0.14445939883355785,0.2504901960784316,0.6331626120358516,0.17906205589767898,0.07640117562765947,0.045271629778672155,0.7940633860094245,0.3465608465608461,0.5971530496723513,1.3322623461635519,False,,6,1,development_2018_2021|2020-07-03|300316.SZ,COMPLETE,25.9,0.09048094762380487,-0.04322820037105746,0.12975827261541562,-0.10128481557052971,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.5,1.0,0.5,0.16666666666666666,1.0,0.16666666666666666,0.5,0.3333333333333333,0.5
development_2018_2021,2020-07-03,2020-07-03T15:00:00+08:00,300476.SZ,0.5132307692307692,0.3046153846153846,0.5076923076923077,0.6615384615384615,-0.3569230769230769,0.051391862955032064,0.25704045058883773,0.5052115266707542,0.1466165413533833,0.055201354634469624,0.052510098095787695,0.5569741943133047,0.19366197183098494,0.6612362246547449,1.2025591809421388,False,,6,3,development_2018_2021|2020-07-03|300476.SZ,COMPLETE,24.75,0.05647847102392589,-0.06287853560580825,0.09345200254291175,-0.14550096368278176,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,1.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666
development_2018_2021,2020-07-03,2020-07-03T15:00:00+08:00,300604.SZ,0.49969230769230766,0.27692307692307694,0.5969230769230769,0.48615384615384616,-0.20923076923076922,0.04228187919463089,0.30230607966457,0.30394626364399646,0.1948001552192471,0.05910078092509585,0.14884516680923873,0.6316837082989699,0.37649402390438264,0.53598148805052,1.2248894910025592,False,,6,4,development_2018_2021|2020-07-03|300604.SZ,COMPLETE,31.55,0.10175624692264962,-0.04438540856924367,0.17790292116758066,-0.11688944969452086,0.5,0.16666666666666666,1.0,0.5,0.8333333333333334,0.16666666666666666,1.0,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333
development_2018_2021,2020-07-03,2020-07-03T15:00:00+08:00,300672.SZ,0.5144615384615385,0.44,0.5169230769230769,0.56,-0.12,0.08932038834951461,0.26039092338800285,0.38313609467455634,0.1417405999155048,0.0256400102956027,0.12633624878522834,0.6807967075861511,0.06213592233009716,0.40922902219900376,2.4743093473520936,False,,6,2,development_2018_2021|2020-07-03|300672.SZ,COMPLETE,56.1,0.13533845833311076,-0.0018201050286610343,0.21073222677500758,-0.08291352141619512,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,1.0,0.5,0.5,0.8333333333333334,1.0,1.0
development_2018_2021,2020-07-03,2020-07-03T15:00:00+08:00,300726.SZ,0.2753846153846154,0.31076923076923074,0.2953846153846154,0.21846153846153846,0.09230769230769229,0.05396352809825089,0.12918660287081352,0.08839354342813222,0.11504777070063699,0.03732735628153905,0.1332868108862527,0.7490553890106934,0.37370242214532806,0.5402044853183129,1.561554705496108,False,,6,6,development_2018_2021|2020-07-03|300726.SZ,COMPLETE,29.74,0.26109331153043347,0.22954919995942213,0.3066959939858396,-0.03291059982384781,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300036.SZ,0.3280120481927711,0.45481927710843373,0.20481927710843373,0.44879518072289154,0.00602409638554219,0.13396307428080734,0.1319218241042346,0.2831600427558061,0.1578669017188188,0.04518386641291672,0.06389214536928522,0.7218787732280734,0.09225092250922519,0.5918869920100867,1.8807691003933475,False,,11,8,development_2018_2021|2020-07-06|300036.SZ,COMPLETE,26.45,0.09761353957951324,-0.03406989985439879,0.11419771155120895,-0.13923505605925257,0.36363636363636365,0.8181818181818182,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.8181818181818182,0.2727272727272727,0.7272727272727273,0.5454545454545454,0.45454545454545453,0.8181818181818182,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.7272727272727273
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300068.SZ,0.1355421686746988,0.13253012048192772,0.12048192771084337,0.16265060240963855,-0.03012048192771083,0.03561643835616435,0.05684995340167753,0.03561643835616435,0.05428571428571427,0.009979852879164142,0.05413105413105405,0.7042237435592378,0.12280701754386009,0.6237981528381211,1.9841429085513278,False,,11,11,development_2018_2021|2020-07-06|300068.SZ,COMPLETE,11.48,0.20229683208777294,0.25271853581958115,0.28791069557620097,-0.014052149940651626,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.0,1.0,0.9090909090909091,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.8181818181818182
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300124.SZ,0.5545180722891566,0.35542168674698793,0.713855421686747,0.42168674698795183,-0.0662650602409639,0.10699001426533528,0.44345238095238093,0.2667319621286319,0.14548693586698325,0.07317073170731714,0.16277162771627746,0.7100433091892736,0.1367346938775514,0.6411267216790121,1.1762366067928252,False,,11,3,development_2018_2021|2020-07-06|300124.SZ,COMPLETE,38.8,0.26705099024686674,0.3653125225290177,0.3921645364944337,-0.0009990009990008542,0.8181818181818182,0.45454545454545453,1.0,0.6363636363636364,0.6363636363636364,0.45454545454545453,1.0,0.6363636363636364,0.8181818181818182,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.09090909090909091
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300223.SZ,0.34156626506024096,0.5572289156626506,0.21987951807228914,0.4006024096385542,0.1566265060240964,0.16234996841440297,0.14416001658202937,0.24058883020564115,0.18783620595015926,0.0324020649863348,0.07567384684786281,0.7496973626902999,0.37886412652767776,0.5459695817231007,1.8537963963609478,False,,11,7,development_2018_2021|2020-07-06|300223.SZ,COMPLETE,110.5,0.14883125923849927,-0.13404134327211237,0.15721382689708485,-0.23153769307615457,0.45454545454545453,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.9090909090909091,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.5454545454545454,0.6363636363636364
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300263.SZ,0.44216867469879517,0.18674698795180722,0.41566265060240964,0.6566265060240963,-0.46987951807228906,0.05822784810126569,0.24590163934426212,0.506306306306306,0.1781609195402296,0.03444707911187761,0.030630630630630623,0.6318995304524273,0.008064516129032097,0.5166452981278584,1.4250358589359238,False,,11,4,development_2018_2021|2020-07-06|300263.SZ,COMPLETE,8.4,0.1429499072356213,0.015823462252033682,0.18809761666904512,-0.09019551876694731,0.7272727272727273,0.2727272727272727,0.6363636363636364,1.0,1.0,0.2727272727272727,0.6363636363636364,1.0,0.45454545454545453,0.8181818181818182,1.0,0.9090909090909091,1.0,0.7272727272727273,0.18181818181818182
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300476.SZ,0.5587349397590362,0.3825301204819277,0.5993975903614458,0.608433734939759,-0.2259036144578313,0.11179039301310056,0.35209771640998433,0.46237794371051133,0.15366541353383445,0.058595357037907636,0.0754504504504505,0.5847002520428771,0.1681957186544334,0.6671239587155846,1.5850703870992082,False,,11,2,development_2018_2021|2020-07-06|300476.SZ,COMPLETE,25.8,0.04288076264820462,-0.08515747818073383,0.04895104895104896,-0.1802770872538313,0.9090909090909091,0.5454545454545454,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.5454545454545454,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.36363636363636365,0.6363636363636364,1.0,0.2727272727272727,0.09090909090909091,0.2727272727272727
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300504.SZ,0.34728915662650606,0.2620481927710843,0.35843373493975905,0.3855421686746988,-0.1234939759036145,0.08356004663816541,0.21906427634455605,0.22603342128408066,0.15384615384615397,0.04467210983410497,0.07314468766684466,0.7185419951412594,0.03296703296703324,0.5310189712139662,1.7032559397749598,False,,11,6,development_2018_2021|2020-07-06|300504.SZ,COMPLETE,28.2,0.04613259081344201,-0.08693434225349106,0.06808085531489794,-0.14766084978850935,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.8181818181818182,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.6363636363636364,0.5454545454545454,0.7272727272727273,0.45454545454545453,0.8181818181818182,0.6363636363636364,0.5454545454545454
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300672.SZ,0.6171686746987952,0.6054216867469879,0.641566265060241,0.5843373493975904,0.0210843373493975,0.17803627760252372,0.38566790352504654,0.42942583732057416,0.18504435994930302,0.03727063090052618,0.20837297811608016,0.7150955902546925,0.04444444444444447,0.40320425925552644,2.1109457237869913,False,,11,1,development_2018_2021|2020-07-06|300672.SZ,COMPLETE,59.8,0.12567282216111675,-0.04288604372216398,0.1358207010380923,-0.1396563302917817,1.0,1.0,0.9090909090909091,0.8181818181818182,0.36363636363636365,1.0,0.9090909090909091,0.8181818181818182,0.36363636363636365,0.7272727272727273,0.18181818181818182,0.5454545454545454,0.7272727272727273,0.9090909090909091,0.9090909090909091
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300686.SZ,0.20090361445783134,0.16265060240963855,0.18674698795180722,0.25,-0.08734939759036145,0.04805194805194812,0.11892856466099166,0.11326877508705913,0.18599461619567825,0.0638233878729546,0.21173617993781954,0.7894301223493724,0.04970760233918077,0.5070599505347834,1.585868048381289,False,,11,10,development_2018_2021|2020-07-06|300686.SZ,COMPLETE,24.4,0.055264407723424336,-0.08257439282029433,0.08170518006583616,-0.18196557540819813,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.7272727272727273,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.6363636363636364,0.8181818181818182,0.36363636363636365
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300726.SZ,0.32228915662650603,0.39759036144578314,0.32831325301204817,0.2620481927710843,0.13554216867469884,0.11587183308494775,0.20717452640064504,0.11545623836126628,0.1273885350318471,0.04308316226906328,0.162534435261708,0.7679527804047797,0.3374999999999995,0.5740120915318936,2.655756581080122,False,,11,9,development_2018_2021|2020-07-06|300726.SZ,COMPLETE,29.7,0.23994187630551256,0.32058850240668435,0.3454558909104364,-0.004026276753549385,0.2727272727272727,0.6363636363636364,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.6363636363636364,0.45454545454545453,0.36363636363636365,0.9090909090909091,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.45454545454545453,1.0
development_2018_2021,2020-07-06,2020-07-06T15:00:00+08:00,300739.SZ,0.39397590361445783,0.4186746987951807,0.48493975903614456,0.22590361445783133,0.19277108433734938,0.12160751565761996,0.27688651218062965,0.100922131147541,0.19077448747152626,0.07229353983680675,0.1380368098159507,0.6750437733299202,0.02985074626865713,0.2873079746921316,1.6661647802053172,False,,11,5,development_2018_2021|2020-07-06|300739.SZ,COMPLETE,21.55,0.09849686276600433,0.003559317712449994,0.14873525546379396,-0.0862965340923576,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.8181818181818182,0.9090909090909091,1.0,0.45454545454545453
development_2018_2021,2020-07-07,2020-07-07T15:00:00+08:00,300001.SZ,0.336676217765043,0.40114613180515757,0.23782234957020057,0.4584527220630373,-0.05730659025787973,0.13773035887487883,0.12897016361886426,0.30188679245283034,0.17025641025641036,0.029941063380503508,0.21180811808118089,0.7709040197477351,0.0,0.5723946206763307,2.0772843870570035,False,,8,7,development_2018_2021|2020-07-07|300001.SZ,COMPLETE,23.47,0.009058687371427121,-0.08491593621546734,0.08881318936708804,-0.15125351853089364,0.25,0.375,0.375,0.75,0.625,0.375,0.375,0.75,0.375,0.875,0.125,0.375,1.0,0.25,0.375
development_2018_2021,2020-07-07,2020-07-07T15:00:00+08:00,300036.SZ,0.3375358166189112,0.5243553008595988,0.20057306590257878,0.44126074498567336,0.08309455587392545,0.16252723311546835,0.09920896506262356,0.28938720278368457,0.16394887615689724,0.0548787097957788,0.013563501849568236,0.8021545712237234,0.06720430107526884,0.5695318539510413,1.8447310964517847,False,,8,6,development_2018_2021|2020-07-07|300036.SZ,COMPLETE,26.53,0.030729541849029207,-0.06331512437807196,0.11083789937917343,-0.14183065332707245,0.375,1.0,0.25,0.5,0.125,1.0,0.25,0.5,0.5,0.5,1.0,0.125,0.875,0.375,0.25
development_2018_2021,2020-07-07,2020-07-07T15:00:00+08:00,300124.SZ,0.6037249283667622,0.5214899713467048,0.7306590257879656,0.4469914040114613,0.0744985673352435,0.16244541484716146,0.42607142857142866,0.2943273905996757,0.15201900237529675,0.07911270192624698,0.16788916055419723,0.7373427870049925,0.1308593750000004,0.6313371575814539,1.111346139811676,False,,8,2,development_2018_2021|2020-07-07|300124.SZ,COMPLETE,43.8,0.14382877396576066,0.1935051250119746,0.2332416442005485,-0.016736687969564623,0.875,0.875,0.875,0.625,0.25,0.875,0.875,0.625,0.625,0.125,0.25,0.625,0.625,0.125,0.125
