audit_id,sequence_id,cohort,market_view,symbol,source_symbol,trade_date,target_year,block_id,market_sequence_rank,relative_day
MARKET|2018|01|ALL_A|06|300055.SZ|2018-03-16,2018|01|ALL_A|06|300055.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300055.SZ,300055,2018-03-16,2018,1,6,-1
MARKET|2018|01|ALL_A|07|603507.SH|2018-03-12,2018|01|ALL_A|07|603507.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603507.SH,603507,2018-03-12,2018,1,7,-5
MARKET|2018|01|ALL_A|07|603507.SH|2018-03-13,2018|01|ALL_A|07|603507.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603507.SH,603507,2018-03-13,2018,1,7,-4
MARKET|2018|01|ALL_A|07|603507.SH|2018-03-14,2018|01|ALL_A|07|603507.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603507.SH,603507,2018-03-14,2018,1,7,-3
MARKET|2018|01|ALL_A|07|603507.SH|2018-03-15,2018|01|ALL_A|07|603507.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603507.SH,603507,2018-03-15,2018,1,7,-2
MARKET|2018|01|ALL_A|07|603507.SH|2018-03-16,2018|01|ALL_A|07|603507.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603507.SH,603507,2018-03-16,2018,1,7,-1
MARKET|2018|01|ALL_A|08|603890.SH|2018-03-12,2018|01|ALL_A|08|603890.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603890.SH,603890,2018-03-12,2018,1,8,-5
MARKET|2018|01|ALL_A|08|603890.SH|2018-03-13,2018|01|ALL_A|08|603890.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603890.SH,603890,2018-03-13,2018,1,8,-4
MARKET|2018|01|ALL_A|08|603890.SH|2018-03-14,2018|01|ALL_A|08|603890.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603890.SH,603890,2018-03-14,2018,1,8,-3
MARKET|2018|01|ALL_A|08|603890.SH|2018-03-15,2018|01|ALL_A|08|603890.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603890.SH,603890,2018-03-15,2018,1,8,-2
MARKET|2018|01|ALL_A|08|603890.SH|2018-03-16,2018|01|ALL_A|08|603890.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,603890.SH,603890,2018-03-16,2018,1,8,-1
MARKET|2018|01|ALL_A|09|300546.SZ|2018-03-12,2018|01|ALL_A|09|300546.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300546.SZ,300546,2018-03-12,2018,1,9,-5
MARKET|2018|01|ALL_A|09|300546.SZ|2018-03-13,2018|01|ALL_A|09|300546.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300546.SZ,300546,2018-03-13,2018,1,9,-4
MARKET|2018|01|ALL_A|09|300546.SZ|2018-03-14,2018|01|ALL_A|09|300546.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300546.SZ,300546,2018-03-14,2018,1,9,-3
MARKET|2018|01|ALL_A|09|300546.SZ|2018-03-15,2018|01|ALL_A|09|300546.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300546.SZ,300546,2018-03-15,2018,1,9,-2
MARKET|2018|01|ALL_A|09|300546.SZ|2018-03-16,2018|01|ALL_A|09|300546.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300546.SZ,300546,2018-03-16,2018,1,9,-1
MARKET|2018|01|ALL_A|10|300298.SZ|2018-03-12,2018|01|ALL_A|10|300298.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300298.SZ,300298,2018-03-12,2018,1,10,-5
MARKET|2018|01|ALL_A|10|300298.SZ|2018-03-13,2018|01|ALL_A|10|300298.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300298.SZ,300298,2018-03-13,2018,1,10,-4
MARKET|2018|01|ALL_A|10|300298.SZ|2018-03-14,2018|01|ALL_A|10|300298.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300298.SZ,300298,2018-03-14,2018,1,10,-3
MARKET|2018|01|ALL_A|10|300298.SZ|2018-03-15,2018|01|ALL_A|10|300298.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300298.SZ,300298,2018-03-15,2018,1,10,-2
MARKET|2018|01|ALL_A|10|300298.SZ|2018-03-16,2018|01|ALL_A|10|300298.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,300298.SZ,300298,2018-03-16,2018,1,10,-1
MARKET|2018|01|CHINEXT_BOARD|01|300559.SZ|2018-03-12,2018|01|CHINEXT_BOARD|01|300559.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300559.SZ,300559,2018-03-12,2018,1,1,-5
MARKET|2018|01|CHINEXT_BOARD|01|300559.SZ|2018-03-13,2018|01|CHINEXT_BOARD|01|300559.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300559.SZ,300559,2018-03-13,2018,1,1,-4
MARKET|2018|01|CHINEXT_BOARD|01|300559.SZ|2018-03-14,2018|01|CHINEXT_BOARD|01|300559.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300559.SZ,300559,2018-03-14,2018,1,1,-3
MARKET|2018|01|CHINEXT_BOARD|01|300559.SZ|2018-03-15,2018|01|CHINEXT_BOARD|01|300559.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300559.SZ,300559,2018-03-15,2018,1,1,-2
MARKET|2018|01|CHINEXT_BOARD|01|300559.SZ|2018-03-16,2018|01|CHINEXT_BOARD|01|300559.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300559.SZ,300559,2018-03-16,2018,1,1,-1
MARKET|2018|01|CHINEXT_BOARD|02|300302.SZ|2018-03-12,2018|01|CHINEXT_BOARD|02|300302.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300302.SZ,300302,2018-03-12,2018,1,2,-5
MARKET|2018|01|CHINEXT_BOARD|02|300302.SZ|2018-03-13,2018|01|CHINEXT_BOARD|02|300302.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300302.SZ,300302,2018-03-13,2018,1,2,-4
MARKET|2018|01|CHINEXT_BOARD|02|300302.SZ|2018-03-14,2018|01|CHINEXT_BOARD|02|300302.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300302.SZ,300302,2018-03-14,2018,1,2,-3
MARKET|2018|01|CHINEXT_BOARD|02|300302.SZ|2018-03-15,2018|01|CHINEXT_BOARD|02|300302.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300302.SZ,300302,2018-03-15,2018,1,2,-2
MARKET|2018|01|CHINEXT_BOARD|02|300302.SZ|2018-03-16,2018|01|CHINEXT_BOARD|02|300302.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300302.SZ,300302,2018-03-16,2018,1,2,-1
MARKET|2018|01|CHINEXT_BOARD|03|300124.SZ|2018-03-12,2018|01|CHINEXT_BOARD|03|300124.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300124.SZ,300124,2018-03-12,2018,1,3,-5
MARKET|2018|01|CHINEXT_BOARD|03|300124.SZ|2018-03-13,2018|01|CHINEXT_BOARD|03|300124.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300124.SZ,300124,2018-03-13,2018,1,3,-4
MARKET|2018|01|CHINEXT_BOARD|03|300124.SZ|2018-03-14,2018|01|CHINEXT_BOARD|03|300124.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300124.SZ,300124,2018-03-14,2018,1,3,-3
MARKET|2018|01|CHINEXT_BOARD|03|300124.SZ|2018-03-15,2018|01|CHINEXT_BOARD|03|300124.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300124.SZ,300124,2018-03-15,2018,1,3,-2
MARKET|2018|01|CHINEXT_BOARD|03|300124.SZ|2018-03-16,2018|01|CHINEXT_BOARD|03|300124.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300124.SZ,300124,2018-03-16,2018,1,3,-1
MARKET|2018|01|CHINEXT_BOARD|04|300533.SZ|2018-03-12,2018|01|CHINEXT_BOARD|04|300533.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300533.SZ,300533,2018-03-12,2018,1,4,-5
MARKET|2018|01|CHINEXT_BOARD|04|300533.SZ|2018-03-13,2018|01|CHINEXT_BOARD|04|300533.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300533.SZ,300533,2018-03-13,2018,1,4,-4
MARKET|2018|01|CHINEXT_BOARD|04|300533.SZ|2018-03-14,2018|01|CHINEXT_BOARD|04|300533.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300533.SZ,300533,2018-03-14,2018,1,4,-3
MARKET|2018|01|CHINEXT_BOARD|04|300533.SZ|2018-03-15,2018|01|CHINEXT_BOARD|04|300533.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300533.SZ,300533,2018-03-15,2018,1,4,-2
MARKET|2018|01|CHINEXT_BOARD|04|300533.SZ|2018-03-16,2018|01|CHINEXT_BOARD|04|300533.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300533.SZ,300533,2018-03-16,2018,1,4,-1
MARKET|2018|01|CHINEXT_BOARD|05|300112.SZ|2018-03-12,2018|01|CHINEXT_BOARD|05|300112.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300112.SZ,300112,2018-03-12,2018,1,5,-5
MARKET|2018|01|CHINEXT_BOARD|05|300112.SZ|2018-03-13,2018|01|CHINEXT_BOARD|05|300112.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300112.SZ,300112,2018-03-13,2018,1,5,-4
MARKET|2018|01|CHINEXT_BOARD|05|300112.SZ|2018-03-14,2018|01|CHINEXT_BOARD|05|300112.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300112.SZ,300112,2018-03-14,2018,1,5,-3
MARKET|2018|01|CHINEXT_BOARD|05|300112.SZ|2018-03-15,2018|01|CHINEXT_BOARD|05|300112.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300112.SZ,300112,2018-03-15,2018,1,5,-2
MARKET|2018|01|CHINEXT_BOARD|05|300112.SZ|2018-03-16,2018|01|CHINEXT_BOARD|05|300112.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300112.SZ,300112,2018-03-16,2018,1,5,-1
MARKET|2018|01|CHINEXT_BOARD|06|300449.SZ|2018-03-12,2018|01|CHINEXT_BOARD|06|300449.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300449.SZ,300449,2018-03-12,2018,1,6,-5
MARKET|2018|01|CHINEXT_BOARD|06|300449.SZ|2018-03-13,2018|01|CHINEXT_BOARD|06|300449.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300449.SZ,300449,2018-03-13,2018,1,6,-4
MARKET|2018|01|CHINEXT_BOARD|06|300449.SZ|2018-03-14,2018|01|CHINEXT_BOARD|06|300449.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300449.SZ,300449,2018-03-14,2018,1,6,-3
MARKET|2018|01|CHINEXT_BOARD|06|300449.SZ|2018-03-15,2018|01|CHINEXT_BOARD|06|300449.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300449.SZ,300449,2018-03-15,2018,1,6,-2
MARKET|2018|01|CHINEXT_BOARD|06|300449.SZ|2018-03-16,2018|01|CHINEXT_BOARD|06|300449.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300449.SZ,300449,2018-03-16,2018,1,6,-1
MARKET|2018|01|CHINEXT_BOARD|07|300082.SZ|2018-03-12,2018|01|CHINEXT_BOARD|07|300082.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300082.SZ,300082,2018-03-12,2018,1,7,-5
MARKET|2018|01|CHINEXT_BOARD|07|300082.SZ|2018-03-13,2018|01|CHINEXT_BOARD|07|300082.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300082.SZ,300082,2018-03-13,2018,1,7,-4
MARKET|2018|01|CHINEXT_BOARD|07|300082.SZ|2018-03-14,2018|01|CHINEXT_BOARD|07|300082.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300082.SZ,300082,2018-03-14,2018,1,7,-3
MARKET|2018|01|CHINEXT_BOARD|07|300082.SZ|2018-03-15,2018|01|CHINEXT_BOARD|07|300082.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300082.SZ,300082,2018-03-15,2018,1,7,-2
MARKET|2018|01|CHINEXT_BOARD|07|300082.SZ|2018-03-16,2018|01|CHINEXT_BOARD|07|300082.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300082.SZ,300082,2018-03-16,2018,1,7,-1
MARKET|2018|01|CHINEXT_BOARD|08|300041.SZ|2018-03-12,2018|01|CHINEXT_BOARD|08|300041.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300041.SZ,300041,2018-03-12,2018,1,8,-5
MARKET|2018|01|CHINEXT_BOARD|08|300041.SZ|2018-03-13,2018|01|CHINEXT_BOARD|08|300041.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300041.SZ,300041,2018-03-13,2018,1,8,-4
MARKET|2018|01|CHINEXT_BOARD|08|300041.SZ|2018-03-14,2018|01|CHINEXT_BOARD|08|300041.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300041.SZ,300041,2018-03-14,2018,1,8,-3
MARKET|2018|01|CHINEXT_BOARD|08|300041.SZ|2018-03-15,2018|01|CHINEXT_BOARD|08|300041.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300041.SZ,300041,2018-03-15,2018,1,8,-2
MARKET|2018|01|CHINEXT_BOARD|08|300041.SZ|2018-03-16,2018|01|CHINEXT_BOARD|08|300041.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300041.SZ,300041,2018-03-16,2018,1,8,-1
MARKET|2018|01|CHINEXT_BOARD|09|300255.SZ|2018-03-12,2018|01|CHINEXT_BOARD|09|300255.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300255.SZ,300255,2018-03-12,2018,1,9,-5
MARKET|2018|01|CHINEXT_BOARD|09|300255.SZ|2018-03-13,2018|01|CHINEXT_BOARD|09|300255.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300255.SZ,300255,2018-03-13,2018,1,9,-4
MARKET|2018|01|CHINEXT_BOARD|09|300255.SZ|2018-03-14,2018|01|CHINEXT_BOARD|09|300255.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300255.SZ,300255,2018-03-14,2018,1,9,-3
MARKET|2018|01|CHINEXT_BOARD|09|300255.SZ|2018-03-15,2018|01|CHINEXT_BOARD|09|300255.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300255.SZ,300255,2018-03-15,2018,1,9,-2
MARKET|2018|01|CHINEXT_BOARD|09|300255.SZ|2018-03-16,2018|01|CHINEXT_BOARD|09|300255.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300255.SZ,300255,2018-03-16,2018,1,9,-1
MARKET|2018|01|CHINEXT_BOARD|10|300096.SZ|2018-03-12,2018|01|CHINEXT_BOARD|10|300096.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300096.SZ,300096,2018-03-12,2018,1,10,-5
MARKET|2018|01|CHINEXT_BOARD|10|300096.SZ|2018-03-13,2018|01|CHINEXT_BOARD|10|300096.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300096.SZ,300096,2018-03-13,2018,1,10,-4
MARKET|2018|01|CHINEXT_BOARD|10|300096.SZ|2018-03-14,2018|01|CHINEXT_BOARD|10|300096.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300096.SZ,300096,2018-03-14,2018,1,10,-3
MARKET|2018|01|CHINEXT_BOARD|10|300096.SZ|2018-03-15,2018|01|CHINEXT_BOARD|10|300096.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300096.SZ,300096,2018-03-15,2018,1,10,-2
MARKET|2018|01|CHINEXT_BOARD|10|300096.SZ|2018-03-16,2018|01|CHINEXT_BOARD|10|300096.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,CHINEXT_BOARD,300096.SZ,300096,2018-03-16,2018,1,10,-1
MARKET|2018|01|SH_A|01|600756.SH|2018-03-12,2018|01|SH_A|01|600756.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,600756.SH,600756,2018-03-12,2018,1,1,-5
MARKET|2018|01|SH_A|01|600756.SH|2018-03-13,2018|01|SH_A|01|600756.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,600756.SH,600756,2018-03-13,2018,1,1,-4
MARKET|2018|01|SH_A|01|600756.SH|2018-03-14,2018|01|SH_A|01|600756.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,600756.SH,600756,2018-03-14,2018,1,1,-3
MARKET|2018|01|SH_A|01|600756.SH|2018-03-15,2018|01|SH_A|01|600756.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,600756.SH,600756,2018-03-15,2018,1,1,-2
MARKET|2018|01|SH_A|01|600756.SH|2018-03-16,2018|01|SH_A|01|600756.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,600756.SH,600756,2018-03-16,2018,1,1,-1
MARKET|2018|01|SH_A|02|603368.SH|2018-03-12,2018|01|SH_A|02|603368.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,603368.SH,603368,2018-03-12,2018,1,2,-5
MARKET|2018|01|SH_A|02|603368.SH|2018-03-13,2018|01|SH_A|02|603368.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,603368.SH,603368,2018-03-13,2018,1,2,-4
MARKET|2018|01|SH_A|02|603368.SH|2018-03-14,2018|01|SH_A|02|603368.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,603368.SH,603368,2018-03-14,2018,1,2,-3
MARKET|2018|01|SH_A|02|603368.SH|2018-03-15,2018|01|SH_A|02|603368.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,603368.SH,603368,2018-03-15,2018,1,2,-2
MARKET|2018|01|SH_A|02|603368.SH|2018-03-16,2018|01|SH_A|02|603368.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,603368.SH,603368,2018-03-16,2018,1,2,-1
MARKET|2018|01|SH_A|03|600567.SH|2018-03-12,2018|01|SH_A|03|600567.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,600567.SH,600567,2018-03-12,2018,1,3,-5
MARKET|2018|01|SH_A|03|600567.SH|2018-03-13,2018|01|SH_A|03|600567.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,600567.SH,600567,2018-03-13,2018,1,3,-4
MARKET|2018|01|SH_A|03|600567.SH|2018-03-14,2018|01|SH_A|03|600567.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,600567.SH,600567,2018-03-14,2018,1,3,-3
MARKET|2018|01|SH_A|03|600567.SH|2018-03-15,2018|01|SH_A|03|600567.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,SH_A,600567.SH,600567,2018-03-15,2018,1,3,-2
