trade_date,market_view,denominator,decision_at,available_at,snapshot_id,anchor_count,response_count,response_retention,response_complete,response_date_h1,response_available_at_h1,response_date_h3,response_available_at_h3,response_date_h5,response_available_at_h5,terminal_mean_log_return_h1,terminal_mean_log_return_h3,terminal_mean_log_return_h5,terminal_median_log_return_h1,terminal_median_log_return_h3,terminal_median_log_return_h5,terminal_positive_fraction_h1,terminal_positive_fraction_h3,terminal_positive_fraction_h5,terminal_p10_log_return_h1,terminal_p10_log_return_h3,terminal_p10_log_return_h5,terminal_p90_log_return_h1,terminal_p90_log_return_h3,terminal_p90_log_return_h5,adverse_mean_log_excursion_h1,adverse_mean_log_excursion_h3,adverse_mean_log_excursion_h5,adverse_median_log_excursion_h1,adverse_median_log_excursion_h3,adverse_median_log_excursion_h5,adverse_p10_log_excursion_h1,adverse_p10_log_excursion_h3,adverse_p10_log_excursion_h5
2018-03-06,ALL_A,ALL_STATUS,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,3018,3018,1,True,2018-03-07,2018-03-07T15:00:00+08:00,2018-03-09,2018-03-09T15:00:00+08:00,2018-03-13,2018-03-13T15:00:00+08:00,-0.0060545542149345903,0.021262230158018515,0.030380028760102741,-0.009053477079846349,0.015954608570407015,0.023782532885366317,0.26905235255135851,0.77435387673956257,0.81676607024519554,-0.024880619957889486,-0.010263745790582559,-0.0099303531726344929,0.015226212838728508,0.05861932083450104,0.077503996520576379,-0.016324915713647262,-0.021219716548987026,-0.021845073696824029,-0.014879619046499124,-0.018898233378956929,-0.019159085886004443,-0.03057290677822827,-0.038365822216337622,-0.039880547537476649
2018-03-06,ALL_A,NON_ST,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,2973,2973,1,True,2018-03-07,2018-03-07T15:00:00+08:00,2018-03-09,2018-03-09T15:00:00+08:00,2018-03-13,2018-03-13T15:00:00+08:00,-0.0060543578500555396,0.021480678342481688,0.030660303577279568,-0.009115833408009269,0.016089888907449366,0.023955206201486372,0.26942482341069629,0.77665657584931047,0.81836528758829463,-0.024886811962030665,-0.010012599292429678,-0.0097965317121943354,0.015234910886017037,0.058632295419080029,0.077942967055953286,-0.016354100638884917,-0.02118825913348317,-0.02178341417860578,-0.014984855095175026,-0.018937201019750955,-0.019217147185778237,-0.030597862712523478,-0.038280114837321542,-0.039759991198830349
2018-03-06,CHINEXT_BOARD,ALL_STATUS,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,629,629,1,True,2018-03-07,2018-03-07T15:00:00+08:00,2018-03-09,2018-03-09T15:00:00+08:00,2018-03-13,2018-03-13T15:00:00+08:00,-0.0048657890524039646,0.040840892295796835,0.052990029856096119,-0.0087426630401567073,0.033642316418234806,0.044003432592465787,0.31319554848966613,0.93481717011128773,0.94594594594594594,-0.026188681306116936,0.0058209504766551417,0.00782918629431998,0.019420713344059082,0.084049782549376964,0.10621216444108629,-0.017456705474520468,-0.021165085516381531,-0.021314386887175577,-0.016506564601702411,-0.01944713493552155,-0.01944713493552155,-0.032014678524799819,-0.038892671043341778,-0.039480497408960397
2018-03-06,CHINEXT_BOARD,NON_ST,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,629,629,1,True,2018-03-07,2018-03-07T15:00:00+08:00,2018-03-09,2018-03-09T15:00:00+08:00,2018-03-13,2018-03-13T15:00:00+08:00,-0.0048657890524039646,0.040840892295796835,0.052990029856096119,-0.0087426630401567073,0.033642316418234806,0.044003432592465787,0.31319554848966613,0.93481717011128773,0.94594594594594594,-0.026188681306116936,0.0058209504766551417,0.00782918629431998,0.019420713344059082,0.084049782549376964,0.10621216444108629,-0.017456705474520468,-0.021165085516381531,-0.021314386887175577,-0.016506564601702411,-0.01944713493552155,-0.01944713493552155,-0.032014678524799819,-0.038892671043341778,-0.039480497408960397
2018-03-06,SH_A,ALL_STATUS,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1225,1225,1,True,2018-03-07,2018-03-07T15:00:00+08:00,2018-03-09,2018-03-09T15:00:00+08:00,2018-03-13,2018-03-13T15:00:00+08:00,-0.0065688168552471525,0.014243452788031975,0.020148438508493214,-0.0087566233788347308,0.010951512603594204,0.015573173462969887,0.25795918367346937,0.71755102040816332,0.76734693877551019,-0.02357616413234619,-0.012098631608757689,-0.01216724694310682,0.013160242418687058,0.04508173371786376,0.061339372635718523,-0.015584512047129653,-0.020613712625767975,-0.02146271065828809,-0.01373019281190202,-0.01769957709940086,-0.018100041643617878,-0.02829886133239987,-0.037286337738117944,-0.040052144184756749
2018-03-06,SH_A,NON_ST,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1199,1199,1,True,2018-03-07,2018-03-07T15:00:00+08:00,2018-03-09,2018-03-09T15:00:00+08:00,2018-03-13,2018-03-13T15:00:00+08:00,-0.0065028120262042664,0.014391267398673867,0.02022767387666604,-0.0086663999323981378,0.011098893068048765,0.015573173462970106,0.2602168473728107,0.71976647206005007,0.76647206005004165,-0.023586375424276541,-0.011913771859349368,-0.012219208816007646,0.013495487626156979,0.045175319497453584,0.061711662527241119,-0.015581474533476485,-0.020562318120496876,-0.021423415993269045,-0.013777485440303508,-0.01769957709940086,-0.018100041643617878,-0.028403903383435729,-0.037274019228057516,-0.040033957493076804
2018-03-06,SZ_A,ALL_STATUS,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1793,1793,1,True,2018-03-07,2018-03-07T15:00:00+08:00,2018-03-09,2018-03-09T15:00:00+08:00,2018-03-13,2018-03-13T15:00:00+08:00,-0.0057032035543752397,0.026057546542978569,0.037370379043550464,-0.009404458027978407,0.020309748867583188,0.029852963149681128,0.27663134411600671,0.81316229782487448,0.85052983825989958,-0.025845778951075891,-0.0090753228618408576,-0.0064739534966610545,0.017364043799007273,0.066039702759123256,0.087613798149407146,-0.016830768748496202,-0.021633746000154531,-0.022106308901624069,-0.01569132979467542,-0.019746762934834673,-0.019876430757595619,-0.031352873598537015,-0.039066612191979835,-0.039645889101147386
2018-03-06,SZ_A,NON_ST,2018-03-06T15:00:00+08:00,2018-03-06T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1774,1774,1,True,2018-03-07,2018-03-07T15:00:00+08:00,2018-03-09,2018-03-09T15:00:00+08:00,2018-03-13,2018-03-13T15:00:00+08:00,-0.005751259452534495,0.02627222497248477,0.037711443944266974,-0.0095313806951891275,0.020430227279091842,0.030052167408706074,0.27564825253664038,0.81510710259301011,0.85343855693348369,-0.025845210480177322,-0.0088843967017974007,-0.0062093640222150781,0.017239925007483496,0.066014498224189991,0.087867931166932714,-0.01687629832794062,-0.021611316221741676,-0.022026727495527244,-0.015782966932242473,-0.019779313206606808,-0.019934329564729673,-0.031348174981902885,-0.039059243266734246,-0.039548608094944801
2018-03-07,ALL_A,ALL_STATUS,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,3023,3023,1,True,2018-03-08,2018-03-08T15:00:00+08:00,2018-03-12,2018-03-12T15:00:00+08:00,2018-03-14,2018-03-14T15:00:00+08:00,0.010394426054565295,0.042533935459965269,0.025654909548163157,0.0061527182070984466,0.037672616299170042,0.019635974516858716,0.71749917300694677,0.94707244459146545,0.77241151174330136,-0.0085179406093981638,0.0076935299836749828,-0.0128441468331018,0.033579013631365597,0.081471765927436005,0.071403368100116077,-0.0098445301934747473,-0.011228792257528821,-0.013230592570458184,-0.0079051795071131501,-0.0083535328587664246,-0.0092777338782368771,-0.02179417108966605,-0.025166325298995668,-0.029317443917414244
2018-03-07,ALL_A,NON_ST,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,2978,2978,1,True,2018-03-08,2018-03-08T15:00:00+08:00,2018-03-12,2018-03-12T15:00:00+08:00,2018-03-14,2018-03-14T15:00:00+08:00,0.01048627938228652,0.042921537193890365,0.025901422640259037,0.0062505290586792666,0.03784145584815525,0.019648946023460304,0.72095366017461382,0.94929482874412352,0.77367360644728,-0.0084734621595523325,0.0078053705961644224,-0.012718973554142554,0.033686167278608702,0.081903936270217109,0.07204256791113349,-0.0098433184716567972,-0.011156098572270769,-0.013125139629146354,-0.0078973833911380412,-0.0083256742951614039,-0.0092387136376413069,-0.021745326432379069,-0.024957654504701467,-0.029172944240577679
2018-03-07,CHINEXT_BOARD,ALL_STATUS,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,629,629,1,True,2018-03-08,2018-03-08T15:00:00+08:00,2018-03-12,2018-03-12T15:00:00+08:00,2018-03-14,2018-03-14T15:00:00+08:00,0.015191968376452222,0.065324881701342971,0.041625334420523484,0.010739044654565322,0.058365414589984087,0.033941930428386821,0.76470588235294112,0.99523052464228934,0.87440381558028613,-0.0078374386781820769,0.027546445697341736,-0.0025047768007599347,0.043289921266757403,0.10480493704406939,0.093605333029259608,-0.0098447908648522393,-0.010304046542196825,-0.011429887107278814,-0.0083900390903014557,-0.0086083745366001638,-0.0090184447519401547,-0.021833818576097404,-0.022692101279983345,-0.025799234036684687
2018-03-07,CHINEXT_BOARD,NON_ST,2018-03-07T15:00:00+08:00,2018-03-07T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,629,629,1,True,2018-03-08,2018-03-08T15:00:00+08:00,2018-03-12,2018-03-12T15:00:00+08:00,2018-03-14,2018-03-14T15:00:00+08:00,0.015191968376452222,0.065324881701342971,0.041625334420523484,0.010739044654565322,0.058365414589984087,0.033941930428386821,0.76470588235294112,0.99523052464228934,0.87440381558028613,-0.0078374386781820769,0.027546445697341736,-0.0025047768007599347,0.043289921266757403,0.10480493704406939,0.093605333029259608,-0.0098447908648522393,-0.010304046542196825,-0.011429887107278814,-0.0083900390903014557,-0.0086083745366001638,-0.0090184447519401547,-0.021833818576097404,-0.022692101279983345,-0.025799234036684687
