year,count,h1_mean,h3_mean,h5_mean,remaining_mean,matched_remaining_gap
2018,111,0.0002703292583,-0.001139101423,-0.008911546338,0.002519151543,0.009956333856
2019,164,0.0007213018381,-0.0006164877178,-0.0001549113335,0.005717516475,-0.004957819798
2020,171,0.008856421137,0.01146205712,0.01537123124,0.03791850799,-0.03023569465
2021,169,0.006076910198,0.01099586816,0.009730543956,0.01128887072,0.005853815953
2022,194,0.002899708774,0.01182902467,0.01141882215,0.01908841748,0.0001999748334
2023,211,0.003909665185,0.004453154884,0.007217981785,0.0128866232,0.00840807204
