trade_date,market_view,denominator,available_at,event_year,session_ordinal,breakout_formation_depth20,breakout_formation_depth20_pit_3y_pct,breadth_net_new_high_low60_pit_3y_pct,realized_volatility_median20_pit_3y_pct,median_signed_limit_utilization,open_close_log_return__median,intraday_log_range__median,crossing_terminal_log_return_h1_mean,crossing_terminal_log_return_h3_mean,crossing_terminal_log_return_h5_mean,crossing_adverse_log_excursion_h1_mean,crossing_adverse_log_excursion_h3_mean,crossing_adverse_log_excursion_h5_mean,noncrossing_terminal_log_return_h1_mean,noncrossing_terminal_log_return_h3_mean,noncrossing_terminal_log_return_h5_mean,noncrossing_adverse_log_excursion_h1_mean,noncrossing_adverse_log_excursion_h3_mean,noncrossing_adverse_log_excursion_h5_mean,paired_adverse_h1,paired_terminal_h1,paired_adverse_h3,paired_terminal_h3,paired_adverse_h5,paired_terminal_h5
2020-07-28,ALL_A,ALL_STATUS,2020-07-28T15:30:00,2020,583,0.0345649052871023,0.85445205479452035,0.72420634920600002,0.87896825396800005,0.088607594936699896,0.0027434832539900002,0.032002700560799902,0.020431036826206301,0.043234024519035297,0.062780737181593396,-0.026946286733739298,-0.034854482006874098,-0.036573614111951501,0.024131731549995601,0.0348066077389214,0.058619159635218999,-0.0152804697387407,-0.017485947057129501,-0.018030052134801099,-0.011665816994998598,-0.0037006947237893002,-0.017368534949744597,0.0084274167801138972,-0.018543561977150402,0.0041615775463743968
2020-07-28,ALL_A,NON_ST,2020-07-28T15:30:00,2020,583,0.0347518049950125,0.85445205479452035,0.68452380952400005,0.88888888888899975,0.0847457627119,0.0025912247787299001,0.032011768761099901,0.021310679784759399,0.043287950281452603,0.061822438288417603,-0.027052736249773099,-0.034860311326661703,-0.036184880108005003,0.024661607730294698,0.035501976930454898,0.059222452622510899,-0.015329468205731899,-0.017444285687362299,-0.017946026022425999,-0.0117232680440412,-0.0033509279455352994,-0.017416025639299403,0.0077859733509977047,-0.018238854085579004,0.0025999856659067039
2020-07-28,CHINEXT_BOARD,ALL_STATUS,2020-07-28T15:30:00,2020,583,0.030730747254237301,0.56335616438356162,0.42658730158699992,0.80357142857099995,0.110497237569,0.0036433491245100001,0.036238396742699901,0.026644067304112801,0.057428521390890899,0.077884548703725701,-0.029542641931622999,-0.0347878878701861,-0.036062312031832501,0.029159750905964298,0.0405278629030668,0.063376123434062598,-0.014774926481596199,-0.017865003621410899,-0.018529890008229199,-0.0147677154500268,-0.0025156836018514969,-0.016922884248775201,0.0169006584878241,-0.017532422023603302,0.014508425269663103
2020-07-28,CHINEXT_BOARD,NON_ST,2020-07-28T15:30:00,2020,583,0.030730747254237301,0.56335616438356162,0.42658730158699992,0.80357142857099995,0.110497237569,0.0036433491245100001,0.036238396742699901,0.026644067304112801,0.057428521390890899,0.077884548703725701,-0.029542641931622999,-0.0347878878701861,-0.036062312031832501,0.029159750905964298,0.0405278629030668,0.063376123434062598,-0.014774926481596199,-0.017865003621410899,-0.018529890008229199,-0.0147677154500268,-0.0025156836018514969,-0.016922884248775201,0.0169006584878241,-0.017532422023603302,0.014508425269663103
2020-07-28,SH_A,ALL_STATUS,2020-07-28T15:30:00,2020,583,0.035513132226397501,0.90582191780821919,0.72817460317500005,0.91468253968299995,0.070346402740799896,0.00225823451473,0.029767247867599898,0.020556671530690501,0.040303945088040402,0.0539027460749191,-0.026194884213606499,-0.035283334678643002,-0.037482735422954001,0.022643629840221498,0.032129033772034098,0.054657486054638903,-0.0147436126317428,-0.0165049057294928,-0.017064688484589498,-0.011451271581863699,-0.0020869583095309979,-0.018778428949150203,0.0081749113160063044,-0.020418046938364503,-0.00075473997971980261
2020-07-28,SH_A,NON_ST,2020-07-28T15:30:00,2020,583,0.036130834760423301,0.91438356164383561,0.72519841269800001,0.930555555556,0.0666666666667,0.0020724881917299001,0.029797335018900001,0.021790571284350298,0.0415215075404613,0.0542874647933905,-0.026151051961731901,-0.035090570026677502,-0.037013627566875401,0.0231288245128594,0.032776795936741099,0.055208108322411902,-0.0148148903781641,-0.016535390714339099,-0.017030524313090399,-0.011336161583567801,-0.0013382532285091016,-0.018555179312338403,0.0087447116037202011,-0.019983103253785002,-0.00092064352902140184
2020-07-28,SZ_A,ALL_STATUS,2020-07-28T15:30:00,2020,583,0.033859612522337303,0.7773972602739726,0.72023809523799975,0.83531746031700005,0.102719033233,0.0031645566184300001,0.033752290502000001,0.020337589525350201,0.045413422442915699,0.069384201641103205,-0.027505181170201599,-0.034535500680765101,-0.035897408178147898,0.025141919316447998,0.036624260690567997,0.061308514912142099,-0.0156449115495794,-0.018151920317595199,-0.018685382710135,-0.011860269620622199,-0.0048043297910977979,-0.016383580363169902,0.0087891617523477017,-0.017212025468012898,0.0080756867289611053
2020-07-28,SZ_A,NON_ST,2020-07-28T15:30:00,2020,583,0.033695791210689101,0.76369863013698625,0.66666666666700003,0.85119047618999977,0.10067114094,0.0029179615914300002,0.033860518205099902,0.020943195303090599,0.044640631659689199,0.0675924630368617,-0.027743215209083901,-0.034683987096919902,-0.0355502536755367,0.025703124634498201,0.037353720895081897,0.0619501752386558,-0.015679120720088702,-0.018061874311625301,-0.018568103883962,-0.012064094488995199,-0.0047599293314076023,-0.016622112785294602,0.0072869107646073017,-0.0169821497915747,0.0056422877982059
2020-07-29,ALL_A,ALL_STATUS,2020-07-29T15:30:00,2020,584,0.032158318655421,0.77094017094017075,0.86138613861400004,0.89504950495000002,0.193201078582,0.0226318465425,0.0389125387044,0.0138100922757493,0.063369899058908399,0.071185596743060298,-0.0169344490350684,-0.0284175705682807,-0.035483654999592502,-0.0018389062760509999,0.038805905722131398,0.043041252657942203,-0.0156813758453253,-0.021938532859221999,-0.023536605459315501,-0.0012530731897431001,0.015648998551800301,-0.0064790377090587006,0.024563993336777001,-0.011947049540277001,0.028144344085118095
2020-07-29,ALL_A,NON_ST,2020-07-29T15:30:00,2020,584,0.0322386540751489,0.77094017094017075,0.85346534653499995,0.90297029702999998,0.1940298507459999,0.023076479580599898,0.0392660324936,0.0127832261072432,0.062504047099296106,0.06923581564247,-0.017687294586157101,-0.029500543692750299,-0.0364891321672286,-0.0019044201338986001,0.039390453869968402,0.043040733775568503,-0.0157955167485836,-0.0219900836457264,-0.023584326758219899,-0.0018917778375735009,0.0146876462411418,-0.0075104600470238987,0.023113593229327704,-0.0129048054090087,0.026195081866901497
