role,primitive,coordinate,scope,block,year,index_symbol,market_view,n,response_unique,state_unique,partial_spearman,support_pass
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2020,sz399006,ALL_VIEWS,101,97,38,-0.03939031525232619,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2021,csi000300,ALL_VIEWS,96,94,36,-0.077571311444463817,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2021,csi000852,ALL_VIEWS,96,94,36,-0.17825702230218032,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2021,csi000905,ALL_VIEWS,96,94,36,-0.099227079384226882,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2021,sh000001,ALL_VIEWS,96,94,36,-0.1089780074857646,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2021,sz399001,ALL_VIEWS,96,94,36,-0.16195287061528804,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2021,sz399006,ALL_VIEWS,96,94,36,-0.17043260408886426,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2022,csi000300,ALL_VIEWS,81,78,33,-0.070633522614053548,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2022,csi000852,ALL_VIEWS,81,78,33,0.023518324924189139,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2022,csi000905,ALL_VIEWS,81,78,33,-0.020858511859463229,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2022,sh000001,ALL_VIEWS,81,78,33,-0.05717441110991435,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2022,sz399001,ALL_VIEWS,81,78,33,-0.033668427190136373,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2022,sz399006,ALL_VIEWS,81,78,33,-0.01623855491436858,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2023,csi000300,ALL_VIEWS,88,87,38,-0.033047762057787762,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2023,csi000852,ALL_VIEWS,88,87,38,0.01908814710437674,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2023,csi000905,ALL_VIEWS,88,87,38,-0.00098264515202639699,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2023,sh000001,ALL_VIEWS,88,87,38,-0.014877292988818845,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2023,sz399001,ALL_VIEWS,88,87,38,-0.036591715121984135,True
continuation30_log_return,A_direction,absolute,YEAR_INDEX,,2023,sz399006,ALL_VIEWS,88,87,38,-0.019524513806047118,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000300,ALL_A,13,13,13,-0.21139227543325548,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000300,CHINEXT_BOARD,10,10,9,-0.079093934455223988,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000300,SH_A,16,16,16,0.19041982530995152,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000300,SZ_A,11,11,10,0.78483305733855524,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000852,ALL_A,13,13,13,0.13394340305931515,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000852,CHINEXT_BOARD,10,10,10,0.47192684193652562,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000852,SH_A,16,16,16,0.076710667878781974,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000852,SZ_A,11,11,11,0.032004269025754283,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000905,ALL_A,13,13,11,-0.10774945366605605,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000905,CHINEXT_BOARD,10,10,9,0.19913071829540044,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000905,SH_A,16,16,14,-0.049339398587834565,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,csi000905,SZ_A,11,11,10,-0.14482321793889294,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sh000001,ALL_A,13,13,12,-0.014711599537356269,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sh000001,CHINEXT_BOARD,10,10,9,0.13159771652660227,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sh000001,SH_A,16,16,16,0.0063938330141833262,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sh000001,SZ_A,11,11,10,0.57851272723021929,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sz399001,ALL_A,13,13,13,-0.033353480793464743,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sz399001,CHINEXT_BOARD,10,10,9,0.14838851126616112,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sz399001,SH_A,16,16,16,0.09580338676761968,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sz399001,SZ_A,11,11,10,0.62681335434870145,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sz399006,ALL_A,13,13,13,0.15194346381065096,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sz399006,CHINEXT_BOARD,10,10,10,0.18900608835991786,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sz399006,SH_A,16,16,16,0.037338309654107407,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,A,,sz399006,SZ_A,11,11,11,0.70319497178371881,False
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000300,ALL_A,75,75,70,-0.073700556424393424,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000300,CHINEXT_BOARD,62,61,59,-0.092148580347106906,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000300,SH_A,63,62,62,0.0026878183488323079,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000300,SZ_A,65,62,63,-0.047724722803511019,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000852,ALL_A,75,75,72,-0.01894958711771742,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000852,CHINEXT_BOARD,62,61,60,0.014359354449427516,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000852,SH_A,63,62,62,0.053012379754728944,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000852,SZ_A,65,62,63,-0.22495417051878883,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000905,ALL_A,75,75,73,-0.080198225853429686,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000905,CHINEXT_BOARD,62,61,62,-0.010700756439219115,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000905,SH_A,63,62,62,0.063909352003328146,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,csi000905,SZ_A,65,62,65,-0.17664855856667491,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sh000001,ALL_A,75,75,71,-0.049516257083458283,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sh000001,CHINEXT_BOARD,62,61,60,-0.093139987237622165,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sh000001,SH_A,63,62,59,0.041543438788142997,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sh000001,SZ_A,65,62,61,-0.11715370871893009,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sz399001,ALL_A,75,75,67,-0.077162637101616874,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sz399001,CHINEXT_BOARD,62,61,55,-0.071903327276610612,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sz399001,SH_A,63,62,57,0.044863814434244448,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sz399001,SZ_A,65,62,59,-0.15396728288049555,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sz399006,ALL_A,75,75,69,-0.069997922482853872,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sz399006,CHINEXT_BOARD,62,61,59,-0.046480727215575293,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sz399006,SH_A,63,62,56,-0.045509801870272953,True
continuation30_log_return,A_direction,pit,BLOCK_CELL,B,,sz399006,SZ_A,65,62,57,-0.11868354023091855,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2018,csi000300,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2018,csi000852,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2018,csi000905,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2018,sh000001,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2018,sz399001,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2018,sz399006,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2019,csi000300,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2019,csi000852,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2019,csi000905,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2019,sh000001,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2019,sz399001,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2019,sz399006,ALL_VIEWS,0,0,0,,False
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2020,csi000300,ALL_VIEWS,50,50,17,0.1347024259752688,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2020,csi000852,ALL_VIEWS,50,50,18,0.11811782806078935,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2020,csi000905,ALL_VIEWS,50,50,15,0.13270388038361319,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2020,sh000001,ALL_VIEWS,50,50,17,0.083573966349226536,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2020,sz399001,ALL_VIEWS,50,50,17,0.11541707775468167,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2020,sz399006,ALL_VIEWS,50,50,18,0.14175069213652375,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2021,csi000300,ALL_VIEWS,96,94,34,-0.063282762283723398,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2021,csi000852,ALL_VIEWS,96,94,36,-0.20751644864056332,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2021,csi000905,ALL_VIEWS,96,94,36,-0.12492126002292321,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2021,sh000001,ALL_VIEWS,96,94,34,-0.10128466827320699,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2021,sz399001,ALL_VIEWS,96,94,32,-0.17415410966751388,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2021,sz399006,ALL_VIEWS,96,94,35,-0.15958814897830714,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2022,csi000300,ALL_VIEWS,81,78,31,-0.083707446397324137,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2022,csi000852,ALL_VIEWS,81,78,32,-0.0036927196278000148,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2022,csi000905,ALL_VIEWS,81,78,33,-0.018406071858417576,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2022,sh000001,ALL_VIEWS,81,78,33,-0.070482782506737354,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2022,sz399001,ALL_VIEWS,81,78,30,-0.054908257053822157,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2022,sz399006,ALL_VIEWS,81,78,31,-0.024538926777179577,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2023,csi000300,ALL_VIEWS,88,87,36,-0.027232267724556562,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2023,csi000852,ALL_VIEWS,88,87,38,0.026552868416461362,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2023,csi000905,ALL_VIEWS,88,87,38,0.011004119680050037,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2023,sh000001,ALL_VIEWS,88,87,33,-0.016579498196807946,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2023,sz399001,ALL_VIEWS,88,87,36,-0.040470166868984352,True
continuation30_log_return,A_direction,pit,YEAR_INDEX,,2023,sz399006,ALL_VIEWS,88,87,31,-0.043558247141081599,True
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000300,ALL_A,51,50,6,-0.056815128985571881,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000300,CHINEXT_BOARD,59,57,6,0.037633322078347096,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000300,SH_A,55,51,6,0.17852673450537798,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000300,SZ_A,50,45,6,-0.1958307467447768,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000852,ALL_A,51,50,5,-0.031867068971435493,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000852,CHINEXT_BOARD,59,57,6,0.078449109533509517,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000852,SH_A,55,51,5,-0.25815500249335754,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000852,SZ_A,50,45,6,0.022963754462736654,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000905,ALL_A,51,50,3,0.054971609751002994,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000905,CHINEXT_BOARD,59,57,5,-0.0256183282714001,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000905,SH_A,55,51,5,-0.0036963862920723657,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,csi000905,SZ_A,50,45,5,0.2361664050653719,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sh000001,ALL_A,51,50,6,-0.16855040907133662,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sh000001,CHINEXT_BOARD,59,57,6,-0.096521004220493714,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sh000001,SH_A,55,51,6,0.1163074526545345,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sh000001,SZ_A,50,45,5,-0.081426349281717492,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sz399001,ALL_A,51,50,5,0.24330605118768581,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sz399001,CHINEXT_BOARD,59,57,5,0.079068591828748674,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sz399001,SH_A,55,51,5,0.050827404248617453,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sz399001,SZ_A,50,45,5,0.076800059189657391,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sz399006,ALL_A,51,50,6,0.037296520178142528,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sz399006,CHINEXT_BOARD,59,57,6,-0.02804565677004749,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sz399006,SH_A,55,51,6,-0.20655331742351854,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,A,,sz399006,SZ_A,50,45,5,0.14327147646525992,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000300,ALL_A,75,75,6,-0.052493750306017099,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000300,CHINEXT_BOARD,62,61,6,-0.05096404335965183,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000300,SH_A,63,62,6,-0.14991027071236204,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000300,SZ_A,65,62,6,0.098130407605509243,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000852,ALL_A,75,75,6,0.091498148084396019,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000852,CHINEXT_BOARD,62,61,6,0.08045510726564091,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000852,SH_A,63,62,6,0.14216420430975785,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000852,SZ_A,65,62,6,-0.07274190581221536,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000905,ALL_A,75,75,6,0.087252946680879684,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000905,CHINEXT_BOARD,62,61,6,0.18473588441107666,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000905,SH_A,63,62,6,0.052920874928208794,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,csi000905,SZ_A,65,62,6,-0.082087437800738877,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sh000001,ALL_A,75,75,5,0.052445130643129501,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sh000001,CHINEXT_BOARD,62,61,5,0.093678109574326693,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sh000001,SH_A,63,62,5,-0.040404948880051431,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sh000001,SZ_A,65,62,5,-0.006837588313281075,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sz399001,ALL_A,75,75,6,-0.13977986742319604,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sz399001,CHINEXT_BOARD,62,61,5,-0.29170675852453365,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sz399001,SH_A,63,62,6,0.12013603455446419,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sz399001,SZ_A,65,62,6,-0.044927324641114957,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sz399006,ALL_A,75,75,6,-0.010708177399152388,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sz399006,CHINEXT_BOARD,62,61,6,-0.074111000294924706,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sz399006,SH_A,63,62,6,-0.078386548148905125,False
continuation30_log_return,A_direction,relative,BLOCK_CELL,B,,sz399006,SZ_A,65,62,6,0.038913707128334037,False
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2018,csi000300,ALL_VIEWS,34,32,2,-0.03156668809224903,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2018,csi000852,ALL_VIEWS,34,32,3,0.18496339046894231,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2018,csi000905,ALL_VIEWS,34,32,3,-0.17249371970011515,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2018,sh000001,ALL_VIEWS,34,32,2,0.031566688092249086,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2018,sz399001,ALL_VIEWS,34,32,3,-0.036104886233564525,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2018,sz399006,ALL_VIEWS,34,32,4,0.13736206186750513,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2019,csi000300,ALL_VIEWS,80,73,5,-0.13999464094553454,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2019,csi000852,ALL_VIEWS,80,73,5,0.17573619096400378,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2019,csi000905,ALL_VIEWS,80,73,5,0.080663470733246298,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2019,sh000001,ALL_VIEWS,80,73,5,-0.10335449721260552,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2019,sz399001,ALL_VIEWS,80,73,4,0.030386991798319569,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2019,sz399006,ALL_VIEWS,80,73,6,-0.0073715232719112527,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2020,csi000300,ALL_VIEWS,101,97,6,0.15001184824392774,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2020,csi000852,ALL_VIEWS,101,97,5,-0.20779155832082485,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2020,csi000905,ALL_VIEWS,101,97,5,0.040421259436400438,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2020,sh000001,ALL_VIEWS,101,97,5,0.066837718291521853,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2020,sz399001,ALL_VIEWS,101,97,4,0.060280684726329609,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2020,sz399006,ALL_VIEWS,101,97,3,-0.12374272747639084,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2021,csi000300,ALL_VIEWS,96,94,4,0.078090899512669648,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2021,csi000852,ALL_VIEWS,96,94,4,-0.03888821613114285,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2021,csi000905,ALL_VIEWS,96,94,5,0.12811140525801656,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2021,sh000001,ALL_VIEWS,96,94,4,0.2215407721660495,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2021,sz399001,ALL_VIEWS,96,94,3,-0.23925032254546286,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2021,sz399006,ALL_VIEWS,96,94,6,-0.14703481521191469,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2022,csi000300,ALL_VIEWS,81,78,6,-0.064055154638781239,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2022,csi000852,ALL_VIEWS,81,78,5,0.079072563789268677,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2022,csi000905,ALL_VIEWS,81,78,6,0.11702493989298386,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2022,sh000001,ALL_VIEWS,81,78,5,0.027651702042715099,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2022,sz399001,ALL_VIEWS,81,78,5,-0.089038068476391272,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2022,sz399006,ALL_VIEWS,81,78,6,-0.092466971624050917,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2023,csi000300,ALL_VIEWS,88,87,5,-0.052365875710147197,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2023,csi000852,ALL_VIEWS,88,87,6,0.078929872248113875,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2023,csi000905,ALL_VIEWS,88,87,4,-0.055524655566291048,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2023,sh000001,ALL_VIEWS,88,87,3,0.021567624466496401,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2023,sz399001,ALL_VIEWS,88,87,6,-0.021364732053643594,True
continuation30_log_return,A_direction,relative,YEAR_INDEX,,2023,sz399006,ALL_VIEWS,88,87,5,-0.045552059126425029,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000300,ALL_A,51,50,51,-0.041957657200736985,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000300,CHINEXT_BOARD,59,57,56,0.057537611609462996,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000300,SH_A,55,51,54,0.16187883210677456,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000300,SZ_A,50,45,50,0.060783923690822757,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000852,ALL_A,51,50,51,-0.13624770878624931,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000852,CHINEXT_BOARD,59,57,56,0.078436606809583531,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000852,SH_A,55,51,54,0.19813018805952778,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000852,SZ_A,50,45,50,0.016126323413515328,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000905,ALL_A,51,50,51,-0.11207284620023689,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000905,CHINEXT_BOARD,59,57,56,0.07572176901968164,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000905,SH_A,55,51,54,0.19217722834213521,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,csi000905,SZ_A,50,45,50,0.0033206164384224223,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sh000001,ALL_A,51,50,51,-0.0334517042420776,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sh000001,CHINEXT_BOARD,59,57,56,0.033410519559536368,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sh000001,SH_A,55,51,54,0.15532973881296178,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sh000001,SZ_A,50,45,50,0.016166302833656603,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sz399001,ALL_A,51,50,51,-0.099073795386204797,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sz399001,CHINEXT_BOARD,59,57,56,0.086465161899262663,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sz399001,SH_A,55,51,54,0.17945972115020536,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sz399001,SZ_A,50,45,50,0.019598719692152888,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sz399006,ALL_A,51,50,51,-0.070496952869469887,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sz399006,CHINEXT_BOARD,59,57,56,0.12344412249771242,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sz399006,SH_A,55,51,54,0.19414813290706312,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,A,,sz399006,SZ_A,50,45,50,0.045431949351757595,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000300,ALL_A,75,75,74,-0.032449618671661747,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000300,CHINEXT_BOARD,62,61,53,-0.12490411562532724,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000300,SH_A,63,62,63,0.06658502226395889,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000300,SZ_A,65,62,65,0.074419291570749072,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000852,ALL_A,75,75,74,-0.029614989630479382,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000852,CHINEXT_BOARD,62,61,53,-0.1814258630883662,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000852,SH_A,63,62,63,0.02126568159773096,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000852,SZ_A,65,62,65,0.16082128311838007,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000905,ALL_A,75,75,74,-0.016856742011957263,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000905,CHINEXT_BOARD,62,61,53,-0.18197232645813968,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000905,SH_A,63,62,63,0.019495702169150361,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,csi000905,SZ_A,65,62,65,0.13913415972684329,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,sh000001,ALL_A,75,75,74,-0.030975417887710143,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,sh000001,CHINEXT_BOARD,62,61,53,-0.13190055311634893,True
continuation30_log_return,B1_discovery,absolute,BLOCK_CELL,B,,sh000001,SH_A,63,62,63,0.051392254236113766,True
