scope,market_view,denominator,predictor,response,estimator,estimate,observations
h5_phase_0,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.317940717507,162
h5_phase_0,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.298895729094,162
h5_phase_0,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.35607296498,162
h5_phase_0,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.356538795577,162
h5_phase_1,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.0682646137024,162
h5_phase_1,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.0624862655514,162
h5_phase_1,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.287721416491,161
h5_phase_1,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.257465503666,162
h5_phase_1,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.095740067861,162
h5_phase_1,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.0897510991265,162
h5_phase_1,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.040801027374,162
h5_phase_1,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.0333071335191,162
h5_phase_2,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.138085624151,162
h5_phase_2,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.147212735806,162
h5_phase_2,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.235063406317,162
h5_phase_2,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.221727187745,162
h5_phase_2,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.10710894827,162
h5_phase_2,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.124488560374,162
h5_phase_2,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.197060956972,162
h5_phase_2,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.208716764612,162
h5_phase_3,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.188582039102,162
h5_phase_3,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.192014479853,162
h5_phase_3,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.238580351175,162
h5_phase_3,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.237329539143,162
h5_phase_3,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.225119576681,162
h5_phase_3,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.234942789953,162
h5_phase_3,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.161245191026,162
h5_phase_3,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.16248670816,162
h5_phase_4,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.104244520016,162
h5_phase_4,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.0930897251209,162
h5_phase_4,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.275326708357,162
h5_phase_4,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.262101255449,162
h5_phase_4,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.133711459801,162
h5_phase_4,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.123521647778,162
h5_phase_4,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.139655091923,162
h5_phase_4,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h5,partial_spearman,0.123604914771,162
loyo_2020,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.19141293331,722
loyo_2020,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.183538419712,722
loyo_2020,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.248192877995,721
loyo_2020,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.243196709958,722
loyo_2020,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.169159360528,722
loyo_2020,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.16870545215,722
loyo_2020,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.223132093235,722
loyo_2020,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.229765404443,722
loyo_2021,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.261829144772,567
loyo_2021,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.254178635682,567
loyo_2021,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.237034460615,567
loyo_2021,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.234017196034,567
loyo_2021,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.246228442739,567
loyo_2021,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.237461371635,567
loyo_2021,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.258720922881,567
loyo_2021,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.261777357923,567
loyo_2022,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.233560885476,568
loyo_2022,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.222568252272,568
loyo_2022,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.310728346678,567
loyo_2022,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.29901213852,568
loyo_2022,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.230071233013,568
loyo_2022,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.221802894633,568
loyo_2022,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.230431949836,568
loyo_2022,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.243452474749,568
loyo_2023,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.168151885312,573
loyo_2023,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.158130573697,573
loyo_2023,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.256737618103,572
loyo_2023,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.252251045809,573
loyo_2023,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.136297698896,573
loyo_2023,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.12839005965,573
loyo_2023,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.205910997117,573
loyo_2023,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.21998589467,573
pit_year_2020,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.34870270398,88
pit_year_2020,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.339656013097,88
pit_year_2020,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.301980961225,88
pit_year_2020,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.298852850514,88
pit_year_2020,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.284116598847,88
pit_year_2020,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.257390342836,88
pit_year_2020,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.294971493024,88
pit_year_2020,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.297800129059,88
pit_year_2021,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.0633484949104,243
pit_year_2021,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.0589540979219,243
pit_year_2021,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.277575861699,242
pit_year_2021,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.266604337765,243
pit_year_2021,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.0547178277259,243
pit_year_2021,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.0455159399127,243
pit_year_2021,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.140682310886,243
pit_year_2021,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.154409509297,243
pit_year_2022,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.173637918737,242
pit_year_2022,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.170388408633,242
pit_year_2022,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.170878781572,242
pit_year_2022,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.176998264747,242
pit_year_2022,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.143345819517,242
pit_year_2022,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.15170755778,242
pit_year_2022,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.205697256911,242
pit_year_2022,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.222832808474,242
pit_year_2023,ALL_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.294306437919,237
pit_year_2023,ALL_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.283444896228,237
pit_year_2023,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.245727211754,237
pit_year_2023,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.242321499397,237
pit_year_2023,SH_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.294678389272,237
pit_year_2023,SH_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.291743787549,237
pit_year_2023,SZ_A,ALL_STATUS,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.252178178576,237
pit_year_2023,SZ_A,NON_ST,industry_return_dispersion_iqr_pit_3y_pct,opportunity_spread_h3,partial_spearman,0.248410386986,237
raw_year_2018,ALL_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.261875894803,123
raw_year_2018,ALL_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.243392965394,123
raw_year_2018,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.0597115992313,123
raw_year_2018,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.0597115992313,123
raw_year_2018,SH_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.276947285602,123
raw_year_2018,SH_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.265106860482,123
raw_year_2018,SZ_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.19849479563,123
raw_year_2018,SZ_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.247223691169,123
raw_year_2019,ALL_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.423908239677,244
raw_year_2019,ALL_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.433102445593,244
raw_year_2019,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.139603236559,244
raw_year_2019,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.139603236559,244
raw_year_2019,SH_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.469250626784,244
raw_year_2019,SH_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.451847721481,244
raw_year_2019,SZ_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.401511715797,244
raw_year_2019,SZ_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.40489614182,244
raw_year_2020,ALL_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.295945044082,243
raw_year_2020,ALL_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.298563545707,243
raw_year_2020,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.347384258214,243
raw_year_2020,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.345579490885,243
raw_year_2020,SH_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.312919725488,243
raw_year_2020,SH_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.315641930148,243
raw_year_2020,SZ_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.293889382315,243
raw_year_2020,SZ_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.32066483681,243
raw_year_2021,ALL_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.233020718863,243
raw_year_2021,ALL_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.228885978513,243
raw_year_2021,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.443748630535,243
raw_year_2021,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.437406019125,243
raw_year_2021,SH_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.197465631643,243
raw_year_2021,SH_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.195876633532,243
raw_year_2021,SZ_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.293298107754,243
raw_year_2021,SZ_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.303358974745,243
raw_year_2022,ALL_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.13113701244,242
raw_year_2022,ALL_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.13524955748,242
raw_year_2022,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.176615477885,242
raw_year_2022,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.189621179311,242
raw_year_2022,SH_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.142725295624,242
raw_year_2022,SH_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.145181645873,242
raw_year_2022,SZ_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.16003828892,242
raw_year_2022,SZ_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.178812730177,242
raw_year_2023,ALL_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.385669393267,237
raw_year_2023,ALL_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.384121595431,237
raw_year_2023,CHINEXT_BOARD,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.377202028634,237
raw_year_2023,CHINEXT_BOARD,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.375959823964,237
raw_year_2023,SH_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.382505287032,237
raw_year_2023,SH_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.377797890235,237
raw_year_2023,SZ_A,ALL_STATUS,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.362118887461,237
raw_year_2023,SZ_A,NON_ST,industry_return_dispersion_iqr,opportunity_spread_h3,spearman,0.359691269771,237
