family,symbol,event_id,effective_date,fill_date,fill_price,shares
champion_diffusion_q1_top2,603517.SH,cninfo:distribution:d0eee38e477dd3beb15f52cef370a094,2019-06-03,2019-05-30,47.7,33107.9355722
champion_diffusion_q1_top2,300673.SZ,cninfo:distribution:8e7bc343cf1853f8e41c2b122f7b19e8,2019-06-10,2019-06-04,33.1,42601.7360356
champion_diffusion_q1_top2,002238.SZ,cninfo:distribution:5584fc5ac053c315368f0b8c8b44c586,2020-06-24,2020-06-18,10.92,163247.205971
champion_diffusion_q1_top2,002568.SZ,cninfo:distribution:8b8edac13ef211a2330e5acb7ccd2975,2021-06-08,2021-06-04,117,22793.7574539
