role,operator,neighbor,scope,group,n,spearman
formation_depth,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,SH_A:ALL_STATUS,727,0.872913464386
formation_depth,acceleration,acceleration_neighbor_h3,FULL,SH_A:NON_ST,1407,0.16209782732
formation_depth,acceleration,acceleration_neighbor_h3,PHASE_ZERO,SH_A:NON_ST,282,0.130797700438
formation_depth,acceleration,acceleration_neighbor_h3,BLOCK_A,SH_A:NON_ST,680,0.176108944872
formation_depth,acceleration,acceleration_neighbor_h3,BLOCK_B,SH_A:NON_ST,727,0.148878475532
formation_depth,acceleration,acceleration_neighbor_h10,FULL,SH_A:NON_ST,1397,-0.113124340509
formation_depth,acceleration,acceleration_neighbor_h10,PHASE_ZERO,SH_A:NON_ST,280,-0.112988503862
formation_depth,acceleration,acceleration_neighbor_h10,BLOCK_A,SH_A:NON_ST,670,-0.120467978819
formation_depth,acceleration,acceleration_neighbor_h10,BLOCK_B,SH_A:NON_ST,727,-0.106611158005
formation_depth,acceleration,acceleration_neighbor_ols5,FULL,SH_A:NON_ST,1407,0.916930156755
formation_depth,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,SH_A:NON_ST,282,0.931306371688
formation_depth,acceleration,acceleration_neighbor_ols5,BLOCK_A,SH_A:NON_ST,680,0.912272632383
formation_depth,acceleration,acceleration_neighbor_ols5,BLOCK_B,SH_A:NON_ST,727,0.921269583237
formation_depth,acceleration,acceleration_neighbor_theilsen5,FULL,SH_A:NON_ST,1407,0.874144005678
formation_depth,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,SH_A:NON_ST,282,0.907378595942
formation_depth,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,SH_A:NON_ST,680,0.87111528542
formation_depth,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,SH_A:NON_ST,727,0.877316190041
formation_depth,acceleration,acceleration_neighbor_h3,FULL,SZ_A:ALL_STATUS,1407,0.160800377132
formation_depth,acceleration,acceleration_neighbor_h3,PHASE_ZERO,SZ_A:ALL_STATUS,282,0.156190059827
formation_depth,acceleration,acceleration_neighbor_h3,BLOCK_A,SZ_A:ALL_STATUS,680,0.167223150671
formation_depth,acceleration,acceleration_neighbor_h3,BLOCK_B,SZ_A:ALL_STATUS,727,0.155050089338
formation_depth,acceleration,acceleration_neighbor_h10,FULL,SZ_A:ALL_STATUS,1397,-0.0922268963579
formation_depth,acceleration,acceleration_neighbor_h10,PHASE_ZERO,SZ_A:ALL_STATUS,280,-0.0715357156523
formation_depth,acceleration,acceleration_neighbor_h10,BLOCK_A,SZ_A:ALL_STATUS,670,-0.11503729872
formation_depth,acceleration,acceleration_neighbor_h10,BLOCK_B,SZ_A:ALL_STATUS,727,-0.0738655492313
formation_depth,acceleration,acceleration_neighbor_ols5,FULL,SZ_A:ALL_STATUS,1407,0.924376864086
formation_depth,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,SZ_A:ALL_STATUS,282,0.931700744412
formation_depth,acceleration,acceleration_neighbor_ols5,BLOCK_A,SZ_A:ALL_STATUS,680,0.911328260811
formation_depth,acceleration,acceleration_neighbor_ols5,BLOCK_B,SZ_A:ALL_STATUS,727,0.936081674984
formation_depth,acceleration,acceleration_neighbor_theilsen5,FULL,SZ_A:ALL_STATUS,1407,0.881841927094
formation_depth,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,SZ_A:ALL_STATUS,282,0.888834516229
formation_depth,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,SZ_A:ALL_STATUS,680,0.881982447645
formation_depth,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,SZ_A:ALL_STATUS,727,0.882110280698
formation_depth,acceleration,acceleration_neighbor_h3,FULL,SZ_A:NON_ST,1407,0.16096078126
formation_depth,acceleration,acceleration_neighbor_h3,PHASE_ZERO,SZ_A:NON_ST,282,0.159930446992
formation_depth,acceleration,acceleration_neighbor_h3,BLOCK_A,SZ_A:NON_ST,680,0.169712139363
formation_depth,acceleration,acceleration_neighbor_h3,BLOCK_B,SZ_A:NON_ST,727,0.153532693391
formation_depth,acceleration,acceleration_neighbor_h10,FULL,SZ_A:NON_ST,1397,-0.0930256474197
formation_depth,acceleration,acceleration_neighbor_h10,PHASE_ZERO,SZ_A:NON_ST,280,-0.0740798443129
formation_depth,acceleration,acceleration_neighbor_h10,BLOCK_A,SZ_A:NON_ST,670,-0.114473212121
formation_depth,acceleration,acceleration_neighbor_h10,BLOCK_B,SZ_A:NON_ST,727,-0.0742561177724
formation_depth,acceleration,acceleration_neighbor_ols5,FULL,SZ_A:NON_ST,1407,0.924036940202
formation_depth,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,SZ_A:NON_ST,282,0.932395846404
formation_depth,acceleration,acceleration_neighbor_ols5,BLOCK_A,SZ_A:NON_ST,680,0.91120712784
formation_depth,acceleration,acceleration_neighbor_ols5,BLOCK_B,SZ_A:NON_ST,727,0.935415466114
formation_depth,acceleration,acceleration_neighbor_theilsen5,FULL,SZ_A:NON_ST,1407,0.880070307949
formation_depth,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,SZ_A:NON_ST,282,0.88040125418
formation_depth,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,SZ_A:NON_ST,680,0.880927760312
formation_depth,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,SZ_A:NON_ST,727,0.878267678831
closing_acceptance,change,change_neighbor_h3,FULL,ALL_A:ALL_STATUS,1412,0.503588597323
closing_acceptance,change,change_neighbor_h3,PHASE_ZERO,ALL_A:ALL_STATUS,283,0.507950265309
closing_acceptance,change,change_neighbor_h3,BLOCK_A,ALL_A:ALL_STATUS,685,0.490227990653
closing_acceptance,change,change_neighbor_h3,BLOCK_B,ALL_A:ALL_STATUS,727,0.516817495372
closing_acceptance,change,change_neighbor_h10,FULL,ALL_A:ALL_STATUS,1407,0.475147712935
closing_acceptance,change,change_neighbor_h10,PHASE_ZERO,ALL_A:ALL_STATUS,282,0.490164895423
closing_acceptance,change,change_neighbor_h10,BLOCK_A,ALL_A:ALL_STATUS,680,0.478780205483
closing_acceptance,change,change_neighbor_h10,BLOCK_B,ALL_A:ALL_STATUS,727,0.471123661883
closing_acceptance,change,change_neighbor_ols5,FULL,ALL_A:ALL_STATUS,1412,0.81949083231
closing_acceptance,change,change_neighbor_ols5,PHASE_ZERO,ALL_A:ALL_STATUS,283,0.79980166693
closing_acceptance,change,change_neighbor_ols5,BLOCK_A,ALL_A:ALL_STATUS,685,0.818631488598
closing_acceptance,change,change_neighbor_ols5,BLOCK_B,ALL_A:ALL_STATUS,727,0.821513861904
closing_acceptance,change,change_neighbor_theilsen5,FULL,ALL_A:ALL_STATUS,1412,0.758517027461
closing_acceptance,change,change_neighbor_theilsen5,PHASE_ZERO,ALL_A:ALL_STATUS,283,0.758745238894
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_A,ALL_A:ALL_STATUS,685,0.759667989884
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_B,ALL_A:ALL_STATUS,727,0.758541564995
closing_acceptance,change,change_neighbor_h3,FULL,ALL_A:NON_ST,1412,0.504718270315
closing_acceptance,change,change_neighbor_h3,PHASE_ZERO,ALL_A:NON_ST,283,0.512149356556
closing_acceptance,change,change_neighbor_h3,BLOCK_A,ALL_A:NON_ST,685,0.493321192151
closing_acceptance,change,change_neighbor_h3,BLOCK_B,ALL_A:NON_ST,727,0.515302535404
closing_acceptance,change,change_neighbor_h10,FULL,ALL_A:NON_ST,1407,0.475162378672
closing_acceptance,change,change_neighbor_h10,PHASE_ZERO,ALL_A:NON_ST,282,0.493153459417
closing_acceptance,change,change_neighbor_h10,BLOCK_A,ALL_A:NON_ST,680,0.478397419188
closing_acceptance,change,change_neighbor_h10,BLOCK_B,ALL_A:NON_ST,727,0.47074374294
closing_acceptance,change,change_neighbor_ols5,FULL,ALL_A:NON_ST,1412,0.822269660434
closing_acceptance,change,change_neighbor_ols5,PHASE_ZERO,ALL_A:NON_ST,283,0.800696442394
closing_acceptance,change,change_neighbor_ols5,BLOCK_A,ALL_A:NON_ST,685,0.821748658851
closing_acceptance,change,change_neighbor_ols5,BLOCK_B,ALL_A:NON_ST,727,0.823832632292
closing_acceptance,change,change_neighbor_theilsen5,FULL,ALL_A:NON_ST,1412,0.761380032067
closing_acceptance,change,change_neighbor_theilsen5,PHASE_ZERO,ALL_A:NON_ST,283,0.756253633371
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_A,ALL_A:NON_ST,685,0.760980091085
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_B,ALL_A:NON_ST,727,0.762321066139
closing_acceptance,change,change_neighbor_h3,FULL,CHINEXT_BOARD:ALL_STATUS,1412,0.500718086534
closing_acceptance,change,change_neighbor_h3,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,283,0.523637041818
closing_acceptance,change,change_neighbor_h3,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,685,0.501933419393
closing_acceptance,change,change_neighbor_h3,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.499502919848
closing_acceptance,change,change_neighbor_h10,FULL,CHINEXT_BOARD:ALL_STATUS,1407,0.477069340282
closing_acceptance,change,change_neighbor_h10,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,282,0.483737998244
closing_acceptance,change,change_neighbor_h10,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,680,0.47047662144
closing_acceptance,change,change_neighbor_h10,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.482300683374
closing_acceptance,change,change_neighbor_ols5,FULL,CHINEXT_BOARD:ALL_STATUS,1412,0.826538297154
closing_acceptance,change,change_neighbor_ols5,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,283,0.807859889773
closing_acceptance,change,change_neighbor_ols5,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,685,0.830603080398
closing_acceptance,change,change_neighbor_ols5,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.824212227005
closing_acceptance,change,change_neighbor_theilsen5,FULL,CHINEXT_BOARD:ALL_STATUS,1412,0.748178339896
closing_acceptance,change,change_neighbor_theilsen5,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,283,0.722887796303
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,685,0.752646763403
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.745832105161
closing_acceptance,change,change_neighbor_h3,FULL,CHINEXT_BOARD:NON_ST,1412,0.500731172808
closing_acceptance,change,change_neighbor_h3,PHASE_ZERO,CHINEXT_BOARD:NON_ST,283,0.523864177248
closing_acceptance,change,change_neighbor_h3,BLOCK_A,CHINEXT_BOARD:NON_ST,685,0.502074506539
closing_acceptance,change,change_neighbor_h3,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.499194963746
closing_acceptance,change,change_neighbor_h10,FULL,CHINEXT_BOARD:NON_ST,1407,0.476422147994
closing_acceptance,change,change_neighbor_h10,PHASE_ZERO,CHINEXT_BOARD:NON_ST,282,0.48465056061
closing_acceptance,change,change_neighbor_h10,BLOCK_A,CHINEXT_BOARD:NON_ST,680,0.470642296492
closing_acceptance,change,change_neighbor_h10,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.480993246499
closing_acceptance,change,change_neighbor_ols5,FULL,CHINEXT_BOARD:NON_ST,1412,0.826199471032
closing_acceptance,change,change_neighbor_ols5,PHASE_ZERO,CHINEXT_BOARD:NON_ST,283,0.808488615303
closing_acceptance,change,change_neighbor_ols5,BLOCK_A,CHINEXT_BOARD:NON_ST,685,0.830597200212
closing_acceptance,change,change_neighbor_ols5,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.822785908333
closing_acceptance,change,change_neighbor_theilsen5,FULL,CHINEXT_BOARD:NON_ST,1412,0.749967941562
closing_acceptance,change,change_neighbor_theilsen5,PHASE_ZERO,CHINEXT_BOARD:NON_ST,283,0.723076811077
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_A,CHINEXT_BOARD:NON_ST,685,0.752728376744
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.749136811771
closing_acceptance,change,change_neighbor_h3,FULL,SH_A:ALL_STATUS,1412,0.514097285019
closing_acceptance,change,change_neighbor_h3,PHASE_ZERO,SH_A:ALL_STATUS,283,0.514474517228
closing_acceptance,change,change_neighbor_h3,BLOCK_A,SH_A:ALL_STATUS,685,0.49828602845
closing_acceptance,change,change_neighbor_h3,BLOCK_B,SH_A:ALL_STATUS,727,0.528935238826
closing_acceptance,change,change_neighbor_h10,FULL,SH_A:ALL_STATUS,1407,0.472016491804
closing_acceptance,change,change_neighbor_h10,PHASE_ZERO,SH_A:ALL_STATUS,282,0.492429461729
closing_acceptance,change,change_neighbor_h10,BLOCK_A,SH_A:ALL_STATUS,680,0.466368039282
closing_acceptance,change,change_neighbor_h10,BLOCK_B,SH_A:ALL_STATUS,727,0.48028303446
closing_acceptance,change,change_neighbor_ols5,FULL,SH_A:ALL_STATUS,1412,0.823408638366
closing_acceptance,change,change_neighbor_ols5,PHASE_ZERO,SH_A:ALL_STATUS,283,0.819832459912
closing_acceptance,change,change_neighbor_ols5,BLOCK_A,SH_A:ALL_STATUS,685,0.821219401498
closing_acceptance,change,change_neighbor_ols5,BLOCK_B,SH_A:ALL_STATUS,727,0.825653026478
closing_acceptance,change,change_neighbor_theilsen5,FULL,SH_A:ALL_STATUS,1412,0.755088686501
closing_acceptance,change,change_neighbor_theilsen5,PHASE_ZERO,SH_A:ALL_STATUS,283,0.74501546532
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_A,SH_A:ALL_STATUS,685,0.746552073314
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_B,SH_A:ALL_STATUS,727,0.764216923229
closing_acceptance,change,change_neighbor_h3,FULL,SH_A:NON_ST,1412,0.516589953347
closing_acceptance,change,change_neighbor_h3,PHASE_ZERO,SH_A:NON_ST,283,0.523346227277
closing_acceptance,change,change_neighbor_h3,BLOCK_A,SH_A:NON_ST,685,0.50173553685
closing_acceptance,change,change_neighbor_h3,BLOCK_B,SH_A:NON_ST,727,0.529416974228
closing_acceptance,change,change_neighbor_h10,FULL,SH_A:NON_ST,1407,0.47516863997
closing_acceptance,change,change_neighbor_h10,PHASE_ZERO,SH_A:NON_ST,282,0.504276696612
closing_acceptance,change,change_neighbor_h10,BLOCK_A,SH_A:NON_ST,680,0.469996445297
closing_acceptance,change,change_neighbor_h10,BLOCK_B,SH_A:NON_ST,727,0.481750886421
closing_acceptance,change,change_neighbor_ols5,FULL,SH_A:NON_ST,1412,0.825145084658
closing_acceptance,change,change_neighbor_ols5,PHASE_ZERO,SH_A:NON_ST,283,0.821607715612
closing_acceptance,change,change_neighbor_ols5,BLOCK_A,SH_A:NON_ST,685,0.822221012791
closing_acceptance,change,change_neighbor_ols5,BLOCK_B,SH_A:NON_ST,727,0.827431775874
closing_acceptance,change,change_neighbor_theilsen5,FULL,SH_A:NON_ST,1412,0.756438253644
closing_acceptance,change,change_neighbor_theilsen5,PHASE_ZERO,SH_A:NON_ST,283,0.752274265093
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_A,SH_A:NON_ST,685,0.749127432983
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_B,SH_A:NON_ST,727,0.764366939888
closing_acceptance,change,change_neighbor_h3,FULL,SZ_A:ALL_STATUS,1412,0.490555157339
closing_acceptance,change,change_neighbor_h3,PHASE_ZERO,SZ_A:ALL_STATUS,283,0.495159211793
closing_acceptance,change,change_neighbor_h3,BLOCK_A,SZ_A:ALL_STATUS,685,0.47793219155
closing_acceptance,change,change_neighbor_h3,BLOCK_B,SZ_A:ALL_STATUS,727,0.502856282323
closing_acceptance,change,change_neighbor_h10,FULL,SZ_A:ALL_STATUS,1407,0.477272965254
closing_acceptance,change,change_neighbor_h10,PHASE_ZERO,SZ_A:ALL_STATUS,282,0.488675696928
closing_acceptance,change,change_neighbor_h10,BLOCK_A,SZ_A:ALL_STATUS,680,0.482098081069
closing_acceptance,change,change_neighbor_h10,BLOCK_B,SZ_A:ALL_STATUS,727,0.472977585696
closing_acceptance,change,change_neighbor_ols5,FULL,SZ_A:ALL_STATUS,1412,0.819513223507
closing_acceptance,change,change_neighbor_ols5,PHASE_ZERO,SZ_A:ALL_STATUS,283,0.785258124191
closing_acceptance,change,change_neighbor_ols5,BLOCK_A,SZ_A:ALL_STATUS,685,0.816133996544
closing_acceptance,change,change_neighbor_ols5,BLOCK_B,SZ_A:ALL_STATUS,727,0.822841913798
closing_acceptance,change,change_neighbor_theilsen5,FULL,SZ_A:ALL_STATUS,1412,0.763878795192
closing_acceptance,change,change_neighbor_theilsen5,PHASE_ZERO,SZ_A:ALL_STATUS,283,0.753443661633
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_A,SZ_A:ALL_STATUS,685,0.768016561004
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_B,SZ_A:ALL_STATUS,727,0.75910056805
closing_acceptance,change,change_neighbor_h3,FULL,SZ_A:NON_ST,1412,0.491482718903
closing_acceptance,change,change_neighbor_h3,PHASE_ZERO,SZ_A:NON_ST,283,0.499265185407
closing_acceptance,change,change_neighbor_h3,BLOCK_A,SZ_A:NON_ST,685,0.483070092211
closing_acceptance,change,change_neighbor_h3,BLOCK_B,SZ_A:NON_ST,727,0.500002061213
closing_acceptance,change,change_neighbor_h10,FULL,SZ_A:NON_ST,1407,0.475765798901
closing_acceptance,change,change_neighbor_h10,PHASE_ZERO,SZ_A:NON_ST,282,0.489985635094
closing_acceptance,change,change_neighbor_h10,BLOCK_A,SZ_A:NON_ST,680,0.480021651278
closing_acceptance,change,change_neighbor_h10,BLOCK_B,SZ_A:NON_ST,727,0.470613609151
closing_acceptance,change,change_neighbor_ols5,FULL,SZ_A:NON_ST,1412,0.822257721691
closing_acceptance,change,change_neighbor_ols5,PHASE_ZERO,SZ_A:NON_ST,283,0.790319694273
closing_acceptance,change,change_neighbor_ols5,BLOCK_A,SZ_A:NON_ST,685,0.818857623726
closing_acceptance,change,change_neighbor_ols5,BLOCK_B,SZ_A:NON_ST,727,0.826661278157
closing_acceptance,change,change_neighbor_theilsen5,FULL,SZ_A:NON_ST,1412,0.763668865982
closing_acceptance,change,change_neighbor_theilsen5,PHASE_ZERO,SZ_A:NON_ST,283,0.75221602527
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_A,SZ_A:NON_ST,685,0.766116246083
closing_acceptance,change,change_neighbor_theilsen5,BLOCK_B,SZ_A:NON_ST,727,0.762539335415
closing_acceptance,acceleration,acceleration_neighbor_h3,FULL,ALL_A:ALL_STATUS,1407,0.184441904272
closing_acceptance,acceleration,acceleration_neighbor_h3,PHASE_ZERO,ALL_A:ALL_STATUS,282,0.178100487989
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_A,ALL_A:ALL_STATUS,680,0.160584384533
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_B,ALL_A:ALL_STATUS,727,0.207631214603
closing_acceptance,acceleration,acceleration_neighbor_h10,FULL,ALL_A:ALL_STATUS,1397,-0.181440734133
closing_acceptance,acceleration,acceleration_neighbor_h10,PHASE_ZERO,ALL_A:ALL_STATUS,280,-0.197998698963
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_A,ALL_A:ALL_STATUS,670,-0.172669888546
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_B,ALL_A:ALL_STATUS,727,-0.189684330925
closing_acceptance,acceleration,acceleration_neighbor_ols5,FULL,ALL_A:ALL_STATUS,1407,0.872732710579
closing_acceptance,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,ALL_A:ALL_STATUS,282,0.856494882653
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_A,ALL_A:ALL_STATUS,680,0.869766561423
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_B,ALL_A:ALL_STATUS,727,0.876483526477
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,FULL,ALL_A:ALL_STATUS,1407,0.824370886192
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,ALL_A:ALL_STATUS,282,0.826749975452
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,ALL_A:ALL_STATUS,680,0.824880354946
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,ALL_A:ALL_STATUS,727,0.823820949337
closing_acceptance,acceleration,acceleration_neighbor_h3,FULL,ALL_A:NON_ST,1407,0.184718975346
closing_acceptance,acceleration,acceleration_neighbor_h3,PHASE_ZERO,ALL_A:NON_ST,282,0.178384628989
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_A,ALL_A:NON_ST,680,0.163312738693
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_B,ALL_A:NON_ST,727,0.204986710176
closing_acceptance,acceleration,acceleration_neighbor_h10,FULL,ALL_A:NON_ST,1397,-0.184111595958
closing_acceptance,acceleration,acceleration_neighbor_h10,PHASE_ZERO,ALL_A:NON_ST,280,-0.194795305334
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_A,ALL_A:NON_ST,670,-0.173668471048
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_B,ALL_A:NON_ST,727,-0.193583208089
closing_acceptance,acceleration,acceleration_neighbor_ols5,FULL,ALL_A:NON_ST,1407,0.87290768515
closing_acceptance,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,ALL_A:NON_ST,282,0.856472943329
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_A,ALL_A:NON_ST,680,0.869557727265
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_B,ALL_A:NON_ST,727,0.877441178304
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,FULL,ALL_A:NON_ST,1407,0.825022489326
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,ALL_A:NON_ST,282,0.822107935587
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,ALL_A:NON_ST,680,0.824593384221
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,ALL_A:NON_ST,727,0.82457314864
closing_acceptance,acceleration,acceleration_neighbor_h3,FULL,CHINEXT_BOARD:ALL_STATUS,1407,0.173056184279
closing_acceptance,acceleration,acceleration_neighbor_h3,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,282,0.176983187789
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,680,0.176515701614
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.170615991486
closing_acceptance,acceleration,acceleration_neighbor_h10,FULL,CHINEXT_BOARD:ALL_STATUS,1397,-0.183165604787
closing_acceptance,acceleration,acceleration_neighbor_h10,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,280,-0.182693474589
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,670,-0.191940284382
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,-0.16685833861
closing_acceptance,acceleration,acceleration_neighbor_ols5,FULL,CHINEXT_BOARD:ALL_STATUS,1407,0.873148061791
closing_acceptance,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,282,0.850667049089
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,680,0.874743268655
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.8736120076
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,FULL,CHINEXT_BOARD:ALL_STATUS,1407,0.808024000744
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,282,0.789530180082
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,680,0.81424789853
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.802918461545
closing_acceptance,acceleration,acceleration_neighbor_h3,FULL,CHINEXT_BOARD:NON_ST,1407,0.173602799946
closing_acceptance,acceleration,acceleration_neighbor_h3,PHASE_ZERO,CHINEXT_BOARD:NON_ST,282,0.179738980908
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_A,CHINEXT_BOARD:NON_ST,680,0.176600693149
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.171563836938
closing_acceptance,acceleration,acceleration_neighbor_h10,FULL,CHINEXT_BOARD:NON_ST,1397,-0.182827083209
closing_acceptance,acceleration,acceleration_neighbor_h10,PHASE_ZERO,CHINEXT_BOARD:NON_ST,280,-0.180959487457
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_A,CHINEXT_BOARD:NON_ST,670,-0.19191153743
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_B,CHINEXT_BOARD:NON_ST,727,-0.16640443463
closing_acceptance,acceleration,acceleration_neighbor_ols5,FULL,CHINEXT_BOARD:NON_ST,1407,0.873066246294
closing_acceptance,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,CHINEXT_BOARD:NON_ST,282,0.849390822567
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_A,CHINEXT_BOARD:NON_ST,680,0.874961662931
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.873146891873
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,FULL,CHINEXT_BOARD:NON_ST,1407,0.809553697428
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,CHINEXT_BOARD:NON_ST,282,0.787987471041
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,CHINEXT_BOARD:NON_ST,680,0.814443089024
closing_acceptance,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.806805849056
closing_acceptance,acceleration,acceleration_neighbor_h3,FULL,SH_A:ALL_STATUS,1407,0.188678163835
closing_acceptance,acceleration,acceleration_neighbor_h3,PHASE_ZERO,SH_A:ALL_STATUS,282,0.165059432826
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_A,SH_A:ALL_STATUS,680,0.164369045679
closing_acceptance,acceleration,acceleration_neighbor_h3,BLOCK_B,SH_A:ALL_STATUS,727,0.21323808741
closing_acceptance,acceleration,acceleration_neighbor_h10,FULL,SH_A:ALL_STATUS,1397,-0.179070484504
closing_acceptance,acceleration,acceleration_neighbor_h10,PHASE_ZERO,SH_A:ALL_STATUS,280,-0.189503145995
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_A,SH_A:ALL_STATUS,670,-0.173900880473
closing_acceptance,acceleration,acceleration_neighbor_h10,BLOCK_B,SH_A:ALL_STATUS,727,-0.18626465444
closing_acceptance,acceleration,acceleration_neighbor_ols5,FULL,SH_A:ALL_STATUS,1407,0.876155778257
closing_acceptance,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,SH_A:ALL_STATUS,282,0.866715396937
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_A,SH_A:ALL_STATUS,680,0.874954785039
closing_acceptance,acceleration,acceleration_neighbor_ols5,BLOCK_B,SH_A:ALL_STATUS,727,0.877422939696
